jade_source_year,jade_source_week,simulation,stage,calendar_year,calendar_week,stored_energy_gwh,thermal_cost_nzd,lost_load_cost_nzd
2025,Week 52,1,1,2025,52,3720.022566,0.000000,0.000000
2025,Week 52,1,2,2026,1,3752.590833,0.000000,0.000000
2025,Week 52,1,3,2026,2,3620.461000,243587.210932,0.000000
2025,Week 52,1,4,2026,3,3535.867482,1146984.045942,0.000000
2025,Week 52,1,5,2026,4,3392.673729,2167266.485266,0.000000
2025,Week 52,1,6,2026,5,3691.810110,350853.465230,0.000000
2025,Week 52,1,7,2026,6,3719.948623,51050.243585,0.000000
2025,Week 52,1,8,2026,7,3738.479647,79260.207827,0.000000
2025,Week 52,1,9,2026,8,3746.162612,2874759.799291,0.000000
2025,Week 52,1,10,2026,9,3776.089699,2157119.200603,0.000000
2025,Week 52,1,11,2026,10,3737.934168,732555.168086,0.000000
2025,Week 52,1,12,2026,11,3574.323284,2884398.198126,0.000000
2025,Week 52,1,13,2026,12,3827.788310,1263871.488906,0.000000
2025,Week 52,1,14,2026,13,3830.654885,558195.891925,0.000000
2025,Week 52,1,15,2026,14,3863.664863,221598.771073,0.000000
2025,Week 52,1,16,2026,15,3850.798338,593819.757046,0.000000
2025,Week 52,1,17,2026,16,3841.459981,930213.305847,0.000000
2025,Week 52,1,18,2026,17,3842.068922,2673501.600000,0.000000
2025,Week 52,1,19,2026,18,3834.839086,3108652.883829,0.000000
2025,Week 52,1,20,2026,19,3768.762891,4268821.535063,0.000000
2025,Week 52,1,21,2026,20,3846.500326,1839292.220325,0.000000
2025,Week 52,1,22,2026,21,3855.063806,1453454.743032,0.000000
2025,Week 52,1,23,2026,22,3818.903068,2468740.922640,0.000000
2025,Week 52,1,24,2026,23,3622.642603,5004915.998033,0.000000
2025,Week 52,1,25,2026,24,3367.234873,6703585.234200,0.000000
2025,Week 52,1,26,2026,25,3060.908164,7103970.588232,0.000000
2025,Week 52,1,27,2026,26,2802.172680,6970173.442879,0.000000
2025,Week 52,1,28,2026,27,2499.719578,9009231.320165,0.000000
2025,Week 52,1,29,2026,28,2473.564566,6962615.241116,0.000000
2025,Week 52,1,30,2026,29,2465.609138,6090949.190927,0.000000
2025,Week 52,1,31,2026,30,2233.869143,7271125.574954,0.000000
2025,Week 52,1,32,2026,31,2253.466285,6895359.065530,0.000000
2025,Week 52,1,33,2026,32,2212.779176,7054545.681668,0.000000
2025,Week 52,1,34,2026,33,2039.012249,6486437.246633,0.000000
2025,Week 52,1,35,2026,34,1967.641781,6223928.904608,0.000000
2025,Week 52,1,36,2026,35,1776.621921,6007940.717755,0.000000
2025,Week 52,1,37,2026,36,1589.141822,6207239.318941,0.000000
2025,Week 52,1,38,2026,37,1383.670032,6703835.760000,0.000000
2025,Week 52,1,39,2026,38,1519.047064,5884188.200831,0.000000
2025,Week 52,1,40,2026,39,1381.124826,5886522.127621,0.000000
2025,Week 52,1,41,2026,40,1453.749277,5970749.776769,0.000000
2025,Week 52,1,42,2026,41,1543.466639,5614353.360000,0.000000
2025,Week 52,1,43,2026,42,1536.303339,5614353.360000,0.000000
2025,Week 52,1,44,2026,43,1548.621125,5614353.360000,0.000000
2025,Week 52,1,45,2026,44,1553.727265,5614353.360000,0.000000
2025,Week 52,1,46,2026,45,1511.120869,2220700.204289,0.000000
2025,Week 52,1,47,2026,46,1493.083901,895813.105209,0.000000
2025,Week 52,1,48,2026,47,1370.713170,3083278.828579,0.000000
2025,Week 52,1,49,2026,48,1300.254352,4618046.601802,0.000000
2025,Week 52,1,50,2026,49,1303.082925,7528689.360000,0.000000
2025,Week 52,1,51,2026,50,1341.639610,7528689.360000,0.000000
2025,Week 52,1,52,2026,51,1619.817083,8866100.694272,0.000000
2025,Week 52,2,1,2025,52,3713.985922,0.000000,0.000000
2025,Week 52,2,2,2026,1,3599.578519,0.000000,0.000000
2025,Week 52,2,3,2026,2,3604.135585,227076.545729,0.000000
2025,Week 52,2,4,2026,3,3553.616940,2381480.285761,0.000000
2025,Week 52,2,5,2026,4,3588.365199,1490506.005138,0.000000
2025,Week 52,2,6,2026,5,3520.619182,2673501.600000,0.000000
2025,Week 52,2,7,2026,6,3527.762430,2673501.600000,0.000000
2025,Week 52,2,8,2026,7,3566.506152,1615019.886426,0.000000
2025,Week 52,2,9,2026,8,3409.415945,3778856.936424,0.000000
2025,Week 52,2,10,2026,9,3223.471596,3296025.061476,0.000000
2025,Week 52,2,11,2026,10,3284.166328,2980580.652858,0.000000
2025,Week 52,2,12,2026,11,3153.524797,7499974.320000,0.000000
2025,Week 52,2,13,2026,12,3057.798918,7818771.152964,0.000000
2025,Week 52,2,14,2026,13,3091.230276,6571989.352302,0.000000
2025,Week 52,2,15,2026,14,2963.327643,8316528.496166,0.000000
2025,Week 52,2,16,2026,15,3118.664313,7282797.033233,0.000000
2025,Week 52,2,17,2026,16,3364.759991,2698125.087292,0.000000
2025,Week 52,2,18,2026,17,3613.462968,2366412.056030,0.000000
2025,Week 52,2,19,2026,18,3656.967735,3110686.237941,0.000000
2025,Week 52,2,20,2026,19,3580.933407,5716460.040583,0.000000
2025,Week 52,2,21,2026,20,3676.087886,3202188.995583,0.000000
2025,Week 52,2,22,2026,21,3632.153723,6149881.771670,0.000000
2025,Week 52,2,23,2026,22,3625.978487,5836929.833321,0.000000
2025,Week 52,2,24,2026,23,3467.048523,6352538.425817,0.000000
2025,Week 52,2,25,2026,24,3198.828138,6586553.383460,0.000000
2025,Week 52,2,26,2026,25,3066.967714,6689055.960000,0.000000
2025,Week 52,2,27,2026,26,2977.858686,6478000.508890,0.000000
2025,Week 52,2,28,2026,27,2751.928930,7163400.431226,0.000000
2025,Week 52,2,29,2026,28,2769.899837,6703835.760000,0.000000
2025,Week 52,2,30,2026,29,2631.929599,6519504.074225,0.000000
2025,Week 52,2,31,2026,30,2355.752993,7403799.672452,0.000000
2025,Week 52,2,32,2026,31,2111.508457,7903777.864186,0.000000
2025,Week 52,2,33,2026,32,1928.851075,9170459.519126,0.000000
2025,Week 52,2,34,2026,33,2093.681661,6176925.734520,0.000000
2025,Week 52,2,35,2026,34,1999.343676,6323934.481377,0.000000
2025,Week 52,2,36,2026,35,1833.780993,5959170.938404,0.000000
2025,Week 52,2,37,2026,36,1703.865441,6092937.360000,0.000000
2025,Week 52,2,38,2026,37,1559.731783,6657811.085003,0.000000
2025,Week 52,2,39,2026,38,1565.419443,5901637.846313,0.000000
2025,Week 52,2,40,2026,39,1745.387549,4811964.667150,0.000000
2025,Week 52,2,41,2026,40,2126.183780,1287199.564888,0.000000
2025,Week 52,2,42,2026,41,2400.865603,2673501.600000,0.000000
2025,Week 52,2,43,2026,42,2537.499302,0.000000,0.000000
2025,Week 52,2,44,2026,43,2521.516295,222110.291686,0.000000
2025,Week 52,2,45,2026,44,2462.952769,220874.217903,0.000000
2025,Week 52,2,46,2026,45,2342.938139,763857.600000,0.000000
2025,Week 52,2,47,2026,46,2290.018328,0.000000,0.000000
2025,Week 52,2,48,2026,47,2331.711367,0.000000,0.000000
2025,Week 52,2,49,2026,48,2317.033989,2406151.440000,0.000000
2025,Week 52,2,50,2026,49,2279.068335,5614353.360000,0.000000
2025,Week 52,2,51,2026,50,2215.992569,5614353.360000,0.000000
2025,Week 52,2,52,2026,51,2269.995473,5614353.360000,0.000000
2025,Week 52,3,1,2025,52,3727.719805,0.000000,0.000000
2025,Week 52,3,2,2026,1,3764.582150,0.000000,0.000000
2025,Week 52,3,3,2026,2,3760.484055,0.000000,0.000000
2025,Week 52,3,4,2026,3,3733.293029,776894.114834,0.000000
2025,Week 52,3,5,2026,4,3711.777060,1231879.396229,0.000000
2025,Week 52,3,6,2026,5,3703.890561,1324281.738241,0.000000
2025,Week 52,3,7,2026,6,3743.611124,16152.802074,0.000000
2025,Week 52,3,8,2026,7,3624.026577,368178.379808,0.000000
2025,Week 52,3,9,2026,8,3712.533814,2934496.941049,0.000000
2025,Week 52,3,10,2026,9,3600.225440,2673501.600000,0.000000
2025,Week 52,3,11,2026,10,3421.372223,2673501.600000,0.000000
2025,Week 52,3,12,2026,11,3427.266057,5748591.421273,0.000000
2025,Week 52,3,13,2026,12,3616.146231,2886892.049507,0.000000
2025,Week 52,3,14,2026,13,3811.944309,1082402.733772,0.000000
2025,Week 52,3,15,2026,14,3751.172929,2673501.600000,0.000000
2025,Week 52,3,16,2026,15,3799.886344,2823085.562760,0.000000
2025,Week 52,3,17,2026,16,3725.813321,3504458.579030,0.000000
2025,Week 52,3,18,2026,17,3643.088207,4282995.607545,0.000000
2025,Week 52,3,19,2026,18,3573.024347,8120000.272792,0.000000
2025,Week 52,3,20,2026,19,3396.145333,9813970.161137,0.000000
2025,Week 52,3,21,2026,20,3481.757788,6443344.682349,0.000000
2025,Week 52,3,22,2026,21,3469.384147,6058874.695393,0.000000
2025,Week 52,3,23,2026,22,3515.534722,5792377.777233,0.000000
2025,Week 52,3,24,2026,23,3536.801500,4129763.597597,0.000000
2025,Week 52,3,25,2026,24,3427.482010,3064157.596487,0.000000
2025,Week 52,3,26,2026,25,3314.199766,3433174.097587,0.000000
2025,Week 52,3,27,2026,26,3205.329673,4911297.559780,0.000000
2025,Week 52,3,28,2026,27,2961.101406,6360519.732939,0.000000
2025,Week 52,3,29,2026,28,2722.807366,7126761.890598,0.000000
2025,Week 52,3,30,2026,29,2558.276608,6843082.382768,0.000000
2025,Week 52,3,31,2026,30,2289.470383,7320282.030154,0.000000
2025,Week 52,3,32,2026,31,2155.806980,6982418.800493,0.000000
2025,Week 52,3,33,2026,32,2083.827589,7812030.769701,0.000000
2025,Week 52,3,34,2026,33,1991.907653,6664403.816755,0.000000
2025,Week 52,3,35,2026,34,1873.511625,5479118.631562,0.000000
2025,Week 52,3,36,2026,35,1730.726867,6072005.993274,0.000000
2025,Week 52,3,37,2026,36,1511.102026,6444461.270947,0.000000
2025,Week 52,3,38,2026,37,1328.648002,6826481.578022,0.000000
2025,Week 52,3,39,2026,38,1159.996437,7552772.760697,0.000000
2025,Week 52,3,40,2026,39,987.473756,6281527.468314,0.000000
2025,Week 52,3,41,2026,40,1062.787119,6135337.382226,0.000000
2025,Week 52,3,42,2026,41,1183.886371,5614353.360000,0.000000
2025,Week 52,3,43,2026,42,1144.051353,5614353.360000,0.000000
2025,Week 52,3,44,2026,43,1147.936351,5357385.983634,0.000000
2025,Week 52,3,45,2026,44,1204.019060,4915347.762933,0.000000
2025,Week 52,3,46,2026,45,1182.597035,1740497.400000,0.000000
2025,Week 52,3,47,2026,46,1152.320750,121242.149435,0.000000
2025,Week 52,3,48,2026,47,1198.013952,597394.657287,0.000000
2025,Week 52,3,49,2026,48,1163.481980,3609665.029884,0.000000
2025,Week 52,3,50,2026,49,1216.184550,6737236.280416,0.000000
2025,Week 52,3,51,2026,50,1324.219039,5833741.344642,0.000000
2025,Week 52,3,52,2026,51,1434.504583,7528689.360000,0.000000
2025,Week 52,4,1,2025,52,3767.120409,0.000000,0.000000
2025,Week 52,4,2,2026,1,3696.741046,0.000000,0.000000
2025,Week 52,4,3,2026,2,3646.473412,0.000000,0.000000
2025,Week 52,4,4,2026,3,3750.286649,17106.666465,0.000000
2025,Week 52,4,5,2026,4,3657.889974,338902.409694,0.000000
2025,Week 52,4,6,2026,5,3775.348515,188122.428806,0.000000
2025,Week 52,4,7,2026,6,3659.973484,319419.281025,0.000000
2025,Week 52,4,8,2026,7,3642.383404,60818.875807,0.000000
2025,Week 52,4,9,2026,8,3784.229053,829208.673589,0.000000
2025,Week 52,4,10,2026,9,3833.003757,198760.115710,0.000000
2025,Week 52,4,11,2026,10,3817.374195,0.000000,0.000000
2025,Week 52,4,12,2026,11,3723.632536,1410016.775776,0.000000
2025,Week 52,4,13,2026,12,3592.224062,3202887.447982,0.000000
2025,Week 52,4,14,2026,13,3567.796275,4622655.227899,0.000000
2025,Week 52,4,15,2026,14,3698.442110,2914964.878273,0.000000
2025,Week 52,4,16,2026,15,3707.086652,4233830.672188,0.000000
2025,Week 52,4,17,2026,16,3670.554444,4541251.237813,0.000000
2025,Week 52,4,18,2026,17,3775.788687,2673501.600000,0.000000
2025,Week 52,4,19,2026,18,3813.637739,3513147.386146,0.000000
2025,Week 52,4,20,2026,19,3808.378113,4684647.491046,0.000000
2025,Week 52,4,21,2026,20,3702.473817,3974413.963453,0.000000
2025,Week 52,4,22,2026,21,3549.052323,6422256.975557,0.000000
2025,Week 52,4,23,2026,22,3313.912672,6391488.792296,0.000000
2025,Week 52,4,24,2026,23,3018.231461,7041642.104346,0.000000
2025,Week 52,4,25,2026,24,2746.144128,6972408.111997,0.000000
2025,Week 52,4,26,2026,25,2523.816210,7035681.985975,0.000000
2025,Week 52,4,27,2026,26,2317.730781,6931818.861104,0.000000
2025,Week 52,4,28,2026,27,2192.038356,7290434.488788,0.000000
2025,Week 52,4,29,2026,28,2001.954110,7695427.251089,0.000000
2025,Week 52,4,30,2026,29,1925.375078,6780013.558954,0.000000
2025,Week 52,4,31,2026,30,1694.951568,8129742.608040,0.000000
2025,Week 52,4,32,2026,31,1446.715092,8875424.966029,0.000000
2025,Week 52,4,33,2026,32,1331.993644,9430015.704956,0.000000
2025,Week 52,4,34,2026,33,1346.934411,6624118.681615,0.000000
2025,Week 52,4,35,2026,34,1372.849823,6453423.472630,0.000000
2025,Week 52,4,36,2026,35,1461.579121,5534051.701424,0.000000
2025,Week 52,4,37,2026,36,1408.682549,6092937.360000,0.000000
2025,Week 52,4,38,2026,37,1510.791604,6037234.213272,0.000000
2025,Week 52,4,39,2026,38,1588.742348,5713889.066924,0.000000
2025,Week 52,4,40,2026,39,1680.197443,5580934.590000,0.000000
2025,Week 52,4,41,2026,40,1831.575689,5635879.847457,0.000000
2025,Week 52,4,42,2026,41,2215.335430,366764.133223,0.000000
2025,Week 52,4,43,2026,42,2283.700367,282440.344800,0.000000
2025,Week 52,4,44,2026,43,2379.798124,655339.235392,0.000000
2025,Week 52,4,45,2026,44,2709.993149,0.000000,0.000000
2025,Week 52,4,46,2026,45,2831.725959,0.000000,0.000000
2025,Week 52,4,47,2026,46,2936.724700,0.000000,0.000000
2025,Week 52,4,48,2026,47,3201.765525,0.000000,0.000000
2025,Week 52,4,49,2026,48,3371.580312,0.000000,0.000000
2025,Week 52,4,50,2026,49,3441.970261,0.000000,0.000000
2025,Week 52,4,51,2026,50,3396.249101,0.000000,0.000000
2025,Week 52,4,52,2026,51,3471.477002,0.000000,0.000000
2025,Week 52,5,1,2025,52,3802.274325,0.000000,0.000000
2025,Week 52,5,2,2026,1,3810.831928,0.000000,0.000000
2025,Week 52,5,3,2026,2,3815.353391,0.000000,0.000000
2025,Week 52,5,4,2026,3,3828.487726,0.000000,0.000000
2025,Week 52,5,5,2026,4,3817.273436,193116.387746,0.000000
2025,Week 52,5,6,2026,5,3790.744138,331352.155308,0.000000
2025,Week 52,5,7,2026,6,3770.443978,182726.839382,0.000000
2025,Week 52,5,8,2026,7,3707.802579,228771.888804,0.000000
2025,Week 52,5,9,2026,8,3742.538248,2732458.969201,0.000000
2025,Week 52,5,10,2026,9,3787.393485,1724964.425571,0.000000
2025,Week 52,5,11,2026,10,3763.737477,184881.554883,0.000000
2025,Week 52,5,12,2026,11,3606.154722,3261755.053622,0.000000
2025,Week 52,5,13,2026,12,3558.200114,5908623.173421,0.000000
2025,Week 52,5,14,2026,13,3608.130343,4115436.951347,0.000000
2025,Week 52,5,15,2026,14,3631.343718,3400749.279610,0.000000
2025,Week 52,5,16,2026,15,3857.044048,698214.270071,0.000000
2025,Week 52,5,17,2026,16,3817.635659,2141212.847688,0.000000
2025,Week 52,5,18,2026,17,3793.213440,2673501.600000,0.000000
2025,Week 52,5,19,2026,18,3736.467540,5742497.942332,0.000000
2025,Week 52,5,20,2026,19,3755.654758,4188603.836133,0.000000
2025,Week 52,5,21,2026,20,3794.899705,1130997.273333,0.000000
2025,Week 52,5,22,2026,21,3696.919173,3864709.747031,0.000000
2025,Week 52,5,23,2026,22,3676.234267,4206453.405077,0.000000
2025,Week 52,5,24,2026,23,3589.584965,5121582.895159,0.000000
2025,Week 52,5,25,2026,24,3385.250852,6357271.080768,0.000000
2025,Week 52,5,26,2026,25,3136.537603,6686501.587803,0.000000
2025,Week 52,5,27,2026,26,2896.401980,6680577.307791,0.000000
2025,Week 52,5,28,2026,27,2603.210753,7899469.511711,0.000000
2025,Week 52,5,29,2026,28,2469.953882,7104422.543854,0.000000
2025,Week 52,5,30,2026,29,2265.490583,6829642.176404,0.000000
2025,Week 52,5,31,2026,30,2026.028930,7766877.130769,0.000000
2025,Week 52,5,32,2026,31,1809.009509,8971139.371093,0.000000
2025,Week 52,5,33,2026,32,1527.569806,10376134.225248,0.000000
2025,Week 52,5,34,2026,33,1229.184842,7332425.411630,0.000000
2025,Week 52,5,35,2026,34,979.201740,7702848.876904,0.000000
2025,Week 52,5,36,2026,35,717.795211,7195514.178318,0.000000
2025,Week 52,5,37,2026,36,497.167727,8892836.370529,0.000000
2025,Week 52,5,38,2026,37,351.143021,8074287.613308,0.000000
2025,Week 52,5,39,2026,38,240.013921,10245357.360000,0.000000
2025,Week 52,5,40,2026,39,150.686687,11718329.029308,0.000000
2025,Week 52,5,41,2026,40,46.804726,12064524.128341,0.000000
2025,Week 52,5,42,2026,41,-30.157635,14766005.520000,0.000000
2025,Week 52,5,43,2026,42,-154.088118,14766005.520000,0.000000
2025,Week 52,5,44,2026,43,-185.123287,14482248.214450,0.000000
2025,Week 52,5,45,2026,44,-274.561283,13901682.816000,0.000000
2025,Week 52,5,46,2026,45,-353.366742,12891816.155489,0.000000
2025,Week 52,5,47,2026,46,-330.714855,12325717.896247,0.000000
2025,Week 52,5,48,2026,47,-313.104193,8325483.800994,0.000000
2025,Week 52,5,49,2026,48,-367.955783,12717221.866234,0.000000
2025,Week 52,5,50,2026,49,-314.927424,14766005.520000,0.000000
2025,Week 52,5,51,2026,50,-302.987424,14766005.520000,0.000000
2025,Week 52,5,52,2026,51,-218.141273,14766005.520000,0.000000
2025,Week 52,6,1,2025,52,3753.381861,0.000000,0.000000
2025,Week 52,6,2,2026,1,3761.181907,0.000000,0.000000
2025,Week 52,6,3,2026,2,3771.059800,0.000000,0.000000
2025,Week 52,6,4,2026,3,3742.085919,694243.810596,0.000000
2025,Week 52,6,5,2026,4,3667.962027,446561.111299,0.000000
2025,Week 52,6,6,2026,5,3555.777544,1925233.139934,0.000000
2025,Week 52,6,7,2026,6,3624.151073,396701.443034,0.000000
2025,Week 52,6,8,2026,7,3659.949466,525607.106603,0.000000
2025,Week 52,6,9,2026,8,3650.459695,2125365.208688,0.000000
2025,Week 52,6,10,2026,9,3696.527818,2255505.983208,0.000000
2025,Week 52,6,11,2026,10,3671.368478,1454268.273828,0.000000
2025,Week 52,6,12,2026,11,3527.633194,3419341.542797,0.000000
2025,Week 52,6,13,2026,12,3512.554572,3139010.853827,0.000000
2025,Week 52,6,14,2026,13,3435.775100,2883969.897730,0.000000
2025,Week 52,6,15,2026,14,3474.997194,2673501.600000,0.000000
2025,Week 52,6,16,2026,15,3490.507051,4496961.524403,0.000000
2025,Week 52,6,17,2026,16,3571.242897,1742207.703493,0.000000
2025,Week 52,6,18,2026,17,3566.733953,2964171.765416,0.000000
2025,Week 52,6,19,2026,18,3479.153488,5287612.689803,0.000000
2025,Week 52,6,20,2026,19,3404.820757,8879624.162030,0.000000
2025,Week 52,6,21,2026,20,3249.182225,6703835.760000,0.000000
2025,Week 52,6,22,2026,21,3037.313922,6857047.205378,0.000000
2025,Week 52,6,23,2026,22,2867.007652,6481228.354589,0.000000
2025,Week 52,6,24,2026,23,2657.328041,6770495.666483,0.000000
2025,Week 52,6,25,2026,24,2477.877892,6703835.760000,0.000000
2025,Week 52,6,26,2026,25,2458.519190,6564968.755441,0.000000
2025,Week 52,6,27,2026,26,2291.358682,6543471.181219,0.000000
2025,Week 52,6,28,2026,27,2138.762470,7067681.183427,0.000000
2025,Week 52,6,29,2026,28,1899.217301,7771102.973775,0.000000
2025,Week 52,6,30,2026,29,1701.726519,8601312.293461,0.000000
2025,Week 52,6,31,2026,30,1454.485251,9411255.549313,0.000000
2025,Week 52,6,32,2026,31,1167.445989,9788747.929471,0.000000
2025,Week 52,6,33,2026,32,1095.681877,9156767.075174,0.000000
2025,Week 52,6,34,2026,33,1064.533669,7474786.704079,0.000000
2025,Week 52,6,35,2026,34,856.491210,8444049.869242,0.000000
2025,Week 52,6,36,2026,35,827.251216,6142596.379645,0.000000
2025,Week 52,6,37,2026,36,709.260620,7322444.750704,0.000000
2025,Week 52,6,38,2026,37,756.203117,6667058.180123,0.000000
2025,Week 52,6,39,2026,38,795.318978,6013637.867256,0.000000
2025,Week 52,6,40,2026,39,682.463719,6059518.590000,0.000000
2025,Week 52,6,41,2026,40,806.368632,6077960.639101,0.000000
2025,Week 52,6,42,2026,41,942.312354,5614353.360000,0.000000
2025,Week 52,6,43,2026,42,1073.433110,5614353.360000,0.000000
2025,Week 52,6,44,2026,43,1105.131298,5614353.360000,0.000000
2025,Week 52,6,45,2026,44,1142.123314,4907493.129812,0.000000
2025,Week 52,6,46,2026,45,1193.839722,1969951.061802,0.000000
2025,Week 52,6,47,2026,46,1201.860691,2352214.623521,0.000000
2025,Week 52,6,48,2026,47,1257.000865,3216118.454503,0.000000
2025,Week 52,6,49,2026,48,1370.861273,4320487.440000,0.000000
2025,Week 52,6,50,2026,49,1662.774103,7528689.360000,0.000000
2025,Week 52,6,51,2026,50,1927.300284,7528689.360000,0.000000
2025,Week 52,6,52,2026,51,2000.472438,6352274.872143,0.000000
2025,Week 52,7,1,2025,52,3710.319648,0.000000,0.000000
2025,Week 52,7,2,2026,1,3696.098838,0.000000,0.000000
2025,Week 52,7,3,2026,2,3669.747207,0.000000,0.000000
2025,Week 52,7,4,2026,3,3573.599958,459819.787880,0.000000
2025,Week 52,7,5,2026,4,3459.200720,1379393.945273,0.000000
2025,Week 52,7,6,2026,5,3312.709204,2338832.712062,0.000000
2025,Week 52,7,7,2026,6,3146.646425,2673501.600000,0.000000
2025,Week 52,7,8,2026,7,3162.069467,2673501.600000,0.000000
2025,Week 52,7,9,2026,8,3182.011135,4361747.879486,0.000000
2025,Week 52,7,10,2026,9,3040.863444,3565528.795550,0.000000
2025,Week 52,7,11,2026,10,2947.658053,4376452.691553,0.000000
2025,Week 52,7,12,2026,11,2897.529198,9943567.920000,0.000000
2025,Week 52,7,13,2026,12,2759.736510,9943567.920000,0.000000
2025,Week 52,7,14,2026,13,2584.201978,10113425.449832,0.000000
2025,Week 52,7,15,2026,14,2370.773093,10125684.013510,0.000000
2025,Week 52,7,16,2026,15,2182.062408,14550181.419317,0.000000
2025,Week 52,7,17,2026,16,2412.863479,9472850.303960,0.000000
2025,Week 52,7,18,2026,17,2331.964952,9218408.756880,0.000000
2025,Week 52,7,19,2026,18,2172.792456,12721495.712792,0.000000
2025,Week 52,7,20,2026,19,2011.051810,11549352.342311,0.000000
2025,Week 52,7,21,2026,20,1849.654391,10646437.183712,0.000000
2025,Week 52,7,22,2026,21,1849.681875,8359890.197938,0.000000
2025,Week 52,7,23,2026,22,1680.210793,13297533.037775,0.000000
2025,Week 52,7,24,2026,23,1673.720116,10407476.371191,0.000000
2025,Week 52,7,25,2026,24,1557.320328,10814226.223953,0.000000
2025,Week 52,7,26,2026,25,1470.456425,9913163.760000,0.000000
2025,Week 52,7,27,2026,26,1622.402230,8070738.954452,0.000000
2025,Week 52,7,28,2026,27,1493.574745,8354680.094824,0.000000
2025,Week 52,7,29,2026,28,1267.306895,10640041.384549,0.000000
2025,Week 52,7,30,2026,29,1017.116087,12493194.185818,0.000000
2025,Week 52,7,31,2026,30,799.837144,13520914.219107,0.000000
2025,Week 52,7,32,2026,31,547.955423,15972338.945535,0.000000
2025,Week 52,7,33,2026,32,354.479323,16082265.192609,0.000000
2025,Week 52,7,34,2026,33,263.003663,15198521.887310,0.000000
2025,Week 52,7,35,2026,34,145.241663,12413360.820248,0.000000
2025,Week 52,7,36,2026,35,127.860751,12419791.422188,0.000000
2025,Week 52,7,37,2026,36,87.587404,12376594.198705,0.000000
2025,Week 52,7,38,2026,37,195.669536,9384150.161537,0.000000
2025,Week 52,7,39,2026,38,253.792730,8575766.425159,0.000000
2025,Week 52,7,40,2026,39,267.746003,8048704.837274,0.000000
2025,Week 52,7,41,2026,40,188.389724,11284293.100025,0.000000
2025,Week 52,7,42,2026,41,245.280849,7592270.355753,0.000000
2025,Week 52,7,43,2026,42,243.358294,10024361.050626,0.000000
2025,Week 52,7,44,2026,43,223.558426,10049080.884641,0.000000
2025,Week 52,7,45,2026,44,221.369343,10859014.656000,0.000000
2025,Week 52,7,46,2026,45,388.409175,7765058.901723,0.000000
2025,Week 52,7,47,2026,46,435.774661,4942742.995061,0.000000
2025,Week 52,7,48,2026,47,437.704926,5996807.973407,0.000000
2025,Week 52,7,49,2026,48,732.559169,7221555.423039,0.000000
2025,Week 52,7,50,2026,49,1112.200554,8996677.986824,0.000000
2025,Week 52,7,51,2026,50,1260.532948,9401487.081806,0.000000
2025,Week 52,7,52,2026,51,1396.823141,9972282.960000,0.000000
2025,Week 52,8,1,2025,52,3756.307712,0.000000,0.000000
2025,Week 52,8,2,2026,1,3728.515329,0.000000,0.000000
2025,Week 52,8,3,2026,2,3701.309616,233003.402687,0.000000
2025,Week 52,8,4,2026,3,3699.175011,434818.505472,0.000000
2025,Week 52,8,5,2026,4,3782.139050,10814.304250,0.000000
2025,Week 52,8,6,2026,5,3831.163168,0.000000,0.000000
2025,Week 52,8,7,2026,6,3838.912783,0.000000,0.000000
2025,Week 52,8,8,2026,7,3841.606877,0.000000,0.000000
2025,Week 52,8,9,2026,8,3843.137754,1182735.900239,0.000000
2025,Week 52,8,10,2026,9,3852.131647,14697.462851,0.000000
2025,Week 52,8,11,2026,10,3885.833158,0.000000,0.000000
2025,Week 52,8,12,2026,11,3813.958206,760099.964141,0.000000
2025,Week 52,8,13,2026,12,3718.532089,1786092.647450,0.000000
2025,Week 52,8,14,2026,13,3674.218740,2673501.600000,0.000000
2025,Week 52,8,15,2026,14,3787.242470,2172643.562836,0.000000
2025,Week 52,8,16,2026,15,3707.941303,4944747.861194,0.000000
2025,Week 52,8,17,2026,16,3607.872013,4789821.200196,0.000000
2025,Week 52,8,18,2026,17,3532.768396,5944469.837067,0.000000
2025,Week 52,8,19,2026,18,3422.754819,9355399.954862,0.000000
2025,Week 52,8,20,2026,19,3487.336179,7063122.945306,0.000000
2025,Week 52,8,21,2026,20,3606.687013,6142190.869599,0.000000
2025,Week 52,8,22,2026,21,3652.087664,6120799.674295,0.000000
2025,Week 52,8,23,2026,22,3580.793643,5825984.411530,0.000000
2025,Week 52,8,24,2026,23,3518.482561,6378732.583801,0.000000
2025,Week 52,8,25,2026,24,3443.928943,6242828.486513,0.000000
2025,Week 52,8,26,2026,25,3252.319596,6744073.090797,0.000000
2025,Week 52,8,27,2026,26,3055.056188,6634310.924393,0.000000
2025,Week 52,8,28,2026,27,2813.863559,7757329.358722,0.000000
2025,Week 52,8,29,2026,28,2549.510269,7665866.968953,0.000000
2025,Week 52,8,30,2026,29,2246.598230,7308021.626426,0.000000
2025,Week 52,8,31,2026,30,1921.092940,7696805.889931,0.000000
2025,Week 52,8,32,2026,31,1595.170238,9714318.988570,0.000000
2025,Week 52,8,33,2026,32,1303.306462,11224651.949345,0.000000
2025,Week 52,8,34,2026,33,1041.967637,12121353.034643,0.000000
2025,Week 52,8,35,2026,34,843.384135,10657750.543567,0.000000
2025,Week 52,8,36,2026,35,691.844187,8238770.831292,0.000000
2025,Week 52,8,37,2026,36,506.349375,8302632.568249,0.000000
2025,Week 52,8,38,2026,37,329.790254,8406657.249902,0.000000
