simulation,calendar_year,calendar_week,thermal_generation_gwh,thermal_peak_block_mw
23,2026,25,39.841256009081526,683.5648511595349
23,2026,26,38.41447587632598,765.723793816299
23,2026,27,79.10524244474887,1038.2192125682277
23,2026,28,76.8751436722288,994.7571836114395
23,2026,29,73.064862723739,804.2431361869501
23,2026,30,77.68829837371959,1035.4149186859793
23,2026,31,79.50044694776003,1096.6073776576134
23,2026,32,83.88318955660534,1162.5974490200178
23,2026,33,73.79224491066282,840.6122455331406
23,2026,34,74.30140591937064,866.070295968532
23,2026,35,64.68,385.0
23,2026,36,68.21827430580399,561.9137152901995
23,2026,37,72.30863830342469,766.4319151712344
23,2026,38,66.75709621086301,488.8548105431509
23,2026,39,47.793485427230436,385.0
23,2026,40,57.769862082824304,385.0
23,2026,41,56.15543720386644,385.0
23,2026,42,54.58691654873985,385.0
23,2026,43,64.68,385.0
23,2026,44,64.68,385.0
23,2026,45,19.146863246513885,143.3431623256943
23,2026,46,0.0,0.0
23,2026,47,7.175057128192481,143.0
23,2026,48,27.75948883110783,166.97444155539148
23,2026,49,64.68,385.0
23,2026,50,64.68,385.0
23,2026,51,64.68,385.0
24,2025,52,0.0,0.0
24,2026,1,0.0,0.0
24,2026,2,0.0,0.0
24,2026,3,21.36083144910228,385.0
24,2026,4,30.8,385.0
24,2026,5,28.706247483619634,396.9758873457126
24,2026,6,30.8,385.0
24,2026,7,57.534953801528985,448.3530696719814
24,2026,8,70.17912623308735,546.8604915567676
24,2026,9,81.87254566324336,656.6272831621679
24,2026,10,82.10715352023337,665.3576760116686
24,2026,11,122.81043861420605,909.0938609821922
24,2026,12,104.02777372568832,905.7579201408257
24,2026,13,135.1525105731944,1267.7701496289533
24,2026,14,143.23595783334548,1285.0
24,2026,15,144.301436969638,1196.9416786595978
24,2026,16,91.61663033210817,995.6706583829524
24,2026,17,75.96454516822122,706.4160262605066
24,2026,18,79.7048380881178,872.0013142297103
24,2026,19,101.1540099108328,1313.0
24,2026,20,71.17051177730099,709.525588865049
24,2026,21,71.55422066285061,728.71103314253
24,2026,22,64.68,385.0
24,2026,23,68.83752938121961,592.8764690609798
24,2026,24,71.07106188076443,704.5530940382218
24,2026,25,47.19742489395623,638.9659427198073
24,2026,26,47.464326914565625,656.7333589851504
24,2026,27,36.10237055229934,650.118527614967
24,2026,28,31.392426856183675,571.8595879858841
24,2026,29,36.04832323358192,647.4161616790959
24,2026,30,41.98893881575724,944.4469407878618
24,2026,31,41.289616863222456,909.4808431611227
24,2026,32,44.09309779450932,1049.6548897254656
24,2026,33,38.77108599239459,783.5542996197294
24,2026,34,37.226956158942784,706.3478079471391
24,2026,35,31.295185539897638,409.7592769948818
24,2026,36,35.087247031889646,599.3623515944821
24,2026,37,71.79594025415804,740.7970127079016
24,2026,38,65.74835693183707,543.0952820887833
24,2026,39,64.5047043518339,428.35234970246466
24,2026,40,64.68,385.0
24,2026,41,58.7899102719079,385.0
24,2026,42,64.68,385.0
24,2026,43,58.96983585853863,385.0
24,2026,44,59.66601454115152,385.0
24,2026,45,11.80443535679825,110.0
24,2026,46,0.0,0.0
24,2026,47,0.0,0.0
24,2026,48,13.2,165.0
24,2026,49,30.8,385.0
24,2026,50,11.301162812983188,248.07740366229
24,2026,51,40.41927202666531,385.0
25,2025,52,0.0,0.0
25,2026,1,0.0,0.0
25,2026,2,0.0,0.0
25,2026,3,13.743211204324005,344.0397448736006
25,2026,4,4.5431788166433416,227.15894083216708
25,2026,5,11.171526858058566,385.0
25,2026,6,5.270799264350158,263.53996321750793
25,2026,7,30.8,385.0
25,2026,8,46.591728835954996,572.9301501609677
25,2026,9,31.087993963243214,399.39969816216063
25,2026,10,30.8,385.0
25,2026,11,58.431326522997516,385.0
25,2026,12,63.004617352171195,439.9234453300611
25,2026,13,66.409029243531,471.45146217654997
25,2026,14,65.065,385.0
25,2026,15,72.97156127898336,599.6594999577344
25,2026,16,68.68,585.0
25,2026,17,64.68,385.0
25,2026,18,33.431821384776214,516.5910692388106
25,2026,19,68.84610699653513,951.0289760206673
25,2026,20,35.85957808590878,403.65676177464786
25,2026,21,31.2309566080361,406.54783040180484
25,2026,22,66.92894757393725,497.44737869686173
25,2026,23,71.32455985747657,717.2279928738279
25,2026,24,71.54734446650502,728.367223325251
25,2026,25,73.7112977846506,836.5648892325297
25,2026,26,73.07433974693672,804.7169873468362
25,2026,27,72.89392602961328,795.6963014806643
25,2026,28,74.61775165783843,881.8875828919214
25,2026,29,73.64000000000001,833.0
25,2026,30,80.60188374381022,1148.9685165974704
25,2026,31,84.98762568011496,1153.30048568163
25,2026,32,92.0500501198499,1251.0684946299214
25,2026,33,75.16775780006577,909.3878900032882
25,2026,34,73.64000000000001,833.0
25,2026,35,70.72511881770342,687.2559408851707
25,2026,36,73.64000000000001,833.0
25,2026,37,99.60792339479565,960.4881765145635
25,2026,38,72.08618882324916,755.3094411624581
25,2026,39,68.3135872366737,585.9293618336844
25,2026,40,67.4911548917724,525.5577445886197
25,2026,41,64.68,385.0
25,2026,42,63.72863425592429,385.0
25,2026,43,60.420127503833754,385.0
25,2026,44,61.717687811065986,385.0
25,2026,45,24.26898813558684,228.44940677934216
25,2026,46,6.853857806398842,129.6928903199421
25,2026,47,0.0,0.0
25,2026,48,13.2,165.0
25,2026,49,24.41309206615842,383.7440075024129
25,2026,50,19.63630291581771,385.0
25,2026,51,0.0,0.0
26,2025,52,0.0,0.0
26,2026,1,0.0,0.0
26,2026,2,0.0,0.0
26,2026,3,2.6198339470750627,130.99169735375312
26,2026,4,6.641393159322619,332.06965796613093
26,2026,5,7.462432427221399,345.7415462328284
26,2026,6,4.067929857923339,203.39649289616696
26,2026,7,6.067164848458088,174.96469293256163
26,2026,8,8.983354954309057,221.99203688823815
26,2026,9,0.12227982926290651,6.113991463145325
26,2026,10,0.0,0.0
26,2026,11,1.0177550139287572,50.88775069643786
26,2026,12,31.80626574008822,459.1551115286818
26,2026,13,5.493926093682346,274.6963046841173
26,2026,14,3.744406422067312,187.2203211033656
26,2026,15,23.34376898089667,385.0
26,2026,16,20.32167882518013,385.0
26,2026,17,53.35329176513974,385.0
26,2026,18,70.32651491975906,667.3257459879529
26,2026,19,32.389784479871686,585.0
26,2026,20,38.241155139391324,523.213755483085
26,2026,21,34.02743425759472,546.3717128797358
26,2026,22,22.338333910035175,385.0
26,2026,23,33.355570212619384,512.7785106309691
26,2026,24,44.25362963827533,592.0134278733926
26,2026,25,71.73900142867421,737.95007143371
26,2026,26,57.961421796597776,762.9090762744561
26,2026,27,84.63846600799764,1157.4501589747047
26,2026,28,84.06651502787194,1093.7722520773775
26,2026,29,73.64000000000001,833.0
26,2026,30,76.35266256571373,968.6331282856869
26,2026,31,80.11401791899152,1067.3275700009171
26,2026,32,85.00183082397457,1176.4951541720882
26,2026,33,73.51296509034924,826.6482545174617
26,2026,34,73.64000000000001,833.0
26,2026,35,68.68,585.0
26,2026,36,73.26687079783073,814.3435398915367
26,2026,37,83.3960941398523,839.0517822746137
26,2026,38,85.50571130717115,833.0
26,2026,39,70.6561146184403,703.0557309220148
26,2026,40,70.57685973015374,679.8429865076869
26,2026,41,64.68,385.0
26,2026,42,64.70905851808294,386.45292590414704
26,2026,43,64.68,385.0
26,2026,44,30.8,385.0
26,2026,45,18.836954314417618,127.84771572088096
26,2026,46,1.3323073753234276,66.61536876617137
26,2026,47,1.5620526927901548,78.10263463950774
26,2026,48,28.766168026146595,217.30840130732975
26,2026,49,64.74363717897845,388.1818589489216
26,2026,50,64.68,385.0
26,2026,51,48.81371189792291,385.0
27,2025,52,0.0,0.0
27,2026,1,0.0,0.0
27,2026,2,0.0,0.0
27,2026,3,2.255827129076381,112.79135645381905
27,2026,4,6.161316652235757,308.06583261178787
27,2026,5,6.209603782194398,310.48018910971984
27,2026,6,12.261013946533282,385.0
27,2026,7,23.07469248902943,373.2446101512017
27,2026,8,31.07166432746758,403.87221244547993
27,2026,9,52.164312164470346,425.6901280227858
27,2026,10,40.78058363923278,385.0
27,2026,11,70.56315646170967,533.3549629670489
27,2026,12,82.3290261425303,676.4513071265145
27,2026,13,100.44,832.0
27,2026,14,93.57152667034686,805.0
27,2026,15,93.75603242357862,764.0
27,2026,16,94.8303786225121,820.0
27,2026,17,86.836611005158,890.5780690108732
27,2026,18,117.17558567057716,1269.353745220676
27,2026,19,110.5273194279961,1313.0
27,2026,20,83.86715451020041,901.4733156253786
27,2026,21,79.41505056481623,913.6288335753943
27,2026,22,72.48807840313464,775.403920156732
27,2026,23,88.30649942221697,966.3249711108483
27,2026,24,71.79729348722154,740.8646743610764
27,2026,25,79.45190074107961,881.0100344675266
27,2026,26,86.4661181806401,874.3059090320046
27,2026,27,98.66910540396628,1224.132262926765
27,2026,28,90.83125324203075,1066.3668229592995
27,2026,29,94.000454681748,1036.0070392282087
27,2026,30,104.04683872425943,1306.6359690793593
27,2026,31,107.8242597819619,1198.2129890980943
27,2026,32,112.94651764360782,1454.3258821803902
27,2026,33,124.64447118406594,1159.2235592032964
27,2026,34,147.92728211209976,1232.164105604987
27,2026,35,146.4498755303788,1158.293776518939
27,2026,36,152.67466973155612,1330.142712843539
27,2026,37,150.91552504923294,1313.0
27,2026,38,117.83382616535118,833.0
27,2026,39,96.84028117641202,785.0
27,2026,40,104.2187457840968,833.0
27,2026,41,85.46765159585684,585.0
27,2026,42,83.3784538634874,615.4677800764471
27,2026,43,97.39250736851321,677.3591052049389
27,2026,44,97.65403301268034,790.0
27,2026,45,37.715177889396045,415.0
27,2026,46,25.519999999999996,319.0
27,2026,47,40.28346853776449,391.0
27,2026,48,72.76408438472222,565.0
27,2026,49,88.72247789318692,685.7079648864487
27,2026,50,79.79858774023322,585.0
27,2026,51,80.68,585.0
28,2025,52,0.0,0.0
28,2026,1,0.0,0.0
28,2026,2,5.326523544790133,230.8204528699141
28,2026,3,30.823695337954018,386.1847668977008
28,2026,4,30.8,385.0
28,2026,5,15.191723104643355,385.0
28,2026,6,2.447382652199112,122.36913260995561
28,2026,7,0.6275712730417791,31.37856365208895
28,2026,8,32.73772695997397,481.8863479986983
28,2026,9,30.8,385.0
28,2026,10,30.8,385.0
28,2026,11,30.8,385.0
28,2026,12,43.730329868966926,602.5572476054538
28,2026,13,66.51309156777333,476.6545783886662
28,2026,14,66.75630153822743,469.56507691137176
28,2026,15,84.27625509349588,764.0
28,2026,16,93.44689349653903,820.0
28,2026,17,104.01078416402612,1007.5392082013067
28,2026,18,179.4569108173415,1382.0
28,2026,19,147.9742449084804,1313.0
28,2026,20,89.53558024193197,1027.7790120965979
28,2026,21,80.68639382894204,881.9195991080601
28,2026,22,75.3025227627972,833.0
28,2026,23,73.64000000000001,833.0
28,2026,24,73.64000000000001,833.0
28,2026,25,73.77296759239184,839.6483796195919
28,2026,26,86.1006459585245,886.4264956268592
28,2026,27,93.02257652451235,1153.4623222634127
28,2026,28,88.45809575964911,1015.6636528912426
28,2026,29,82.80781181122452,838.5930839749049
28,2026,30,88.85794074948325,993.8970374741625
28,2026,31,84.76483026690133,986.090248901069
28,2026,32,76.16628444981993,959.314222490996
28,2026,33,71.49959432105442,725.9797160527207
28,2026,34,72.68223562233862,785.1117811169304
28,2026,35,71.88316438173221,745.1582190866105
28,2026,36,72.23706738188478,762.853369094239
28,2026,37,60.107165525390045,604.9651438669569
28,2026,38,64.80461840458085,391.2309202290422
28,2026,39,65.74367619087512,457.4338095437562
28,2026,40,67.98527526736547,550.2637633682734
28,2026,41,64.68,385.0
28,2026,42,64.68,385.0
28,2026,43,64.68,385.0
28,2026,44,64.68,385.0
28,2026,45,47.896,415.0
28,2026,46,30.28196261629255,319.0
28,2026,47,42.54724386358281,391.0
28,2026,48,61.41972308868989,470.65440874880767
28,2026,49,108.51340781493761,833.0
28,2026,50,115.95763072627602,833.0
28,2026,51,98.63050112614633,833.0
29,2025,52,0.0,0.0
29,2026,1,0.0,0.0
29,2026,2,28.93149009809729,385.0
29,2026,3,32.85043581152811,405.34128332229255
29,2026,4,30.8,385.0
29,2026,5,60.242643679998196,583.4662121613312
29,2026,6,67.44506187091957,523.2530935459779
29,2026,7,67.65797446645246,533.8987233226221
29,2026,8,73.99480977749533,594.5565358618676
29,2026,9,70.48098818885344,558.1810979031002
29,2026,10,64.68,385.0
29,2026,11,100.28,830.0
29,2026,12,100.28,830.0
29,2026,13,99.87240952317242,832.0
29,2026,14,84.2220979425331,805.0
29,2026,15,97.32361706485983,880.1808532429916
29,2026,16,66.12062778024526,508.6132794770058
29,2026,17,75.12784071263096,585.0
29,2026,18,102.50681389877988,932.3406949389947
29,2026,19,110.69237764903633,1313.0
29,2026,20,89.68309866802996,1035.1549334014978
29,2026,21,93.7870990418693,1067.7485369837161
29,2026,22,102.51318660938517,932.6593304692585
29,2026,23,107.743868621497,1116.0469811116768
29,2026,24,114.1368471146009,991.9810924097565
29,2026,25,99.08329258029346,854.0669568855337
29,2026,26,110.25869809606326,833.0
29,2026,27,103.45888672519297,1132.665598178272
29,2026,28,86.79092100047728,890.5460500238644
29,2026,29,78.96220123498219,833.0
29,2026,30,91.2493911955804,1025.772385492177
29,2026,31,76.41931840489804,850.8504253913399
29,2026,32,89.61183737400822,1152.0728023506158
29,2026,33,89.79874034450866,888.1668074972871
29,2026,34,98.80554560665036,928.7161857392438
29,2026,35,85.64000000000001,833.0
29,2026,36,85.64000000000001,833.0
29,2026,37,78.90294046552671,820.2871128074814
29,2026,38,79.42107935694719,754.4033969963964
29,2026,39,85.20594584632731,678.125753491991
29,2026,40,100.75468141577778,776.7221745267266
29,2026,41,76.3066820109965,585.0
29,2026,42,80.68,585.0
29,2026,43,65.80032133167657,476.7417164085515
29,2026,44,60.04646903424056,542.0
29,2026,45,25.61946703435084,295.9733517175421
29,2026,46,7.230604021688842,148.53020108444213
29,2026,47,24.453433925569207,256.7260048360834
29,2026,48,43.72,365.0
29,2026,49,80.68,585.0
29,2026,50,80.68,585.0
29,2026,51,80.68,585.0
30,2025,52,0.0,0.0
30,2026,1,0.0,0.0
30,2026,2,0.6107386163968558,30.53693081984279
30,2026,3,12.649470918639489,330.1661141943314
30,2026,4,15.084606036766388,385.0
30,2026,5,23.93367295441761,385.0
30,2026,6,30.996848323310164,394.8424161655082
30,2026,7,30.8,385.0
30,2026,8,51.983021882895784,607.7409545405676
30,2026,9,31.357787672805173,412.88938364025853
30,2026,10,30.8,385.0
30,2026,11,36.17185416606122,523.2137631121636
30,2026,12,83.87583875332629,753.7919376663144
30,2026,13,100.44,832.0
30,2026,14,93.88417368118503,805.0
30,2026,15,99.53329515069322,990.6647575346611
30,2026,16,102.573180739838,1070.2973619517338
30,2026,17,114.83550467411928,1240.6238446092705
30,2026,18,110.10093016074143,1312.0465080370714
30,2026,19,95.87229765829116,1261.808405584586
30,2026,20,73.64000000000001,833.0
30,2026,21,72.15501959117805,758.7509795589017
30,2026,22,68.54472324463654,578.2361622318269
30,2026,23,69.61970438545495,631.9852192727479
30,2026,24,72.10967333924235,756.4836669621174
30,2026,25,71.93690444629257,747.8452223146281
30,2026,26,68.16746205879818,559.3731029399087
30,2026,27,73.64000000000001,833.0
30,2026,28,73.64000000000001,833.0
30,2026,29,72.8271924808686,792.3596240434294
30,2026,30,62.48198673537209,833.0
30,2026,31,72.86867088630305,794.4335443151521
30,2026,32,68.15382993972352,911.206030539511
30,2026,33,47.93918237544783,773.045778417899
30,2026,34,37.37011036290737,713.5055181453686
30,2026,35,29.175522750190392,385.0
30,2026,36,28.616038489230213,385.0
30,2026,37,11.37298383926405,476.35995411079506
30,2026,38,15.878770253168064,385.0
30,2026,39,11.137500681112561,385.0
30,2026,40,7.278052515691456,363.9026257845728
30,2026,41,2.5513167062539837,127.56583531269919
30,2026,42,2.6967362826128083,134.83681413064042
30,2026,43,0.0,0.0
30,2026,44,0.0,0.0
30,2026,45,0.0,0.0
30,2026,46,0.0,0.0
30,2026,47,0.0,0.0
30,2026,48,0.0,0.0
30,2026,49,0.0,0.0
30,2026,50,0.0,0.0
30,2026,51,0.0,0.0
31,2025,52,0.0,0.0
31,2026,1,0.0,0.0
31,2026,2,0.0,0.0
31,2026,3,14.261606205584119,346.3564050904038
31,2026,4,28.403230296651984,385.0
31,2026,5,31.73377602457833,431.6888012289164
31,2026,6,30.8,385.0
31,2026,7,30.8,385.0
31,2026,8,25.948680042237843,385.0
31,2026,9,28.684035240209564,385.0
31,2026,10,30.8,385.0
31,2026,11,61.56430369639627,409.39963397871634
31,2026,12,70.42111830998266,672.0559154991333
31,2026,13,65.53528670628464,427.76433531423146
31,2026,14,70.9381967677333,582.2419956132073
31,2026,15,89.00529003823814,764.0
31,2026,16,97.0046506594193,833.9736778845173
31,2026,17,95.24123277142644,918.724366872573
31,2026,18,115.84571947753716,1252.730417807676
31,2026,19,110.12,1313.0
31,2026,20,76.39286079025247,848.9514597501352
31,2026,21,80.43411656125485,833.0
31,2026,22,69.69917351921765,635.9586759608825
31,2026,23,70.96478639503147,699.2393197515727
31,2026,24,72.7311619068038,787.5580953401902
31,2026,25,71.695825112257,735.7912556128496
31,2026,26,74.40869575308665,871.434787654332
31,2026,27,89.92168893363194,1147.067475370399
31,2026,28,88.36971766027534,969.4858830137669
31,2026,29,88.62906667568214,881.5611489263747
31,2026,30,94.10974931879133,1142.217433851903
31,2026,31,96.75906732435482,1202.0798894641987
31,2026,32,104.29697310834513,1345.4945941426695
31,2026,33,89.23515119590196,1006.8849374164449
31,2026,34,97.87360924031405,995.0496266645611
31,2026,35,73.29660821163279,815.830410581639
31,2026,36,78.31480445209286,833.0
31,2026,37,68.51852546177076,576.9262730885382
31,2026,38,64.68,385.0
31,2026,39,64.295,385.0
31,2026,40,66.42170591840637,472.0852959203186
31,2026,41,64.68,385.0
31,2026,42,67.30207143338495,516.103571669247
31,2026,43,65.06585849688634,404.29292484431693
31,2026,44,77.24000000000001,542.0
31,2026,45,35.53518149670442,415.0
31,2026,46,23.134128134768012,319.0
31,2026,47,43.864000000000004,391.0
31,2026,48,77.40785956540616,569.3929782703076
31,2026,49,109.9184739857624,833.0
31,2026,50,103.60534588396249,833.0
31,2026,51,100.8692029173248,833.0
32,2025,52,0.0,0.0
32,2026,1,0.0,0.0
32,2026,2,2.035556440686703,101.77782203433513
32,2026,3,4.296562220419014,214.8281110209507
32,2026,4,17.877144733938383,385.0
32,2026,5,30.8,385.0
32,2026,6,30.8,385.0
32,2026,7,32.40225284757459,465.1126423787292
32,2026,8,55.251497152756926,616.2492795870676
32,2026,9,66.59322970829285,480.661485414642
32,2026,10,66.63813274290118,482.90663714505865
32,2026,11,47.4864792510769,673.019715079965
32,2026,12,98.21596798971404,830.0
32,2026,13,64.84964777074032,443.11793492190867
32,2026,14,82.46932009599647,761.5443192347203
32,2026,15,94.6222595474834,764.0
32,2026,16,101.31527177681272,911.7635888406367
32,2026,17,94.56975583329032,997.6177975870731
32,2026,18,112.20010957795455,1210.0054788977275
32,2026,19,110.12,1313.0
32,2026,20,67.05079561896567,624.4831423790807
32,2026,21,71.74192724195777,738.0963620978878
32,2026,22,69.20606729041432,611.3033645207162
32,2026,23,74.18171849131872,860.0859245659357
32,2026,24,73.84035882682275,843.0179413411377
32,2026,25,78.05458806430674,1053.7294032153368
32,2026,26,89.57340783475965,1046.079940661583
32,2026,27,93.59690494705383,1230.8452473526913
32,2026,28,75.93186834503629,883.6241351146616
32,2026,29,79.56200399906645,903.7721721383341
32,2026,30,77.54552890273695,1028.2764451368473
32,2026,31,84.73879410477642,1099.8449898518843
32,2026,32,86.3473583873717,1166.2908193337994
32,2026,33,72.93213415961065,797.6067079805326
32,2026,34,73.64387172432433,833.1935862162161
32,2026,35,70.33924661008646,667.9623305043228
32,2026,36,73.64000000000001,833.0
32,2026,37,73.64000000000001,833.0
32,2026,38,64.68835735321296,385.4178676606478
32,2026,39,33.24705445830551,385.0
32,2026,40,30.8,385.0
32,2026,41,30.8,385.0
32,2026,42,30.8,385.0
32,2026,43,42.34690298924353,385.0
32,2026,44,47.39998765859035,385.0
32,2026,45,18.913441348721115,131.67206743605567
32,2026,46,1.42,71.0
32,2026,47,11.44,143.0
32,2026,48,42.98018057247346,365.0
32,2026,49,49.10441207971292,385.0
32,2026,50,35.87576034029022,385.0
32,2026,51,15.743096471613391,385.0
33,2025,52,0.0,0.0
33,2026,1,0.0,0.0
33,2026,2,0.0,0.0
33,2026,3,0.7576112517225524,37.880562586127624
33,2026,4,1.7906253527002918,89.53126763501459
33,2026,5,0.0,0.0
33,2026,6,2.2174266643054166,110.87133321527082
33,2026,7,0.0,0.0
33,2026,8,23.146248751216323,382.4495230333798
33,2026,9,13.806445670565267,322.036005205836
33,2026,10,30.8,385.0
33,2026,11,28.2268325515158,364.2968446853066
33,2026,12,14.789072696094493,411.36723957016807
33,2026,13,33.97120758300842,385.0
33,2026,14,56.26266214143844,385.0
33,2026,15,69.01142714549411,601.5713572747054
33,2026,16,97.40204177848891,820.0
33,2026,17,80.78587828844789,833.0
33,2026,18,117.68028885465858,1276.613903557134
33,2026,19,113.04136273444263,1313.0
33,2026,20,77.27742546234603,878.211129418065
33,2026,21,73.64000000000001,833.0
33,2026,22,67.77612874089832,539.806437044916
33,2026,23,73.03354549599777,802.6772747998887
33,2026,24,71.6727579074636,734.6378953731801
33,2026,25,73.52000000000001,827.0
33,2026,26,70.64000487393268,683.0002436966339
33,2026,27,82.63605355545201,1065.299510270014
33,2026,28,86.54080181773526,1024.8667097189643
33,2026,29,81.21269336383654,956.0075571944908
33,2026,30,88.80656594691978,1062.2259493170623
33,2026,31,95.45976426151036,1161.6284100608987
33,2026,32,111.22864596769273,1426.5040428960315
33,2026,33,96.46771411136535,877.9331810448055
33,2026,34,97.51962024566703,847.2836796082286
33,2026,35,85.64000000000001,833.0
33,2026,36,90.39406508123008,834.5141376127349
33,2026,37,97.61956100739391,1023.870352482477
33,2026,38,85.64000000000001,833.0
33,2026,39,84.35396263508781,787.9481317543909
33,2026,40,71.28523204319677,667.425438550791
33,2026,41,101.26135656518085,812.8772479616241
33,2026,42,80.68,585.0
33,2026,43,94.05389528355241,585.0
33,2026,44,69.92301251503089,542.0
33,2026,45,43.47575649775532,415.0
33,2026,46,5.68,71.0
33,2026,47,13.123807665582385,227.19038327911923
33,2026,48,43.72,365.0
33,2026,49,80.68,585.0
33,2026,50,80.68,585.0
33,2026,51,32.96826907544863,385.0
34,2025,52,0.0,0.0
34,2026,1,0.0,0.0
34,2026,2,0.0,0.0
34,2026,3,3.271336699550979,163.56683497754895
34,2026,4,0.0,0.0
34,2026,5,0.0,0.0
34,2026,6,1.2762360438959572,63.81180219479786
34,2026,7,0.33407982634871813,16.703991317435907
34,2026,8,24.582260221373726,385.0
34,2026,9,2.278646126818446,113.93230634092231
34,2026,10,4.537308008061299,226.86540040306494
34,2026,11,44.8554318654187,401.2830001708486
34,2026,12,70.5134452621369,676.6722631068446
34,2026,13,30.8,385.0
34,2026,14,50.070449879033674,385.0
34,2026,15,33.90822098626085,396.54777663587276
34,2026,16,66.39347135954054,470.67356797702655
34,2026,17,45.338559296049525,385.0
34,2026,18,32.21084687909607,455.5423439548034
34,2026,19,90.06241911640956,1008.4848004114151
34,2026,20,73.33321230802247,817.6606154011234
34,2026,21,74.99881186518917,900.9405932594581
34,2026,22,73.64000000000001,833.0
34,2026,23,74.35344961130664,868.6724805653319
34,2026,24,76.56306897290443,979.1534486452215
34,2026,25,76.24091822826942,963.045911413471
34,2026,26,73.56929625345947,829.4648126729728
34,2026,27,81.42956837300287,1082.5608003258562
34,2026,28,76.70766786364462,986.3833931822309
34,2026,29,75.6300970605856,932.5048530292797
34,2026,30,85.88526392751291,1166.7693375102187
34,2026,31,84.92519693621455,1110.7720769169866
34,2026,32,107.45563112660324,1384.9090591412664
34,2026,33,88.9943181961085,1000.7159098054248
34,2026,34,88.02579173002184,990.4997268441134
34,2026,35,90.43074926375874,833.0
34,2026,36,101.52926123554639,883.4630617773191
34,2026,37,123.21028155114323,1087.5140775571622
34,2026,38,96.9092261969713,833.0
34,2026,39,95.54153313127614,833.0
34,2026,40,99.64788408650207,833.0
34,2026,41,95.38107385500246,833.0
34,2026,42,118.12,833.0
34,2026,43,112.04169120928739,833.0
34,2026,44,132.72,790.0
34,2026,45,69.72,415.0
34,2026,46,53.592,319.0
34,2026,47,65.688,391.0
34,2026,48,81.16,613.0
34,2026,49,100.52000000000001,833.0
34,2026,50,100.52000000000001,833.0
34,2026,51,100.52000000000001,833.0
35,2025,52,0.0,0.0
35,2026,1,0.0,0.0
35,2026,2,0.0,0.0
35,2026,3,3.2502187918219034,162.51093959109517
35,2026,4,2.1181390660188213,105.90695330094107
35,2026,5,0.0,0.0
35,2026,6,0.0,0.0
35,2026,7,0.0,0.0
35,2026,8,32.805900215387965,485.29501076939835
35,2026,9,26.91103745062303,385.0
35,2026,10,1.3752819622155374,68.76409811077687
35,2026,11,4.938305916563086,201.04654006430135
35,2026,12,26.03912627749959,436.9002653611461
35,2026,13,6.091915634107602,303.1368077592449
35,2026,14,5.496745661864352,274.83728309321765
35,2026,15,31.448207582615986,417.4103791307993
35,2026,16,52.83739250166152,532.417855665212
35,2026,17,30.24382792348133,385.0
35,2026,18,65.36694281128412,670.3625721253273
35,2026,19,41.024413180908944,833.0
35,2026,20,70.50872012142315,676.4360060711568
35,2026,21,63.50212346497333,578.1415134062654
35,2026,22,68.66203828165015,584.1019140825073
35,2026,23,74.83661802034928,892.8309010174635
35,2026,24,76.04723681036255,953.3618405181272
35,2026,25,77.81815004566717,1041.907502283358
35,2026,26,77.13449867616953,1007.724933808476
35,2026,27,76.08907567219006,955.453783609503
35,2026,28,83.6383725914684,1088.6918615780164
35,2026,29,83.51683018347069,1009.3695857879779
35,2026,30,88.3374127034955,1244.5028440725998
35,2026,31,76.08355814324133,955.1779071620668
35,2026,32,77.58744952405095,1030.3724762025477
35,2026,33,51.89484063952825,555.0682475563029
35,2026,34,49.20310601912384,623.0004684784517
35,2026,35,30.8,385.0
35,2026,36,68.2565699269136,563.8284963456797
35,2026,37,72.73634555719681,787.81727785984
35,2026,38,67.51161889526637,526.5809447633178
35,2026,39,66.42356073089451,491.428036544725
35,2026,40,65.90239805584318,446.1199027921584
35,2026,41,64.68,385.0
35,2026,42,64.68,385.0
35,2026,43,64.68,385.0
35,2026,44,64.68,385.0
35,2026,45,18.48,110.0
35,2026,46,0.0,0.0
35,2026,47,0.0,0.0
35,2026,48,0.0,0.0
35,2026,49,0.0,0.0
35,2026,50,0.0,0.0
35,2026,51,0.0,0.0
36,2025,52,0.0,0.0
36,2026,1,0.0,0.0
36,2026,2,0.0,0.0
36,2026,3,2.907377047904215,145.36885239521075
36,2026,4,15.853967566711795,385.0
36,2026,5,25.39804938587919,385.0
36,2026,6,2.862806637813849,143.14033189069244
36,2026,7,10.613696009716236,385.0
36,2026,8,53.29809194069844,584.0
36,2026,9,31.248006876825215,407.4003438412608
36,2026,10,30.8,385.0
36,2026,11,30.8,385.0
36,2026,12,33.17700839476751,503.8504197383755
36,2026,13,36.034678865104496,417.3132511938068
36,2026,14,38.78592221193203,385.0
36,2026,15,31.17975421040405,403.9877105202023
36,2026,16,59.024170329916295,457.1407915477431
36,2026,17,67.27304528506289,514.6522642531448
36,2026,18,71.98219111688609,750.1095558443039
36,2026,19,82.62170985979532,1039.1285853333202
36,2026,20,50.52452167869569,585.3211359885478
36,2026,21,30.814768283470244,385.73841417351207
36,2026,22,29.609346115507364,385.0
36,2026,23,33.321049195977025,511.0524597988514
36,2026,24,65.61570668735206,722.7117052453543
36,2026,25,74.12584009583668,857.2920047918342
36,2026,26,72.55297412572173,778.6487062860858
36,2026,27,78.01977499144719,984.324777277229
36,2026,28,121.09131648892372,1469.243091950008
36,2026,29,76.43018541082549,972.5092705412745
