simulation,calendar_year,calendar_week,stage,stored_energy_gwh,thermal_generation_gwh,thermal_peak_block_mw,thermal_positive,stored_energy_gwh_within_week,thermal_generation_gwh_within_week,thermal_peak_block_mw_within_week
1,2026,39,40,1381.124826,66.8490974008379,512.7048700418951,True,187.87201406593408,5.579406885072352,3.9681664241306294
1,2026,40,41,1453.749277,67.65875747429263,533.9378737146309,True,214.1743499560439,5.510791903606169,17.500089153064096
1,2026,41,42,1543.466639,64.68,385.0,True,222.9226006483516,11.06216902584056,-15.802541346189912
1,2026,42,43,1536.303339,64.68,385.0,True,130.97636071428587,9.78826137594291,-18.72103550268008
1,2026,43,44,1548.621125,64.68,385.0,True,52.67456167032947,12.358039715421029,8.865813975512594
1,2026,44,45,1553.727265,64.68,385.0,True,-58.57946557142873,13.606878650346928,6.000510637697516
1,2026,45,46,1511.120869,23.539292830631485,327.2031013794465,True,-182.98062698901094,-0.8662079013572672,112.38305281562887
1,2026,46,47,1493.083901,7.435562255582848,158.77811277914242,True,-282.74031702197794,-4.76261889202976,31.924406503873342
1,2026,47,48,1370.71317,25.708789666468192,247.07758091700765,True,-462.279755087912,11.652102907123467,112.6110730094565
1,2026,48,49,1300.254352,46.20699632083004,365.0,True,-615.2181384835167,14.157853005415376,121.98017392504491
1,2026,49,50,1303.082925,80.68,585.0,True,-722.757589978022,24.978155181878982,169.0737163884266
1,2026,50,51,1341.63961,80.68,585.0,True,-777.1506596373627,23.55494936432671,150.63289883602164
1,2026,51,52,1619.817083,91.53869633639604,833.0,True,-633.2525157252749,36.279968482326176,390.4889190014384
2,2025,52,1,3713.985922,0.0,0.0,False,-8.95979378021957,0.0,0.0
2,2026,1,2,3599.578519,0.0,0.0,False,-120.5613438681321,0.0,0.0
2,2026,2,3,3604.135585,2.6160289593395247,130.80144796697624,True,-69.95282112087898,0.45251712051941695,69.06052113255073
2,2026,3,4,3553.61694,27.43577666138262,385.0,True,-72.30922245054944,16.046964942102413,132.49037882303804
2,2026,4,5,3588.365199,17.171332516967563,385.0,True,3.7787968791208186,2.3887290175712312,92.60906745037039
2,2026,5,6,3520.619182,30.8,385.0,True,-27.690110879120766,11.439812295845517,47.33360842939527
2,2026,6,7,3527.76243,30.8,385.0,True,35.66612482417577,11.42040345852379,84.8785847375139
2,2026,7,8,3566.506152,18.60579118483213,358.6376196480631,True,141.27121792307662,-5.652941440599484,54.37772444206246
2,2026,8,9,3409.415945,42.67785955516002,498.1612643354986,True,22.122302582417433,-1.0990320845704389,-10.389644171071154
2,2026,9,10,3223.471596,37.52494291427335,444.0442190836376,True,-82.40140532967052,-1.23882904924902,21.81891345465033
2,2026,10,11,3284.166328,34.337695592932555,385.0,True,13.374616428571244,-3.6228774459487454,9.045428532994606
2,2026,11,12,3153.524797,80.44,582.0,True,-82.90353240659351,19.07412741340348,22.915119432343317
2,2026,12,13,3057.798918,83.02837196414785,711.418598207393,True,-114.39892107692322,14.459294960622387,43.45813274967429
2,2026,13,14,3091.230276,72.68391147470282,563.4314436063404,True,-55.17072948351688,4.288426484104249,-46.41679377760545
2,2026,14,15,2963.327643,87.12628207011794,805.0,True,-149.7459293736265,17.77790918637085,202.19737607477487
2,2026,15,16,3118.664313,78.58526783772268,609.2633918861344,True,48.235154021977905,0.0982545690999217,-104.08760155614232
2,2026,16,17,3364.759991,31.00580284582588,395.2901422912937,True,316.6111095054939,-48.47476789620504,-361.9156913722885
2,2026,17,18,3613.462968,27.262183544500548,385.0,True,574.3219269999995,-53.72561680529587,-364.77190690065447
2,2026,18,19,3656.967735,34.45398457065991,567.6992285329954,True,663.0421990659343,-67.89068073770882,-454.4256603226587
2,2026,19,20,3580.933407,59.50116945126776,912.5646365312164,True,636.2949900659341,-37.81160439971427,-228.74238135733845
2,2026,20,21,3676.087886,35.206798973598495,605.3399486799245,True,773.2992238571428,-37.89638894158351,-188.01452038386196
2,2026,21,22,3632.153723,68.90579471530798,636.3502444683875,True,796.4134203846152,-4.227379975211974,-150.1195785996572
2,2026,22,23,3625.978487,66.54029180516372,478.0145902581863,True,838.6231725934063,-4.18716319333204,-178.39508334857584
2,2026,23,24,3467.048523,70.78775030095038,690.3875150475187,True,773.3675812637362,-6.798269260727125,-104.96072618011453
2,2026,24,25,3198.828138,72.6877621358318,785.3881067915906,True,596.5181201978021,-3.4785536163208803,6.665048540865428
2,2026,25,26,3066.967714,73.52000000000001,827.0,True,582.8793943626374,-6.036948288109144,-31.302274402882745
2,2026,26,27,2977.858686,71.80640075419473,741.3200377097357,True,600.6116289340657,-6.879639017667202,-68.88576352386747
2,2026,27,28,2751.92893,77.37444609767218,1019.7223048836084,True,505.86743396703287,-9.90142190466176,-19.047045419652818
2,2026,28,29,2769.899837,73.64000000000001,833.0,True,660.3370049010987,-9.758829166257783,-124.44411701388549
