date,site_code,poc_code,network_code,generator_code,fuel_code,tech_code,generation_mwh
2022-02-27,WPG,WPG0331,TRPG,waipori,Hydro,Hydro,39.98
2022-02-27,WRK,WRK2201,CTCT,wairakei,Geo,Geo,2864.614
2022-02-27,WTK,WTK0111,MERI,waitaki,Hydro,Hydro,1783.588
2022-02-27,WTK,WTK0111,WATA,waitaki,Hydro,Hydro,0.0
2022-02-27,WWD,WWD1102,MERI,west_wind,Wind,Wind,917.299
2022-02-27,WWD,WWD1103,MERI,west_wind,Wind,Wind,935.81
2022-02-27,WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,703.23
2022-02-27,HWA,HWA1101,KIWI,whareroa,Gas,Cogen,151.882
2022-02-27,HWA,HWA1102,KIWI,whareroa,Gas,Cogen,150.703
2022-02-27,ROT,ROT1101,CNIR,wheao_flaxy,Hydro,Hydro,176.053
2022-02-27,WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,0.0
2022-02-27,NMA,NMA0331,TPCO,white_hill,Wind,Wind,56.434
2022-02-28,MKE,MKE1101,TGTL,McKee,Gas,Thrml,755.661
2022-02-28,NAP,NAP2202,MRPL,Ngatamariki,Geo,Geo,2057.738
2022-02-28,HWB,HWB0331,DUNE,Waipori,Hydro,Hydro,0.0
2022-02-28,MAT,MAT1101,BOPD,aniwhenua,Hydro,Hydro,233.555
2022-02-28,ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1289.737
2022-02-28,ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,607.203
2022-02-28,ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1031.01
2022-02-28,ARG,ARG1101,CNIR,argyle_wairau,Hydro,Hydro,0.0
2022-02-28,ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,821.43
2022-02-28,AVI,AVI2201,MERI,aviemore,Hydro,Hydro,3723.173
2022-02-28,BEN,BEN2202,MERI,benmore,Hydro,Hydro,10018.646
2022-02-28,CYD,CYD2201,CTCT,clyde,Hydro,Hydro,6371.022
2022-02-28,STK,STK0661,TASM,cobb,Hydro,Hydro,346.435
2022-02-28,COL,COL0661,CNIR,coleridge,Hydro,Hydro,747.877
2022-02-28,GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,2035.923
2022-02-28,ASB,ASB0661,EASH,highbank,Hydro,Hydro,0.0
2022-02-28,HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,3294.696
2022-02-28,HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,7922.027
2022-02-28,HLY,HLY2201,GENE,huntly_p40,Gas,Thrml,1.362
2022-02-28,JRD,JRD1101,TGTL,junctionroad,Gas,Thrml,1716.122
2022-02-28,TGA,TGA0331,POCO,kaimai,Hydro,Hydro,268.883
2022-02-28,KPA,KPA1101,KAPE,kapuni,Gas,Cogen,369.422
2022-02-28,KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,1082.94
2022-02-28,KAW,KAW0111,HEDL,kawerau,Geo,Geo,207.93
2022-02-28,KAW,KAW1101,KRGL,kawerau_new,Geo,Geo,2542.457
2022-02-28,KIN,KIN0112,POCO,kinleith,Wood,Cogen,751.524
2022-02-28,MAN,MAN2201,MERI,manapouri,Hydro,Hydro,5632.599
2022-02-28,MHO,MHO0331,ELEC,mangahao,Hydro,Hydro,5.279
2022-02-28,MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,2178.21
2022-02-28,WIL,WIL0331,CKHK,mill_creek,Wind,Wind,464.951
2022-02-28,WKM,WKM2201,TUAR,mokai,Geo,Geo,1597.732
2022-02-28,NAP,NAP2201,NAPJ,nap,Geo,Geo,3315.471
2022-02-28,KOE,KOE1101,TOPE,ngawha,Geo,Geo,550.894
2022-02-28,KAW,KAW0112,SKOG,norskeskog,Geo,Geo,589.912
2022-02-28,OKI,OKI2201,CTCT,ohaaki,Geo,Geo,7.608
2022-02-28,OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,1147.95
2022-02-28,OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,5350.121
2022-02-28,OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,4551.945
2022-02-28,OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,4505.079
2022-02-28,NSY,NSY0331,OTPO,paerau,Hydro,Hydro,78.66
2022-02-28,HWA,HWA1101,CNIR,patea,Hydro,Hydro,284.979
2022-02-28,PPI,PPI2201,CTCT,poihipi,Geo,Geo,911.867
2022-02-28,RPO,RPO2201,GENE,rangipo,Hydro,Hydro,228.059
2022-02-28,WRK,WRK0331,HAWK,rotokawa,Geo,Geo,792.769
2022-02-28,ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,952.324
2022-02-28,ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,3939.47
2022-02-28,SWN,SWN2201,MRPL,southdown,Gas,Thrml,3.432
2022-02-28,SFD,SFD2201,CTCT,stratford,Gas,Thrml,0.0
2022-02-28,WDV,WDV1101,MERI,te_apiti,Wind,Wind,399.841
2022-02-28,THI,THI2201,CTCT,te_mihi,Geo,Geo,3951.973
2022-02-28,TWH,TWH0331,WAIK,te_rapa,Gas,Cogen,743.147
2022-02-28,TWC,TWC2201,TRPG,te_rere_hau,Wind,Wind,112.565
2022-02-28,TWH,TWH0331,WAIK,te_uku,Wind,Wind,334.483
2022-02-28,WRK,WRK0331,HAWK,tehuka,Geo,Geo,604.696
2022-02-28,TKA,TKA0111,GENE,tekapo_a,Hydro,Hydro,648.246
2022-02-28,TKB,TKB2201,GENE,tekapo_b,Hydro,Hydro,3433.503
2022-02-28,CYD,CYD0331,DUNE,teviot,Hydro,Hydro,52.892
2022-02-28,TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,338.086
2022-02-28,LTN,LTN2201,MRPL,turitea,Wind,Wind,867.976
2022-02-28,BPE,BPE0331,POCO,twf_12,Wind,Wind,141.686
2022-02-28,LTN,LTN0331,POCO,twf_12,Wind,Wind,167.595
2022-02-28,TWC,TWC2201,TRPG,twf_3,Wind,Wind,423.817
2022-02-28,TUI,TUI1101,EAST,waikaremoana,Hydro,Hydro,0.0
2022-02-28,TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,1560.899
2022-02-28,WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,569.64
2022-02-28,WVY,WVY1101,WPWF,waipipi,Wind,Wind,1200.311
2022-02-28,BWK,BWK1101,CNIR,waipori,Hydro,Hydro,0.0
2022-02-28,WPG,WPG0331,TRPG,waipori,Hydro,Hydro,21.727
2022-02-28,WRK,WRK2201,CTCT,wairakei,Geo,Geo,2900.966
2022-02-28,WTK,WTK0111,MERI,waitaki,Hydro,Hydro,1786.18
2022-02-28,WTK,WTK0111,WATA,waitaki,Hydro,Hydro,0.0
2022-02-28,WWD,WWD1102,MERI,west_wind,Wind,Wind,373.856
2022-02-28,WWD,WWD1103,MERI,west_wind,Wind,Wind,403.694
2022-02-28,WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,1374.7
2022-02-28,HWA,HWA1101,KIWI,whareroa,Gas,Cogen,147.672
2022-02-28,HWA,HWA1102,KIWI,whareroa,Gas,Cogen,147.738
2022-02-28,ROT,ROT1101,CNIR,wheao_flaxy,Hydro,Hydro,203.352
2022-02-28,WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,0.0
2022-02-28,NMA,NMA0331,TPCO,white_hill,Wind,Wind,37.62
2022-03-01,MKE,MKE1101,TGTL,McKee,Gas,Thrml,1052.697
2022-03-01,NAP,NAP2202,MRPL,Ngatamariki,Geo,Geo,2052.013
2022-03-01,HWB,HWB0331,DUNE,Waipori,Hydro,Hydro,0.0
2022-03-01,MAT,MAT1101,BOPD,aniwhenua,Hydro,Hydro,235.693
2022-03-01,ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1491.146
2022-03-01,ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,1171.479
2022-03-01,ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1030.72
2022-03-01,ARG,ARG1101,CNIR,argyle_wairau,Hydro,Hydro,0.0
2022-03-01,ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,910.15
2022-03-01,AVI,AVI2201,MERI,aviemore,Hydro,Hydro,4182.012
2022-03-01,BEN,BEN2202,MERI,benmore,Hydro,Hydro,10244.94
2022-03-01,CYD,CYD2201,CTCT,clyde,Hydro,Hydro,6153.675
2022-03-01,STK,STK0661,TASM,cobb,Hydro,Hydro,338.139
2022-03-01,COL,COL0661,CNIR,coleridge,Hydro,Hydro,774.876
2022-03-01,GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,1991.94
2022-03-01,ASB,ASB0661,EASH,highbank,Hydro,Hydro,0.0
2022-03-01,HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,2848.826
2022-03-01,HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,7430.831
2022-03-01,HLY,HLY2201,GENE,huntly_p40,Gas,Thrml,570.323
2022-03-01,JRD,JRD1101,TGTL,junctionroad,Gas,Thrml,1702.449
2022-03-01,TGA,TGA0331,POCO,kaimai,Hydro,Hydro,240.612
2022-03-01,KPA,KPA1101,KAPE,kapuni,Gas,Cogen,347.019
2022-03-01,KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,1383.85
2022-03-01,KAW,KAW0111,HEDL,kawerau,Geo,Geo,188.62
2022-03-01,KAW,KAW1101,KRGL,kawerau_new,Geo,Geo,2532.327
2022-03-01,KIN,KIN0112,POCO,kinleith,Wood,Cogen,740.988
2022-03-01,MAN,MAN2201,MERI,manapouri,Hydro,Hydro,9064.706
2022-03-01,MHO,MHO0331,ELEC,mangahao,Hydro,Hydro,13.817
2022-03-01,MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,2530.71
2022-03-01,WIL,WIL0331,CKHK,mill_creek,Wind,Wind,97.369
2022-03-01,WKM,WKM2201,TUAR,mokai,Geo,Geo,1003.679
2022-03-01,NAP,NAP2201,NAPJ,nap,Geo,Geo,3324.841
2022-03-01,KOE,KOE1101,TOPE,ngawha,Geo,Geo,547.814
2022-03-01,KAW,KAW0112,SKOG,norskeskog,Geo,Geo,402.286
2022-03-01,OKI,OKI2201,CTCT,ohaaki,Geo,Geo,0.0
2022-03-01,OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,1283.54
2022-03-01,OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,4432.943
2022-03-01,OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,3782.456
2022-03-01,OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,3742.317
2022-03-01,NSY,NSY0331,OTPO,paerau,Hydro,Hydro,75.241
2022-03-01,HWA,HWA1101,CNIR,patea,Hydro,Hydro,235.755
2022-03-01,PPI,PPI2201,CTCT,poihipi,Geo,Geo,906.555
2022-03-01,RPO,RPO2201,GENE,rangipo,Hydro,Hydro,0.0
2022-03-01,WRK,WRK0331,HAWK,rotokawa,Geo,Geo,790.531
2022-03-01,ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,1144.393
2022-03-01,ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,3749.381
2022-03-01,SWN,SWN2201,MRPL,southdown,Gas,Thrml,2.169
2022-03-01,SFD,SFD2201,CTCT,stratford,Gas,Thrml,334.864
2022-03-01,WDV,WDV1101,MERI,te_apiti,Wind,Wind,204.994
2022-03-01,THI,THI2201,CTCT,te_mihi,Geo,Geo,3932.348
2022-03-01,TWH,TWH0331,WAIK,te_rapa,Gas,Cogen,716.108
2022-03-01,TWC,TWC2201,TRPG,te_rere_hau,Wind,Wind,138.273
2022-03-01,TWH,TWH0331,WAIK,te_uku,Wind,Wind,104.015
2022-03-01,WRK,WRK0331,HAWK,tehuka,Geo,Geo,586.255
2022-03-01,TKA,TKA0111,GENE,tekapo_a,Hydro,Hydro,649.556
2022-03-01,TKB,TKB2201,GENE,tekapo_b,Hydro,Hydro,3431.069
2022-03-01,CYD,CYD0331,DUNE,teviot,Hydro,Hydro,26.442
2022-03-01,TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,1015.243
2022-03-01,LTN,LTN2201,MRPL,turitea,Wind,Wind,650.976
2022-03-01,BPE,BPE0331,POCO,twf_12,Wind,Wind,133.947
2022-03-01,LTN,LTN0331,POCO,twf_12,Wind,Wind,183.644
2022-03-01,TWC,TWC2201,TRPG,twf_3,Wind,Wind,621.378
2022-03-01,TUI,TUI1101,EAST,waikaremoana,Hydro,Hydro,0.0
2022-03-01,TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,1430.122
2022-03-01,WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,676.79
2022-03-01,WVY,WVY1101,WPWF,waipipi,Wind,Wind,228.904
2022-03-01,BWK,BWK1101,CNIR,waipori,Hydro,Hydro,0.0
2022-03-01,WPG,WPG0331,TRPG,waipori,Hydro,Hydro,162.901
2022-03-01,WRK,WRK2201,CTCT,wairakei,Geo,Geo,2828.728
2022-03-01,WTK,WTK0111,MERI,waitaki,Hydro,Hydro,1786.991
2022-03-01,WTK,WTK0111,WATA,waitaki,Hydro,Hydro,0.0
2022-03-01,WWD,WWD1102,MERI,west_wind,Wind,Wind,148.101
2022-03-01,WWD,WWD1103,MERI,west_wind,Wind,Wind,83.011
2022-03-01,WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,1627.12
2022-03-01,HWA,HWA1101,KIWI,whareroa,Gas,Cogen,144.363
2022-03-01,HWA,HWA1102,KIWI,whareroa,Gas,Cogen,145.448
2022-03-01,ROT,ROT1101,CNIR,wheao_flaxy,Hydro,Hydro,195.208
2022-03-01,WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,128.583
2022-03-01,NMA,NMA0331,TPCO,white_hill,Wind,Wind,135.562
2022-03-02,MKE,MKE1101,TGTL,McKee,Gas,Thrml,1058.554
2022-03-02,NAP,NAP2202,MRPL,Ngatamariki,Geo,Geo,2050.92
2022-03-02,HWB,HWB0331,DUNE,Waipori,Hydro,Hydro,0.0
2022-03-02,MAT,MAT1101,BOPD,aniwhenua,Hydro,Hydro,229.901
2022-03-02,ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1209.502
2022-03-02,ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,663.568
2022-03-02,ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1254.72
2022-03-02,ARG,ARG1101,CNIR,argyle_wairau,Hydro,Hydro,0.0
2022-03-02,ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,714.96
2022-03-02,AVI,AVI2201,MERI,aviemore,Hydro,Hydro,4172.835
2022-03-02,BEN,BEN2202,MERI,benmore,Hydro,Hydro,9503.957
2022-03-02,CYD,CYD2201,CTCT,clyde,Hydro,Hydro,3554.073
2022-03-02,STK,STK0661,TASM,cobb,Hydro,Hydro,335.491
2022-03-02,COL,COL0661,CNIR,coleridge,Hydro,Hydro,812.038
2022-03-02,GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,1814.37
2022-03-02,ASB,ASB0661,EASH,highbank,Hydro,Hydro,0.0
2022-03-02,HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,3305.052
2022-03-02,HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,7668.703
2022-03-02,HLY,HLY2201,GENE,huntly_p40,Gas,Thrml,650.736
2022-03-02,JRD,JRD1101,TGTL,junctionroad,Gas,Thrml,1504.89
2022-03-02,TGA,TGA0331,POCO,kaimai,Hydro,Hydro,256.592
2022-03-02,KPA,KPA1101,KAPE,kapuni,Gas,Cogen,347.318
2022-03-02,KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,1287.07
2022-03-02,KAW,KAW0111,HEDL,kawerau,Geo,Geo,183.649
2022-03-02,KAW,KAW1101,KRGL,kawerau_new,Geo,Geo,2531.818
2022-03-02,KIN,KIN0112,POCO,kinleith,Wood,Cogen,738.427
2022-03-02,MAN,MAN2201,MERI,manapouri,Hydro,Hydro,5608.795
2022-03-02,MHO,MHO0331,ELEC,mangahao,Hydro,Hydro,2.147
2022-03-02,MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,2478.81
2022-03-02,WIL,WIL0331,CKHK,mill_creek,Wind,Wind,889.898
2022-03-02,WKM,WKM2201,TUAR,mokai,Geo,Geo,1036.523
2022-03-02,NAP,NAP2201,NAPJ,nap,Geo,Geo,3308.595
2022-03-02,KOE,KOE1101,TOPE,ngawha,Geo,Geo,545.937
2022-03-02,KAW,KAW0112,SKOG,norskeskog,Geo,Geo,459.878
2022-03-02,OKI,OKI2201,CTCT,ohaaki,Geo,Geo,444.251
2022-03-02,OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,1058.61
2022-03-02,OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,5318.791
2022-03-02,OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,4355.591
2022-03-02,OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,4322.42
2022-03-02,NSY,NSY0331,OTPO,paerau,Hydro,Hydro,79.862
2022-03-02,HWA,HWA1101,CNIR,patea,Hydro,Hydro,33.939
2022-03-02,PPI,PPI2201,CTCT,poihipi,Geo,Geo,903.204
2022-03-02,RPO,RPO2201,GENE,rangipo,Hydro,Hydro,0.0
2022-03-02,WRK,WRK0331,HAWK,rotokawa,Geo,Geo,784.302
2022-03-02,ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,937.256
2022-03-02,ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,2106.029
2022-03-02,SWN,SWN2201,MRPL,southdown,Gas,Thrml,1.618
2022-03-02,SFD,SFD2201,CTCT,stratford,Gas,Thrml,5224.608
2022-03-02,WDV,WDV1101,MERI,te_apiti,Wind,Wind,0.0
2022-03-02,THI,THI2201,CTCT,te_mihi,Geo,Geo,3928.107
2022-03-02,TWH,TWH0331,WAIK,te_rapa,Gas,Cogen,684.665
2022-03-02,TWC,TWC2201,TRPG,te_rere_hau,Wind,Wind,162.78
2022-03-02,TWH,TWH0331,WAIK,te_uku,Wind,Wind,638.13
2022-03-02,WRK,WRK0331,HAWK,tehuka,Geo,Geo,575.669
2022-03-02,TKA,TKA0111,GENE,tekapo_a,Hydro,Hydro,525.824
2022-03-02,TKB,TKB2201,GENE,tekapo_b,Hydro,Hydro,2688.645
2022-03-02,CYD,CYD0331,DUNE,teviot,Hydro,Hydro,32.837
2022-03-02,TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,141.549
2022-03-02,LTN,LTN2201,MRPL,turitea,Wind,Wind,1198.845
2022-03-02,BPE,BPE0331,POCO,twf_12,Wind,Wind,200.011
2022-03-02,LTN,LTN0331,POCO,twf_12,Wind,Wind,234.882
2022-03-02,TWC,TWC2201,TRPG,twf_3,Wind,Wind,615.673
2022-03-02,TUI,TUI1101,EAST,waikaremoana,Hydro,Hydro,0.0
2022-03-02,TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,1660.458
2022-03-02,WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,652.09
2022-03-02,WVY,WVY1101,WPWF,waipipi,Wind,Wind,1700.602
2022-03-02,BWK,BWK1101,CNIR,waipori,Hydro,Hydro,0.0
2022-03-02,WPG,WPG0331,TRPG,waipori,Hydro,Hydro,53.737
2022-03-02,WRK,WRK2201,CTCT,wairakei,Geo,Geo,2881.915
2022-03-02,WTK,WTK0111,MERI,waitaki,Hydro,Hydro,1785.85
2022-03-02,WTK,WTK0111,WATA,waitaki,Hydro,Hydro,0.0
2022-03-02,WWD,WWD1102,MERI,west_wind,Wind,Wind,907.881
2022-03-02,WWD,WWD1103,MERI,west_wind,Wind,Wind,930.948
2022-03-02,WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,1315.31
2022-03-02,HWA,HWA1101,KIWI,whareroa,Gas,Cogen,127.187
2022-03-02,HWA,HWA1102,KIWI,whareroa,Gas,Cogen,127.9
2022-03-02,ROT,ROT1101,CNIR,wheao_flaxy,Hydro,Hydro,191.218
2022-03-02,WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,0.0
2022-03-02,NMA,NMA0331,TPCO,white_hill,Wind,Wind,11.91
2022-03-03,MKE,MKE1101,TGTL,McKee,Gas,Thrml,1070.35
2022-03-03,NAP,NAP2202,MRPL,Ngatamariki,Geo,Geo,2060.527
2022-03-03,HWB,HWB0331,DUNE,Waipori,Hydro,Hydro,0.0
2022-03-03,MAT,MAT1101,BOPD,aniwhenua,Hydro,Hydro,227.481
2022-03-03,ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1411.008
2022-03-03,ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,806.715
2022-03-03,ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,808.02
2022-03-03,ARG,ARG1101,CNIR,argyle_wairau,Hydro,Hydro,0.0
2022-03-03,ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,696.44
2022-03-03,AVI,AVI2201,MERI,aviemore,Hydro,Hydro,3628.541
2022-03-03,BEN,BEN2202,MERI,benmore,Hydro,Hydro,9681.761
2022-03-03,CYD,CYD2201,CTCT,clyde,Hydro,Hydro,3934.565
2022-03-03,STK,STK0661,TASM,cobb,Hydro,Hydro,322.732
2022-03-03,COL,COL0661,CNIR,coleridge,Hydro,Hydro,814.794
2022-03-03,GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,1544.481
2022-03-03,ASB,ASB0661,EASH,highbank,Hydro,Hydro,0.0
2022-03-03,HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,3499.415
2022-03-03,HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,7911.708
2022-03-03,HLY,HLY2201,GENE,huntly_p40,Gas,Thrml,714.075
2022-03-03,JRD,JRD1101,TGTL,junctionroad,Gas,Thrml,1310.855
2022-03-03,TGA,TGA0331,POCO,kaimai,Hydro,Hydro,289.243
2022-03-03,KPA,KPA1101,KAPE,kapuni,Gas,Cogen,343.652
2022-03-03,KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,1186.57
2022-03-03,KAW,KAW0111,HEDL,kawerau,Geo,Geo,195.086
2022-03-03,KAW,KAW1101,KRGL,kawerau_new,Geo,Geo,2538.415
2022-03-03,KIN,KIN0112,POCO,kinleith,Wood,Cogen,780.613
2022-03-03,MAN,MAN2201,MERI,manapouri,Hydro,Hydro,6882.272
2022-03-03,MHO,MHO0331,ELEC,mangahao,Hydro,Hydro,0.0
2022-03-03,MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,2144.01
2022-03-03,WIL,WIL0331,CKHK,mill_creek,Wind,Wind,22.145
2022-03-03,WKM,WKM2201,TUAR,mokai,Geo,Geo,1179.21
2022-03-03,NAP,NAP2201,NAPJ,nap,Geo,Geo,3316.013
2022-03-03,KOE,KOE1101,TOPE,ngawha,Geo,Geo,538.683
2022-03-03,KAW,KAW0112,SKOG,norskeskog,Geo,Geo,562.333
2022-03-03,OKI,OKI2201,CTCT,ohaaki,Geo,Geo,993.59
2022-03-03,OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,1059.58
2022-03-03,OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,4826.462
2022-03-03,OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,4004.559
2022-03-03,OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,3976.047
2022-03-03,NSY,NSY0331,OTPO,paerau,Hydro,Hydro,87.367
2022-03-03,HWA,HWA1101,CNIR,patea,Hydro,Hydro,44.167
2022-03-03,PPI,PPI2201,CTCT,poihipi,Geo,Geo,903.216
2022-03-03,RPO,RPO2201,GENE,rangipo,Hydro,Hydro,0.0
2022-03-03,WRK,WRK0331,HAWK,rotokawa,Geo,Geo,804.263
2022-03-03,ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,910.731
2022-03-03,ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,1876.451
2022-03-03,SWN,SWN2201,MRPL,southdown,Gas,Thrml,0.775
2022-03-03,SFD,SFD2201,CTCT,stratford,Gas,Thrml,6067.233
2022-03-03,WDV,WDV1101,MERI,te_apiti,Wind,Wind,0.0
2022-03-03,THI,THI2201,CTCT,te_mihi,Geo,Geo,3916.311
2022-03-03,TWH,TWH0331,WAIK,te_rapa,Gas,Cogen,774.57
2022-03-03,TWC,TWC2201,TRPG,te_rere_hau,Wind,Wind,264.227
2022-03-03,TWH,TWH0331,WAIK,te_uku,Wind,Wind,742.081
2022-03-03,WRK,WRK0331,HAWK,tehuka,Geo,Geo,596.886
2022-03-03,TKA,TKA0111,GENE,tekapo_a,Hydro,Hydro,613.276
2022-03-03,TKB,TKB2201,GENE,tekapo_b,Hydro,Hydro,3163.694
2022-03-03,CYD,CYD0331,DUNE,teviot,Hydro,Hydro,6.116
2022-03-03,TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,114.783
2022-03-03,LTN,LTN2201,MRPL,turitea,Wind,Wind,1249.617
2022-03-03,BPE,BPE0331,POCO,twf_12,Wind,Wind,298.621
2022-03-03,LTN,LTN0331,POCO,twf_12,Wind,Wind,373.82
2022-03-03,TWC,TWC2201,TRPG,twf_3,Wind,Wind,951.518
2022-03-03,TUI,TUI1101,EAST,waikaremoana,Hydro,Hydro,0.0
2022-03-03,TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,1190.286
2022-03-03,WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,572.77
2022-03-03,WVY,WVY1101,WPWF,waipipi,Wind,Wind,868.787
2022-03-03,BWK,BWK1101,CNIR,waipori,Hydro,Hydro,0.0
2022-03-03,WPG,WPG0331,TRPG,waipori,Hydro,Hydro,57.533
2022-03-03,WRK,WRK2201,CTCT,wairakei,Geo,Geo,2906.983
2022-03-03,WTK,WTK0111,MERI,waitaki,Hydro,Hydro,1787.508
2022-03-03,WTK,WTK0111,WATA,waitaki,Hydro,Hydro,0.0
2022-03-03,WWD,WWD1102,MERI,west_wind,Wind,Wind,31.477
2022-03-03,WWD,WWD1103,MERI,west_wind,Wind,Wind,36.525
2022-03-03,WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,1528.48
2022-03-03,HWA,HWA1101,KIWI,whareroa,Gas,Cogen,123.44
2022-03-03,HWA,HWA1102,KIWI,whareroa,Gas,Cogen,124.986
2022-03-03,ROT,ROT1101,CNIR,wheao_flaxy,Hydro,Hydro,205.819
2022-03-03,WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,0.0
2022-03-03,NMA,NMA0331,TPCO,white_hill,Wind,Wind,61.993
2022-03-04,MKE,MKE1101,TGTL,McKee,Gas,Thrml,809.173
2022-03-04,NAP,NAP2202,MRPL,Ngatamariki,Geo,Geo,2054.175
2022-03-04,HWB,HWB0331,DUNE,Waipori,Hydro,Hydro,0.0
2022-03-04,MAT,MAT1101,BOPD,aniwhenua,Hydro,Hydro,226.031
2022-03-04,ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1504.627
2022-03-04,ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,888.048
2022-03-04,ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,799.97
2022-03-04,ARG,ARG1101,CNIR,argyle_wairau,Hydro,Hydro,0.0
2022-03-04,ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,925.55
2022-03-04,AVI,AVI2201,MERI,aviemore,Hydro,Hydro,4069.843
2022-03-04,BEN,BEN2202,MERI,benmore,Hydro,Hydro,10714.72
2022-03-04,CYD,CYD2201,CTCT,clyde,Hydro,Hydro,3798.807
2022-03-04,STK,STK0661,TASM,cobb,Hydro,Hydro,319.035
2022-03-04,COL,COL0661,CNIR,coleridge,Hydro,Hydro,828.69
2022-03-04,GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,1978.591
