date,site_code,poc_code,network_code,generator_code,fuel_code,tech_code,generation_mwh
2020-01-01,MKE,MKE1101,TGTL,McKee,Gas,Thrml,0.0
2020-01-01,NAP,NAP2202,MRPL,Ngatamariki,Geo,Geo,2000.759
2020-01-01,HWB,HWB0331,DUNE,Waipori,Hydro,Hydro,87.201
2020-01-01,MAT,MAT1101,BOPD,aniwhenua,Hydro,Hydro,417.741
2020-01-01,ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1676.816
2020-01-01,ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,73.377
2020-01-01,ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,439.92
2020-01-01,ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,0.0
2020-01-01,ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,537.957
2020-01-01,AVI,AVI2201,MERI,aviemore,Hydro,Hydro,0.0
2020-01-01,BEN,BEN2202,MERI,benmore,Hydro,Hydro,4414.004
2020-01-01,CYD,CYD2201,CTCT,clyde,Hydro,Hydro,3813.019
2020-01-01,STK,STK0661,TASM,cobb,Hydro,Hydro,197.83
2020-01-01,COL,COL0661,TRUS,coleridge,Hydro,Hydro,927.91
2020-01-01,GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,1698.944
2020-01-01,ASB,ASB0661,EASH,highbank,Hydro,Hydro,0.0
2020-01-01,HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,6028.258
2020-01-01,KPA,KPA1101,KAPE,kapuni,Gas,Cogen,355.254
2020-01-01,KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,976.28
2020-01-01,KAW,KAW0111,HEDL,kawerau,Geo,Geo,324.802
2020-01-01,KAW,KAW1101,KRGL,kawerau_new,Geo,Geo,2543.808
2020-01-01,KIN,KIN0112,POCO,kinleith,Wood,Cogen,787.433
2020-01-01,MAN,MAN2201,MERI,manapouri,Hydro,Hydro,17672.151
2020-01-01,MHO,MHO0331,ELEC,mangahao,Hydro,Hydro,0.0
2020-01-01,MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,1506.37
2020-01-01,MAT,MAT1101,TRUS,matahina,Hydro,Hydro,795.683
2020-01-01,WIL,WIL0331,CKHK,mill_creek,Wind,Wind,1033.522
2020-01-01,WKM,WKM2201,TUAR,mokai,Geo,Geo,2096.161
2020-01-01,NAP,NAP2201,NAPJ,nap,Geo,Geo,3378.459
2020-01-01,KOE,KOE1101,TOPE,ngawha,Geo,Geo,552.995
2020-01-01,KAW,KAW0112,SKOG,norskeskog,Geo,Geo,411.594
2020-01-01,OKI,OKI2201,CTCT,ohaaki,Geo,Geo,836.311
2020-01-01,OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,794.885
2020-01-01,OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,4239.273
2020-01-01,OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,3630.372
2020-01-01,OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,3592.759
2020-01-01,NSY,NSY0331,OTPO,paerau,Hydro,Hydro,94.453
2020-01-01,HWA,HWA1101,TRUS,patea,Hydro,Hydro,133.523
2020-01-01,PPI,PPI2201,CTCT,poihipi,Geo,Geo,1003.568
2020-01-01,RPO,RPO2201,GENE,rangipo,Hydro,Hydro,1060.405
2020-01-01,WRK,WRK0331,HAWK,rotokawa,Geo,Geo,594.674
2020-01-01,ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,1287.287
2020-01-01,ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,2115.894
2020-01-01,SWN,SWN2201,MRPL,southdown,Gas,Thrml,1.353
2020-01-01,SFD,SFD2201,CTCT,stratford,Gas,Thrml,0.0
2020-01-01,WDV,WDV1101,MERI,te_apiti,Wind,Wind,1259.847
2020-01-01,THI,THI2201,CTCT,te_mihi,Geo,Geo,3820.572
2020-01-01,TWH,TWH0331,WAIK,te_rapa,Gas,Cogen,410.568
2020-01-01,TWC,TWC2201,TRPG,te_rere_hau,Wind,Wind,527.253
2020-01-01,TWH,TWH0331,WAIK,te_uku,Wind,Wind,508.409
2020-01-01,WRK,WRK0331,HAWK,tehuka,Geo,Geo,558.449
2020-01-01,TKA,TKA0111,GENE,tekapo_a,Hydro,Hydro,605.201
2020-01-01,TKB,TKB2201,GENE,tekapo_b,Hydro,Hydro,2958.958
2020-01-01,CYD,CYD0331,DUNE,teviot,Hydro,Hydro,113.593
2020-01-01,TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,1178.197
2020-01-01,BPE,BPE0331,POCO,twf_12,Wind,Wind,616.106
2020-01-01,LTN,LTN0331,POCO,twf_12,Wind,Wind,330.719
2020-01-01,TWC,TWC2201,TRPG,twf_3,Wind,Wind,1289.076
2020-01-01,TUI,TUI1101,EAST,waikaremoana,Hydro,Hydro,0.0
2020-01-01,TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,314.788
2020-01-01,WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,452.97
2020-01-01,BWK,BWK1101,TRUS,waipori,Hydro,Hydro,4.558
2020-01-01,WPG,WPG0331,TRPG,waipori,Hydro,Hydro,379.261
2020-01-01,WRK,WRK2201,CTCT,wairakei,Geo,Geo,2794.543
2020-01-01,WTK,WTK0111,MERI,waitaki,Hydro,Hydro,950.848
2020-01-01,WTK,WTK0111,WATA,waitaki,Hydro,Hydro,0.0
2020-01-01,WWD,WWD1102,MERI,west_wind,Wind,Wind,1077.812
2020-01-01,WWD,WWD1103,MERI,west_wind,Wind,Wind,1276.29
2020-01-01,WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,1015.426
2020-01-01,HWA,HWA1101,KIWI,whareroa,Gas,Cogen,121.704
2020-01-01,HWA,HWA1102,KIWI,whareroa,Gas,Cogen,123.972
2020-01-01,ROT,ROT1101,TRUS,wheao_flaxy,Hydro,Hydro,333.771
2020-01-01,WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,0.0
2020-01-01,NMA,NMA0331,TPCO,white_hill,Wind,Wind,216.474
2020-01-02,MKE,MKE1101,TGTL,McKee,Gas,Thrml,0.0
2020-01-02,NAP,NAP2202,MRPL,Ngatamariki,Geo,Geo,1895.472
2020-01-02,HWB,HWB0331,DUNE,Waipori,Hydro,Hydro,0.0
2020-01-02,MAT,MAT1101,BOPD,aniwhenua,Hydro,Hydro,401.969
2020-01-02,ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1345.566
2020-01-02,ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,269.076
2020-01-02,ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,530.72
2020-01-02,ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,0.0
2020-01-02,ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,477.33
2020-01-02,AVI,AVI2201,MERI,aviemore,Hydro,Hydro,0.0
2020-01-02,BEN,BEN2202,MERI,benmore,Hydro,Hydro,4855.711
2020-01-02,CYD,CYD2201,CTCT,clyde,Hydro,Hydro,3892.39
2020-01-02,STK,STK0661,TASM,cobb,Hydro,Hydro,213.995
2020-01-02,COL,COL0661,TRUS,coleridge,Hydro,Hydro,930.66
2020-01-02,GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,1743.932
2020-01-02,ASB,ASB0661,EASH,highbank,Hydro,Hydro,0.0
2020-01-02,HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,6045.481
2020-01-02,KPA,KPA1101,KAPE,kapuni,Gas,Cogen,354.087
2020-01-02,KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,922.34
2020-01-02,KAW,KAW0111,HEDL,kawerau,Geo,Geo,305.289
2020-01-02,KAW,KAW1101,KRGL,kawerau_new,Geo,Geo,2549.356
2020-01-02,KIN,KIN0112,POCO,kinleith,Wood,Cogen,732.045
2020-01-02,MAN,MAN2201,MERI,manapouri,Hydro,Hydro,17649.093
2020-01-02,MHO,MHO0331,ELEC,mangahao,Hydro,Hydro,0.0
2020-01-02,MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,1388.23
2020-01-02,MAT,MAT1101,TRUS,matahina,Hydro,Hydro,913.007
2020-01-02,WIL,WIL0331,CKHK,mill_creek,Wind,Wind,1249.198
2020-01-02,WKM,WKM2201,TUAR,mokai,Geo,Geo,2005.51
2020-01-02,NAP,NAP2201,NAPJ,nap,Geo,Geo,3378.521
2020-01-02,KOE,KOE1101,TOPE,ngawha,Geo,Geo,557.367
2020-01-02,KAW,KAW0112,SKOG,norskeskog,Geo,Geo,394.211
2020-01-02,OKI,OKI2201,CTCT,ohaaki,Geo,Geo,845.318
2020-01-02,OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,622.37
2020-01-02,OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,4153.611
2020-01-02,OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,3588.395
2020-01-02,OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,3555.706
2020-01-02,NSY,NSY0331,OTPO,paerau,Hydro,Hydro,90.214
2020-01-02,HWA,HWA1101,TRUS,patea,Hydro,Hydro,164.607
2020-01-02,PPI,PPI2201,CTCT,poihipi,Geo,Geo,1007.89
2020-01-02,RPO,RPO2201,GENE,rangipo,Hydro,Hydro,1043.952
2020-01-02,WRK,WRK0331,HAWK,rotokawa,Geo,Geo,594.46
2020-01-02,ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,1402.876
2020-01-02,ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,2092.097
2020-01-02,SWN,SWN2201,MRPL,southdown,Gas,Thrml,1.403
2020-01-02,SFD,SFD2201,CTCT,stratford,Gas,Thrml,149.928
2020-01-02,WDV,WDV1101,MERI,te_apiti,Wind,Wind,731.381
2020-01-02,THI,THI2201,CTCT,te_mihi,Geo,Geo,3848.188
2020-01-02,TWH,TWH0331,WAIK,te_rapa,Gas,Cogen,414.132
2020-01-02,TWC,TWC2201,TRPG,te_rere_hau,Wind,Wind,600.474
2020-01-02,TWH,TWH0331,WAIK,te_uku,Wind,Wind,1167.312
2020-01-02,WRK,WRK0331,HAWK,tehuka,Geo,Geo,550.51
2020-01-02,TKA,TKA0111,GENE,tekapo_a,Hydro,Hydro,613.018
2020-01-02,TKB,TKB2201,GENE,tekapo_b,Hydro,Hydro,3009.894
2020-01-02,CYD,CYD0331,DUNE,teviot,Hydro,Hydro,190.872
2020-01-02,TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,948.102
2020-01-02,BPE,BPE0331,POCO,twf_12,Wind,Wind,683.137
2020-01-02,LTN,LTN0331,POCO,twf_12,Wind,Wind,362.453
2020-01-02,TWC,TWC2201,TRPG,twf_3,Wind,Wind,1423.121
2020-01-02,TUI,TUI1101,EAST,waikaremoana,Hydro,Hydro,0.0
2020-01-02,TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,319.655
2020-01-02,WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,382.86
2020-01-02,BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1.68
2020-01-02,WPG,WPG0331,TRPG,waipori,Hydro,Hydro,157.941
2020-01-02,WRK,WRK2201,CTCT,wairakei,Geo,Geo,2773.965
2020-01-02,WTK,WTK0111,MERI,waitaki,Hydro,Hydro,951.079
2020-01-02,WTK,WTK0111,WATA,waitaki,Hydro,Hydro,0.0
2020-01-02,WWD,WWD1102,MERI,west_wind,Wind,Wind,1149.48
2020-01-02,WWD,WWD1103,MERI,west_wind,Wind,Wind,1153.379
2020-01-02,WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,829.58
2020-01-02,HWA,HWA1101,KIWI,whareroa,Gas,Cogen,100.512
2020-01-02,HWA,HWA1102,KIWI,whareroa,Gas,Cogen,103.308
2020-01-02,ROT,ROT1101,TRUS,wheao_flaxy,Hydro,Hydro,335.104
2020-01-02,WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,0.0
2020-01-02,NMA,NMA0331,TPCO,white_hill,Wind,Wind,84.53
2020-01-03,MKE,MKE1101,TGTL,McKee,Gas,Thrml,0.0
2020-01-03,NAP,NAP2202,MRPL,Ngatamariki,Geo,Geo,1823.892
2020-01-03,HWB,HWB0331,DUNE,Waipori,Hydro,Hydro,128.876
2020-01-03,MAT,MAT1101,BOPD,aniwhenua,Hydro,Hydro,383.862
2020-01-03,ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1196.626
2020-01-03,ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,325.495
2020-01-03,ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,546.09
2020-01-03,ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,19.83
2020-01-03,ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,443.706
2020-01-03,AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1272.116
2020-01-03,BEN,BEN2202,MERI,benmore,Hydro,Hydro,6847.123
2020-01-03,CYD,CYD2201,CTCT,clyde,Hydro,Hydro,5069.572
2020-01-03,STK,STK0661,TASM,cobb,Hydro,Hydro,243.493
2020-01-03,COL,COL0661,TRUS,coleridge,Hydro,Hydro,937.875
2020-01-03,GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,1564.847
2020-01-03,ASB,ASB0661,EASH,highbank,Hydro,Hydro,0.0
2020-01-03,HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,6443.322
2020-01-03,KPA,KPA1101,KAPE,kapuni,Gas,Cogen,343.64
2020-01-03,KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,924.46
2020-01-03,KAW,KAW0111,HEDL,kawerau,Geo,Geo,352.239
2020-01-03,KAW,KAW1101,KRGL,kawerau_new,Geo,Geo,2555.736
2020-01-03,KIN,KIN0112,POCO,kinleith,Wood,Cogen,709.57
2020-01-03,MAN,MAN2201,MERI,manapouri,Hydro,Hydro,17506.173
2020-01-03,MHO,MHO0331,ELEC,mangahao,Hydro,Hydro,12.122
2020-01-03,MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,1560.92
2020-01-03,MAT,MAT1101,TRUS,matahina,Hydro,Hydro,630.161
2020-01-03,WIL,WIL0331,CKHK,mill_creek,Wind,Wind,190.534
2020-01-03,WKM,WKM2201,TUAR,mokai,Geo,Geo,1957.088
2020-01-03,NAP,NAP2201,NAPJ,nap,Geo,Geo,3372.175
2020-01-03,KOE,KOE1101,TOPE,ngawha,Geo,Geo,558.495
2020-01-03,KAW,KAW0112,SKOG,norskeskog,Geo,Geo,397.562
2020-01-03,OKI,OKI2201,CTCT,ohaaki,Geo,Geo,860.287
2020-01-03,OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,712.631
2020-01-03,OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,4360.023
2020-01-03,OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,3809.475
2020-01-03,OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,3781.55
2020-01-03,NSY,NSY0331,OTPO,paerau,Hydro,Hydro,134.731
2020-01-03,HWA,HWA1101,TRUS,patea,Hydro,Hydro,85.336
2020-01-03,PPI,PPI2201,CTCT,poihipi,Geo,Geo,1008.241
2020-01-03,RPO,RPO2201,GENE,rangipo,Hydro,Hydro,1054.425
2020-01-03,WRK,WRK0331,HAWK,rotokawa,Geo,Geo,590.035
2020-01-03,ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,1040.484
2020-01-03,ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,3205.988
2020-01-03,SWN,SWN2201,MRPL,southdown,Gas,Thrml,2.305
2020-01-03,SFD,SFD2201,CTCT,stratford,Gas,Thrml,0.0
2020-01-03,WDV,WDV1101,MERI,te_apiti,Wind,Wind,1316.895
2020-01-03,THI,THI2201,CTCT,te_mihi,Geo,Geo,3849.059
2020-01-03,TWH,TWH0331,WAIK,te_rapa,Gas,Cogen,418.026
2020-01-03,TWC,TWC2201,TRPG,te_rere_hau,Wind,Wind,734.027
2020-01-03,TWH,TWH0331,WAIK,te_uku,Wind,Wind,1222.1
2020-01-03,WRK,WRK0331,HAWK,tehuka,Geo,Geo,557.053
2020-01-03,TKA,TKA0111,GENE,tekapo_a,Hydro,Hydro,178.114
2020-01-03,TKB,TKB2201,GENE,tekapo_b,Hydro,Hydro,2752.579
2020-01-03,CYD,CYD0331,DUNE,teviot,Hydro,Hydro,136.988
2020-01-03,TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,1262.183
2020-01-03,BPE,BPE0331,POCO,twf_12,Wind,Wind,716.312
2020-01-03,LTN,LTN0331,POCO,twf_12,Wind,Wind,372.043
2020-01-03,TWC,TWC2201,TRPG,twf_3,Wind,Wind,1736.424
2020-01-03,TUI,TUI1101,EAST,waikaremoana,Hydro,Hydro,0.0
2020-01-03,TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,322.237
2020-01-03,WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,416.73
2020-01-03,BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1.732
2020-01-03,WPG,WPG0331,TRPG,waipori,Hydro,Hydro,676.172
2020-01-03,WRK,WRK2201,CTCT,wairakei,Geo,Geo,2774.643
2020-01-03,WTK,WTK0111,MERI,waitaki,Hydro,Hydro,949.731
2020-01-03,WTK,WTK0111,WATA,waitaki,Hydro,Hydro,0.0
2020-01-03,WWD,WWD1102,MERI,west_wind,Wind,Wind,112.665
2020-01-03,WWD,WWD1103,MERI,west_wind,Wind,Wind,58.874
2020-01-03,WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,770.33
2020-01-03,HWA,HWA1101,KIWI,whareroa,Gas,Cogen,123.883
2020-01-03,HWA,HWA1102,KIWI,whareroa,Gas,Cogen,125.503
2020-01-03,ROT,ROT1101,TRUS,wheao_flaxy,Hydro,Hydro,315.494
2020-01-03,WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,0.0
2020-01-03,NMA,NMA0331,TPCO,white_hill,Wind,Wind,389.575
2020-01-04,MKE,MKE1101,TGTL,McKee,Gas,Thrml,0.0
2020-01-04,NAP,NAP2202,MRPL,Ngatamariki,Geo,Geo,1574.307
2020-01-04,HWB,HWB0331,DUNE,Waipori,Hydro,Hydro,126.667
2020-01-04,MAT,MAT1101,BOPD,aniwhenua,Hydro,Hydro,369.606
2020-01-04,ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1173.869
2020-01-04,ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,315.071
2020-01-04,ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,391.75
2020-01-04,ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,121.412
2020-01-04,ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,408.93
2020-01-04,AVI,AVI2201,MERI,aviemore,Hydro,Hydro,593.126
2020-01-04,BEN,BEN2202,MERI,benmore,Hydro,Hydro,7234.974
2020-01-04,CYD,CYD2201,CTCT,clyde,Hydro,Hydro,5355.166
2020-01-04,STK,STK0661,TASM,cobb,Hydro,Hydro,373.798
2020-01-04,COL,COL0661,TRUS,coleridge,Hydro,Hydro,937.461
2020-01-04,GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,1625.999
2020-01-04,ASB,ASB0661,EASH,highbank,Hydro,Hydro,0.0
2020-01-04,HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,7004.003
2020-01-04,KPA,KPA1101,KAPE,kapuni,Gas,Cogen,360.484
2020-01-04,KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,923.67
2020-01-04,KAW,KAW0111,HEDL,kawerau,Geo,Geo,355.27
2020-01-04,KAW,KAW1101,KRGL,kawerau_new,Geo,Geo,2571.185
2020-01-04,KIN,KIN0112,POCO,kinleith,Wood,Cogen,703.658
2020-01-04,MAN,MAN2201,MERI,manapouri,Hydro,Hydro,16233.468
2020-01-04,MHO,MHO0331,ELEC,mangahao,Hydro,Hydro,0.199
2020-01-04,MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,1050.19
2020-01-04,MAT,MAT1101,TRUS,matahina,Hydro,Hydro,476.029
2020-01-04,WIL,WIL0331,CKHK,mill_creek,Wind,Wind,103.47
2020-01-04,WKM,WKM2201,TUAR,mokai,Geo,Geo,2026.545
2020-01-04,NAP,NAP2201,NAPJ,nap,Geo,Geo,3383.614
2020-01-04,KOE,KOE1101,TOPE,ngawha,Geo,Geo,565.177
2020-01-04,KAW,KAW0112,SKOG,norskeskog,Geo,Geo,410.271
2020-01-04,OKI,OKI2201,CTCT,ohaaki,Geo,Geo,872.476
2020-01-04,OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,578.684
2020-01-04,OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,4377.027
2020-01-04,OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,3786.708
2020-01-04,OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,3762.513
2020-01-04,NSY,NSY0331,OTPO,paerau,Hydro,Hydro,121.116
2020-01-04,HWA,HWA1101,TRUS,patea,Hydro,Hydro,22.946
2020-01-04,PPI,PPI2201,CTCT,poihipi,Geo,Geo,1014.997
2020-01-04,RPO,RPO2201,GENE,rangipo,Hydro,Hydro,1061.801
2020-01-04,WRK,WRK0331,HAWK,rotokawa,Geo,Geo,614.928
2020-01-04,ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,940.349
2020-01-04,ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,3199.696
2020-01-04,SWN,SWN2201,MRPL,southdown,Gas,Thrml,1.353
2020-01-04,SFD,SFD2201,CTCT,stratford,Gas,Thrml,0.0
2020-01-04,WDV,WDV1101,MERI,te_apiti,Wind,Wind,916.195
2020-01-04,THI,THI2201,CTCT,te_mihi,Geo,Geo,3904.314
2020-01-04,TWH,TWH0331,WAIK,te_rapa,Gas,Cogen,419.055
2020-01-04,TWC,TWC2201,TRPG,te_rere_hau,Wind,Wind,307.387
2020-01-04,TWH,TWH0331,WAIK,te_uku,Wind,Wind,1289.122
2020-01-04,WRK,WRK0331,HAWK,tehuka,Geo,Geo,587.68
2020-01-04,TKA,TKA0111,GENE,tekapo_a,Hydro,Hydro,656.694
2020-01-04,TKB,TKB2201,GENE,tekapo_b,Hydro,Hydro,3313.238
2020-01-04,CYD,CYD0331,DUNE,teviot,Hydro,Hydro,103.887
2020-01-04,TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,807.1
2020-01-04,BPE,BPE0331,POCO,twf_12,Wind,Wind,452.039
2020-01-04,LTN,LTN0331,POCO,twf_12,Wind,Wind,239.13
2020-01-04,TWC,TWC2201,TRPG,twf_3,Wind,Wind,1034.872
2020-01-04,TUI,TUI1101,EAST,waikaremoana,Hydro,Hydro,0.0
2020-01-04,TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,330.259
2020-01-04,WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,315.77
2020-01-04,BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1.727
2020-01-04,WPG,WPG0331,TRPG,waipori,Hydro,Hydro,678.3
2020-01-04,WRK,WRK2201,CTCT,wairakei,Geo,Geo,2810.981
2020-01-04,WTK,WTK0111,MERI,waitaki,Hydro,Hydro,950.021
2020-01-04,WTK,WTK0111,WATA,waitaki,Hydro,Hydro,0.0
2020-01-04,WWD,WWD1102,MERI,west_wind,Wind,Wind,157.291
2020-01-04,WWD,WWD1103,MERI,west_wind,Wind,Wind,121.226
2020-01-04,WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,829.168
2020-01-04,HWA,HWA1101,KIWI,whareroa,Gas,Cogen,128.639
2020-01-04,HWA,HWA1102,KIWI,whareroa,Gas,Cogen,131.927
2020-01-04,ROT,ROT1101,TRUS,wheao_flaxy,Hydro,Hydro,311.064
2020-01-04,WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,0.0
2020-01-04,NMA,NMA0331,TPCO,white_hill,Wind,Wind,208.725
2020-01-05,MKE,MKE1101,TGTL,McKee,Gas,Thrml,0.0
2020-01-05,NAP,NAP2202,MRPL,Ngatamariki,Geo,Geo,1548.005
2020-01-05,HWB,HWB0331,DUNE,Waipori,Hydro,Hydro,73.305
2020-01-05,MAT,MAT1101,BOPD,aniwhenua,Hydro,Hydro,363.052
2020-01-05,ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1375.13
2020-01-05,ARI,ARI1102,MRPL,arapuni,Hydro,Hydro,181.27
2020-01-05,ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,616.292
2020-01-05,ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,96.771
2020-01-05,ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,245.52
2020-01-05,AVI,AVI2201,MERI,aviemore,Hydro,Hydro,0.0
2020-01-05,BEN,BEN2202,MERI,benmore,Hydro,Hydro,5723.723
2020-01-05,CYD,CYD2201,CTCT,clyde,Hydro,Hydro,5388.7
2020-01-05,STK,STK0661,TASM,cobb,Hydro,Hydro,367.619
2020-01-05,COL,COL0661,TRUS,coleridge,Hydro,Hydro,936.949
2020-01-05,GLN,GLN0332,NZST,glenbrook_kilns,Gas,Cogen,1703.652
2020-01-05,ASB,ASB0661,EASH,highbank,Hydro,Hydro,0.0
2020-01-05,HLY,HLY2201,GENE,huntly_e3p,Gas,Thrml,6704.915
2020-01-05,KPA,KPA1101,KAPE,kapuni,Gas,Cogen,375.647
2020-01-05,KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,959.05
2020-01-05,KAW,KAW0111,HEDL,kawerau,Geo,Geo,351.047
2020-01-05,KAW,KAW1101,KRGL,kawerau_new,Geo,Geo,2572.583
2020-01-05,KIN,KIN0112,POCO,kinleith,Wood,Cogen,714.891
2020-01-05,MAN,MAN2201,MERI,manapouri,Hydro,Hydro,17656.955
2020-01-05,MHO,MHO0331,ELEC,mangahao,Hydro,Hydro,2.343
2020-01-05,MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,987.62
2020-01-05,MAT,MAT1101,TRUS,matahina,Hydro,Hydro,756.018
2020-01-05,WIL,WIL0331,CKHK,mill_creek,Wind,Wind,828.567
2020-01-05,WKM,WKM2201,TUAR,mokai,Geo,Geo,2075.302
2020-01-05,NAP,NAP2201,NAPJ,nap,Geo,Geo,3393.739
2020-01-05,KOE,KOE1101,TOPE,ngawha,Geo,Geo,564.158
2020-01-05,KAW,KAW0112,SKOG,norskeskog,Geo,Geo,410.351
2020-01-05,OKI,OKI2201,CTCT,ohaaki,Geo,Geo,871.669
2020-01-05,OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,322.15
2020-01-05,OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,3715.316
2020-01-05,OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,3144.792
2020-01-05,OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,3120.968
2020-01-05,NSY,NSY0331,OTPO,paerau,Hydro,Hydro,105.882
2020-01-05,HWA,HWA1101,TRUS,patea,Hydro,Hydro,39.762
2020-01-05,PPI,PPI2201,CTCT,poihipi,Geo,Geo,1014.729
2020-01-05,RPO,RPO2201,GENE,rangipo,Hydro,Hydro,1125.82
2020-01-05,WRK,WRK0331,HAWK,rotokawa,Geo,Geo,621.331
2020-01-05,ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,993.938
2020-01-05,ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,3095.015
2020-01-05,SWN,SWN2201,MRPL,southdown,Gas,Thrml,3.18
2020-01-05,SFD,SFD2201,CTCT,stratford,Gas,Thrml,0.0
2020-01-05,WDV,WDV1101,MERI,te_apiti,Wind,Wind,1107.619
2020-01-05,THI,THI2201,CTCT,te_mihi,Geo,Geo,3899.645
