month,kind,provenance,small_icps,larger_icps,utility_icps,total_solar_icps,small_mw,larger_mw,utility_observed_baseline_mw,utility_pipeline_provisional_mw,utility_mw,total_solar_mw,utility_pipeline_project_count,utility_pipeline_projects_due_this_month,official_total_icps,official_total_mw,reconciliation_error_icps,reconciliation_error_mw,low_10pct_small_icps,mid_20pct_small_icps,high_30pct_small_icps,low_10pct_total_icps,mid_20pct_total_icps,high_30pct_total_icps,low_10pct_small_mw,mid_20pct_small_mw,high_30pct_small_mw,low_10pct_total_mw,mid_20pct_total_mw,high_30pct_total_mw
2023-08-31,modeled_history,Modeled historical split constrained to official EA national monthly solar totals,50121.55695909527,512.9285701219766,176.51447078275066,50811.0,224.69816720229954,81.73583279770047,0.0,0.0,0.0,306.434,0,,50811.0,306.434,0.0,0.0,,,,,,,,,,,,
2023-09-30,modeled_history,Modeled historical split constrained to official EA national monthly solar totals,51081.354540744906,524.7844689647978,177.86099029029663,51784.0,229.21191434735942,83.62508565264058,0.0,0.0,0.0,312.837,0,,51784.0,312.837,0.0,0.0,,,,,,,,,,,,
2023-10-31,modeled_history,Modeled historical split constrained to official EA national monthly solar totals,51980.979817686806,536.9144066222982,178.1057756908956,52696.0,235.41149921712008,85.55800694806425,1.0874938348156957,0.0,1.0874938348156957,322.057,0,,52696.0,322.057,0.0,0.0,,,,,,,,,,,,
2023-11-30,modeled_history,Modeled historical split constrained to official EA national monthly solar totals,55245.08074027535,549.3247172639021,210.59454246074893,56005.0,257.76133022210297,87.5356060420832,25.777063735813837,0.0,25.777063735813837,371.074,0,,56005.0,371.074,0.0,0.0,,,,,,,,,,,,
2023-12-31,modeled_history,Modeled historical split constrained to official EA national monthly solar totals,56053.95434454328,562.0218814678642,209.02377398885665,56825.0,262.672818369084,89.55891562324612,25.99026600766988,0.0,25.99026600766988,378.222,0,,56825.0,378.222,0.0,0.0,,,,,,,,,,,,
2024-01-31,modeled_history,Modeled historical split constrained to official EA national monthly solar totals,56699.0803655082,575.0125296053828,204.907104886419,57479.0,266.0927417425286,91.62899224980151,25.99026600766988,0.0,25.99026600766988,383.712,0,,57479.0,383.712,0.0,0.0,,,,,,,,,,,,
2024-02-29,modeled_history,Modeled historical split constrained to official EA national monthly solar totals,57694.38947124765,588.3034453029331,205.30708344942013,58488.0,271.54081709090514,93.74691690142497,25.99026600766988,0.0,25.99026600766988,391.278,0,,58488.0,391.278,0.0,0.0,,,,,,,,,,,,
2024-03-31,modeled_history,Modeled historical split constrained to official EA national monthly solar totals,58770.58593741389,601.9015689846306,206.5124936014804,59579.0,277.3467434260737,95.9137955436994,26.23746103022687,0.0,26.23746103022687,399.498,0,,59579.0,399.498,0.0,0.0,,,,,,,,,,,,
2024-04-30,modeled_history,Modeled historical split constrained to official EA national monthly solar totals,59968.11344422032,615.8140014964719,209.0725542832098,60793.0,283.4081198437269,98.13075970564252,27.542120450630613,0.0,27.542120450630613,409.081,0,,60793.0,409.081,0.0,0.0,,,,,,,,,,,,
2024-05-31,modeled_history,Modeled historical split constrained to official EA national monthly solar totals,61834.441321384875,630.0480078143477,220.51067080077758,62685.0,292.74393013666804,100.39896707058348,32.71510279274848,0.0,32.71510279274848,425.858,0,,62685.0,425.858,0.0,0.0,,,,,,,,,,,,
