date,series_type,plant_group,site_code,site,island_code,flow_type,flow_m3s,volume_mm3_day,quality_code,source_file
1985-06-19,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,8.715277777777777,0.753,200,SI_HWE_Spill_LakeHawea.csv
1985-06-19,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,27.835648148148145,2.405,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-19,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-19,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-19,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,323.20601851851853,27.925,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-19,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-19,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,108.28703703703702,9.356,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-19,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,109.97685185185185,9.502,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-20,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,8.541666666666666,0.738,200,SI_HWE_Spill_LakeHawea.csv
1985-06-20,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,25.74074074074074,2.224,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-20,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-20,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-20,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,328.94675925925924,28.421,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-20,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.20833333333333331,0.018,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-20,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,89.81481481481481,7.76,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-20,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,91.52777777777777,7.908,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-21,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,8.391203703703702,0.725,200,SI_HWE_Spill_LakeHawea.csv
1985-06-21,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,28.796296296296294,2.488,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-21,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-21,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-21,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,331.49305555555554,28.641,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-21,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.046296296296296294,0.004,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-21,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,108.66898148148147,9.389,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-21,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,109.40972222222221,9.453,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-22,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,8.310185185185185,0.718,200,SI_HWE_Spill_LakeHawea.csv
1985-06-22,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,24.86111111111111,2.148,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-22,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-22,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-22,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,325.8796296296296,28.156,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-22,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.011574074074074073,0.001,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-22,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,108.42592592592592,9.368,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-22,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,38.79629629629629,3.352,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-23,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,8.263888888888888,0.714,200,SI_HWE_Spill_LakeHawea.csv
1985-06-23,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,21.90972222222222,1.893,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-23,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-23,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-23,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,317.65046296296293,27.445,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-23,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-23,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,103.77314814814814,8.966,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-23,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,38.56481481481481,3.332,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-24,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,8.217592592592592,0.71,200,SI_HWE_Spill_LakeHawea.csv
1985-06-24,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,20.266203703703702,1.751,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-24,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-24,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-24,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,311.2731481481481,26.894,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-24,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-24,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,107.92824074074073,9.325,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-24,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,38.28703703703703,3.308,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-25,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,8.148148148148147,0.704,200,SI_HWE_Spill_LakeHawea.csv
1985-06-25,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,12.199074074074074,1.054,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-25,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-25,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-25,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,304.1203703703703,26.276,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-25,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.011574074074074073,0.001,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-25,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,108.15972222222223,9.345,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-25,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,121.16898148148147,10.469,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-26,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,8.148148148148147,0.704,200,SI_HWE_Spill_LakeHawea.csv
1985-06-26,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.3472222222222222,0.03,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-26,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-26,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-26,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,296.099537037037,25.583,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-26,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-26,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,108.15972222222223,9.345,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-26,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,115.0,9.936,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-27,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,8.067129629629628,0.697,200,SI_HWE_Spill_LakeHawea.csv
1985-06-27,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.33564814814814814,0.029,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-27,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-27,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-27,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,287.5462962962963,24.844,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-27,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-27,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,107.66203703703702,9.302,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-27,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,115.64814814814815,9.992,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-28,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.905092592592593,0.683,200,SI_HWE_Spill_LakeHawea.csv
1985-06-28,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.32407407407407407,0.028,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-28,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-28,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-28,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,256.261574074074,22.141,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-28,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-28,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,107.40740740740739,9.28,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-28,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,83.09027777777777,7.179,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-29,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.905092592592593,0.683,200,SI_HWE_Spill_LakeHawea.csv
1985-06-29,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.3125,0.027,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-29,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-29,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-29,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,231.7824074074074,20.026,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-29,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-29,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,107.88194444444443,9.321,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-29,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,82.63888888888889,7.14,200,NI_TPO_Spill_LakeTaupo.csv
1985-06-30,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.928240740740741,0.685,200,SI_HWE_Spill_LakeHawea.csv
1985-06-30,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.3125,0.027,200,SI_MAN_Spill_LakeManapouri.csv
1985-06-30,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-06-30,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-06-30,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,231.3773148148148,19.991,200,SI_TAU_Spill_LakeTeAnau.csv
1985-06-30,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.1388888888888889,0.012,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-06-30,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,108.63425925925924,9.386,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-06-30,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,41.63194444444444,3.597,200,NI_TPO_Spill_LakeTaupo.csv
1985-07-01,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.916666666666667,0.684,200,SI_HWE_Spill_LakeHawea.csv
1985-07-01,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.32407407407407407,0.028,200,SI_MAN_Spill_LakeManapouri.csv
1985-07-01,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-07-01,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-07-01,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,230.21990740740736,19.891,200,SI_TAU_Spill_LakeTeAnau.csv
1985-07-01,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.7986111111111112,0.069,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-07-01,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,85.01157407407406,7.345,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-07-01,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,97.37268518518518,8.413,200,NI_TPO_Spill_LakeTaupo.csv
1985-07-02,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.928240740740741,0.685,200,SI_HWE_Spill_LakeHawea.csv
1985-07-02,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.33564814814814814,0.029,200,SI_MAN_Spill_LakeManapouri.csv
1985-07-02,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-07-02,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-07-02,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,227.92824074074073,19.693,200,SI_TAU_Spill_LakeTeAnau.csv
1985-07-02,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.5208333333333333,0.045,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-07-02,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,68.49537037037037,5.918,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-07-02,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,96.80555555555556,8.364,200,NI_TPO_Spill_LakeTaupo.csv
1985-07-03,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.928240740740741,0.685,200,SI_HWE_Spill_LakeHawea.csv
1985-07-03,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.3125,0.027,200,SI_MAN_Spill_LakeManapouri.csv
1985-07-03,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-07-03,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-07-03,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,205.1851851851852,17.728,200,SI_TAU_Spill_LakeTeAnau.csv
1985-07-03,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-07-03,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,107.87037037037037,9.32,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-07-03,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,97.16435185185185,8.395,200,NI_TPO_Spill_LakeTaupo.csv
1985-07-04,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.893518518518519,0.682,200,SI_HWE_Spill_LakeHawea.csv
1985-07-04,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,9.872685185185185,0.853,200,SI_MAN_Spill_LakeManapouri.csv
1985-07-04,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-07-04,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-07-04,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,189.58333333333331,16.38,200,SI_TAU_Spill_LakeTeAnau.csv
1985-07-04,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.2546296296296296,0.022,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-07-04,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,109.09722222222221,9.426,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-07-04,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,83.47222222222221,7.212,200,NI_TPO_Spill_LakeTaupo.csv
1985-07-05,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.939814814814815,0.686,200,SI_HWE_Spill_LakeHawea.csv
1985-07-05,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,20.277777777777775,1.752,200,SI_MAN_Spill_LakeManapouri.csv
1985-07-05,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-07-05,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-07-05,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,200.9375,17.361,200,SI_TAU_Spill_LakeTeAnau.csv
1985-07-05,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-07-05,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,107.97453703703704,9.329,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-07-05,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,83.26388888888889,7.194,200,NI_TPO_Spill_LakeTaupo.csv
1985-07-06,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.916666666666667,0.684,200,SI_HWE_Spill_LakeHawea.csv
1985-07-06,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,13.958333333333332,1.206,200,SI_MAN_Spill_LakeManapouri.csv
1985-07-06,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-07-06,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-07-06,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,207.24537037037035,17.906,200,SI_TAU_Spill_LakeTeAnau.csv
1985-07-06,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-07-06,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,108.02083333333333,9.333,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-07-06,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,67.68518518518518,5.848,200,NI_TPO_Spill_LakeTaupo.csv
1985-07-07,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.905092592592593,0.683,200,SI_HWE_Spill_LakeHawea.csv
1985-07-07,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,31.203703703703702,2.696,200,SI_MAN_Spill_LakeManapouri.csv
1985-07-07,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-07-07,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-07-07,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,213.21759259259258,18.422,200,SI_TAU_Spill_LakeTeAnau.csv
1985-07-07,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-07-07,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,107.70833333333331,9.306,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-07-07,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,67.75462962962963,5.854,200,NI_TPO_Spill_LakeTaupo.csv
1985-07-08,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.916666666666667,0.684,200,SI_HWE_Spill_LakeHawea.csv
1985-07-08,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,93.55324074074073,8.083,200,SI_MAN_Spill_LakeManapouri.csv
1985-07-08,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-07-08,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-07-08,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,183.90046296296293,15.889,200,SI_TAU_Spill_LakeTeAnau.csv
1985-07-08,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.011574074074074073,0.001,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-07-08,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,107.99768518518518,9.331,200,SI_TKA_Spill_LakeTekapoGate17.csv
1985-07-08,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,101.33101851851852,8.755,200,NI_TPO_Spill_LakeTaupo.csv
1985-07-09,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,7.893518518518519,0.682,200,SI_HWE_Spill_LakeHawea.csv
1985-07-09,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,93.93518518518518,8.116,200,SI_MAN_Spill_LakeManapouri.csv
1985-07-09,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,0.0,0.0,200,SI_OHA_Spill_LakeOhau.csv
1985-07-09,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1985-07-09,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,181.25,15.66,200,SI_TAU_Spill_LakeTeAnau.csv
1985-07-09,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1985-07-09,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,108.09027777777777,9.339,200,SI_TKA_Spill_LakeTekapoGate17.csv
