date,series_type,plant_group,site_code,site,island_code,flow_type,flow_m3s,volume_mm3_day,quality_code,source_file
1996-07-05,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,202.92824074074073,17.533,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-05,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-05,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,3.587962962962963,0.31,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-05,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,220.86805555555551,19.083,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-06,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,161.5625,13.959,200,SI_HWE_Spill_LakeHawea.csv
1996-07-06,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-06,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.143518518518519,0.79,200,SI_OHA_Spill_LakeOhau.csv
1996-07-06,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-06,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,205.19675925925924,17.729,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-06,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-06,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-06,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,220.5324074074074,19.054,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-07,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,149.71064814814815,12.935,200,SI_HWE_Spill_LakeHawea.csv
1996-07-07,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-07,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.143518518518519,0.79,200,SI_OHA_Spill_LakeOhau.csv
1996-07-07,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-07,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,204.36342592592592,17.657,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-07,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-07,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-07,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,206.7361111111111,17.862,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-08,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,125.67129629629629,10.858,200,SI_HWE_Spill_LakeHawea.csv
1996-07-08,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-08,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.074074074074074,0.784,200,SI_OHA_Spill_LakeOhau.csv
1996-07-08,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-08,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,205.55555555555557,17.76,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-08,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-08,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.8680555555555555,0.075,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-08,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,194.38657407407408,16.795,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-09,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,156.96759259259258,13.562,200,SI_HWE_Spill_LakeHawea.csv
1996-07-09,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-09,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.0625,0.783,200,SI_OHA_Spill_LakeOhau.csv
1996-07-09,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-09,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,206.05324074074073,17.803,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-09,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-09,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-09,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,194.224537037037,16.781,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-10,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,177.98611111111111,15.378,200,SI_HWE_Spill_LakeHawea.csv
1996-07-10,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-10,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.0625,0.783,200,SI_OHA_Spill_LakeOhau.csv
1996-07-10,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-10,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,204.35185185185182,17.656,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-10,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-10,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-10,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,193.91203703703704,16.754,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-11,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,177.24537037037035,15.314,200,SI_HWE_Spill_LakeHawea.csv
1996-07-11,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-11,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.0625,0.783,200,SI_OHA_Spill_LakeOhau.csv
1996-07-11,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-11,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,201.4699074074074,17.407,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-11,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-11,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-11,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,206.42361111111111,17.835,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-12,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,176.7476851851852,15.271,200,SI_HWE_Spill_LakeHawea.csv
1996-07-12,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-12,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.0625,0.783,200,SI_OHA_Spill_LakeOhau.csv
1996-07-12,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-12,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,199.4212962962963,17.23,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-12,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-12,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-12,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,234.07407407407408,20.224,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-13,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,176.21527777777777,15.225,200,SI_HWE_Spill_LakeHawea.csv
1996-07-13,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-13,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.050925925925926,0.782,200,SI_OHA_Spill_LakeOhau.csv
1996-07-13,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-13,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,202.23379629629628,17.473,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-13,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-13,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-13,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,224.97685185185182,19.438,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-14,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,175.55555555555554,15.168,200,SI_HWE_Spill_LakeHawea.csv
1996-07-14,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-14,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.039351851851851,0.781,200,SI_OHA_Spill_LakeOhau.csv
1996-07-14,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-14,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,203.42592592592592,17.576,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-14,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-14,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,1.8981481481481481,0.164,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-14,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,220.23148148148147,19.028,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-15,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,175.05787037037035,15.125,200,SI_HWE_Spill_LakeHawea.csv
1996-07-15,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-15,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.12037037037037,0.788,200,SI_OHA_Spill_LakeOhau.csv
1996-07-15,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-15,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,202.02546296296293,17.455,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-15,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-15,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-15,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,210.76388888888889,18.21,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-16,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,174.5601851851852,15.082,200,SI_HWE_Spill_LakeHawea.csv
1996-07-16,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-16,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.143518518518519,0.79,200,SI_OHA_Spill_LakeOhau.csv
1996-07-16,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-16,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,201.81712962962962,17.437,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-16,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-16,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-16,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,185.8912037037037,16.061,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-17,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,173.99305555555554,15.033,200,SI_HWE_Spill_LakeHawea.csv
1996-07-17,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-17,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.00462962962963,0.778,200,SI_OHA_Spill_LakeOhau.csv
1996-07-17,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-17,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,190.32407407407405,16.444,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-17,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-17,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-17,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,165.83333333333331,14.328,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-18,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,189.10879629629628,16.339,200,SI_HWE_Spill_LakeHawea.csv
1996-07-18,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-18,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,8.958333333333334,0.774,200,SI_OHA_Spill_LakeOhau.csv
1996-07-18,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-18,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,160.06944444444443,13.83,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-18,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-18,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-18,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,166.44675925925927,14.381,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-19,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,174.12037037037038,15.044,200,SI_HWE_Spill_LakeHawea.csv
1996-07-19,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-19,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,8.993055555555555,0.777,200,SI_OHA_Spill_LakeOhau.csv
1996-07-19,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-19,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,159.79166666666666,13.806,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-19,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-19,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-19,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,104.69907407407406,9.046,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-20,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,63.0787037037037,5.45,200,SI_HWE_Spill_LakeHawea.csv
1996-07-20,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-20,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.016203703703704,0.779,200,SI_OHA_Spill_LakeOhau.csv
1996-07-20,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-20,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,159.05092592592592,13.742,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-20,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-20,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-20,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,53.05555555555555,4.584,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-21,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,30.42824074074074,2.629,200,SI_HWE_Spill_LakeHawea.csv
1996-07-21,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-21,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.050925925925926,0.782,200,SI_OHA_Spill_LakeOhau.csv
1996-07-21,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-21,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,159.6875,13.797,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-21,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-21,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-21,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,53.275462962962955,4.603,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-22,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,118.05555555555554,10.2,200,SI_HWE_Spill_LakeHawea.csv
1996-07-22,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-22,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.074074074074074,0.784,200,SI_OHA_Spill_LakeOhau.csv
1996-07-22,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-22,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,160.23148148148147,13.844,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-22,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-22,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-22,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,140.49768518518516,12.139,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-23,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,142.67361111111111,12.327,200,SI_HWE_Spill_LakeHawea.csv
1996-07-23,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-23,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.016203703703704,0.779,200,SI_OHA_Spill_LakeOhau.csv
1996-07-23,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-23,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,159.82638888888889,13.809,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-23,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-23,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-23,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,227.91666666666666,19.692,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-24,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,94.375,8.154,200,SI_HWE_Spill_LakeHawea.csv
1996-07-24,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-24,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.039351851851851,0.781,200,SI_OHA_Spill_LakeOhau.csv
1996-07-24,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-24,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,159.36342592592592,13.769,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-24,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-24,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-24,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,182.80092592592592,15.794,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-25,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,89.69907407407408,7.75,200,SI_HWE_Spill_LakeHawea.csv
1996-07-25,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-25,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.074074074074074,0.784,200,SI_OHA_Spill_LakeOhau.csv
1996-07-25,spill,Waitaki river,PKI,Lake Pukaki to Benmore via Pukaki River,SI,Spill/release,0.0,0.0,200,SI_PKI_Spill_LakePukaki.csv
1996-07-25,spill,Manapouri,TAU,Lake Te Anau outflow/spill,SI,Spill/release,159.4097222222222,13.773,200,SI_TAU_Spill_LakeTeAnau.csv
1996-07-25,spill,Waitaki river,TKA,Lake George Scott to Benmore via Tekapo River,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeGeorgeScottTekapoRiver.csv
1996-07-25,spill,Waitaki river,TKA,Lake Tekapo Gate 17 to Pukaki via Tekapo Canal,SI,Spill/release,0.0,0.0,200,SI_TKA_Spill_LakeTekapoGate17.csv
1996-07-25,spill,Waikato river,TPO,Lake Taupo outflow/spill,NI,Spill/release,183.1597222222222,15.825,200,NI_TPO_Spill_LakeTaupo.csv
1996-07-26,spill,Clutha,HWE,Lake Hawea outflow/spill,SI,Spill/release,89.56018518518519,7.738,200,SI_HWE_Spill_LakeHawea.csv
1996-07-26,spill,Manapouri,MAN,Manapouri spill,SI,Spill/release,0.1736111111111111,0.015,200,SI_MAN_Spill_LakeManapouri.csv
1996-07-26,spill,Waitaki river,OHA,Lake Ohau to Ruataniwha via Ohau River,SI,Spill/release,9.166666666666666,0.792,200,SI_OHA_Spill_LakeOhau.csv
