date,plant_group,site_code,reservoir,island_code,lake_level_m,active_storage_mm3,contingent_storage_mm3,total_storage_mm3,quality_code,source_file
2009-10-12,Clutha,HWE,Lake Hawea,SI,342.486,622.292,,622.292,320,SI_HWE_Storage_LakeHawea.csv
2009-10-12,Manapouri,MAN,Lake Manapouri,SI,178.043,302.494,,302.494,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-12,Waitaki river,OHA,Lake Ohau,SI,519.802,21.832,,21.832,320,SI_OHA_Storage_LakeOhau.csv
2009-10-12,Waitaki river,PKI,Lake Pukaki,SI,527.781,1596.597,,1596.597,320,SI_PKI_Storage_LakePukaki.csv
2009-10-12,Manapouri,TAU,Lake Te Anau,SI,202.2,471.463,,471.463,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-12,Waitaki river,TKA,Lake Tekapo,SI,707.155,272.256,0.0,272.256,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-12,Waikato river,TPO,Lake Taupo,NI,356.975,687.952,,687.952,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-12,Clutha,WAN,Lake Wanaka,SI,276.922,293.887,,293.887,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-12,Waikaremoana,WKA,Lake Waikaremoana,NI,582.833,133.529,,133.529,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-12,Clutha,WPU,Lake Wakatipu,SI,309.713,255.174,,255.174,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-13,Clutha,HWE,Lake Hawea,SI,342.498,624.05,,624.05,320,SI_HWE_Storage_LakeHawea.csv
2009-10-13,Manapouri,MAN,Lake Manapouri,SI,177.98,293.716,,293.716,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-13,Waitaki river,OHA,Lake Ohau,SI,519.796,21.418,,21.418,320,SI_OHA_Storage_LakeOhau.csv
2009-10-13,Waitaki river,PKI,Lake Pukaki,SI,527.753,1591.817,,1591.817,320,SI_PKI_Storage_LakePukaki.csv
2009-10-13,Manapouri,TAU,Lake Te Anau,SI,202.159,456.816,,456.816,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-13,Waitaki river,TKA,Lake Tekapo,SI,707.106,267.729,0.0,267.729,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-13,Waikato river,TPO,Lake Taupo,NI,356.97,684.743,,684.743,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-13,Clutha,WAN,Lake Wanaka,SI,276.896,288.892,,288.892,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-13,Waikaremoana,WKA,Lake Waikaremoana,NI,582.84,133.897,,133.897,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-13,Clutha,WPU,Lake Wakatipu,SI,309.699,250.985,,250.985,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-14,Clutha,HWE,Lake Hawea,SI,342.506,625.202,,625.202,320,SI_HWE_Storage_LakeHawea.csv
2009-10-14,Manapouri,MAN,Lake Manapouri,SI,177.955,290.267,,290.267,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-14,Waitaki river,OHA,Lake Ohau,SI,519.791,21.125,,21.125,320,SI_OHA_Storage_LakeOhau.csv
2009-10-14,Waitaki river,PKI,Lake Pukaki,SI,527.717,1585.531,,1585.531,320,SI_PKI_Storage_LakePukaki.csv
2009-10-14,Manapouri,TAU,Lake Te Anau,SI,202.131,447.046,,447.046,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-14,Waitaki river,TKA,Lake Tekapo,SI,707.067,264.178,0.0,264.178,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-14,Waikato river,TPO,Lake Taupo,NI,356.961,679.326,,679.326,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-14,Clutha,WAN,Lake Wanaka,SI,276.875,284.798,,284.798,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-14,Waikaremoana,WKA,Lake Waikaremoana,NI,582.832,133.475,,133.475,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-14,Clutha,WPU,Lake Wakatipu,SI,309.688,247.96,,247.96,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-15,Clutha,HWE,Lake Hawea,SI,342.525,627.886,,627.886,320,SI_HWE_Storage_LakeHawea.csv
2009-10-15,Manapouri,MAN,Lake Manapouri,SI,177.928,286.418,,286.418,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-15,Waitaki river,OHA,Lake Ohau,SI,519.801,21.742,,21.742,320,SI_OHA_Storage_LakeOhau.csv
2009-10-15,Waitaki river,PKI,Lake Pukaki,SI,527.672,1577.815,,1577.815,320,SI_PKI_Storage_LakePukaki.csv
2009-10-15,Manapouri,TAU,Lake Te Anau,SI,202.163,458.396,,458.396,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-15,Waitaki river,TKA,Lake Tekapo,SI,707.05,262.571,0.0,262.571,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-15,Waikato river,TPO,Lake Taupo,NI,356.966,682.149,,682.149,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-15,Clutha,WAN,Lake Wanaka,SI,276.888,287.402,,287.402,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-15,Waikaremoana,WKA,Lake Waikaremoana,NI,582.827,133.216,,133.216,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-15,Clutha,WPU,Lake Wakatipu,SI,309.692,249.011,,249.011,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-16,Clutha,HWE,Lake Hawea,SI,342.526,628.065,,628.065,320,SI_HWE_Storage_LakeHawea.csv
2009-10-16,Manapouri,MAN,Lake Manapouri,SI,177.902,282.83,,282.83,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-16,Waitaki river,OHA,Lake Ohau,SI,519.818,22.789,,22.789,320,SI_OHA_Storage_LakeOhau.csv
2009-10-16,Waitaki river,PKI,Lake Pukaki,SI,527.638,1572.288,,1572.288,320,SI_PKI_Storage_LakePukaki.csv
2009-10-16,Manapouri,TAU,Lake Te Anau,SI,202.156,456.0,,456.0,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-16,Waitaki river,TKA,Lake Tekapo,SI,707.002,258.158,0.0,258.158,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-16,Waikato river,TPO,Lake Taupo,NI,356.987,695.054,,695.054,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-16,Clutha,WAN,Lake Wanaka,SI,276.892,288.25,,288.25,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-16,Waikaremoana,WKA,Lake Waikaremoana,NI,582.855,134.681,,134.681,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-16,Clutha,WPU,Lake Wakatipu,SI,309.695,249.942,,249.942,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-17,Clutha,HWE,Lake Hawea,SI,342.523,627.571,,627.571,320,SI_HWE_Storage_LakeHawea.csv
2009-10-17,Manapouri,MAN,Lake Manapouri,SI,177.88,279.817,,279.817,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-17,Waitaki river,OHA,Lake Ohau,SI,519.829,23.472,,23.472,320,SI_OHA_Storage_LakeOhau.csv
2009-10-17,Waitaki river,PKI,Lake Pukaki,SI,527.623,1569.514,,1569.514,320,SI_PKI_Storage_LakePukaki.csv
2009-10-17,Manapouri,TAU,Lake Te Anau,SI,202.154,455.076,,455.076,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-17,Waitaki river,TKA,Lake Tekapo,SI,706.955,253.823,0.0,253.823,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-17,Waikato river,TPO,Lake Taupo,NI,357.004,705.594,,705.594,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-17,Clutha,WAN,Lake Wanaka,SI,276.896,288.851,,288.851,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-17,Waikaremoana,WKA,Lake Waikaremoana,NI,582.857,134.787,,134.787,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-17,Clutha,WPU,Lake Wakatipu,SI,309.712,254.897,,254.897,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-18,Clutha,HWE,Lake Hawea,SI,342.511,625.974,,625.974,320,SI_HWE_Storage_LakeHawea.csv
2009-10-18,Manapouri,MAN,Lake Manapouri,SI,177.856,276.49,,276.49,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-18,Waitaki river,OHA,Lake Ohau,SI,519.797,21.506,,21.506,320,SI_OHA_Storage_LakeOhau.csv
2009-10-18,Waitaki river,PKI,Lake Pukaki,SI,527.608,1567.259,,1567.259,320,SI_PKI_Storage_LakePukaki.csv
2009-10-18,Manapouri,TAU,Lake Te Anau,SI,202.147,452.632,,452.632,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-18,Waitaki river,TKA,Lake Tekapo,SI,706.912,249.886,0.0,249.886,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-18,Waikato river,TPO,Lake Taupo,NI,357.029,721.024,,721.024,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-18,Clutha,WAN,Lake Wanaka,SI,276.905,290.665,,290.665,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-18,Waikaremoana,WKA,Lake Waikaremoana,NI,582.861,134.998,,134.998,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-18,Clutha,WPU,Lake Wakatipu,SI,309.722,257.607,,257.607,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-19,Clutha,HWE,Lake Hawea,SI,342.503,624.766,,624.766,320,SI_HWE_Storage_LakeHawea.csv
2009-10-19,Manapouri,MAN,Lake Manapouri,SI,177.81,270.037,,270.037,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-19,Waitaki river,OHA,Lake Ohau,SI,519.789,20.974,,20.974,320,SI_OHA_Storage_LakeOhau.csv
2009-10-19,Waitaki river,PKI,Lake Pukaki,SI,527.593,1564.179,,1564.179,320,SI_PKI_Storage_LakePukaki.csv
2009-10-19,Manapouri,TAU,Lake Te Anau,SI,202.137,449.093,,449.093,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-19,Waitaki river,TKA,Lake Tekapo,SI,706.865,245.594,0.0,245.594,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-19,Waikato river,TPO,Lake Taupo,NI,357.035,724.462,,724.462,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-19,Clutha,WAN,Lake Wanaka,SI,276.907,291.071,,291.071,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-19,Waikaremoana,WKA,Lake Waikaremoana,NI,582.859,134.892,,134.892,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-19,Clutha,WPU,Lake Wakatipu,SI,309.731,260.379,,260.379,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-20,Clutha,HWE,Lake Hawea,SI,342.486,622.353,,622.353,320,SI_HWE_Storage_LakeHawea.csv
2009-10-20,Manapouri,MAN,Lake Manapouri,SI,177.773,264.864,,264.864,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-20,Waitaki river,OHA,Lake Ohau,SI,519.8,21.693,,21.693,320,SI_OHA_Storage_LakeOhau.csv
2009-10-20,Waitaki river,PKI,Lake Pukaki,SI,527.546,1556.319,,1556.319,320,SI_PKI_Storage_LakePukaki.csv
2009-10-20,Manapouri,TAU,Lake Te Anau,SI,202.113,440.778,,440.778,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-20,Waitaki river,TKA,Lake Tekapo,SI,706.823,241.699,0.0,241.699,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-20,Waikato river,TPO,Lake Taupo,NI,357.03,721.18,,721.18,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-20,Clutha,WAN,Lake Wanaka,SI,276.898,289.334,,289.334,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-20,Waikaremoana,WKA,Lake Waikaremoana,NI,582.858,134.838,,134.838,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-20,Clutha,WPU,Lake Wakatipu,SI,309.732,260.435,,260.435,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-21,Clutha,HWE,Lake Hawea,SI,342.482,621.808,,621.808,320,SI_HWE_Storage_LakeHawea.csv
2009-10-21,Manapouri,MAN,Lake Manapouri,SI,177.734,259.429,,259.429,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-21,Waitaki river,OHA,Lake Ohau,SI,519.805,22.016,,22.016,320,SI_OHA_Storage_LakeOhau.csv
2009-10-21,Waitaki river,PKI,Lake Pukaki,SI,527.518,1551.611,,1551.611,320,SI_PKI_Storage_LakePukaki.csv
2009-10-21,Manapouri,TAU,Lake Te Anau,SI,202.101,436.707,,436.707,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-21,Waitaki river,TKA,Lake Tekapo,SI,706.782,237.919,0.0,237.919,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-21,Waikato river,TPO,Lake Taupo,NI,357.024,717.432,,717.432,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-21,Clutha,WAN,Lake Wanaka,SI,276.897,289.104,,289.104,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-21,Waikaremoana,WKA,Lake Waikaremoana,NI,582.866,135.26,,135.26,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-21,Clutha,WPU,Lake Wakatipu,SI,309.731,260.127,,260.127,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-22,Clutha,HWE,Lake Hawea,SI,342.458,618.362,,618.362,320,SI_HWE_Storage_LakeHawea.csv
2009-10-22,Manapouri,MAN,Lake Manapouri,SI,177.774,265.055,,265.055,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-22,Waitaki river,OHA,Lake Ohau,SI,519.802,21.812,,21.812,320,SI_OHA_Storage_LakeOhau.csv
2009-10-22,Waitaki river,PKI,Lake Pukaki,SI,527.486,1546.104,,1546.104,320,SI_PKI_Storage_LakePukaki.csv
2009-10-22,Manapouri,TAU,Lake Te Anau,SI,202.104,437.76,,437.76,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-22,Waitaki river,TKA,Lake Tekapo,SI,706.746,234.612,0.0,234.612,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-22,Waikato river,TPO,Lake Taupo,NI,357.016,712.778,,712.778,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-22,Clutha,WAN,Lake Wanaka,SI,276.884,286.571,,286.571,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-22,Waikaremoana,WKA,Lake Waikaremoana,NI,582.85,134.419,,134.419,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-22,Clutha,WPU,Lake Wakatipu,SI,309.719,256.832,,256.832,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-23,Clutha,HWE,Lake Hawea,SI,342.437,615.34,,615.34,320,SI_HWE_Storage_LakeHawea.csv
2009-10-23,Manapouri,MAN,Lake Manapouri,SI,177.748,261.415,,261.415,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-23,Waitaki river,OHA,Lake Ohau,SI,519.789,21.021,,21.021,320,SI_OHA_Storage_LakeOhau.csv
2009-10-23,Waitaki river,PKI,Lake Pukaki,SI,527.471,1543.772,,1543.772,320,SI_PKI_Storage_LakePukaki.csv
2009-10-23,Manapouri,TAU,Lake Te Anau,SI,202.085,431.094,,431.094,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-23,Waitaki river,TKA,Lake Tekapo,SI,706.712,231.556,0.0,231.556,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-23,Waikato river,TPO,Lake Taupo,NI,357.019,714.307,,714.307,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-23,Clutha,WAN,Lake Wanaka,SI,276.876,285.146,,285.146,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-23,Waikaremoana,WKA,Lake Waikaremoana,NI,582.836,133.686,,133.686,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-23,Clutha,WPU,Lake Wakatipu,SI,309.715,255.734,,255.734,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-24,Clutha,HWE,Lake Hawea,SI,342.421,613.065,,613.065,320,SI_HWE_Storage_LakeHawea.csv
2009-10-24,Manapouri,MAN,Lake Manapouri,SI,177.695,254.065,,254.065,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-24,Waitaki river,OHA,Lake Ohau,SI,519.815,22.59,,22.59,320,SI_OHA_Storage_LakeOhau.csv
2009-10-24,Waitaki river,PKI,Lake Pukaki,SI,527.448,1539.593,,1539.593,320,SI_PKI_Storage_LakePukaki.csv
2009-10-24,Manapouri,TAU,Lake Te Anau,SI,202.062,422.78,,422.78,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-24,Waitaki river,TKA,Lake Tekapo,SI,706.695,229.957,0.0,229.957,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-24,Waikato river,TPO,Lake Taupo,NI,357.016,712.852,,712.852,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-24,Clutha,WAN,Lake Wanaka,SI,276.87,283.874,,283.874,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-24,Waikaremoana,WKA,Lake Waikaremoana,NI,582.82,132.848,,132.848,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-24,Clutha,WPU,Lake Wakatipu,SI,309.711,254.429,,254.429,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-25,Clutha,HWE,Lake Hawea,SI,342.41,611.435,,611.435,320,SI_HWE_Storage_LakeHawea.csv
2009-10-25,Manapouri,MAN,Lake Manapouri,SI,177.641,246.453,,246.453,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-25,Waitaki river,OHA,Lake Ohau,SI,519.833,23.747,,23.747,320,SI_OHA_Storage_LakeOhau.csv
2009-10-25,Waitaki river,PKI,Lake Pukaki,SI,527.43,1536.845,,1536.845,320,SI_PKI_Storage_LakePukaki.csv
2009-10-25,Manapouri,TAU,Lake Te Anau,SI,202.036,413.848,,413.848,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-25,Waitaki river,TKA,Lake Tekapo,SI,706.695,229.961,0.0,229.961,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-25,Waikato river,TPO,Lake Taupo,NI,357.016,712.852,,712.852,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-25,Clutha,WAN,Lake Wanaka,SI,276.86,282.036,,282.036,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-25,Waikaremoana,WKA,Lake Waikaremoana,NI,582.801,131.853,,131.853,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-25,Clutha,WPU,Lake Wakatipu,SI,309.705,252.611,,252.611,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-26,Clutha,HWE,Lake Hawea,SI,342.384,607.827,,607.827,320,SI_HWE_Storage_LakeHawea.csv
2009-10-26,Manapouri,MAN,Lake Manapouri,SI,177.629,244.79,,244.79,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-26,Waitaki river,OHA,Lake Ohau,SI,519.832,23.699,,23.699,320,SI_OHA_Storage_LakeOhau.csv
2009-10-26,Waitaki river,PKI,Lake Pukaki,SI,527.432,1537.356,,1537.356,320,SI_PKI_Storage_LakePukaki.csv
2009-10-26,Manapouri,TAU,Lake Te Anau,SI,202.027,410.394,,410.394,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-26,Waitaki river,TKA,Lake Tekapo,SI,706.699,230.355,0.0,230.355,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-26,Waikato river,TPO,Lake Taupo,NI,357.01,709.41,,709.41,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-26,Clutha,WAN,Lake Wanaka,SI,276.845,279.009,,279.009,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-26,Waikaremoana,WKA,Lake Waikaremoana,NI,582.783,130.91,,130.91,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-26,Clutha,WPU,Lake Wakatipu,SI,309.702,251.992,,251.992,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-27,Clutha,HWE,Lake Hawea,SI,342.373,606.15,,606.15,320,SI_HWE_Storage_LakeHawea.csv
2009-10-27,Manapouri,MAN,Lake Manapouri,SI,177.617,243.188,,243.188,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-27,Waitaki river,OHA,Lake Ohau,SI,519.787,20.847,,20.847,320,SI_OHA_Storage_LakeOhau.csv
2009-10-27,Waitaki river,PKI,Lake Pukaki,SI,527.439,1538.266,,1538.266,320,SI_PKI_Storage_LakePukaki.csv
2009-10-27,Manapouri,TAU,Lake Te Anau,SI,202.027,410.416,,410.416,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-27,Waitaki river,TKA,Lake Tekapo,SI,706.717,231.978,0.0,231.978,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-27,Waikato river,TPO,Lake Taupo,NI,357.008,707.811,,707.811,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-27,Clutha,WAN,Lake Wanaka,SI,276.841,278.296,,278.296,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-27,Waikaremoana,WKA,Lake Waikaremoana,NI,582.769,130.174,,130.174,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-27,Clutha,WPU,Lake Wakatipu,SI,309.703,252.179,,252.179,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-28,Clutha,HWE,Lake Hawea,SI,342.358,604.099,,604.099,320,SI_HWE_Storage_LakeHawea.csv
2009-10-28,Manapouri,MAN,Lake Manapouri,SI,177.596,240.244,,240.244,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-28,Waitaki river,OHA,Lake Ohau,SI,519.791,21.118,,21.118,320,SI_OHA_Storage_LakeOhau.csv
2009-10-28,Waitaki river,PKI,Lake Pukaki,SI,527.393,1529.881,,1529.881,320,SI_PKI_Storage_LakePukaki.csv
2009-10-28,Manapouri,TAU,Lake Te Anau,SI,202.018,407.424,,407.424,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-28,Waitaki river,TKA,Lake Tekapo,SI,706.72,232.253,0.0,232.253,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-28,Waikato river,TPO,Lake Taupo,NI,357.003,704.531,,704.531,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-28,Clutha,WAN,Lake Wanaka,SI,276.832,276.482,,276.482,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-28,Waikaremoana,WKA,Lake Waikaremoana,NI,582.819,132.794,,132.794,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-28,Clutha,WPU,Lake Wakatipu,SI,309.701,251.539,,251.539,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-29,Clutha,HWE,Lake Hawea,SI,342.338,601.186,,601.186,320,SI_HWE_Storage_LakeHawea.csv
2009-10-29,Manapouri,MAN,Lake Manapouri,SI,177.617,243.092,,243.092,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-29,Waitaki river,OHA,Lake Ohau,SI,519.797,21.528,,21.528,320,SI_OHA_Storage_LakeOhau.csv
2009-10-29,Waitaki river,PKI,Lake Pukaki,SI,527.357,1524.051,,1524.051,320,SI_PKI_Storage_LakePukaki.csv
2009-10-29,Manapouri,TAU,Lake Te Anau,SI,202.009,404.147,,404.147,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-29,Waitaki river,TKA,Lake Tekapo,SI,706.715,231.79,0.0,231.79,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-29,Waikato river,TPO,Lake Taupo,NI,356.993,698.954,,698.954,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-29,Clutha,WAN,Lake Wanaka,SI,276.814,273.066,,273.066,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-29,Waikaremoana,WKA,Lake Waikaremoana,NI,582.834,133.581,,133.581,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-29,Clutha,WPU,Lake Wakatipu,SI,309.692,248.865,,248.865,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-30,Clutha,HWE,Lake Hawea,SI,342.316,598.034,,598.034,320,SI_HWE_Storage_LakeHawea.csv
2009-10-30,Manapouri,MAN,Lake Manapouri,SI,177.6,240.732,,240.732,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-30,Waitaki river,OHA,Lake Ohau,SI,519.798,21.548,,21.548,320,SI_OHA_Storage_LakeOhau.csv
2009-10-30,Waitaki river,PKI,Lake Pukaki,SI,527.323,1518.367,,1518.367,320,SI_PKI_Storage_LakePukaki.csv
2009-10-30,Manapouri,TAU,Lake Te Anau,SI,201.981,394.485,,394.485,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-30,Waitaki river,TKA,Lake Tekapo,SI,706.693,229.793,0.0,229.793,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-30,Waikato river,TPO,Lake Taupo,NI,356.974,686.81,,686.81,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-30,Clutha,WAN,Lake Wanaka,SI,276.799,270.262,,270.262,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-30,Waikaremoana,WKA,Lake Waikaremoana,NI,582.827,133.216,,133.216,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-30,Clutha,WPU,Lake Wakatipu,SI,309.683,246.474,,246.474,320,SI_WPU_Storage_LakeWakatipu.csv
2009-10-31,Clutha,HWE,Lake Hawea,SI,342.296,595.283,,595.283,320,SI_HWE_Storage_LakeHawea.csv
2009-10-31,Manapouri,MAN,Lake Manapouri,SI,177.565,235.907,,235.907,320,SI_MAN_Storage_LakeManapouri.csv
2009-10-31,Waitaki river,OHA,Lake Ohau,SI,519.797,21.477,,21.477,320,SI_OHA_Storage_LakeOhau.csv
2009-10-31,Waitaki river,PKI,Lake Pukaki,SI,527.308,1515.755,,1515.755,320,SI_PKI_Storage_LakePukaki.csv
2009-10-31,Manapouri,TAU,Lake Te Anau,SI,201.952,383.974,,383.974,320,SI_TAU_Storage_LakeTeAnau.csv
2009-10-31,Waitaki river,TKA,Lake Tekapo,SI,706.668,227.486,0.0,227.486,320,SI_TKA_Storage_LakeTekapo.csv
2009-10-31,Waikato river,TPO,Lake Taupo,NI,356.955,675.278,,675.278,320,NI_TPO_Storage_LakeTaupo.csv
2009-10-31,Clutha,WAN,Lake Wanaka,SI,276.786,267.641,,267.641,320,SI_WAN_Storage_LakeWanaka.csv
2009-10-31,Waikaremoana,WKA,Lake Waikaremoana,NI,582.81,132.324,,132.324,320,NI_WKA_Storage_LakeWaikaremoana.csv
2009-10-31,Clutha,WPU,Lake Wakatipu,SI,309.677,244.653,,244.653,320,SI_WPU_Storage_LakeWakatipu.csv
2009-11-01,Clutha,HWE,Lake Hawea,SI,342.285,593.721,,593.721,320,SI_HWE_Storage_LakeHawea.csv
2009-11-01,Manapouri,MAN,Lake Manapouri,SI,177.503,227.312,,227.312,320,SI_MAN_Storage_LakeManapouri.csv
2009-11-01,Waitaki river,OHA,Lake Ohau,SI,519.802,21.817,,21.817,320,SI_OHA_Storage_LakeOhau.csv
2009-11-01,Waitaki river,PKI,Lake Pukaki,SI,527.277,1510.551,,1510.551,320,SI_PKI_Storage_LakePukaki.csv
2009-11-01,Manapouri,TAU,Lake Te Anau,SI,201.928,375.681,,375.681,320,SI_TAU_Storage_LakeTeAnau.csv
2009-11-01,Waitaki river,TKA,Lake Tekapo,SI,706.666,227.351,0.0,227.351,320,SI_TKA_Storage_LakeTekapo.csv
2009-11-01,Waikato river,TPO,Lake Taupo,NI,356.934,662.904,,662.904,320,NI_TPO_Storage_LakeTaupo.csv
2009-11-01,Clutha,WAN,Lake Wanaka,SI,276.783,267.082,,267.082,320,SI_WAN_Storage_LakeWanaka.csv
