date,plant_group,site_code,reservoir,island_code,lake_level_m,active_storage_mm3,contingent_storage_mm3,total_storage_mm3,quality_code,source_file
1982-01-25,Clutha,HWE,Lake Hawea,SI,345.068,2019.599,,2019.599,320,SI_HWE_Storage_LakeHawea.csv
1982-01-25,Manapouri,MAN,Lake Manapouri,SI,178.469,361.897,,361.897,320,SI_MAN_Storage_LakeManapouri.csv
1982-01-25,Waitaki river,OHA,Lake Ohau,SI,520.175,44.992,,44.992,320,SI_OHA_Storage_LakeOhau.csv
1982-01-25,Waitaki river,PKI,Lake Pukaki,SI,529.16,1834.973,,1834.973,320,SI_PKI_Storage_LakePukaki.csv
1982-01-25,Manapouri,TAU,Lake Te Anau,SI,203.214,828.351,,828.351,320,SI_TAU_Storage_LakeTeAnau.csv
1982-01-25,Waitaki river,TKA,Lake Tekapo,SI,708.927,439.285,0.0,439.285,320,SI_TKA_Storage_LakeTekapo.csv
1982-01-25,Waikato river,TPO,Lake Taupo,NI,356.695,516.374,,516.374,320,NI_TPO_Storage_LakeTaupo.csv
1982-01-25,Clutha,WAN,Lake Wanaka,SI,277.767,457.013,,457.013,320,SI_WAN_Storage_LakeWanaka.csv
1982-01-25,Waikaremoana,WKA,Lake Waikaremoana,NI,581.281,52.194,,52.194,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-01-25,Clutha,WPU,Lake Wakatipu,SI,310.296,423.437,,423.437,320,SI_WPU_Storage_LakeWakatipu.csv
1982-01-26,Clutha,HWE,Lake Hawea,SI,345.136,2029.669,,2029.669,320,SI_HWE_Storage_LakeHawea.csv
1982-01-26,Manapouri,MAN,Lake Manapouri,SI,178.517,368.55,,368.55,320,SI_MAN_Storage_LakeManapouri.csv
1982-01-26,Waitaki river,OHA,Lake Ohau,SI,520.105,40.658,,40.658,320,SI_OHA_Storage_LakeOhau.csv
1982-01-26,Waitaki river,PKI,Lake Pukaki,SI,529.27,1854.39,,1854.39,320,SI_PKI_Storage_LakePukaki.csv
1982-01-26,Manapouri,TAU,Lake Te Anau,SI,203.363,880.708,,880.708,320,SI_TAU_Storage_LakeTeAnau.csv
1982-01-26,Waitaki river,TKA,Lake Tekapo,SI,708.975,443.842,0.0,443.842,320,SI_TKA_Storage_LakeTekapo.csv
1982-01-26,Waikato river,TPO,Lake Taupo,NI,356.689,512.765,,512.765,320,NI_TPO_Storage_LakeTaupo.csv
1982-01-26,Clutha,WAN,Lake Wanaka,SI,277.831,469.399,,469.399,320,SI_WAN_Storage_LakeWanaka.csv
1982-01-26,Waikaremoana,WKA,Lake Waikaremoana,NI,581.249,50.518,,50.518,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-01-26,Clutha,WPU,Lake Wakatipu,SI,310.328,432.685,,432.685,320,SI_WPU_Storage_LakeWakatipu.csv
1982-01-27,Clutha,HWE,Lake Hawea,SI,345.341,2060.158,,2060.158,320,SI_HWE_Storage_LakeHawea.csv
1982-01-27,Manapouri,MAN,Lake Manapouri,SI,178.728,397.963,,397.963,320,SI_MAN_Storage_LakeManapouri.csv
1982-01-27,Waitaki river,OHA,Lake Ohau,SI,520.656,74.881,,74.881,320,SI_OHA_Storage_LakeOhau.csv
1982-01-27,Waitaki river,PKI,Lake Pukaki,SI,529.78,1943.103,,1943.103,320,SI_PKI_Storage_LakePukaki.csv
1982-01-27,Manapouri,TAU,Lake Te Anau,SI,203.515,934.237,,934.237,320,SI_TAU_Storage_LakeTeAnau.csv
1982-01-27,Waitaki river,TKA,Lake Tekapo,SI,709.344,479.428,0.0,479.428,320,SI_TKA_Storage_LakeTekapo.csv
1982-01-27,Waikato river,TPO,Lake Taupo,NI,356.676,505.149,,505.149,320,NI_TPO_Storage_LakeTaupo.csv
1982-01-27,Clutha,WAN,Lake Wanaka,SI,278.25,550.327,,550.327,320,SI_WAN_Storage_LakeWanaka.csv
1982-01-27,Waikaremoana,WKA,Lake Waikaremoana,NI,581.199,47.895,,47.895,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-01-27,Clutha,WPU,Lake Wakatipu,SI,310.53,491.209,,491.209,320,SI_WPU_Storage_LakeWakatipu.csv
1982-01-28,Clutha,HWE,Lake Hawea,SI,345.472,2079.576,,2079.576,320,SI_HWE_Storage_LakeHawea.csv
1982-01-28,Manapouri,MAN,Lake Manapouri,SI,178.899,421.83,,421.83,320,SI_MAN_Storage_LakeManapouri.csv
1982-01-28,Waitaki river,OHA,Lake Ohau,SI,520.882,88.976,,88.976,320,SI_OHA_Storage_LakeOhau.csv
1982-01-28,Waitaki river,PKI,Lake Pukaki,SI,530.302,2034.484,,2034.484,320,SI_PKI_Storage_LakePukaki.csv
1982-01-28,Manapouri,TAU,Lake Te Anau,SI,203.514,933.818,,933.818,320,SI_TAU_Storage_LakeTeAnau.csv
1982-01-28,Waitaki river,TKA,Lake Tekapo,SI,709.75,518.911,0.0,518.911,320,SI_TKA_Storage_LakeTekapo.csv
1982-01-28,Waikato river,TPO,Lake Taupo,NI,356.644,485.351,,485.351,320,NI_TPO_Storage_LakeTaupo.csv
1982-01-28,Clutha,WAN,Lake Wanaka,SI,278.363,572.019,,572.019,320,SI_WAN_Storage_LakeWanaka.csv
1982-01-28,Waikaremoana,WKA,Lake Waikaremoana,NI,581.163,46.011,,46.011,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-01-28,Clutha,WPU,Lake Wakatipu,SI,310.592,509.017,,509.017,320,SI_WPU_Storage_LakeWakatipu.csv
1982-01-29,Clutha,HWE,Lake Hawea,SI,345.513,2085.786,,2085.786,320,SI_HWE_Storage_LakeHawea.csv
1982-01-29,Manapouri,MAN,Lake Manapouri,SI,178.947,428.471,,428.471,320,SI_MAN_Storage_LakeManapouri.csv
1982-01-29,Waitaki river,OHA,Lake Ohau,SI,520.737,79.953,,79.953,320,SI_OHA_Storage_LakeOhau.csv
1982-01-29,Waitaki river,PKI,Lake Pukaki,SI,530.538,2076.175,,2076.175,320,SI_PKI_Storage_LakePukaki.csv
1982-01-29,Manapouri,TAU,Lake Te Anau,SI,203.44,907.811,,907.811,320,SI_TAU_Storage_LakeTeAnau.csv
1982-01-29,Waitaki river,TKA,Lake Tekapo,SI,709.882,531.83,0.0,531.83,320,SI_TKA_Storage_LakeTekapo.csv
1982-01-29,Waikato river,TPO,Lake Taupo,NI,356.629,476.587,,476.587,320,NI_TPO_Storage_LakeTaupo.csv
1982-01-29,Clutha,WAN,Lake Wanaka,SI,278.321,563.873,,563.873,320,SI_WAN_Storage_LakeWanaka.csv
1982-01-29,Waikaremoana,WKA,Lake Waikaremoana,NI,581.125,44.018,,44.018,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-01-29,Clutha,WPU,Lake Wakatipu,SI,310.58,505.72,,505.72,320,SI_WPU_Storage_LakeWakatipu.csv
1982-01-30,Clutha,HWE,Lake Hawea,SI,345.541,2089.857,,2089.857,320,SI_HWE_Storage_LakeHawea.csv
1982-01-30,Manapouri,MAN,Lake Manapouri,SI,178.93,426.085,,426.085,320,SI_MAN_Storage_LakeManapouri.csv
1982-01-30,Waitaki river,OHA,Lake Ohau,SI,520.555,68.603,,68.603,320,SI_OHA_Storage_LakeOhau.csv
1982-01-30,Waitaki river,PKI,Lake Pukaki,SI,530.714,2107.201,,2107.201,320,SI_PKI_Storage_LakePukaki.csv
1982-01-30,Manapouri,TAU,Lake Te Anau,SI,203.351,876.707,,876.707,320,SI_TAU_Storage_LakeTeAnau.csv
1982-01-30,Waitaki river,TKA,Lake Tekapo,SI,709.948,538.272,0.0,538.272,320,SI_TKA_Storage_LakeTekapo.csv
1982-01-30,Waikato river,TPO,Lake Taupo,NI,356.623,472.865,,472.865,320,NI_TPO_Storage_LakeTaupo.csv
1982-01-30,Clutha,WAN,Lake Wanaka,SI,278.25,550.268,,550.268,320,SI_WAN_Storage_LakeWanaka.csv
1982-01-30,Waikaremoana,WKA,Lake Waikaremoana,NI,581.104,42.918,,42.918,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-01-30,Clutha,WPU,Lake Wakatipu,SI,310.556,498.743,,498.743,320,SI_WPU_Storage_LakeWakatipu.csv
1982-01-31,Clutha,HWE,Lake Hawea,SI,345.561,2092.951,,2092.951,320,SI_HWE_Storage_LakeHawea.csv
1982-01-31,Manapouri,MAN,Lake Manapouri,SI,178.919,424.599,,424.599,320,SI_MAN_Storage_LakeManapouri.csv
1982-01-31,Waitaki river,OHA,Lake Ohau,SI,520.385,58.038,,58.038,320,SI_OHA_Storage_LakeOhau.csv
1982-01-31,Waitaki river,PKI,Lake Pukaki,SI,530.876,2135.787,,2135.787,320,SI_PKI_Storage_LakePukaki.csv
1982-01-31,Manapouri,TAU,Lake Te Anau,SI,203.282,852.397,,852.397,320,SI_TAU_Storage_LakeTeAnau.csv
1982-01-31,Waitaki river,TKA,Lake Tekapo,SI,709.988,542.263,0.0,542.263,320,SI_TKA_Storage_LakeTekapo.csv
1982-01-31,Waikato river,TPO,Lake Taupo,NI,356.617,468.759,,468.759,320,NI_TPO_Storage_LakeTaupo.csv
1982-01-31,Clutha,WAN,Lake Wanaka,SI,278.175,535.755,,535.755,320,SI_WAN_Storage_LakeWanaka.csv
1982-01-31,Waikaremoana,WKA,Lake Waikaremoana,NI,581.098,42.604,,42.604,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-01-31,Clutha,WPU,Lake Wakatipu,SI,310.521,488.496,,488.496,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-01,Clutha,HWE,Lake Hawea,SI,345.575,2094.935,,2094.935,320,SI_HWE_Storage_LakeHawea.csv
1982-02-01,Manapouri,MAN,Lake Manapouri,SI,179.244,469.794,,469.794,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-01,Waitaki river,OHA,Lake Ohau,SI,520.238,48.913,,48.913,320,SI_OHA_Storage_LakeOhau.csv
1982-02-01,Waitaki river,PKI,Lake Pukaki,SI,531.018,2160.899,,2160.899,320,SI_PKI_Storage_LakePukaki.csv
1982-02-01,Manapouri,TAU,Lake Te Anau,SI,203.586,959.427,,959.427,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-01,Waitaki river,TKA,Lake Tekapo,SI,709.991,542.504,0.0,542.504,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-01,Waikato river,TPO,Lake Taupo,NI,356.608,463.773,,463.773,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-01,Clutha,WAN,Lake Wanaka,SI,278.167,534.288,,534.288,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-01,Waikaremoana,WKA,Lake Waikaremoana,NI,581.084,41.868,,41.868,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-01,Clutha,WPU,Lake Wakatipu,SI,310.579,505.32,,505.32,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-02,Clutha,HWE,Lake Hawea,SI,345.598,2098.462,,2098.462,320,SI_HWE_Storage_LakeHawea.csv
1982-02-02,Manapouri,MAN,Lake Manapouri,SI,179.53,509.732,,509.732,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-02,Waitaki river,OHA,Lake Ohau,SI,520.146,43.174,,43.174,320,SI_OHA_Storage_LakeOhau.csv
1982-02-02,Waitaki river,PKI,Lake Pukaki,SI,531.153,2184.789,,2184.789,320,SI_PKI_Storage_LakePukaki.csv
1982-02-02,Manapouri,TAU,Lake Te Anau,SI,203.931,1080.712,,1080.712,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-02,Waitaki river,TKA,Lake Tekapo,SI,709.99,542.417,0.0,542.417,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-02,Waikato river,TPO,Lake Taupo,NI,356.598,457.113,,457.113,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-02,Clutha,WAN,Lake Wanaka,SI,278.261,552.353,,552.353,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-02,Waikaremoana,WKA,Lake Waikaremoana,NI,581.049,40.036,,40.036,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-02,Clutha,WPU,Lake Wakatipu,SI,310.817,574.174,,574.174,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-03,Clutha,HWE,Lake Hawea,SI,345.617,2101.294,,2101.294,320,SI_HWE_Storage_LakeHawea.csv
1982-02-03,Manapouri,MAN,Lake Manapouri,SI,179.534,510.25,,510.25,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-03,Waitaki river,OHA,Lake Ohau,SI,520.057,37.666,,37.666,320,SI_OHA_Storage_LakeOhau.csv
1982-02-03,Waitaki river,PKI,Lake Pukaki,SI,531.287,2208.515,,2208.515,320,SI_PKI_Storage_LakePukaki.csv
1982-02-03,Manapouri,TAU,Lake Te Anau,SI,203.887,1065.249,,1065.249,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-03,Waitaki river,TKA,Lake Tekapo,SI,710.005,543.921,0.0,543.921,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-03,Waikato river,TPO,Lake Taupo,NI,356.583,448.194,,448.194,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-03,Clutha,WAN,Lake Wanaka,SI,278.23,546.445,,546.445,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-03,Waikaremoana,WKA,Lake Waikaremoana,NI,581.044,39.773,,39.773,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-03,Clutha,WPU,Lake Wakatipu,SI,310.841,580.951,,580.951,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-04,Clutha,HWE,Lake Hawea,SI,345.633,2103.589,,2103.589,320,SI_HWE_Storage_LakeHawea.csv
1982-02-04,Manapouri,MAN,Lake Manapouri,SI,179.49,504.197,,504.197,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-04,Waitaki river,OHA,Lake Ohau,SI,520.038,36.468,,36.468,320,SI_OHA_Storage_LakeOhau.csv
1982-02-04,Waitaki river,PKI,Lake Pukaki,SI,531.404,2229.292,,2229.292,320,SI_PKI_Storage_LakePukaki.csv
1982-02-04,Manapouri,TAU,Lake Te Anau,SI,203.805,1036.186,,1036.186,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-04,Waitaki river,TKA,Lake Tekapo,SI,709.999,543.303,0.0,543.303,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-04,Waikato river,TPO,Lake Taupo,NI,356.568,438.764,,438.764,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-04,Clutha,WAN,Lake Wanaka,SI,278.163,533.399,,533.399,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-04,Waikaremoana,WKA,Lake Waikaremoana,NI,581.025,38.778,,38.778,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-04,Clutha,WPU,Lake Wakatipu,SI,310.819,574.627,,574.627,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-05,Clutha,HWE,Lake Hawea,SI,345.658,2107.379,,2107.379,320,SI_HWE_Storage_LakeHawea.csv
1982-02-05,Manapouri,MAN,Lake Manapouri,SI,179.474,501.846,,501.846,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-05,Waitaki river,OHA,Lake Ohau,SI,520.004,34.359,,34.359,320,SI_OHA_Storage_LakeOhau.csv
1982-02-05,Waitaki river,PKI,Lake Pukaki,SI,531.504,2247.109,,2247.109,320,SI_PKI_Storage_LakePukaki.csv
1982-02-05,Manapouri,TAU,Lake Te Anau,SI,203.72,1006.505,,1006.505,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-05,Waitaki river,TKA,Lake Tekapo,SI,709.97,540.473,0.0,540.473,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-05,Waikato river,TPO,Lake Taupo,NI,356.553,429.735,,429.735,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-05,Clutha,WAN,Lake Wanaka,SI,278.104,522.055,,522.055,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-05,Waikaremoana,WKA,Lake Waikaremoana,NI,581.006,37.78,,37.78,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-05,Clutha,WPU,Lake Wakatipu,SI,310.792,566.771,,566.771,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-06,Clutha,HWE,Lake Hawea,SI,345.681,2110.728,,2110.728,320,SI_HWE_Storage_LakeHawea.csv
1982-02-06,Manapouri,MAN,Lake Manapouri,SI,179.489,504.049,,504.049,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-06,Waitaki river,OHA,Lake Ohau,SI,519.895,27.564,,27.564,320,SI_OHA_Storage_LakeOhau.csv
1982-02-06,Waitaki river,PKI,Lake Pukaki,SI,531.581,2260.771,,2260.771,320,SI_PKI_Storage_LakePukaki.csv
1982-02-06,Manapouri,TAU,Lake Te Anau,SI,203.639,978.081,,978.081,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-06,Waitaki river,TKA,Lake Tekapo,SI,709.921,535.626,0.0,535.626,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-06,Waikato river,TPO,Lake Taupo,NI,356.534,418.06,,418.06,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-06,Clutha,WAN,Lake Wanaka,SI,278.063,514.139,,514.139,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-06,Waikaremoana,WKA,Lake Waikaremoana,NI,580.998,37.361,,37.361,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-06,Clutha,WPU,Lake Wakatipu,SI,310.777,562.484,,562.484,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-07,Clutha,HWE,Lake Hawea,SI,345.699,2113.545,,2113.545,320,SI_HWE_Storage_LakeHawea.csv
1982-02-07,Manapouri,MAN,Lake Manapouri,SI,179.485,503.466,,503.466,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-07,Waitaki river,OHA,Lake Ohau,SI,519.824,23.159,,23.159,320,SI_OHA_Storage_LakeOhau.csv
1982-02-07,Waitaki river,PKI,Lake Pukaki,SI,531.659,2274.69,,2274.69,320,SI_PKI_Storage_LakePukaki.csv
1982-02-07,Manapouri,TAU,Lake Te Anau,SI,203.546,945.172,,945.172,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-07,Waitaki river,TKA,Lake Tekapo,SI,709.863,529.94,0.0,529.94,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-07,Waikato river,TPO,Lake Taupo,NI,356.533,417.546,,417.546,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-07,Clutha,WAN,Lake Wanaka,SI,278.005,502.948,,502.948,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-07,Waikaremoana,WKA,Lake Waikaremoana,NI,580.998,37.361,,37.361,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-07,Clutha,WPU,Lake Wakatipu,SI,310.734,550.26,,550.26,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-08,Clutha,HWE,Lake Hawea,SI,345.726,2117.543,,2117.543,320,SI_HWE_Storage_LakeHawea.csv
1982-02-08,Manapouri,MAN,Lake Manapouri,SI,179.472,501.672,,501.672,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-08,Waitaki river,OHA,Lake Ohau,SI,519.793,21.258,,21.258,320,SI_OHA_Storage_LakeOhau.csv
1982-02-08,Waitaki river,PKI,Lake Pukaki,SI,531.734,2288.048,,2288.048,320,SI_PKI_Storage_LakePukaki.csv
1982-02-08,Manapouri,TAU,Lake Te Anau,SI,203.469,918.043,,918.043,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-08,Waitaki river,TKA,Lake Tekapo,SI,709.793,523.127,0.0,523.127,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-08,Waikato river,TPO,Lake Taupo,NI,356.533,417.946,,417.946,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-08,Clutha,WAN,Lake Wanaka,SI,277.944,491.286,,491.286,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-08,Waikaremoana,WKA,Lake Waikaremoana,NI,580.98,36.418,,36.418,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-08,Clutha,WPU,Lake Wakatipu,SI,310.694,538.528,,538.528,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-09,Clutha,HWE,Lake Hawea,SI,345.724,2117.287,,2117.287,320,SI_HWE_Storage_LakeHawea.csv
1982-02-09,Manapouri,MAN,Lake Manapouri,SI,179.535,510.407,,510.407,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-09,Waitaki river,OHA,Lake Ohau,SI,519.774,20.05,,20.05,320,SI_OHA_Storage_LakeOhau.csv
1982-02-09,Waitaki river,PKI,Lake Pukaki,SI,531.826,2304.53,,2304.53,320,SI_PKI_Storage_LakePukaki.csv
1982-02-09,Manapouri,TAU,Lake Te Anau,SI,203.489,925.063,,925.063,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-09,Waitaki river,TKA,Lake Tekapo,SI,709.721,516.141,0.0,516.141,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-09,Waikato river,TPO,Lake Taupo,NI,356.52,409.987,,409.987,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-09,Clutha,WAN,Lake Wanaka,SI,277.884,479.518,,479.518,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-09,Waikaremoana,WKA,Lake Waikaremoana,NI,580.946,34.636,,34.636,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-09,Clutha,WPU,Lake Wakatipu,SI,310.661,528.903,,528.903,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-10,Clutha,HWE,Lake Hawea,SI,345.733,2118.578,,2118.578,320,SI_HWE_Storage_LakeHawea.csv
1982-02-10,Manapouri,MAN,Lake Manapouri,SI,179.642,525.256,,525.256,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-10,Waitaki river,OHA,Lake Ohau,SI,519.777,20.264,,20.264,320,SI_OHA_Storage_LakeOhau.csv
1982-02-10,Waitaki river,PKI,Lake Pukaki,SI,531.921,2321.365,,2321.365,320,SI_PKI_Storage_LakePukaki.csv
1982-02-10,Manapouri,TAU,Lake Te Anau,SI,203.431,904.556,,904.556,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-10,Waitaki river,TKA,Lake Tekapo,SI,709.662,510.335,0.0,510.335,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-10,Waikato river,TPO,Lake Taupo,NI,356.511,404.261,,404.261,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-10,Clutha,WAN,Lake Wanaka,SI,277.862,475.307,,475.307,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-10,Waikaremoana,WKA,Lake Waikaremoana,NI,580.915,33.011,,33.011,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-10,Clutha,WPU,Lake Wakatipu,SI,310.646,524.751,,524.751,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-11,Clutha,HWE,Lake Hawea,SI,345.748,2120.84,,2120.84,320,SI_HWE_Storage_LakeHawea.csv
1982-02-11,Manapouri,MAN,Lake Manapouri,SI,179.595,518.81,,518.81,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-11,Waitaki river,OHA,Lake Ohau,SI,519.826,23.331,,23.331,320,SI_OHA_Storage_LakeOhau.csv
1982-02-11,Waitaki river,PKI,Lake Pukaki,SI,532.003,2336.041,,2336.041,320,SI_PKI_Storage_LakePukaki.csv
1982-02-11,Manapouri,TAU,Lake Te Anau,SI,203.342,873.474,,873.474,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-11,Waitaki river,TKA,Lake Tekapo,SI,709.615,505.771,0.0,505.771,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-11,Waikato river,TPO,Lake Taupo,NI,356.497,395.895,,395.895,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-11,Clutha,WAN,Lake Wanaka,SI,277.87,476.968,,476.968,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-11,Waikaremoana,WKA,Lake Waikaremoana,NI,580.875,30.916,,30.916,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-11,Clutha,WPU,Lake Wakatipu,SI,310.636,521.832,,521.832,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-12,Clutha,HWE,Lake Hawea,SI,345.757,2122.144,,2122.144,320,SI_HWE_Storage_LakeHawea.csv
1982-02-12,Manapouri,MAN,Lake Manapouri,SI,179.473,501.829,,501.829,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-12,Waitaki river,OHA,Lake Ohau,SI,519.83,23.559,,23.559,320,SI_OHA_Storage_LakeOhau.csv
1982-02-12,Waitaki river,PKI,Lake Pukaki,SI,532.092,2351.995,,2351.995,320,SI_PKI_Storage_LakePukaki.csv
1982-02-12,Manapouri,TAU,Lake Te Anau,SI,203.262,845.399,,845.399,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-12,Waitaki river,TKA,Lake Tekapo,SI,709.575,501.851,0.0,501.851,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-12,Waikato river,TPO,Lake Taupo,NI,356.473,380.871,,380.871,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-12,Clutha,WAN,Lake Wanaka,SI,277.811,465.559,,465.559,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-12,Waikaremoana,WKA,Lake Waikaremoana,NI,580.849,29.553,,29.553,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-12,Clutha,WPU,Lake Wakatipu,SI,310.596,510.245,,510.245,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-13,Clutha,HWE,Lake Hawea,SI,345.758,2122.231,,2122.231,320,SI_HWE_Storage_LakeHawea.csv
1982-02-13,Manapouri,MAN,Lake Manapouri,SI,179.326,481.263,,481.263,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-13,Waitaki river,OHA,Lake Ohau,SI,519.82,22.897,,22.897,320,SI_OHA_Storage_LakeOhau.csv
1982-02-13,Waitaki river,PKI,Lake Pukaki,SI,532.172,2366.195,,2366.195,320,SI_PKI_Storage_LakePukaki.csv
1982-02-13,Manapouri,TAU,Lake Te Anau,SI,203.227,832.884,,832.884,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-13,Waitaki river,TKA,Lake Tekapo,SI,709.527,497.215,0.0,497.215,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-13,Waikato river,TPO,Lake Taupo,NI,356.465,375.979,,375.979,320,NI_TPO_Storage_LakeTaupo.csv
1982-02-13,Clutha,WAN,Lake Wanaka,SI,277.749,453.479,,453.479,320,SI_WAN_Storage_LakeWanaka.csv
1982-02-13,Waikaremoana,WKA,Lake Waikaremoana,NI,580.827,28.402,,28.402,320,NI_WKA_Storage_LakeWaikaremoana.csv
1982-02-13,Clutha,WPU,Lake Wakatipu,SI,310.55,496.911,,496.911,320,SI_WPU_Storage_LakeWakatipu.csv
1982-02-14,Clutha,HWE,Lake Hawea,SI,345.762,2122.883,,2122.883,320,SI_HWE_Storage_LakeHawea.csv
1982-02-14,Manapouri,MAN,Lake Manapouri,SI,179.079,446.812,,446.812,320,SI_MAN_Storage_LakeManapouri.csv
1982-02-14,Waitaki river,OHA,Lake Ohau,SI,519.844,24.45,,24.45,320,SI_OHA_Storage_LakeOhau.csv
1982-02-14,Waitaki river,PKI,Lake Pukaki,SI,532.237,2377.89,,2377.89,320,SI_PKI_Storage_LakePukaki.csv
1982-02-14,Manapouri,TAU,Lake Te Anau,SI,203.204,824.72,,824.72,320,SI_TAU_Storage_LakeTeAnau.csv
1982-02-14,Waitaki river,TKA,Lake Tekapo,SI,709.475,492.145,0.0,492.145,320,SI_TKA_Storage_LakeTekapo.csv
1982-02-14,Waikato river,TPO,Lake Taupo,NI,356.446,364.525,,364.525,320,NI_TPO_Storage_LakeTaupo.csv
