date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2024-11-01,13.1337,10.9181,10.4702,11.5074
2024-11-02,8.7852,7.8952,7.729,8.1365
2024-11-03,31.5273,28.2556,26.775,28.8526
2024-11-04,36.6138,30.814,28.3075,31.9117
2024-11-05,78.1742,65.2779,63.2492,68.9004
2024-11-06,106.3912,91.9071,80.8465,93.0483
2024-11-07,85.6133,72.2823,65.5515,74.4824
2024-11-08,18.9002,15.564,14.6302,16.3648
2024-11-09,2.8831,2.4298,2.3115,2.5415
2024-11-10,19.7554,16.9381,9.51,15.4012
2024-11-11,36.2246,26.745,24.8185,29.2627
2024-11-12,57.7894,47.0688,41.3958,48.7513
2024-11-13,105.0606,86.2615,71.2246,87.5156
2024-11-14,62.9727,52.6812,48.906,54.8533
2024-11-15,61.0488,46.5688,43.5148,50.3774
2024-11-16,2.9912,2.7565,2.681,2.8096
2024-11-17,8.4706,7.3937,6.9454,7.6033
2024-11-18,14.5365,11.9229,5.7417,10.7337
2024-11-19,11.65,9.8142,6.9694,9.4778
2024-11-20,3.1727,1.9835,1.8829,2.3464
2024-11-21,9.6194,7.0735,6.5219,7.7383
2024-11-22,19.3802,16.2673,11.3565,15.668
2024-11-23,21.489,18.4052,15.804,18.566
2024-11-24,6.4013,5.7515,5.3394,5.8307
2024-11-25,3.981,3.0813,2.7471,3.2698
2024-11-26,42.526,30.9,24.1627,32.5296
2024-11-27,69.6546,58.1158,32.0104,53.2603
2024-11-28,19.1177,16.309,15.1523,16.8597
2024-11-29,55.1044,46.8785,25.2875,42.4235
2024-11-30,29.1204,25.5817,24.2775,26.3265
