date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2024-10-01,71.8946,63.5842,60.889,65.4559
2024-10-02,122.4777,111.4454,107.4396,113.7876
2024-10-03,124.8731,114.4544,108.9885,116.1053
2024-10-04,80.7752,71.3725,63.7437,71.9638
2024-10-05,41.2894,38.4158,35.9325,38.5459
2024-10-06,9.0327,8.2571,8.0312,8.4403
2024-10-07,22.4065,20.1769,19.6325,20.7386
2024-10-08,7.1175,6.4492,6.3404,6.6357
2024-10-09,17.9175,16.2354,17.7998,17.3176
2024-10-10,41.819,37.8015,35.8008,38.4738
2024-10-11,58.8925,53.3787,50.1517,54.141
2024-10-12,36.5121,33.4571,32.5702,34.1798
2024-10-13,85.0562,81.8733,80.3025,82.4107
2024-10-14,126.1187,116.9827,112.1963,118.4326
2024-10-15,126.3671,116.2365,112.2823,118.2953
2024-10-16,130.3598,119.8223,114.2017,121.4613
2024-10-17,119.3119,108.685,102.4967,110.1645
2024-10-18,101.0392,91.7752,86.7694,93.1946
2024-10-19,98.4383,93.7492,90.5221,94.2365
2024-10-20,98.0512,94.4415,91.9377,94.8101
2024-10-21,82.18,74.6663,70.8602,75.9022
2024-10-22,93.9715,85.7458,80.7812,86.8328
2024-10-23,49.844,43.3233,41.2052,44.7908
2024-10-24,16.1533,13.8094,13.1819,14.3815
2024-10-25,6.0469,5.026,4.7402,5.271
2024-10-26,8.7806,8.2154,8.0194,8.3385
2024-10-27,4.2819,3.9877,3.8179,4.0292
2024-10-28,1.256,1.1854,1.1538,1.1984
2024-10-29,7.9837,7.0187,6.8529,7.2851
2024-10-30,26.5331,22.5133,18.4081,22.4849
2024-10-31,12.1538,9.7948,9.291,10.4132
