date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2026-03-01,75.8696,73.9344,86.1098,78.6379
2026-03-02,84.8954,83.2296,90.1617,86.0956
2026-03-03,117.5481,114.631,112.7619,114.9803
2026-03-04,127.6302,120.6729,115.6404,121.3145
2026-03-05,111.3002,100.7129,97.2938,103.1023
2026-03-06,76.3879,70.0506,69.224,71.8875
2026-03-07,87.8896,84.3073,83.0956,85.0975
2026-03-08,73.4154,69.7867,69.6025,70.9349
2026-03-09,116.5015,108.6913,105.8715,110.3547
2026-03-10,119.9098,110.0569,107.1756,112.3808
2026-03-11,144.8644,130.5792,124.9056,133.4497
2026-03-12,159.2173,144.9033,138.8617,147.6608
2026-03-13,170.0744,156.2315,151.2267,159.1775
2026-03-14,142.7788,136.6002,133.8044,137.7278
2026-03-15,158.8258,155.1881,151.3054,155.1065
2026-03-16,172.0362,161.0456,157.1025,163.3948
2026-03-17,196.2892,182.8058,176.0002,185.0317
2026-03-18,224.2171,207.291,201.239,210.9157
2026-03-19,201.1912,191.0067,187.204,193.134
2026-03-20,206.1002,197.4067,192.6675,198.7248
2026-03-21,196.47,194.0152,190.4058,193.6303
2026-03-22,186.3998,185.7896,182.0448,184.7447
2026-03-23,165.431,157.8198,154.0708,159.1072
2026-03-24,190.1356,182.9062,178.4373,183.8264
2026-03-25,210.3373,202.9,197.885,203.7074
2026-03-26,185.8752,171.2488,167.894,175.006
2026-03-27,173.0844,164.9215,163.1754,167.0604
2026-03-28,157.6088,153.7952,153.686,155.03
2026-03-29,168.0792,166.309,165.266,166.5514
2026-03-30,158.8373,154.2219,152.656,155.2384
2026-03-31,161.001,149.9313,147.3346,152.7556
