date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2026-04-01,168.9321,158.3846,153.339,160.2185
2026-04-02,157.7738,155.8733,151.4194,155.0222
2026-04-03,137.2196,138.3475,138.0025,137.8565
2026-04-04,129.8731,132.8354,133.5208,132.0765
2026-04-05,125.7646,129.1052,129.3208,128.0635
2026-04-06,165.256,169.4767,169.6404,168.1244
2026-04-07,151.6265,148.0929,146.4046,148.708
2026-04-08,167.2069,163.8273,161.3896,164.1412
2026-04-09,113.9194,107.9171,105.634,109.1568
2026-04-10,44.9825,44.9781,44.4683,44.8097
2026-04-11,48.1327,49.3696,49.8027,49.1017
2026-04-12,99.2127,102.9206,104.5667,102.2333
2026-04-13,94.7031,94.0098,96.1325,94.9485
2026-04-14,85.3675,91.8027,102.7665,93.3122
2026-04-15,50.6531,52.8923,53.8283,52.4579
2026-04-16,52.3879,50.7756,53.045,52.0695
2026-04-17,54.1262,52.2967,53.6233,53.3487
2026-04-18,32.061,33.2365,34.3619,33.2198
2026-04-19,73.8867,77.3148,77.4521,76.2178
2026-04-20,57.8598,55.8856,61.2592,58.3349
2026-04-21,66.8306,66.1985,71.1702,68.0665
2026-04-22,120.0521,117.9587,116.3158,118.1089
2026-04-23,134.3658,130.0575,119.9615,128.1283
2026-04-24,159.9667,148.8235,129.6131,146.1344
2026-04-25,90.6671,89.3771,87.4508,89.165
2026-04-26,80.7938,81.1369,48.0462,69.9923
2026-04-27,109.4985,110.1785,103.8208,107.8326
2026-04-28,100.3396,96.6735,94.5079,97.1737
2026-04-29,98.1735,89.2031,87.0469,91.4745
2026-04-30,95.6515,90.7298,88.6933,91.6915
