date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2024-03-01,213.1265,206.5983,213.73,211.1516
2024-03-02,170.8829,162.1129,197.1754,176.7237
2024-03-03,140.2504,132.3656,166.2788,146.2983
2024-03-04,191.3915,175.6725,185.5542,184.206
2024-03-05,118.5913,109.39,127.5535,118.5116
2024-03-06,196.1819,190.2429,190.355,192.2599
2024-03-07,153.3431,144.2396,161.9985,153.1938
2024-03-08,187.7883,177.5346,173.9621,179.7617
2024-03-09,190.2071,181.7883,203.249,191.7481
2024-03-10,196.7115,191.5963,216.1381,201.4819
2024-03-11,184.891,173.6775,177.5427,178.7037
2024-03-12,239.0356,231.9569,235.2167,235.4031
2024-03-13,228.6763,217.9206,216.0477,220.8815
2024-03-14,221.6546,216.9921,221.6329,220.0932
2024-03-15,231.9723,221.3731,222.8504,225.3986
2024-03-16,193.1063,193.4673,196.7352,194.4363
2024-03-17,176.514,171.4679,177.7337,175.2385
2024-03-18,214.5613,205.6087,204.4908,208.2203
2024-03-19,254.0481,248.1402,245.0648,249.0844
2024-03-20,266.0467,262.7379,259.2398,262.6748
2024-03-21,278.076,271.7815,266.7004,272.186
2024-03-22,284.369,277.6538,272.22,278.0809
2024-03-23,280.5654,277.9744,275.644,278.0612
2024-03-24,255.326,255.7767,257.0315,256.0447
2024-03-25,233.6308,223.2602,237.2017,231.3642
2024-03-26,248.3658,238.9806,254.8371,247.3945
2024-03-27,249.7131,243.4215,257.1002,250.0783
2024-03-28,239.6044,233.4979,237.8596,236.9873
2024-03-29,240.7567,245.8521,249.1721,245.2603
2024-03-30,241.5165,247.2683,250.9071,246.564
2024-03-31,243.3229,251.5623,257.2206,250.7019
