date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2024-09-01,1.1129,1.021,1.005,1.0463
2024-09-02,3.2221,2.7817,3.3198,3.1078
2024-09-03,6.6425,5.8925,5.6917,6.0756
2024-09-04,51.414,46.914,45.4769,47.9349
2024-09-05,51.8235,48.0079,45.1163,48.3159
2024-09-06,14.3552,12.5204,11.9519,12.9425
2024-09-07,7.381,6.7702,6.6127,6.9213
2024-09-08,5.2458,4.8585,4.8002,4.9682
2024-09-09,27.2415,24.2581,23.4706,24.9901
2024-09-10,49.296,42.6556,41.1798,44.3772
2024-09-11,110.0408,103.0873,98.7404,103.9562
2024-09-12,100.4342,88.6496,85.751,91.6116
2024-09-13,128.0838,119.4971,117.8006,121.7938
2024-09-14,113.5879,112.5471,109.8423,111.9924
2024-09-15,91.3085,89.2746,87.4073,89.3301
2024-09-16,160.4781,152.4098,119.5581,144.1487
2024-09-17,313.1,291.3881,275.6538,293.3806
2024-09-18,169.6508,158.841,153.0792,160.5237
2024-09-19,103.4902,94.9973,93.924,97.4705
2024-09-20,125.5117,112.7329,109.4279,115.8908
2024-09-21,23.3381,22.3113,21.8525,22.5006
2024-09-22,16.6167,15.6817,15.4004,15.8996
2024-09-23,26.2517,23.6031,23.5069,24.4539
2024-09-24,71.8981,65.4385,62.906,66.7476
2024-09-25,98.2408,90.4965,85.7862,91.5078
2024-09-26,103.4119,92.7029,89.634,95.2496
2024-09-27,156.4785,142.2508,133.2656,143.9983
2024-09-28,71.4623,65.1067,62.7169,66.4286
2024-09-29,80.1815,73.3354,69.9361,74.4843
2024-09-30,121.4373,109.1006,101.2125,110.5835
