date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2024-02-01,163.5852,147.2252,141.2738,150.6947
2024-02-02,54.5412,50.1317,51.9431,52.2053
2024-02-03,9.125,8.8135,8.8719,8.9368
2024-02-04,7.2779,7.0798,7.2358,7.1978
2024-02-05,54.321,48.8077,47.5408,50.2232
2024-02-06,128.5708,117.6142,117.9015,121.3622
2024-02-07,201.5244,180.4277,174.2423,185.3981
2024-02-08,176.269,156.9117,150.5098,161.2301
2024-02-09,157.5798,140.6585,135.1277,144.4553
2024-02-10,118.87,110.1088,108.4733,112.484
2024-02-11,67.1925,63.9106,62.6062,64.5698
2024-02-12,161.6962,147.6308,141.8894,150.4055
2024-02-13,176.2687,159.775,154.0419,163.3619
2024-02-14,150.6896,133.4527,129.8815,138.0079
2024-02-15,177.9533,157.7344,154.3785,163.3554
2024-02-16,228.2952,209.301,204.1325,213.9096
2024-02-17,197.1588,187.714,184.519,189.7972
2024-02-18,143.5,133.2417,132.566,136.4359
2024-02-19,146.7917,128.7812,126.7604,134.1111
2024-02-20,167.6142,151.3935,147.0265,155.3447
2024-02-21,231.3625,221.8252,147.3044,200.164
2024-02-22,379.495,359.545,203.4004,314.1468
2024-02-23,192.4794,181.4988,165.7631,179.9138
2024-02-24,113.2369,103.6831,62.6287,93.1829
2024-02-25,199.3119,195.221,50.8777,148.4702
2024-02-26,270.5265,257.8146,186.1975,238.1795
2024-02-27,239.5156,224.5456,205.2477,223.103
2024-02-28,214.14,204.7779,201.4994,206.8058
2024-02-29,221.9623,214.261,212.9783,216.4006
