date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2025-08-01,138.9971,135.0404,132.1962,135.4112
2025-08-02,141.8435,139.2073,135.7831,138.9447
2025-08-03,140.8385,141.194,140.2921,140.7749
2025-08-04,170.2517,160.9406,158.1785,163.1236
2025-08-05,156.3494,147.5117,143.9579,149.273
2025-08-06,175.2077,164.9688,157.9675,166.048
2025-08-07,145.3329,138.169,134.9979,139.4999
2025-08-08,160.4048,156.3377,155.2748,157.3391
2025-08-09,156.6323,160.4281,161.8675,159.6426
2025-08-10,164.5613,164.9452,165.7325,165.0797
2025-08-11,193.8852,188.7819,185.4665,189.3778
2025-08-12,187.601,182.6519,180.4308,183.5613
2025-08-13,187.3108,179.8435,174.9077,180.6874
2025-08-14,207.4558,198.4467,191.3388,199.0804
2025-08-15,193.1275,182.3052,176.0896,183.8408
2025-08-16,210.4648,202.3744,197.9525,203.5972
2025-08-17,194.8685,193.5263,189.7012,192.6987
2025-08-18,184.9977,176.769,174.6215,178.796
2025-08-19,209.6688,200.5969,198.7135,202.9931
2025-08-20,236.3844,231.3644,230.7577,232.8355
2025-08-21,237.7871,232.2675,229.1085,233.0544
2025-08-22,252.1856,251.0563,245.7365,249.6594
2025-08-23,206.9571,214.2829,214.4548,211.8983
2025-08-24,197.9402,206.0617,206.3812,203.461
2025-08-25,185.0623,188.6156,185.7298,186.4692
2025-08-26,174.2783,176.6679,174.456,175.1341
2025-08-27,182.5596,180.7023,178.1852,180.4824
2025-08-28,145.5529,140.5919,140.0706,142.0718
2025-08-29,114.8354,111.0383,112.0529,112.6422
2025-08-30,76.3973,76.5035,78.7802,77.227
2025-08-31,158.7131,161.571,165.8812,162.0551
