date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2026-05-01,120.6737,115.4554,110.404,115.511
2026-05-02,90.9654,89.8704,88.62,89.8186
2026-05-03,89.4083,89.7717,88.1204,89.1001
2026-05-04,66.4367,61.6704,60.6025,62.9032
2026-05-05,62.3931,59.2367,58.171,59.9336
2026-05-06,47.0129,47.4606,47.0188,47.1641
2026-05-07,27.6065,27.6056,28.4056,27.8726
2026-05-08,52.0304,51.5733,62.739,55.4476
2026-05-09,6.1967,5.8108,6.1394,6.049
2026-05-10,7.2906,6.9223,6.466,6.893
2026-05-11,44.7083,41.6056,39.2852,41.8664
2026-05-12,72.7008,68.09,64.6725,68.4878
2026-05-13,66.3,64.0579,61.5942,63.984
2026-05-14,74.3563,71.5773,68.7119,71.5485
2026-05-15,75.3625,70.556,67.6652,71.1946
2026-05-16,66.2292,65.2229,64.0419,65.1647
2026-05-17,85.1158,85.0142,83.0979,84.4093
2026-05-18,108.4485,104.3529,100.831,104.5442
2026-05-19,125.8806,121.7683,116.7212,121.4567
2026-05-20,133.0985,125.2392,120.5594,126.299
2026-05-21,105.0362,95.9171,93.1552,98.0362
2026-05-22,117.255,109.6842,103.9946,110.3112
2026-05-23,86.3746,83.2537,80.9275,83.5186
2026-05-24,61.9769,60.2719,58.7654,60.3381
2026-05-25,111.4644,103.9894,100.1502,105.2013
2026-05-26,110.4842,100.7798,96.3519,102.5386
2026-05-27,125.0444,115.6329,110.0254,116.9009
2026-05-28,109.1619,100.1548,95.0435,101.4534
2026-05-29,117.6662,111.966,106.5935,112.0753
2026-05-30,90.1727,91.2419,89.6546,90.3564
2026-05-31,25.6742,25.6635,26.0869,25.8082
