date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2025-07-01,139.5863,133.7633,127.0869,133.4788
2025-07-02,186.0679,184.4575,180.3135,183.613
2025-07-03,135.9085,133.8796,130.5052,133.4311
2025-07-04,40.5102,40.9796,41.2429,40.9109
2025-07-05,3.43,3.6248,6.4967,4.5172
2025-07-06,48.6794,49.264,49.6946,49.2126
2025-07-07,41.7258,39.8575,39.4348,40.3394
2025-07-08,51.8421,48.5819,46.3706,48.9315
2025-07-09,103.0527,96.6171,91.7294,97.1331
2025-07-10,87.881,84.0385,81.0623,84.3273
2025-07-11,64.0946,59.8933,38.6933,54.2271
2025-07-12,18.1262,18.2838,21.1571,19.189
2025-07-13,104.7973,101.1002,99.709,101.8688
2025-07-14,117.5083,109.8083,106.0067,111.1078
2025-07-15,104.859,96.7142,93.1719,98.2483
2025-07-16,39.7233,37.824,37.8325,38.4599
2025-07-17,127.0415,116.1058,109.9379,117.6951
2025-07-18,87.0194,81.9965,78.6015,82.5391
2025-07-19,85.4721,81.8217,79.7135,82.3358
2025-07-20,102.8017,102.6235,100.3081,101.9111
2025-07-21,205.8308,189.0817,177.9229,190.9451
2025-07-22,163.2156,155.4071,152.8898,157.1708
2025-07-23,188.9883,176.5656,169.7827,178.4456
2025-07-24,194.021,181.839,173.5923,183.1508
2025-07-25,195.2927,187.4981,181.5171,188.1026
2025-07-26,123.3908,127.7613,126.841,125.9977
2025-07-27,110.8758,113.6552,114.4958,113.009
2025-07-28,121.3062,120.3494,119.1475,120.2677
2025-07-29,146.2702,139.9944,136.2515,140.8387
2025-07-30,87.365,84.57,82.6046,84.8465
2025-07-31,103.5938,97.8904,95.0617,98.8486
