date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2024-08-01,424.2644,447.6619,475.31,449.0787
2024-08-02,609.4708,640.8842,659.7848,636.7133
2024-08-03,726.8371,764.5825,782.0237,757.8144
2024-08-04,772.2904,823.306,837.0773,810.8913
2024-08-05,800.5102,815.6185,823.1904,813.1064
2024-08-06,860.804,863.3135,854.1775,859.4317
2024-08-07,877.8265,878.0096,882.5094,879.4485
2024-08-08,811.465,824.1775,835.8596,823.834
2024-08-09,778.0979,799.7254,807.9069,795.2434
2024-08-10,746.5383,793.1962,811.4423,783.7256
2024-08-11,592.6781,604.0488,617.6177,604.7815
2024-08-12,431.6363,428.529,440.7671,433.6441
2024-08-13,571.1612,598.9769,608.7646,592.9676
2024-08-14,529.0094,543.614,536.0656,536.2297
2024-08-15,373.7158,371.5142,384.53,376.5867
2024-08-16,349.4533,350.1956,362.7315,354.1268
2024-08-17,446.1423,461.8729,478.1613,462.0588
2024-08-18,364.6458,390.8148,440.7137,398.7248
2024-08-19,416.8942,446.7535,459.7781,441.1419
2024-08-20,445.2515,468.7883,476.444,463.4946
2024-08-21,401.959,412.7592,417.4631,410.7271
2024-08-22,347.7117,352.9437,361.6067,354.0874
2024-08-23,264.5744,265.9206,287.3154,272.6035
2024-08-24,168.6519,168.1969,169.3306,168.7265
2024-08-25,201.5844,207.0483,218.4131,209.0153
2024-08-26,281.3358,292.7596,304.9263,293.0072
2024-08-27,176.0577,174.8517,181.2854,177.3983
2024-08-28,118.2,115.2379,116.1558,116.5312
2024-08-29,100.3342,92.7321,92.2146,95.0936
2024-08-30,20.3712,18.9465,18.944,19.4206
2024-08-31,3.9123,3.7877,3.7592,3.8197
