date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2026-01-01,0.0115,0.0115,0.0102,0.011
2026-01-02,0.5083,0.4667,0.4404,0.4718
2026-01-03,0.011,0.011,0.01,0.0107
2026-01-04,0.4642,0.4123,0.3881,0.4215
2026-01-05,1.4729,1.2894,1.2042,1.3222
2026-01-06,2.3869,2.0179,1.9306,2.1118
2026-01-07,2.5433,2.2102,2.0987,2.2841
2026-01-08,4.7156,4.1742,3.869,4.2529
2026-01-09,2.8675,2.5329,2.4281,2.6095
2026-01-10,2.1379,1.9062,1.8635,1.9692
2026-01-11,1.6319,1.4437,1.3983,1.4913
2026-01-12,13.5556,11.7329,10.6638,11.9841
2026-01-13,13.2642,11.6783,10.5029,11.8151
2026-01-14,40.4221,34.9888,3.4665,26.2924
2026-01-15,7.9765,6.7862,4.8821,6.5483
2026-01-16,1.4442,1.2829,1.2231,1.3167
2026-01-17,0.7779,0.6708,0.6467,0.6985
2026-01-18,0.7398,0.6406,0.6192,0.6665
2026-01-19,0.5717,0.4765,0.4512,0.4998
2026-01-20,6.5469,5.386,0.9833,4.3054
2026-01-21,9.1831,7.7971,0.9179,5.966
2026-01-22,2.1596,1.934,1.7131,1.9356
2026-01-23,0.2275,0.201,0.1935,0.2074
2026-01-24,0.0179,0.0175,0.0171,0.0175
2026-01-25,0.0119,0.0119,0.0117,0.0118
2026-01-26,0.4446,0.3992,0.3792,0.4076
2026-01-27,1.385,1.2283,1.0381,1.2172
2026-01-28,3.2344,2.8188,1.6002,2.5511
2026-01-29,2.0677,1.5998,1.5031,1.7235
2026-01-30,2.6667,2.2592,0.9481,1.958
2026-01-31,0.675,0.5979,0.5712,0.6147
