date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2025-01-01,0.8733,0.764,0.5483,0.7285
2025-01-02,0.6565,0.5856,0.4485,0.5635
2025-01-03,0.3994,0.3471,0.309,0.3518
2025-01-04,0.1781,0.1679,0.1594,0.1685
2025-01-05,0.3633,0.3337,0.3129,0.3367
2025-01-06,6.3285,5.4592,4.8137,5.5338
2025-01-07,17.7542,15.4267,11.9244,15.0351
2025-01-08,68.5569,58.8819,55.2717,60.9035
2025-01-09,100.8879,85.8925,76.7894,87.8566
2025-01-10,104.0629,89.7217,80.1458,91.3101
2025-01-11,80.3213,73.356,70.8025,74.8266
2025-01-12,62.2323,57.661,56.5369,58.8101
2025-01-13,151.7887,138.2496,132.8804,140.9729
2025-01-14,162.8746,149.3931,143.1396,151.8024
2025-01-15,157.5025,141.6248,135.4044,144.8439
2025-01-16,147.6308,129.5144,122.821,133.3221
2025-01-17,171.2808,151.7873,144.1052,155.7244
2025-01-18,171.4198,158.235,153.2817,160.9788
2025-01-19,152.5542,144.1317,141.0842,145.9233
2025-01-20,168.4885,153.7317,149.2708,157.1637
2025-01-21,166.3021,154.3579,150.4235,157.0278
2025-01-22,182.7146,167.5825,162.7554,171.0175
2025-01-23,205.6738,191.2777,188.2729,195.0748
2025-01-24,227.2708,218.1235,213.435,219.6098
2025-01-25,213.6967,212.5873,210.3619,212.2153
2025-01-26,156.1446,157.2833,157.0137,156.8139
2025-01-27,126.7621,123.1156,119.5688,123.1488
2025-01-28,156.0196,143.0573,137.0308,145.3692
2025-01-29,153.3071,135.814,134.4865,141.2025
2025-01-30,242.6756,222.0144,213.4829,226.0576
2025-01-31,213.7592,196.226,190.6437,200.2097
