date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2026-08-01,61.9825,54.1531,45.9906,54.0421
2026-08-02,65.5865,55.4627,44.145,55.0647
2026-08-03,49.796,40.2402,31.7158,40.584
2026-08-04,350.4237,297.2688,268.1908,305.2944
2026-08-05,98.1256,87.7683,79.3646,88.4195
2026-08-06,213.169,188.451,161.9806,187.8669
2026-08-07,109.3877,91.5998,80.6912,93.8929
2026-08-08,90.7527,78.3563,69.059,79.3893
2026-08-09,65.7415,58.5121,55.4756,59.9097
2026-08-10,60.6681,51.4975,43.8944,52.02
2026-08-11,116.0631,98.7852,85.1575,100.0019
2026-08-12,128.6467,110.679,93.751,111.0256
2026-08-13,89.2733,78.4058,64.37,77.3497
2026-08-14,57.5248,50.9952,46.8994,51.8065
2026-08-15,40.5688,37.2115,35.5358,37.772
2026-08-16,49.2665,44.0954,42.0712,45.1444
2026-08-17,104.7619,93.3585,76.119,91.4131
2026-08-18,96.1267,84.3227,74.6621,85.0372
2026-08-19,107.6733,94.9648,80.6065,94.4149
2026-08-20,145.8329,128.5981,89.2108,121.214
2026-08-21,114.2908,97.0779,78.456,96.6083
2026-08-22,39.2371,35.3448,34.5208,36.3676
2026-08-23,55.3887,49.3608,48.1717,50.9737
2026-08-24,73.3106,62.9708,52.1619,62.8144
2026-08-25,51.1833,41.6869,27.006,39.9588
2026-08-26,56.5219,47.6756,39.4102,47.8692
2026-08-27,84.2567,72.4598,38.3933,65.0366
2026-08-28,17.6204,14.696,7.6271,13.3145
2026-08-29,11.195,8.916,2.7006,7.6039
2026-08-30,5.959,5.0979,4.7883,5.2817
2026-08-31,37.5813,30.9427,25.9702,31.4981
