date,otahuhu_nzd_mwh,haywards_nzd_mwh,benmore_nzd_mwh,reference_mean_nzd_mwh
2024-07-01,232.755,225.5956,229.2517,229.2008
2024-07-02,217.1252,215.7681,217.6369,216.8434
2024-07-03,284.7452,289.6108,296.5006,290.2856
2024-07-04,370.005,366.1392,360.6179,365.5874
2024-07-05,392.0094,375.8192,367.814,378.5475
2024-07-06,331.1452,337.9677,340.4246,336.5125
2024-07-07,299.3448,301.6056,313.4712,304.8072
2024-07-08,295.8998,295.0608,291.6154,294.192
2024-07-09,321.9633,326.0019,321.44,323.1351
2024-07-10,349.4504,354.0444,352.5777,352.0242
2024-07-11,324.2342,326.5633,327.8285,326.2087
2024-07-12,340.5867,343.994,351.9083,345.4963
2024-07-13,351.744,371.9104,382.2571,368.6372
2024-07-14,339.5367,359.3248,373.1975,357.353
2024-07-15,355.4756,360.3908,366.394,360.7535
2024-07-16,331.6133,340.4502,341.419,337.8275
2024-07-17,431.5938,444.1463,445.3058,440.3486
2024-07-18,339.1942,353.0923,355.5844,349.2903
2024-07-19,368.8238,374.2356,375.8073,372.9556
2024-07-20,407.1933,428.9633,433.5852,423.2473
2024-07-21,339.2371,359.3094,372.9679,357.1715
2024-07-22,336.0181,346.3019,353.9098,345.4099
2024-07-23,406.4852,427.6692,435.1185,423.091
2024-07-24,407.6202,423.9033,429.6498,420.3911
2024-07-25,379.2731,383.9381,387.7721,383.6611
2024-07-26,395.0754,388.4958,393.384,392.3184
2024-07-27,347.5783,346.1819,361.5658,351.7753
2024-07-28,364.901,379.7973,396.7635,380.4873
2024-07-29,501.8406,504.8819,524.2283,510.3169
2024-07-30,487.7142,513.7837,545.3625,515.6201
2024-07-31,370.1665,391.3154,410.8631,390.7817
