date,fuel,generation_mwh
2021-08-09,Gas,18639.53
2021-08-09,Geothermal,22138.347
2021-08-09,Hydro,81752.534
2021-08-09,Liquid fuel,319.256
2021-08-09,Wind,9337.894
2021-08-09,Wood,864.348
2021-08-10,Coal,7095.396
2021-08-10,Gas,18440.786
2021-08-10,Geothermal,22181.103
2021-08-10,Hydro,81133.57
2021-08-10,Liquid fuel,296.751
2021-08-10,Wind,5447.793
2021-08-10,Wood,859.392
2021-08-11,Coal,5907.189
2021-08-11,Gas,16969.835
2021-08-11,Geothermal,22106.193
2021-08-11,Hydro,77664.629
2021-08-11,Liquid fuel,0.0
2021-08-11,Wind,5487.905
2021-08-11,Wood,846.683
2021-08-12,Coal,5367.923
2021-08-12,Gas,15250.845
2021-08-12,Geothermal,22089.498
2021-08-12,Hydro,72547.398
2021-08-12,Liquid fuel,0.0
2021-08-12,Wind,11366.041
2021-08-12,Wood,809.565
2021-08-13,Coal,4088.872
2021-08-13,Gas,15146.582
2021-08-13,Geothermal,22097.006
2021-08-13,Hydro,74286.477
2021-08-13,Liquid fuel,0.0
2021-08-13,Wind,9945.687
2021-08-13,Wood,212.613
2021-08-14,Coal,2689.882
2021-08-14,Gas,14183.235
2021-08-14,Geothermal,20576.951
2021-08-14,Hydro,68696.592
2021-08-14,Liquid fuel,0.0
2021-08-14,Wind,10712.677
2021-08-14,Wood,841.784
2021-08-15,Coal,3715.808
2021-08-15,Gas,13156.909
2021-08-15,Geothermal,19722.084
2021-08-15,Hydro,69825.114
2021-08-15,Liquid fuel,0.0
2021-08-15,Wind,8005.854
2021-08-15,Wood,688.675
2021-08-16,Coal,3250.376
2021-08-16,Gas,15508.396
2021-08-16,Geothermal,21514.384
2021-08-16,Hydro,72417.143
2021-08-16,Liquid fuel,0.0
2021-08-16,Wind,12594.564
2021-08-16,Wood,838.303
2021-08-17,Coal,3085.397
2021-08-17,Gas,15750.955
2021-08-17,Geothermal,20613.462
2021-08-17,Hydro,73975.769
2021-08-17,Liquid fuel,394.211
2021-08-17,Wind,12435.93
2021-08-17,Wood,861.567
2021-08-18,Coal,7041.286
2021-08-18,Gas,12464.031
2021-08-18,Geothermal,21344.005
2021-08-18,Hydro,68343.02
2021-08-18,Liquid fuel,72.288
2021-08-18,Wind,6846.012
2021-08-18,Wood,831.539
2021-08-19,Coal,5792.828
2021-08-19,Gas,12127.543
2021-08-19,Geothermal,21707.055
2021-08-19,Hydro,65523.222
2021-08-19,Liquid fuel,0.0
2021-08-19,Wind,10388.847
2021-08-19,Wood,806.481
2021-08-20,Coal,3656.521
2021-08-20,Gas,11943.359
2021-08-20,Geothermal,21619.975
2021-08-20,Hydro,65958.096
2021-08-20,Liquid fuel,0.0
2021-08-20,Wind,10544.605
2021-08-20,Wood,815.845
2021-08-21,Coal,5441.461
2021-08-21,Gas,15291.581
2021-08-21,Geothermal,21817.492
2021-08-21,Hydro,65347.918
2021-08-21,Liquid fuel,37.967
2021-08-21,Wind,4261.982
2021-08-21,Wood,861.912
2021-08-22,Coal,3961.08
2021-08-22,Gas,14824.352
2021-08-22,Geothermal,21855.575
2021-08-22,Hydro,60848.159
2021-08-22,Liquid fuel,0.0
2021-08-22,Wind,6521.047
2021-08-22,Wood,857.783
2021-08-23,Coal,4633.751
2021-08-23,Gas,12826.963
2021-08-23,Geothermal,21800.269
2021-08-23,Hydro,64388.364
2021-08-23,Liquid fuel,9.455
2021-08-23,Wind,7464.26
2021-08-23,Wood,849.577
2021-08-24,Coal,5083.192
2021-08-24,Gas,11405.203
2021-08-24,Geothermal,21823.32
2021-08-24,Hydro,59925.881
2021-08-24,Liquid fuel,15.185
2021-08-24,Wind,10735.859
2021-08-24,Wood,763.81
2021-08-25,Coal,4283.797
2021-08-25,Gas,11293.883
2021-08-25,Geothermal,21866.88
2021-08-25,Hydro,60077.738
2021-08-25,Liquid fuel,0.0
2021-08-25,Wind,10905.432
2021-08-25,Wood,642.356
2021-08-26,Coal,4063.312
2021-08-26,Gas,10172.583
2021-08-26,Geothermal,21550.024
2021-08-26,Hydro,63370.357
2021-08-26,Liquid fuel,0.0
2021-08-26,Wind,10674.828
2021-08-26,Wood,779.344
2021-08-27,Coal,1907.982
2021-08-27,Gas,10839.649
2021-08-27,Geothermal,21618.511
2021-08-27,Hydro,72751.991
2021-08-27,Liquid fuel,0.0
2021-08-27,Wind,6185.888
2021-08-27,Wood,825.837
2021-08-28,Coal,796.947
2021-08-28,Gas,11319.07
2021-08-28,Geothermal,21430.196
2021-08-28,Hydro,67338.422
2021-08-28,Liquid fuel,0.0
2021-08-28,Wind,3840.074
2021-08-28,Wood,799.087
2021-08-29,Coal,964.313
2021-08-29,Gas,11063.71
2021-08-29,Geothermal,21772.688
2021-08-29,Hydro,66773.914
2021-08-29,Liquid fuel,0.0
2021-08-29,Wind,1594.914
2021-08-29,Wood,825.464
2021-08-30,Coal,1010.743
2021-08-30,Gas,10907.067
2021-08-30,Geothermal,22143.226
2021-08-30,Hydro,66311.9
2021-08-30,Liquid fuel,0.0
2021-08-30,Wind,12022.77
2021-08-30,Wood,822.519
2021-08-31,Coal,805.791
2021-08-31,Gas,12475.481
2021-08-31,Geothermal,19678.6
2021-08-31,Hydro,74045.777
2021-08-31,Liquid fuel,0.0
2021-08-31,Wind,11168.562
2021-08-31,Wood,830.467
2021-09-01,Coal,1080.927
2021-09-01,Gas,14086.944
2021-09-01,Geothermal,18861.437
2021-09-01,Hydro,79884.44
2021-09-01,Liquid fuel,0.0
2021-09-01,Wind,5412.629
2021-09-01,Wood,666.81
2021-09-02,Coal,2769.237
2021-09-02,Gas,14420.938
2021-09-02,Geothermal,18092.128
2021-09-02,Hydro,79571.524
2021-09-02,Liquid fuel,0.0
2021-09-02,Wind,1962.322
2021-09-02,Wood,766.749
2021-09-03,Coal,3518.628
2021-09-03,Gas,13381.386
2021-09-03,Geothermal,19937.562
2021-09-03,Hydro,75436.808
2021-09-03,Liquid fuel,0.0
2021-09-03,Wind,2687.214
2021-09-03,Wood,865.697
2021-09-04,Coal,2.994
2021-09-04,Gas,11244.56
2021-09-04,Geothermal,19445.635
2021-09-04,Hydro,64886.385
2021-09-04,Liquid fuel,0.0
2021-09-04,Wind,10920.244
2021-09-04,Wood,815.415
2021-09-05,Gas,11819.816
2021-09-05,Geothermal,19779.215
2021-09-05,Hydro,63016.783
2021-09-05,Liquid fuel,0.0
2021-09-05,Wind,9650.178
2021-09-05,Wood,821.868
2021-09-06,Coal,2429.128
2021-09-06,Gas,11804.857
2021-09-06,Geothermal,20238.023
2021-09-06,Hydro,70657.263
2021-09-06,Liquid fuel,0.0
2021-09-06,Wind,9586.273
2021-09-06,Wood,855.075
2021-09-07,Coal,3.53
2021-09-07,Gas,11778.872
2021-09-07,Geothermal,19755.29
2021-09-07,Hydro,72533.633
2021-09-07,Liquid fuel,0.0
2021-09-07,Wind,12012.112
2021-09-07,Wood,765.53
2021-09-08,Coal,2031.452
2021-09-08,Gas,14010.715
2021-09-08,Geothermal,20336.668
2021-09-08,Hydro,78586.981
2021-09-08,Liquid fuel,45.055
2021-09-08,Wind,9990.077
2021-09-08,Wood,784.743
2021-09-09,Gas,12999.003
2021-09-09,Geothermal,20711.082
2021-09-09,Hydro,73417.451
2021-09-09,Liquid fuel,0.0
2021-09-09,Wind,13029.473
2021-09-09,Wood,886.879
2021-09-10,Coal,673.722
2021-09-10,Gas,11987.862
2021-09-10,Geothermal,21730.713
2021-09-10,Hydro,67965.0
2021-09-10,Liquid fuel,0.0
2021-09-10,Wind,11599.934
2021-09-10,Wood,786.904
2021-09-11,Gas,10508.146
2021-09-11,Geothermal,22003.42
2021-09-11,Hydro,68002.835
2021-09-11,Liquid fuel,0.0
2021-09-11,Wind,7387.61
2021-09-11,Wood,827.054
2021-09-12,Gas,11630.604
2021-09-12,Geothermal,22122.032
2021-09-12,Hydro,61435.213
2021-09-12,Liquid fuel,0.0
2021-09-12,Wind,11208.988
2021-09-12,Wood,802.147
2021-09-13,Coal,2547.876
2021-09-13,Gas,10940.092
2021-09-13,Geothermal,20357.645
2021-09-13,Hydro,69580.168
2021-09-13,Liquid fuel,0.0
2021-09-13,Wind,12031.875
2021-09-13,Wood,561.528
2021-09-14,Coal,2385.315
2021-09-14,Gas,11996.411
2021-09-14,Geothermal,20144.108
2021-09-14,Hydro,77905.825
2021-09-14,Liquid fuel,0.0
2021-09-14,Wind,7792.584
2021-09-14,Wood,773.132
2021-09-15,Coal,2549.893
2021-09-15,Gas,14140.454
2021-09-15,Geothermal,20331.215
2021-09-15,Hydro,80564.474
2021-09-15,Liquid fuel,5.844
2021-09-15,Wind,5087.053
2021-09-15,Wood,875.213
2021-09-16,Gas,13489.891
2021-09-16,Geothermal,19635.013
2021-09-16,Hydro,77820.416
2021-09-16,Liquid fuel,0.0
2021-09-16,Wind,12185.41
2021-09-16,Wood,822.956
2021-09-17,Gas,11381.845
2021-09-17,Geothermal,21037.333
2021-09-17,Hydro,78622.113
2021-09-17,Liquid fuel,0.0
2021-09-17,Wind,10092.014
2021-09-17,Wood,893.855
2021-09-18,Coal,2102.936
2021-09-18,Gas,10606.55
2021-09-18,Geothermal,22455.172
2021-09-18,Hydro,73728.88
2021-09-18,Liquid fuel,0.0
2021-09-18,Wind,2432.112
2021-09-18,Wood,839.241
2021-09-19,Coal,2012.71
2021-09-19,Gas,11224.906
2021-09-19,Geothermal,22332.197
2021-09-19,Hydro,66974.623
2021-09-19,Liquid fuel,0.0
2021-09-19,Wind,7938.51
2021-09-19,Wood,870.326
2021-09-20,Coal,2944.084
2021-09-20,Gas,9685.517
2021-09-20,Geothermal,22028.677
2021-09-20,Hydro,67220.385
2021-09-20,Liquid fuel,0.0
2021-09-20,Wind,10940.795
2021-09-20,Wood,882.066
2021-09-21,Coal,2073.291
2021-09-21,Gas,10140.442
2021-09-21,Geothermal,21950.88
2021-09-21,Hydro,68454.541
2021-09-21,Liquid fuel,0.0
2021-09-21,Wind,11494.422
2021-09-21,Wood,833.778
2021-09-22,Coal,2189.08
2021-09-22,Gas,10926.791
2021-09-22,Geothermal,21448.583
2021-09-22,Hydro,76531.445
2021-09-22,Liquid fuel,0.0
2021-09-22,Wind,5762.47
2021-09-22,Wood,813.864
2021-09-23,Coal,2169.438
2021-09-23,Gas,9878.9
2021-09-23,Geothermal,21641.832
2021-09-23,Hydro,76924.892
2021-09-23,Liquid fuel,0.0
2021-09-23,Wind,6135.191
2021-09-23,Wood,434.142
2021-09-24,Gas,9408.729
2021-09-24,Geothermal,21693.763
2021-09-24,Hydro,69865.692
2021-09-24,Liquid fuel,0.0
2021-09-24,Wind,11918.133
2021-09-24,Wood,676.764
2021-09-25,Gas,7673.556
2021-09-25,Geothermal,21671.176
2021-09-25,Hydro,62371.166
2021-09-25,Liquid fuel,0.0
2021-09-25,Wind,11964.161
2021-09-25,Wood,773.513
2021-09-26,Gas,7791.084
2021-09-26,Geothermal,20722.76
2021-09-26,Hydro,64697.813
2021-09-26,Liquid fuel,0.0
2021-09-26,Wind,7596.911
2021-09-26,Wood,722.267
2021-09-27,Coal,3629.068
2021-09-27,Gas,11054.416
2021-09-27,Geothermal,21145.742
2021-09-27,Hydro,76277.386
2021-09-27,Liquid fuel,0.0
2021-09-27,Wind,7653.024
2021-09-27,Wood,691.296
2021-09-28,Coal,3008.902
2021-09-28,Gas,12411.658
2021-09-28,Geothermal,21107.225
2021-09-28,Hydro,79820.701
2021-09-28,Liquid fuel,62.393
2021-09-28,Wind,4703.326
2021-09-28,Wood,749.593
2021-09-29,Coal,2615.152
2021-09-29,Gas,10617.308
2021-09-29,Geothermal,21047.972
2021-09-29,Hydro,75214.904
2021-09-29,Liquid fuel,7.816
2021-09-29,Wind,10881.233
2021-09-29,Wood,859.279
2021-09-30,Coal,1157.405
2021-09-30,Gas,10598.594
2021-09-30,Geothermal,21000.36
2021-09-30,Hydro,77798.343
2021-09-30,Liquid fuel,0.0
2021-09-30,Wind,9543.954
2021-09-30,Wood,659.104
2021-10-01,Coal,1801.163
2021-10-01,Gas,11225.235
2021-10-01,Geothermal,21135.151
2021-10-01,Hydro,75801.25
2021-10-01,Liquid fuel,0.0
2021-10-01,Wind,6066.722
2021-10-01,Wood,841.19
2021-10-02,Gas,9379.512
2021-10-02,Geothermal,21300.398
2021-10-02,Hydro,63212.617
2021-10-02,Liquid fuel,0.0
2021-10-02,Wind,12335.385
2021-10-02,Wood,846.685
2021-10-03,Gas,9438.935
2021-10-03,Geothermal,21243.912
2021-10-03,Hydro,67785.364
2021-10-03,Liquid fuel,0.0
2021-10-03,Wind,6568.656
2021-10-03,Wood,889.824
2021-10-04,Gas,10576.021
2021-10-04,Geothermal,20838.69
2021-10-04,Hydro,81789.267
2021-10-04,Liquid fuel,0.0
2021-10-04,Wind,2384.862
2021-10-04,Wood,802.385
2021-10-05,Gas,12331.527
2021-10-05,Geothermal,20350.433
2021-10-05,Hydro,80597.204
2021-10-05,Liquid fuel,0.0
2021-10-05,Wind,719.859
2021-10-05,Wood,762.59
2021-10-06,Gas,11486.172
2021-10-06,Geothermal,20247.413
2021-10-06,Hydro,79936.462
2021-10-06,Liquid fuel,0.0
2021-10-06,Wind,2268.016
2021-10-06,Wood,279.292
2021-10-07,Gas,10691.504
2021-10-07,Geothermal,20953.214
2021-10-07,Hydro,77443.804
2021-10-07,Liquid fuel,0.0
2021-10-07,Wind,4656.399
2021-10-07,Wood,131.163
2021-10-08,Gas,9772.559
2021-10-08,Geothermal,21024.948
2021-10-08,Hydro,71888.816
2021-10-08,Liquid fuel,0.0
2021-10-08,Wind,6083.648
2021-10-08,Wood,0.0
2021-10-09,Gas,9699.992
2021-10-09,Geothermal,21199.295
2021-10-09,Hydro,61655.62
2021-10-09,Liquid fuel,0.0
2021-10-09,Wind,8443.179
2021-10-09,Wood,0.0
2021-10-10,Gas,9776.148
2021-10-10,Geothermal,21217.996
2021-10-10,Hydro,64123.765
2021-10-10,Liquid fuel,0.0
2021-10-10,Wind,4376.729
2021-10-10,Wood,27.128
2021-10-11,Gas,9354.237
2021-10-11,Geothermal,21279.582
2021-10-11,Hydro,68515.352
2021-10-11,Liquid fuel,0.0
2021-10-11,Wind,12021.619
2021-10-11,Wood,538.895
2021-10-12,Gas,9257.13
2021-10-12,Geothermal,21038.845
2021-10-12,Hydro,72322.542
2021-10-12,Liquid fuel,0.0
2021-10-12,Wind,11639.234
2021-10-12,Wood,715.181
2021-10-13,Gas,11760.451
2021-10-13,Geothermal,21365.44
2021-10-13,Hydro,79997.178
2021-10-13,Liquid fuel,10.301
2021-10-13,Wind,7116.905
2021-10-13,Wood,721.316
2021-10-14,Coal,3287.772
2021-10-14,Gas,10156.197
2021-10-14,Geothermal,21375.767
2021-10-14,Hydro,75039.777
2021-10-14,Liquid fuel,0.0
2021-10-14,Wind,4871.528
2021-10-14,Wood,737.388
2021-10-15,Coal,1097.768
2021-10-15,Gas,9760.443
2021-10-15,Geothermal,21318.954
2021-10-15,Hydro,73121.542
2021-10-15,Liquid fuel,0.0
2021-10-15,Wind,5031.846
2021-10-15,Wood,779.897
2021-10-16,Gas,8210.903
2021-10-16,Geothermal,21410.054
2021-10-16,Hydro,61955.615
2021-10-16,Liquid fuel,0.0
2021-10-16,Wind,10353.949
2021-10-16,Wood,635.95
2021-10-17,Gas,7511.485
2021-10-17,Geothermal,21220.064
2021-10-17,Hydro,60380.891
2021-10-17,Liquid fuel,0.0
2021-10-17,Wind,12729.67
2021-10-17,Wood,725.916
2021-10-18,Gas,8225.345
2021-10-18,Geothermal,20945.296
2021-10-18,Hydro,65605.846
2021-10-18,Liquid fuel,0.0
2021-10-18,Wind,13141.413
2021-10-18,Wood,573.311
2021-10-19,Gas,8255.349
2021-10-19,Geothermal,21139.8
2021-10-19,Hydro,68038.88
2021-10-19,Liquid fuel,0.0
2021-10-19,Wind,11531.343
2021-10-19,Wood,322.347
2021-10-20,Gas,9764.902
2021-10-20,Geothermal,20886.138
2021-10-20,Hydro,72656.941
2021-10-20,Liquid fuel,0.0
2021-10-20,Wind,7439.734
2021-10-20,Wood,408.298
2021-10-21,Gas,10768.69
2021-10-21,Geothermal,20797.609
2021-10-21,Hydro,75098.802
2021-10-21,Liquid fuel,0.0
2021-10-21,Wind,5053.127
2021-10-21,Wood,407.632
2021-10-22,Gas,9835.216
2021-10-22,Geothermal,20777.998
2021-10-22,Hydro,69993.885
2021-10-22,Liquid fuel,0.0
2021-10-22,Wind,9044.332
2021-10-22,Wood,609.424
2021-10-23,Gas,9099.235
2021-10-23,Geothermal,21148.885
2021-10-23,Hydro,66453.267
2021-10-23,Liquid fuel,0.0
2021-10-23,Wind,6085.748
2021-10-23,Wood,673.449
2021-10-24,Gas,9238.223
2021-10-24,Geothermal,20560.846
2021-10-24,Hydro,68573.854
2021-10-24,Liquid fuel,0.0
2021-10-24,Wind,2888.521
2021-10-24,Wood,709.438
2021-10-25,Gas,9244.784
2021-10-25,Geothermal,20623.032
2021-10-25,Hydro,66158.673
2021-10-25,Liquid fuel,0.0
2021-10-25,Wind,3696.112
2021-10-25,Wood,717.282
2021-10-26,Gas,10365.897
2021-10-26,Geothermal,20423.496
2021-10-26,Hydro,74207.969
2021-10-26,Liquid fuel,0.0
2021-10-26,Wind,3499.929
2021-10-26,Wood,670.89
2021-10-27,Gas,10426.859
2021-10-27,Geothermal,18561.737
2021-10-27,Hydro,76765.566
2021-10-27,Liquid fuel,0.0
2021-10-27,Wind,4906.299
2021-10-27,Wood,651.537
2021-10-28,Gas,11102.108
2021-10-28,Geothermal,17971.371
2021-10-28,Hydro,80832.17
2021-10-28,Liquid fuel,0.0
2021-10-28,Wind,1320.759
2021-10-28,Wood,695.078
2021-10-29,Gas,10320.928
2021-10-29,Geothermal,18355.968
2021-10-29,Hydro,76621.475
2021-10-29,Liquid fuel,0.0
2021-10-29,Wind,3639.349
2021-10-29,Wood,685.135
2021-10-30,Gas,8766.278
2021-10-30,Geothermal,19300.535
2021-10-30,Hydro,63356.868
2021-10-30,Liquid fuel,0.0
2021-10-30,Wind,9134.276
2021-10-30,Wood,751.243
2021-10-31,Gas,7817.914
2021-10-31,Geothermal,19704.968
2021-10-31,Hydro,56823.407
2021-10-31,Liquid fuel,0.0
2021-10-31,Wind,14694.842
2021-10-31,Wood,752.428
2021-11-01,Gas,7712.157
2021-11-01,Geothermal,19494.855
2021-11-01,Hydro,74219.678
2021-11-01,Liquid fuel,0.0
2021-11-01,Wind,6601.83
2021-11-01,Wood,775.545
2021-11-02,Gas,9190.568
2021-11-02,Geothermal,19073.65
2021-11-02,Hydro,72881.953
2021-11-02,Liquid fuel,0.0
2021-11-02,Wind,9939.881
2021-11-02,Wood,697.692
2021-11-03,Gas,8094.727
2021-11-03,Geothermal,18798.522
2021-11-03,Hydro,73204.585
2021-11-03,Liquid fuel,0.0
2021-11-03,Wind,15133.128
2021-11-03,Wood,593.731
2021-11-04,Gas,6363.335
2021-11-04,Geothermal,19862.035
2021-11-04,Hydro,74392.62
2021-11-04,Liquid fuel,0.0
2021-11-04,Wind,13819.767
2021-11-04,Wood,577.744
2021-11-05,Gas,6982.464
2021-11-05,Geothermal,21017.761
2021-11-05,Hydro,71807.048
2021-11-05,Liquid fuel,0.0
2021-11-05,Wind,11155.217
2021-11-05,Wood,575.168
2021-11-06,Coal,2966.375
2021-11-06,Gas,2436.552
2021-11-06,Geothermal,21029.814
2021-11-06,Hydro,66199.084
2021-11-06,Liquid fuel,0.0
2021-11-06,Wind,10628.181
2021-11-06,Wood,313.429
2021-11-07,Coal,38.244
2021-11-07,Gas,6799.062
2021-11-07,Geothermal,21046.373
2021-11-07,Hydro,70365.997
2021-11-07,Liquid fuel,0.0
2021-11-07,Wind,2491.536
2021-11-07,Wood,0.0
2021-11-08,Gas,10124.912
2021-11-08,Geothermal,20847.528
2021-11-08,Hydro,76297.349
2021-11-08,Liquid fuel,0.0
2021-11-08,Wind,3221.59
2021-11-08,Wood,0.0
2021-11-09,Gas,10702.796
2021-11-09,Geothermal,20606.995
2021-11-09,Hydro,75075.389
2021-11-09,Liquid fuel,0.0
2021-11-09,Wind,5184.958
2021-11-09,Wood,0.0
2021-11-10,Gas,10882.64
2021-11-10,Geothermal,20790.505
2021-11-10,Hydro,76884.533
2021-11-10,Liquid fuel,0.0
2021-11-10,Wind,3612.887
2021-11-10,Wood,0.0
2021-11-11,Gas,11657.178
2021-11-11,Geothermal,20948.482
2021-11-11,Hydro,76233.519
2021-11-11,Liquid fuel,0.0
2021-11-11,Wind,2362.426
2021-11-11,Wood,0.0
2021-11-12,Gas,10190.425
2021-11-12,Geothermal,21200.181
2021-11-12,Hydro,66757.407
2021-11-12,Liquid fuel,0.0
2021-11-12,Wind,11682.291
2021-11-12,Wood,0.0
2021-11-13,Gas,8314.089
2021-11-13,Geothermal,21224.699
2021-11-13,Hydro,60894.794
2021-11-13,Liquid fuel,0.0
2021-11-13,Wind,11771.548
2021-11-13,Wood,0.0
2021-11-14,Gas,7585.801
2021-11-14,Geothermal,20847.088
2021-11-14,Hydro,58907.615
2021-11-14,Liquid fuel,0.0
2021-11-14,Wind,11200.281
2021-11-14,Wood,0.0
2021-11-15,Gas,9769.615
2021-11-15,Geothermal,21315.597
2021-11-15,Hydro,61247.862
2021-11-15,Liquid fuel,0.0
2021-11-15,Wind,14259.806
2021-11-15,Wood,0.0
2021-11-16,Gas,9606.025
2021-11-16,Geothermal,20618.809
2021-11-16,Hydro,62108.013
2021-11-16,Liquid fuel,0.0
2021-11-16,Wind,14163.093
2021-11-16,Wood,0.0
2021-11-17,Gas,9293.962
2021-11-17,Geothermal,21176.417
2021-11-17,Hydro,65886.244
2021-11-17,Liquid fuel,0.0
2021-11-17,Wind,11236.643
2021-11-17,Wood,0.0
2021-11-18,Coal,1840.523
2021-11-18,Gas,10708.661
2021-11-18,Geothermal,21412.152
2021-11-18,Hydro,71135.67
2021-11-18,Liquid fuel,0.0
2021-11-18,Wind,3308.12
2021-11-18,Wood,0.0
2021-11-19,Coal,845.042
2021-11-19,Gas,9914.483
2021-11-19,Geothermal,21545.97
2021-11-19,Hydro,70407.948
2021-11-19,Liquid fuel,0.0
2021-11-19,Wind,5264.073
2021-11-19,Wood,57.792
2021-11-20,Gas,10378.398
2021-11-20,Geothermal,21650.059
2021-11-20,Hydro,58777.098
2021-11-20,Liquid fuel,0.0
2021-11-20,Wind,9503.062
2021-11-20,Wood,362.637
2021-11-21,Gas,9548.611
2021-11-21,Geothermal,21345.208
2021-11-21,Hydro,60187.16
2021-11-21,Liquid fuel,0.0
2021-11-21,Wind,9189.283
2021-11-21,Wood,464.38
2021-11-22,Coal,692.009
2021-11-22,Gas,11856.891
2021-11-22,Geothermal,20517.641
2021-11-22,Hydro,72215.638
2021-11-22,Liquid fuel,177.058
2021-11-22,Wind,5380.943
2021-11-22,Wood,529.793
2021-11-23,Coal,1480.52
2021-11-23,Gas,9655.495
2021-11-23,Geothermal,20665.137
2021-11-23,Hydro,74247.036
2021-11-23,Liquid fuel,0.0
2021-11-23,Wind,5574.938
2021-11-23,Wood,649.466
2021-11-24,Gas,11114.713
2021-11-24,Geothermal,19562.163
2021-11-24,Hydro,77024.076
2021-11-24,Liquid fuel,0.0
2021-11-24,Wind,2976.227
2021-11-24,Wood,691.189
2021-11-25,Gas,10269.936
2021-11-25,Geothermal,18483.865
2021-11-25,Hydro,78355.544
2021-11-25,Liquid fuel,0.0
2021-11-25,Wind,3886.186
2021-11-25,Wood,725.307
2021-11-26,Gas,10225.537
2021-11-26,Geothermal,21123.001
2021-11-26,Hydro,65185.639
2021-11-26,Liquid fuel,0.0
2021-11-26,Wind,13415.546
2021-11-26,Wood,706.568
2021-11-27,Gas,8847.465
2021-11-27,Geothermal,21041.41
2021-11-27,Hydro,62042.364
2021-11-27,Liquid fuel,0.0
2021-11-27,Wind,9479.919
2021-11-27,Wood,687.646
2021-11-28,Gas,8590.182
2021-11-28,Geothermal,21107.163
2021-11-28,Hydro,63815.321
2021-11-28,Liquid fuel,0.0
2021-11-28,Wind,3699.826
2021-11-28,Wood,719.585
2021-11-29,Gas,10541.273
2021-11-29,Geothermal,20924.504
2021-11-29,Hydro,70687.406
2021-11-29,Liquid fuel,0.0
2021-11-29,Wind,5281.615
2021-11-29,Wood,681.694
2021-11-30,Gas,10614.157
2021-11-30,Geothermal,20930.334
2021-11-30,Hydro,70882.964
2021-11-30,Liquid fuel,0.0
2021-11-30,Wind,6541.549
2021-11-30,Wood,679.318
2021-12-01,Gas,10448.602
2021-12-01,Geothermal,20569.962
2021-12-01,Hydro,69340.59
2021-12-01,Liquid fuel,0.0
2021-12-01,Wind,8891.309
2021-12-01,Wood,686.332
2021-12-02,Gas,10764.74
2021-12-02,Geothermal,20650.754
2021-12-02,Hydro,73799.785
2021-12-02,Liquid fuel,0.0
2021-12-02,Wind,4568.962
2021-12-02,Wood,564.105
2021-12-03,Gas,9768.398
2021-12-03,Geothermal,20123.454
2021-12-03,Hydro,77207.136
2021-12-03,Liquid fuel,0.0
2021-12-03,Wind,2155.743
2021-12-03,Wood,335.731
2021-12-04,Gas,10204.036
2021-12-04,Geothermal,20643.159
2021-12-04,Hydro,66795.469
2021-12-04,Liquid fuel,0.0
2021-12-04,Wind,3490.809
2021-12-04,Wood,333.567
2021-12-05,Gas,8871.013
2021-12-05,Geothermal,20444.497
2021-12-05,Hydro,61674.032
2021-12-05,Liquid fuel,0.0
2021-12-05,Wind,8487.316
2021-12-05,Wood,232.183
2021-12-06,Gas,10880.835
2021-12-06,Geothermal,18334.491
2021-12-06,Hydro,72327.409
2021-12-06,Liquid fuel,0.0
2021-12-06,Wind,8855.887
2021-12-06,Wood,512.749
2021-12-07,Gas,11127.172
2021-12-07,Geothermal,16509.208
2021-12-07,Hydro,79865.18
2021-12-07,Liquid fuel,9.648
2021-12-07,Wind,2999.371
2021-12-07,Wood,714.746
2021-12-08,Gas,10760.59
2021-12-08,Geothermal,16557.682
2021-12-08,Hydro,76947.948
2021-12-08,Liquid fuel,0.0
2021-12-08,Wind,5923.366
2021-12-08,Wood,633.389
2021-12-09,Gas,11488.267
2021-12-09,Geothermal,16896.37
2021-12-09,Hydro,73378.186
2021-12-09,Liquid fuel,0.0
2021-12-09,Wind,9261.832
2021-12-09,Wood,670.227
2021-12-10,Gas,11343.65
2021-12-10,Geothermal,19189.721
2021-12-10,Hydro,73878.627
2021-12-10,Liquid fuel,33.056
2021-12-10,Wind,5252.369
2021-12-10,Wood,641.741
2021-12-11,Gas,9025.67
2021-12-11,Geothermal,19294.634
2021-12-11,Hydro,63720.706
2021-12-11,Liquid fuel,0.0
2021-12-11,Wind,8741.07
2021-12-11,Wood,671.525
2021-12-12,Gas,9639.427
2021-12-12,Geothermal,19535.276
2021-12-12,Hydro,56852.405
2021-12-12,Liquid fuel,0.0
2021-12-12,Wind,11869.796
2021-12-12,Wood,772.325
2021-12-13,Gas,10146.593
2021-12-13,Geothermal,19666.369
2021-12-13,Hydro,74309.37
2021-12-13,Liquid fuel,0.0
2021-12-13,Wind,3043.084
2021-12-13,Wood,731.651
2021-12-14,Gas,9489.424
2021-12-14,Geothermal,18958.227
2021-12-14,Hydro,73263.471
2021-12-14,Liquid fuel,45.102
2021-12-14,Wind,6676.709
2021-12-14,Wood,718.943
2021-12-15,Gas,8949.786
2021-12-15,Geothermal,19594.854
2021-12-15,Hydro,71227.969
2021-12-15,Liquid fuel,9.442
2021-12-15,Wind,8086.479
2021-12-15,Wood,636.233
2021-12-16,Gas,8896.793
2021-12-16,Geothermal,18308.189
2021-12-16,Hydro,75651.102
2021-12-16,Liquid fuel,49.118
2021-12-16,Wind,4153.175
2021-12-16,Wood,660.997
2021-12-17,Gas,7387.421
2021-12-17,Geothermal,17175.53
