date,active_storage_mm3,contingent_storage_mm3,total_usable_storage_mm3
1984-07-26,5351.524,0.0,0.0
1984-07-27,5318.35,0.0,0.0
1984-07-28,5274.134,0.0,0.0
1984-07-29,5229.966,0.0,0.0
1984-07-30,5241.113,0.0,0.0
1984-07-31,5444.142,0.0,0.0
1984-08-01,5630.699,0.0,0.0
1984-08-02,5729.343,0.0,0.0
1984-08-03,5779.299,0.0,0.0
1984-08-04,5877.001,0.0,0.0
1984-08-05,5953.793,0.0,0.0
1984-08-06,5952.64,0.0,0.0
1984-08-07,5917.732,0.0,0.0
1984-08-08,5872.929,0.0,0.0
1984-08-09,5819.802,0.0,0.0
1984-08-10,5781.833,0.0,0.0
1984-08-11,5755.77,0.0,0.0
1984-08-12,5725.938,0.0,0.0
1984-08-13,5690.466,0.0,0.0
1984-08-14,5648.505,0.0,0.0
1984-08-15,5601.116,0.0,0.0
1984-08-16,5564.193,0.0,0.0
1984-08-17,5537.404,0.0,0.0
1984-08-18,5511.3,0.0,0.0
1984-08-19,5507.18,0.0,0.0
1984-08-20,5580.059,0.0,0.0
1984-08-21,5670.89,0.0,0.0
1984-08-22,5745.637,0.0,0.0
1984-08-23,5845.662,0.0,0.0
1984-08-24,5854.087,0.0,0.0
1984-08-25,5831.061,0.0,0.0
1984-08-26,5798.585,0.0,0.0
1984-08-27,5760.135,0.0,0.0
1984-08-28,5710.051,0.0,0.0
1984-08-29,5673.536,0.0,0.0
1984-08-30,5632.337,0.0,0.0
1984-08-31,5591.565,0.0,0.0
1984-09-01,5552.78,0.0,0.0
1984-09-02,5510.902,0.0,0.0
1984-09-03,5464.649,0.0,0.0
1984-09-04,5413.135,0.0,0.0
1984-09-05,5370.515,0.0,0.0
1984-09-06,5335.268,0.0,0.0
1984-09-07,5283.731,0.0,0.0
1984-09-08,5232.793,0.0,0.0
1984-09-09,5183.886,0.0,0.0
1984-09-10,5166.874,0.0,0.0
1984-09-11,5183.675,0.0,0.0
1984-09-12,5200.976,0.0,0.0
1984-09-13,5383.322,0.0,0.0
1984-09-14,5485.4,0.0,0.0
1984-09-15,5500.835,0.0,0.0
1984-09-16,5495.683,0.0,0.0
1984-09-17,5467.95,0.0,0.0
1984-09-18,5416.05,0.0,0.0
1984-09-19,5363.886,0.0,0.0
1984-09-20,5315.938,0.0,0.0
1984-09-21,5268.333,0.0,0.0
1984-09-22,5211.627,0.0,0.0
1984-09-23,5154.346,0.0,0.0
1984-09-24,5101.869,0.0,0.0
1984-09-25,5065.388,0.0,0.0
1984-09-26,5027.683,0.0,0.0
1984-09-27,4989.436,0.0,0.0
1984-09-28,4956.837,0.0,0.0
1984-09-29,4957.647,0.0,0.0
1984-09-30,4746.201,0.0,0.0
1984-10-01,4694.992,0.0,0.0
1984-10-02,4630.149,0.0,0.0
1984-10-03,4556.654,0.0,0.0
1984-10-04,4484.757,0.0,0.0
1984-10-05,4422.751,0.0,0.0
1984-10-06,4372.514,0.0,0.0
1984-10-07,4327.433,0.0,0.0
1984-10-08,4297.242,0.0,0.0
1984-10-09,4283.101,0.0,0.0
1984-10-10,4289.579,0.0,0.0
1984-10-11,4335.225,0.0,0.0
1984-10-12,4342.133,0.0,0.0
1984-10-13,4357.51,0.0,0.0
1984-10-14,4450.167,0.0,0.0
1984-10-15,4513.216,0.0,0.0
1984-10-16,4783.768,0.0,0.0
1984-10-17,5483.215,0.0,0.0
1984-10-18,5894.557,0.0,0.0
1984-10-19,6055.483,0.0,0.0
1984-10-20,6103.787,0.0,0.0
1984-10-21,6149.058,0.0,0.0
1984-10-22,6124.321,0.0,0.0
1984-10-23,6064.413,0.0,0.0
1984-10-24,5996.882,0.0,0.0
1984-10-25,5927.597,0.0,0.0
1984-10-26,5856.756,0.0,0.0
1984-10-27,5774.911,0.0,0.0
1984-10-28,5712.296,0.0,0.0
1984-10-29,5671.494,0.0,0.0
1984-10-30,5641.265,0.0,0.0
1984-10-31,5621.325,0.0,0.0
1984-11-01,5608.75,0.0,0.0
1984-11-02,5589.762,0.0,0.0
1984-11-03,5586.009,0.0,0.0
1984-11-04,5589.071,0.0,0.0
1984-11-05,5569.274,0.0,0.0
1984-11-06,5550.787,0.0,0.0
1984-11-07,5522.128,0.0,0.0
1984-11-08,5480.199,0.0,0.0
1984-11-09,5449.309,0.0,0.0
1984-11-10,5414.554,0.0,0.0
1984-11-11,5385.344,0.0,0.0
1984-11-12,5369.225,0.0,0.0
1984-11-13,5342.596,0.0,0.0
1984-11-14,5338.204,0.0,0.0
1984-11-15,5508.31,0.0,0.0
1984-11-16,5692.58,0.0,0.0
1984-11-17,5771.727,0.0,0.0
1984-11-18,5810.727,0.0,0.0
1984-11-19,5788.913,0.0,0.0
1984-11-20,5759.788,0.0,0.0
1984-11-21,5742.266,0.0,0.0
1984-11-22,5778.069,0.0,0.0
1984-11-23,6099.798,0.0,0.0
1984-11-24,6384.366,0.0,0.0
1984-11-25,6503.024,0.0,0.0
1984-11-26,6543.862,0.0,0.0
1984-11-27,6541.275,0.0,0.0
1984-11-28,6539.426,0.0,0.0
1984-11-29,6527.006,0.0,0.0
1984-11-30,6581.031,0.0,0.0
1984-12-01,6618.741,0.0,0.0
1984-12-02,6623.884,0.0,0.0
1984-12-03,6620.371,0.0,0.0
1984-12-04,6633.381,0.0,0.0
1984-12-05,6741.914,0.0,0.0
1984-12-06,6793.986,0.0,0.0
1984-12-07,6822.643,0.0,0.0
1984-12-08,6853.125,0.0,0.0
1984-12-09,6871.593,0.0,0.0
1984-12-10,6872.063,0.0,0.0
1984-12-11,6862.557,0.0,0.0
1984-12-12,6867.968,0.0,0.0
1984-12-13,6869.248,0.0,0.0
1984-12-14,6918.055,0.0,0.0
1984-12-15,6983.903,0.0,0.0
1984-12-16,7043.465,0.0,0.0
1984-12-17,7219.495,0.0,0.0
1984-12-18,7353.94,0.0,0.0
1984-12-19,7570.856,0.0,0.0
1984-12-20,7994.613,0.0,0.0
1984-12-21,8689.8,0.0,0.0
1984-12-22,9248.104,0.0,0.0
1984-12-23,9402.615,0.0,0.0
1984-12-24,9421.748,0.0,0.0
1984-12-25,9361.007,0.0,0.0
1984-12-26,9262.446,0.0,0.0
1984-12-27,9171.702,0.0,0.0
1984-12-28,9075.837,0.0,0.0
1984-12-29,8962.949,0.0,0.0
1984-12-30,8857.419,0.0,0.0
1984-12-31,8755.717,0.0,0.0
1985-01-01,8657.267,0.0,0.0
1985-01-02,8573.404,0.0,0.0
1985-01-03,8545.927,0.0,0.0
1985-01-04,8591.35,0.0,0.0
1985-01-05,8660.528,0.0,0.0
1985-01-06,8760.987,0.0,0.0
1985-01-07,8898.259,0.0,0.0
1985-01-08,8986.447,0.0,0.0
1985-01-09,8947.176,0.0,0.0
1985-01-10,8896.018,0.0,0.0
1985-01-11,9065.416,0.0,0.0
1985-01-12,9276.688,0.0,0.0
1985-01-13,9330.689,0.0,0.0
1985-01-14,9258.231,0.0,0.0
1985-01-15,9153.303,0.0,0.0
1985-01-16,9030.426,0.0,0.0
1985-01-17,8903.726,0.0,0.0
1985-01-18,8785.121,0.0,0.0
1985-01-19,8691.633,0.0,0.0
1985-01-20,8690.93,0.0,0.0
1985-01-21,8740.006,0.0,0.0
1985-01-22,8707.813,0.0,0.0
1985-01-23,8701.555,0.0,0.0
1985-01-24,8735.052,0.0,0.0
1985-01-25,8723.826,0.0,0.0
1985-01-26,8653.768,0.0,0.0
1985-01-27,8577.428,0.0,0.0
1985-01-28,8501.465,0.0,0.0
1985-01-29,8402.24,0.0,0.0
1985-01-30,8295.325,0.0,0.0
1985-01-31,8199.42,0.0,0.0
1985-02-01,8120.694,0.0,0.0
1985-02-02,8077.622,0.0,0.0
1985-02-03,7995.746,0.0,0.0
1985-02-04,7920.082,0.0,0.0
1985-02-05,7826.467,0.0,0.0
1985-02-06,7736.539,0.0,0.0
1985-02-07,7661.68,0.0,0.0
1985-02-08,7589.259,0.0,0.0
1985-02-09,7532.259,0.0,0.0
1985-02-10,7491.051,0.0,0.0
1985-02-11,7436.771,0.0,0.0
1985-02-12,7359.252,0.0,0.0
1985-02-13,7320.362,0.0,0.0
1985-02-14,7269.702,0.0,0.0
1985-02-15,7208.471,0.0,0.0
1985-02-16,7164.158,0.0,0.0
1985-02-17,7156.153,0.0,0.0
1985-02-18,7139.842,0.0,0.0
1985-02-19,7079.427,0.0,0.0
1985-02-20,7028.721,0.0,0.0
1985-02-21,6979.768,0.0,0.0
1985-02-22,6922.618,0.0,0.0
1985-02-23,6880.563,0.0,0.0
1985-02-24,6852.457,0.0,0.0
1985-02-25,6824.838,0.0,0.0
1985-02-26,6781.097,0.0,0.0
1985-02-27,6739.123,0.0,0.0
1985-02-28,6732.501,0.0,0.0
1985-03-01,6832.124,0.0,0.0
1985-03-02,6885.525,0.0,0.0
1985-03-03,6896.965,0.0,0.0
1985-03-04,6879.56,0.0,0.0
1985-03-05,6854.928,0.0,0.0
1985-03-06,6897.138,0.0,0.0
1985-03-07,6927.34,0.0,0.0
1985-03-08,6895.347,0.0,0.0
1985-03-09,6848.251,0.0,0.0
1985-03-10,6824.292,0.0,0.0
1985-03-11,6776.705,0.0,0.0
1985-03-12,6734.688,0.0,0.0
1985-03-13,6694.907,0.0,0.0
1985-03-14,6666.909,0.0,0.0
1985-03-15,6653.804,0.0,0.0
1985-03-16,6654.95,0.0,0.0
1985-03-17,6641.17,0.0,0.0
1985-03-18,6614.047,0.0,0.0
1985-03-19,6567.274,0.0,0.0
1985-03-20,6509.82,0.0,0.0
1985-03-21,6466.825,0.0,0.0
1985-03-22,6424.103,0.0,0.0
1985-03-23,6355.995,0.0,0.0
1985-03-24,6311.818,0.0,0.0
1985-03-25,6262.908,0.0,0.0
1985-03-26,6200.017,0.0,0.0
1985-03-27,6146.464,0.0,0.0
1985-03-28,6096.286,0.0,0.0
1985-03-29,6062.006,0.0,0.0
1985-03-30,6049.252,0.0,0.0
1985-03-31,5194.209,0.0,0.0
1985-04-01,5189.055,0.0,0.0
1985-04-02,5250.406,0.0,0.0
1985-04-03,5329.728,0.0,0.0
1985-04-04,5318.933,0.0,0.0
1985-04-05,5299.064,0.0,0.0
1985-04-06,5282.212,0.0,0.0
1985-04-07,5260.015,0.0,0.0
1985-04-08,5239.001,0.0,0.0
1985-04-09,5205.423,0.0,0.0
1985-04-10,5159.946,0.0,0.0
1985-04-11,5109.842,0.0,0.0
1985-04-12,5062.07,0.0,0.0
1985-04-13,5022.78,0.0,0.0
1985-04-14,4984.908,0.0,0.0
1985-04-15,4943.914,0.0,0.0
1985-04-16,4891.447,0.0,0.0
1985-04-17,4843.238,0.0,0.0
1985-04-18,4859.019,0.0,0.0
1985-04-19,5088.975,0.0,0.0
1985-04-20,5315.388,0.0,0.0
1985-04-21,5605.155,0.0,0.0
1985-04-22,5752.726,0.0,0.0
1985-04-23,5780.349,0.0,0.0
1985-04-24,5772.97,0.0,0.0
1985-04-25,5760.636,0.0,0.0
1985-04-26,5746.54,0.0,0.0
1985-04-27,5724.637,0.0,0.0
1985-04-28,5708.368,0.0,0.0
1985-04-29,5683.551,0.0,0.0
1985-04-30,5635.299,0.0,0.0
1985-05-01,5580.227,0.0,0.0
1985-05-02,5524.032,0.0,0.0
1985-05-03,5466.655,0.0,0.0
1985-05-04,5411.964,0.0,0.0
1985-05-05,5377.26,0.0,0.0
1985-05-06,5356.352,0.0,0.0
1985-05-07,5362.377,0.0,0.0
1985-05-08,5394.909,0.0,0.0
1985-05-09,5491.519,0.0,0.0
1985-05-10,5676.494,0.0,0.0
1985-05-11,5739.092,0.0,0.0
1985-05-12,5746.282,0.0,0.0
1985-05-13,5727.792,0.0,0.0
1985-05-14,5685.572,0.0,0.0
1985-05-15,5630.263,0.0,0.0
1985-05-16,5565.909,0.0,0.0
1985-05-17,5500.105,0.0,0.0
1985-05-18,5452.415,0.0,0.0
1985-05-19,5413.177,0.0,0.0
1985-05-20,5385.953,0.0,0.0
1985-05-21,5372.78,0.0,0.0
1985-05-22,5341.637,0.0,0.0
1985-05-23,5317.373,0.0,0.0
1985-05-24,5288.177,0.0,0.0
1985-05-25,5239.045,0.0,0.0
1985-05-26,5194.524,0.0,0.0
1985-05-27,5139.678,0.0,0.0
1985-05-28,5075.371,0.0,0.0
1985-05-29,5014.679,0.0,0.0
1985-05-30,4958.666,0.0,0.0
1985-05-31,4902.626,0.0,0.0
1985-06-01,4844.816,0.0,0.0
1985-06-02,4795.83,0.0,0.0
1985-06-03,4763.262,0.0,0.0
1985-06-04,4709.652,0.0,0.0
1985-06-05,4693.83,0.0,0.0
1985-06-06,4702.609,0.0,0.0
1985-06-07,4675.906,0.0,0.0
1985-06-08,4649.487,0.0,0.0
1985-06-09,4617.333,0.0,0.0
1985-06-10,4582.401,0.0,0.0
1985-06-11,4571.607,0.0,0.0
1985-06-12,4628.331,0.0,0.0
1985-06-13,4639.319,0.0,0.0
1985-06-14,4608.484,0.0,0.0
1985-06-15,4601.727,0.0,0.0
1985-06-16,4652.386,0.0,0.0
1985-06-17,4711.692,0.0,0.0
1985-06-18,4819.223,0.0,0.0
1985-06-19,4882.071,0.0,0.0
1985-06-20,4911.642,0.0,0.0
1985-06-21,4950.808,0.0,0.0
1985-06-22,4975.603,0.0,0.0
1985-06-23,5006.753,0.0,0.0
1985-06-24,5000.84,0.0,0.0
1985-06-25,4978.692,0.0,0.0
1985-06-26,4938.017,0.0,0.0
1985-06-27,4902.166,0.0,0.0
1985-06-28,4864.814,0.0,0.0
1985-06-29,4848.138,0.0,0.0
1985-06-30,4836.04,0.0,0.0
1985-07-01,4823.127,0.0,0.0
1985-07-02,4796.172,0.0,0.0
1985-07-03,4767.317,0.0,0.0
1985-07-04,4794.363,0.0,0.0
1985-07-05,4886.977,0.0,0.0
1985-07-06,4954.571,0.0,0.0
1985-07-07,5018.03,0.0,0.0
1985-07-08,5031.626,0.0,0.0
1985-07-09,5018.093,0.0,0.0
1985-07-10,4993.414,0.0,0.0
1985-07-11,4960.476,0.0,0.0
1985-07-12,4918.99,0.0,0.0
1985-07-13,4897.064,0.0,0.0
1985-07-14,4892.636,0.0,0.0
1985-07-15,4881.401,0.0,0.0
1985-07-16,4847.849,0.0,0.0
1985-07-17,4831.12,0.0,0.0
1985-07-18,4886.391,0.0,0.0
1985-07-19,4921.386,0.0,0.0
1985-07-20,4927.612,0.0,0.0
1985-07-21,4924.347,0.0,0.0
1985-07-22,4912.158,0.0,0.0
1985-07-23,4879.816,0.0,0.0
1985-07-24,4844.768,0.0,0.0
1985-07-25,4815.389,0.0,0.0
1985-07-26,4804.574,0.0,0.0
1985-07-27,4793.264,0.0,0.0
1985-07-28,4776.441,0.0,0.0
1985-07-29,4744.756,0.0,0.0
1985-07-30,4711.235,0.0,0.0
1985-07-31,4704.778,0.0,0.0
1985-08-01,4718.795,0.0,0.0
1985-08-02,4702.048,0.0,0.0
1985-08-03,4673.169,0.0,0.0
1985-08-04,4646.54,0.0,0.0
1985-08-05,4613.223,0.0,0.0
1985-08-06,4567.623,0.0,0.0
1985-08-07,4524.573,0.0,0.0
1985-08-08,4480.398,0.0,0.0
1985-08-09,4473.831,0.0,0.0
1985-08-10,4566.821,0.0,0.0
1985-08-11,4641.401,0.0,0.0
1985-08-12,4652.021,0.0,0.0
1985-08-13,4617.888,0.0,0.0
1985-08-14,4572.455,0.0,0.0
1985-08-15,4516.505,0.0,0.0
1985-08-16,4453.805,0.0,0.0
1985-08-17,4396.876,0.0,0.0
1985-08-18,4370.72,0.0,0.0
1985-08-19,4538.43,0.0,0.0
1985-08-20,4695.494,0.0,0.0
1985-08-21,4726.283,0.0,0.0
1985-08-22,4723.196,0.0,0.0
1985-08-23,4704.038,0.0,0.0
1985-08-24,4687.475,0.0,0.0
1985-08-25,4720.006,0.0,0.0
1985-08-26,4799.438,0.0,0.0
1985-08-27,4808.032,0.0,0.0
1985-08-28,4788.15,0.0,0.0
1985-08-29,4752.624,0.0,0.0
1985-08-30,4712.68,0.0,0.0
1985-08-31,4701.836,0.0,0.0
1985-09-01,4691.1,0.0,0.0
1985-09-02,4661.92,0.0,0.0
1985-09-03,4647.794,0.0,0.0
1985-09-04,4785.418,0.0,0.0
1985-09-05,4921.128,0.0,0.0
1985-09-06,4964.352,0.0,0.0
1985-09-07,4977.941,0.0,0.0
1985-09-08,4983.498,0.0,0.0
1985-09-09,4988.323,0.0,0.0
1985-09-10,4992.293,0.0,0.0
1985-09-11,4995.784,0.0,0.0
1985-09-12,4973.575,0.0,0.0
1985-09-13,4937.794,0.0,0.0
1985-09-14,4898.233,0.0,0.0
1985-09-15,4858.165,0.0,0.0
1985-09-16,4809.37,0.0,0.0
1985-09-17,4751.21,0.0,0.0
1985-09-18,4693.216,0.0,0.0
1985-09-19,4638.688,0.0,0.0
1985-09-20,4582.865,0.0,0.0
1985-09-21,4535.632,0.0,0.0
1985-09-22,4491.954,0.0,0.0
1985-09-23,4445.941,0.0,0.0
1985-09-24,4393.713,0.0,0.0
1985-09-25,4338.009,0.0,0.0
1985-09-26,4305.263,0.0,0.0
1985-09-27,4468.142,0.0,0.0
1985-09-28,4554.151,0.0,0.0
1985-09-29,4579.321,0.0,0.0
1985-09-30,4392.323,0.0,0.0
1985-10-01,4369.757,0.0,0.0
1985-10-02,4350.598,0.0,0.0
1985-10-03,4347.557,0.0,0.0
1985-10-04,4332.652,0.0,0.0
1985-10-05,4319.236,0.0,0.0
1985-10-06,4309.512,0.0,0.0
1985-10-07,4311.391,0.0,0.0
1985-10-08,4284.261,0.0,0.0
1985-10-09,4256.722,0.0,0.0
1985-10-10,4212.125,0.0,0.0
1985-10-11,4168.039,0.0,0.0
1985-10-12,4127.568,0.0,0.0
1985-10-13,4109.255,0.0,0.0
1985-10-14,4105.753,0.0,0.0
1985-10-15,4055.189,0.0,0.0
1985-10-16,4011.636,0.0,0.0
1985-10-17,3961.698,0.0,0.0
1985-10-18,3908.122,0.0,0.0
1985-10-19,3855.123,0.0,0.0
1985-10-20,3800.647,0.0,0.0
1985-10-21,3747.502,0.0,0.0
1985-10-22,3701.409,0.0,0.0
1985-10-23,3653.64,0.0,0.0
1985-10-24,3624.639,0.0,0.0
1985-10-25,3581.22,0.0,0.0
1985-10-26,3548.027,0.0,0.0
1985-10-27,3502.877,0.0,0.0
1985-10-28,3468.11,0.0,0.0
1985-10-29,3430.238,0.0,0.0
1985-10-30,3385.228,0.0,0.0
1985-10-31,3349.109,0.0,0.0
1985-11-01,3316.012,0.0,0.0
1985-11-02,3298.42,0.0,0.0
1985-11-03,3266.734,0.0,0.0
1985-11-04,3224.632,0.0,0.0
1985-11-05,3178.393,0.0,0.0
1985-11-06,3128.584,0.0,0.0
1985-11-07,3080.227,0.0,0.0
1985-11-08,3036.551,0.0,0.0
1985-11-09,3003.763,0.0,0.0
1985-11-10,2979.973,0.0,0.0
1985-11-11,2958.196,0.0,0.0
1985-11-12,2942.842,0.0,0.0
1985-11-13,2936.259,0.0,0.0
1985-11-14,2924.368,0.0,0.0
1985-11-15,2911.78,0.0,0.0
1985-11-16,2897.419,0.0,0.0
1985-11-17,2920.73,0.0,0.0
1985-11-18,3065.083,0.0,0.0
1985-11-19,3332.687,0.0,0.0
1985-11-20,3622.557,0.0,0.0
1985-11-21,3797.699,0.0,0.0
1985-11-22,3857.492,0.0,0.0
1985-11-23,3876.676,0.0,0.0
1985-11-24,3889.475,0.0,0.0
1985-11-25,3869.865,0.0,0.0
1985-11-26,3843.676,0.0,0.0
1985-11-27,3813.736,0.0,0.0
1985-11-28,3785.713,0.0,0.0
1985-11-29,3753.752,0.0,0.0
1985-11-30,3719.268,0.0,0.0
1985-12-01,3725.855,0.0,0.0
1985-12-02,3762.198,0.0,0.0
1985-12-03,3807.064,0.0,0.0
1985-12-04,3816.627,0.0,0.0
1985-12-05,3810.855,0.0,0.0
1985-12-06,3805.1,0.0,0.0
1985-12-07,3805.624,0.0,0.0
1985-12-08,3809.293,0.0,0.0
1985-12-09,3811.924,0.0,0.0
1985-12-10,3803.019,0.0,0.0
1985-12-11,3786.551,0.0,0.0
1985-12-12,3770.84,0.0,0.0
1985-12-13,3760.635,0.0,0.0
1985-12-14,3767.815,0.0,0.0
1985-12-15,3775.649,0.0,0.0
1985-12-16,3795.151,0.0,0.0
1985-12-17,3809.613,0.0,0.0
1985-12-18,3805.872,0.0,0.0
1985-12-19,3806.357,0.0,0.0
1985-12-20,3845.787,0.0,0.0
1985-12-21,3942.392,0.0,0.0
1985-12-22,4033.43,0.0,0.0
1985-12-23,4148.366,0.0,0.0
1985-12-24,4281.178,0.0,0.0
1985-12-25,4358.021,0.0,0.0
1985-12-26,4414.204,0.0,0.0
1985-12-27,4454.203,0.0,0.0
1985-12-28,4592.758,0.0,0.0
1985-12-29,4830.266,0.0,0.0
1985-12-30,4902.603,0.0,0.0
1985-12-31,4933.95,0.0,0.0
1986-01-01,5155.639,0.0,0.0
1986-01-02,5607.394,0.0,0.0
1986-01-03,5819.824,0.0,0.0
1986-01-04,5947.567,0.0,0.0
1986-01-05,6006.92,0.0,0.0
1986-01-06,6001.936,0.0,0.0
1986-01-07,5982.862,0.0,0.0
1986-01-08,5953.356,0.0,0.0
1986-01-09,5928.819,0.0,0.0
1986-01-10,5908.033,0.0,0.0
1986-01-11,5879.3,0.0,0.0
1986-01-12,5867.529,0.0,0.0
1986-01-13,5876.923,0.0,0.0
1986-01-14,5877.609,0.0,0.0
1986-01-15,5855.169,0.0,0.0
1986-01-16,5818.216,0.0,0.0
1986-01-17,5789.434,0.0,0.0
1986-01-18,5742.73,0.0,0.0
1986-01-19,5720.333,0.0,0.0
1986-01-20,5700.826,0.0,0.0
1986-01-21,5685.276,0.0,0.0
1986-01-22,5669.87,0.0,0.0
1986-01-23,5656.194,0.0,0.0
1986-01-24,5652.828,0.0,0.0
1986-01-25,5650.276,0.0,0.0
1986-01-26,5669.516,0.0,0.0
1986-01-27,5691.003,0.0,0.0
1986-01-28,5719.446,0.0,0.0
1986-01-29,5676.314,0.0,0.0
1986-01-30,5650.352,0.0,0.0
1986-01-31,5605.803,0.0,0.0
1986-02-01,5544.5,0.0,0.0
1986-02-02,5508.292,0.0,0.0
1986-02-03,5480.462,0.0,0.0
1986-02-04,5459.557,0.0,0.0
1986-02-05,5417.254,0.0,0.0
1986-02-06,5382.97,0.0,0.0
1986-02-07,5372.685,0.0,0.0
1986-02-08,5341.136,0.0,0.0
1986-02-09,5311.35,0.0,0.0
1986-02-10,5276.857,0.0,0.0
1986-02-11,5268.602,0.0,0.0
1986-02-12,5257.792,0.0,0.0
1986-02-13,5224.574,0.0,0.0
1986-02-14,5207.911,0.0,0.0
1986-02-15,5209.512,0.0,0.0
1986-02-16,5220.276,0.0,0.0
1986-02-17,5236.292,0.0,0.0
1986-02-18,5222.559,0.0,0.0
1986-02-19,5201.206,0.0,0.0
1986-02-20,5272.802,0.0,0.0
1986-02-21,5452.527,0.0,0.0
1986-02-22,5625.765,0.0,0.0
1986-02-23,5756.822,0.0,0.0
1986-02-24,5830.511,0.0,0.0
1986-02-25,5884.511,0.0,0.0
1986-02-26,5959.001,0.0,0.0
1986-02-27,6023.384,0.0,0.0
1986-02-28,6044.549,0.0,0.0
1986-03-01,6047.487,0.0,0.0
1986-03-02,6043.429,0.0,0.0
1986-03-03,6041.901,0.0,0.0
1986-03-04,6037.86,0.0,0.0
1986-03-05,6010.536,0.0,0.0
1986-03-06,5974.358,0.0,0.0
1986-03-07,5942.703,0.0,0.0
1986-03-08,5919.927,0.0,0.0
1986-03-09,5895.764,0.0,0.0
1986-03-10,5946.815,0.0,0.0
1986-03-11,6026.928,0.0,0.0
1986-03-12,6085.614,0.0,0.0
1986-03-13,6177.67,0.0,0.0
1986-03-14,6277.342,0.0,0.0
1986-03-15,6313.761,0.0,0.0
1986-03-16,6338.874,0.0,0.0
1986-03-17,6404.707,0.0,0.0
1986-03-18,6446.573,0.0,0.0
1986-03-19,6442.941,0.0,0.0
1986-03-20,6423.996,0.0,0.0
1986-03-21,6410.187,0.0,0.0
1986-03-22,6390.931,0.0,0.0
1986-03-23,6370.76,0.0,0.0
1986-03-24,6352.786,0.0,0.0
1986-03-25,6311.809,0.0,0.0
1986-03-26,6273.039,0.0,0.0
1986-03-27,6234.721,0.0,0.0
1986-03-28,6240.955,0.0,0.0
1986-03-29,6245.96,0.0,0.0
1986-03-30,6220.254,0.0,0.0
1986-03-31,6377.718,0.0,0.0
1986-04-01,6337.263,0.0,0.0
1986-04-02,6289.721,0.0,0.0
1986-04-03,6252.022,0.0,0.0
1986-04-04,6216.886,0.0,0.0
1986-04-05,6186.084,0.0,0.0
1986-04-06,6380.858,0.0,0.0
1986-04-07,6475.604,0.0,0.0
1986-04-08,6483.465,0.0,0.0
1986-04-09,6502.898,0.0,0.0
1986-04-10,6558.286,0.0,0.0
1986-04-11,6542.582,0.0,0.0
1986-04-12,6538.522,0.0,0.0
1986-04-13,6577.548,0.0,0.0
1986-04-14,6576.172,0.0,0.0
1986-04-15,6551.056,0.0,0.0
1986-04-16,6520.518,0.0,0.0
1986-04-17,6483.382,0.0,0.0
1986-04-18,6442.748,0.0,0.0
1986-04-19,6413.455,0.0,0.0
1986-04-20,6386.466,0.0,0.0
1986-04-21,6382.282,0.0,0.0
1986-04-22,6393.994,0.0,0.0
1986-04-23,6382.342,0.0,0.0
1986-04-24,6402.389,0.0,0.0
1986-04-25,6438.154,0.0,0.0
1986-04-26,6513.907,0.0,0.0
1986-04-27,6751.468,0.0,0.0
1986-04-28,6932.016,0.0,0.0
1986-04-29,7065.894,0.0,0.0
1986-04-30,7099.872,0.0,0.0
1986-05-01,7129.405,0.0,0.0
1986-05-02,7125.349,0.0,0.0
1986-05-03,7088.621,0.0,0.0
1986-05-04,7120.243,0.0,0.0
1986-05-05,7095.158,0.0,0.0
1986-05-06,7034.818,0.0,0.0
1986-05-07,6964.292,0.0,0.0
1986-05-08,6889.565,0.0,0.0
1986-05-09,6824.711,0.0,0.0
1986-05-10,6769.825,0.0,0.0
1986-05-11,6735.354,0.0,0.0
1986-05-12,6717.16,0.0,0.0
1986-05-13,6681.056,0.0,0.0
1986-05-14,6638.551,0.0,0.0
1986-05-15,6586.699,0.0,0.0
1986-05-16,6530.396,0.0,0.0
1986-05-17,6487.925,0.0,0.0
1986-05-18,6459.015,0.0,0.0
1986-05-19,6424.641,0.0,0.0
1986-05-20,6387.521,0.0,0.0
1986-05-21,6415.536,0.0,0.0
1986-05-22,6400.051,0.0,0.0
1986-05-23,6364.101,0.0,0.0
1986-05-24,6321.041,0.0,0.0
1986-05-25,6278.353,0.0,0.0
1986-05-26,6239.752,0.0,0.0
1986-05-27,6194.193,0.0,0.0
1986-05-28,6147.849,0.0,0.0
1986-05-29,6107.67,0.0,0.0
1986-05-30,6208.443,0.0,0.0
1986-05-31,6294.218,0.0,0.0
1986-06-01,6303.545,0.0,0.0
1986-06-02,6287.227,0.0,0.0
1986-06-03,6254.8,0.0,0.0
1986-06-04,6243.868,0.0,0.0
1986-06-05,6253.804,0.0,0.0
1986-06-06,6227.514,0.0,0.0
1986-06-07,6224.726,0.0,0.0
1986-06-08,6287.781,0.0,0.0
1986-06-09,6436.054,0.0,0.0
1986-06-10,6606.868,0.0,0.0
1986-06-11,6737.087,0.0,0.0
1986-06-12,6930.847,0.0,0.0
1986-06-13,7130.985,0.0,0.0
1986-06-14,7149.249,0.0,0.0
1986-06-15,7113.868,0.0,0.0
1986-06-16,7056.706,0.0,0.0
1986-06-17,6991.311,0.0,0.0
1986-06-18,6922.602,0.0,0.0
1986-06-19,6847.018,0.0,0.0
1986-06-20,6774.681,0.0,0.0
1986-06-21,6769.913,0.0,0.0
1986-06-22,6818.896,0.0,0.0
1986-06-23,6828.289,0.0,0.0
