Date,Time,Spill (Mm³),QualityCode
1993-10-06,23:59:59,9.976,200
1994-02-16,23:59:59,17.113,200
1996-09-04,23:59:59,24.035,200
1997-10-12,23:59:59,12.016,200
1997-11-07,23:59:59,14.530,200
1997-11-17,23:59:59,5.869,200
1998-07-19,23:59:59,26.971,200
1998-08-07,23:59:59,20.902,200
1999-01-10,23:59:59,8.941,200
1999-03-31,23:59:59,7.607,200
1999-04-16,23:59:59,7.486,200
1999-08-19,23:59:59,12.151,200
2000-12-18,23:59:59,20.458,200
2001-01-14,23:59:59,8.163,200
2001-06-22,23:59:59,17.522,200
2001-11-06,23:59:59,11.773,200
2001-11-13,23:59:59,11.415,200
2001-12-03,23:59:59,6.496,200
2002-03-11,23:59:59,10.091,200
2002-06-18,23:59:59,21.188,200
2002-10-11,23:59:59,15.033,200
2002-11-04,23:59:59,19.839,200
2003-07-02,23:59:59,12.481,200
2003-07-04,23:59:59,18.561,200
2004-11-07,23:59:59,24.681,200
2006-03-26,23:59:59,8.166,200
2006-09-14,23:59:59,19.923,200
2007-04-04,23:59:59,7.285,200
2007-08-07,23:59:59,20.303,200
2007-09-09,23:59:59,17.531,200
2007-11-19,23:59:59,11.696,200
2008-01-01,23:59:59,6.814,200
2008-05-27,23:59:59,16.399,200
2008-06-19,23:59:59,8.709,200
2010-04-11,23:59:59,6.004,200
2010-05-31,23:59:59,6.742,200
2011-06-23,23:59:59,23.618,200
2012-01-30,23:59:59,10.078,200
2012-04-21,23:59:59,17.864,200
2012-08-24,23:59:59,17.499,200
2013-09-20,23:59:59,8.505,200
2014-07-28,23:59:59,14.794,200
2014-10-07,23:59:59,13.247,200
2014-12-21,23:59:59,7.744,200
2016-03-19,23:59:59,7.096,200
2017-02-27,23:59:59,16.449,200
2017-04-10,23:59:59,25.322,200
2017-05-26,23:59:59,25.148,200
2018-04-02,23:59:59,12.204,200
2018-06-08,23:59:59,19.584,200
2019-05-09,23:59:59,8.707,200
2019-12-17,23:59:59,12.380,200
2020-02-20,23:59:59,14.480,200
2020-07-28,23:59:59,15.795,200
2020-10-09,23:59:59,10.226,200
2022-06-30,23:59:59,17.818,200
2022-12-22,23:59:59,26.445,200
2023-01-27,23:59:59,14.525,200
2023-01-29,23:59:59,11.270,200
2023-12-01,23:59:59,15.090,200
2024-12-02,23:59:59,20.444,200
1981-04-25,23:59:59,9.980,200
1981-08-11,23:59:59,18.683,200
1981-11-10,23:59:59,14.665,200
1982-08-07,23:59:59,4.619,200
1983-03-12,23:59:59,7.185,200
1984-03-17,23:59:59,6.289,200
1984-11-28,23:59:59,11.669,200
1985-05-31,23:59:59,9.285,200
1986-05-10,23:59:59,7.627,200
1986-06-09,23:59:59,15.054,200
1988-04-22,23:59:59,12.150,200
1988-12-08,23:59:59,23.116,200
1988-12-16,23:59:59,19.757,200
1989-04-22,23:59:59,14.235,200
1990-12-15,23:59:59,20.696,200
1991-08-21,23:59:59,21.702,200
1991-08-25,23:59:59,15.291,200
1992-12-19,23:59:59,16.631,200
1993-06-26,23:59:59,18.185,200
1994-03-05,23:59:59,8.814,200
1994-05-21,23:59:59,4.108,200
1994-09-09,23:59:59,17.736,200
1995-09-23,23:59:59,12.281,200
1996-07-04,23:59:59,19.136,200
1998-02-12,23:59:59,11.939,200
1998-12-28,23:59:59,12.426,200
1999-10-20,23:59:59,19.868,200
2000-03-29,23:59:59,8.047,200
2000-04-06,23:59:59,8.213,200
2001-10-23,23:59:59,8.925,200
2001-12-11,23:59:59,5.407,200
2002-03-19,23:59:59,11.703,200
2003-09-16,23:59:59,11.378,200
2003-09-21,23:59:59,6.615,200
2004-03-24,23:59:59,17.198,200
2004-10-09,23:59:59,12.219,200
2004-11-18,23:59:59,18.395,200
2005-01-18,23:59:59,11.181,200
2005-03-30,23:59:59,17.667,200
2005-06-05,23:59:59,8.311,200
2005-07-15,23:59:59,8.928,200
2005-10-24,23:59:59,21.259,200
2006-09-08,23:59:59,11.579,200
2006-11-03,23:59:59,14.006,200
2006-12-09,23:59:59,12.449,200
2007-10-18,23:59:59,5.118,200
2008-08-19,23:59:59,26.589,200
2009-06-20,23:59:59,13.567,200
2009-11-09,23:59:59,19.163,200
2009-12-18,23:59:59,11.133,200
2010-11-07,23:59:59,9.040,200
2012-01-02,23:59:59,22.541,200
2012-01-10,23:59:59,16.405,200
2012-02-20,23:59:59,17.713,200
2012-09-07,23:59:59,6.644,200
2013-09-22,23:59:59,5.670,200
2014-03-15,23:59:59,6.386,200
2015-02-12,23:59:59,8.256,200
2015-05-17,23:59:59,10.472,200
2015-08-14,23:59:59,20.976,200
2018-04-11,23:59:59,17.526,200
2018-07-12,23:59:59,19.366,200
2019-01-01,23:59:59,5.518,200
2021-12-01,23:59:59,9.859,200
2022-05-03,23:59:59,9.166,200
2022-08-25,23:59:59,25.582,200
2022-09-15,23:59:59,25.422,200
2022-12-17,23:59:59,26.140,200
2023-03-11,23:59:59,7.959,200
2023-03-15,23:59:59,15.659,200
2023-04-16,23:59:59,10.446,200
2023-05-01,23:59:59,17.695,200
2024-07-22,23:59:59,10.750,200
2024-07-29,23:59:59,15.372,200
2024-11-12,23:59:59,16.571,200
1980-10-19,23:59:59,12.028,200
1980-10-26,23:59:59,14.822,200
1980-11-12,23:59:59,16.534,200
1983-09-27,23:59:59,13.143,200
1984-09-07,23:59:59,13.055,200
1984-09-11,23:59:59,12.907,200
1985-07-06,23:59:59,5.848,200
1986-04-04,23:59:59,7.528,200
1986-07-10,23:59:59,9.831,200
1987-02-15,23:59:59,8.087,200
1987-02-17,23:59:59,7.889,200
1987-07-26,23:59:59,6.186,200
1988-01-27,23:59:59,17.232,200
1989-12-16,23:59:59,13.963,200
1990-02-22,23:59:59,20.589,200
1990-02-26,23:59:59,20.080,200
1991-03-29,23:59:59,14.267,200
1991-06-09,23:59:59,13.371,200
1991-08-03,23:59:59,12.142,200
1991-12-27,23:59:59,9.380,200
1993-04-19,23:59:59,6.703,200
1993-06-24,23:59:59,21.697,200
1994-01-20,23:59:59,16.328,200
1994-04-20,23:59:59,7.231,200
1995-12-13,23:59:59,20.212,200
1996-01-18,23:59:59,19.705,200
1996-01-21,23:59:59,5.256,200
1996-07-11,23:59:59,17.835,200
1996-07-12,23:59:59,20.224,200
1996-11-29,23:59:59,15.591,200
1997-02-20,23:59:59,8.876,200
1997-07-23,23:59:59,21.786,200
1997-11-13,23:59:59,8.313,200
1998-06-25,23:59:59,9.109,200
1999-02-17,23:59:59,11.634,200
1999-06-05,23:59:59,19.621,200
1999-07-04,23:59:59,17.511,200
1999-12-26,23:59:59,6.789,200
2000-02-04,23:59:59,12.332,200
2000-03-31,23:59:59,6.537,200
2001-01-03,23:59:59,13.057,200
2002-05-16,23:59:59,12.573,200
2002-09-03,23:59:59,21.518,200
2004-08-09,23:59:59,24.450,200
2005-03-13,23:59:59,7.873,200
2006-12-02,23:59:59,10.785,200
2007-10-08,23:59:59,18.721,200
2008-03-11,23:59:59,13.437,200
2008-07-01,23:59:59,20.770,200
2009-09-11,23:59:59,12.095,200
2009-11-02,23:59:59,12.566,200
2010-09-16,23:59:59,26.795,200
2011-01-30,23:59:59,27.119,200
2011-10-24,23:59:59,9.802,200
2013-11-05,23:59:59,9.157,200
2014-09-15,23:59:59,8.462,200
2017-10-10,23:59:59,20.224,200
2017-11-28,23:59:59,18.298,200
2018-12-25,23:59:59,5.243,200
2020-04-10,23:59:59,5.621,200
2020-06-24,23:59:59,7.530,200
2020-08-17,23:59:59,17.021,200
2022-05-25,23:59:59,11.950,200
2022-08-08,23:59:59,22.575,200
2023-06-22,23:59:59,14.417,200
2024-01-24,23:59:59,8.395,200
2024-04-12,23:59:59,15.614,200
2024-06-26,23:59:59,11.995,200
1980-03-24,23:59:59,13.768,200
1980-05-06,23:59:59,15.686,200
1980-05-20,23:59:59,14.141,200
1980-12-05,23:59:59,17.429,200
1982-04-23,23:59:59,11.564,200
1983-02-09,23:59:59,12.088,200
1983-02-23,23:59:59,7.209,200
1983-03-14,23:59:59,8.522,200
1983-03-18,23:59:59,7.773,200
1984-10-29,23:59:59,14.441,200
1986-12-05,23:59:59,16.316,200
1988-09-01,23:59:59,21.874,200
1989-03-20,23:59:59,16.997,200
1989-06-09,23:59:59,17.265,200
1989-09-04,23:59:59,16.208,200
1989-09-23,23:59:59,18.726,200
1989-10-11,23:59:59,7.488,200
1990-02-15,23:59:59,21.224,200
1991-05-28,23:59:59,13.702,200
1993-05-13,23:59:59,6.995,200
1993-12-27,23:59:59,8.077,200
1994-05-19,23:59:59,7.360,200
1995-03-07,23:59:59,17.457,200
1995-09-27,23:59:59,24.131,200
1996-01-15,23:59:59,21.167,200
1996-07-10,23:59:59,16.754,200
1997-04-13,23:59:59,4.598,200
1997-11-08,23:59:59,14.281,200
1998-05-15,23:59:59,10.823,200
1998-06-18,23:59:59,9.990,200
1999-02-26,23:59:59,7.821,200
1999-12-11,23:59:59,8.591,200
1999-12-22,23:59:59,11.214,200
2001-03-01,23:59:59,14.058,200
2001-12-27,23:59:59,15.221,200
2001-12-31,23:59:59,18.278,200
2004-04-24,23:59:59,12.826,200
2004-04-27,23:59:59,17.677,200
2004-09-25,23:59:59,8.287,200
2004-10-29,23:59:59,18.567,200
2005-04-24,23:59:59,5.348,200
2005-05-24,23:59:59,7.251,200
2005-07-06,23:59:59,18.079,200
2005-09-21,23:59:59,16.241,200
2006-03-06,23:59:59,12.836,200
2006-04-09,23:59:59,5.532,200
2008-10-13,23:59:59,20.345,200
2008-11-25,23:59:59,10.873,200
2008-12-19,23:59:59,7.786,200
2009-03-29,23:59:59,8.373,200
2009-07-10,23:59:59,14.882,200
2010-10-19,23:59:59,8.752,200
2011-01-13,23:59:59,20.536,200
2011-07-28,23:59:59,18.180,200
2011-08-24,23:59:59,11.603,200
2012-04-14,23:59:59,6.878,200
2013-03-07,23:59:59,10.053,200
2013-07-13,23:59:59,7.103,200
2014-01-21,23:59:59,12.487,200
2014-01-24,23:59:59,6.906,200
2017-09-04,23:59:59,20.134,200
2018-05-22,23:59:59,14.577,200
2019-08-06,23:59:59,18.856,200
2019-11-19,23:59:59,16.480,200
2021-02-16,23:59:59,10.124,200
2023-01-09,23:59:59,20.261,200
2023-11-21,23:59:59,8.269,200
2023-11-29,23:59:59,12.804,200
2024-10-22,23:59:59,8.441,200
