Date,Time,Spill (Mm³),QualityCode
2020-11-07,23:59:59,35.862,200
2021-10-21,23:59:59,32.384,200
2022-01-02,23:59:59,26.557,200
2022-01-05,23:59:59,25.538,200
2022-04-07,23:59:59,5.182,200
2022-04-19,23:59:59,5.626,200
2022-05-18,23:59:59,19.469,200
2023-02-19,23:59:59,13.334,200
2023-03-08,23:59:59,10.309,200
2023-05-23,23:59:59,30.948,200
2024-01-09,23:59:59,21.844,200
1981-09-13,23:59:59,20.732,200
1982-09-04,23:59:59,31.453,200
1983-02-24,23:59:59,30.362,200
1983-06-20,23:59:59,30.413,200
1983-11-23,23:59:59,26.887,200
1984-06-07,23:59:59,24.470,200
1984-07-29,23:59:59,9.457,200
1984-10-07,23:59:59,28.046,200
1985-08-05,23:59:59,15.175,200
1985-12-30,23:59:59,9.076,200
1986-02-28,23:59:59,16.887,200
1988-02-13,23:59:59,26.046,200
1988-12-06,23:59:59,34.984,200
1989-03-20,23:59:59,17.448,200
1989-08-29,23:59:59,14.354,200
1989-10-06,23:59:59,9.568,200
1989-11-22,23:59:59,21.547,200
1989-12-15,23:59:59,40.065,200
1990-03-13,23:59:59,25.991,200
1991-06-22,23:59:59,17.284,200
1991-09-01,23:59:59,33.338,200
1992-06-28,23:59:59,10.327,200
1993-06-15,23:59:59,30.031,200
1994-06-02,23:59:59,32.245,200
1998-01-24,23:59:59,26.492,200
1998-02-03,23:59:59,24.781,200
1998-03-20,23:59:59,43.819,200
1998-06-24,23:59:59,30.538,200
1998-08-21,23:59:59,26.462,200
1999-01-20,23:59:59,15.204,200
1999-10-10,23:59:59,15.705,200
1999-11-10,23:59:59,26.721,200
1999-12-30,23:59:59,25.635,200
2000-07-10,23:59:59,25.239,200
2000-09-09,23:59:59,22.386,200
2000-11-09,23:59:59,25.603,200
2001-08-05,23:59:59,16.017,200
2002-03-13,23:59:59,20.521,200
2003-10-04,23:59:59,32.427,200
2004-07-22,23:59:59,21.635,200
2005-03-10,23:59:59,41.390,200
2005-05-25,23:59:59,24.822,200
2005-08-19,23:59:59,21.526,200
2006-01-28,23:59:59,24.174,200
2007-03-31,23:59:59,21.350,200
2007-12-19,23:59:59,20.375,200
2009-01-11,23:59:59,56.200,200
2009-02-10,23:59:59,19.693,200
2009-03-24,23:59:59,12.008,200
2009-05-05,23:59:59,23.288,200
2009-05-10,23:59:59,22.409,200
2009-07-08,23:59:59,14.211,200
2009-08-19,23:59:59,27.322,200
2010-01-10,23:59:59,48.177,200
2010-03-25,23:59:59,20.777,200
2011-05-09,23:59:59,14.078,200
2012-05-09,23:59:59,10.754,200
2012-06-08,23:59:59,19.505,200
2012-06-28,23:59:59,24.082,200
2013-08-17,23:59:59,25.657,200
2013-12-19,23:59:59,22.049,200
2014-01-17,23:59:59,39.790,200
2014-03-29,23:59:59,12.020,200
2015-07-24,23:59:59,30.636,200
2015-08-13,23:59:59,26.474,200
2015-09-05,23:59:59,20.058,200
2015-09-21,23:59:59,18.732,200
2016-04-03,23:59:59,31.047,200
2016-12-12,23:59:59,29.212,200
2017-01-03,23:59:59,29.035,200
2017-01-30,23:59:59,26.423,200
2017-08-08,23:59:59,18.309,200
2019-04-17,23:59:59,26.234,200
2019-10-04,23:59:59,20.240,200
2019-11-12,23:59:59,50.760,200
2020-01-23,23:59:59,20.920,200
2020-02-18,23:59:59,39.590,200
2020-04-24,23:59:59,16.368,200
2021-07-01,23:59:59,35.419,200
2021-08-27,23:59:59,36.057,200
2021-12-01,23:59:59,27.069,200
2022-02-28,23:59:59,11.578,200
2022-11-17,23:59:59,27.237,200
2024-09-12,23:59:59,61.704,200
2024-11-27,23:59:59,25.139,200
2024-12-21,23:59:59,32.851,200
1980-01-09,23:59:59,15.691,200
1980-04-28,23:59:59,23.899,200
1980-07-17,23:59:59,22.516,200
1980-09-30,23:59:59,50.242,200
1981-04-23,23:59:59,10.265,200
1982-11-26,23:59:59,65.552,200
1983-07-19,23:59:59,12.223,200
1983-10-10,23:59:59,41.895,200
1984-06-19,23:59:59,12.571,200
1985-01-19,23:59:59,55.663,200
1986-05-08,23:59:59,25.418,200
1986-10-10,23:59:59,25.770,200
1987-02-12,23:59:59,25.842,200
1987-07-27,23:59:59,35.941,200
1988-07-23,23:59:59,16.533,200
1988-08-17,23:59:59,8.820,200
1990-01-10,23:59:59,30.874,200
1990-07-14,23:59:59,39.815,200
1990-10-05,23:59:59,11.592,200
1991-04-22,23:59:59,25.048,200
1991-10-01,23:59:59,24.328,200
1992-03-09,23:59:59,17.470,200
1992-08-25,23:59:59,30.750,200
1993-05-06,23:59:59,13.284,200
1993-07-28,23:59:59,26.781,200
1994-09-01,23:59:59,15.775,200
1994-10-14,23:59:59,29.177,200
1994-10-27,23:59:59,20.386,200
1994-11-30,23:59:59,54.644,200
1995-06-08,23:59:59,23.163,200
1995-09-10,23:59:59,33.359,200
1996-05-12,23:59:59,30.383,200
1996-05-16,23:59:59,37.446,200
1997-05-16,23:59:59,21.424,200
1997-06-13,23:59:59,17.661,200
1997-07-03,23:59:59,12.257,200
1997-07-04,23:59:59,12.485,200
1997-07-28,23:59:59,15.620,200
1998-02-28,23:59:59,47.621,200
1999-03-26,23:59:59,14.056,200
1999-12-21,23:59:59,24.773,200
2000-03-08,23:59:59,11.931,200
2001-06-20,23:59:59,26.343,200
2003-03-09,23:59:59,22.062,200
2003-06-14,23:59:59,29.205,200
2005-01-19,23:59:59,17.547,200
2005-07-19,23:59:59,18.180,200
2005-08-12,23:59:59,21.773,200
2005-08-21,23:59:59,21.486,200
2005-09-15,23:59:59,23.208,200
2008-04-22,23:59:59,11.832,200
2008-09-18,23:59:59,16.351,200
2008-10-01,23:59:59,27.476,200
2009-05-08,23:59:59,23.294,200
2010-09-04,23:59:59,17.607,200
2010-09-28,23:59:59,26.930,200
2011-04-01,23:59:59,17.578,200
2011-08-01,23:59:59,20.277,200
2011-08-07,23:59:59,25.846,200
