Date,Time,Spill (Mm³),QualityCode
1996-02-17,23:59:59,3.702,200
1997-02-18,23:59:59,0.830,200
1997-07-16,23:59:59,16.636,200
1997-08-23,23:59:59,0.711,200
1997-10-10,23:59:59,0.696,200
1999-10-30,23:59:59,0.739,200
1999-11-30,23:59:59,8.471,200
2000-01-18,23:59:59,2.029,200
2000-04-21,23:59:59,1.283,200
2000-08-05,23:59:59,12.732,200
2000-09-06,23:59:59,16.945,200
2001-09-24,23:59:59,0.759,200
2002-12-07,23:59:59,5.140,200
2003-07-26,23:59:59,17.106,200
2003-08-29,23:59:59,1.114,200
2003-09-17,23:59:59,0.737,200
2004-09-11,23:59:59,10.209,200
2005-03-07,23:59:59,1.055,200
2005-05-30,23:59:59,4.427,200
2006-01-19,23:59:59,1.060,200
2006-07-09,23:59:59,9.320,200
2006-11-27,23:59:59,1.103,200
2007-01-19,23:59:59,5.270,200
2007-06-11,23:59:59,6.435,200
2008-03-16,23:59:59,1.398,200
2008-03-18,23:59:59,4.103,200
2008-11-12,23:59:59,1.109,200
2009-01-08,23:59:59,1.989,200
2009-03-03,23:59:59,2.872,200
2009-11-27,23:59:59,1.126,200
2011-09-25,23:59:59,1.215,200
2012-03-06,23:59:59,1.242,200
2012-08-04,23:59:59,9.487,200
2013-01-13,23:59:59,6.997,200
2014-01-21,23:59:59,1.586,200
2014-02-23,23:59:59,14.943,200
2014-11-19,23:59:59,4.783,200
2015-06-04,23:59:59,3.611,200
2017-01-21,23:59:59,1.098,200
2017-02-15,23:59:59,0.995,200
2017-03-10,23:59:59,10.718,200
2018-05-06,23:59:59,1.934,200
2018-09-18,23:59:59,0.977,200
2019-05-01,23:59:59,2.422,200
2020-04-03,23:59:59,7.460,200
2020-06-06,23:59:59,16.703,200
2020-06-10,23:59:59,16.763,200
2020-12-02,23:59:59,2.060,200
2021-02-13,23:59:59,3.850,200
2021-06-01,23:59:59,9.408,200
2021-10-24,23:59:59,7.060,200
2021-12-20,23:59:59,1.192,200
2022-01-09,23:59:59,10.329,200
2022-10-06,23:59:59,8.134,200
2023-06-06,23:59:59,1.102,200
2024-06-20,23:59:59,15.187,200
2024-10-21,23:59:59,1.073,200
1980-05-09,23:59:59,8.484,200
1980-12-28,23:59:59,1.362,200
1981-09-12,23:59:59,8.988,200
1981-10-12,23:59:59,0.620,200
1981-10-29,23:59:59,0.662,200
1982-11-22,23:59:59,0.513,200
1983-04-27,23:59:59,15.623,200
1983-07-30,23:59:59,9.818,200
1983-08-12,23:59:59,16.232,200
1983-10-01,23:59:59,0.812,200
1983-10-27,23:59:59,19.810,200
1984-04-25,23:59:59,4.362,200
1985-01-08,23:59:59,18.813,200
1985-01-10,23:59:59,18.751,200
1985-03-11,23:59:59,3.780,200
1985-10-09,23:59:59,0.697,200
1988-01-05,23:59:59,1.803,200
1988-12-18,23:59:59,3.432,200
1989-05-08,23:59:59,2.466,200
1990-10-19,23:59:59,0.577,200
1991-02-07,23:59:59,9.516,200
1992-01-18,23:59:59,2.817,200
1992-10-23,23:59:59,0.706,200
1993-02-08,23:59:59,3.647,200
1993-09-19,23:59:59,5.429,200
1993-12-26,23:59:59,0.704,200
1994-10-24,23:59:59,10.244,200
1994-12-23,23:59:59,0.887,200
1997-05-08,23:59:59,11.479,200
1997-10-23,23:59:59,0.721,200
1997-10-30,23:59:59,0.726,200
1998-05-06,23:59:59,1.188,200
1999-07-16,23:59:59,13.796,200
1999-09-28,23:59:59,0.753,200
1999-10-06,23:59:59,2.353,200
2000-12-18,23:59:59,1.210,200
2001-05-24,23:59:59,2.760,200
2001-06-27,23:59:59,6.044,200
2001-11-21,23:59:59,0.852,200
2001-12-10,23:59:59,0.794,200
2002-02-12,23:59:59,0.888,200
2003-04-14,23:59:59,7.057,200
2003-07-06,23:59:59,7.528,200
2003-12-08,23:59:59,0.825,200
2003-12-13,23:59:59,0.824,200
2004-03-20,23:59:59,2.216,200
2005-02-25,23:59:59,4.154,200
2005-04-01,23:59:59,1.063,200
2005-08-19,23:59:59,0.994,200
2005-09-25,23:59:59,0.988,200
2005-11-11,23:59:59,0.982,200
2005-12-02,23:59:59,0.992,200
2005-12-18,23:59:59,1.014,200
2006-05-07,23:59:59,1.051,200
2006-05-29,23:59:59,1.022,200
2007-08-03,23:59:59,13.514,200
2007-12-28,23:59:59,1.095,200
2008-09-07,23:59:59,1.048,200
2009-04-04,23:59:59,8.279,200
2010-05-07,23:59:59,2.760,200
2010-07-02,23:59:59,16.486,200
2012-05-24,23:59:59,6.482,200
2012-11-18,23:59:59,0.958,200
2013-03-06,23:59:59,15.855,200
2013-06-21,23:59:59,7.233,200
2013-07-27,23:59:59,9.512,200
2014-12-16,23:59:59,5.273,200
2015-11-26,23:59:59,1.004,200
2015-11-30,23:59:59,1.014,200
2016-03-14,23:59:59,2.838,200
2016-03-16,23:59:59,5.928,200
2017-01-27,23:59:59,0.996,200
2018-02-19,23:59:59,1.048,200
2018-02-21,23:59:59,1.053,200
2019-01-22,23:59:59,1.043,200
2019-06-27,23:59:59,17.372,200
2020-07-12,23:59:59,1.456,200
2020-09-03,23:59:59,6.814,200
2021-04-27,23:59:59,1.206,200
2021-05-18,23:59:59,3.012,200
2021-09-25,23:59:59,1.132,200
2022-08-20,23:59:59,1.069,200
2022-12-18,23:59:59,2.977,200
2023-07-18,23:59:59,12.875,200
2023-08-30,23:59:59,11.212,200
1980-06-14,23:59:59,0.830,200
1981-02-18,23:59:59,0.686,200
1981-06-13,23:59:59,6.354,200
1981-06-20,23:59:59,6.792,200
1982-06-09,23:59:59,4.265,200
1983-02-12,23:59:59,0.687,200
1983-06-18,23:59:59,0.825,200
1984-02-05,23:59:59,8.585,200
1985-05-29,23:59:59,1.917,200
1985-09-05,23:59:59,11.990,200
