month_end,new_solar_battery_attachment_pct,low_10pct_small_solar_icps,low_10pct_new_small_solar_icps,low_10pct_solar_plus_battery_icps,low_10pct_solar_without_battery_icps,low_10pct_battery_stock_share_pct,low_10pct_registered_connection_power_proxy_mw,low_10pct_low_energy_proxy_mwh,low_10pct_central_energy_proxy_mwh,low_10pct_high_energy_proxy_mwh,high_30pct_small_solar_icps,high_30pct_new_small_solar_icps,high_30pct_solar_plus_battery_icps,high_30pct_solar_without_battery_icps,high_30pct_battery_stock_share_pct,high_30pct_registered_connection_power_proxy_mw,high_30pct_low_energy_proxy_mwh,high_30pct_central_energy_proxy_mwh,high_30pct_high_energy_proxy_mwh
2049-04-30,94.99992,305922.0,304.3,212988.2,92933.8,69.62173,1744.16,1744.16,2616.24,3488.321,849253.4,1831.2,723509.3,125744.1,85.19357,5924.817,5924.817,8887.226,11849.635
2049-05-31,94.99992,306225.4,303.4,213276.4,92949.0,69.64687,1746.521,1746.521,2619.781,3493.041,851071.8,1818.4,725236.7,125835.1,85.21452,5938.964,5938.964,8908.445,11877.927
2049-06-30,94.99992,306528.1,302.7,213564.0,92964.1,69.67191,1748.875,1748.875,2623.313,3497.751,852877.3,1805.5,726952.0,125925.3,85.23523,5953.01,5953.01,8929.514,11906.019
2049-07-31,94.99993,306830.0,301.9,213850.8,92979.2,69.69683,1751.224,1751.224,2626.836,3502.448,854670.2,1792.9,728655.2,126015.0,85.25572,5966.958,5966.958,8950.436,11933.915
2049-08-31,94.99993,307131.2,301.2,214136.9,92994.3,69.72165,1753.567,1753.567,2630.351,3507.135,856450.5,1780.3,730346.5,126104.0,85.27597,5980.808,5980.808,8971.211,11961.615
2049-09-30,94.99993,307431.6,300.4,214422.3,93009.3,69.74635,1755.904,1755.904,2633.856,3511.809,858218.4,1767.9,732026.0,126192.4,85.296,5994.561,5994.561,8991.841,11989.122
2049-10-31,94.99994,307731.3,299.7,214707.0,93024.3,69.77094,1758.236,1758.236,2637.354,3516.472,859974.0,1755.6,733693.8,126280.2,85.31581,6008.219,6008.219,9012.328,12016.437
2049-11-30,94.99994,308030.2,298.9,214991.0,93039.2,69.79542,1760.561,1760.561,2640.842,3521.122,861717.3,1743.3,735350.0,126367.3,85.33541,6021.781,6021.781,9032.671,12043.562
2049-12-31,94.99994,308328.5,298.3,215274.4,93054.1,69.81981,1762.882,1762.882,2644.323,3525.763,863448.6,1731.3,736994.7,126453.9,85.35478,6035.25,6035.25,9052.874,12070.499
2050-01-31,94.99995,308626.0,297.5,215557.0,93069.0,69.84408,1765.196,1765.196,2647.794,3530.392,865167.8,1719.2,738627.9,126539.9,85.37395,6048.624,6048.624,9072.936,12097.248
2050-02-28,94.99995,308922.9,296.9,215839.0,93083.9,69.86826,1767.506,1767.506,2651.259,3535.012,866875.3,1707.5,740250.1,126625.2,85.39291,6061.908,6061.908,9092.862,12123.815
2050-03-31,94.99995,309219.2,296.3,216120.5,93098.7,69.89234,1769.811,1769.811,2654.716,3539.622,868571.0,1695.7,741861.0,126710.0,85.41167,6075.099,6075.099,9112.649,12150.199
2050-04-30,94.99995,309514.7,295.5,216401.3,93113.4,69.91631,1772.11,1772.11,2658.165,3544.22,870255.1,1684.1,743460.9,126794.2,85.43022,6088.201,6088.201,9132.302,12176.402
2050-05-31,94.99996,309809.7,295.0,216681.5,93128.2,69.94019,1774.405,1774.405,2661.607,3548.81,871927.6,1672.5,745049.7,126877.9,85.44858,6101.212,6101.212,9151.818,12202.425
2050-06-30,94.99996,310104.0,294.3,216961.1,93142.9,69.96398,1776.694,1776.694,2665.041,3553.389,873588.8,1661.2,746627.9,126960.9,85.46674,6114.136,6114.136,9171.204,12228.271
2050-07-31,94.99996,310397.6,293.6,217240.0,93157.6,69.98766,1778.978,1778.978,2668.468,3557.957,875238.8,1650.0,748195.4,127043.4,85.48471,6126.972,6126.972,9190.458,12253.944
2050-08-31,94.99996,310690.7,293.1,217518.5,93172.2,70.01125,1781.259,1781.259,2671.888,3562.517,876877.5,1638.7,749752.1,127125.4,85.5025,6139.72,6139.72,9209.58,12279.441
2050-09-30,94.99996,310983.2,292.5,217796.3,93186.9,70.03476,1783.534,1783.534,2675.301,3567.068,878505.3,1627.8,751298.6,127206.7,85.52009,6152.384,6152.384,9228.576,12304.768
2050-10-31,94.99997,311275.1,291.9,218073.6,93201.5,70.05817,1785.805,1785.805,2678.707,3571.61,880122.1,1616.8,752834.5,127287.6,85.53751,6164.962,6164.962,9247.443,12329.924
2050-11-30,94.99997,311566.4,291.3,218350.4,93216.0,70.08149,1788.071,1788.071,2682.107,3576.142,881728.1,1606.0,754360.2,127367.9,85.55474,6177.456,6177.456,9266.184,12354.912
2050-12-31,94.99997,311857.2,290.8,218626.6,93230.6,70.10472,1790.333,1790.333,2685.5,3580.667,883323.5,1595.4,755875.8,127447.7,85.5718,6189.867,6189.867,9284.801,12379.734
