month_end,projected_total_icps,larger_distributed_25kw_to_lt_1mw_capacity_mw,low_10pct_adoption_pct,low_10pct_small_solar_icps,low_10pct_small_capacity_mw,low_10pct_distributed_sub_1mw_capacity_mw,high_30pct_adoption_pct,high_30pct_small_solar_icps,high_30pct_small_capacity_mw,high_30pct_distributed_sub_1mw_capacity_mw
2048-11-30,3069080.2,2422.853,9.91805,304393.0,2570.718,4993.571,27.36852,839961.9,7093.807,9516.660
2048-12-31,3071689.0,2422.853,9.91964,304700.6,2573.316,4996.169,27.40662,841846.1,7109.72,9532.573
2049-01-31,3074297.7,2422.853,9.9212,305007.3,2575.906,4998.759,27.44421,843716.9,7125.519,9548.372
2049-02-28,3076906.5,2422.853,9.92273,305313.2,2578.49,5001.343,27.48132,845574.4,7141.207,9564.060
2049-03-31,3079515.3,2422.853,9.92423,305618.3,2581.066,5003.919,27.51793,847418.7,7156.783,9579.636
2049-04-30,3082124.0,2422.853,9.92571,305922.6,2583.636,5006.489,27.55405,849250.1,7172.249,9595.102
2049-05-31,3084732.8,2422.853,9.92715,306226.0,2586.199,5009.052,27.5897,851068.5,7187.607,9610.460
2049-06-30,3087341.5,2422.853,9.92857,306528.7,2588.755,5011.608,27.62487,852874.1,7202.856,9625.709
2049-07-31,3089950.3,2422.853,9.92995,306830.6,2591.305,5014.158,27.65957,854667.1,7217.998,9640.851
2049-08-31,3092559.1,2422.853,9.93132,307131.8,2593.848,5016.701,27.69381,856447.5,7233.034,9655.887
2049-09-30,3095167.8,2422.853,9.93265,307432.2,2596.385,5019.238,27.72759,858215.4,7247.965,9670.818
2049-10-31,3097776.6,2422.853,9.93396,307731.9,2598.916,5021.769,27.76091,859971.0,7262.792,9685.645
2049-11-30,3100385.4,2422.853,9.93524,308030.9,2601.441,5024.294,27.79379,861714.4,7277.516,9700.369
2049-12-31,3102994.1,2422.853,9.9365,308329.1,2603.96,5026.813,27.82621,863445.8,7292.138,9714.991
2050-01-31,3105602.9,2422.853,9.93774,308626.7,2606.473,5029.326,27.8582,865165.1,7306.658,9729.511
2050-02-28,3108211.6,2422.853,9.93895,308923.6,2608.981,5031.834,27.88976,866872.6,7321.079,9743.932
2050-03-31,3110820.4,2422.853,9.94014,309219.8,2611.482,5034.335,27.92088,868568.4,7335.4,9758.253
2050-04-30,3113429.2,2422.853,9.9413,309515.4,2613.979,5036.832,27.95158,870252.6,7349.624,9772.477
2050-05-31,3116037.9,2422.853,9.94244,309810.3,2616.47,5039.323,27.98185,871925.2,7363.75,9786.603
2050-06-30,3118646.7,2422.853,9.94356,310104.6,2618.955,5041.808,28.01172,873586.5,7377.78,9800.633
2050-07-31,3121255.4,2422.853,9.94466,310398.3,2621.435,5044.288,28.04117,875236.5,7391.715,9814.568
2050-08-31,3123864.2,2422.853,9.94574,310691.4,2623.911,5046.764,28.07021,876875.3,7405.555,9828.408
2050-09-30,3126473.0,2422.853,9.9468,310983.9,2626.381,5049.234,28.09886,878503.1,7419.303,9842.156
2050-10-31,3129081.7,2422.853,9.94783,311275.8,2628.846,5051.699,28.1271,880120.0,7432.958,9855.811
2050-11-30,3131690.5,2422.853,9.94885,311567.1,2631.306,5054.159,28.15496,881726.1,7446.522,9869.375
2050-12-31,3134299.3,2422.853,9.94984,311857.9,2633.762,5056.615,28.18242,883321.5,7459.996,9882.849
