date,represented_storage_mm3,represented_site_count,month_day,storage_p05_mm3,storage_p25_mm3,storage_median_mm3,storage_p75_mm3,storage_p95_mm3,historical_years,price_mean_nzd_mwh,price_p95_nzd_mwh,price_max_nzd_mwh,thermal_generation_gwh,thermal_peak_mw
2024-03-10,5008.913,10,03-10,3970.05465,4541.956,5261.099,6097.8085,7514.134550000001,44,205.18381944444445,244.47505555555554,249.41666666666666,15.975696,910.462
2024-03-11,4986.894,10,03-11,4045.9370999999996,4562.86675,5211.892,6166.31775,7762.833350000001,44,180.56016203703703,260.9153333333333,270.80222222222227,17.890711,985.794
2024-03-12,4925.517,10,03-12,4064.2476,4580.804749999999,5218.608,6178.135249999999,7746.48005,44,237.63194444444446,287.0277222222222,328.88666666666666,22.268976,1137.824
2024-03-13,4887.209,10,03-13,4021.5004,4595.620000000001,5230.895,6238.59825,7718.752700000001,44,222.90939814814814,279.8952777777778,286.93,20.119646,1057.486
2024-03-14,4847.891,10,03-14,3972.889,4643.53225,5219.2029999999995,6303.8902499999995,7681.955500000001,44,222.02817129629628,257.1602222222222,271.17555555555555,22.663027,1233.628
2024-03-15,4818.224999999999,10,03-15,3930.12065,4611.77625,5183.1695,6316.15625,7640.837850000001,44,227.42863425925927,260.99066666666664,263.38111111111107,19.942103,1031.794
2024-03-16,4795.952,10,03-16,3879.55185,4586.60025,5171.8785,6279.65475,7623.588100000001,44,195.9837962962963,245.37061111111112,258.6211111111111,19.397608,1063.404
2024-03-17,4759.952,10,03-17,3851.01305,4538.575250000001,5154.446,6252.7607499999995,7610.1122000000005,44,177.1113425925926,248.5902222222222,253.59111111111113,16.808752,917.87
2024-03-18,4703.226000000001,10,03-18,3823.4582,4492.47675,5123.1265,6253.3175,7563.74455,44,209.57122685185186,265.77761111111107,271.4088888888889,20.817117,1057.416
2024-03-19,4633.183,10,03-19,3768.7632,4443.20025,5144.109,6238.233,7514.414900000001,44,250.51243055555554,271.39033333333333,272.0733333333333,22.142695,1089.028
2024-03-20,4566.406,10,03-20,3715.7300999999998,4395.841,5211.8405,6203.2095,7447.28165,44,264.2319444444444,326.37488888888885,559.098888888889,23.641049,1163.978
2024-03-21,4497.603,10,03-21,3661.0627,4364.101000000001,5214.1715,6162.461249999999,7421.23315,44,273.5298148148148,308.50866666666667,400.9211111111111,22.570073,1133.466
2024-03-22,4420.576,10,03-22,3645.6937000000003,4426.5635,5255.416,6127.3225,7418.7652,44,279.71372685185185,304.79227777777777,346.53222222222223,23.257511,1089.436
2024-03-23,4351.284,10,03-23,3617.97455,4396.4425,5252.467,6257.3745,7394.8437,44,278.91298611111114,301.99238888888885,304.78333333333336,22.080123,1041.362
2024-03-24,4301.263,10,03-24,3599.0049,4404.01225,5234.3045,6314.427250000001,7357.337399999999,44,257.5621527777778,289.2344444444444,295.47555555555556,22.684827,1097.18
2024-03-25,4309.654,10,03-25,3584.5781,4430.18375,5193.5795,6263.94675,7313.71,44,235.4334490740741,277.433,294.7555555555556,21.65292,1084.118
2024-03-26,4408.704,10,03-26,3550.0574,4448.213750000001,5177.9855,6213.47775,7246.8481,44,252.59574074074075,285.223,296.8311111111111,22.370842,1105.458
2024-03-27,4491.984,10,03-27,3514.66965,4468.7922499999995,5172.221,6168.52825,7218.382500000001,44,255.54946759259258,278.98216666666667,281.69444444444446,23.239086,1180.622
2024-03-28,4549.409,10,03-28,3505.2148,4436.5315,5180.371499999999,6132.4532500000005,7250.1896,44,240.5347222222222,274.4720555555556,278.04,22.256531,1186.048
2024-03-29,4543.897,10,03-29,3494.57195,4455.73825,5174.103499999999,6247.296,7266.2204,44,247.94527777777776,270.94761111111114,272.7655555555555,21.195563,1055.408
2024-03-30,4516.489,10,03-30,3458.0991999999997,4430.08475,5173.436,6208.03575,7273.134900000001,44,249.34375,270.5011666666667,271.3777777777778,18.944356,1007.28
2024-03-31,4669.4400000000005,10,03-31,3604.2115,4587.6515,5366.9655,6357.63375,7461.8640000000005,44,253.74543981481483,269.9015,271.4122222222222,19.399347,1003.25
2024-04-01,4620.117,10,04-01,3561.05605,4559.65225,5398.315500000001,6318.5025,7505.95255,44,254.77944444444447,280.43416666666667,280.7744444444445,19.604209,963.31
2024-04-02,4567.825,10,04-02,3521.8165,4533.5885,5391.1965,6269.738,7504.721500000001,44,272.965625,290.0386111111111,292.57666666666665,22.175944,1033.414
2024-04-03,4511.496,10,04-03,3509.6322499999997,4503.0195,5360.278,6252.00325,7479.7937999999995,44,253.91418981481482,285.6077222222222,310.8966666666667,21.667861,1041.0
2024-04-04,4465.118,10,04-04,3542.38905,4483.956749999999,5372.183999999999,6235.9665,7442.18545,44,272.5796759259259,308.35383333333334,309.4766666666667,21.524896,1034.48
2024-04-05,4420.976000000001,10,04-05,3559.2374,4511.472,5385.386,6214.675,7406.411,44,266.86949074074073,313.85083333333336,330.46333333333337,22.711398,1076.344
2024-04-06,4369.292,10,04-06,3547.8624,4556.201,5391.7210000000005,6300.768499999999,7352.743549999999,44,252.61865740740743,272.8793888888889,280.80111111111114,23.19182,1098.744
2024-04-07,4320.7480000000005,10,04-07,3536.9249,4537.83375,5375.1415,6271.235000000001,7489.409350000001,44,255.73935555555556,296.61066666666665,301.7033333333333,24.769781,1161.222
2024-04-08,4266.044,10,04-08,3574.13615,4529.54425,5364.0869999999995,6212.52575,7543.745050000001,44,256.59344907407404,300.8165,312.7944444444445,23.177082,1135.364
2024-04-09,4241.22,10,04-09,3591.0159999999996,4485.8555,5424.2045,6151.4045,7553.37755,44,215.7140046296296,255.07588888888887,277.94888888888886,23.109281,1193.528
2024-04-10,4421.399,10,04-10,3553.9532999999997,4459.8555,5446.360000000001,6107.11075,7546.85725,44,222.4593287037037,267.9507777777778,271.05555555555554,21.880519,1124.252
2024-04-11,4886.979,10,04-11,3525.42245,4448.15675,5471.353,6059.69475,7551.543900000001,44,251.4570138888889,278.8256666666666,280.7933333333333,16.157039,917.036
2024-04-12,5475.8189999999995,10,04-12,3492.5495499999997,4410.1695,5433.2815,5997.715,7587.2291,44,222.73069444444445,277.50505555555554,279.06666666666666,15.215728,835.386
2024-04-13,5705.023,10,04-13,3448.5353,4412.0965,5392.0275,5955.51825,7522.848,44,176.68233796296295,259.5705,261.9344444444444,10.854541,622.464
2024-04-14,5781.32,10,04-14,3415.9146,4396.60375,5354.067,6056.09775,7476.9397500000005,44,153.99439814814815,258.1078888888889,269.3577777777778,9.661573,600.376
2024-04-15,5785.601,10,04-15,3390.2433499999997,4366.71825,5320.695,6040.2485,7472.9078,44,186.90131944444445,278.9218333333333,284.74888888888887,13.866838,736.992
2024-04-16,5769.597,10,04-16,3409.0484500000002,4351.62225,5387.2945,6029.608249999999,7412.9310000000005,44,162.6563425925926,240.50905555555556,254.0222222222222,13.135104,704.26
2024-04-17,5745.589,10,04-17,3408.2186500000003,4362.45125,5386.1494999999995,6033.910500000001,7347.5554,44,163.7761111111111,256.3943888888889,281.1088888888889,12.530013,679.574
2024-04-18,5715.329,10,04-18,3421.85225,4317.374,5350.8695,6003.814249999999,7286.869750000001,44,128.6891898148148,213.16055555555556,245.96666666666664,11.629373,621.296
2024-04-19,5708.181,10,04-19,3431.43015,4253.251,5292.21,5994.387000000001,7218.718850000001,44,198.9737037037037,270.89944444444444,282.1166666666667,13.913485,784.176
2024-04-20,5686.728,10,04-20,3417.61735,4194.7175,5332.43,5979.961499999999,7213.123750000001,44,218.97766203703702,317.8520555555555,359.09999999999997,15.243675,793.396
2024-04-21,5652.599999999999,10,04-21,3386.2568,4144.98825,5420.79,5974.4310000000005,7266.7284500000005,44,204.48159722222223,254.84005555555555,270.54,14.51239,737.726
2024-04-22,5606.781,10,04-22,3372.92655,4219.9495,5399.619500000001,5951.37225,7264.5319,44,218.40365740740742,279.9073333333333,280.6844444444444,14.785677,770.124
2024-04-23,5538.826,10,04-23,3340.7349,4278.921,5370.3935,5913.78175,7222.94905,44,244.48796296296294,277.6687777777778,284.1455555555556,14.880266,715.732
2024-04-24,5491.493,10,04-24,3291.292,4289.497249999999,5339.950500000001,5872.83425,7225.5752,44,219.64817129629628,251.811,265.8722222222222,14.948219,742.032
2024-04-25,5490.716,10,04-25,3238.93145,4336.557,5313.13,5823.592,7221.69715,44,196.33087962962964,248.7351666666667,256.0877777777778,13.426084,712.78
2024-04-26,5569.378,10,04-26,3216.5845999999997,4308.74575,5290.4765,5950.052,7204.34685,44,185.8534259259259,248.28622222222222,256.54777777777775,13.492868,671.72
2024-04-27,5570.991,10,04-27,3181.1758999999997,4255.11375,5319.242,6006.576999999999,7227.84895,44,216.25870370370373,246.147,249.63222222222223,15.476785,743.174
2024-04-28,5539.315,10,04-28,3143.6985,4275.5025,5306.51,6027.855750000001,7239.552549999999,44,236.2313425925926,260.39216666666664,271.7055555555555,15.735926,786.282
2024-04-29,5491.566,10,04-29,3096.7169,4323.1272500000005,5261.824,6030.691,7372.22855,44,256.7522916666667,283.2849444444445,525.9433333333333,20.564224,982.702
