date,PKI_actual_combined_inflow_m3s,PKI_storage_change_mm3,PKI_spill_m3s,PKI_balance_release_m3s,OHU_natural_inflow_m3s,OHU_actual_excl_diverted_m3s,OHU_natural_minus_actual_m3s,OHA_turbine_flow_m3s,PKI_plus_OHU_natural_minus_OHA_m3s,PKI_plus_OHU_actual_minus_OHA_m3s,RTH_spill_m3s,OHB_turbine_flow_m3s,OHA_minus_RTHspill_minus_OHB_m3s,OHC_turbine_flow_m3s,OHB_minus_OHC_m3s
2024-12-20,283.397,13.064,0.0,132.193296,84.0,71.926,12.074,268.235329,-52.042033,-64.116033,0.0,274.9217,-6.686371,273.7795,1.1422
2024-12-21,277.695,14.202,0.0,113.32,95.0,82.944,12.056,188.866861,19.453139,7.397139,0.0,186.0411,2.825761,184.5525,1.4886
2024-12-22,215.376,15.566,0.0,35.213963,83.0,71.061,11.939,190.718591,-72.504628,-84.443628,0.0,196.6181,-5.899509,194.3891,2.229
2024-12-23,179.92,3.645,0.0,137.7325,77.0,65.177,11.823,293.87583,-79.14333,-90.96633,0.0,294.7366,-0.86077,292.0283,2.7083
2024-12-24,156.203,-2.866,0.0,189.374296,78.0,65.542,12.458,330.964454,-63.590158,-76.048158,0.0,330.2132,0.751254,326.7741,3.4391
2024-12-25,221.847,-2.862,0.0,254.972,95.0,83.168,11.832,305.794566,44.177434,32.345434,0.0,308.8289,-3.034334,305.0431,3.7858
2024-12-26,228.726,6.857,0.0,149.362574,87.0,75.233,11.767,251.084831,-14.722256,-26.489256,0.0,258.0146,-6.929769,254.5623,3.4523
2024-12-27,189.884,9.238,0.0,82.962704,86.0,74.017,11.983,204.221824,-35.25912,-47.24212,0.0,202.9067,1.315124,199.2946,3.6121
2024-12-28,180.369,4.312,0.0,130.461593,88.0,76.496,11.504,210.316223,8.145369,-3.358631,0.0,217.5592,-7.242977,213.9005,3.6587
2024-12-29,196.565,4.231,0.0,147.595093,80.0,67.653,12.347,235.330101,-7.735008,-20.082008,0.0,240.8944,-5.564299,236.8844,4.01
2024-12-30,236.489,4.472,0.0,184.729741,84.0,71.809,12.191,304.509352,-35.779612,-47.970612,0.0,305.403,-0.893648,301.5824,3.8206
2024-12-31,216.527,5.01,0.0,158.540889,83.0,71.149,11.851,225.631393,15.909496,4.058496,0.0,228.3467,-2.715307,224.3833,3.9634
