scenario_incremental_solar_gwh,date,dispatchable_requirement_mwh,incremental_solar_mwh,incremental_solar_used_mwh,modeled_waitaki_hydro_mwh,modeled_thermal_backstop_mwh,observed_waitaki_hydro_mwh,observed_thermal_mwh,common_route_unused_capacity_mm3,TKA_natural_inflow_mm3,TKA_release_mm3,TKA_route_generation_mwh,TKA_forced_spill_mm3,TKA_storage_mm3,TKA_observed_storage_mm3,TKA_q25_target_mm3,TKA_median_target_mm3,PKI_natural_inflow_mm3,PKI_release_mm3,PKI_route_generation_mwh,PKI_forced_spill_mm3,PKI_storage_mm3,PKI_observed_storage_mm3,PKI_q25_target_mm3,PKI_median_target_mm3,OHA_natural_inflow_mm3,OHA_release_mm3,OHA_route_generation_mwh,OHA_forced_spill_mm3,OHA_storage_mm3,OHA_observed_storage_mm3,OHA_q25_target_mm3,OHA_median_target_mm3
0.0,2024-01-01,20346.947,0.0,0.0,20346.947,0.0,11797.967,8548.98,16.042931,11.147155,0.0,0.0,0.0,147.532155,136.385,298.36,395.885,23.900918,27.917389,20346.947,0.0,1606.416529,1610.433,1402.642,1699.801,6.048,0.0,0.0,0.0,28.22,22.172,21.894,23.379
0.0,2024-01-02,23287.112,0.0,0.0,23287.112,0.0,13939.435,9347.677,12.008825,7.489325,0.0,0.0,0.0,155.02148,144.224,299.038,399.705,18.593798,31.951495,23287.112,0.0,1593.058833,1619.527,1413.31,1727.428,5.0112,0.0,0.0,0.0,33.2312,22.225,22.151,23.786
0.0,2024-01-03,33056.541,0.0,0.0,32039.468145,1017.072855,22420.688,10635.853,0.0,6.988723,0.0,0.0,0.0,162.010203,147.474,300.871,402.512,14.13599,43.96032,32039.468145,0.0,1563.234503,1620.611,1424.068,1750.604,5.0976,0.0,0.0,0.0,38.3288,22.63,22.307,24.072
0.0,2024-01-04,29366.939,0.0,0.0,29366.939,0.0,18560.245,10806.694,3.666891,6.093619,0.0,0.0,0.0,168.103822,146.604,301.426,413.288,15.059434,18.604429,13559.410197,0.0,1559.689508,1621.471,1434.784,1754.389,5.0112,21.689,15807.528803,0.0,21.651,22.172,21.651,24.075
0.0,2024-01-05,33702.494,0.0,0.0,32039.468145,1663.025855,20397.112,13305.382,0.0,5.543165,0.0,0.0,0.0,173.646987,145.324,313.57,425.403,9.924509,43.96032,32039.468145,0.0,1525.653697,1625.23,1449.602,1748.861,4.8384,0.0,0.0,0.0,26.4894,21.74,21.29,23.604
0.0,2024-01-06,28847.568,0.0,0.0,28847.568,0.0,15412.399,13435.169,4.379503,6.61081,0.0,0.0,0.0,180.257797,144.565,325.103,433.352,13.655347,39.580817,28847.568,0.0,1499.728227,1626.104,1456.676,1744.266,4.8384,0.0,0.0,0.0,31.3278,22.728,22.024,23.87
0.0,2024-01-07,32012.426,0.0,0.0,32012.426,0.0,18043.519,13968.907,0.037104,5.665334,0.0,0.0,0.0,185.923131,144.234,325.276,435.063,11.772864,29.757416,21688.008483,0.0,1481.743675,1628.912,1468.727,1748.034,4.32,14.1658,10324.417517,0.0,21.482,22.7,21.482,24.102
0.0,2024-01-08,39310.736,0.0,0.0,9810.090381,29500.645619,21188.958,18121.778,30.500212,5.894726,0.0,0.0,0.0,191.817858,142.645,325.481,433.577,11.225434,8.595108,6264.347026,0.0,1484.374,1626.973,1484.374,1763.415,4.752,4.865,3545.743355,0.0,21.369,23.046,21.369,23.263
0.0,2024-01-09,39341.598,0.0,0.0,2644.475887,36697.122113,20585.413,18756.185,40.33192,5.045414,0.0,0.0,0.0,196.863272,142.064,329.272,431.71,10.521446,0.0,0.0,0.0,1494.895446,1625.629,1510.305,1787.022,3.1104,3.6284,2644.475887,0.0,20.851,22.152,20.851,24.577
0.0,2024-01-10,44805.515,0.0,0.0,5881.076483,38924.438517,24649.852,20155.663,35.891085,4.804186,0.0,0.0,0.0,201.667458,139.671,338.438,449.351,12.911789,2.917235,2126.159779,0.0,1504.89,1617.91,1504.89,1804.423,5.184,5.152,3754.916704,0.0,20.883,22.916,20.883,23.643
0.0,2024-01-11,40871.716,0.0,0.0,16109.590862,24762.125138,21213.377,19658.339,21.85687,5.89127,0.0,0.0,0.0,207.558728,139.241,345.992,453.78,11.09065,20.07365,14630.217817,0.0,1495.907,1616.909,1495.907,1824.92,2.7648,2.0298,1479.373045,0.0,21.618,22.406,21.618,23.607
0.0,2024-01-12,43048.166,0.0,0.0,20682.317929,22365.848071,23246.635,19801.531,15.582779,4.073069,0.0,0.0,0.0,211.631797,136.671,345.105,449.152,11.026541,24.078541,17549.090656,0.0,1482.855,1611.936,1482.855,1848.031,3.888,4.299,3133.227273,0.0,21.207,22.387,21.207,23.9
0.0,2024-01-13,35078.847,0.0,0.0,17879.852172,17198.994828,18666.398,16412.449,19.427952,4.500576,0.0,0.0,0.0,216.132373,133.287,345.247,448.415,13.423968,19.802968,14432.937759,0.0,1476.476,1606.939,1476.476,1882.232,4.8384,4.7294,3446.914414,0.0,21.316,22.25,21.316,24.283
0.0,2024-01-14,31719.153,0.0,0.0,9162.64279,22556.51021,16766.116,14953.037,31.388554,6.132845,0.0,0.0,0.0,222.265218,130.768,344.435,448.09,13.657766,6.583766,4798.426714,0.0,1483.55,1613.801,1483.55,1898.634,6.048,5.988,4364.216076,0.0,21.376,21.761,21.376,24.439
0.0,2024-01-15,40842.146,0.0,0.0,7280.703027,33561.442973,24755.965,16086.181,33.970702,7.132579,0.0,0.0,0.0,229.397797,128.973,343.522,447.6,14.405818,3.750818,2733.697139,0.0,1494.205,1619.943,1494.205,1906.715,6.6528,6.2388,4547.005888,0.0,21.79,23.019,21.79,24.249
0.0,2024-01-16,45617.861,0.0,0.0,5464.225921,40153.635079,28572.55,17045.311,36.463032,6.183562,0.0,0.0,0.0,235.581358,128.37,342.534,448.26,15.534288,2.839288,2069.349755,0.0,1506.9,1614.761,1506.9,1917.631,4.32,4.658,3394.876166,0.0,21.452,22.081,21.452,23.616
0.0,2024-01-17,51898.987,0.0,0.0,3090.080715,48808.906285,32336.319,19562.668,39.72052,6.050938,0.0,0.0,0.0,241.632296,126.275,341.241,452.429,13.224902,0.0,0.0,0.0,1520.124902,1606.837,1523.248,1919.161,3.6288,4.2398,3090.080715,0.0,20.841,21.083,20.841,23.643
0.0,2024-01-18,53680.24,0.0,0.0,2932.945613,50747.294387,33867.339,19812.901,39.93612,5.948122,0.0,0.0,0.0,247.580418,123.642,344.676,457.703,14.273453,0.0,0.0,0.0,1534.398355,1598.89,1569.26,1915.919,4.1472,4.0242,2932.945613,0.0,20.964,18.145,20.964,24.503
0.0,2024-01-19,46323.502,0.0,0.0,19439.565275,26883.936725,27642.364,18681.138,17.28792,27.190512,0.0,0.0,0.0,274.77093,128.293,349.789,461.66,32.563469,0.0,0.0,0.0,1566.961824,1604.396,1604.396,1915.312,26.8704,26.6724,19439.565275,0.0,21.162,18.182,21.162,23.823
0.0,2024-01-20,35387.731,0.0,0.0,32039.468145,3348.262855,22388.467,12999.264,0.0,52.911706,0.0,0.0,0.0,327.682635,167.253,352.046,465.031,99.170093,0.0,0.0,0.0,1666.131917,1667.686,1628.785,1942.098,44.5824,43.96032,32039.468145,0.0,21.78408,46.853,21.014,23.665
0.0,2024-01-21,40195.282,0.0,0.0,32039.468145,8155.813855,25787.45,14407.832,0.0,22.83336,0.0,0.0,0.0,350.515995,195.59,354.842,465.11,59.414861,43.96032,32039.468145,0.0,1681.586458,1746.831,1641.671,1949.572,12.7008,0.0,0.0,0.0,34.48488,54.099,21.155,23.351
0.0,2024-01-22,46444.13,0.0,0.0,32039.468145,14404.661855,27986.855,18457.275,0.0,15.467414,0.0,0.0,0.0,365.98341,206.842,359.167,464.653,36.73849,21.47384,15650.714386,0.0,1696.851107,1783.981,1637.74,1940.063,9.8496,22.48648,16388.753759,0.0,21.848,47.105,21.848,23.608
0.0,2024-01-23,36061.272,0.0,0.0,36061.272,0.0,23534.848,12526.424,0.289291,23.163149,10.045037,11553.741057,0.0,379.101522,222.651,365.766,464.35,41.240621,15.398392,11222.763918,0.0,1722.693336,1810.618,1704.79,1957.9,18.0576,18.2276,13284.767025,0.0,21.678,44.571,21.678,24.778
0.0,2024-01-24,34974.055,0.0,0.0,32039.468145,2934.586855,28663.646,6310.409,0.0,15.870298,0.0,0.0,0.0,394.971819,236.417,390.367,465.084,31.068317,33.88492,24696.244589,0.0,1719.876733,1842.396,1709.624,2009.821,10.0224,10.0754,7343.223556,0.0,21.625,41.748,21.625,23.972
0.0,2024-01-25,35649.024,0.0,0.0,31800.471085,3848.552915,29005.51,6643.514,6.135398,11.125469,10.045037,11553.741057,0.0,396.052251,240.877,394.774,466.04,21.215952,21.654685,15782.518887,0.0,1719.438,1858.212,1719.438,2045.073,5.8752,6.1252,4464.21114,0.0,21.375,34.807,21.375,23.52
0.0,2024-01-26,36699.139,0.0,0.0,20225.926898,16473.212102,28542.686,8156.453,20.196458,8.565782,6.897034,7932.926665,0.0,397.721,243.069,397.721,466.991,20.642429,11.099429,8089.563394,0.0,1728.981,1865.047,1728.981,2063.866,5.7024,5.7674,4203.43684,0.0,21.31,24.736,21.31,23.779
0.0,2024-01-27,26150.449,0.0,0.0,26150.449,0.0,18879.436,7271.013,11.495629,28.464048,5.907691,6794.990361,0.0,420.277357,256.826,398.649,473.617,36.577872,0.0,0.0,0.0,1765.558872,1881.002,1739.364,2074.37,26.352,26.557,19355.458639,0.0,21.105,27.564,21.105,24.085
0.0,2024-01-28,28605.396,0.0,0.0,28605.396,0.0,20931.061,7674.335,10.519258,18.446746,10.045037,11553.741057,0.0,428.679066,276.417,403.144,470.493,42.367277,23.396025,17051.654943,0.0,1784.530123,1924.232,1743.233,2074.585,11.0592,0.0,0.0,0.0,32.1642,29.921,21.646,24.402
0.0,2024-01-29,28136.279,0.0,0.0,28136.279,0.0,21096.408,7039.871,11.162918,11.753165,10.045037,11553.741057,0.0,430.387194,285.81,409.458,468.342,27.457574,4.363565,3180.284005,0.0,1807.624133,1956.856,1771.013,2079.326,8.1216,18.3888,13402.253938,0.0,21.897,25.081,21.897,24.158
0.0,2024-01-30,34103.926,0.0,0.0,34103.926,0.0,24830.806,9273.12,2.974902,9.495965,10.045037,11553.741057,0.0,429.838122,292.597,408.566,465.866,19.466525,30.940381,22550.184943,0.0,1796.150277,1969.527,1783.199,2101.077,7.0848,0.0,0.0,0.0,28.9818,24.328,21.544,24.203
0.0,2024-01-31,39729.131,0.0,0.0,32070.078859,7659.052141,28921.861,10807.27,5.765478,7.722605,10.045037,11553.741057,0.0,427.51569,294.187,408.056,467.278,17.411328,13.236605,9647.194985,0.0,1800.325,1972.288,1800.325,2101.221,7.4304,14.9132,10869.142816,0.0,21.499,24.425,21.499,23.983
0.0,2024-02-01,35789.965,0.0,0.0,16135.113762,19654.851238,27845.727,7944.238,27.62933,7.372685,10.045037,11553.741057,0.0,424.843338,293.78,406.35,468.272,15.625354,1.101354,802.69624,0.0,1814.849,1971.317,1814.849,2124.902,5.9616,5.1846,3778.676464,0.0,22.276,23.025,22.276,24.624
0.0,2024-02-02,30036.385,0.0,0.0,17228.388079,12807.996921,22543.765,7492.62,26.129283,7.844515,10.045037,11553.741057,0.0,422.642817,294.924,403.71,482.117,15.428966,0.0,0.0,0.0,1830.277966,1966.178,1836.985,2138.155,6.912,7.786,5674.647022,0.0,21.402,21.127,21.402,23.587
0.0,2024-02-03,23127.52,0.0,0.0,15837.640398,7289.879602,16338.446,6789.074,28.037483,7.533821,10.045037,11553.741057,0.0,420.131601,296.973,400.772,481.815,12.658378,0.0,0.0,0.0,1842.936344,1964.769,1854.809,2133.299,5.7888,5.8778,4283.899341,0.0,21.313,20.862,21.313,23.14
0.0,2024-02-04,24767.996,0.0,0.0,16086.899232,8681.096768,17878.876,6889.12,27.695483,6.482333,10.045037,11553.741057,0.0,416.568897,299.452,396.993,486.607,14.727744,0.0,0.0,0.0,1857.664088,1968.765,1866.01,2144.081,5.7888,6.2198,4533.158175,0.0,20.882,20.882,20.882,24.074
0.0,2024-02-05,29262.222,0.0,0.0,14828.506534,14433.715466,21936.206,7326.016,29.422083,5.751389,10.045037,11553.741057,0.0,412.275249,299.968,392.532,486.775,9.554198,0.0,0.0,0.0,1867.218286,1970.833,1888.714,2158.956,5.0112,4.4932,3274.765476,0.0,21.4,21.014,21.4,24.161
0.0,2024-02-06,26487.91,0.0,0.0,15102.108189,11385.801811,19464.202,7023.708,29.046683,5.6808,10.045037,11553.741057,0.0,407.911012,297.7,386.938,488.173,9.741946,0.0,0.0,0.0,1876.960232,1966.046,1898.444,2162.397,4.6656,4.8686,3548.367132,0.0,21.197,20.548,21.197,24.379
0.0,2024-02-07,37760.973,0.0,0.0,14684.636084,23076.336916,26719.213,11041.76,29.619483,5.361811,10.045037,11553.741057,0.0,403.227786,294.126,385.371,490.299,11.339914,0.0,0.0,0.0,1888.300146,1962.123,1900.205,2161.885,4.0608,4.2958,3130.895027,0.0,20.962,20.962,20.962,22.476
0.0,2024-02-08,40772.477,0.0,0.0,15668.097746,25104.379254,29467.873,11304.604,28.270107,5.559408,10.045037,11553.741057,0.0,398.742157,289.993,381.906,489.384,12.12503,1.621176,1181.556841,0.0,1898.804,1954.878,1898.804,2170.718,4.32,4.024,2932.799848,0.0,21.258,22.001,21.258,22.664
0.0,2024-02-09,39679.321,0.0,0.0,24269.96355,15409.35745,29231.232,10448.089,16.467765,5.80271,10.045037,11553.741057,0.0,394.499831,286.208,378.498,487.145,12.064118,12.228118,8912.182849,0.0,1898.64,1951.305,1898.64,2195.988,4.8384,5.2194,3804.039644,0.0,20.877,21.929,20.877,22.805
0.0,2024-02-10,30025.479,0.0,0.0,18760.445404,11265.033596,20852.84,9172.639,24.027197,5.046624,10.045037,11553.741057,0.0,389.501418,282.227,381.198,484.623,11.577686,6.272686,4571.703211,0.0,1903.945,1946.403,1903.945,2184.627,3.9744,3.6154,2635.001136,0.0,21.236,21.93,21.236,23.032
0.0,2024-02-11,27278.498,0.0,0.0,25069.891414,2208.606586,18577.156,8701.342,15.37021,5.252083,10.045037,11553.741057,0.0,384.708465,281.922,383.993,481.097,10.294474,13.951474,10168.210649,0.0,1900.288,1942.596,1900.288,2174.928,4.2336,4.5936,3347.939707,0.0,20.876,21.649,20.876,22.687
0.0,2024-02-12,41185.846,0.0,0.0,14331.182269,26854.663731,27792.556,13393.29,26.578567,3.752957,3.946421,4539.150137,0.0,384.515,279.003,384.515,480.346,9.351331,9.791331,7136.186545,0.0,1899.848,1931.565,1899.848,2158.164,3.888,3.644,2655.845588,0.0,21.12,21.783,21.12,22.598
0.0,2024-02-13,40832.091,0.0,0.0,7062.338355,33769.752645,28397.821,12434.27,36.418998,4.792522,3.716522,4274.720845,0.0,385.591,273.937,385.591,476.718,7.418995,0.0,0.0,0.0,1907.266995,1917.2,1908.335,2154.391,3.6288,3.8248,2787.61751,0.0,20.924,21.882,20.924,22.897
0.0,2024-02-14,39898.738,0.0,0.0,15554.676254,24344.061746,26297.573,13601.165,25.099755,4.72919,4.29219,4936.851645,0.0,386.028,268.532,386.028,477.73,8.882179,10.085174,7350.347402,0.0,1906.064,1906.064,1906.064,2160.283,4.1472,4.4832,3267.477206,0.0,20.588,22.057,20.588,22.964
0.0,2024-02-15,39052.102,0.0,0.0,22756.665049,16295.436951,25364.651,13687.451,17.835064,3.792614,8.818614,10143.117371,0.0,381.002,263.478,381.002,481.77,6.503242,13.231242,9643.286122,0.0,1899.336,1899.336,1899.336,2179.359,4.4064,4.0754,2970.261556,0.0,20.919,21.094,20.919,23.112
0.0,2024-02-16,43782.486,0.0,0.0,29719.049694,14063.436306,26872.172,16910.314,8.99125,8.501674,10.045037,11553.741057,0.0,379.458637,258.795,376.447,481.324,13.471834,16.449834,11989.082873,0.0,1896.358,1896.079,1896.358,2169.399,8.4672,8.4742,6176.225763,0.0,20.912,23.352,20.912,23.055
0.0,2024-02-17,33337.292,0.0,0.0,25604.627702,7732.664298,19798.821,13538.471,14.636515,9.026294,10.045037,11553.741057,0.0,378.439894,259.236,373.546,482.509,17.959968,13.889968,10123.383708,0.0,1900.428,1900.428,1900.428,2159.598,5.3568,5.3888,3927.502938,0.0,20.88,23.056,20.88,23.056
0.0,2024-02-18,27702.395,0.0,0.0,17202.987584,10499.407416,16319.434,11382.961,26.164134,6.894374,10.045037,11553.741057,0.0,375.289232,258.531,371.901,482.368,18.357149,3.677149,2680.005328,0.0,1915.108,1915.108,1915.108,2150.383,4.752,4.074,2969.241198,0.0,21.558,22.397,21.558,23.895
0.0,2024-02-19,36868.353,0.0,0.0,14777.030357,22091.322643,22950.0,13918.353,29.492712,5.322931,10.045037,11553.741057,0.0,370.567126,256.478,367.297,479.282,13.161571,0.403571,294.133587,0.0,1927.866,1927.866,1927.866,2133.997,3.456,4.019,2929.155713,0.0,20.995,21.898,20.995,23.246
0.0,2024-02-20,44902.092,0.0,0.0,13667.928405,31234.163595,29408.366,15493.726,30.330074,5.63112,8.861246,10192.152442,0.0,367.337,252.572,367.337,476.584,14.578531,0.0,0.0,0.0,1942.444531,1924.852,1966.137,2136.832,4.752,4.769,3475.775963,0.0,20.978,22.631,20.978,22.863
0.0,2024-02-21,48161.634,0.0,0.0,13119.670171,35041.963829,27351.682,20809.952,30.923058,4.125773,8.585773,9875.30436,0.0,362.877,249.909,362.877,481.95,12.591158,0.35269,257.049703,0.0,1954.683,1917.381,1954.683,2142.714,3.6288,4.0988,2987.316108,0.0,20.508,22.81,20.508,22.969
0.0,2024-02-22,50206.849,0.0,0.0,26574.789744,23632.059256,28722.075,21484.774,13.037552,5.05777,9.58177,11020.893903,0.0,358.353,247.39,358.353,487.708,9.824198,17.246198,12569.495041,0.0,1947.261,1900.915,1947.261,2145.889,3.6288,4.0948,2984.4008,0.0,20.042,22.151,20.042,22.151
0.0,2024-02-23,44192.472,0.0,0.0,19645.571147,24546.900853,25504.107,18688.365,22.09565,4.400698,8.804698,10127.110351,0.0,353.949,243.806,353.949,493.06,9.331373,9.795373,7139.132172,0.0,1946.797,1883.987,1946.797,2147.35,3.8016,3.2646,2379.328624,0.0,20.579,22.1,20.579,22.771
0.0,2024-02-24,35535.291,0.0,0.0,21337.36236,14197.92864,20867.145,14668.146,18.437731,4.433702,6.492702,7467.867344,0.0,351.89,242.507,351.89,497.481,11.167286,14.343286,10453.774397,0.0,1943.621,1870.009,1943.621,2148.314,5.5296,4.6866,3415.720618,0.0,21.422,22.571,21.422,23.228
0.0,2024-02-25,37380.686,0.0,0.0,32376.660191,5004.025809,21453.267,15927.419,3.059101,8.984477,6.091477,7006.380066,0.0,354.783,245.08,354.783,498.482,13.514342,26.204342,19098.432258,0.0,1930.931,1858.792,1930.931,2134.451,8.2944,8.6054,6271.847866,0.0,21.111,26.065,21.111,23.15
0.0,2024-02-26,45658.176,0.0,0.0,5560.741199,40097.434801,26026.228,19631.948,37.165475,7.12705,1.44405,1660.937186,0.0,360.466,247.694,360.466,495.313,18.305395,1.397395,1018.459351,0.0,1947.839,1861.866,1947.839,2125.856,4.4064,3.9534,2881.344662,0.0,21.564,24.242,21.564,22.707
0.0,2024-02-27,42939.629,0.0,0.0,13070.069751,29869.559249,26303.337,16636.292,26.027299,5.774371,0.0,0.0,0.0,366.240371,244.289,366.903,492.263,17.513021,13.712021,9993.690984,0.0,1951.64,1862.5,1951.64,2117.73,4.32,4.221,3076.378767,0.0,21.663,26.159,21.663,23.158
0.0,2024-02-28,45113.361,0.0,0.0,16276.642675,28836.718325,25290.399,19822.962,21.627664,5.034874,0.0,0.0,0.0,371.275245,240.749,373.091,489.132,12.790656,18.916656,13786.969643,0.0,1945.514,1858.293,1945.514,2112.366,3.456,3.416,2489.673032,0.0,21.703,28.484,21.703,23.858
0.0,2024-02-29,45003.553,0.0,0.0,36272.115166,8731.437834,24602.308,20401.245,0.0,4.677437,10.045037,11553.741057,0.0,365.907645,237.658,290.7215,432.957,11.99759,33.915283,24718.374109,0.0,1923.596307,1853.886,1796.65125,2152.2605,3.888,0.0,0.0,0.0,25.591,29.912,22.05775,23.599
0.0,2024-03-01,42497.578,0.0,0.0,5438.069778,37059.508222,21442.062,21055.516,36.49892,4.049914,0.0,0.0,0.0,369.957558,234.807,373.525,480.534,9.778838,0.0,0.0,0.0,1933.375146,1844.9,1936.724,2108.615,3.1104,7.4614,5438.069778,0.0,21.24,30.843,21.24,22.303
0.0,2024-03-02,30784.283,0.0,0.0,20489.326845,10294.956155,14284.344,16499.939,17.67489,5.088096,3.160654,3635.365727,0.0,371.885,232.612,371.885,482.551,11.39063,18.877776,13758.632849,0.0,1925.888,1844.348,1925.888,2102.106,4.32,4.247,3095.328269,0.0,21.313,31.473,21.313,22.922
0.0,2024-03-03,29269.786,0.0,0.0,20418.695955,8851.090045,13775.125,15494.661,15.944486,3.945024,0.0,0.0,0.0,375.830024,228.857,376.468,476.253,12.985834,25.089834,18286.148153,0.0,1913.784,1852.611,1913.784,2080.61,3.024,2.926,2132.547802,0.0,21.411,31.217,21.411,22.582
0.0,2024-03-04,34129.634,0.0,0.0,15904.920452,18224.713548,17303.75,16825.884,27.668842,5.540054,9.567078,11003.996173,0.0,371.803,227.428,371.803,483.766,11.646979,0.0,0.0,0.0,1925.430979,1860.123,1927.308,2060.752,6.1344,6.7244,4900.924279,0.0,20.821,31.703,20.821,23.099
0.0,2024-03-05,31949.42,0.0,0.0,3183.953632,28765.466368,19635.717,12313.703,39.59172,6.303312,0.0,0.0,0.0,378.106312,226.397,380.847,480.404,11.245133,0.0,0.0,0.0,1936.676112,1858.793,1936.812,2071.771,4.2336,4.3686,3183.953632,0.0,20.686,32.65,20.686,22.507
0.0,2024-03-06,41884.246,0.0,0.0,23465.750302,18418.495698,22461.918,19422.328,12.620195,5.579107,1.481419,1703.919475,0.0,382.204,226.188,382.204,476.09,10.601194,25.720306,18745.65317,0.0,1921.557,1854.968,1921.557,2079.953,3.5424,4.1384,3016.177657,0.0,20.09,30.305,20.09,22.313
0.0,2024-03-07,38267.048,0.0,0.0,14773.115999,23493.932001,20049.357,18217.691,25.406282,3.92256,2.96756,3413.269707,0.0,383.159,224.897,383.159,470.301,8.469878,12.415878,9049.027407,0.0,1917.611,1850.585,1917.611,2076.582,3.8016,3.1706,2310.818886,0.0,20.721,29.199,20.721,22.897
0.0,2024-03-08,38489.612,0.0,0.0,13036.614034,25452.997966,20975.367,17514.245,27.70571,3.778704,2.823704,3247.807399,0.0,384.114,223.743,384.114,464.876,8.242906,10.509906,7659.902969,0.0,1915.344,1840.322,1915.344,2075.813,3.456,2.921,2128.903667,0.0,21.256,28.107,21.256,23.085
0.0,2024-03-09,30254.101,0.0,0.0,13430.486867,16823.614133,16183.332,14070.769,26.705718,3.919795,2.028795,2333.508066,0.0,386.005,219.165,386.005,458.937,6.732806,13.007806,9480.440515,0.0,1909.069,1842.076,1909.069,2074.646,2.592,2.218,1616.538286,0.0,21.63,26.322,21.63,23.008
0.0,2024-03-10,32349.074,0.0,0.0,13653.927955,18695.146045,16373.378,15975.696,25.420189,3.853526,0.335526,385.920452,0.0,389.523,212.992,389.523,453.282,7.441805,14.464805,10542.340288,0.0,1902.046,1847.475,1902.046,2066.229,4.0608,3.7398,2725.667215,0.0,21.951,25.413,21.951,23.37
0.0,2024-03-11,37331.243,0.0,0.0,20420.527361,16910.715639,19440.532,17890.711,20.392454,3.569875,7.697875,8854.049868,0.0,385.395,208.157,385.395,457.303,5.98199,13.97199,10183.163847,0.0,1894.056,1847.388,1894.056,2057.305,1.728,1.898,1383.313646,0.0,21.781,24.569,21.781,23.724
0.0,2024-03-12,43972.839,0.0,0.0,24898.723695,19074.115305,21703.863,22268.976,14.799645,3.291926,8.651926,9951.393834,0.0,380.035,203.854,380.035,454.983,7.492349,17.263349,12581.994716,0.0,1884.285,1835.681,1884.285,2074.022,3.1104,3.2454,2365.335146,0.0,21.646,24.991,21.646,23.557
0.0,2024-03-13,39835.966,0.0,0.0,17164.149034,22671.816966,19716.32,20119.646,25.112645,3.800131,8.134131,9355.828901,0.0,375.701,199.812,375.701,452.357,5.882544,8.171544,5955.641899,0.0,1881.996,1825.933,1881.996,2096.17,3.024,2.542,1852.678234,0.0,22.128,25.33,22.128,23.427
0.0,2024-03-14,42268.529,0.0,0.0,13083.407181,29185.121819,19605.502,22663.027,31.320083,3.759437,9.186437,10566.184489,0.0,370.274,196.265,370.274,450.234,8.056541,0.0,0.0,0.0,1890.052541,1818.504,1897.19,2107.449,3.1968,3.4538,2517.222693,0.0,21.871,25.406,21.871,23.768
0.0,2024-03-15,37756.176,0.0,0.0,18319.728384,19436.447616,17814.073,19942.103,22.119534,3.448483,5.699483,6555.51138,0.0,368.023,193.606,368.023,446.564,8.224762,12.872302,9381.681541,0.0,1885.405,1814.87,1885.405,2117.842,3.024,3.269,2382.535463,0.0,21.626,24.677,21.626,23.488
0.0,2024-03-16,34862.528,0.0,0.0,25830.657708,9031.870292,15464.92,19397.608,12.532819,3.352752,6.942752,7985.511694,0.0,364.433,192.902,364.433,442.491,7.297949,20.981949,15292.210798,0.0,1871.721,1811.086,1871.721,2111.114,3.1968,3.5028,2552.935216,0.0,21.32,25.185,21.32,23.517
0.0,2024-03-17,32072.605,0.0,0.0,22871.042773,9201.562227,15263.853,16808.752,15.131803,2.403302,4.414302,5077.304135,0.0,362.422,191.087,362.422,444.614,6.298214,21.720214,15830.278701,0.0,1856.299,1809.804,1856.299,2096.998,2.592,2.694,1963.459938,0.0,21.218,23.629,21.218,23.609
0.0,2024-03-18,40141.94,0.0,0.0,25343.378172,14798.561828,19324.823,20817.117,13.225018,3.193603,6.983603,8032.498499,0.0,358.632,190.015,358.632,456.939,4.814899,20.525899,14959.829536,0.0,1840.588,1799.785,1840.588,2092.87,2.3328,3.2258,2351.050137,0.0,20.325,22.333,20.325,22.652
0.0,2024-03-19,43740.724,0.0,0.0,23352.723953,20388.000047,21598.029,22142.695,15.465822,3.292186,6.135186,7056.653666,0.0,355.789,187.231,355.789,454.688,4.521312,20.442312,14898.908928,0.0,1824.667,1786.529,1824.667,2090.41,2.592,1.917,1397.161359,0.0,21.0,21.875,21.0,22.707
0.0,2024-03-20,45548.682,0.0,0.0,19804.588234,25744.093766,21907.633,23641.049,19.798374,3.222547,5.208547,5990.839738,0.0,353.803,184.378,353.803,454.941,4.866998,15.920998,11603.653501,0.0,1813.613,1772.261,1813.613,2080.207,2.6784,3.0324,2210.094995,0.0,20.646,21.693,20.646,23.237
0.0,2024-03-21,45424.373,0.0,0.0,22260.318051,23164.054949,22854.3,22570.073,17.785208,3.064435,7.554435,8689.06604,0.0,349.313,180.546,349.313,456.281,4.329677,16.306677,11884.746332,0.0,1801.636,1759.307,1801.636,2068.811,2.592,2.314,1686.505678,0.0,20.924,21.641,20.924,22.552
0.0,2024-03-22,46559.59,0.0,0.0,21452.250045,25107.339955,23302.079,23257.511,19.039498,2.781216,7.806216,8978.662806,0.0,344.288,175.084,344.288,456.592,4.097606,14.610606,10648.604431,0.0,1791.123,1747.772,1791.123,2058.604,2.16,2.504,1824.982808,0.0,20.58,21.677,20.58,22.566
0.0,2024-03-23,41635.995,0.0,0.0,16568.613529,25067.381471,19555.872,22080.123,25.303581,2.929046,7.051046,8110.071263,0.0,340.166,172.531,340.166,450.683,4.454093,9.256093,6746.090347,0.0,1786.321,1731.417,1786.321,2044.67,2.5056,2.3496,1712.451919,0.0,20.736,21.736,20.736,21.943
0.0,2024-03-24,39674.859,0.0,0.0,13543.044214,26131.814786,16990.032,22684.827,29.882091,2.679005,7.790005,8960.016781,0.0,335.055,168.536,335.055,448.363,5.025024,3.193024,2327.162103,0.0,1788.153,1722.957,1788.153,2046.061,2.8512,3.0952,2255.86533,0.0,20.492,21.758,20.492,22.431
