date,national_energy_equivalent_gwh,ni_energy_equivalent_gwh,si_energy_equivalent_gwh,HWE_storage_mm3,HWE_energy_equivalent_gwh,MAN_storage_mm3,MAN_energy_equivalent_gwh,OHA_storage_mm3,OHA_energy_equivalent_gwh,PKI_storage_mm3,PKI_energy_equivalent_gwh,TAU_storage_mm3,TAU_energy_equivalent_gwh,TKA_storage_mm3,TKA_energy_equivalent_gwh,TPO_storage_mm3,TPO_energy_equivalent_gwh,WAN_storage_mm3,WAN_energy_equivalent_gwh,WKA_storage_mm3,WKA_energy_equivalent_gwh,WPU_storage_mm3,WPU_energy_equivalent_gwh,month_day,p05_gwh,p25_gwh,median_gwh,p75_gwh,p95_gwh,watch_gwh,alert_gwh,emergency_gwh,low_10pct_incremental_solar_gwh_day,low_10pct_preserved_hydro_gwh,low_10pct_counterfactual_storage_gwh,high_30pct_incremental_solar_gwh_day,high_30pct_preserved_hydro_gwh,high_30pct_counterfactual_storage_gwh
2024-05-15,2612.925749,184.936468,2427.989281,717.058,183.196846,268.45,114.19514,21.435,15.622407,1750.655,1275.924632,522.532,222.27832,422.767,486.264067,245.706,168.634416,285.435,72.924076,16.602,16.302052,225.391,57.583794,05-15,1990.15200295,2649.64261,3058.485935,3722.0435392500003,4088.2687768,1991.2,1343.0,914.7,4.794072058353416,171.88552255969213,2784.811271559692,7.222468652557454,258.9526781001751,2871.878427100175
2024-05-16,2582.533853,191.340544,2391.193309,710.864,181.614378,255.008,108.477088,21.448,15.631881,1731.195,1261.741658,503.276,214.087068,418.776,481.673643,252.104,173.02553,278.467,71.143863,18.652,18.315014,222.416,56.823729,05-16,1976.53495845,2660.8708502500003,3032.0270955,3749.3103675,4068.7806600000004,1982.5,1335.5,907.8,4.794072058353416,175.48107660345718,2758.014929603457,7.222468652557454,264.3695295895932,2846.903382589593
2024-05-17,2550.28519,192.448904,2357.836287,704.723,180.045451,242.832,103.297576,21.833,15.91248,1712.765,1248.309377,488.012,207.593961,414.937,477.258048,253.201,173.77843,273.119,69.777535,19.014,18.670474,217.79,55.64186,05-17,1964.6307205,2637.27557475,3071.047811,3803.4869705,4101.7726556,1973.8,1327.9,901.0,4.794072058353416,179.07663064722223,2729.3618206472224,7.222468652557454,269.7863810790113,2820.0715710790114
2024-05-18,2531.370352,194.974254,2336.396098,697.236,178.132642,245.683,104.510354,21.874,15.942362,1699.783,1238.847745,478.612,203.595323,410.006,471.586441,256.437,175.99938,267.871,68.436755,19.324,18.974873,216.626,55.344477,05-18,1957.95818745,2629.71164075,3049.9205085000003,3785.48841825,4118.8860783,1965.2,1320.3,894.1,4.794072058353416,182.67218469098728,2714.042536690987,7.222468652557454,275.20323256842937,2806.5735845684294
2024-05-19,2520.060856,194.21954,2325.841316,692.914,177.02844,248.581,105.743126,22.203,16.182146,1689.396,1231.277418,475.234,202.158366,407.572,468.786869,255.768,175.540228,269.82,68.934693,19.023,18.679311,218.136,55.730258,05-19,1948.5070868999999,2621.02509675,3057.9985805,3764.3185679999997,4110.005257700001,1585.5,1026.8,657.5,4.794072058353416,186.26773873475233,2706.328594734752,7.222468652557454,280.62008405784746,2800.6809400578477
2024-05-20,2488.082751,189.215121,2298.86763,685.514,175.137859,242.817,103.291195,21.43,15.618763,1672.625,1219.054261,462.827,196.880589,404.199,464.907265,248.691,170.683099,269.337,68.811294,18.873,18.532022,215.929,55.166405,05-20,1965.0148179,2603.2282054999996,3077.164329,3738.83664675,4106.3704815,1577.8,1020.7,652.6,4.794072058353416,189.86329277851738,2677.9460437785174,7.222468652557454,286.03693554726556,2774.1196865472657
2024-05-21,2472.49114,198.826544,2273.664596,677.427,173.07176,235.698,100.262865,22.376,16.308233,1656.348,1207.191144,452.836,192.630548,400.774,460.96785,261.532,179.496211,268.048,68.481975,19.686,19.330333,214.3,54.750221,05-21,2102.4539031,2582.42076,3104.6448175,3742.21222025,4117.84432485,1570.0,1014.7,647.6,4.794072058353416,193.45884682228242,2665.9499868222824,7.222468652557454,291.45378703668365,2763.9449270366836
2024-05-22,2467.572666,216.82401,2250.748655,671.663,171.59915,228.09,97.026521,22.327,16.27252,1646.367,1199.916722,440.381,187.332352,396.852,456.456789,281.6,193.269402,265.285,67.776073,23.988,23.554609,212.806,54.368528,05-22,2140.80206775,2558.3078245,3117.1749465000003,3717.544445,4106.85771305,1562.2,1008.6,642.6,4.794072058353416,197.05440086604747,2664.6270668660477,7.222468652557454,296.87063852610174,2764.4433045261017
2024-05-23,2447.11176,225.287871,2221.823888,666.335,170.237931,219.433,93.343946,22.313,16.262317,1630.136,1188.08713,426.309,181.346307,392.825,451.824958,283.425,194.521947,262.005,66.938085,31.332,30.765925,210.515,53.783214,05-23,2118.99044085,2546.0136025,3130.9379259999996,3725.5853235,4109.86196695,1554.4,1002.5,637.7,4.794072058353416,200.64995490981252,2647.7617149098123,7.222468652557454,302.28749001551984,2749.3992500155196
2024-05-24,2415.187748,228.05869,2187.129058,654.568,167.231651,209.981,89.323188,22.047,16.068449,1612.126,1174.960956,409.825,174.334227,388.202,446.507611,282.469,193.865819,257.758,65.853045,34.822,34.192871,206.862,52.849931,05-24,2106.8256023999998,2528.781229,3129.0983484999997,3744.6639127500002,4078.8519471,1546.6,996.4,632.7,4.794072058353416,204.24550895357757,2619.4332569535773,7.222468652557454,307.70434150493793,2722.8920895049378
2024-05-25,2380.149423,226.97131,2153.178113,643.609,164.431802,198.328,84.366153,21.626,15.761613,1592.477,1160.640234,396.875,168.825466,384.069,441.753859,278.441,191.101298,253.823,64.847715,36.53,35.870012,205.693,52.55127,05-25,2116.61714285,2507.44233425,3153.88056,3758.681017,4048.5171004,1538.9,990.3,627.8,4.794072058353416,207.84106299734262,2587.9904859973426,7.222468652557454,313.121192994356,2693.270615994356
2024-05-26,2357.027472,228.834969,2128.192503,639.93,163.491876,190.752,81.143421,21.411,15.604915,1582.668,1153.49117,379.419,161.39991,380.351,437.477438,279.637,191.922144,249.612,63.771872,37.592,36.912825,202.799,51.8119,05-26,2099.93625445,2491.3996027499998,3150.6886940000004,3758.409369,4058.35394975,1531.1,984.2,622.8,4.794072058353416,211.43661704110767,2568.464089041108,7.222468652557454,318.5380444837741,2675.5655164837744
2024-05-27,2324.909822,226.080503,2098.829319,639.497,163.381252,181.787,77.329827,21.629,15.763799,1565.71,1141.131722,363.483,154.620943,376.825,433.421854,274.997,188.737591,244.847,62.554491,38.03,37.342912,198.155,50.625432,05-27,2080.9584591,2516.098084,3126.415832,3750.7144055,4032.2701873,1523.3,978.2,617.9,4.794072058353416,215.03217108487272,2539.9419930848726,7.222468652557454,323.9548959731922,2648.8647179731925
2024-05-28,2286.54151,223.27909,2063.26242,633.535,161.858056,171.467,72.939833,21.504,15.672696,1543.167,1124.701775,349.067,148.488564,372.58,428.539281,270.559,185.691676,240.294,61.391272,38.279,37.587413,194.419,49.670944,05-28,2054.58989175,2491.69225625,3142.1852630000003,3734.304924,3997.5611917,1515.5,972.1,612.9,4.794072058353416,218.62772512863776,2505.169235128638,7.222468652557454,329.3717474626103,2615.91325746261
2024-05-29,2255.037024,220.172405,2034.864619,626.162,159.974372,170.86,72.681623,21.509,15.67634,1518.707,1106.874667,341.322,145.193942,369.04,424.467594,265.918,182.506437,236.372,60.389264,38.359,37.665968,194.168,49.606817,05-29,2030.8612932,2465.59113025,3166.088207,3751.895058,3964.3719766000004,1507.7,966.0,607.9,4.794072058353416,222.2232791724028,2477.260303172403,7.222468652557454,334.7885989520284,2589.8256229520284
2024-05-30,2222.024167,214.458114,2007.566052,617.786,157.834438,172.293,73.291202,21.372,15.576491,1497.725,1091.582419,331.38,140.964744,365.381,420.259034,257.821,176.949256,231.954,59.260536,38.199,37.508859,190.999,48.797189,05-30,2038.9959385999998,2434.554017,3193.8474545,3748.90593875,3938.85698865,1499.9,959.9,603.0,4.794072058353416,225.81883321616786,2447.843000216168,7.222468652557454,340.2054504414465,2562.2296174414464
2024-05-31,2200.120975,213.814397,1986.306578,613.314,156.691914,173.77,73.919499,21.118,15.391369,1484.481,1081.929834,318.93,135.668676,361.875,416.226454,257.019,176.398822,229.675,58.678288,38.104,37.415575,187.098,47.800545,05-31,2036.5381544,2435.6842612500004,3239.425841,3746.4130805,3950.4767951,1492.2,953.8,598.0,4.794072058353416,229.4143872599329,2429.5353622599328,7.222468652557454,345.6223019308646,2545.7432769308643
2024-06-01,2222.305489,213.810611,2008.494878,614.521,157.000283,199.841,85.009763,21.6,15.742663,1476.261,1075.938876,359.546,152.946194,358.939,412.849484,256.786,176.238908,234.369,59.87753,38.263,37.571702,192.302,49.130084,06-01,2011.25233255,2454.35097975,3238.7877425,3715.16822375,3991.0510288,1484.4,947.8,593.1,3.680283937612814,232.17460021314253,2454.4800892131425,5.544500593311637,349.7806773758483,2572.0861663758483
2024-06-02,2253.764132,214.616412,2039.14772,611.561,156.244051,232.886,99.066677,22.762,16.58956,1468.956,1070.614795,400.361,170.308365,356.288,409.80032,258.385,177.336344,249.341,63.702636,37.966,37.280068,206.75,52.821317,06-02,1984.6698531499999,2505.2655640000003,3225.8440149999997,3691.49882425,4007.9474827,1473.6,942.8,592.0,3.680283937612814,234.93481316635214,2488.698945166352,5.544500593311637,353.93905282083205,2607.7031848208317
2024-06-03,2243.388787,215.456788,2027.931999,608.555,155.476066,243.492,103.578331,22.098,16.105619,1455.867,1061.075178,398.105,169.348692,352.702,405.675724,259.495,178.098165,249.188,63.663547,38.046,37.358623,207.484,53.008842,06-03,1960.8272218500001,2529.68995975,3204.4426975,3680.1095145,4057.41084735,1462.8,937.8,590.9,3.680283937612814,237.69502611956176,2481.0838131195615,5.544500593311637,358.0974282658158,2601.4862152658156
2024-06-04,2217.92934,209.383364,2008.545975,604.103,154.338651,250.855,106.710456,21.582,15.729544,1439.478,1049.130432,389.479,165.679303,349.104,401.537326,251.437,172.56775,247.027,63.111446,37.493,36.815614,204.744,52.308816,06-04,1937.6965615,2526.18826475,3170.3985215000002,3702.2470325,4137.7811922,1452.0,932.9,589.8,3.680283937612814,240.45523907277138,2458.3845790727714,5.544500593311637,362.2558037107995,2580.1851437108
2024-06-05,2185.615875,203.67149,1981.944385,598.87,153.001703,251.903,107.156261,22.48,16.384031,1417.963,1033.449719,379.124,161.274421,344.791,396.576539,243.664,167.232938,244.017,62.342439,37.109,36.438552,202.593,51.75927,06-05,1915.0982361000001,2520.32251825,3135.61322,3725.5461637500002,4170.33824075,1441.2,927.9,588.7,3.680283937612814,243.215452025981,2428.831327025981,5.544500593311637,366.41417915578324,2552.030054155783
2024-06-06,2153.902163,199.550512,1954.351652,597.451,152.639171,247.559,105.30838,23.631,17.222911,1398.698,1019.408867,365.497,155.477672,340.436,391.567445,237.93,163.297545,240.542,61.454632,36.92,36.252966,200.688,51.272573,06-06,1899.1252939499998,2519.38464675,3104.24416,3713.52423825,4161.03258355,1430.4,923.0,587.6,3.680283937612814,245.9756649791906,2399.877827979191,5.544500593311637,370.572554600767,2524.4747176007672
2024-06-07,2125.688662,196.800666,1928.887995,593.082,151.522962,244.752,104.114319,24.641,17.959026,1382.511,1007.611345,350.748,149.203639,336.599,387.15415,234.623,161.027865,236.743,60.484049,36.431,35.772801,198.989,50.838506,06-07,1886.91767005,2522.1278764999997,3099.4580195,3696.247155,4149.5773691,1419.6,918.0,586.5,3.680283937612814,248.73587793240023,2374.4245399324004,5.544500593311637,374.7309300457507,2500.4195920457505
2024-06-08,2098.453124,193.53038,1904.922744,584.619,149.360801,242.086,102.980237,24.541,17.886143,1366.887,996.224152,338.239,143.882473,334.736,385.011339,230.376,158.113039,232.979,59.522407,36.069,35.417341,195.923,50.055192,06-08,1870.0176461,2498.4208037500002,3105.489436,3663.45203575,4131.54761905,1408.8,913.1,585.4,3.680283937612814,251.49609088560985,2349.9492148856098,5.544500593311637,378.88930549073444,2477.3424294907345
2024-06-09,2075.760607,190.829052,1884.931555,574.412,146.753075,242.351,103.092965,23.403,17.056738,1353.57,986.518362,327.824,139.452068,333.702,383.822038,226.39,155.377343,229.622,58.664747,36.104,35.451709,194.03,49.571561,06-09,1894.36208075,2489.0650845,3135.963176,3631.20615275,4109.35783385,1398.0,908.1,584.3,3.680283937612814,254.25630383881946,2330.0169108388195,5.544500593311637,383.0476809357182,2458.8082879357185
2024-06-10,2083.670837,201.938234,1881.732603,567.214,144.914102,249.643,106.194887,22.505,16.402252,1345.178,980.402046,333.195,141.736821,331.733,381.557306,240.841,165.29544,234.852,60.000928,37.317,36.642794,197.759,50.52426,06-10,1946.2953951,2514.3720780000003,3141.5049085,3607.68595425,4084.1811048,1387.2,903.2,583.2,3.680283937612814,257.01651679202905,2340.687353792029,5.544500593311637,387.2060563807019,2470.876893380702
2024-06-11,2079.657798,207.920904,1871.736894,559.218,142.871252,251.605,107.029496,21.135,15.403759,1333.404,971.820837,334.839,142.436158,329.81,379.345483,249.495,171.234905,238.439,60.917349,37.361,36.685999,203.193,51.91256,06-11,1949.95811125,2546.25879275,3174.602479,3578.7067235,4054.85646825,1376.4,898.2,582.1,3.680283937612814,259.77672974523864,2339.434527745239,5.544500593311637,391.36443182568564,2471.022229825686
2024-06-12,2049.922955,202.241961,1847.680994,547.458,139.86676,249.438,106.107683,21.469,15.647187,1318.218,960.75287,327.019,139.109631,325.701,374.619336,241.687,165.876072,236.531,60.429886,37.035,36.365889,200.199,51.147641,06-12,1934.99435545,2548.60373775,3212.5400375,3547.07038975,4034.82125835,1365.6,893.2,581.0,3.680283937612814,262.53694269844823,2312.459897698448,5.544500593311637,395.5228072706694,2445.4457622706695
2024-06-13,2022.006253,196.311398,1825.694855,535.599,136.836975,246.569,104.887247,21.736,15.841784,1302.39,949.216997,325.208,138.339255,321.165,369.402056,233.448,160.221432,234.21,59.836908,36.754,36.089965,200.927,51.333634,06-13,1921.2842444999999,2554.646601,3233.3657315,3529.4222925,4094.8530293000003,1354.8,888.3,579.9,3.680283937612814,265.2971556516578,2287.3034086516577,5.544500593311637,399.6811827156531,2421.687435715653
2024-06-14,2017.851793,197.589507,1820.262286,524.379,133.970444,252.316,107.331946,22.084,16.095415,1290.671,940.675873,343.229,146.005155,317.092,364.717316,235.718,161.779392,234.116,59.812892,36.469,35.810115,202.178,51.653244,06-14,1941.0527442999999,2543.81471025,3233.0177245,3532.0686072500002,4119.585057599999,1344.0,883.3,578.8,3.680283937612814,268.0573686048674,2285.909161604867,5.544500593311637,403.83955816063684,2421.6913511606367
2024-06-15,2027.63324,213.077834,1814.555406,513.85,131.280453,254.045,108.06744,22.413,16.3352,1283.571,935.501201,347.09,147.647574,316.512,364.050203,256.747,176.212142,234.599,59.936291,37.544,36.865693,202.506,51.737043,06-15,1979.83158415,2541.4494525,3223.014389,3544.19342875,4099.043828700001,1333.2,878.4,577.7,3.680283937612814,270.817581558077,2298.4508215580768,5.544500593311637,407.9979336056206,2435.6311736056205
2024-06-16,2034.149329,221.542596,1812.606733,502.856,128.471662,260.083,110.635927,22.096,16.104161,1286.732,937.805023,344.152,146.397787,314.227,361.42201,268.976,184.605222,234.422,59.89107,37.617,36.937374,203.062,51.879092,06-16,2016.6359044,2565.62782525,3210.5796389999996,3536.39619175,4070.2211658,1322.5,873.4,576.6,3.680283937612814,273.5777945112866,2307.7271235112867,5.544500593311637,412.1563090506043,2446.3056380506046
2024-06-17,2040.960372,234.889145,1806.071226,497.262,127.042485,264.804,112.644179,22.414,16.335928,1283.699,935.594491,336.944,143.331597,311.847,358.684548,288.079,197.716108,237.956,60.793951,37.857,37.173038,202.142,51.644047,06-17,2021.0843464999998,2571.525262,3185.1670219999996,3517.69821175,4038.380164,1311.7,868.5,575.5,3.680283937612814,276.3380074644962,2317.298379464496,5.544500593311637,416.31468449558804,2457.275056495588
2024-06-18,2029.521832,241.610434,1787.911398,490.564,125.331253,262.189,111.531792,21.943,15.992651,1275.441,929.575838,327.658,139.381454,308.052,354.319562,296.151,203.256131,238.109,60.83304,39.06,38.354303,199.409,50.945809,06-18,2009.8093704,2570.060449,3181.3699065,3508.7457355,4006.27086495,1300.9,863.5,574.4,3.680283937612814,279.09822041770576,2308.6200524177057,5.544500593311637,420.4730599405718,2449.9948919405715
2024-06-19,2020.47192,246.759283,1773.712636,479.766,122.572537,255.244,108.577479,22.167,16.155908,1274.106,928.602854,321.954,136.955046,304.011,349.671628,299.607,205.628074,237.921,60.785009,41.888,41.13121,197.242,50.392175,06-19,2004.29864625,2578.1775925,3187.643332,3519.3701922500004,3970.13008635,1573.7,1045.8,696.9,3.680283937612814,281.85843337091535,2302.3303533709154,5.544500593311637,424.6314353855555,2445.1033553855555
2024-06-20,2000.43478,249.208459,1751.226321,467.883,119.53662,247.654,105.348792,22.135,16.132586,1263.105,920.585028,313.15,133.209939,300.549,345.689657,300.43,206.19292,236.607,60.449303,43.807,43.015539,196.781,50.274397,06-20,1986.6643024,2567.918354,3185.974266,3494.56854725,3934.4255351,1555.3,1035.1,691.2,3.680283937612814,284.61864632412494,2285.053426324125,5.544500593311637,428.78981083053924,2429.2245908305395
2024-06-21,1977.423362,249.848694,1727.574668,455.107,116.272557,240.438,102.2792,21.993,16.029092,1254.453,914.279217,303.203,128.978615,295.772,340.19518,299.46,205.527184,234.251,59.847382,45.137,44.32151,194.507,49.693426,06-21,1962.97217835,2558.9177744999997,3164.1619745,3473.03210725,3933.75054595,1536.9,1024.3,685.5,3.680283937612814,287.3788592773345,2264.8022212773344,5.544500593311637,432.94818627552297,2410.371548275523
2024-06-22,1952.373047,246.578696,1705.794351,442.093,112.947688,235.116,100.01529,21.618,15.755782,1243.457,906.265035,293.831,124.991888,293.328,337.384106,293.116,201.173132,231.701,59.195898,46.241,45.405564,192.727,49.238665,06-22,1941.4699110499998,2549.68697975,3132.8750044999997,3435.8319567500002,3957.8143773,1518.5,1013.6,679.8,3.680283937612814,290.1390722305441,2242.512119230544,5.544500593311637,437.1065617205067,2389.479608720507
2024-06-23,1930.178791,242.32584,1687.85295,428.937,109.586541,232.442,98.877805,21.428,15.617305,1234.036,899.398756,283.647,120.659746,292.747,336.715843,285.473,195.927542,229.174,58.55029,47.252,46.398298,189.627,48.446664,06-23,1929.92241625,2533.21921,3112.603017,3408.39477625,3962.0424581,1500.1,1002.8,674.1,3.680283937612814,292.8992851837537,2223.0780761837536,5.544500593311637,441.26493716549044,2371.4437281654905
2024-06-24,1907.422306,240.699894,1666.722412,416.465,106.400144,226.332,96.27869,22.204,16.182875,1220.136,889.26806,274.591,116.807442,291.815,335.643862,281.709,193.344211,227.478,58.116989,48.227,47.355683,187.974,48.024349,06-24,1924.3222953,2518.506287,3092.9748289999998,3369.099876,3965.3793662999997,1481.7,992.1,668.4,3.680283937612814,295.6594981369633,2203.081804136963,5.544500593311637,445.42331261047417,2352.845618610474
2024-06-25,1877.999954,239.052392,1638.947562,402.987,102.956731,216.784,92.217095,22.54,16.427761,1203.63,877.238042,265.213,112.818162,288.726,332.090913,276.274,189.614029,225.758,57.677557,50.348,49.438363,186.005,47.521301,06-25,1909.6262253,2508.451052,3059.9484085,3370.058418,3961.0607183,1463.4,981.3,662.7,3.680283937612814,298.4197110901729,2176.4196650901727,5.544500593311637,449.5816880554579,2327.581642055458
2024-06-26,1875.490297,261.626603,1613.863694,388.723,99.312507,210.21,89.420601,22.265,16.227333,1191.985,868.750852,255.352,108.623421,284.745,327.511991,274.206,188.194707,223.579,57.120857,74.783,73.431896,183.558,46.896132,06-26,1882.28661245,2491.4212125,3050.843354,3381.6212575,3956.9893075,1445.0,970.6,657.0,3.680283937612814,301.17992404338247,2176.6702210433823,5.544500593311637,453.74006350044164,2329.2303605004417
2024-06-27,1880.34271,287.644009,1592.698701,374.535,95.6877,202.346,86.075358,21.768,15.865106,1184.544,863.32765,247.032,105.084201,281.522,323.804915,268.841,184.512568,220.893,56.434627,105.029,103.131441,181.691,46.419143,06-27,1851.5673858,2474.3250655,3029.4514335000003,3425.0067835,3967.1485675500003,1426.6,959.8,651.3,3.680283937612814,303.94013699659206,2184.282846996592,5.544500593311637,457.89843894542537,2338.2411489454253
2024-06-28,1878.876464,299.123297,1579.753166,360.919,92.20903,200.062,85.103774,21.464,15.643543,1175.135,856.470117,250.266,106.459903,279.873,321.908245,264.634,181.625195,218.814,55.903476,119.66,117.498103,180.266,46.055079,06-28,1822.82851325,2516.140412,3004.1144665,3467.6083332499998,3953.4782829,1408.2,949.1,645.6,3.680283937612814,306.70034994980165,2185.5768139498014,5.544500593311637,462.0568143904091,2340.933278390409
2024-06-29,1876.155817,303.490881,1572.664936,346.318,88.478708,204.486,86.985686,21.603,15.74485,1163.162,847.743871,262.152,111.516053,279.304,321.253785,263.827,181.07133,216.169,55.227721,124.672,122.419551,178.932,45.714263,06-29,1794.5760738000001,2531.26346375,2980.454529,3451.846875,3939.3836958499996,1389.8,938.3,639.9,3.680283937612814,309.46056290301124,2185.6163799030114,5.544500593311637,466.21518983539283,2342.371006835393
2024-06-30,1863.140846,305.067836,1558.07301,334.237,85.392206,201.103,85.546602,21.246,15.484658,1148.083,836.753889,263.554,112.112445,280.703,322.862906,263.186,180.631395,214.296,54.749199,126.726,124.436441,176.806,45.171104,06-30,1771.1553259500001,2530.86968725,2956.2512545,3436.8010974999997,3928.05486495,1371.4,927.6,634.2,3.680283937612814,312.2207758562208,2175.361621856221,5.544500593311637,470.37356528037657,2333.5144112803764
2024-07-01,1910.925557,305.20057,1605.724987,340.28,86.936096,220.104,93.62938,23.408,17.060382,1143.771,833.611187,329.076,139.984652,280.964,323.163107,261.87,179.72819,239.711,61.242325,127.781,125.472381,196.09,50.097858,07-01,1751.9139393,2516.317875,2979.5526984999997,3425.3858787500003,3906.5688493000002,1353.0,916.8,628.6,3.8729761155568934,315.1255079428885,2226.0510649428884,5.834799361843736,474.74966480175937,2385.6752218017596
2024-07-02,1960.035717,313.429575,1646.606141,354.872,90.664118,226.423,96.317401,25.301,18.440052,1144.801,834.361878,365.604,155.523189,283.055,325.568163,271.608,186.411632,276.034,70.52227,129.355,127.017943,216.096,55.20907,07-02,1728.59482095,2500.69920925,2974.761431,3408.496916,3873.8941651500004,1330.7,902.6,619.7,3.8729761155568934,318.0302400295561,2278.065957029556,5.834799361843736,479.12576432314216,2439.161481323142
2024-07-03,1956.540439,313.462334,1643.078105,358.901,91.693463,223.249,94.967222,22.319,16.26669,1137.194,828.817691,373.64,158.941599,282.308,324.708968,271.454,186.305938,281.288,71.864583,129.496,127.156396,218.479,55.817889,07-03,1702.8500563,2488.7328239999997,2955.4092325,3386.4254085000002,3847.1749167,1308.4,888.4,610.8,3.8729761155568934,320.9349721162238,2277.4754111162238,5.834799361843736,483.50186384452496,2440.0423028445252
2024-07-04,1938.206009,307.280402,1630.925607,355.868,90.91858,211.38,89.918304,21.075,15.360029,1132.875,825.669888,374.864,159.462272,279.757,321.774823,263.783,181.041131,281.789,71.992581,128.562,126.23927,218.523,55.82913,07-04,1678.96957105,2471.54836375,2943.62653,3349.73030225,3825.6061475,1286.1,874.2,602.0,3.8729761155568934,323.8397042028914,2262.0457132028914,5.834799361843736,487.87796336590776,2426.083972365908
2024-07-05,1913.403761,301.504484,1611.899276,350.654,89.586487,195.715,83.254617,21.299,15.523286,1125.603,820.369858,374.832,159.44866,275.16,316.487381,256.891,176.310972,280.069,71.553148,127.497,125.193512,217.923,55.67584,07-05,1688.9596565499999,2449.854879,2962.8456189999997,3331.95405275,3795.7077925999997,1263.8,860.0,593.1,3.8729761155568934,326.7444362895591,2240.148197289559,5.834799361843736,492.25406288729056,2405.6578238872908
2024-07-06,1892.640394,294.328063,1598.312331,345.149,88.180047,189.042,80.416009,21.815,15.899361,1119.519,815.935674,370.992,157.815174,272.537,313.470422,248.06,170.250028,277.23,70.827829,126.361,124.078036,218.283,55.767814,07-06,1684.5496821000002,2451.08942875,2996.3168885,3314.5339005,3771.72123495,1241.5,845.8,584.3,3.8729761155568934,329.6491683762267,2222.289562376227,5.834799361843736,496.63016240867336,2389.270556408673
2024-07-07,1872.317305,286.087572,1586.229732,342.026,87.382171,186.613,79.382744,22.324,16.270334,1112.893,811.106467,366.566,155.932411,270.515,311.14473,237.65,163.105374,273.932,69.985243,125.245,122.982199,215.378,55.025633,07-07,1671.76488505,2456.34651125,2986.5006155,3290.196374,3756.02571675,1219.2,831.6,575.4,3.8729761155568934,332.5539004628944,2204.8712054628945,5.834799361843736,501.00626193005616,2373.323566930056
2024-07-08,1849.847742,280.647105,1569.200637,341.333,87.20512,185.082,78.731477,22.252,16.217858,1100.939,802.394069,360.26,153.249921,268.028,308.284197,232.171,159.344994,270.398,69.082363,123.534,121.302111,211.503,54.035632,07-08,1651.5103756,2432.65401975,2986.078491,3278.0113730000003,3728.68750205,1196.9,817.4,566.6,3.8729761155568934,335.458632549562,2185.306374549562,5.834799361843736,505.38236145143895,2355.230103451439
2024-07-09,1817.6038,275.14665,1542.45715,339.711,86.790725,181.767,77.321319,21.63,15.764528,1079.432,786.719186,353.826,150.512981,264.392,304.102092,226.875,155.710211,266.54,68.096705,121.634,119.436439,208.035,53.149614,07-09,1628.65677835,2413.0594867500004,2958.217699,3284.2945115,3700.9480473999997,1174.6,803.2,557.7,3.8729761155568934,338.3633646362297,2155.96716463623,5.834799361843736,509.75846097282175,2327.362260972822
2024-07-10,1783.091237,268.013073,1515.078164,337.451,86.213331,177.415,75.470035,21.3,15.524015,1059.077,771.883913,346.279,147.302585,260.274,299.365593,219.447,150.612182,262.411,67.041812,119.561,117.400891,204.619,52.276881,07-10,1604.76403525,2457.916303,2927.5115589999996,3299.5408617499997,3677.95627425,1152.3,789.0,548.9,3.8729761155568934,341.2680967228973,2124.3593337228976,5.834799361843736,514.1345604942046,2297.225797494205
2024-07-11,1748.423759,260.273694,1488.150065,334.415,85.437682,171.911,73.128705,21.444,15.628966,1041.866,759.340071,338.19,143.86163,254.772,293.037226,211.205,144.955483,258.647,66.08017,117.44,115.318212,202.109,51.635616,07-11,1585.34348015,2460.30366125,2901.6082525,3272.2566617499997,3661.0321738499997,1130.0,774.8,540.0,3.8729761155568934,344.172828809565,2092.596587809565,5.834799361843736,518.5106600155874,2266.9344190155875
2024-07-12,1719.687327,253.0439,1466.643427,329.649,84.220045,164.57,70.005939,22.128,16.127484,1030.429,751.004477,329.903,140.336447,251.518,289.294494,202.332,138.865712,254.46,65.010459,116.279,114.178187,198.228,50.644082,07-12,1628.81738385,2445.1492435,2866.998759,3237.16132125,3645.0846413,1107.7,760.6,531.1,3.8729761155568934,347.0775608962326,2066.7648878962327,5.834799361843736,522.8867595369702,2242.5740865369703
2024-07-13,1693.722024,248.535489,1445.186535,323.986,82.773239,158.537,67.439579,22.392,16.319894,1013.455,738.633367,321.132,136.605378,251.703,289.50728,193.979,133.132831,250.484,63.994654,117.526,115.402658,195.367,49.913143,07-13,1687.89616675,2428.44478975,2852.2654015,3241.55073675,3619.4427538,1085.5,746.4,522.3,3.8729761155568934,349.9822929829003,2043.7043169829003,5.834799361843736,527.262859058353,2220.984883058353
2024-07-14,1669.149102,243.869347,1425.279755,317.991,81.241613,154.86,65.875431,22.216,16.191621,995.542,725.577889,312.21,132.810075,253.32,291.367144,186.04,127.684089,246.314,62.929286,118.323,116.185258,192.915,49.286696,07-14,1677.7650819,2405.56116875,2864.2095175,3247.28946,3586.91073495,1063.2,732.2,513.4,3.8729761155568934,352.8870250695679,2022.036127069568,5.834799361843736,531.6389585797358,2200.788060579736
