date,PKI_balance_release_m3s,OHU_natural_inflow_m3s,OHU_spill_m3s,OHA_turbine_flow_m3s,OHB_turbine_flow_m3s,OHC_turbine_flow_m3s,RTH_spill_m3s,OHU_release_previous_delta_m3s,junction_residual_previous_delta_m3s,OHU_release_same_day_delta_m3s,junction_residual_same_day_delta_m3s,OHU_release_next_delta_m3s,junction_residual_next_delta_m3s,OHU_release_no_storage_timing_m3s,junction_residual_no_storage_timing_m3s,OHA_minus_RTHspill_minus_OHB_m3s,OHB_minus_OHC_m3s
2024-01-03,231.952704,59.0,12.673611,329.670166,323.7367,322.5873,0.0,45.712963,-52.0045,41.638889,-56.078574,51.627315,-46.090148,46.326389,-51.391074,5.933466,1.1494
2024-01-04,234.873296,58.0,12.638889,223.568708,226.2065,225.4262,0.0,40.673611,51.9782,50.662037,61.966626,50.361111,61.6657,45.361111,56.6657,-2.637792,0.7803
2024-01-05,135.517056,56.0,12.673611,262.841812,259.4738,258.3064,0.0,48.627315,-78.697441,48.326389,-78.998367,31.891204,-95.433552,43.326389,-83.998367,3.368012,1.1674
2024-01-06,224.446259,56.0,12.696759,193.271036,194.2288,193.6446,0.0,48.303241,79.478464,31.868056,63.043279,43.627315,74.802539,43.303241,74.478464,-0.957764,0.5842
2024-01-07,169.331,50.0,12.696759,258.356468,257.3843,255.853,0.0,25.868056,-63.157413,37.627315,-51.398153,33.298611,-55.726857,37.303241,-51.722228,0.972168,1.5313
2024-01-08,220.59213,55.0,12.673611,281.874344,281.669,279.8071,0.0,42.650463,-18.631751,38.321759,-22.960455,52.673611,-8.608603,42.326389,-18.955825,0.205344,1.8619
2024-01-09,195.727556,36.0,12.685185,284.165051,288.0313,286.205,0.0,19.310185,-69.12731,33.662037,-54.775458,14.472222,-73.965273,23.314815,-65.12268,-3.866249,1.8263
2024-01-10,294.386278,60.0,12.708333,296.861674,289.9572,287.5207,0.0,57.638889,55.163492,38.449074,35.973677,53.194444,50.719048,47.291667,44.81627,6.904474,2.4365
2024-01-11,208.135648,32.0,12.673611,285.154393,285.9532,284.2484,0.0,10.483796,-66.534949,25.229167,-51.789579,19.546296,-57.472449,19.326389,-57.692356,-0.798807,1.7048
2024-01-12,232.32187,45.0,12.696759,304.232962,307.6597,305.9872,0.0,38.206019,-33.705074,32.523148,-39.387944,33.888889,-38.022203,32.303241,-39.607851,-3.426738,1.6725
2024-01-13,265.295648,56.0,12.696759,273.295597,266.1255,263.7515,0.0,43.523148,35.523199,44.888889,36.88894,48.962963,40.963014,43.303241,35.303291,7.170097,2.374
2024-01-14,149.636704,70.0,12.685185,182.189045,183.3352,182.425,0.0,58.900463,26.348121,62.974537,30.422195,42.75463,10.202288,57.314815,24.762473,-1.146155,0.9102
2024-01-15,178.199037,77.0,12.719907,303.559137,313.0938,311.7168,0.0,69.939815,-55.420285,49.719907,-75.640193,75.136574,-50.223526,64.280093,-61.080007,-9.534663,1.377
2024-01-16,310.125574,50.0,12.719907,389.121739,405.1706,403.4037,0.0,22.719907,-56.276257,48.136574,-30.859591,48.831019,-30.165146,37.280093,-41.716072,-16.048861,1.7669
2024-01-17,312.208796,42.0,12.650463,384.660122,400.739,398.8875,0.0,40.206019,-32.245307,40.900463,-31.550862,63.354167,-9.097159,29.349537,-43.101788,-16.078878,1.8515
2024-01-18,323.432574,48.0,12.534722,388.510351,399.7197,398.2992,0.0,47.016204,-18.061573,69.469907,4.392131,35.037037,-30.04074,35.465278,-29.612499,-11.209349,1.4205
2024-01-19,440.560981,311.0,12.638889,404.863564,410.0618,409.4061,0.0,332.365741,368.063158,297.93287,333.630287,-33.479167,2.21825,298.361111,334.058528,-5.198236,0.6557
2024-01-20,542.605241,516.0,12.835648,314.622479,312.2336,310.5869,0.0,502.736111,730.718873,171.324074,399.306836,419.298611,647.281373,503.164352,731.147113,2.388879,1.6467
2024-01-21,-101.124296,147.0,12.766204,331.112972,326.8271,325.0503,0.0,-197.606481,-629.84375,50.368056,-381.869213,215.18287,-217.054398,134.233796,-298.003472,4.285872,1.7768
2024-01-22,122.424648,114.0,12.685185,392.175016,393.4252,391.7956,0.0,17.449074,-252.301294,182.263889,-87.486479,130.643519,-139.106849,101.314815,-168.435553,-1.250184,1.6296
2024-01-23,297.495611,209.0,12.743056,312.919184,309.3969,307.8058,0.0,277.206019,261.782445,225.585648,210.162075,228.930556,213.506982,196.256944,180.833371,3.522284,1.5911
2024-01-24,121.786074,116.0,12.638889,372.473321,370.5226,368.944,0.0,132.689815,-117.997432,136.034722,-114.652524,183.696759,-66.990487,103.361111,-147.326135,1.950721,1.5786
2024-01-25,191.266444,68.0,12.592593,381.457244,381.4364,379.3847,0.0,88.081019,-102.109781,135.743056,-54.447744,171.969907,-18.220892,55.407407,-134.783392,0.020844,2.0517
2024-01-26,258.949204,66.0,12.55787,433.427805,434.3308,432.1495,0.0,133.777778,-40.700824,170.00463,-4.473972,20.710648,-153.767953,53.44213,-121.036472,-0.902995,2.1813
2024-01-27,368.690648,305.0,12.638889,280.291262,280.8533,278.7291,0.0,408.923611,497.322998,259.62963,348.029016,265.081019,353.480405,292.361111,380.760498,-0.562038,2.1242
2024-01-28,120.014778,128.0,12.696759,222.851842,227.7846,225.9299,0.0,82.571759,-20.265305,88.023148,-14.813916,171.321759,68.484695,115.303241,12.466177,-4.932758,1.8547
2024-01-29,70.203407,94.0,12.604167,279.529607,285.6154,284.2173,0.0,54.115741,-155.210459,137.414352,-71.911848,90.111111,-119.215089,81.395833,-127.930367,-6.085793,1.3981
2024-01-30,188.558907,82.0,12.627315,286.997299,276.5889,275.8306,0.0,125.391204,26.952812,78.087963,-20.350428,68.25,-30.188391,69.372685,-29.065706,10.408399,0.7583
2024-01-31,258.945981,86.0,12.650463,346.174146,355.7349,354.0484,0.0,82.064815,-5.16335,72.226852,-15.001313,89.553241,2.325076,73.349537,-13.878627,-9.560754,1.6865
2024-02-01,277.419426,69.0,12.604167,403.071442,412.5673,411.6548,0.081019,55.273148,-70.378868,72.599537,-53.052479,78.363426,-47.28859,56.395833,-69.256182,-9.576877,0.9125
2024-02-02,328.849167,80.0,12.592593,352.72717,341.7312,339.1612,0.0,83.611111,59.733108,89.375,65.496997,70.474537,46.596534,67.407407,43.529404,10.99597,2.57
2024-02-03,250.01387,67.0,12.604167,271.200611,272.058,270.01,0.0,76.363426,55.176685,57.462963,36.276222,54.164352,32.977611,54.395833,33.209092,-0.857389,2.048
2024-02-04,199.237,67.0,12.604167,199.711172,204.1853,203.2704,0.0,57.462963,56.988791,54.164352,53.69018,52.868056,52.393883,54.395833,53.921661,-4.474128,0.9149
2024-02-05,153.212815,58.0,12.604167,266.962687,262.9853,261.6193,0.0,45.164352,-68.58552,43.868056,-69.881816,50.789352,-62.96052,45.395833,-68.354039,3.977387,1.366
2024-02-06,233.909093,54.0,12.604167,303.730049,303.9008,301.769,0.0,39.868056,-29.952901,46.789352,-23.031605,36.604167,-33.21679,41.395833,-28.425123,-0.170751,2.1318
2024-02-07,238.712093,47.0,12.673611,317.901947,320.0967,319.042,0.0,39.719907,-39.469946,29.534722,-49.655132,22.300926,-56.888928,34.326389,-44.863465,-2.194753,1.0547
2024-02-08,288.535167,50.0,12.719907,363.554082,368.6653,367.0271,0.0,32.488426,-42.530489,25.25463,-49.764286,38.113426,-36.905489,37.280093,-37.738823,-5.111218,1.6382
2024-02-09,248.146167,56.0,12.719907,355.15757,355.909,354.7403,0.0,31.25463,-75.756774,44.113426,-62.897978,43.268519,-63.742885,43.280093,-63.731311,-0.75143,1.1687
2024-02-10,249.147111,46.0,12.708333,287.509536,275.7272,274.4956,0.0,34.125,-4.237425,33.280093,-5.082332,36.543981,-1.818443,33.291667,-5.070758,11.782336,1.2316
2024-02-11,223.9995,49.0,12.708333,283.170629,278.7789,277.6544,0.0,36.280093,-22.891037,39.543981,-19.627148,34.740741,-24.430389,36.291667,-22.879463,4.391729,1.1245
2024-02-12,279.342611,45.0,12.719907,399.207476,401.5558,399.1418,0.0,35.532407,-84.332458,30.729167,-89.135698,31.134259,-88.730606,32.280093,-87.584773,-2.348324,2.414
2024-02-13,307.598574,42.0,12.719907,403.196733,402.7603,400.0808,0.0,27.729167,-67.868992,28.134259,-67.4639,27.25463,-68.343529,29.280093,-66.318066,0.436433,2.6795
2024-02-14,286.427889,48.0,12.719907,345.89684,346.1962,343.5125,0.0,34.134259,-25.334692,33.25463,-26.214322,46.425926,-13.043025,35.280093,-24.188859,-0.29936,2.6837
2024-02-15,197.03537,51.0,12.731481,289.721905,289.7133,287.2419,0.0,36.243056,-56.443479,49.414352,-43.272183,12.134259,-80.552275,38.268519,-54.418016,0.008605,2.4714
2024-02-16,292.019759,98.0,12.777778,357.045847,356.7923,354.8011,0.0,96.368056,31.341968,59.087963,-5.938125,88.648148,23.622061,85.222222,20.196135,0.253547,1.9912
2024-02-17,262.005352,62.0,12.789352,216.440593,221.0045,219.8738,0.0,23.076389,68.641148,52.636574,98.201333,56.837963,102.402722,49.210648,94.775407,-4.563907,1.1307
2024-02-18,122.355593,55.0,12.777778,170.277219,163.1187,163.0415,0.0,45.648148,-2.273478,49.849537,1.927911,47.997685,0.076059,42.222222,-5.699404,7.158519,0.0772
2024-02-19,66.278963,40.0,12.777778,232.596337,237.2047,236.1286,0.0,34.849537,-131.467838,32.997685,-133.319689,18.738426,-147.578949,27.222222,-139.095152,-4.608362,1.0761
2024-02-20,268.792259,55.0,12.835648,356.605621,352.958,352.0202,0.0,47.939815,-39.873547,33.680556,-54.132806,40.092593,-47.720769,42.164352,-45.64901,3.647621,0.9378
2024-02-21,279.952907,42.0,12.824074,384.083199,385.3387,384.2646,0.0,20.69213,-83.438162,27.104167,-77.026125,36.803241,-67.327051,29.175926,-74.954366,-1.255501,1.0741
2024-02-22,362.823704,42.0,12.800926,445.58372,457.1656,454.9607,0.0,27.127315,-55.632702,36.826389,-45.933628,29.789352,-52.970665,29.199074,-53.560942,-11.58188,2.2049
2024-02-23,354.861926,44.0,12.8125,414.18898,404.1867,402.2158,0.0,38.814815,-20.512239,31.777778,-27.549276,25.736111,-33.590943,31.1875,-28.139554,10.00228,1.9709
2024-02-24,342.349407,64.0,12.789352,374.088287,365.6864,363.4666,0.0,51.800926,20.062046,45.759259,14.020379,10.770833,-20.968047,51.210648,19.471768,8.401887,2.2198
2024-02-25,390.229389,96.0,12.800926,315.157028,314.8905,312.1806,0.0,77.747685,152.820047,42.759259,117.831621,104.298611,179.370973,83.199074,158.271435,0.266528,2.7099
2024-02-26,258.778296,51.0,12.75463,319.234946,311.6755,309.1841,0.0,-2.194444,-62.651094,59.344907,-1.111742,16.05787,-44.398779,38.24537,-22.211279,7.559446,2.4914
2024-02-27,262.192037,50.0,12.800926,360.065241,356.6462,353.6604,0.0,58.298611,-39.574593,15.011574,-82.86163,10.289352,-87.583852,37.199074,-60.67413,3.419041,2.9858
2024-02-28,255.00613,40.0,12.75463,298.230554,295.9244,293.4519,0.069444,5.05787,-38.166554,0.335648,-42.888776,10.717593,-32.506832,27.24537,-15.979054,2.23671,2.4725
2024-02-29,225.386926,45.0,12.789352,308.563378,308.7814,306.9911,0.0,5.300926,-77.875526,15.68287,-67.493581,21.435185,-61.741267,32.210648,-50.965804,-0.218022,1.7903
2024-03-01,252.78563,36.0,12.800926,332.248252,324.176,321.2885,0.0,6.671296,-72.791327,12.423611,-67.039012,15.907407,-63.555215,23.199074,-56.263549,8.072252,2.8875
2024-03-02,173.824889,50.0,12.8125,107.737738,113.4958,112.6727,0.0,26.412037,92.499188,29.895833,95.982984,40.150463,106.237614,37.1875,103.274651,-5.758062,0.8231
2024-03-03,90.262426,35.0,12.800926,159.590333,166.5512,165.597,0.0,14.907407,-54.4205,25.162037,-44.16587,16.574074,-52.753833,22.199074,-47.128833,-6.960867,0.9542
2024-03-04,83.226074,71.0,12.800926,199.237813,201.0067,200.9249,0.0,61.162037,-54.849702,52.574074,-63.437665,47.238426,-68.773313,58.199074,-57.812665,-1.768887,0.0818
2024-03-05,128.078389,49.0,12.835648,267.88568,266.5622,266.1919,0.0,30.539352,-109.267939,25.203704,-114.603587,63.305556,-76.501735,36.164352,-103.642939,1.32348,0.3703
2024-03-06,202.569833,41.0,12.708333,286.232231,283.4192,282.5159,0.0,17.331019,-66.331379,55.43287,-28.229528,41.092593,-42.569805,28.291667,-55.370731,2.813031,0.9033
2024-03-07,184.360167,44.0,12.662037,302.795235,303.2982,302.9482,0.0,58.479167,-59.955902,44.138889,-74.296179,43.976852,-74.458216,31.337963,-87.097105,-0.502965,0.35
2024-03-08,249.788722,40.0,12.685185,291.759948,291.2701,290.8796,0.0,40.115741,-1.855485,39.953704,-2.017522,47.974537,6.003311,27.314815,-14.656411,0.489848,0.3905
2024-03-09,93.225074,30.0,12.673611,114.079473,113.0016,113.6555,0.0,29.965278,9.110879,37.986111,17.131712,27.847222,6.992823,17.326389,-3.52801,1.077873,-0.6539
2024-03-10,59.243574,47.0,12.696759,198.69444,197.0175,196.5317,0.0,54.962963,-84.487903,44.824074,-94.626792,44.071759,-95.379107,34.303241,-105.147625,1.67694,0.4858
2024-03-11,105.842944,20.0,12.696759,259.252238,261.3596,261.525,0.0,17.824074,-135.58522,17.071759,-136.337535,2.418981,-150.990312,7.303241,-146.106053,-2.107362,-0.1654
2024-03-12,257.814685,36.0,12.731481,312.802551,312.7762,312.7711,0.0,33.037037,-21.950829,18.384259,-36.603607,19.344907,-35.642958,23.268519,-31.719347,0.026351,0.0051
2024-03-13,216.509074,35.0,12.777778,282.152398,276.6646,276.3511,0.0,17.337963,-48.305361,18.298611,-47.344713,21.342593,-44.300732,22.222222,-43.421102,5.487798,0.3135
2024-03-14,214.830796,37.0,12.766204,267.008891,259.5865,259.4076,0.0,20.310185,-31.867909,23.354167,-28.823928,32.671296,-19.506798,24.233796,-27.944298,7.422391,0.1789
2024-03-15,172.854185,35.0,12.777778,232.275409,235.5394,235.1933,0.0,21.342593,-38.078631,30.659722,-28.761501,16.342593,-43.078631,22.222222,-37.199001,-3.263991,0.3461
2024-03-16,163.863296,37.0,12.824074,157.485107,160.1578,159.8935,0.0,32.613426,38.991615,18.296296,24.674485,42.185185,48.563374,24.175926,30.554115,-2.672693,0.2643
2024-03-17,123.333963,30.0,12.789352,221.525336,216.6865,216.6523,0.0,11.331019,-86.860355,35.219907,-62.971466,32.210648,-65.980725,17.210648,-80.980725,4.838836,0.0342
2024-03-18,207.288648,27.0,12.8125,268.696285,267.0255,266.0551,0.0,32.196759,-29.210877,29.1875,-32.220137,19.488426,-41.919211,14.1875,-47.220137,1.670785,0.9704
2024-03-19,241.355926,30.0,12.847222,307.815959,306.2294,304.9582,0.0,32.152778,-34.307256,22.453704,-44.00633,19.259259,-47.200774,17.152778,-49.307256,1.586559,1.2712
2024-03-20,257.069889,31.0,12.835648,305.158703,305.4402,301.6435,0.0,23.465278,-24.623536,20.270833,-27.81798,18.766204,-29.32261,18.164352,-29.924462,-0.281498,3.7967
2024-03-21,235.642556,30.0,12.8125,304.351677,298.2287,296.6564,0.0,19.293981,-49.41514,17.789352,-50.91977,16.770833,-51.938288,17.1875,-51.521621,6.122977,1.5723
2024-03-22,216.532944,25.0,12.8125,312.13755,308.9782,310.4353,0.0,12.789352,-82.815254,11.770833,-83.833772,11.50463,-84.099976,12.1875,-83.417106,3.15935,-1.4571
2024-03-23,276.445981,29.0,12.835648,285.479984,282.5268,280.108,0.0,15.747685,6.713682,15.481481,6.447479,15.909722,6.875719,16.164352,7.130349,2.953184,2.4188
2024-03-24,191.676667,33.0,12.789352,238.115646,236.8637,235.2229,0.0,19.527778,-26.911202,19.956019,-26.482961,27.386574,-19.052405,20.210648,-26.228331,1.251946,1.6408
2024-03-25,210.725222,63.0,12.743056,209.618172,211.8179,210.1884,0.0,50.002315,51.109365,57.43287,58.539921,25.476852,26.583902,50.256944,51.363995,-2.199728,1.6295
2024-03-26,151.185037,109.0,12.777778,271.909485,276.6257,275.0879,0.0,103.398148,-17.3263,71.44213,-49.282318,119.925926,-0.798522,96.222222,-24.502226,-4.716215,1.5378
2024-03-27,163.993444,88.0,12.777778,285.541589,285.1215,284.117,0.0,50.44213,-71.106015,98.925926,-22.622219,82.097222,-39.450923,75.222222,-46.325923,0.420089,1.0045
2024-03-28,198.025204,59.0,12.75463,278.473498,270.6039,268.532,0.0,69.949074,-10.49922,53.12037,-27.327924,53.282407,-27.165887,46.24537,-34.202924,7.869598,2.0719
2024-03-29,200.960056,53.0,12.777778,255.237757,253.8729,251.4191,0.0,47.097222,-7.180479,47.259259,-7.018442,39.145833,-15.131868,40.222222,-14.055479,1.364857,2.4538
2024-03-30,198.78437,49.0,12.800926,223.513929,225.8021,223.6809,0.0,43.236111,18.506552,35.122685,10.393127,28.212963,3.483404,36.199074,11.469515,-2.288171,2.1212
2024-03-31,223.755148,45.0,12.835648,230.290729,232.6888,230.2934,0.0,31.087963,24.552382,24.178241,17.64266,22.615741,16.08016,32.164352,25.628771,-2.398071,2.3954
2024-04-01,224.079204,42.0,12.8125,285.592621,286.9232,284.0648,0.0,21.201389,-40.312029,19.638889,-41.874529,23.539352,-37.974066,29.1875,-32.325918,-1.330579,2.8584
2024-04-02,243.699722,39.0,12.824074,352.925221,358.6651,356.4715,0.0,16.627315,-92.598184,20.527778,-88.697722,27.506944,-81.718555,26.175926,-83.049573,-5.739879,2.1936
2024-04-03,310.178889,40.0,12.835648,332.469864,325.6721,323.3644,0.0,21.516204,-0.774771,28.49537,6.204395,20.393519,-1.897457,27.164352,4.873377,6.797764,2.3077
2024-04-04,246.877444,65.0,12.847222,293.043497,293.0945,290.2868,0.0,53.483796,7.317744,45.381944,-0.784108,48.18287,2.016818,52.152778,5.986726,-0.051003,2.8077
2024-04-05,232.965889,46.0,12.8125,324.745763,321.8319,320.0107,0.0,26.416667,-65.363207,29.217593,-62.562281,47.377315,-44.402559,33.1875,-58.592374,2.913863,1.8212
2024-04-06,204.840481,41.0,12.800926,176.659663,174.7407,172.3429,0.0,24.229167,52.409985,42.388889,70.569707,74.009259,102.190077,28.199074,56.379892,1.918964,2.3978
2024-04-07,121.308611,24.0,12.731481,222.267843,231.0233,229.3536,0.0,25.458333,-75.500899,57.078704,-43.880528,100.539352,-0.41988,11.268519,-89.690713,-8.755457,1.6697
2024-04-08,174.424685,28.0,12.592593,359.859613,348.0102,346.2731,0.0,61.217593,-124.217336,104.678241,-80.756688,63.324074,-122.110854,15.407407,-170.027521,11.849414,1.7371
2024-04-09,259.937389,49.0,12.534722,272.885258,277.3084,275.0421,0.0,125.736111,112.788242,84.381944,71.434075,-54.425926,-67.373795,36.465278,23.517408,-4.423142,2.2663
2024-04-10,268.282778,380.0,12.8125,300.926772,302.731,300.4006,0.0,415.104167,382.460172,276.296296,243.652302,164.097222,131.453228,367.1875,334.543506,-1.804228,2.3304
2024-04-11,414.874815,481.0,12.800926,300.626323,299.2314,296.3503,0.0,377.30787,491.556362,265.108796,379.357288,122.122685,236.371177,468.199074,582.447566,1.394923,2.8811
2024-04-12,56.139556,430.0,17.962963,243.127796,255.3643,253.2445,0.0,208.946759,21.958519,65.960648,-121.027592,334.328704,147.340464,412.037037,225.048797,-12.236504,2.1198
2024-04-13,-268.262296,241.0,22.800926,225.319122,238.8621,236.0434,0.0,-127.877315,-621.458733,140.490741,-353.090678,237.342593,-256.238826,218.199074,-275.382344,-13.542978,2.8187
2024-04-14,-137.456778,156.0,19.594907,219.191256,229.7193,227.2316,0.0,58.696759,-297.951275,155.548611,-201.099423,217.712963,-138.935071,136.405093,-220.242941,-10.528044,2.4877
2024-04-15,-53.77087,115.0,14.31713,289.517026,290.497,288.8215,0.0,119.826389,-223.461508,181.990741,-161.297156,207.638889,-135.649008,100.68287,-242.605026,-0.979973,1.6755
2024-04-16,34.727963,85.0,13.321759,327.318021,316.3038,313.7233,0.0,152.986111,-139.603947,178.634259,-113.955799,179.43287,-113.157188,71.678241,-220.911817,11.014221,2.5805
2024-04-17,43.334759,79.0,12.650463,267.175224,267.9191,264.275,0.0,173.305556,-50.534909,174.104167,-49.736298,156.55787,-67.282594,66.349537,-157.490928,-0.743876,3.6441
2024-04-18,43.584704,58.0,12.615741,237.976868,238.8296,237.1702,0.0,153.138889,-41.253276,135.592593,-58.799572,112.0625,-82.329665,45.384259,-149.007905,-0.852732,1.6594
2024-04-19,49.561463,52.0,12.55787,249.159092,252.4061,250.1347,0.0,129.650463,-69.947166,106.12037,-93.477258,89.141204,-110.456425,39.44213,-160.155499,-3.247008,2.2714
2024-04-20,78.387278,58.0,12.511574,225.375815,225.1969,223.1121,0.0,112.166667,-34.821871,95.1875,-51.801037,59.770833,-87.217704,45.488426,-101.500112,0.178915,2.0848
2024-04-21,101.311148,59.0,12.534722,117.244055,120.0172,118.1895,0.0,96.164352,80.231445,60.747685,44.814778,38.74537,22.812463,46.465278,30.532371,-2.773145,1.8277
2024-04-22,71.905259,55.0,12.546296,255.798446,259.9057,257.6648,0.0,56.736111,-127.157075,34.733796,-149.15939,43.252315,-140.640871,42.453704,-141.439483,-4.107254,2.2409
2024-04-23,176.25487,54.0,12.534722,293.984971,289.614,286.5307,0.0,33.74537,-83.98473,42.263889,-75.466211,53.0625,-64.6676,41.465278,-76.264823,4.370971,3.0833
2024-04-24,169.262926,42.0,12.55787,207.781177,208.2878,206.0673,0.046296,30.240741,-8.277511,41.039352,2.5211,37.590278,-0.927974,29.44213,-9.076122,-0.552919,2.2205
2024-04-25,81.821463,72.0,12.615741,85.504826,92.8914,90.6799,0.0,70.981481,67.298118,67.532407,63.849044,34.256944,30.573581,59.384259,55.700896,-7.386574,2.2115
2024-04-26,24.149389,89.0,12.708333,175.050691,178.5956,176.7392,0.0,84.439815,-66.461487,51.164352,-99.73695,80.736111,-70.165191,76.291667,-74.609635,-3.544909,1.8564
2024-04-27,81.247519,57.0,12.708333,189.058169,194.264,192.6416,0.0,19.164352,-88.646299,48.736111,-59.07454,54.928241,-52.88241,44.291667,-63.518984,-5.205831,1.6224
2024-04-28,101.534222,56.0,12.696759,215.745206,220.8988,219.2011,0.0,47.747685,-66.463298,53.939815,-60.271168,45.224537,-68.986446,43.303241,-70.907743,-5.153594,1.6977
2024-04-29,152.759556,54.0,12.696759,279.18337,278.7088,277.2824,0.0,51.939815,-74.484,43.224537,-83.199278,43.907407,-82.516408,41.303241,-85.120574,0.47457,1.4264
2024-04-30,192.342759,45.0,12.696759,280.035101,281.7449,280.2767,0.0,34.224537,-53.467805,34.907407,-52.784935,27.800926,-59.891416,32.303241,-55.389101,-1.709799,1.4682
2024-05-01,207.098926,62.0,10.68287,278.903068,278.3261,277.2943,0.0,53.921296,-17.882846,46.814815,-24.989327,46.861111,-24.943031,51.31713,-20.487012,0.576968,1.0318
2024-05-02,179.153407,56.0,9.814815,303.375904,303.1511,301.9413,0.0,41.68287,-82.539626,41.729167,-82.49333,47.539352,-76.683144,46.185185,-78.037311,0.224804,1.2098
2024-05-03,228.311407,49.0,9.814815,326.551372,332.4434,331.9969,0.0,34.729167,-63.510798,40.539352,-57.700612,40.770833,-57.469131,39.185185,-59.054779,-5.892028,0.4465
2024-05-04,235.442315,47.0,9.814815,299.734715,294.0075,294.1812,0.0,38.539352,-25.753049,38.770833,-25.521567,35.75,-28.5424,37.185185,-27.107215,5.727215,-0.1737
2024-05-05,209.57113,43.0,9.826389,279.550836,272.6001,272.5241,0.0,34.759259,-35.220447,31.738426,-38.24128,28.9375,-41.042206,33.173611,-36.806095,6.950736,0.076
2024-05-06,170.628667,39.0,9.837963,234.723125,238.1965,238.0335,0.0,27.726852,-36.367607,24.925926,-39.168533,29.358796,-34.735662,29.162037,-34.932422,-3.473375,0.163
2024-05-07,167.107907,40.0,9.826389,277.528028,277.2679,277.6157,0.0,25.9375,-84.48262,30.37037,-80.04975,35.914352,-74.505768,30.173611,-80.246509,0.260128,-0.3478
2024-05-08,239.714981,38.0,9.826389,340.181311,338.5794,338.3336,0.0,28.37037,-72.09596,33.914352,-66.551978,24.956019,-75.510311,28.173611,-72.292719,1.601912,0.2458
2024-05-09,224.428463,35.0,9.826389,291.17903,298.6017,297.5732,0.0,30.914352,-35.836215,21.956019,-44.794548,20.011574,-46.738992,25.173611,-41.576955,-7.42267,1.0285
2024-05-10,276.009056,36.0,9.849537,365.57073,370.5121,368.9433,0.0,22.93287,-66.628804,20.988426,-68.573249,22.990741,-66.570934,26.150463,-63.411211,-4.94137,1.5688
2024-05-11,244.108778,35.0,9.861111,288.289672,282.3362,281.6886,0.0,19.976852,-24.204042,21.979167,-22.201727,29.722222,-14.458672,25.138889,-19.042005,5.953472,0.6476
2024-05-12,243.193019,35.0,9.849537,360.450522,371.9213,371.8729,0.0,21.990741,-95.266763,29.733796,-87.523707,28.391204,-88.8663,25.150463,-92.107041,-11.470778,0.0484
2024-05-13,271.226444,32.0,9.849537,355.788189,355.6587,355.5427,0.0,26.733796,-57.827948,25.391204,-59.170541,23.215278,-61.346467,22.150463,-62.411282,0.129489,0.116
2024-05-14,287.653722,33.0,9.837963,369.132498,371.8615,371.3832,0.0,26.402778,-55.075998,24.226852,-57.251924,26.206019,-55.272757,23.162037,-58.316739,-2.729002,0.4783
2024-05-15,283.1665,32.0,9.837963,352.682298,358.0349,357.1633,0.0,23.226852,-46.288946,25.206019,-44.309779,22.011574,-47.504224,22.162037,-47.353761,-5.352602,0.8716
2024-05-16,278.216481,30.0,9.849537,348.634766,355.6773,356.8145,0.0,23.194444,-47.22384,20.0,-50.418285,15.694444,-54.72384,20.150463,-50.267822,-7.042534,-1.1372
2024-05-17,280.871185,35.0,9.861111,335.981266,337.1478,336.9581,0.0,24.988426,-30.121655,20.68287,-34.42721,24.664352,-30.445729,25.138889,-29.971192,-1.166534,0.1897
2024-05-18,239.38263,43.0,9.895833,263.097972,268.1876,267.1058,0.0,28.648148,4.932806,32.62963,8.914287,29.296296,5.580954,33.104167,9.388824,-5.089628,1.0818
2024-05-19,207.955907,45.0,9.907407,315.16785,313.9501,312.8789,0.0,34.618056,-72.593887,31.284722,-75.92722,44.039352,-63.172591,35.092593,-72.11935,1.21775,1.0712
2024-05-20,268.364796,39.0,9.872685,376.381575,376.2925,375.4068,0.0,25.319444,-82.697334,38.074074,-69.942705,18.178241,-89.838538,29.127315,-78.889464,0.089075,0.8857
2024-05-21,256.972204,36.0,9.907407,278.722082,274.1297,272.7738,0.0,35.039352,13.289473,15.143519,-6.60636,26.659722,4.909844,26.092593,4.342714,4.592382,1.3559
2024-05-22,193.742185,41.0,9.907407,284.310988,289.6323,289.0591,0.0,20.143519,-70.425284,31.659722,-58.90908,31.25463,-59.314173,31.092593,-59.47621,-5.321312,0.5732
2024-05-23,254.762796,34.0,9.907407,337.577251,333.9782,332.3782,0.0,24.659722,-58.154733,24.25463,-58.559826,27.171296,-55.643159,24.092593,-58.721863,3.599051,1.6
2024-05-24,267.912074,34.0,9.907407,387.063716,393.9563,393.7453,0.0,24.25463,-94.897012,27.171296,-91.980345,28.965278,-90.186364,24.092593,-95.059049,-6.892584,0.211
2024-05-25,287.704981,33.0,9.907407,295.34128,288.1623,286.7601,0.0,26.171296,18.534998,27.965278,20.32898,25.581019,17.94472,23.092593,15.456294,7.17898,1.4022
2024-05-26,186.219093,30.0,9.884259,242.210963,240.1802,239.2745,0.0,24.988426,-31.003445,22.604167,-33.387704,17.592593,-38.399278,20.115741,-35.87613,2.030763,0.9057
2024-05-27,260.573148,31.0,9.872685,387.762183,384.9015,383.6858,0.0,23.615741,-103.573294,18.604167,-108.584868,22.574074,-104.614961,21.127315,-106.06172,2.860683,1.2157
2024-05-28,322.580352,29.0,9.872685,401.304461,394.6999,394.1002,0.0,16.604167,-62.119942,20.574074,-58.150035,19.069444,-59.654664,19.127315,-59.596794,6.60456,0.5997
