date,PKI_balance_release_m3s,OHU_natural_inflow_m3s,OHU_spill_m3s,OHA_turbine_flow_m3s,OHB_turbine_flow_m3s,OHC_turbine_flow_m3s,RTH_spill_m3s,OHU_release_previous_delta_m3s,junction_residual_previous_delta_m3s,OHU_release_same_day_delta_m3s,junction_residual_same_day_delta_m3s,OHU_release_next_delta_m3s,junction_residual_next_delta_m3s,OHU_release_no_storage_timing_m3s,junction_residual_no_storage_timing_m3s,OHA_minus_RTHspill_minus_OHB_m3s,OHB_minus_OHC_m3s
2024-11-20,102.979463,92.0,12.430556,266.352881,270.5555,270.102,0.0,169.44213,6.068712,161.872685,-1.500732,120.888889,-42.484529,79.569444,-83.803973,-4.202619,0.4535
2024-11-21,107.204204,81.0,12.476852,267.114368,268.8856,268.9859,0.0,150.826389,-9.083776,109.842593,-50.067572,85.247685,-74.662479,68.523148,-91.387016,-1.771232,-0.1003
2024-11-22,144.329259,76.0,12.44213,262.174979,258.5802,262.2839,0.0,104.877315,-12.968405,80.282407,-37.563313,67.377315,-50.468405,63.55787,-54.28785,3.594779,-3.7037
2024-11-23,175.158,69.0,12.453704,310.387635,314.8856,314.4447,0.0,73.270833,-61.958802,60.365741,-74.863894,54.497685,-80.73195,56.546296,-78.683339,-4.497965,0.4409
2024-11-24,180.729296,84.0,12.453704,228.772831,232.6226,232.61,0.0,75.365741,27.322206,69.497685,21.45415,79.185185,31.14165,71.546296,23.502761,-3.849769,0.0126
2024-11-25,115.167981,66.0,12.430556,230.654615,234.3109,234.3801,0.0,51.520833,-63.9658,61.208333,-54.2783,54.888889,-60.597744,53.569444,-61.917189,-3.656285,-0.0692
2024-11-26,137.546685,81.0,12.453704,281.835715,283.9829,284.2392,0.0,76.185185,-68.103845,69.865741,-74.42329,70.108796,-74.180234,68.546296,-75.742734,-2.147185,-0.2563
2024-11-27,239.274519,97.0,12.465278,371.619009,371.5569,370.3256,0.0,85.854167,-46.490324,86.097222,-46.247268,90.842593,-41.501898,84.534722,-47.809768,0.062109,1.2313
2024-11-28,243.504519,101.0,12.465278,328.562026,326.7109,324.0569,0.0,90.097222,5.039715,94.842593,9.785085,82.840278,-2.217229,88.534722,3.477215,1.851126,2.654
2024-11-29,213.052315,124.0,12.523148,329.201136,329.3492,327.9833,0.0,117.784722,1.635901,105.782407,-10.366414,105.458333,-10.690488,111.476852,-4.671969,-0.148064,1.3659
2024-11-30,190.735111,104.0,12.592593,222.637806,222.3799,221.3821,0.0,85.712963,53.810268,85.388889,53.486194,97.032407,65.129713,91.407407,59.504713,0.257906,0.9978
2024-12-01,122.636407,91.0,12.615741,218.090691,217.197,215.9056,0.0,72.365741,-23.088543,84.009259,-11.445024,76.787037,-18.667247,78.384259,-17.070024,0.893691,1.2914
2024-12-02,139.812111,96.0,12.615741,354.972672,355.5011,353.8715,0.0,89.009259,-126.151302,81.787037,-133.373524,76.243056,-138.917505,83.384259,-131.776302,-0.528428,1.6296
2024-12-03,219.843037,120.0,12.615741,270.180466,276.3404,273.0501,0.0,105.787037,55.449608,100.243056,49.905627,52.962963,2.625534,107.384259,57.046831,-6.159934,3.2903
2024-12-04,214.759278,153.0,12.719907,276.539017,271.6852,266.788,0.0,133.138889,71.359149,85.858796,24.079057,79.81713,18.03739,140.280093,78.500353,4.853818,4.8972
2024-12-05,201.843759,207.0,12.731481,275.332892,275.6312,269.9022,0.0,139.847222,66.35809,133.805556,60.316423,222.949074,149.459942,194.268519,120.779386,-0.298308,5.729
2024-12-06,156.44863,111.0,12.638889,356.159234,358.2134,354.4439,0.0,37.898148,-161.812456,127.041667,-72.668938,175.201389,-24.509216,98.361111,-101.349494,-2.054166,3.7695
2024-12-07,107.355611,92.0,12.488426,245.68765,249.5134,249.1188,0.0,108.19213,-30.139909,156.351852,18.019813,109.5,-28.832039,79.511574,-58.820465,-3.82575,0.3946
2024-12-08,91.880204,124.0,12.488426,226.627729,215.6435,214.7303,0.0,188.351852,53.604327,141.5,6.752475,60.122685,-74.62484,111.511574,-23.235951,10.984229,0.9132
2024-12-09,164.250833,169.0,12.650463,294.447924,292.9295,291.6783,0.0,186.337963,56.140872,104.960648,-25.236443,149.335648,19.138557,156.349537,26.152446,1.518424,1.2512
2024-12-10,231.318722,105.0,12.650463,416.900682,429.39,427.8377,0.0,40.960648,-144.621312,85.335648,-100.246312,131.076389,-54.505571,92.349537,-93.232423,-12.489318,1.5523
2024-12-11,228.627907,81.0,12.592593,390.251608,389.2018,388.0694,0.0,61.393519,-100.230182,107.134259,-54.489441,93.55787,-68.06583,68.407407,-93.216293,1.049808,1.1324
2024-12-12,259.017389,92.0,12.581019,393.430259,385.7216,384.2788,0.0,118.145833,-16.267037,104.569444,-29.843426,48.921296,-85.491574,79.418981,-54.993889,7.708659,1.4428
2024-12-13,236.883389,110.0,12.638889,309.422851,309.3519,307.6062,0.0,122.511574,49.972112,66.863426,-5.676036,48.900463,-23.638999,97.361111,24.821649,0.070951,1.7457
2024-12-14,210.038667,313.0,12.696759,248.534384,251.5002,249.9877,0.0,269.805556,231.309839,251.842593,213.346876,124.979167,86.48345,300.303241,261.807524,-2.965816,1.5125
2024-12-15,159.855648,230.0,12.685185,324.506419,331.3514,329.059,0.0,168.854167,4.203396,41.990741,-122.66003,232.048611,67.397841,217.314815,52.664044,-6.844981,2.2924
2024-12-16,173.8355,142.0,12.650463,358.773118,357.8276,355.8128,0.0,-45.974537,-230.912155,144.083333,-40.854284,175.923611,-9.014007,129.349537,-55.588081,0.945518,2.0148
2024-12-17,71.954852,113.0,12.604167,222.726884,218.2919,217.1315,0.0,115.12963,-35.642402,146.969907,-3.802124,143.798611,-6.973421,100.395833,-50.376198,4.434984,1.1604
2024-12-18,44.194944,92.0,12.592593,267.288444,271.7056,269.8394,0.0,125.981481,-97.112018,122.810185,-100.283314,127.347222,-95.746277,79.407407,-143.686092,-4.417156,1.8662
2024-12-19,76.860667,84.0,12.55787,266.815251,268.212,267.0257,0.0,114.844907,-75.109677,119.381944,-70.57264,105.296296,-84.658288,71.44213,-118.512455,-1.396749,1.1863
2024-12-20,132.193296,84.0,12.511574,268.235329,274.9217,273.7795,0.0,119.428241,-16.613792,105.342593,-30.699441,76.175926,-59.866107,71.488426,-64.553607,-6.686371,1.1422
2024-12-21,113.32,95.0,12.511574,188.866861,186.0411,184.5525,0.0,116.342593,40.795732,87.175926,11.629065,78.680556,3.133695,82.488426,6.941565,2.825761,1.4886
2024-12-22,35.213963,83.0,12.523148,190.718591,196.6181,194.3891,0.0,75.164352,-80.340276,66.668981,-88.835646,69.93287,-85.571757,70.476852,-85.027776,-5.899509,2.229
2024-12-23,137.7325,77.0,12.546296,293.87583,294.7366,292.0283,0.0,60.645833,-95.497497,63.909722,-92.233608,45.333333,-110.809997,64.453704,-91.689626,-0.86077,2.7083
2024-12-24,189.374296,78.0,12.615741,330.964454,330.2132,326.7741,0.0,64.840278,-76.74988,46.263889,-95.326269,67.050926,-74.539232,65.384259,-76.205899,0.751254,3.4391
2024-12-25,254.972,95.0,12.615741,305.794566,308.8289,305.0431,0.0,63.263889,12.441323,84.050926,33.22836,82.858796,32.03623,82.384259,31.561693,-3.034334,3.7858
2024-12-26,149.362574,87.0,12.615741,251.084831,258.0146,254.5623,0.0,76.050926,-25.67133,74.858796,-26.86346,94.858796,-6.86346,74.384259,-27.337997,-6.929769,3.4523
2024-12-27,82.962704,86.0,12.581019,204.221824,202.9067,199.2946,0.0,73.893519,-47.365602,93.893519,-27.365602,72.759259,-48.499861,73.418981,-47.840139,1.315124,3.6121
2024-12-28,130.461593,88.0,12.592593,210.316223,217.5592,213.9005,0.0,95.881944,16.027314,74.747685,-5.106945,86.657407,6.802777,75.407407,-4.447223,-7.242977,3.6587
2024-12-29,147.595093,80.0,12.592593,235.330101,240.8944,236.8844,0.0,66.747685,-20.987323,78.657407,-9.077601,58.206019,-29.52899,67.407407,-20.327601,-5.564299,4.01
2024-12-30,184.729741,84.0,12.638889,304.509352,305.403,301.5824,0.0,82.611111,-37.168501,62.159722,-57.61989,69.87963,-49.899982,71.361111,-48.418501,-0.893648,3.8206
