date,dispatchable_requirement_mwh,modeled_waitaki_hydro_mwh,modeled_thermal_backstop_mwh,observed_waitaki_hydro_mwh,observed_thermal_mwh,rolling_window_days,TKA_natural_inflow_mm3,TKA_release_mm3,TKA_spill_mm3,TKA_storage_mm3,TKA_observed_storage_mm3,PKI_natural_inflow_mm3,PKI_release_mm3,PKI_spill_mm3,PKI_storage_mm3,PKI_observed_storage_mm3,OHA_natural_inflow_mm3,OHA_release_mm3,OHA_spill_mm3,OHA_storage_mm3,OHA_observed_storage_mm3
2024-08-08,53206.12,25301.256978,27904.863022,21190.609,32015.511,60,2.872714,8.502365,0.0,2.346672,260.681,6.87839,15.284074,0.0,159.639722,488.402,3.1104,7.4304,0.0,0.0,22.29
2024-08-09,53648.365,0.0,53648.365,21207.425,32440.94,60,2.954016,0.0,0.0,5.300688,260.12,5.431536,0.0,0.0,165.071258,470.124,2.6784,0.0,0.0,2.6784,22.379
2024-08-10,46893.305,0.0,46893.305,17472.081,29421.224,60,2.84472,0.0,0.0,8.145408,258.789,5.58697,0.0,0.0,170.658227,460.632,2.4192,0.0,0.0,5.0976,21.949
2024-08-11,42034.424,27577.250192,14457.173808,13414.403,28620.021,60,2.703629,7.68001,0.0,3.169027,257.099,6.181056,19.564848,0.0,157.274435,451.871,2.5056,7.6032,0.0,0.0,21.486
2024-08-12,43486.916,0.0,43486.916,14358.566,29128.35,60,2.326406,0.0,0.0,5.495434,256.682,4.310064,0.0,0.0,161.584499,444.838,2.5056,0.0,0.0,2.5056,21.385
2024-08-13,47427.039,0.0,47427.039,14865.823,32561.216,60,2.682202,-0.0,0.0,8.177635,255.588,4.493146,0.0,0.0,166.077645,434.443,2.8512,0.0,0.0,5.3568,22.071
2024-08-14,51058.31,23363.062786,27695.247214,15967.602,35090.708,60,2.671402,10.045037,0.0,0.804,254.944,5.059238,9.560913,0.0,161.57597,422.753,2.8512,8.208,0.0,0.0,22.348
2024-08-15,42385.159,0.0,42385.159,9516.947,32868.212,60,1.921277,0.0,0.0,2.725277,255.502,4.671216,0.0,0.0,166.247186,414.792,2.2464,0.0,0.0,2.2464,22.022
2024-08-16,40514.316,0.0,40514.316,10050.906,30463.41,60,2.616624,0.0,0.0,5.341901,257.273,4.461437,0.0,0.0,170.708623,411.081,2.7648,0.0,0.0,5.0112,21.655
2024-08-17,33670.729,23915.623569,9755.105431,8376.052,25294.677,60,2.306362,5.47681,0.0,2.171453,255.968,3.976474,17.947897,0.0,156.7372,413.93,2.6784,7.6896,0.0,0.0,22.172
2024-08-18,30607.764,0.0,30607.764,7982.22,22625.544,60,3.786739,0.0,0.0,5.958192,255.116,4.791053,0.0,0.0,161.528253,420.231,2.592,0.0,0.0,2.592,21.786
2024-08-19,43028.674,1528.759008,41499.914992,12964.939,30063.735,60,2.501971,0.0,0.0,8.460163,253.41,5.428512,0.0,0.0,166.956765,423.335,2.6784,2.592,0.0,2.6784,21.391
2024-08-20,48246.539,7838.383608,40408.155392,15638.381,32608.158,60,2.388874,2.377296,0.0,8.471741,252.143,4.525718,2.668118,0.0,168.814365,416.411,2.6784,5.3568,0.0,0.0,21.484
2024-08-21,47772.037,10891.587227,36880.449773,14177.425,33594.612,60,2.377296,3.324499,0.0,7.524538,251.14,5.519318,7.669814,0.0,166.663869,406.599,2.5056,2.5056,0.0,0.0,21.463
2024-08-22,41992.676,30702.567186,11290.108814,10422.099,31570.577,60,3.324499,10.045037,0.0,0.804,250.498,8.015414,26.273486,0.0,148.405797,400.077,2.16,0.0,0.0,2.16,21.475
2024-08-23,32924.219,24994.838982,7929.380018,8350.261,24573.958,60,10.714378,10.045037,0.0,1.473341,251.798,15.449702,18.442097,0.0,145.413403,408.873,8.208,0.0,0.0,10.368,22.812
2024-08-24,29532.567,18464.789666,11067.777334,9109.092,20423.475,60,8.80969,9.189438,0.0,1.093592,257.963,9.018346,10.832685,0.0,143.599064,426.995,6.9984,0.0,0.0,17.3664,24.369
2024-08-25,31112.192,18203.115916,12909.076084,7406.545,23705.647,60,6.290006,4.093784,0.0,3.289814,259.474,10.094458,0.0,0.0,153.693521,441.536,9.2448,22.879777,0.0,3.731423,26.273
2024-08-26,38042.365,19539.107707,18503.257293,11441.212,26601.153,60,7.559222,8.376337,0.0,2.4727,261.319,10.255939,13.589913,0.0,150.359548,457.433,9.1584,0.0,0.0,12.889823,32.605
2024-08-27,32505.478,22240.676202,10264.801798,12177.615,20327.863,60,5.99927,7.66797,0.0,0.804,262.088,8.968579,16.404127,0.0,142.924,470.974,6.9984,2.484324,0.0,17.403898,30.471
2024-08-28,28990.792,25507.794585,3482.997415,13178.078,15812.714,60,6.237734,6.237734,0.0,0.804,263.488,10.185869,10.185869,0.0,142.924,484.391,6.9984,18.496901,0.0,5.905397,27.797
2024-08-29,27494.988,25502.271438,1992.716562,12751.901,14743.087,60,7.36465,7.36465,0.0,0.804,266.458,11.325226,11.325226,0.0,142.924,497.644,12.3552,14.881961,0.0,3.378637,26.238
2024-08-30,25567.369,25567.369,0.0,13799.899,11767.47,60,9.186998,9.186998,0.0,0.804,271.953,9.9468,9.9468,0.0,142.924,514.216,9.7632,13.141837,0.0,-0.0,24.741
2024-08-31,27390.962,27390.962,0.0,15851.079,11539.883,60,10.110874,10.045037,0.0,0.869837,278.977,14.964739,14.964739,0.0,142.924,528.306,15.2928,8.359653,0.0,6.933147,19.916
2024-09-01,27121.615,27121.615,0.0,16368.525,10753.09,60,18.229622,10.045037,0.0,9.054422,294.165,20.472048,2.185341,0.0,161.210707,546.305,16.7616,23.694747,0.0,0.0,21.004
2024-09-02,28674.207,28674.207,0.0,17823.583,10850.624,60,19.81895,10.045037,0.0,18.828336,311.797,21.714826,2.374992,0.0,180.55054,569.464,26.0928,26.0928,0.0,0.0,27.372
2024-09-03,29638.371,29638.371,0.0,19539.651,10098.72,60,22.596192,10.045037,0.0,31.379491,330.838,23.40239,2.019842,0.0,201.933088,593.331,28.1664,28.1664,0.0,0.0,37.601
2024-09-04,32716.57,32716.57,0.0,22163.267,10553.303,60,19.763827,10.045037,0.0,41.098282,350.758,20.564064,15.822201,0.0,206.674951,620.897,16.3296,16.3296,0.0,0.0,44.579
2024-09-05,35459.486,35459.486,0.0,23049.782,12409.704,60,11.877581,10.045037,0.0,42.930826,359.097,16.998336,28.070208,0.0,195.60308,645.662,10.8,5.845076,0.0,4.954924,41.099
2024-09-06,31102.088,31102.088,0.0,20981.051,10121.037,60,9.19512,10.045037,0.0,42.080909,364.182,13.977792,16.589148,0.0,192.991723,665.707,7.6896,12.644524,0.0,0.0,33.572
2024-09-07,25724.094,25724.094,0.0,15585.308,10138.786,60,9.639475,10.045037,0.0,41.675347,372.167,15.878592,4.969514,0.0,203.900802,681.709,17.8848,17.8848,0.0,0.0,27.614
2024-09-08,24048.568,24048.568,0.0,14749.568,9299.0,60,12.539318,10.045037,0.0,44.169629,383.277,16.154381,5.956757,0.0,214.098425,698.357,13.824,13.824,0.0,0.0,30.672
2024-09-09,27031.957,27031.957,0.0,17128.44,9903.517,60,10.600243,10.045037,0.0,44.724835,392.324,14.607907,11.029031,0.0,217.677302,717.438,12.6144,12.6144,0.0,0.0,26.785
2024-09-10,25178.11,25178.11,0.0,15211.801,9966.309,60,10.372752,10.045037,0.0,45.05255,397.938,15.864768,8.555346,0.0,224.986724,738.008,12.528,12.528,0.0,0.0,26.785
2024-09-11,28233.782,28233.782,0.0,16038.479,12195.303,60,8.836733,10.045037,0.0,43.844246,402.311,13.09055,15.474764,0.0,222.60251,756.373,9.1584,9.1584,0.0,0.0,26.297
2024-09-12,25146.469,25146.469,0.0,13651.159,11495.31,60,6.973517,10.045037,0.0,40.772726,404.269,9.023357,12.567217,0.0,219.05865,772.53,7.5168,7.5168,0.0,0.0,25.112
2024-09-13,25063.775,25063.775,0.0,13688.56,11375.215,60,9.950947,10.045037,0.0,40.678637,406.308,17.049744,7.489527,0.0,228.618867,791.441,13.6512,13.6512,0.0,0.0,26.089
2024-09-14,24206.688,24206.688,0.0,14007.517,10199.171,60,8.94456,10.045037,0.0,39.57816,409.039,11.223446,10.159074,0.0,229.683239,812.55,8.8992,8.8992,0.0,0.0,26.669
2024-09-15,23107.605,23107.605,0.0,13350.543,9757.062,60,7.554643,10.045037,0.0,37.087766,410.825,10.087027,9.280326,0.0,230.48994,829.578,8.1216,8.1216,0.0,0.0,25.423
2024-09-16,28185.302,28185.302,0.0,15861.309,12323.993,60,7.040131,10.045037,0.0,34.082861,411.866,7.836566,17.435888,0.0,220.890618,845.723,6.6528,6.6528,0.0,0.0,23.635
2024-09-17,32092.235,32092.235,0.0,18573.575,13518.66,60,7.846502,10.045037,0.0,31.884326,412.429,10.8432,22.51679,0.0,209.217028,855.295,6.9984,6.9984,0.0,0.0,21.981
2024-09-18,31982.24,31982.24,0.0,17576.884,14405.356,60,5.79744,10.045037,0.0,27.63673,410.025,8.21016,23.134975,0.0,194.292213,862.543,6.048,6.048,0.0,0.0,21.279
2024-09-19,20389.268,20389.268,0.0,10401.561,9987.707,60,6.145459,10.045037,0.0,23.737152,409.016,8.885462,6.669283,0.0,196.508392,875.317,6.7392,6.7392,0.0,0.0,21.468
2024-09-20,19594.117,19594.117,0.0,10223.082,9371.035,60,5.868115,10.045037,0.0,19.56023,407.991,6.844522,5.15877,0.0,198.194144,888.473,7.2576,7.2576,0.0,0.0,22.841
2024-09-21,17749.223,17749.223,0.0,8174.089,9575.134,60,5.338915,10.045037,0.0,14.854109,408.609,7.370266,4.23558,0.0,201.328829,900.245,5.2704,5.2704,0.0,0.0,24.845
2024-09-22,15129.568,15129.568,0.0,7341.814,7787.754,60,5.89585,10.045037,0.0,10.704922,413.235,8.757072,0.0,0.0,210.085901,910.656,7.344,6.062789,0.0,1.281211,23.491
2024-09-23,20689.079,20689.079,0.0,11020.372,9668.707,60,6.204557,10.045037,0.0,6.864442,417.894,8.159011,5.973913,0.0,212.270999,918.657,6.8256,8.106811,0.0,0.0,24.06
2024-09-24,21589.627,21589.627,0.0,11336.431,10253.196,60,6.30193,10.045037,0.0,3.121334,420.42,7.197725,7.756907,0.0,211.711817,929.445,7.4304,7.4304,0.0,0.0,23.285
2024-09-25,28833.817,28833.817,0.0,16286.613,12547.204,60,5.910365,8.227699,0.0,0.804,421.201,8.212147,21.543309,0.0,198.380655,939.038,6.2208,6.2208,0.0,0.0,21.22
2024-09-26,21392.865,21392.865,0.0,12567.461,8825.404,60,6.701011,6.701011,0.0,0.804,421.345,11.371709,9.408193,0.0,200.344171,950.087,11.5776,11.5776,0.0,0.0,19.735
2024-09-27,29217.24,29217.24,0.0,17110.085,12107.155,60,11.320906,10.045037,0.0,2.079869,424.749,12.31079,13.747712,0.0,198.907249,965.552,12.96,12.96,0.0,0.0,26.086
2024-09-28,21958.735,21958.735,0.0,11140.661,10818.074,60,8.150976,9.426845,0.0,0.804,426.854,10.151827,8.749514,0.0,200.309563,980.887,8.0352,8.0352,0.0,0.0,25.841
2024-09-29,20632.378,20632.378,0.0,10794.214,9838.164,60,7.68528,7.68528,0.0,0.804,428.19,8.630842,10.86672,0.0,198.073684,996.703,6.5664,6.5664,0.0,0.0,23.984
2024-09-30,32117.332,32117.332,0.0,19779.442,12337.89,60,6.052752,6.052752,0.0,0.804,234.619,8.71871,29.760569,0.0,177.031826,1011.737,5.8752,5.8752,0.0,0.0,21.735
2024-10-01,23889.776,23889.776,0.0,15251.665,8638.111,60,6.066662,6.066662,0.0,0.804,230.837,7.89575,18.799445,0.0,166.128131,1023.231,5.4432,5.4432,0.0,0.0,19.949
2024-10-02,24084.697,24084.697,0.0,14680.904,9403.793,60,8.331984,8.331984,0.0,0.804,226.56,13.803178,11.436602,0.0,168.494707,1036.5,10.4544,10.4544,0.0,0.0,19.884
2024-10-03,27565.323,27565.323,0.0,18552.244,9013.079,60,16.324157,10.045037,0.0,7.08312,230.112,15.320362,11.131577,0.0,172.683492,1058.808,13.392,13.392,0.0,0.0,24.609
2024-10-04,30337.835,30337.835,0.0,21473.94,8863.895,60,14.374454,10.045037,0.0,11.412538,235.263,15.445123,15.634838,0.0,172.493777,1079.751,12.528,12.528,0.0,0.0,26.007
2024-10-05,21477.775,21477.775,0.0,12688.125,8789.65,60,11.162016,10.045037,0.0,12.529517,238.932,11.560838,3.827829,0.0,180.226786,1098.378,12.096,12.096,0.0,0.0,31.798
2024-10-06,18643.975,18643.975,0.0,10583.464,8060.511,60,9.36023,10.045037,0.0,11.84471,241.649,10.70401,1.897387,0.0,189.033408,1116.791,9.6768,9.6768,0.0,0.0,40.583
2024-10-07,21465.25,21465.25,0.0,11909.455,9555.795,60,7.890221,10.045037,0.0,9.689894,245.859,9.968486,6.817148,0.0,192.184747,1130.566,8.3808,8.3808,0.0,0.0,45.033
2024-10-08,20385.123,20385.123,0.0,11456.432,8928.691,60,10.607069,10.045037,0.0,10.251926,253.516,16.398547,2.328637,0.0,206.254657,1142.445,12.096,12.096,0.0,0.0,46.109
2024-10-09,22867.187,22867.187,0.0,13633.313,9233.874,60,8.767094,10.045037,0.0,8.973984,263.452,8.660563,7.831757,0.0,207.083463,1154.678,9.504,9.504,0.0,0.0,46.836
2024-10-10,29166.53,29166.53,0.0,19848.717,9317.813,60,8.14199,10.045037,0.0,7.070938,268.861,9.11615,18.152931,0.0,198.046682,1165.549,7.4304,7.4304,0.0,0.0,42.885
2024-10-11,25367.219,25367.219,0.0,16440.377,8926.842,60,6.457018,10.045037,0.0,3.482918,272.073,8.602589,13.709125,0.0,192.940146,1174.655,6.48,6.48,0.0,0.0,39.36
2024-10-12,16664.067,16664.067,0.0,8851.249,7812.818,60,6.00912,8.688038,0.0,0.804,278.345,8.479901,4.189025,0.0,197.231022,1180.915,6.1344,6.1344,0.0,0.0,36.265
2024-10-13,17918.113,17918.113,0.0,8678.438,9239.675,60,6.101568,6.101568,0.0,0.804,284.378,6.511622,10.20124,0.0,193.541405,1187.431,5.8752,5.8752,0.0,0.0,37.059
2024-10-14,27108.909,27108.909,0.0,15427.749,11681.16,60,6.123168,6.123168,0.0,0.804,289.804,6.95425,23.686489,0.0,176.809165,1192.98,4.752,4.752,0.0,0.0,33.027
2024-10-15,27394.495,27394.495,0.0,17203.212,10191.283,60,4.937328,4.937328,0.0,0.804,291.275,6.261235,26.019678,0.0,157.050722,1195.379,4.6656,4.6656,0.0,0.0,27.75
2024-10-16,31772.554,841.84772,30930.70628,21593.23,10179.324,60,4.866739,0.731918,0.0,4.938821,291.501,5.968858,0.0,0.0,163.01958,1194.945,4.5792,0.0,0.0,4.5792,25.44
2024-10-17,34249.355,14917.949999,19331.405001,23320.843,10928.512,60,4.630176,8.764997,0.0,0.804,291.123,5.722963,6.636009,0.0,162.106534,1187.525,4.4928,0.0,0.0,9.072,23.176
2024-10-18,31787.554,18404.76257,13382.79143,22068.678,9718.876,60,5.008435,5.008435,0.0,0.804,289.742,5.480957,17.348548,0.0,150.238942,1181.009,4.5792,0.0,0.0,13.6512,22.011
2024-10-19,25593.352,14225.015036,11368.336964,15361.016,10232.336,60,4.410806,4.410806,0.0,0.804,284.51,5.807462,12.556796,0.0,143.489608,1182.915,4.9248,0.0,0.0,18.576,22.227
2024-10-20,23952.296,6741.946573,17210.349427,13309.534,10642.762,60,4.513363,2.82501,0.0,2.492353,278.625,5.738429,4.792134,0.0,144.435903,1190.62,5.4432,0.0,0.0,24.0192,22.02
2024-10-21,30775.727,10222.33468,20553.39232,20075.129,10700.598,60,4.947955,1.408072,0.0,6.032237,272.922,6.608909,0.0,0.0,151.044812,1198.437,5.184,14.585951,0.0,14.617249,21.192
2024-10-22,35619.075,21484.793625,14134.281375,24216.562,11402.513,60,4.8168,10.045037,0.0,0.804,267.402,5.647622,13.626077,0.0,143.066357,1201.959,5.5296,0.0,0.0,20.146849,19.611
2024-10-23,30417.201,30417.201,0.0,21083.987,9333.214,60,6.324221,6.324221,0.0,0.804,262.417,8.665574,8.807932,0.0,142.924,1208.693,8.208,28.354849,0.0,0.0,13.108
2024-10-24,26196.85,26196.85,0.0,17903.114,8293.736,60,9.130406,9.130406,0.0,0.804,260.875,18.245866,0.0,0.0,161.169866,1226.399,30.4128,26.610949,0.0,3.801851,12.315
2024-10-25,25252.282,25252.282,0.0,17552.724,7699.558,60,30.764016,10.045037,0.0,21.522979,276.205,29.976912,0.0,0.0,191.146778,1257.044,40.5216,23.225779,0.0,21.097672,41.876
2024-10-26,25233.479,25233.479,0.0,17225.654,8007.825,60,32.01889,10.045037,0.0,43.496832,305.536,45.998842,0.0,0.0,237.145619,1302.822,25.6608,23.193898,0.0,23.564574,55.087
2024-10-27,27560.412,27560.412,0.0,20463.483,7096.929,60,16.960838,10.045037,0.0,50.412634,328.094,25.218432,0.0,0.0,262.364051,1336.896,13.824,27.139196,0.0,10.249377,57.108
2024-10-28,29393.438,29393.438,0.0,20311.618,9081.82,60,13.637376,10.045037,0.0,54.004973,342.854,20.001341,6.883837,0.0,275.481555,1359.526,11.4912,21.740577,0.0,0.0,52.981
2024-10-29,30721.589,30721.589,0.0,19578.292,11143.297,60,12.73847,10.045037,0.0,56.698406,355.257,17.033069,17.979261,0.0,274.535363,1378.79,10.2816,10.2816,0.0,0.0,47.294
2024-10-30,32550.948,32550.948,0.0,21150.915,11400.033,60,11.794118,10.045037,0.0,58.447488,362.916,13.951354,21.258371,0.0,267.228346,1397.611,9.3312,9.3312,0.0,0.0,43.451
2024-10-31,25583.282,25583.282,0.0,17696.093,7887.189,60,12.394253,10.045037,0.0,60.796704,367.754,13.203562,10.929155,0.0,269.502753,1417.936,10.2816,10.2816,0.0,0.0,38.417
2024-11-01,22985.067,22985.067,0.0,18179.606,4805.461,60,10.637136,10.045037,0.0,61.388803,370.364,12.040704,5.895936,0.0,275.647521,1438.627,12.096,12.096,0.0,0.0,40.405
2024-11-02,15730.719,15730.719,0.0,11616.647,4114.072,60,11.647152,10.045037,0.0,62.990918,373.917,12.455856,0.0,0.0,288.103377,1458.221,12.3552,7.082036,0.0,5.273164,44.189
2024-11-03,18090.911,18090.911,0.0,14998.598,3092.313,59,9.430906,10.045037,0.0,62.376787,374.22,10.534579,0.0,0.0,298.637956,1479.424,8.64,11.083725,0.0,2.829439,45.21
2024-11-04,24327.27,24327.27,0.0,20594.469,3732.801,58,8.361274,10.045037,0.0,60.693024,372.67,11.750314,8.734001,0.0,301.654268,1499.04,8.0352,10.864639,0.0,0.0,41.606
2024-11-05,26820.756,26820.756,0.0,22169.481,4651.275,57,8.796125,10.045037,0.0,59.444112,370.881,9.18432,20.947378,0.0,289.89121,1517.998,9.936,0.0,0.0,9.936,36.107
2024-11-06,33230.936,33230.936,0.0,25874.211,7356.725,56,10.202026,10.045037,0.0,59.601101,369.986,10.875946,28.637857,0.0,272.129299,1536.167,10.4544,1.365129,0.0,19.025271,32.207
2024-11-07,28991.78,28991.78,0.0,23746.046,5245.734,55,10.804147,10.045037,0.0,60.360211,369.937,12.104035,0.0,0.0,284.233334,1552.721,10.5408,29.566071,0.0,-0.0,26.265
2024-11-08,25118.451,25118.451,0.0,22349.884,2768.567,54,12.801283,10.045037,0.0,63.116458,370.838,17.483645,0.0,0.0,301.716979,1574.783,24.0192,22.998869,0.0,1.020331,23.391
2024-11-09,25653.783,25653.783,0.0,23410.73,2243.053,53,54.519955,10.045037,0.0,107.591376,393.221,55.764461,0.0,0.0,357.48144,1621.883,76.896,23.906521,0.0,54.00981,63.211
2024-11-10,28374.236,28374.236,0.0,26207.795,2166.441,52,41.230771,10.045037,0.0,138.77711,436.978,60.340723,0.0,0.0,417.822163,1692.869,30.8448,28.519029,0.0,56.335581,93.738
2024-11-11,29118.245,29118.245,0.0,24836.604,4281.641,51,21.30745,10.045037,0.0,150.039523,454.424,39.904358,0.0,0.0,457.726521,1753.556,18.0576,29.780491,0.0,44.61269,91.83
2024-11-12,34305.238,34305.238,0.0,28571.709,5733.529,50,15.640042,10.045037,0.0,155.634528,461.884,26.658288,19.767938,0.0,464.616872,1795.813,13.392,14.147346,0.0,43.857344,83.878
2024-11-13,33060.841,33060.841,0.0,28657.739,4403.102,49,13.003373,10.045037,0.0,158.592864,466.055,19.92479,10.817244,0.0,473.724418,1825.549,11.8368,23.098039,0.0,32.596105,75.221
2024-11-14,30697.327,30697.327,0.0,25857.674,4839.653,48,13.569984,10.045037,0.0,162.117811,468.67,19.447517,0.0,0.0,493.171935,1851.288,12.4416,32.457813,0.0,12.579892,67.071
2024-11-15,27044.65,27044.65,0.0,23719.553,3325.097,47,22.892803,10.045037,0.0,174.965578,478.204,17.531856,0.0,0.0,510.703791,1879.415,14.9472,26.264726,0.0,1.262366,62.833
2024-11-16,21636.162,21636.162,0.0,19395.878,2240.284,46,19.679155,10.045037,0.0,184.599696,490.469,21.70368,13.833764,0.0,518.573706,1907.557,12.3552,0.0,0.0,13.617566,58.425
2024-11-17,21241.112,21241.112,0.0,19003.941,2237.171,45,14.503018,10.045037,0.0,189.057677,497.051,19.922026,0.0,0.0,538.495732,1935.743,8.9856,16.424868,0.0,6.178298,51.09
2024-11-18,28082.538,28082.538,0.0,25506.346,2576.192,44,11.541226,10.045037,0.0,190.553866,499.737,17.894304,11.036601,0.0,545.353435,1962.708,8.208,14.386298,0.0,0.0,42.168
2024-11-19,27991.165,27991.165,0.0,25310.939,2680.226,43,10.330848,10.045037,0.0,190.839677,501.366,15.046387,17.0996,0.0,543.300222,1984.047,6.7392,6.7392,0.0,0.0,34.403
2024-11-20,25738.546,25738.546,0.0,23012.674,2725.872,42,9.138874,10.045037,0.0,189.933514,502.011,14.919552,13.029993,0.0,545.189781,1999.208,7.9488,7.9488,0.0,0.0,27.292
2024-11-21,27711.666,27711.666,0.0,25239.673,2471.993,41,8.709206,10.045037,0.0,188.597683,500.55,10.844237,22.169767,0.0,533.86425,2009.499,6.9984,0.0,0.0,6.9984,23.722
2024-11-22,27422.513,27422.513,0.0,24882.732,2539.781,40,8.137152,10.045037,0.0,186.689798,498.841,11.632896,10.795794,0.0,534.701352,2016.765,6.5664,13.5648,0.0,0.0,22.277
2024-11-23,24901.631,24901.631,0.0,23035.184,1866.447,39,7.42055,10.045037,0.0,184.065312,496.52,9.765101,13.489819,0.0,530.976634,2018.817,5.9616,5.9616,0.0,0.0,21.947
2024-11-24,24763.581,24763.581,0.0,21718.394,3045.187,38,6.779808,10.045037,0.0,180.800083,493.497,8.993203,18.124795,0.0,521.845042,2018.975,7.2576,0.0,0.0,7.2576,22.124
2024-11-25,27594.075,27594.075,0.0,23975.42,3618.655,37,6.655997,10.045037,0.0,177.411043,489.976,9.673517,22.008424,0.0,509.510134,2025.354,5.7024,0.0,0.0,12.96,21.464
2024-11-26,30410.504,30410.504,0.0,27327.735,3082.769,36,6.753197,10.045037,0.0,174.119203,486.473,9.029837,25.872756,0.0,492.667215,2029.253,6.9984,0.0,0.0,19.9584,21.35
2024-11-27,32095.481,32095.481,0.0,27224.914,4870.567,35,7.151242,10.045037,0.0,171.225408,484.106,10.572077,21.286904,0.0,481.952389,2026.303,8.3808,8.5237,0.0,19.8155,21.215
2024-11-28,28387.725,28387.725,0.0,22735.712,5652.013,34,8.422186,10.045037,0.0,169.602557,484.527,11.394605,0.0,0.0,493.346993,2025.081,8.7264,28.5419,0.0,-0.0,20.67
2024-11-29,32112.191,32112.191,0.0,26926.044,5186.147,33,8.709466,10.045037,0.0,168.266986,483.815,13.089254,28.207586,0.0,478.228662,2028.472,10.7136,0.0,0.0,10.7136,21.162
2024-11-30,23966.831,23966.831,0.0,21928.94,2037.891,32,9.924336,10.045037,0.0,168.146285,482.87,14.613178,1.090137,0.0,491.751703,2036.53,8.9856,19.6992,0.0,0.0,21.682
2024-12-01,22512.469,22512.469,0.0,20647.272,1865.197,31,8.985254,10.045037,0.0,167.086502,482.209,16.036531,15.036117,0.0,492.752117,2050.956,7.8624,0.0,0.0,7.8624,21.196
2024-12-02,32136.112,32136.112,0.0,27407.103,4729.009,30,8.11633,10.045037,0.0,165.157795,480.434,13.317437,15.165611,0.0,490.903943,2060.31,8.2944,16.1568,0.0,0.0,21.334
2024-12-03,27478.701,27478.701,0.0,23446.649,4032.052,29,9.114854,10.045037,0.0,164.227613,478.691,14.995584,13.45988,0.0,492.439647,2065.426,10.368,10.368,0.0,0.0,21.951
2024-12-04,29341.881,29341.881,0.0,25301.145,4040.736,28,11.659162,10.045037,0.0,165.841738,478.262,18.612202,13.708972,0.0,497.342877,2076.715,13.2192,13.2192,0.0,0.0,26.653
2024-12-05,27345.714,27345.714,0.0,23853.166,3492.548,27,15.448838,10.045037,0.0,171.245539,481.717,26.872301,21.667656,0.0,502.547521,2097.38,17.8848,0.0,0.0,17.8848,31.877
2024-12-06,34120.251,34120.251,0.0,29881.587,4238.664,26,13.425955,10.045037,0.0,174.626458,485.936,30.343162,18.437364,0.0,514.453319,2125.438,9.5904,15.477919,0.0,11.997281,29.399
2024-12-07,25330.897,25330.897,0.0,22837.534,2493.363,25,10.461139,10.045037,0.0,175.04256,487.575,26.123386,2.761941,0.0,537.814763,2152.747,7.9488,19.946081,0.0,0.0,22.76
2024-12-08,22172.115,22172.115,0.0,19848.325,2323.79,24,12.265603,0.0,0.0,187.308163,488.51,24.33145,21.751725,0.0,540.394488,2178.589,10.7136,10.7136,0.0,0.0,20.169
2024-12-09,28018.556,28018.556,0.0,24748.639,3269.917,23,16.416432,10.045037,0.0,193.679558,491.961,25.108272,10.774581,0.0,554.728178,2200.738,14.6016,14.6016,0.0,0.0,24.609
2024-12-10,34374.098,34374.098,0.0,31284.291,3089.807,22,13.013914,10.045037,0.0,196.648435,496.507,22.898938,24.525379,0.0,553.101737,2214.883,9.072,8.385227,0.0,0.686773,25.215
2024-12-11,35203.661,35203.661,0.0,30903.657,4300.004,21,9.863078,10.045037,0.0,196.466477,497.064,17.215373,32.449292,0.0,537.867818,2222.208,6.9984,0.0,0.0,7.685173,21.869
2024-12-12,38048.593,36272.115166,1776.477834,30977.431,7071.162,20,7.799674,10.045037,0.0,194.221114,495.124,15.566429,33.915283,0.0,519.518964,2223.173,7.9488,0.0,0.0,15.633973,19.696
2024-12-13,31062.428,31062.428,0.0,27880.339,3182.089,19,7.013779,0.0,0.0,201.234893,491.666,14.817946,42.619755,0.0,491.717155,2224.538,9.504,0.0,0.0,25.137973,22.331
2024-12-14,23977.947,23977.947,0.0,22085.616,1892.331,18,12.074573,10.045037,0.0,203.264429,490.149,24.537427,0.0,0.0,516.254582,2242.16,27.0432,21.065153,0.0,31.11602,26.518
2024-12-15,26924.154,26924.154,0.0,24984.529,1939.625,17,18.596995,10.045037,0.0,211.816387,496.017,31.278528,0.0,0.0,547.53311,2270.859,19.872,26.060426,0.0,24.927594,41.666
2024-12-16,32871.882,32871.882,0.0,28755.763,4116.119,16,14.71919,10.045037,0.0,216.490541,501.585,33.352387,9.458101,0.0,571.427396,2300.424,12.2688,24.457182,0.0,12.739212,40.393
2024-12-17,25032.251,25032.251,0.0,23100.283,1931.968,15,10.767773,0.0,0.0,227.258314,503.565,24.071126,16.135998,0.0,579.362525,2329.046,9.7632,22.502412,0.0,0.0,36.369
2024-12-18,24319.525,24319.525,0.0,22418.186,1901.339,14,9.089971,0.0,0.0,236.348285,502.663,19.481472,33.368035,0.0,565.475962,2353.799,7.9488,0.0,0.0,7.9488,32.619
2024-12-19,23924.126,23924.126,0.0,22380.795,1543.331,13,7.718112,0.0,0.0,244.066397,499.987,15.19465,20.51983,0.0,560.150781,2370.071,7.2576,15.2064,0.0,0.0,28.477
2024-12-20,25658.151,25658.151,0.0,23029.269,2628.882,12,7.899034,0.0,0.0,251.96543,496.963,16.586467,35.204721,0.0,541.532527,2383.135,7.2576,0.0,0.0,7.2576,25.552
