date,PKI_actual_inflow_m3s,PKI_storage_change_mm3,PKI_river_spill_m3s,PKI_balance_release_m3s,OHA_turbine_flow_m3s,PKI_balance_minus_OHA_m3s,OHU_actual_outflow_to_Ruataniwha_m3s,RTH_spill_to_Benmore_m3s,OHB_turbine_flow_m3s,RTH_balance_residual_m3s,OHC_turbine_flow_m3s,OHC_minus_OHB_m3s
2024-08-31,221.331,14.09,0.0,58.252296,182.549768,-124.297471,168.815,0.0,183.9963,-167.368467,181.7443,-2.252
2024-09-01,337.395,17.999,0.0,129.073241,183.473343,-54.400102,185.872,0.0,184.1265,-185.218843,182.0568,-2.0697
2024-09-02,381.329,23.159,0.0,113.285019,190.963429,-77.67841,294.291,0.0,190.9646,-294.289829,188.8688,-2.0958
2024-09-03,400.862,23.867,0.0,124.623574,194.630841,-70.007267,317.536,0.0,196.6709,-315.495941,194.7344,-1.9365
2024-09-04,368.01,27.566,0.0,48.959074,193.115192,-144.156117,180.953,0.0,193.5788,-180.489392,191.8159,-1.7629
2024-09-05,326.74,24.765,0.0,40.108056,207.330962,-167.222906,116.81,0.0,212.2764,-111.864561,210.9024,-1.374
2024-09-06,268.205,20.045,0.0,36.202685,198.663471,-162.460786,81.064,0.0,194.5767,-85.150771,193.8046,-0.7721
2024-09-07,295.348,16.002,0.0,110.139667,188.353458,-78.213791,199.391,0.0,194.9482,-192.796258,193.6714,-1.2768
2024-09-08,316.972,16.648,0.092593,124.194222,194.051088,-69.856866,152.124,0.0,194.585,-151.590088,193.0147,-1.5703
2024-09-09,291.761,19.081,0.0,70.916093,177.798607,-106.882514,137.611,0.0,178.3733,-137.036307,176.3949,-1.9784
2024-09-10,303.675,20.57,0.0,65.596296,137.913615,-72.317319,136.847,0.0,141.2053,-133.555315,139.2373,-1.968
2024-09-11,253.788,18.365,0.127315,41.102815,130.286833,-89.184018,97.721,0.0,136.7945,-91.213333,134.9303,-1.8642
2024-09-12,185.149,16.157,0.0,-1.853315,117.673043,-119.526357,79.152,0.0,118.786,-78.039043,117.062,-1.724
2024-09-13,312.508,18.911,0.0,93.630685,130.853099,-37.222414,149.779,0.0,135.6292,-145.002899,134.0626,-1.5666
2024-09-14,233.426,21.109,0.0,-10.89113,110.565907,-121.457036,95.079,0.0,113.6408,-92.004107,110.9793,-2.6615
2024-09-15,204.186,17.028,0.0,7.102667,109.486903,-102.384237,85.699,0.0,114.5897,-80.596204,112.82,-1.7697
2024-09-16,172.184,16.145,0.0,-14.679426,125.507617,-140.187043,68.86,0.0,134.6138,-59.753817,132.8816,-1.7322
2024-09-17,216.316,9.572,0.0,105.528963,223.473969,-117.945006,73.209,0.0,216.7678,-79.915169,215.0721,-1.6957
2024-09-18,162.125,7.248,0.0,78.236111,131.550484,-53.314373,61.822,0.0,138.1044,-55.268084,135.992,-2.1124
2024-09-19,173.969,12.774,0.0,26.121778,87.881697,-61.759919,69.72,0.0,89.925,-67.676697,88.1197,-1.8053
2024-09-20,147.137,13.156,0.0,-5.131519,53.356673,-58.488192,76.333,0.0,59.1332,-70.556473,58.2009,-0.9323
2024-09-21,147.098,11.772,0.0,10.848,80.32343,-69.47543,53.41,0.0,86.4471,-47.28633,84.7262,-1.7209
2024-09-22,169.594,10.411,0.0,49.096315,87.137775,-38.04146,77.395,0.0,90.5856,-73.947175,88.8232,-1.7624
2024-09-23,166.245,8.001,0.069444,73.571389,81.73127,-8.159881,71.293,0.0,89.3316,-63.69267,86.8012,-2.5304
2024-09-24,156.246,10.788,0.0,31.384889,107.421221,-76.036332,78.23,0.0,110.9092,-74.742021,109.1808,-1.7284
2024-09-25,163.455,9.593,0.0,52.424907,177.06301,-124.638102,63.54,0.0,183.8545,-56.74851,181.9546,-1.8999
2024-09-26,209.175,11.049,0.0,81.293056,118.435779,-37.142723,125.971,0.0,115.4751,-128.931679,113.746,-1.7291
2024-09-27,272.486,15.465,0.0,93.492944,160.614974,-67.12203,142.127,0.0,163.6578,-139.084174,161.4026,-2.2552
2024-09-28,211.837,15.335,0.0,34.348574,109.934705,-75.586131,85.018,0.0,113.99,-80.962705,112.2254,-1.7646
2024-09-29,188.844,15.816,0.0,5.788444,99.853047,-94.064603,67.978,0.0,104.7573,-63.073747,103.7063,-1.051
2024-09-30,230.911,15.034,0.0,56.90637,169.904176,-112.997805,59.972,0.0,171.3599,-58.516276,170.2029,-1.157
2024-10-01,161.602,11.494,0.0,28.569593,119.169128,-90.599536,54.722,0.0,124.5873,-49.303828,123.992,-0.5953
2024-10-02,256.194,13.269,0.0,102.617611,164.221614,-61.604003,112.51,0.0,169.263,-107.468614,168.8363,-0.4267
2024-10-03,307.319,22.308,0.0,49.124556,177.144678,-128.020122,147.345,0.0,176.82,-147.669678,176.1774,-0.6426
2024-10-04,308.763,20.943,0.0,66.367167,207.228814,-140.861647,137.226,0.0,215.1404,-129.314414,214.3081,-0.8323
2024-10-05,262.996,18.627,0.0,47.405722,8.290534,39.115188,131.908,0.0,14.3834,-125.815134,14.5526,0.1692
2024-10-06,232.225,18.413,0.0,19.111574,41.77152,-22.659946,104.098,0.0,51.0073,-94.86222,50.6707,-0.3366
2024-10-07,206.698,13.775,0.0,47.26513,91.982842,-44.717712,88.578,0.0,97.3209,-83.239942,97.4097,0.0888
2024-10-08,312.565,11.879,0.0,175.076574,116.17654,58.900034,132.378,0.0,113.9241,-134.63044,115.9818,2.0577
2024-10-09,201.708,12.233,0.0,60.122352,135.464483,-75.342131,101.661,0.0,138.7956,-98.329883,137.6791,-1.1165
2024-10-10,199.747,10.871,0.0,73.925241,177.442047,-103.516806,77.84,0.0,174.077,-81.205047,177.47,3.393
2024-10-11,174.301,9.106,0.0,68.907481,163.569933,-94.662452,67.449,0.0,160.0319,-70.987033,159.3619,-0.67
2024-10-12,167.697,6.26,0.0,95.243296,62.083771,33.159526,63.477,0.0,67.5436,-58.017171,66.0888,-1.4548
2024-10-13,145.986,6.516,0.0,70.569333,93.449374,-22.88004,60.07,0.0,99.8175,-53.701874,98.763,-1.0545
2024-10-14,151.359,5.549,0.0,87.134463,186.169061,-99.034598,47.257,0.0,184.6614,-48.764661,182.5966,-2.0648
2024-10-15,129.613,2.399,0.0,101.846796,198.236898,-96.390102,46.299,0.0,202.1108,-42.425098,201.3473,-0.7635
2024-10-16,125.412,-0.434,0.0,130.435148,250.411671,-119.976523,45.461,0.0,250.6197,-45.252971,249.5315,-1.0882
2024-10-17,119.828,-7.42,0.0,205.70763,300.274592,-94.566962,43.528,0.0,307.6134,-36.189192,306.129,-1.4844
2024-10-18,121.405,-6.516,0.0,196.821667,257.650508,-60.828842,45.023,0.0,250.1253,-52.548208,249.07,-1.0553
2024-10-19,118.267,1.906,0.0,96.206815,126.155968,-29.949153,48.957,0.0,127.1343,-47.978668,126.214,-0.9203
2024-10-20,118.655,7.705,18.460648,11.016111,125.288253,-114.272142,54.756,0.0,125.2942,-54.750053,123.9698,-1.3244
2024-10-21,133.76,7.817,0.092593,43.19287,188.731746,-145.538876,51.947,0.0,196.0522,-44.626546,194.7403,-1.3119
2024-10-22,121.116,3.522,0.0,80.352111,277.297924,-196.945813,56.062,0.0,278.3528,-55.007125,277.5014,-0.8514
2024-10-23,173.493,6.734,0.0,95.553185,222.751026,-127.197841,87.087,0.0,228.4258,-81.412226,226.5852,-1.8406
2024-10-24,316.855,17.706,0.0,111.924444,201.400232,-89.475787,344.067,0.0,206.672,-338.795231,205.1154,-1.5566
2024-10-25,476.955,30.645,0.0,122.2675,200.119097,-77.851597,461.307,0.0,201.3322,-460.093897,199.2851,-2.0471
2024-10-26,662.394,45.778,0.0,132.556037,194.204185,-61.648148,289.311,0.0,201.646,-281.869185,199.5002,-2.1458
2024-10-27,421.88,34.074,0.0,27.505,189.264213,-161.759213,151.704,0.0,191.5093,-149.458913,189.3081,-2.2012
2024-10-28,361.497,22.63,0.0,99.575704,199.881418,-100.305715,125.498,0.0,201.9855,-123.393919,199.5854,-2.4001
2024-10-29,327.142,19.264,0.0,104.179037,176.893762,-72.714725,110.797,0.0,181.1788,-106.511963,178.6379,-2.5409
2024-10-30,291.474,18.821,0.0,73.638352,195.944359,-122.306008,100.129,0.0,198.3239,-97.74946,197.0347,-1.2892
2024-10-31,282.819,20.325,0.0,47.575944,140.000942,-92.424998,106.693,0.0,151.5514,-95.142542,149.6467,-1.9047
2024-11-01,262.475,20.691,0.0,22.995833,108.637504,-85.64167,127.988,0.0,114.9356,-121.689904,113.5029,-1.4327
2024-11-02,274.165,19.594,0.0,47.382593,96.282871,-48.900278,131.068,0.0,104.5203,-122.830571,102.9345,-1.5858
2024-11-03,231.082,21.203,0.0,-14.323093,110.154735,-124.477828,88.098,0.0,117.5166,-80.736135,115.4278,-2.0888
2024-11-04,232.773,19.616,0.0,5.735963,187.960934,-182.224971,81.039,0.0,196.8168,-72.183134,195.2254,-1.5914
2024-11-05,208.107,18.958,0.0,-11.314296,174.602556,-185.916852,102.813,0.0,185.0472,-92.368356,183.5148,-1.5324
2024-11-06,243.958,18.169,0.0,33.668648,248.866135,-215.197487,109.197,0.0,250.9244,-107.138735,249.712,-1.2124
2024-11-07,265.141,16.554,0.0,73.543778,226.712311,-153.168533,109.883,0.0,225.5639,-111.031411,224.6666,-0.8973
2024-11-08,332.357,22.062,0.0,77.009778,189.737905,-112.728128,266.082,0.0,202.2052,-253.614706,201.6538,-0.5514
2024-11-09,775.422,47.1,0.0,230.283111,206.949926,23.333185,877.63,0.127315,226.8009,-857.651711,226.5757,-0.2252
2024-11-10,828.388,70.986,0.0,6.790778,218.621493,-211.830715,345.211,0.0,281.9831,-281.849393,280.3054,-1.6777
2024-11-11,591.856,60.687,0.0,-110.539833,217.752196,-328.29203,197.027,0.0,279.0577,-135.721496,277.0669,-1.9908
2024-11-12,438.545,42.257,0.0,-50.540648,227.452736,-277.993384,143.456,0.0,275.1126,-95.796136,273.8902,-1.2224
2024-11-13,360.611,29.736,0.0,16.444333,275.198526,-258.754193,124.651,0.0,304.8197,-95.029826,303.6148,-1.2049
2024-11-14,355.087,25.739,0.0,57.181907,219.976553,-162.794646,131.958,0.0,235.4588,-116.475753,236.106,0.6472
2024-11-15,332.915,28.127,0.0,7.371019,216.209241,-208.838222,161.327,0.0,218.7259,-158.810341,219.3695,0.6436
2024-11-16,381.2,28.142,0.0,55.482407,236.950063,-181.467655,130.946,0.0,239.5215,-128.374563,239.8679,0.3464
2024-11-17,360.579,28.186,0.0,34.352148,223.370156,-189.018008,92.223,0.0,227.2946,-88.298556,227.0239,-0.2707
2024-11-18,337.11,26.965,0.0,25.015093,235.603494,-210.588401,82.971,0.0,233.7767,-84.797794,233.2019,-0.5748
2024-11-19,293.718,21.339,0.0,46.738833,270.065664,-223.326831,65.904,0.0,274.4746,-61.495064,273.4442,-1.0304
2024-11-20,278.454,15.161,0.0,102.979463,266.352881,-163.373418,79.841,0.0,270.5555,-75.638381,270.102,-0.4535
2024-11-21,226.313,10.291,0.0,107.204204,267.114368,-159.910165,69.427,0.0,268.8856,-67.655768,268.9859,0.1003
2024-11-22,228.82,7.266,0.393519,144.329259,262.174979,-117.84572,64.041,0.0,258.5802,-67.635779,262.2839,3.7037
2024-11-23,198.908,2.052,0.0,175.158,310.387635,-135.229635,57.267,0.0,314.8856,-52.769035,314.4447,-0.4409
2024-11-24,182.558,0.158,0.0,180.729296,228.772831,-48.043535,72.181,0.0,232.6226,-68.331231,232.61,-0.0126
2024-11-25,188.999,6.379,0.0,115.167981,230.654615,-115.486633,53.989,0.0,234.3109,-50.332715,234.3801,0.0692
2024-11-26,182.674,3.899,0.0,137.546685,281.835715,-144.28903,69.256,0.0,283.9829,-67.108815,284.2392,0.2563
2024-11-27,205.131,-2.95,0.0,239.274519,371.619009,-132.34449,84.768,0.0,371.5569,-84.830109,370.3256,-1.2313
2024-11-28,229.361,-1.222,0.0,243.504519,328.562026,-85.057507,88.644,0.0,326.7109,-90.495126,324.0569,-2.654
2024-11-29,252.3,3.391,0.0,213.052315,329.201136,-116.148821,112.124,0.0,329.3492,-111.975936,327.9833,-1.3659
2024-11-30,283.999,8.058,0.0,190.735111,222.637806,-31.902695,91.837,0.0,222.3799,-92.094906,221.3821,-0.9978
2024-12-01,289.604,14.426,0.0,122.636407,218.090691,-95.454284,78.562,0.0,217.197,-79.455691,215.9056,-1.2914
2024-12-02,248.076,9.354,0.0,139.812111,354.972672,-215.160561,84.178,0.0,355.5011,-83.649572,353.8715,-1.6296
2024-12-03,279.056,5.116,0.0,219.843037,270.180466,-50.337429,107.623,0.0,276.3404,-101.463066,273.0501,-3.2903
2024-12-04,345.419,11.289,0.0,214.759278,276.539017,-61.77974,141.439,0.0,271.6852,-146.292818,266.788,-4.8972
2024-12-05,441.022,20.665,0.0,201.843759,275.332892,-73.489132,195.051,0.0,275.6312,-194.752692,269.9022,-5.729
2024-12-06,481.194,28.058,0.0,156.44863,356.159234,-199.710605,98.846,0.0,358.2134,-96.791834,354.4439,-3.7695
2024-12-07,423.432,27.309,0.0,107.355611,245.68765,-138.332039,80.179,0.0,249.5134,-76.35325,249.1188,-0.3946
2024-12-08,411.614,25.842,20.636574,91.880204,226.627729,-134.747525,112.342,0.0,215.6435,-123.326229,214.7303,-0.9132
2024-12-09,420.605,22.149,0.0,164.250833,294.447924,-130.197091,157.157,0.0,292.9295,-158.675424,291.6783,-1.2512
2024-12-10,395.034,14.145,0.0,231.318722,416.900682,-185.58196,93.036,0.0,429.39,-80.546682,427.8377,-1.5523
2024-12-11,313.408,7.325,0.0,228.627907,390.251608,-161.6237,69.033,0.0,389.2018,-70.082808,388.0694,-1.1324
2024-12-12,270.441,0.965,0.25463,259.017389,393.430259,-134.41287,79.514,0.0,385.7216,-87.222659,384.2788,-1.4428
2024-12-13,252.682,1.365,0.0,236.883389,309.422851,-72.539462,98.106,0.0,309.3519,-98.176951,307.6062,-1.7457
2024-12-14,413.997,17.622,0.0,210.038667,248.534384,-38.495717,301.431,0.0,251.5002,-298.465184,249.9877,-1.5125
2024-12-15,492.02,28.699,0.0,159.855648,324.506419,-164.650771,217.93,0.0,331.3514,-211.085019,329.059,-2.2924
2024-12-16,516.023,29.565,0.0,173.8355,358.773118,-184.937618,129.564,0.0,357.8276,-130.509518,355.8128,-2.0148
2024-12-17,403.228,28.622,0.0,71.954852,222.726884,-150.772032,100.577,0.0,218.2919,-105.011984,217.1315,-1.1604
2024-12-18,330.688,24.753,0.0,44.194944,267.288444,-223.0935,79.52,0.0,271.7056,-75.102844,269.8394,-1.8662
2024-12-19,265.194,16.272,0.0,76.860667,266.815251,-189.954584,72.119,0.0,268.212,-70.722251,267.0257,-1.1863
2024-12-20,283.397,13.064,0.0,132.193296,268.235329,-136.042033,71.926,0.0,274.9217,-65.239629,273.7795,-1.1422
2024-12-21,277.695,14.202,0.0,113.32,188.866861,-75.546861,82.944,0.0,186.0411,-85.769761,184.5525,-1.4886
2024-12-22,215.376,15.566,0.0,35.213963,190.718591,-155.504628,71.061,0.0,196.6181,-65.161491,194.3891,-2.229
2024-12-23,179.92,3.645,0.0,137.7325,293.87583,-156.14333,65.177,0.0,294.7366,-64.31623,292.0283,-2.7083
2024-12-24,156.203,-2.866,0.0,189.374296,330.964454,-141.590158,65.542,0.0,330.2132,-66.293254,326.7741,-3.4391
2024-12-25,221.847,-2.862,0.0,254.972,305.794566,-50.822566,83.168,0.0,308.8289,-80.133666,305.0431,-3.7858
2024-12-26,228.726,6.857,0.0,149.362574,251.084831,-101.722256,75.233,0.0,258.0146,-68.303231,254.5623,-3.4523
2024-12-27,189.884,9.238,0.0,82.962704,204.221824,-121.25912,74.017,0.0,202.9067,-75.332124,199.2946,-3.6121
2024-12-28,180.369,4.312,0.0,130.461593,210.316223,-79.854631,76.496,0.0,217.5592,-69.253023,213.9005,-3.6587
2024-12-29,196.565,4.231,0.0,147.595093,235.330101,-87.735008,67.653,0.0,240.8944,-62.088701,236.8844,-4.01
2024-12-30,236.489,4.472,0.0,184.729741,304.509352,-119.779612,71.809,0.0,305.403,-70.915352,301.5824,-3.8206
2024-12-31,216.527,5.01,0.0,158.540889,225.631393,-67.090504,71.149,0.0,228.3467,-68.433693,224.3833,-3.9634
