date,modeled_headwater_hydro_mwh,lower_tributary_potential_mwh,lower_tributary_used_mwh,modeled_total_waitaki_hydro_mwh,observed_waitaki_hydro_mwh,shortage_mwh,TKA_storage_mm3,TKA_observed_storage_mm3,PKI_storage_mm3,PKI_observed_storage_mm3,OHA_storage_mm3,OHA_observed_storage_mm3
2024-09-12,22773.8478,2372.6212,2372.6212,25146.469,13651.159,0.0,51.789155,404.269,204.949381,772.53,19.474633,25.112
2024-09-13,6263.330715,2542.721285,2542.721285,8806.052,13688.56,0.0,56.294646,406.308,221.999125,791.441,33.125833,26.089
2024-09-14,5206.749097,2742.215903,2742.215903,7948.965,14007.517,0.0,60.712362,409.039,233.222571,812.55,42.025033,26.669
2024-09-15,0.0,2454.194099,2454.194099,2454.194099,13350.543,0.0,68.267005,410.825,243.309599,829.578,50.146633,25.423
2024-09-16,25895.97523,2289.32677,2289.32677,28185.302,15861.309,0.0,65.2621,411.866,251.146165,845.723,37.120917,23.635
2024-09-17,19017.899072,2137.226756,2137.226756,21155.125828,18573.575,0.0,63.063565,412.429,261.989365,855.295,33.877986,21.981
2024-09-18,30059.692521,1922.547479,1922.547479,31982.24,17576.884,0.0,58.815969,410.025,270.199525,862.543,14.534568,21.279
2024-09-19,0.0,1798.70463,1798.70463,1798.70463,10401.561,0.0,64.961428,409.016,279.084987,875.317,21.273768,21.468
2024-09-20,17769.050306,1825.066694,1825.066694,19594.117,10223.082,0.0,70.829543,407.991,285.929509,888.473,4.151027,22.841
2024-09-21,0.0,1762.290344,1762.290344,1762.290344,8174.089,0.0,76.168458,408.609,293.299775,900.245,9.421427,24.845
2024-09-22,0.0,1707.148869,1707.148869,1707.148869,7341.814,0.0,82.064308,413.235,302.056847,910.656,16.765427,23.491
2024-09-23,18908.564087,1780.514913,1780.514913,20689.079,11020.372,0.0,78.223828,417.894,310.215858,918.657,13.499712,24.06
2024-09-24,0.0,1969.942082,1969.942082,1969.942082,11336.431,0.0,84.525757,420.42,317.413583,929.445,20.930112,23.285
2024-09-25,10576.684134,1999.409866,1999.409866,12576.094,16286.613,0.0,81.240557,421.201,325.62573,939.038,27.150912,21.22
2024-09-26,19070.871851,2321.993149,2321.993149,21392.865,12567.461,0.0,77.896531,421.345,336.997439,950.087,28.4145,19.735
2024-09-27,25974.771319,3242.468681,3242.468681,29217.24,17110.085,0.0,79.1724,424.749,349.308229,965.552,21.58787,26.086
2024-09-28,0.0,3158.679416,3158.679416,3158.679416,11140.661,0.0,87.323376,426.854,359.460056,980.887,29.62307,25.841
2024-09-29,0.0,2323.784038,2323.784038,2323.784038,10794.214,0.0,95.008656,428.19,368.090898,996.703,36.18947,23.984
2024-09-30,8450.257624,1955.608376,1955.608376,10405.866,19779.442,0.0,93.714597,234.619,376.809608,1011.737,42.06467,21.735
2024-10-01,432.453335,1745.856665,1745.856665,2178.31,15251.665,0.0,99.405277,230.837,384.705359,1023.231,47.50787,19.949
2024-10-02,542.312534,1830.918466,1830.918466,2373.231,14680.904,0.0,107.265764,226.56,398.508536,1036.5,57.96227,19.884
2024-10-03,8398.624119,2555.426682,2555.426682,10954.050801,18552.244,0.0,116.288001,230.112,413.828898,1058.808,71.35427,24.609
2024-10-04,26687.071262,3650.763738,3650.763738,30337.835,21473.94,0.0,120.617419,235.263,429.274021,1079.751,63.118316,26.007
2024-10-05,17183.612068,4294.162932,4294.162932,21477.775,12688.125,0.0,121.734398,238.932,440.834859,1098.378,67.489751,31.798
2024-10-06,14625.820742,4018.154258,4018.154258,18643.975,10583.464,0.0,121.049592,241.649,451.538869,1116.791,72.95145,40.583
2024-10-07,18137.688559,3327.561441,3327.561441,21465.25,11909.455,0.0,118.894776,245.859,461.507355,1130.566,72.298628,45.033
2024-10-08,17227.429707,3157.693293,3157.693293,20385.123,11456.432,0.0,119.456808,253.516,477.905903,1142.445,76.609943,46.109
2024-10-09,19505.558916,3361.628084,3361.628084,22867.187,13633.313,0.0,118.178865,263.452,486.566466,1154.678,75.203511,46.836
2024-10-10,4299.300658,3155.763342,3155.763342,7455.064,19848.717,0.0,122.582964,268.861,495.682616,1165.549,82.633911,42.885
2024-10-11,22734.117722,2633.101278,2633.101278,25367.219,16440.377,0.0,118.994945,272.073,504.285205,1174.655,73.773677,39.36
2024-10-12,0.0,2294.722107,2294.722107,2294.722107,8851.249,0.0,125.004065,278.345,512.765106,1180.915,79.908077,36.265
2024-10-13,15838.209233,2079.903767,2079.903767,17918.113,8678.438,0.0,121.060596,284.378,519.276728,1187.431,79.904696,37.059
2024-10-14,25177.968569,1930.940431,1930.940431,27108.909,15427.749,0.0,117.138727,289.804,526.230978,1192.98,65.963333,33.027
2024-10-15,25629.067978,1765.427022,1765.427022,27394.495,17203.212,0.0,112.031018,291.275,532.492213,1195.379,51.316632,27.75
2024-10-16,30147.689921,1624.864079,1624.864079,31772.554,21593.23,0.0,106.852721,291.501,538.461071,1194.945,30.383675,25.44
2024-10-17,11048.300631,1489.588369,1489.588369,12537.889,23320.843,0.0,101.877299,291.123,544.184034,1187.525,34.876475,23.176
2024-10-18,8644.352307,1431.735693,1431.735693,10076.088,22068.678,0.0,99.370174,289.742,549.664991,1181.009,39.455675,22.011
2024-10-19,2500.035508,1381.850492,1381.850492,3881.886,15361.016,0.0,101.607403,284.51,555.472453,1182.915,44.380475,22.227
2024-10-20,22559.341355,1392.954645,1392.954645,23952.296,13309.534,0.0,96.07573,278.625,561.210882,1190.62,34.723246,22.02
2024-10-21,7577.414791,1486.846209,1486.846209,9064.261,20075.129,0.0,94.43574,272.922,567.819791,1198.437,39.907246,21.192
2024-10-22,33924.407031,1694.667969,1694.667969,35619.075,24216.562,0.0,89.207503,267.402,573.467413,1201.959,14.742777,19.611
2024-10-23,28280.887114,2136.313886,2136.313886,30417.201,21083.987,0.0,85.486687,262.417,582.132987,1208.693,0.0,13.108
2024-10-24,603.932782,3881.451218,3881.451218,4485.384,17903.114,0.0,94.617094,260.875,600.378853,1226.399,29.584163,12.315
2024-10-25,17784.808197,7467.473803,7467.473803,25252.282,17552.724,0.0,125.38111,276.205,630.355765,1257.044,45.703802,41.876
2024-10-26,17584.448733,7649.030267,7649.030267,25233.479,17225.654,0.0,157.399999,305.536,676.354607,1302.822,47.237548,55.087
2024-10-27,793.825715,5055.120285,5055.120285,5848.946,20463.483,0.0,174.360838,328.094,701.573039,1336.896,59.972365,57.108
2024-10-28,25103.069161,4290.368839,4290.368839,29393.438,20311.618,0.0,187.998214,342.854,721.574379,1359.526,37.020454,52.981
2024-10-29,4998.431742,4011.691258,4011.691258,9010.123,19578.292,0.0,200.736684,355.257,738.607448,1378.79,40.443867,47.294
2024-10-30,6977.527886,3861.954114,3861.954114,10839.482,21150.915,0.0,212.227353,362.916,752.558802,1397.611,40.680313,43.451
2024-10-31,0.0,3984.513092,3984.513092,3984.513092,17696.093,0.0,224.621606,367.754,765.762363,1417.936,50.961913,38.417
2024-11-01,18808.632248,4176.434752,4176.434752,22985.067,18179.606,0.0,235.258742,370.364,777.803067,1438.627,37.251196,40.405
2024-11-02,11746.724261,3983.994739,3983.994739,15730.719,11616.647,0.0,236.860857,373.917,790.258923,1458.221,49.34161,44.189
2024-11-03,14587.702892,3503.208108,3503.208108,18090.911,14998.598,0.0,236.246726,374.22,800.793503,1479.424,53.818809,45.21
2024-11-04,18812.285359,2966.695838,2966.695838,21778.981197,20594.469,0.0,234.562963,372.67,812.543816,1499.04,51.894795,41.606
2024-11-05,23779.158684,3041.597316,3041.597316,26820.756,22169.481,0.0,233.314051,370.881,821.728136,1517.998,45.056694,36.107
2024-11-06,8108.254464,3411.215536,3411.215536,11519.47,25874.211,0.0,236.466609,369.986,832.604082,1536.167,55.511094,32.207
2024-11-07,25599.701903,3392.078097,3392.078097,28991.78,23746.046,0.0,237.22572,369.937,844.708117,1552.721,46.779884,26.265
2024-11-08,0.0,4065.072803,4065.072803,4065.072803,22349.884,0.0,250.027003,370.838,862.191762,1574.783,70.799084,23.391
2024-11-09,15571.146073,10082.636927,10082.636927,25653.783,23410.73,0.0,294.501921,393.221,917.956223,1621.883,142.182932,63.211
2024-11-10,648.026615,11468.486385,11468.486385,12116.513,26207.795,0.0,335.169286,436.978,978.296946,1692.869,173.027732,93.738
2024-11-11,22935.345777,6182.899223,6182.899223,29118.245,24836.604,0.0,346.431699,454.424,1018.201304,1753.556,175.469,91.83
2024-11-12,30000.098643,4305.139357,4305.139357,34305.238,28571.709,0.0,352.026704,461.884,1044.859592,1795.813,163.551348,83.878
2024-11-13,24975.649477,3510.328523,3510.328523,28485.978,28657.739,0.0,354.98504,466.055,1064.784383,1825.549,156.972381,75.221
2024-11-14,27522.809402,3174.517598,3174.517598,30697.327,25857.674,0.0,358.509987,468.67,1084.231899,1851.288,147.503338,67.071
2024-11-15,23817.968919,3226.681081,3226.681081,27044.65,23719.553,0.0,371.357754,478.204,1101.763755,1879.415,145.623187,62.833
2024-11-16,18377.301933,3258.860067,3258.860067,21636.162,19395.878,0.0,380.991872,490.469,1123.467435,1907.557,148.615999,58.425
2024-11-17,18361.926267,2879.185733,2879.185733,21241.112,19003.941,0.0,385.449853,497.051,1143.389461,1935.743,148.260308,51.09
2024-11-18,25612.312181,2470.225819,2470.225819,28082.538,25506.346,0.0,386.946042,499.737,1161.283765,1962.708,137.178996,42.168
2024-11-19,25725.0017,2266.1633,2266.1633,27991.165,25310.939,0.0,387.231853,501.366,1156.886223,1984.047,143.918196,34.403
2024-11-20,23527.787072,2210.758928,2210.758928,25738.546,23012.674,0.0,386.32569,502.011,1155.376573,1999.208,151.866996,27.292
2024-11-21,25525.277268,2186.388732,2186.388732,27711.666,25239.673,0.0,384.989859,500.55,1166.22081,2009.499,139.695502,23.722
2024-11-22,25384.650793,2037.862207,2037.862207,27422.513,24882.732,0.0,383.081974,498.841,1158.876761,2016.765,146.261902,22.277
2024-11-23,1283.393786,1906.771214,1906.771214,3190.165,23035.184,0.0,389.386718,496.52,1168.641862,2018.817,152.223502,21.947
2024-11-24,22923.4567,1818.1163,1818.1163,24741.573,21718.394,0.0,386.12149,493.497,1177.635065,2018.975,143.881083,22.124
2024-11-25,25834.105232,1759.969768,1759.969768,27594.075,23975.42,0.0,382.73245,489.976,1167.714955,2025.354,149.583483,21.464
2024-11-26,28568.767795,1841.736205,1841.736205,30410.504,27327.735,0.0,379.44061,486.473,1153.399023,2029.253,156.581883,21.35
2024-11-27,30129.097179,1966.383821,1966.383821,32095.481,27224.914,0.0,376.546814,484.106,1138.484453,2026.303,164.962683,21.215
2024-11-28,26321.215004,2066.509996,2066.509996,28387.725,22735.712,0.0,374.923963,484.527,1149.879058,2025.081,153.427108,20.67
2024-11-29,29912.768164,2199.422836,2199.422836,32112.191,26926.044,0.0,373.588392,483.815,1162.968312,2028.472,138.95088,21.162
2024-11-30,120.025902,2135.339098,2135.339098,2255.365,21928.94,0.0,383.408375,482.87,1177.58149,2036.53,147.93648,21.682
2024-12-01,20580.681509,1931.787491,1931.787491,22512.469,20647.272,0.0,382.348593,482.209,1181.232448,2050.956,155.79888,21.196
2024-12-02,30282.65652,1853.45548,1853.45548,32136.112,27407.103,0.0,380.419886,480.434,1168.852544,2060.31,164.09328,21.334
2024-12-03,25638.140562,1840.560438,1840.560438,27478.701,23446.649,0.0,379.489703,478.691,1183.848128,2065.426,155.13653,21.951
2024-12-04,27270.961789,2070.919211,2070.919211,29341.881,25301.145,0.0,381.103828,478.262,1198.649963,2076.715,150.601005,26.653
2024-12-05,24725.86743,2619.84657,2619.84657,27345.714,23853.166,0.0,386.50763,481.717,1225.522264,2097.38,150.412756,31.877
2024-12-06,13722.43676,2602.6626,2602.6626,16325.09936,29881.587,0.0,389.888548,485.936,1252.889828,2125.438,160.003156,29.399
2024-12-07,23231.685773,2099.211227,2099.211227,25330.897,22837.534,0.0,390.30465,487.575,1279.013214,2152.747,151.929025,22.76
2024-12-08,20200.602632,1971.512368,1971.512368,22172.115,19848.325,0.0,392.525217,488.51,1303.344663,2178.589,150.778545,20.169
2024-12-09,25890.050903,2128.505097,2128.505097,28018.556,24748.639,0.0,398.896612,491.961,1328.452935,2200.738,145.709757,24.609
2024-12-10,32198.84438,2175.25362,2175.25362,34374.098,31284.291,0.0,401.865489,496.507,1351.351873,2214.883,126.455278,25.215
2024-12-11,33295.806894,1907.854106,1907.854106,35203.661,30903.657,0.0,401.68353,497.064,1368.567246,2222.208,103.622091,21.869
2024-12-12,36272.115166,1697.475939,1697.475939,37969.591105,30977.431,0.0,399.438167,495.124,1384.133674,2223.173,77.655608,19.696
2024-12-13,29339.406098,1723.021902,1723.021902,31062.428,27880.339,0.0,396.40691,491.666,1398.95162,2224.538,62.756471,22.331
2024-12-14,21874.922056,2103.024944,2103.024944,23977.947,22085.616,0.0,398.436446,490.149,1423.489047,2242.16,75.638311,26.518
2024-12-15,11553.741057,2694.717089,2694.717089,14248.458146,24984.529,0.0,406.988404,496.017,1454.767575,2270.859,95.510311,41.666
2024-12-16,11553.741057,2616.246015,2616.246015,14169.987072,28755.763,0.0,411.662558,501.585,1488.119962,2300.424,107.779111,40.393
2024-12-17,12593.467597,2190.967967,2190.967967,14784.435564,23100.283,0.0,412.385294,503.565,1512.191089,2329.046,116.115736,36.369
2024-12-18,22336.285916,1983.239084,1983.239084,24319.525,22418.186,0.0,411.430228,502.663,1531.672561,2353.799,109.270154,32.619
2024-12-19,22138.389665,1785.736335,1785.736335,23924.126,22380.795,0.0,409.103303,499.987,1546.86721,2370.071,102.0049,28.477
2024-12-20,23989.783179,1668.367821,1668.367821,25658.151,23029.269,0.0,406.9573,496.963,1563.453678,2383.135,92.199408,25.552
2024-12-21,17639.976859,1631.095141,1631.095141,19271.072,17016.165,0.0,405.30058,494.992,1579.058209,2397.337,92.05668,25.147
2024-12-22,19854.310268,1594.773732,1594.773732,21449.084,19412.908,0.0,402.872826,492.543,1590.049412,2412.903,87.838937,25.476
2024-12-23,26131.880637,1512.326363,1512.326363,27644.207,25621.219,0.0,400.288257,489.449,1598.134033,2416.548,74.489542,25.523
2024-12-24,29431.648258,1407.887742,1407.887742,30839.536,28825.254,0.0,396.838046,485.659,1605.035146,2413.682,56.699043,27.175
2024-12-25,11553.741057,1436.66326,1436.66326,12990.404317,25231.679,0.0,394.561751,482.141,1616.433985,2410.82,64.907043,27.031
2024-12-26,24014.836352,1649.551648,1649.551648,25664.388,23481.968,0.0,392.270942,479.426,1628.441684,2417.677,55.326376,26.99
2024-12-27,20204.156825,1729.357175,1729.357175,21933.514,19865.846,0.0,389.823143,479.638,1637.250423,2426.915,50.88782,25.221
2024-12-28,23211.00997,1572.78603,1572.78603,24783.796,22235.853,0.0,387.498724,480.647,1645.113687,2431.227,42.496458,25.278
2024-12-29,25880.331394,1445.914606,1445.914606,27326.246,24602.649,0.0,385.643802,477.883,1653.906788,2435.458,29.751406,24.306
2024-12-30,11553.741057,1493.444379,1493.444379,13047.185436,26749.181,0.0,385.29034,475.832,1664.647863,2439.93,37.009006,25.101
2024-12-31,26856.342631,1475.212369,1475.212369,28331.555,24820.639,0.0,384.4285,475.698,1673.9045,2444.94,23.184,25.229
