date,modeled_waitaki_hydro_mwh,gas_mwh,coal_mwh,diesel_mwh,shortage_mwh,gas_stock_pj,TKA_storage_mm3,TKA_observed_storage_mm3,PKI_storage_mm3,PKI_observed_storage_mm3,OHA_storage_mm3,OHA_observed_storage_mm3
2024-11-29,32112.191,0.0,0.0,0.0,0.0,2.497702,383.529076,483.815,1051.999183,2028.472,99.577627,21.162
2024-11-30,23966.831,0.0,0.0,0.0,0.0,2.579304,383.408375,482.87,1066.612361,2036.53,91.531627,21.682
2024-12-01,22512.469,0.0,0.0,0.0,0.0,2.660906,382.348593,482.209,1082.648892,2050.956,84.35791,21.196
2024-12-02,32136.112,0.0,0.0,0.0,0.0,2.742508,380.419886,480.434,1095.966329,2060.31,64.411903,21.334
2024-12-03,27478.701,0.0,0.0,0.0,0.0,2.824111,379.489703,478.691,1110.961913,2065.426,52.92978,21.951
2024-12-04,29341.881,0.0,0.0,0.0,0.0,2.905713,381.103828,478.262,1129.574115,2076.715,41.742447,26.653
2024-12-05,27345.714,0.0,0.0,0.0,0.0,2.987315,386.50763,481.717,1156.446415,2097.38,37.959591,31.877
2024-12-06,34120.251,0.0,0.0,0.0,0.0,3.068917,389.888548,485.936,1186.789577,2125.438,16.587211,29.399
2024-12-07,25330.897,0.0,0.0,0.0,0.0,3.15052,390.30465,487.575,1212.912963,2152.747,5.63282,22.76
2024-12-08,22172.115,0.0,0.0,0.0,0.0,3.232122,392.525217,488.51,1237.244412,2178.589,1.777292,20.169
2024-12-09,28018.556,0.0,0.0,0.0,0.0,3.313724,398.896612,491.961,1239.761843,2200.738,16.378892,24.609
2024-12-10,34374.098,0.0,0.0,0.0,0.0,3.395326,401.865489,496.507,1231.349706,2214.883,25.450892,25.215
2024-12-11,35203.661,0.0,0.0,0.0,0.0,3.476929,401.68353,497.064,1248.565078,2222.208,0.0,21.869
2024-12-12,36272.115166,1776.477834,0.0,0.0,0.0,3.54574,399.438167,495.124,1238.165024,2223.173,0.0,19.696
2024-12-13,31062.428,0.0,0.0,0.0,0.0,3.627342,396.40691,491.666,1226.21573,2224.538,9.504,22.331
2024-12-14,23977.947,0.0,0.0,0.0,0.0,3.708945,398.436446,490.149,1233.706305,2242.16,36.5472,26.518
2024-12-15,26924.154,0.0,0.0,0.0,0.0,3.790547,406.988404,496.017,1243.895586,2270.859,56.4192,41.666
2024-12-16,32871.882,0.0,0.0,0.0,0.0,3.872149,411.662558,501.585,1247.99804,2300.424,68.688,40.393
2024-12-17,25032.251,0.0,0.0,0.0,0.0,3.953751,412.385294,503.565,1253.575738,2329.046,78.4512,36.369
2024-12-18,24319.525,0.0,0.0,0.0,0.0,4.035354,411.430228,502.663,1255.54169,2353.799,86.4,32.619
2024-12-19,23924.126,0.0,0.0,0.0,0.0,4.116956,409.103303,499.987,1253.763334,2370.071,93.6576,28.477
2024-12-20,25658.151,0.0,0.0,0.0,0.0,4.198558,406.9573,496.963,1250.997595,2383.135,100.9152,25.552
2024-12-21,19271.072,0.0,0.0,0.0,0.0,4.28016,405.30058,494.992,1265.201288,2397.337,99.935338,25.147
2024-12-22,21449.084,0.0,0.0,0.0,0.0,4.361763,402.872826,492.543,1262.61541,2412.903,107.106538,25.476
2024-12-23,27644.207,0.0,0.0,0.0,0.0,4.443365,400.288257,489.449,1270.700031,2416.548,91.682129,25.523
2024-12-24,30839.536,0.0,0.0,0.0,0.0,4.524967,396.838046,485.659,1277.601145,2413.682,71.959912,27.175
2024-12-25,27279.032,0.0,0.0,0.0,0.0,4.606569,394.561751,482.141,1288.999983,2410.82,58.591748,27.031
2024-12-26,25664.388,0.0,0.0,0.0,0.0,4.688172,392.270942,479.426,1301.007682,2417.677,46.747785,26.99
2024-12-27,21933.514,0.0,0.0,0.0,0.0,4.769774,389.823143,479.638,1309.816422,2426.915,39.936434,25.221
2024-12-28,24783.796,0.0,0.0,0.0,0.0,4.851376,387.498724,480.647,1317.679686,2431.227,29.387102,25.278
2024-12-29,27372.185,0.0,0.0,0.0,0.0,4.932978,385.643802,477.883,1326.472786,2435.458,14.595126,24.306
2024-12-30,27480.59776,1807.46724,0.0,0.0,0.0,5.001567,385.29034,475.832,1337.213862,2439.93,0.0,25.101
2024-12-31,16780.30524,11551.24976,0.0,0.0,0.0,5.0,384.4285,475.698,1346.470498,2444.94,0.0,25.229
