date,site_code,reservoir,storage_mm3,storage_change_mm3_day,headwater_inflow_mm3_day,implied_total_outflow_mm3_day,hmd_spill_release_mm3_day,residual_controlled_release_mm3_day
2007-05-27,MAN,Lake Manapouri,286.043,25.412,14.806454,-10.605546,4.186,-14.791546
2007-05-27,OHA,Lake Ohau,28.217,1.24,5.3568,4.1168,0.87,3.2468
2007-05-27,PKI,Lake Pukaki,1206.178,2.595,8.791632,6.196632,0.0,6.196632
2007-05-27,TAU,Lake Te Anau,689.025,6.338,28.563062,22.225062,32.085,-9.859938
2007-05-27,TKA,Lake Tekapo,435.515,0.563,4.488566,3.925566,0.0,3.925566
2007-05-27,TPO,Lake Taupo,434.235,-5.345,5.650387,10.995387,13.956,-2.960613
2007-05-27,WKA,Lake Waikaremoana,17.184,-0.16,0.196301,0.356301,0.0,0.356301
2007-05-28,HWE,Lake Hawea,499.19,1.635,3.079469,1.444469,1.593,-0.148531
2007-05-28,MAN,Lake Manapouri,294.108,8.065,7.769434,-0.295566,8.766,-9.061566
2007-05-28,OHA,Lake Ohau,30.264,2.047,4.8384,2.7914,0.874,1.9174
2007-05-28,PKI,Lake Pukaki,1206.146,-0.032,8.496317,8.528317,0.0,8.528317
2007-05-28,TAU,Lake Te Anau,680.136,-8.889,22.965638,31.854638,32.107,-0.252362
2007-05-28,TKA,Lake Tekapo,436.167,0.652,4.234637,3.582637,0.0,3.582637
2007-05-28,TPO,Lake Taupo,421.787,-12.448,5.553792,18.001792,15.417,2.584792
2007-05-28,WKA,Lake Waikaremoana,16.871,-0.313,0.230688,0.543688,0.0,0.543688
2007-05-29,HWE,Lake Hawea,498.543,-0.647,4.849718,5.496718,6.669,-1.172282
2007-05-29,MAN,Lake Manapouri,291.817,-2.291,8.619696,10.910696,2.353,8.557696
2007-05-29,OHA,Lake Ohau,31.791,1.527,4.5792,3.0522,0.881,2.1712
2007-05-29,PKI,Lake Pukaki,1206.073,-0.073,7.353504,7.426504,0.0,7.426504
2007-05-29,TAU,Lake Te Anau,669.533,-10.603,21.01032,31.61332,32.266,-0.65268
2007-05-29,TKA,Lake Tekapo,435.575,-0.592,4.008787,4.600787,0.0,4.600787
2007-05-29,TPO,Lake Taupo,414.762,-7.025,8.159875,15.184875,14.27,0.914875
2007-05-29,WKA,Lake Waikaremoana,16.714,-0.157,0.299894,0.456894,0.0,0.456894
2007-05-30,HWE,Lake Hawea,493.951,-4.592,0.805594,5.397594,5.941,-0.543406
2007-05-30,MAN,Lake Manapouri,292.078,0.261,6.859123,6.598123,2.151,4.447123
2007-05-30,OHA,Lake Ohau,31.175,-0.616,3.6288,4.2448,0.877,3.3678
2007-05-30,PKI,Lake Pukaki,1209.001,2.928,8.907754,5.979754,0.0,5.979754
2007-05-30,TAU,Lake Te Anau,660.182,-9.351,22.121251,31.472251,32.32,-0.847749
2007-05-30,TKA,Lake Tekapo,434.753,-0.822,3.495571,4.317571,0.0,4.317571
2007-05-30,TPO,Lake Taupo,407.655,-7.107,8.56993,15.67693,15.291,0.38593
2007-05-30,WKA,Lake Waikaremoana,16.346,-0.368,0.184118,0.552118,0.0,0.552118
2007-05-31,HWE,Lake Hawea,492.83,-1.121,4.630608,5.751608,4.142,1.609608
2007-05-31,MAN,Lake Manapouri,293.15,1.072,14.755133,13.683133,2.033,11.650133
2007-05-31,OHA,Lake Ohau,21.644,-9.531,2.2464,11.7774,0.845,10.9324
2007-05-31,PKI,Lake Pukaki,1218.241,9.24,9.175248,-0.064752,0.0,-0.064752
2007-05-31,TAU,Lake Te Anau,656.288,-3.894,40.837046,44.731046,32.389,12.342046
2007-05-31,TKA,Lake Tekapo,431.934,-2.819,3.397334,6.216334,0.0,6.216334
2007-05-31,TPO,Lake Taupo,401.924,-5.731,9.365674,15.096674,14.254,0.842674
2007-05-31,WKA,Lake Waikaremoana,16.346,0.0,0.569894,0.569894,0.0,0.569894
2007-06-01,HWE,Lake Hawea,511.755,18.925,37.643357,18.718357,2.116,16.602357
2007-06-01,MAN,Lake Manapouri,297.313,4.163,10.744445,6.581445,2.307,4.274445
2007-06-01,OHA,Lake Ohau,19.261,-2.383,21.8592,24.2422,0.842,23.4002
2007-06-01,PKI,Lake Pukaki,1229.728,11.487,11.330669,-0.156331,0.0,-0.156331
2007-06-01,TAU,Lake Te Anau,675.076,18.788,57.52607,38.73807,32.18,6.55807
2007-06-01,TKA,Lake Tekapo,429.807,-2.127,6.238512,8.365512,0.0,8.365512
2007-06-01,TPO,Lake Taupo,397.498,-4.426,6.555946,10.981946,7.177,3.804946
2007-06-01,WKA,Lake Waikaremoana,15.927,-0.419,0.0,0.419,0.0,0.419
2007-06-02,HWE,Lake Hawea,534.149,22.394,9.765965,-12.628035,1.06,-13.688035
2007-06-02,MAN,Lake Manapouri,302.111,4.798,16.936646,12.138646,4.288,7.850646
2007-06-02,OHA,Lake Ohau,23.446,4.185,10.8864,6.7014,0.848,5.8534
2007-06-02,PKI,Lake Pukaki,1244.862,15.134,12.867466,-2.266534,0.0,-2.266534
2007-06-02,TAU,Lake Te Anau,702.506,27.43,55.528934,28.098934,31.95,-3.851066
2007-06-02,TKA,Lake Tekapo,434.438,4.631,10.363162,5.732162,0.0,5.732162
2007-06-02,TPO,Lake Taupo,402.159,4.661,14.387155,9.726155,5.082,4.644155
2007-06-02,WKA,Lake Waikaremoana,15.822,-0.105,0.715565,0.820565,0.0,0.820565
2007-06-03,HWE,Lake Hawea,542.269,8.12,8.525779,0.405779,1.05,-0.644221
2007-06-03,MAN,Lake Manapouri,302.19,0.079,6.228317,6.149317,5.181,0.968317
2007-06-03,OHA,Lake Ohau,22.019,-1.427,7.6896,9.1166,0.843,8.2736
2007-06-03,PKI,Lake Pukaki,1258.428,13.566,10.156838,-3.409162,0.0,-3.409162
2007-06-03,TAU,Lake Te Anau,712.126,9.62,29.140042,19.520042,31.948,-12.427958
2007-06-03,TKA,Lake Tekapo,441.021,6.583,8.048419,1.465419,0.0,1.465419
2007-06-03,TPO,Lake Taupo,408.73,6.571,10.084781,3.513781,5.431,-1.917219
2007-06-03,WKA,Lake Waikaremoana,15.508,-0.314,0.125885,0.439885,0.0,0.439885
2007-06-04,HWE,Lake Hawea,547.982,5.713,7.062077,1.349077,1.047,0.302077
2007-06-04,MAN,Lake Manapouri,297.652,-4.538,5.743008,10.281008,4.963,5.318008
2007-06-04,OHA,Lake Ohau,20.916,-1.103,6.048,7.151,0.841,6.31
2007-06-04,PKI,Lake Pukaki,1269.714,11.286,10.083398,-1.202602,0.0,-1.202602
2007-06-04,TAU,Lake Te Anau,706.207,-5.919,24.621581,30.540581,31.998,-1.457419
2007-06-04,TKA,Lake Tekapo,445.722,4.701,6.136474,1.435474,0.0,1.435474
2007-06-04,TPO,Lake Taupo,409.415,0.685,7.073136,6.388136,7.746,-1.357864
2007-06-04,WKA,Lake Waikaremoana,15.246,-0.262,0.766627,1.028627,0.0,1.028627
2007-06-05,HWE,Lake Hawea,553.503,5.521,6.121526,0.600526,1.045,-0.444474
2007-06-05,MAN,Lake Manapouri,301.223,3.571,23.152349,19.581349,4.639,14.942349
2007-06-05,OHA,Lake Ohau,21.388,0.472,6.3936,5.9216,0.844,5.0776
2007-06-05,PKI,Lake Pukaki,1276.977,7.263,9.001066,1.738066,0.0,1.738066
2007-06-05,TAU,Lake Te Anau,698.618,-7.589,29.892067,37.481067,32.005,5.476067
2007-06-05,TKA,Lake Tekapo,448.06,2.338,5.515171,3.177171,0.0,3.177171
2007-06-05,TPO,Lake Taupo,406.737,-2.678,5.50368,8.18168,17.267,-9.08532
2007-06-05,WKA,Lake Waikaremoana,15.3,0.054,0.457488,0.403488,0.0,0.403488
2007-06-06,HWE,Lake Hawea,555.679,2.176,2.195165,0.019165,1.044,-1.024835
2007-06-06,MAN,Lake Manapouri,315.052,13.829,19.815408,5.986408,4.215,1.771408
2007-06-06,OHA,Lake Ohau,22.244,0.856,5.4432,4.5872,0.845,3.7422
2007-06-06,PKI,Lake Pukaki,1284.378,7.401,9.67896,2.27796,0.0,2.27796
2007-06-06,TAU,Lake Te Anau,700.132,1.514,36.628157,35.114157,32.052,3.062157
2007-06-06,TKA,Lake Tekapo,447.991,-0.069,3.934483,4.003483,0.0,4.003483
2007-06-06,TPO,Lake Taupo,397.88,-8.857,13.145414,22.002414,18.644,3.358414
2007-06-06,WKA,Lake Waikaremoana,14.984,-0.316,0.0,0.316,0.0,0.316
2007-06-07,HWE,Lake Hawea,558.203,2.524,2.396736,-0.127264,1.044,-1.171264
2007-06-07,MAN,Lake Manapouri,328.29,13.238,26.952307,13.714307,4.513,9.201307
2007-06-07,OHA,Lake Ohau,23.966,1.722,5.616,3.894,0.851,3.043
2007-06-07,PKI,Lake Pukaki,1286.687,2.309,7.277472,4.968472,0.0,4.968472
2007-06-07,TAU,Lake Te Anau,706.25,6.118,36.30839,30.19039,31.996,-1.80561
2007-06-07,TKA,Lake Tekapo,447.798,-0.193,3.604608,3.797608,0.0,3.797608
2007-06-07,TPO,Lake Taupo,391.009,-6.871,9.250502,16.121502,13.528,2.593502
2007-06-07,WKA,Lake Waikaremoana,14.565,-0.419,0.153101,0.572101,0.0,0.572101
2007-06-08,HWE,Lake Hawea,558.975,0.772,3.20233,2.43033,1.045,1.38533
2007-06-08,MAN,Lake Manapouri,335.344,7.054,13.061866,6.007866,4.325,1.682866
2007-06-08,OHA,Lake Ohau,25.379,1.413,4.8384,3.4254,0.854,2.5714
2007-06-08,PKI,Lake Pukaki,1283.836,-2.851,4.950029,7.801029,0.0,7.801029
2007-06-08,TAU,Lake Te Anau,704.773,-1.477,23.773046,25.250046,31.945,-6.694954
2007-06-08,TKA,Lake Tekapo,446.709,-1.089,3.959626,5.048626,0.0,5.048626
2007-06-08,TPO,Lake Taupo,386.501,-4.508,6.670598,11.178598,10.337,0.841598
2007-06-08,WKA,Lake Waikaremoana,13.989,-0.576,0.0,0.576,0.0,0.576
2007-06-09,HWE,Lake Hawea,560.948,1.973,2.276381,0.303381,1.729,-1.425619
2007-06-09,MAN,Lake Manapouri,334.203,-1.141,8.747568,9.888568,3.639,6.249568
2007-06-09,OHA,Lake Ohau,26.406,1.027,4.1472,3.1202,0.857,2.2632
2007-06-09,PKI,Lake Pukaki,1283.033,-0.803,5.728147,6.531147,0.0,6.531147
2007-06-09,TAU,Lake Te Anau,692.28,-12.493,15.132701,27.625701,32.023,-4.397299
2007-06-09,TKA,Lake Tekapo,445.21,-1.499,3.552941,5.051941,0.0,5.051941
2007-06-09,TPO,Lake Taupo,387.951,1.45,6.02208,4.57208,5.411,-0.83892
2007-06-09,WKA,Lake Waikaremoana,13.256,-0.733,0.0,0.733,0.0,0.733
2007-06-10,HWE,Lake Hawea,561.313,0.365,2.852582,2.487582,3.452,-0.964418
2007-06-10,MAN,Lake Manapouri,332.54,-1.663,8.083325,9.746325,3.246,6.500325
2007-06-10,OHA,Lake Ohau,24.923,-1.483,4.0608,5.5438,0.851,4.6928
2007-06-10,PKI,Lake Pukaki,1285.964,2.931,4.688582,1.757582,0.0,1.757582
2007-06-10,TAU,Lake Te Anau,674.018,-18.262,13.868064,32.130064,32.179,-0.048936
2007-06-10,TKA,Lake Tekapo,442.81,-2.4,3.409862,5.809862,0.0,5.809862
2007-06-10,TPO,Lake Taupo,385.357,-2.594,11.01263,13.60663,14.068,-0.46137
2007-06-10,WKA,Lake Waikaremoana,13.045,-0.211,0.88249,1.09349,0.0,1.09349
2007-06-11,HWE,Lake Hawea,558.919,-2.394,1.982275,4.376275,6.435,-2.058725
2007-06-11,MAN,Lake Manapouri,328.777,-3.763,5.696179,9.459179,2.685,6.774179
2007-06-11,OHA,Lake Ohau,24.528,-0.395,3.888,4.283,0.849,3.434
2007-06-11,PKI,Lake Pukaki,1283.233,-2.731,4.275418,7.006418,0.0,7.006418
2007-06-11,TAU,Lake Te Anau,655.187,-18.831,14.518051,33.349051,32.374,0.975051
2007-06-11,TKA,Lake Tekapo,441.651,-1.159,3.681418,4.840418,0.0,4.840418
2007-06-11,TPO,Lake Taupo,388.179,2.822,21.403872,18.581872,17.738,0.843872
2007-06-11,WKA,Lake Waikaremoana,13.778,0.733,1.085702,0.352702,0.0,0.352702
2007-06-12,HWE,Lake Hawea,554.088,-4.831,1.623283,6.454283,6.402,0.052283
2007-06-12,MAN,Lake Manapouri,328.446,-0.331,10.650701,10.981701,2.431,8.550701
2007-06-12,OHA,Lake Ohau,24.231,-0.297,3.888,4.185,0.849,3.336
2007-06-12,PKI,Lake Pukaki,1282.357,-0.876,4.871318,5.747318,0.0,5.747318
2007-06-12,TAU,Lake Te Anau,635.212,-19.975,9.50616,29.48116,32.476,-2.99484
2007-06-12,TKA,Lake Tekapo,437.383,-4.268,3.3912,7.6592,0.0,7.6592
2007-06-12,TPO,Lake Taupo,386.2,-1.979,14.98271,16.96171,18.284,-1.32229
2007-06-12,WKA,Lake Waikaremoana,14.357,0.579,1.183075,0.604075,0.0,0.604075
2007-06-13,HWE,Lake Hawea,549.447,-4.641,1.799626,6.440626,7.142,-0.701374
2007-06-13,MAN,Lake Manapouri,327.34,-1.106,6.680102,7.786102,1.982,5.804102
2007-06-13,OHA,Lake Ohau,25.736,1.505,3.456,1.951,0.853,1.098
2007-06-13,PKI,Lake Pukaki,1279.463,-2.894,2.898979,5.792979,0.0,5.792979
2007-06-13,TAU,Lake Te Anau,613.276,-21.936,9.034848,30.970848,31.221,-0.250152
2007-06-13,TKA,Lake Tekapo,431.496,-5.887,3.080074,8.967074,0.0,8.967074
2007-06-13,TPO,Lake Taupo,382.536,-3.664,10.840608,14.504608,13.649,0.855608
2007-06-13,WKA,Lake Waikaremoana,14.878,0.521,0.714528,0.193528,0.0,0.193528
2007-06-14,HWE,Lake Hawea,543.079,-6.368,1.63633,8.00433,8.278,-0.27367
2007-06-14,MAN,Lake Manapouri,322.995,-4.345,5.608051,9.953051,1.913,8.040051
2007-06-14,OHA,Lake Ohau,28.351,2.615,3.024,0.409,0.859,-0.45
2007-06-14,PKI,Lake Pukaki,1275.093,-4.37,4.000147,8.370147,0.0,8.370147
2007-06-14,TAU,Lake Te Anau,592.356,-20.92,8.271418,29.191418,27.976,1.215418
2007-06-14,TKA,Lake Tekapo,426.144,-5.352,3.192653,8.544653,0.0,8.544653
2007-06-14,TPO,Lake Taupo,380.623,-1.913,10.487837,12.400837,12.138,0.262837
2007-06-14,WKA,Lake Waikaremoana,15.089,0.211,1.233792,1.022792,0.0,1.022792
2007-06-15,HWE,Lake Hawea,536.59,-6.489,1.519862,8.008862,8.232,-0.223138
2007-06-15,MAN,Lake Manapouri,318.327,-4.668,5.86535,10.53335,2.005,8.52835
2007-06-15,OHA,Lake Ohau,30.64,2.289,3.1104,0.8214,0.866,-0.0446
2007-06-15,PKI,Lake Pukaki,1268.977,-6.116,3.772397,9.888397,0.0,9.888397
2007-06-15,TAU,Lake Te Anau,572.886,-19.47,7.750685,27.220685,27.325,-0.104315
2007-06-15,TKA,Lake Tekapo,420.704,-5.44,2.998598,8.438598,0.0,8.438598
2007-06-15,TPO,Lake Taupo,376.192,-4.431,7.341494,11.772494,12.415,-0.642506
2007-06-15,WKA,Lake Waikaremoana,16.346,1.257,1.800835,0.543835,0.0,0.543835
2007-06-16,HWE,Lake Hawea,529.776,-6.814,1.651968,8.465968,8.241,0.224968
2007-06-16,MAN,Lake Manapouri,310.062,-8.265,3.60841,11.87341,1.643,10.23041
2007-06-16,OHA,Lake Ohau,32.721,2.081,2.6784,0.5974,0.871,-0.2736
2007-06-16,PKI,Lake Pukaki,1262.864,-6.113,3.097008,9.210008,0.0,9.210008
2007-06-16,TAU,Lake Te Anau,554.624,-18.262,9.118656,27.380656,24.955,2.425656
2007-06-16,TKA,Lake Tekapo,416.878,-3.826,2.919888,6.745888,0.0,6.745888
2007-06-16,TPO,Lake Taupo,371.992,-4.2,6.30288,10.50288,11.799,-1.29612
2007-06-16,WKA,Lake Waikaremoana,18.39,2.044,3.110227,1.066227,0.0,1.066227
2007-06-17,HWE,Lake Hawea,522.867,-6.909,1.402186,8.311186,8.229,0.082186
2007-06-17,MAN,Lake Manapouri,298.61,-11.452,4.181846,15.633846,1.524,14.109846
2007-06-17,OHA,Lake Ohau,34.691,1.97,2.7648,0.7948,0.876,-0.0812
2007-06-17,PKI,Lake Pukaki,1258.642,-4.222,3.780605,8.002605,0.0,8.002605
2007-06-17,TAU,Lake Te Anau,537.114,-17.51,6.475248,23.985248,24.987,-1.001752
2007-06-17,TKA,Lake Tekapo,413.648,-3.23,2.840227,6.070227,0.0,6.070227
2007-06-17,TPO,Lake Taupo,365.042,-6.95,7.57944,14.52944,15.522,-0.99256
2007-06-17,WKA,Lake Waikaremoana,23.946,5.556,9.653213,4.097213,0.0,4.097213
2007-06-18,HWE,Lake Hawea,515.539,-7.328,1.57032,8.89832,10.474,-1.57568
2007-06-18,MAN,Lake Manapouri,288.743,-9.867,4.529434,14.396434,1.451,12.945434
2007-06-18,OHA,Lake Ohau,36.226,1.535,2.7648,1.2298,0.881,0.3488
2007-06-18,PKI,Lake Pukaki,1249.283,-9.359,2.56729,11.92629,0.0,11.92629
2007-06-18,TAU,Lake Te Anau,518.503,-18.611,6.576941,25.187941,25.034,0.153941
2007-06-18,TKA,Lake Tekapo,408.373,-5.275,2.749766,8.024766,0.001,8.023766
2007-06-18,TPO,Lake Taupo,356.411,-8.631,10.575706,19.206706,19.13,0.076706
2007-06-18,WKA,Lake Waikaremoana,31.546,7.6,5.453654,-2.146346,0.0,-2.146346
2007-06-19,HWE,Lake Hawea,505.009,-10.53,1.231718,11.761718,12.853,-1.091282
2007-06-19,MAN,Lake Manapouri,283.727,-5.016,4.449341,9.465341,1.417,8.048341
2007-06-19,OHA,Lake Ohau,36.687,0.461,2.7648,2.3038,0.883,1.4208
2007-06-19,PKI,Lake Pukaki,1237.445,-11.838,2.00975,13.84775,0.0,13.84775
2007-06-19,TAU,Lake Te Anau,500.177,-18.326,7.076246,25.402246,25.023,0.379246
2007-06-19,TKA,Lake Tekapo,401.896,-6.477,2.844893,9.321893,0.0,9.321893
2007-06-19,TPO,Lake Taupo,348.924,-7.487,19.404058,26.891058,18.182,8.709058
2007-06-19,WKA,Lake Waikaremoana,34.636,3.09,2.68151,-0.40849,0.0,-0.40849
2007-06-20,HWE,Lake Hawea,493.598,-11.411,2.244499,13.655499,14.516,-0.860501
2007-06-20,MAN,Lake Manapouri,274.426,-9.301,4.136918,13.437918,1.472,11.965918
2007-06-20,OHA,Lake Ohau,37.242,0.555,2.592,2.037,0.884,1.153
2007-06-20,PKI,Lake Pukaki,1230.101,-7.344,2.706307,10.050307,0.0,10.050307
2007-06-20,TAU,Lake Te Anau,481.76,-18.417,5.180717,23.597717,24.975,-1.377283
2007-06-20,TKA,Lake Tekapo,395.308,-6.588,2.963693,9.551693,0.0,9.551693
2007-06-20,TPO,Lake Taupo,346.71,-2.214,13.582858,15.796858,19.647,-3.850142
2007-06-20,WKA,Lake Waikaremoana,36.156,1.52,1.591315,0.071315,0.0,0.071315
2007-06-21,HWE,Lake Hawea,480.489,-13.109,5.685984,18.794984,16.797,1.997984
2007-06-21,MAN,Lake Manapouri,262.686,-11.74,3.527107,15.267107,1.339,13.928107
2007-06-21,OHA,Lake Ohau,38.664,1.422,4.0608,2.6388,0.949,1.6898
2007-06-21,PKI,Lake Pukaki,1221.868,-8.233,5.908982,14.141982,0.0,14.141982
2007-06-21,TAU,Lake Te Anau,462.359,-19.401,6.423062,25.824062,24.369,1.455062
2007-06-21,TKA,Lake Tekapo,390.455,-4.853,4.389293,9.242293,0.0,9.242293
2007-06-21,TPO,Lake Taupo,341.522,-5.188,12.003034,17.191034,19.381,-2.189966
2007-06-21,WKA,Lake Waikaremoana,37.573,1.417,2.679091,1.262091,0.0,1.262091
2007-06-22,HWE,Lake Hawea,468.506,-11.983,2.621981,14.604981,16.731,-2.126019
2007-06-22,MAN,Lake Manapouri,249.859,-12.827,6.062515,18.889515,1.301,17.588515
2007-06-22,OHA,Lake Ohau,39.862,1.198,3.1968,1.9988,0.964,1.0348
2007-06-22,PKI,Lake Pukaki,1219.057,-2.811,2.901917,5.712917,0.0,5.712917
2007-06-22,TAU,Lake Te Anau,448.545,-13.814,11.777962,25.591962,22.677,2.914962
2007-06-22,TKA,Lake Tekapo,387.694,-2.761,2.950819,5.711819,0.0,5.711819
2007-06-22,TPO,Lake Taupo,344.034,2.512,18.322243,15.810243,12.212,3.598243
2007-06-22,WKA,Lake Waikaremoana,39.354,1.781,2.410387,0.629387,0.0,0.629387
2007-06-23,HWE,Lake Hawea,454.33,-14.176,2.12665,16.30265,16.651,-0.34835
2007-06-23,MAN,Lake Manapouri,241.141,-8.718,5.344877,14.062877,1.427,12.635877
2007-06-23,OHA,Lake Ohau,38.852,-1.01,2.16,3.17,0.961,2.209
2007-06-23,PKI,Lake Pukaki,1216.651,-2.406,3.049402,5.455402,0.0,5.455402
2007-06-23,TAU,Lake Te Anau,434.924,-13.621,7.171805,20.792805,22.65,-1.857195
2007-06-23,TKA,Lake Tekapo,383.634,-4.06,2.826749,6.886749,0.0,6.886749
2007-06-23,TPO,Lake Taupo,351.749,7.715,14.436662,6.721662,7.716,-0.994338
2007-06-23,WKA,Lake Waikaremoana,40.925,1.571,1.685491,0.114491,0.0,0.114491
2007-06-24,HWE,Lake Hawea,440.125,-14.205,2.22169,16.42669,16.578,-0.15131
2007-06-24,MAN,Lake Manapouri,234.496,-6.645,8.793878,15.438878,1.405,14.033878
2007-06-24,OHA,Lake Ohau,38.306,-0.546,3.1968,3.7428,0.957,2.7858
2007-06-24,PKI,Lake Pukaki,1213.26,-3.391,2.737757,6.128757,0.0,6.128757
2007-06-24,TAU,Lake Te Anau,419.702,-15.222,6.123427,21.345427,22.621,-1.275573
2007-06-24,TKA,Lake Tekapo,381.327,-2.307,2.048371,4.355371,0.0,4.355371
2007-06-24,TPO,Lake Taupo,357.937,6.188,12.080189,5.892189,7.192,-1.299811
2007-06-24,WKA,Lake Waikaremoana,41.868,0.943,1.197158,0.254158,0.0,0.254158
2007-06-25,HWE,Lake Hawea,424.667,-15.458,0.588125,16.046125,16.519,-0.472875
2007-06-25,MAN,Lake Manapouri,231.1,-3.396,9.616752,13.012752,1.726,11.286752
2007-06-25,OHA,Lake Ohau,37.868,-0.438,1.9872,2.4252,0.949,1.4762
2007-06-25,PKI,Lake Pukaki,1206.913,-6.347,2.326147,8.673147,0.0,8.673147
2007-06-25,TAU,Lake Te Anau,400.56,-19.142,3.500064,22.642064,22.168,0.474064
2007-06-25,TKA,Lake Tekapo,378.354,-2.973,2.60807,5.58107,0.0,5.58107
2007-06-25,TPO,Lake Taupo,357.942,0.005,10.069056,10.064056,14.957,-4.892944
2007-06-25,WKA,Lake Waikaremoana,42.025,0.157,0.75721,0.60021,0.0,0.60021
2007-06-26,HWE,Lake Hawea,410.181,-14.486,2.723069,17.209069,16.604,0.605069
2007-06-26,MAN,Lake Manapouri,223.654,-7.446,4.647542,12.093542,1.687,10.406542
2007-06-26,OHA,Lake Ohau,37.911,0.043,2.3328,2.2898,0.947,1.3428
2007-06-26,PKI,Lake Pukaki,1193.3,-13.613,1.564013,15.177013,0.0,15.177013
2007-06-26,TAU,Lake Te Anau,384.919,-15.641,5.98009,21.62109,21.102,0.51909
2007-06-26,TKA,Lake Tekapo,372.027,-6.327,2.651875,8.978875,0.0,8.978875
2007-06-26,TPO,Lake Taupo,351.677,-6.265,10.129795,16.394795,17.462,-1.067205
2007-06-26,WKA,Lake Waikaremoana,42.499,0.474,0.846806,0.372806,0.0,0.372806
2007-06-27,HWE,Lake Hawea,395.417,-14.764,1.505174,16.269174,16.813,-0.543826
2007-06-27,MAN,Lake Manapouri,213.082,-10.572,1.797984,12.369984,1.507,10.862984
2007-06-27,OHA,Lake Ohau,37.655,-0.256,2.2464,2.5024,0.941,1.5614
2007-06-27,PKI,Lake Pukaki,1178.562,-14.738,1.424563,16.162563,0.0,16.162563
2007-06-27,TAU,Lake Te Anau,369.563,-15.356,4.860432,20.216432,20.684,-0.467568
2007-06-27,TKA,Lake Tekapo,366.898,-5.129,2.42568,7.55468,0.0,7.55468
2007-06-27,TPO,Lake Taupo,337.392,-14.285,9.507974,23.792974,21.007,2.785974
2007-06-27,WKA,Lake Waikaremoana,42.655,0.156,0.699667,0.543667,0.0,0.543667
2007-06-28,HWE,Lake Hawea,380.341,-15.076,2.096842,17.172842,16.793,0.379842
2007-06-28,MAN,Lake Manapouri,200.611,-12.471,3.869856,16.340856,1.406,14.934856
2007-06-28,OHA,Lake Ohau,35.948,-1.707,1.9872,3.6942,0.923,2.7712
2007-06-28,PKI,Lake Pukaki,1164.32,-14.242,2.016144,16.258144,0.0,16.258144
2007-06-28,TAU,Lake Te Anau,354.868,-14.695,5.827248,20.522248,19.42,1.102248
2007-06-28,TKA,Lake Tekapo,363.428,-3.47,2.011651,5.481651,0.0,5.481651
2007-06-28,TPO,Lake Taupo,326.01,-11.382,7.345901,18.727901,20.898,-2.170099
2007-06-28,WKA,Lake Waikaremoana,42.812,0.157,0.863395,0.706395,0.0,0.706395
2007-06-29,HWE,Lake Hawea,367.624,-12.717,8.40888,21.12588,16.795,4.33088
2007-06-29,MAN,Lake Manapouri,188.357,-12.254,5.492621,17.746621,1.446,16.300621
2007-06-29,OHA,Lake Ohau,30.441,-5.507,4.752,10.259,0.896,9.363
2007-06-29,PKI,Lake Pukaki,1158.808,-5.512,9.521021,15.033021,0.0,15.033021
2007-06-29,TAU,Lake Te Anau,342.702,-12.166,11.599546,23.765546,19.467,4.298546
2007-06-29,TKA,Lake Tekapo,361.472,-1.956,5.09665,7.05265,0.0,7.05265
2007-06-29,TPO,Lake Taupo,316.545,-9.465,13.222483,22.687483,20.554,2.133483
2007-06-29,WKA,Lake Waikaremoana,42.918,0.106,0.918346,0.812346,0.0,0.812346
2007-06-30,HWE,Lake Hawea,373.018,5.394,26.4384,21.0444,10.854,10.1904
2007-06-30,MAN,Lake Manapouri,186.38,-1.977,15.248218,17.225218,3.277,13.948218
2007-06-30,OHA,Lake Ohau,31.203,0.762,15.2928,14.5308,0.896,13.6348
2007-06-30,PKI,Lake Pukaki,1169.493,10.685,13.748746,3.063746,0.0,3.063746
2007-06-30,TAU,Lake Te Anau,359.331,16.629,52.567661,35.938661,19.47,16.468661
2007-06-30,TKA,Lake Tekapo,363.4,1.928,13.574995,11.646995,0.0,11.646995
2007-06-30,TPO,Lake Taupo,328.914,12.369,37.421741,25.052741,6.872,18.180741
2007-06-30,WKA,Lake Waikaremoana,43.125,0.207,1.190592,0.983592,0.0,0.983592
2007-07-01,HWE,Lake Hawea,393.632,20.614,25.672464,5.058464,1.09,3.968464
2007-07-01,MAN,Lake Manapouri,207.761,21.381,35.843731,14.462731,7.289,7.173731
2007-07-01,OHA,Lake Ohau,38.678,7.475,19.6128,12.1378,0.917,11.2208
2007-07-01,PKI,Lake Pukaki,1186.507,17.014,12.054182,-4.959818,0.0,-4.959818
2007-07-01,TAU,Lake Te Anau,399.834,40.503,72.022003,31.519003,19.568,11.951003
2007-07-01,TKA,Lake Tekapo,370.325,6.925,15.447283,8.522283,0.0,8.522283
2007-07-01,TPO,Lake Taupo,353.814,24.9,27.604022,2.704022,8.052,-5.347978
2007-07-01,WKA,Lake Waikaremoana,43.861,0.736,1.962317,1.226317,0.0,1.226317
2007-07-02,HWE,Lake Hawea,410.348,16.716,11.504765,-5.211235,1.052,-6.263235
2007-07-02,MAN,Lake Manapouri,225.378,17.617,16.679693,-0.937307,7.492,-8.429307
2007-07-02,OHA,Lake Ohau,42.416,3.738,11.1456,7.4076,0.926,6.4816
2007-07-02,PKI,Lake Pukaki,1205.531,19.024,11.589091,-7.434909,0.0,-7.434909
