date,site_code,reservoir,storage_mm3,storage_change_mm3_day,headwater_inflow_mm3_day,implied_total_outflow_mm3_day,hmd_spill_release_mm3_day,residual_controlled_release_mm3_day
1986-03-27,PKI,Lake Pukaki,2335.443,-1.611,7.460381,9.071381,0.0,9.071381
1986-03-27,TAU,Lake Te Anau,592.512,-17.708,12.033101,29.741101,37.462,-7.720899
1986-03-27,TKA,Lake Tekapo,559.806,-1.312,6.57936,7.89136,6.283,1.60836
1986-03-27,TPO,Lake Taupo,659.386,-8.021,5.393606,13.414606,12.179,1.235606
1986-03-27,WKA,Lake Waikaremoana,64.403,0.102,0.215395,0.113395,0.0,0.113395
1986-03-28,HWE,Lake Hawea,1111.372,2.832,3.542832,0.710832,0.799,-0.088168
1986-03-28,MAN,Lake Manapouri,274.322,16.504,21.179405,4.675405,0.0,4.675405
1986-03-28,OHA,Lake Ohau,21.996,0.816,5.9616,5.1456,0.0,5.1456
1986-03-28,PKI,Lake Pukaki,2332.862,-2.581,8.97264,11.55364,0.0,11.55364
1986-03-28,TAU,Lake Te Anau,582.194,-10.318,35.908099,46.226099,36.831,9.395099
1986-03-28,TKA,Lake Tekapo,560.238,0.432,3.771014,3.339014,4.634,-1.294986
1986-03-28,TPO,Lake Taupo,657.785,-1.601,7.029504,8.630504,7.68,0.950504
1986-03-28,WKA,Lake Waikaremoana,64.403,0.0,0.423792,0.423792,0.0,0.423792
1986-03-29,HWE,Lake Hawea,1113.786,2.414,1.813363,-0.600637,0.78,-1.380637
1986-03-29,MAN,Lake Manapouri,288.456,14.134,8.254051,-5.879949,0.0,-5.879949
1986-03-29,OHA,Lake Ohau,21.723,-0.273,6.6528,6.9258,0.0,6.9258
1986-03-29,PKI,Lake Pukaki,2334.221,1.359,9.550829,8.191829,0.0,8.191829
1986-03-29,TAU,Lake Te Anau,566.988,-15.206,11.724998,26.930998,36.062,-9.131002
1986-03-29,TKA,Lake Tekapo,560.458,0.22,7.237123,7.017123,4.998,2.019123
1986-03-29,TPO,Lake Taupo,659.54,1.755,5.066755,3.311755,7.61,-4.298245
1986-03-29,WKA,Lake Waikaremoana,63.2,-1.203,0.20857,1.41157,0.0,1.41157
1986-03-30,HWE,Lake Hawea,1116.233,2.447,3.288125,0.841125,0.77,0.071125
1986-03-30,MAN,Lake Manapouri,295.205,6.749,5.457542,-1.291458,0.0,-1.291458
1986-03-30,OHA,Lake Ohau,20.629,-1.094,5.4432,6.5372,0.0,6.5372
1986-03-30,PKI,Lake Pukaki,2337.032,2.811,10.168502,7.357502,0.0,7.357502
1986-03-30,TAU,Lake Te Anau,543.162,-23.826,11.932186,35.758186,34.906,0.852186
1986-03-30,TKA,Lake Tekapo,561.342,0.884,6.732806,5.848806,7.052,-1.203194
1986-03-30,TPO,Lake Taupo,655.569,-3.971,3.55104,7.52204,7.634,-0.11196
1986-03-30,WKA,Lake Waikaremoana,62.359,-0.841,0.000173,0.841173,0.0,0.841173
1986-03-31,HWE,Lake Hawea,1117.745,1.512,2.698099,1.186099,0.765,0.421099
1986-03-31,MAN,Lake Manapouri,299.411,4.206,5.27999,1.07399,0.0,1.07399
1986-03-31,OHA,Lake Ohau,21.87,1.241,4.9248,3.6838,0.0,3.6838
1986-03-31,PKI,Lake Pukaki,2337.208,0.176,10.19088,10.01488,0.0,10.01488
1986-03-31,TAU,Lake Te Anau,518.568,-24.594,9.501408,34.095408,33.696,0.399408
1986-03-31,TKA,Lake Tekapo,751.575,190.233,6.389539,-183.843461,5.889,-189.732461
1986-03-31,TPO,Lake Taupo,652.671,-2.898,5.737478,8.635478,12.185,-3.549522
1986-03-31,WKA,Lake Waikaremoana,61.838,-0.521,0.073613,0.594613,0.0,0.594613
1986-04-01,HWE,Lake Hawea,1119.956,2.211,2.793485,0.582485,1.157,-0.574515
1986-04-01,MAN,Lake Manapouri,300.918,1.507,5.217005,3.710005,0.0,3.710005
1986-04-01,OHA,Lake Ohau,22.963,1.093,3.9744,2.8814,0.0,2.8814
1986-04-01,PKI,Lake Pukaki,2334.734,-2.474,8.071747,10.545747,0.0,10.545747
1986-04-01,TAU,Lake Te Anau,497.143,-21.425,14.403917,35.828917,32.685,3.143917
1986-04-01,TKA,Lake Tekapo,752.161,0.586,4.812912,4.226912,5.201,-0.974088
1986-04-01,TPO,Lake Taupo,640.682,-11.989,4.084301,16.073301,10.828,5.245301
1986-04-01,WKA,Lake Waikaremoana,62.097,0.259,0.465955,0.206955,0.0,0.206955
1986-04-02,HWE,Lake Hawea,1120.835,0.879,1.70329,0.82429,1.593,-0.76871
1986-04-02,MAN,Lake Manapouri,300.901,-0.017,3.679258,3.696258,0.0,3.696258
1986-04-02,OHA,Lake Ohau,20.049,-2.914,4.752,7.666,0.0,7.666
1986-04-02,PKI,Lake Pukaki,2332.541,-2.193,7.156858,9.349858,0.0,9.349858
1986-04-02,TAU,Lake Te Anau,471.995,-25.148,1.602893,26.750893,31.435,-4.684107
1986-04-02,TKA,Lake Tekapo,751.96,-0.201,5.067878,5.268878,6.003,-0.734122
1986-04-02,TPO,Lake Taupo,633.732,-6.95,5.095526,12.045526,8.704,3.341526
1986-04-02,WKA,Lake Waikaremoana,62.413,0.316,0.641866,0.325866,0.0,0.325866
1986-04-03,HWE,Lake Hawea,1121.975,1.14,4.974221,3.834221,1.583,2.251221
1986-04-03,MAN,Lake Manapouri,300.047,-0.854,5.118163,5.972163,0.0,5.972163
1986-04-03,OHA,Lake Ohau,20.281,0.232,4.32,4.088,0.0,4.088
1986-04-03,PKI,Lake Pukaki,2326.112,-6.429,7.531315,13.960315,0.0,13.960315
1986-04-03,TAU,Lake Te Anau,448.787,-23.208,12.625459,35.833459,30.336,5.497459
1986-04-03,TKA,Lake Tekapo,750.357,-1.603,5.506186,7.109186,8.398,-1.288814
1986-04-03,TPO,Lake Taupo,640.067,6.335,3.97656,-2.35844,8.193,-10.55144
1986-04-03,WKA,Lake Waikaremoana,61.994,-0.419,0.249782,0.668782,0.0,0.668782
1986-04-04,HWE,Lake Hawea,1123.972,1.997,1.595376,-0.401624,2.006,-2.407624
1986-04-04,MAN,Lake Manapouri,305.943,5.896,11.095229,5.199229,0.0,5.199229
1986-04-04,OHA,Lake Ohau,21.214,0.933,3.888,2.955,0.0,2.955
1986-04-04,PKI,Lake Pukaki,2320.061,-6.051,4.119552,10.170552,0.0,10.170552
1986-04-04,TAU,Lake Te Anau,429.972,-18.815,7.304947,26.119947,29.481,-3.361053
1986-04-04,TKA,Lake Tekapo,745.651,-4.706,4.350413,9.056413,10.001,-0.944587
1986-04-04,TPO,Lake Taupo,633.958,-6.109,2.540246,8.649246,7.528,1.121246
1986-04-04,WKA,Lake Waikaremoana,61.994,0.0,0.034387,0.034387,0.0,0.034387
1986-04-05,HWE,Lake Hawea,1124.008,0.036,3.985114,3.949114,2.854,1.095114
1986-04-05,MAN,Lake Manapouri,312.858,6.915,22.952592,16.037592,0.0,16.037592
1986-04-05,OHA,Lake Ohau,22.0,0.786,4.752,3.966,0.0,3.966
1986-04-05,PKI,Lake Pukaki,2317.418,-2.643,10.261555,12.904555,0.0,12.904555
1986-04-05,TAU,Lake Te Anau,414.465,-15.507,42.055718,57.562718,28.68,28.882718
1986-04-05,TKA,Lake Tekapo,740.678,-4.973,6.396624,11.369624,9.965,1.404624
1986-04-05,TPO,Lake Taupo,631.284,-2.674,9.622368,12.296368,8.043,4.253368
1986-04-05,WKA,Lake Waikaremoana,61.678,-0.316,0.478483,0.794483,0.0,0.794483
1986-04-06,HWE,Lake Hawea,1134.48,10.472,21.141302,10.669302,10.796,-0.126698
1986-04-06,MAN,Lake Manapouri,344.253,31.395,34.931606,3.536606,0.0,3.536606
1986-04-06,OHA,Lake Ohau,32.454,10.454,28.944,18.49,0.049,18.441
1986-04-06,PKI,Lake Pukaki,2332.01,14.592,27.441677,12.849677,0.0,12.849677
1986-04-06,TAU,Lake Te Anau,460.796,46.331,62.421754,16.090754,20.182,-4.091246
1986-04-06,TKA,Lake Tekapo,744.841,4.163,16.469136,12.306136,3.79,8.516136
1986-04-06,TPO,Lake Taupo,637.011,5.727,9.356515,3.629515,8.061,-4.431485
1986-04-06,WKA,Lake Waikaremoana,61.364,-0.314,0.444787,0.758787,0.0,0.758787
1986-04-07,HWE,Lake Hawea,1131.182,-3.298,9.768038,13.066038,16.181,-3.114962
1986-04-07,MAN,Lake Manapouri,347.057,2.804,14.62657,11.82257,0.011,11.81157
1986-04-07,OHA,Lake Ohau,35.47,3.016,10.8,7.784,0.029,7.755
1986-04-07,PKI,Lake Pukaki,2358.905,26.895,28.629245,1.734245,0.0,1.734245
1986-04-07,TAU,Lake Te Anau,483.656,22.86,25.69968,2.83968,11.972,-9.13232
1986-04-07,TKA,Lake Tekapo,761.265,16.424,13.250563,-3.173437,3.194,-6.367437
1986-04-07,TPO,Lake Taupo,635.181,-1.83,6.833203,8.663203,8.198,0.465203
1986-04-07,WKA,Lake Waikaremoana,61.47,0.106,0.017107,-0.088893,0.0,-0.088893
1986-04-08,HWE,Lake Hawea,1123.447,-7.735,0.888624,8.623624,7.618,1.005624
1986-04-08,MAN,Lake Manapouri,342.528,-4.529,9.40585,13.93485,0.069,13.86585
1986-04-08,OHA,Lake Ohau,27.379,-8.091,7.4304,15.5214,0.0,15.5214
1986-04-08,PKI,Lake Pukaki,2374.213,15.308,19.823011,4.515011,0.0,4.515011
1986-04-08,TAU,Lake Te Anau,492.389,8.733,17.671219,8.938219,12.039,-3.100781
1986-04-08,TKA,Lake Tekapo,770.78,9.515,7.965302,-1.549698,0.034,-1.583698
1986-04-08,TPO,Lake Taupo,634.109,-1.072,4.893091,5.965091,8.784,-2.818909
1986-04-08,WKA,Lake Waikaremoana,60.996,-0.474,0.016675,0.490675,0.0,0.490675
1986-04-09,HWE,Lake Hawea,1123.279,-0.168,7.078925,7.246925,4.453,2.793925
1986-04-09,MAN,Lake Manapouri,337.233,-5.295,26.721965,32.016965,0.067,31.949965
1986-04-09,OHA,Lake Ohau,21.367,-6.012,8.5536,14.5656,0.0,14.5656
1986-04-09,PKI,Lake Pukaki,2379.709,5.496,18.405446,12.909446,0.0,12.909446
1986-04-09,TAU,Lake Te Anau,512.386,19.997,56.76912,36.77212,12.065,24.70712
1986-04-09,TKA,Lake Tekapo,778.912,8.132,8.188214,0.056214,3.089,-3.032786
1986-04-09,TPO,Lake Taupo,635.333,1.224,5.731171,4.507171,11.141,-6.633829
1986-04-09,WKA,Lake Waikaremoana,60.996,0.0,0.359597,0.359597,0.0,0.359597
1986-04-10,HWE,Lake Hawea,1124.888,1.609,4.969123,3.360123,5.987,-2.626877
1986-04-10,MAN,Lake Manapouri,339.742,2.509,17.045424,14.536424,1.265,13.271424
1986-04-10,OHA,Lake Ohau,19.878,-1.489,8.7264,10.2154,0.0,10.2154
1986-04-10,PKI,Lake Pukaki,2383.863,4.154,14.075251,9.921251,0.0,9.921251
1986-04-10,TAU,Lake Te Anau,547.609,35.223,26.26249,-8.96051,12.182,-21.14251
1986-04-10,TKA,Lake Tekapo,782.019,3.107,7.19496,4.08796,5.226,-1.13804
1986-04-10,TPO,Lake Taupo,626.707,-8.626,4.134931,12.760931,11.822,0.938931
1986-04-10,WKA,Lake Waikaremoana,60.526,-0.47,0.360029,0.830029,0.0,0.830029
1986-04-11,HWE,Lake Hawea,1121.861,-3.027,4.361126,7.388126,7.081,0.307126
1986-04-11,MAN,Lake Manapouri,326.409,-13.333,8.518867,21.851867,5.6,16.251867
1986-04-11,OHA,Lake Ohau,20.414,0.536,6.6528,6.1168,0.0,6.1168
1986-04-11,PKI,Lake Pukaki,2385.279,1.416,11.323757,9.907757,0.0,9.907757
1986-04-11,TAU,Lake Te Anau,556.869,9.26,18.064771,8.804771,12.081,-3.276229
1986-04-11,TKA,Lake Tekapo,783.163,1.144,7.468934,6.324934,8.418,-2.093066
1986-04-11,TPO,Lake Taupo,622.348,-4.359,6.27264,10.63164,10.598,0.03364
1986-04-11,WKA,Lake Waikaremoana,59.896,-0.63,0.000691,0.630691,0.0,0.630691
1986-04-12,HWE,Lake Hawea,1120.024,-1.837,4.516474,6.353474,6.597,-0.243526
1986-04-12,MAN,Lake Manapouri,319.712,-6.697,19.996243,26.693243,0.057,26.636243
1986-04-12,OHA,Lake Ohau,20.792,0.378,5.616,5.238,0.0,5.238
1986-04-12,PKI,Lake Pukaki,2385.164,-0.115,11.08607,11.20107,0.0,11.20107
1986-04-12,TAU,Lake Te Anau,572.005,15.136,42.001286,26.865286,12.081,14.784286
1986-04-12,TKA,Lake Tekapo,781.813,-1.35,6.5124,7.8624,8.469,-0.6066
1986-04-12,TPO,Lake Taupo,619.215,-3.133,4.465152,7.598152,8.707,-1.108848
1986-04-12,WKA,Lake Waikaremoana,59.95,0.054,0.000605,-0.053395,0.0,-0.053395
1986-04-13,HWE,Lake Hawea,1117.773,-2.251,4.010429,6.261429,7.023,-0.761571
1986-04-13,MAN,Lake Manapouri,327.732,8.02,22.727088,14.707088,6.439,8.268088
1986-04-13,OHA,Lake Ohau,20.573,-0.219,7.344,7.563,0.0,7.563
1986-04-13,PKI,Lake Pukaki,2383.717,-1.447,9.955008,11.402008,0.0,11.402008
1986-04-13,TAU,Lake Te Anau,603.114,31.109,35.880538,4.771538,12.297,-7.525462
1986-04-13,TKA,Lake Tekapo,780.417,-1.396,6.847546,8.243546,8.456,-0.212454
1986-04-13,TPO,Lake Taupo,612.111,-7.104,3.33936,10.44336,8.707,1.73636
1986-04-13,WKA,Lake Waikaremoana,59.583,-0.367,0.000518,0.367518,0.0,0.367518
1986-04-14,HWE,Lake Hawea,1115.394,-2.379,4.860346,7.239346,7.015,0.224346
1986-04-14,MAN,Lake Manapouri,323.439,-4.293,11.354256,15.647256,7.217,8.430256
1986-04-14,OHA,Lake Ohau,20.238,-0.335,6.1344,6.4694,0.0,6.4694
1986-04-14,PKI,Lake Pukaki,2383.005,-0.712,8.584186,9.296186,0.0,9.296186
1986-04-14,TAU,Lake Te Anau,617.874,14.76,21.658666,6.898666,12.383,-5.484334
1986-04-14,TKA,Lake Tekapo,778.509,-1.908,6.494256,8.402256,8.446,-0.043744
1986-04-14,TPO,Lake Taupo,607.219,-4.892,2.78113,7.67313,8.671,-0.99787
1986-04-14,WKA,Lake Waikaremoana,58.796,-0.787,0.000432,0.787432,0.0,0.787432
1986-04-15,HWE,Lake Hawea,1112.634,-2.76,3.594931,6.354931,5.608,0.746931
1986-04-15,MAN,Lake Manapouri,315.47,-7.969,10.936598,18.905598,5.811,13.094598
1986-04-15,OHA,Lake Ohau,22.047,1.809,5.2704,3.4614,0.0,3.4614
1986-04-15,PKI,Lake Pukaki,2378.338,-4.667,7.203514,11.870514,0.0,11.870514
1986-04-15,TAU,Lake Te Anau,624.432,6.558,17.293046,10.735046,12.426,-1.690954
1986-04-15,TKA,Lake Tekapo,776.014,-2.495,5.615827,8.110827,8.434,-0.323173
1986-04-15,TPO,Lake Taupo,597.376,-9.843,2.00016,11.84316,9.632,2.21116
1986-04-15,WKA,Lake Waikaremoana,58.377,-0.419,0.000346,0.419346,0.0,0.419346
1986-04-16,HWE,Lake Hawea,1111.299,-1.335,3.305232,4.640232,4.462,0.178232
1986-04-16,MAN,Lake Manapouri,301.11,-14.36,7.493731,21.853731,2.745,19.108731
1986-04-16,OHA,Lake Ohau,21.011,-1.036,4.8384,5.8744,0.0,5.8744
1986-04-16,PKI,Lake Pukaki,2374.918,-3.42,6.976368,10.396368,0.0,10.396368
1986-04-16,TAU,Lake Te Anau,627.225,2.793,12.834634,10.041634,12.545,-2.503366
1986-04-16,TKA,Lake Tekapo,773.256,-2.758,5.913475,8.671475,8.586,0.085475
1986-04-16,TPO,Lake Taupo,595.546,-1.83,8.544701,10.374701,11.279,-0.904299
1986-04-16,WKA,Lake Waikaremoana,58.22,-0.157,0.000259,0.157259,0.0,0.157259
1986-04-17,HWE,Lake Hawea,1109.924,-1.375,3.110918,4.485918,4.458,0.027918
1986-04-17,MAN,Lake Manapouri,288.22,-12.89,7.924349,20.814349,0.057,20.757349
1986-04-17,OHA,Lake Ohau,20.969,-0.042,4.5792,4.6212,0.0,4.6212
1986-04-17,PKI,Lake Pukaki,2370.846,-4.072,6.687187,10.759187,0.0,10.759187
1986-04-17,TAU,Lake Te Anau,624.652,-2.573,10.343808,12.916808,16.145,-3.228192
1986-04-17,TKA,Lake Tekapo,770.531,-2.725,5.439917,8.164917,7.431,0.733917
1986-04-17,TPO,Lake Taupo,593.407,-2.139,6.340205,8.479205,11.179,-2.699795
1986-04-17,WKA,Lake Waikaremoana,58.063,-0.157,0.000173,0.157173,0.0,0.157173
1986-04-18,HWE,Lake Hawea,1108.257,-1.667,3.086294,4.753294,4.452,0.301294
1986-04-18,MAN,Lake Manapouri,283.805,-4.415,9.502272,13.917272,0.059,13.858272
1986-04-18,OHA,Lake Ohau,21.69,0.721,4.4064,3.6854,0.0,3.6854
1986-04-18,PKI,Lake Pukaki,2364.203,-6.643,5.833555,12.476555,0.0,12.476555
1986-04-18,TAU,Lake Te Anau,618.604,-6.048,10.411286,16.459286,16.094,0.365286
1986-04-18,TKA,Lake Tekapo,767.642,-2.889,4.873824,7.762824,8.452,-0.689176
1986-04-18,TPO,Lake Taupo,585.382,-8.025,4.483037,12.508037,9.698,2.810037
1986-04-18,WKA,Lake Waikaremoana,57.644,-0.419,8.6e-05,0.419086,0.0,0.419086
1986-04-19,HWE,Lake Hawea,1106.933,-1.324,2.694816,4.018816,4.453,-0.434184
1986-04-19,MAN,Lake Manapouri,285.39,1.585,6.685286,5.100286,0.058,5.042286
1986-04-19,OHA,Lake Ohau,22.224,0.534,4.1472,3.6132,0.0,3.6132
1986-04-19,PKI,Lake Pukaki,2355.594,-8.609,6.158765,14.767765,0.0,14.767765
1986-04-19,TAU,Lake Te Anau,611.762,-6.842,10.261382,17.103382,16.025,1.078382
1986-04-19,TKA,Lake Tekapo,764.296,-3.346,5.467219,8.813219,8.436,0.377219
1986-04-19,TPO,Lake Taupo,585.156,-0.226,12.702269,12.928269,10.563,2.365269
1986-04-19,WKA,Lake Waikaremoana,57.276,-0.368,0.0,0.368,0.0,0.368
1986-04-20,HWE,Lake Hawea,1106.564,-0.369,5.457024,5.826024,4.46,1.366024
1986-04-20,MAN,Lake Manapouri,283.736,-1.654,10.856592,12.510592,0.057,12.453592
1986-04-20,OHA,Lake Ohau,22.37,0.146,3.9744,3.8284,0.0,3.8284
1986-04-20,PKI,Lake Pukaki,2347.249,-8.345,6.83424,15.17924,0.0,15.17924
1986-04-20,TAU,Lake Te Anau,608.287,-3.475,18.104688,21.579688,15.993,5.586688
1986-04-20,TKA,Lake Tekapo,762.775,-1.521,4.790534,6.311534,5.083,1.228534
1986-04-20,TPO,Lake Taupo,584.009,-1.147,8.750765,9.897765,9.615,0.282765
1986-04-20,WKA,Lake Waikaremoana,57.12,-0.156,0.044064,0.200064,0.0,0.200064
1986-04-21,HWE,Lake Hawea,1105.248,-1.316,2.92896,4.24496,4.015,0.22996
1986-04-21,MAN,Lake Manapouri,283.814,0.078,16.168378,16.090378,0.059,16.031378
1986-04-21,OHA,Lake Ohau,21.736,-0.634,5.184,5.818,0.0,5.818
1986-04-21,PKI,Lake Pukaki,2336.791,-10.458,4.69368,15.15168,0.0,15.15168
1986-04-21,TAU,Lake Te Anau,619.195,10.908,31.568054,20.660054,16.08,4.580054
1986-04-21,TKA,Lake Tekapo,760.735,-2.04,4.075661,6.115661,7.893,-1.777339
1986-04-21,TPO,Lake Taupo,579.499,-4.51,6.798816,11.308816,11.213,0.095816
1986-04-21,WKA,Lake Waikaremoana,56.963,-0.157,0.173405,0.330405,0.0,0.330405
1986-04-22,HWE,Lake Hawea,1106.031,0.783,3.131222,2.348222,3.646,-1.297778
1986-04-22,MAN,Lake Manapouri,280.583,-3.231,14.508979,17.739979,0.061,17.678979
1986-04-22,OHA,Lake Ohau,21.688,-0.048,5.0976,5.1456,0.0,5.1456
1986-04-22,PKI,Lake Pukaki,2333.111,-3.68,6.914333,10.594333,0.0,10.594333
1986-04-22,TAU,Lake Te Anau,636.2,17.005,29.265494,12.260494,16.242,-3.981506
1986-04-22,TKA,Lake Tekapo,756.233,-4.502,6.619795,11.121795,9.912,1.209795
1986-04-22,TPO,Lake Taupo,581.562,2.063,7.816435,5.753435,10.434,-4.680565
1986-04-22,WKA,Lake Waikaremoana,56.701,-0.262,0.173578,0.435578,0.0,0.435578
1986-04-23,HWE,Lake Hawea,1105.189,-0.842,3.490819,4.332819,3.643,0.689819
1986-04-23,MAN,Lake Manapouri,274.504,-6.079,10.350461,16.429461,0.061,16.368461
1986-04-23,OHA,Lake Ohau,21.044,-0.644,4.2336,4.8776,0.0,4.8776
1986-04-23,PKI,Lake Pukaki,2329.688,-3.423,6.238426,9.661426,0.0,9.661426
1986-04-23,TAU,Lake Te Anau,643.924,7.724,22.792406,15.068406,15.048,0.020406
1986-04-23,TKA,Lake Tekapo,752.413,-3.82,6.07297,9.89297,9.952,-0.05903
1986-04-23,TPO,Lake Taupo,578.816,-2.746,7.116163,9.862163,10.482,-0.619837
1986-04-23,WKA,Lake Waikaremoana,56.176,-0.525,0.044323,0.569323,0.0,0.569323
1986-04-24,HWE,Lake Hawea,1104.779,-0.41,2.499466,2.909466,3.641,-0.731534
1986-04-24,MAN,Lake Manapouri,279.259,4.755,33.41736,28.66236,0.061,28.60136
1986-04-24,OHA,Lake Ohau,22.124,1.08,4.6656,3.5856,0.0,3.5856
1986-04-24,PKI,Lake Pukaki,2323.928,-5.76,6.786547,12.546547,0.0,12.546547
1986-04-24,TAU,Lake Te Anau,670.457,26.533,50.922864,24.389864,13.611,10.778864
1986-04-24,TKA,Lake Tekapo,748.063,-4.35,6.218726,10.568726,9.972,0.596726
1986-04-24,TPO,Lake Taupo,578.126,-0.69,7.500211,8.190211,7.426,0.764211
1986-04-24,WKA,Lake Waikaremoana,55.863,-0.313,8.6e-05,0.313086,0.0,0.313086
1986-04-25,HWE,Lake Hawea,1104.251,-0.528,4.36968,4.89768,3.639,1.25868
1986-04-25,MAN,Lake Manapouri,282.238,2.979,18.843235,15.864235,0.061,15.803235
1986-04-25,OHA,Lake Ohau,21.883,-0.241,3.8016,4.0426,0.0,4.0426
1986-04-25,PKI,Lake Pukaki,2322.573,-1.355,8.842608,10.197608,0.0,10.197608
1986-04-25,TAU,Lake Te Anau,698.328,27.871,38.772432,10.901432,13.78,-2.878568
1986-04-25,TKA,Lake Tekapo,744.445,-3.618,6.885821,10.503821,9.924,0.579821
1986-04-25,TPO,Lake Taupo,581.03,2.904,8.604317,5.700317,5.27,0.430317
1986-04-25,WKA,Lake Waikaremoana,55.495,-0.368,0.044496,0.412496,0.0,0.412496
1986-04-26,HWE,Lake Hawea,1107.793,3.542,9.816941,6.274941,3.642,2.632941
1986-04-26,MAN,Lake Manapouri,280.078,-2.16,16.254086,18.414086,0.059,18.355086
1986-04-26,OHA,Lake Ohau,17.601,-4.282,9.8496,14.1316,0.0,14.1316
1986-04-26,PKI,Lake Pukaki,2335.307,12.734,12.105418,-0.628582,0.0,-0.628582
1986-04-26,TAU,Lake Te Anau,727.283,28.955,48.145536,19.190536,13.506,5.684536
1986-04-26,TKA,Lake Tekapo,741.354,-3.091,8.415792,11.506792,9.905,1.601792
1986-04-26,TPO,Lake Taupo,583.391,2.361,7.876051,5.515051,7.376,-1.860949
1986-04-26,WKA,Lake Waikaremoana,55.338,-0.157,0.146794,0.303794,0.0,0.303794
1986-04-27,HWE,Lake Hawea,1119.081,11.288,18.951149,7.663149,6.361,1.302149
1986-04-27,MAN,Lake Manapouri,303.209,23.131,46.3536,23.2226,4.863,18.3596
1986-04-27,OHA,Lake Ohau,23.927,6.326,19.872,13.546,0.0,13.546
1986-04-27,PKI,Lake Pukaki,2353.336,18.029,28.710374,10.681374,0.0,10.681374
1986-04-27,TAU,Lake Te Anau,821.707,94.424,129.01153,34.58753,15.811,18.77653
1986-04-27,TKA,Lake Tekapo,747.188,5.834,20.730643,14.896643,7.977,6.919643
1986-04-27,TPO,Lake Taupo,587.139,3.748,14.175734,10.427734,8.565,1.862734
1986-04-27,WKA,Lake Waikaremoana,55.127,-0.211,0.343786,0.554786,0.0,0.554786
1986-04-28,HWE,Lake Hawea,1121.524,2.443,9.734947,7.291947,14.361,-7.069053
1986-04-28,MAN,Lake Manapouri,327.201,23.992,45.084211,21.092211,8.827,12.265211
1986-04-28,OHA,Lake Ohau,24.523,0.596,11.4912,10.8952,0.0,10.8952
1986-04-28,PKI,Lake Pukaki,2378.319,24.983,28.388448,3.405448,0.0,3.405448
1986-04-28,TAU,Lake Te Anau,883.679,61.972,82.895443,20.923443,27.279,-6.355557
1986-04-28,TKA,Lake Tekapo,763.083,15.895,14.180573,-1.714427,1.621,-3.335427
1986-04-28,TPO,Lake Taupo,594.546,7.407,18.619891,11.212891,10.371,0.841891
1986-04-28,WKA,Lake Waikaremoana,55.287,0.16,0.371693,0.211693,0.0,0.211693
1986-04-29,HWE,Lake Hawea,1118.789,-2.735,11.739686,14.474686,12.292,2.182686
1986-04-29,MAN,Lake Manapouri,363.168,35.967,24.133075,-11.833925,13.436,-25.269925
1986-04-29,OHA,Lake Ohau,21.875,-2.648,12.2688,14.9168,0.0,14.9168
1986-04-29,PKI,Lake Pukaki,2388.096,9.777,19.563898,9.786898,0.0,9.786898
1986-04-29,TAU,Lake Te Anau,917.936,34.257,52.142227,17.885227,48.754,-30.868773
1986-04-29,TKA,Lake Tekapo,775.615,12.532,9.801648,-2.730352,1.707,-4.437352
1986-04-29,TPO,Lake Taupo,614.025,19.479,14.052182,-5.426818,5.475,-10.901818
1986-04-29,WKA,Lake Waikaremoana,55.6,0.313,0.812074,0.499074,0.0,0.499074
1986-04-30,HWE,Lake Hawea,1116.524,-2.265,6.739891,9.004891,10.732,-1.727109
1986-04-30,MAN,Lake Manapouri,387.727,24.559,18.652032,-5.906968,9.181,-15.087968
1986-04-30,OHA,Lake Ohau,22.278,0.403,8.2944,7.8914,0.0,7.8914
1986-04-30,PKI,Lake Pukaki,2389.926,1.83,14.10696,12.27696,0.0,12.27696
1986-04-30,TAU,Lake Te Anau,913.51,-4.426,42.575242,47.001242,48.696,-1.694758
1986-04-30,TKA,Lake Tekapo,783.986,8.371,7.88089,-0.49011,0.01,-0.50011
1986-04-30,TPO,Lake Taupo,618.453,4.428,10.21559,5.78759,5.464,0.32359
1986-04-30,WKA,Lake Waikaremoana,55.914,0.314,0.796003,0.482003,0.0,0.482003
1986-05-01,HWE,Lake Hawea,1111.29,-5.234,3.662842,8.896842,7.881,1.015842
1986-05-01,MAN,Lake Manapouri,415.525,27.798,31.967395,4.169395,21.009,-16.839605
1986-05-01,OHA,Lake Ohau,22.731,0.453,7.6896,7.2366,0.0,7.2366
1986-05-01,PKI,Lake Pukaki,2387.96,-1.966,9.034762,11.000762,0.0,11.000762
1986-05-01,TAU,Lake Te Anau,918.704,5.194,58.933181,53.739181,48.85,4.889181
1986-05-01,TKA,Lake Tekapo,788.766,4.78,5.95512,1.17512,6.402,-5.22688
1986-05-01,TPO,Lake Taupo,622.269,3.816,7.360934,3.544934,6.869,-3.324066
1986-05-01,WKA,Lake Waikaremoana,55.863,-0.051,0.121219,0.172219,0.0,0.172219
1986-05-02,HWE,Lake Hawea,1109.127,-2.163,2.400019,4.563019,5.368,-0.804981
1986-05-02,MAN,Lake Manapouri,425.775,10.25,15.424387,5.174387,25.879,-20.704613
1986-05-02,OHA,Lake Ohau,22.56,-0.171,6.2208,6.3918,0.0,6.3918
1986-05-02,PKI,Lake Pukaki,2391.768,3.808,8.29777,4.48977,0.0,4.48977
1986-05-02,TAU,Lake Te Anau,910.411,-8.293,29.412806,37.705806,48.567,-10.861194
