date,modeled_waitaki_hydro_mwh,observed_waitaki_hydro_mwh,gas_mwh,coal_mwh,diesel_mwh,shortage_mwh,TKA_storage_mm3,TKA_observed_storage_mm3,PKI_storage_mm3,PKI_observed_storage_mm3,OHA_storage_mm3,OHA_observed_storage_mm3
2024-11-15,5333.184,23719.553,21711.466,0.0,0.0,0.0,376.908386,478.204,1239.606737,1879.415,135.052423,62.833
2024-11-16,21636.162,19395.878,0.0,0.0,0.0,0.0,386.542504,490.469,1261.310417,1907.557,133.573858,58.425
2024-11-17,21241.112,19003.941,0.0,0.0,0.0,0.0,391.000485,497.051,1281.232443,1935.743,129.267729,51.09
2024-11-18,6371.072,25506.346,21711.466,0.0,0.0,0.0,397.002583,499.737,1299.126747,1962.708,137.475729,42.168
2024-11-19,27991.165,25310.939,0.0,0.0,0.0,0.0,397.288394,501.366,1314.173134,1984.047,121.661671,34.403
2024-11-20,11553.741057,23012.674,6916.928886,7267.876057,0.0,0.0,396.382231,502.011,1329.092686,1999.208,129.610471,27.292
2024-11-21,27689.658,25239.673,0.0,0.0,22.008,0.0,395.0464,500.55,1339.936923,2009.499,114.4693,23.722
2024-11-22,27422.513,24882.732,0.0,0.0,0.0,0.0,393.138515,498.841,1329.796789,2016.765,121.0357,22.277
2024-11-23,24901.631,23035.184,0.0,0.0,0.0,0.0,390.514029,496.52,1339.56189,2018.817,108.683091,21.947
2024-11-24,24763.581,21718.394,0.0,0.0,0.0,0.0,387.2488,493.497,1330.430298,2018.975,115.940691,22.124
2024-11-25,27594.075,23975.42,0.0,0.0,0.0,0.0,383.85976,489.976,1340.103815,2025.354,99.634667,21.464
2024-11-26,30410.504,27327.735,0.0,0.0,0.0,0.0,380.56792,486.473,1349.133651,2029.253,80.760311,21.35
2024-11-27,32095.481,27224.914,0.0,0.0,0.0,0.0,377.674125,484.106,1331.52107,2026.303,89.141111,21.215
2024-11-28,28387.725,22735.712,0.0,0.0,0.0,0.0,376.051274,484.527,1319.818309,2025.081,97.867511,20.67
2024-11-29,32112.191,26926.044,0.0,0.0,0.0,0.0,374.715703,483.815,1332.907563,2028.472,80.373525,21.162
2024-11-30,23966.831,21928.94,0.0,0.0,0.0,0.0,374.595002,482.87,1330.489141,2036.53,89.359125,21.682
2024-12-01,22512.469,20647.272,0.0,0.0,0.0,0.0,373.535219,482.209,1331.489555,2050.956,97.221525,21.196
2024-12-02,32136.112,27407.103,0.0,0.0,0.0,0.0,371.606512,480.434,1344.806992,2060.31,77.275519,21.334
2024-12-03,27478.701,23446.649,0.0,0.0,0.0,0.0,370.67633,478.691,1359.802576,2065.426,65.793395,21.951
2024-12-04,29341.881,25301.145,0.0,0.0,0.0,0.0,372.290455,478.262,1354.008245,2076.715,79.012595,26.653
2024-12-05,27345.714,23853.166,0.0,0.0,0.0,0.0,377.694256,481.717,1380.880546,2097.38,75.229739,31.877
2024-12-06,34120.251,29881.587,0.0,0.0,0.0,0.0,381.075175,485.936,1411.223707,2125.438,53.857359,29.399
2024-12-07,3619.431,22837.534,21711.466,0.0,0.0,0.0,388.389513,487.575,1437.347093,2152.747,61.806159,22.76
2024-12-08,22172.115,19848.325,0.0,0.0,0.0,0.0,390.61008,488.51,1461.678543,2178.589,57.950631,20.169
2024-12-09,28018.556,24748.639,0.0,0.0,0.0,0.0,396.981475,491.961,1469.838306,2200.738,66.909898,24.609
2024-12-10,34374.098,31284.291,0.0,0.0,0.0,0.0,399.950352,496.507,1492.737244,2214.883,44.670823,25.215
2024-12-11,35203.661,30903.657,0.0,0.0,0.0,0.0,399.768393,497.064,1509.952616,2222.208,19.219931,21.869
2024-12-12,11568.772943,30977.431,10222.097057,16257.723,0.0,0.0,397.52303,495.124,1525.519045,2223.173,27.148107,19.696
2024-12-13,9350.962,27880.339,21711.466,0.0,0.0,0.0,396.40691,491.666,1540.336991,2224.538,36.652107,22.331
2024-12-14,23977.947,22085.616,0.0,0.0,0.0,0.0,398.436446,490.149,1564.874418,2242.16,46.648455,26.518
2024-12-15,26924.154,24984.529,0.0,0.0,0.0,0.0,406.988404,496.017,1596.152946,2270.859,45.431207,41.666
2024-12-16,32871.882,28755.763,0.0,0.0,0.0,0.0,411.662558,501.585,1629.505333,2300.424,28.450074,40.393
2024-12-17,25032.251,23100.283,0.0,0.0,0.0,0.0,412.385294,503.565,1653.57646,2329.046,19.719846,36.369
2024-12-18,14088.553,22418.186,0.0,10230.972,0.0,0.0,411.430228,502.663,1673.057932,2353.799,24.190712,32.619
2024-12-19,23924.126,22380.795,0.0,0.0,0.0,0.0,409.103303,499.987,1688.252581,2370.071,14.475306,28.477
2024-12-20,25658.151,23029.269,0.0,0.0,0.0,0.0,406.9573,496.963,1704.839048,2383.135,2.380701,25.552
2024-12-21,19271.072,17016.165,0.0,0.0,0.0,0.0,405.30058,494.992,1720.44358,2397.337,0.0,25.147
2024-12-22,11553.741057,19412.908,9895.342943,0.0,0.0,0.0,402.872826,492.543,1731.434783,2412.903,7.1712,25.476
2024-12-23,27644.207,25621.219,0.0,0.0,0.0,0.0,400.288257,489.449,1717.442195,2416.548,13.824,25.523
2024-12-24,30793.597,28825.254,0.0,0.0,45.939,0.0,396.838046,485.659,1697.944923,2413.682,20.5632,27.175
2024-12-25,27279.032,25231.679,0.0,0.0,0.0,0.0,394.561751,482.141,1709.343761,2410.82,7.195036,27.031
2024-12-26,25664.388,23481.968,0.0,0.0,0.0,0.0,392.270942,479.426,1716.702533,2417.677,0.0,26.99
2024-12-27,21933.514,19865.846,0.0,0.0,0.0,0.0,389.823143,479.638,1711.269521,2426.915,7.4304,25.221
2024-12-28,24783.796,22235.853,0.0,0.0,0.0,0.0,387.498724,480.647,1700.980254,2431.227,15.0336,25.278
2024-12-29,27372.185,24602.649,0.0,0.0,0.0,0.0,385.643802,477.883,1701.259778,2435.458,8.7552,24.306
2024-12-30,29288.065,26749.181,0.0,0.0,0.0,0.0,385.29034,475.832,1687.66816,2439.93,16.0128,25.101
2024-12-31,28331.555,24820.639,0.0,0.0,0.0,0.0,384.4285,475.698,1673.9045,2444.94,23.184,25.229
