TimePeriod,Scenario,Sector,Variable,Status,Unit,Value
2012,Environmental,Industrial,Electricity demand,Historical,TWh,17.912
2012,Environmental,Residential,Electricity demand,Historical,TWh,12.641
2012,Environmental,Transport,Electricity demand,Historical,TWh,0.07
2012,Growth,Commercial,Electricity demand,Historical,TWh,9.364
2012,Growth,Industrial,Electricity demand,Historical,TWh,17.912
2012,Growth,Residential,Electricity demand,Historical,TWh,12.641
2012,Growth,Transport,Electricity demand,Historical,TWh,0.07
2012,Innovation,Commercial,Electricity demand,Historical,TWh,9.364
2012,Innovation,Industrial,Electricity demand,Historical,TWh,17.912
2012,Innovation,Residential,Electricity demand,Historical,TWh,12.641
2012,Innovation,Transport,Electricity demand,Historical,TWh,0.07
2012,Reference,Commercial,Electricity demand,Historical,TWh,9.364
2012,Reference,Industrial,Electricity demand,Historical,TWh,17.912
2012,Reference,Residential,Electricity demand,Historical,TWh,12.641
2012,Reference,Transport,Electricity demand,Historical,TWh,0.07
2013,Constraint,Commercial,Electricity demand,Historical,TWh,9.292
2013,Constraint,Industrial,Electricity demand,Historical,TWh,17.481
2013,Constraint,Residential,Electricity demand,Historical,TWh,12.476
2013,Constraint,Transport,Electricity demand,Historical,TWh,0.067
2013,Environmental,Commercial,Electricity demand,Historical,TWh,9.292
2013,Environmental,Industrial,Electricity demand,Historical,TWh,17.481
2013,Environmental,Residential,Electricity demand,Historical,TWh,12.476
2013,Environmental,Transport,Electricity demand,Historical,TWh,0.067
2013,Growth,Commercial,Electricity demand,Historical,TWh,9.292
2013,Growth,Industrial,Electricity demand,Historical,TWh,17.481
2013,Growth,Residential,Electricity demand,Historical,TWh,12.476
2013,Growth,Transport,Electricity demand,Historical,TWh,0.067
2013,Innovation,Commercial,Electricity demand,Historical,TWh,9.292
2013,Innovation,Industrial,Electricity demand,Historical,TWh,17.481
2013,Innovation,Residential,Electricity demand,Historical,TWh,12.476
2013,Innovation,Transport,Electricity demand,Historical,TWh,0.067
2013,Reference,Commercial,Electricity demand,Historical,TWh,9.292
2013,Reference,Industrial,Electricity demand,Historical,TWh,17.481
2013,Reference,Residential,Electricity demand,Historical,TWh,12.476
2013,Reference,Transport,Electricity demand,Historical,TWh,0.067
2014,Constraint,Commercial,Electricity demand,Historical,TWh,9.312
2014,Constraint,Industrial,Electricity demand,Historical,TWh,18.427
2014,Constraint,Residential,Electricity demand,Historical,TWh,12.479
2014,Constraint,Transport,Electricity demand,Historical,TWh,0.069
2014,Environmental,Commercial,Electricity demand,Historical,TWh,9.312
2014,Environmental,Industrial,Electricity demand,Historical,TWh,18.427
2014,Environmental,Residential,Electricity demand,Historical,TWh,12.479
2014,Environmental,Transport,Electricity demand,Historical,TWh,0.069
2014,Growth,Commercial,Electricity demand,Historical,TWh,9.312
2014,Growth,Industrial,Electricity demand,Historical,TWh,18.427
2014,Growth,Residential,Electricity demand,Historical,TWh,12.479
2014,Growth,Transport,Electricity demand,Historical,TWh,0.069
2014,Innovation,Commercial,Electricity demand,Historical,TWh,9.312
2014,Innovation,Industrial,Electricity demand,Historical,TWh,18.427
2014,Innovation,Residential,Electricity demand,Historical,TWh,12.479
2014,Innovation,Transport,Electricity demand,Historical,TWh,0.069
2014,Reference,Commercial,Electricity demand,Historical,TWh,9.312
2014,Reference,Industrial,Electricity demand,Historical,TWh,18.427
2014,Reference,Residential,Electricity demand,Historical,TWh,12.479
2014,Reference,Transport,Electricity demand,Historical,TWh,0.069
2015,Constraint,Commercial,Electricity demand,Historical,TWh,9.491
2015,Constraint,Industrial,Electricity demand,Historical,TWh,18.744
2015,Constraint,Residential,Electricity demand,Historical,TWh,12.574
2015,Constraint,Transport,Electricity demand,Historical,TWh,0.083
2015,Environmental,Commercial,Electricity demand,Historical,TWh,9.491
2015,Environmental,Industrial,Electricity demand,Historical,TWh,18.744
2015,Environmental,Residential,Electricity demand,Historical,TWh,12.574
2015,Environmental,Transport,Electricity demand,Historical,TWh,0.083
2015,Growth,Commercial,Electricity demand,Historical,TWh,9.491
2015,Growth,Industrial,Electricity demand,Historical,TWh,18.744
2015,Growth,Residential,Electricity demand,Historical,TWh,12.574
2015,Growth,Transport,Electricity demand,Historical,TWh,0.083
2015,Innovation,Commercial,Electricity demand,Historical,TWh,9.491
2015,Innovation,Industrial,Electricity demand,Historical,TWh,18.744
2015,Innovation,Residential,Electricity demand,Historical,TWh,12.574
2015,Innovation,Transport,Electricity demand,Historical,TWh,0.083
2015,Reference,Commercial,Electricity demand,Historical,TWh,9.491
2015,Reference,Industrial,Electricity demand,Historical,TWh,18.744
2015,Reference,Residential,Electricity demand,Historical,TWh,12.574
2015,Reference,Transport,Electricity demand,Historical,TWh,0.083
2016,Constraint,Commercial,Electricity demand,Historical,TWh,9.496
2016,Constraint,Industrial,Electricity demand,Historical,TWh,18.398
2016,Constraint,Residential,Electricity demand,Historical,TWh,12.24
2016,Constraint,Transport,Electricity demand,Historical,TWh,0.091
2016,Environmental,Commercial,Electricity demand,Historical,TWh,9.496
2016,Environmental,Industrial,Electricity demand,Historical,TWh,18.398
2016,Environmental,Residential,Electricity demand,Historical,TWh,12.24
2016,Environmental,Transport,Electricity demand,Historical,TWh,0.091
2016,Growth,Commercial,Electricity demand,Historical,TWh,9.496
2016,Growth,Industrial,Electricity demand,Historical,TWh,18.398
2016,Growth,Residential,Electricity demand,Historical,TWh,12.24
2016,Growth,Transport,Electricity demand,Historical,TWh,0.091
2016,Innovation,Commercial,Electricity demand,Historical,TWh,9.496
2016,Innovation,Industrial,Electricity demand,Historical,TWh,18.398
2016,Innovation,Residential,Electricity demand,Historical,TWh,12.24
2016,Innovation,Transport,Electricity demand,Historical,TWh,0.091
2016,Reference,Commercial,Electricity demand,Historical,TWh,9.496
2016,Reference,Industrial,Electricity demand,Historical,TWh,18.398
2016,Reference,Residential,Electricity demand,Historical,TWh,12.24
2016,Reference,Transport,Electricity demand,Historical,TWh,0.091
2017,Constraint,Commercial,Electricity demand,Historical,TWh,9.368
2017,Constraint,Industrial,Electricity demand,Historical,TWh,17.861
2017,Constraint,Residential,Electricity demand,Historical,TWh,12.625
2017,Constraint,Transport,Electricity demand,Historical,TWh,0.091
2017,Environmental,Commercial,Electricity demand,Historical,TWh,9.368
2017,Environmental,Industrial,Electricity demand,Historical,TWh,17.861
2017,Environmental,Residential,Electricity demand,Historical,TWh,12.625
2017,Environmental,Transport,Electricity demand,Historical,TWh,0.091
2017,Growth,Commercial,Electricity demand,Historical,TWh,9.368
2017,Growth,Industrial,Electricity demand,Historical,TWh,17.861
2017,Growth,Residential,Electricity demand,Historical,TWh,12.625
2017,Growth,Transport,Electricity demand,Historical,TWh,0.091
2017,Innovation,Commercial,Electricity demand,Historical,TWh,9.368
2017,Innovation,Industrial,Electricity demand,Historical,TWh,17.861
2017,Innovation,Residential,Electricity demand,Historical,TWh,12.625
2017,Innovation,Transport,Electricity demand,Historical,TWh,0.091
2017,Reference,Commercial,Electricity demand,Historical,TWh,9.368
2017,Reference,Industrial,Electricity demand,Historical,TWh,17.861
2017,Reference,Residential,Electricity demand,Historical,TWh,12.625
2017,Reference,Transport,Electricity demand,Historical,TWh,0.091
2018,Constraint,Commercial,Electricity demand,Historical,TWh,9.494
2018,Constraint,Industrial,Electricity demand,Historical,TWh,17.767
2018,Constraint,Residential,Electricity demand,Historical,TWh,12.959
2018,Constraint,Transport,Electricity demand,Historical,TWh,0.094
2018,Environmental,Commercial,Electricity demand,Historical,TWh,9.494
2018,Environmental,Industrial,Electricity demand,Historical,TWh,17.767
2018,Environmental,Residential,Electricity demand,Historical,TWh,12.959
2018,Environmental,Transport,Electricity demand,Historical,TWh,0.094
2018,Growth,Commercial,Electricity demand,Historical,TWh,9.494
2018,Growth,Industrial,Electricity demand,Historical,TWh,17.767
2018,Growth,Residential,Electricity demand,Historical,TWh,12.959
2018,Growth,Transport,Electricity demand,Historical,TWh,0.094
2018,Innovation,Commercial,Electricity demand,Historical,TWh,9.494
2018,Innovation,Industrial,Electricity demand,Historical,TWh,17.767
2018,Innovation,Residential,Electricity demand,Historical,TWh,12.959
2018,Innovation,Transport,Electricity demand,Historical,TWh,0.094
2018,Reference,Commercial,Electricity demand,Historical,TWh,9.494
2018,Reference,Industrial,Electricity demand,Historical,TWh,17.767
2018,Reference,Residential,Electricity demand,Historical,TWh,12.959
2018,Reference,Transport,Electricity demand,Historical,TWh,0.094
2019,Constraint,Commercial,Electricity demand,Historical,TWh,9.579
2019,Constraint,Industrial,Electricity demand,Historical,TWh,17.905
2019,Constraint,Residential,Electricity demand,Historical,TWh,12.942
2019,Constraint,Transport,Electricity demand,Historical,TWh,0.108
2019,Environmental,Commercial,Electricity demand,Historical,TWh,9.579
2019,Environmental,Industrial,Electricity demand,Historical,TWh,17.905
2019,Environmental,Residential,Electricity demand,Historical,TWh,12.942
2019,Environmental,Transport,Electricity demand,Historical,TWh,0.108
2019,Growth,Commercial,Electricity demand,Historical,TWh,9.579
2019,Growth,Industrial,Electricity demand,Historical,TWh,17.905
2019,Growth,Residential,Electricity demand,Historical,TWh,12.942
2019,Growth,Transport,Electricity demand,Historical,TWh,0.108
2019,Innovation,Commercial,Electricity demand,Historical,TWh,9.579
2019,Innovation,Industrial,Electricity demand,Historical,TWh,17.905
2019,Innovation,Residential,Electricity demand,Historical,TWh,12.942
2019,Innovation,Transport,Electricity demand,Historical,TWh,0.108
2019,Reference,Commercial,Electricity demand,Historical,TWh,9.579
2019,Reference,Industrial,Electricity demand,Historical,TWh,17.905
2019,Reference,Residential,Electricity demand,Historical,TWh,12.942
2019,Reference,Transport,Electricity demand,Historical,TWh,0.108
2020,Constraint,Commercial,Electricity demand,Historical,TWh,9.134
2020,Constraint,Industrial,Electricity demand,Historical,TWh,17.432
2020,Constraint,Residential,Electricity demand,Historical,TWh,13.284
2020,Constraint,Transport,Electricity demand,Historical,TWh,0.112
2020,Environmental,Commercial,Electricity demand,Historical,TWh,9.134
2020,Environmental,Industrial,Electricity demand,Historical,TWh,17.432
2020,Environmental,Residential,Electricity demand,Historical,TWh,13.284
2020,Environmental,Transport,Electricity demand,Historical,TWh,0.112
2020,Growth,Commercial,Electricity demand,Historical,TWh,9.134
2020,Growth,Industrial,Electricity demand,Historical,TWh,17.432
2020,Growth,Residential,Electricity demand,Historical,TWh,13.284
2020,Growth,Transport,Electricity demand,Historical,TWh,0.112
2020,Innovation,Commercial,Electricity demand,Historical,TWh,9.134
2020,Innovation,Industrial,Electricity demand,Historical,TWh,17.432
2020,Innovation,Residential,Electricity demand,Historical,TWh,13.284
2020,Innovation,Transport,Electricity demand,Historical,TWh,0.112
2020,Reference,Commercial,Electricity demand,Historical,TWh,9.134
2020,Reference,Industrial,Electricity demand,Historical,TWh,17.432
2020,Reference,Residential,Electricity demand,Historical,TWh,13.284
2020,Reference,Transport,Electricity demand,Historical,TWh,0.112
2021,Constraint,Commercial,Electricity demand,Historical,TWh,9.29
2021,Constraint,Industrial,Electricity demand,Historical,TWh,16.941
2021,Constraint,Residential,Electricity demand,Historical,TWh,13.559
2021,Constraint,Transport,Electricity demand,Historical,TWh,0.133
2021,Environmental,Commercial,Electricity demand,Historical,TWh,9.29
2021,Environmental,Industrial,Electricity demand,Historical,TWh,16.941
2021,Environmental,Residential,Electricity demand,Historical,TWh,13.559
2021,Environmental,Transport,Electricity demand,Historical,TWh,0.133
2021,Growth,Commercial,Electricity demand,Historical,TWh,9.29
2021,Growth,Industrial,Electricity demand,Historical,TWh,16.941
2021,Growth,Residential,Electricity demand,Historical,TWh,13.559
2021,Growth,Transport,Electricity demand,Historical,TWh,0.133
2021,Innovation,Commercial,Electricity demand,Historical,TWh,9.29
2021,Innovation,Industrial,Electricity demand,Historical,TWh,16.941
2021,Innovation,Residential,Electricity demand,Historical,TWh,13.559
2021,Innovation,Transport,Electricity demand,Historical,TWh,0.133
2021,Reference,Commercial,Electricity demand,Historical,TWh,9.29
2021,Reference,Industrial,Electricity demand,Historical,TWh,16.941
2021,Reference,Residential,Electricity demand,Historical,TWh,13.559
2021,Reference,Transport,Electricity demand,Historical,TWh,0.133
2022,Constraint,Commercial,Electricity demand,Historical,TWh,9.35
2022,Constraint,Industrial,Electricity demand,Historical,TWh,16.475
2022,Constraint,Residential,Electricity demand,Historical,TWh,13.412
2022,Constraint,Transport,Electricity demand,Historical,TWh,0.193
2022,Environmental,Commercial,Electricity demand,Historical,TWh,9.35
2022,Environmental,Industrial,Electricity demand,Historical,TWh,16.475
2022,Environmental,Residential,Electricity demand,Historical,TWh,13.412
2022,Environmental,Transport,Electricity demand,Historical,TWh,0.193
2022,Growth,Commercial,Electricity demand,Historical,TWh,9.35
2022,Growth,Industrial,Electricity demand,Historical,TWh,16.475
2022,Growth,Residential,Electricity demand,Historical,TWh,13.412
2022,Growth,Transport,Electricity demand,Historical,TWh,0.193
2022,Innovation,Commercial,Electricity demand,Historical,TWh,9.35
2022,Innovation,Industrial,Electricity demand,Historical,TWh,16.475
2022,Innovation,Residential,Electricity demand,Historical,TWh,13.412
2022,Innovation,Transport,Electricity demand,Historical,TWh,0.193
2022,Reference,Commercial,Electricity demand,Historical,TWh,9.35
2022,Reference,Industrial,Electricity demand,Historical,TWh,16.475
2022,Reference,Residential,Electricity demand,Historical,TWh,13.412
2022,Reference,Transport,Electricity demand,Historical,TWh,0.193
2023,Constraint,Commercial,Electricity demand,Historical,TWh,9.56
2023,Constraint,Industrial,Electricity demand,Historical,TWh,16.012
2023,Constraint,Residential,Electricity demand,Historical,TWh,13.773
2023,Constraint,Transport,Electricity demand,Historical,TWh,0.275
2023,Environmental,Commercial,Electricity demand,Historical,TWh,9.56
2023,Environmental,Industrial,Electricity demand,Historical,TWh,16.012
2023,Environmental,Residential,Electricity demand,Historical,TWh,13.773
2023,Environmental,Transport,Electricity demand,Historical,TWh,0.275
2023,Growth,Commercial,Electricity demand,Historical,TWh,9.56
2023,Growth,Industrial,Electricity demand,Historical,TWh,16.012
2023,Growth,Residential,Electricity demand,Historical,TWh,13.773
2023,Growth,Transport,Electricity demand,Historical,TWh,0.275
2023,Innovation,Commercial,Electricity demand,Historical,TWh,9.56
2023,Innovation,Industrial,Electricity demand,Historical,TWh,16.012
2023,Innovation,Residential,Electricity demand,Historical,TWh,13.773
2023,Innovation,Transport,Electricity demand,Historical,TWh,0.275
2023,Reference,Commercial,Electricity demand,Historical,TWh,9.56
2023,Reference,Industrial,Electricity demand,Historical,TWh,16.012
2023,Reference,Residential,Electricity demand,Historical,TWh,13.773
2023,Reference,Transport,Electricity demand,Historical,TWh,0.275
2024,Constraint,Commercial,Electricity demand,Projected,TWh,10.122
2024,Constraint,Industrial,Electricity demand,Projected,TWh,16.686
2024,Constraint,Residential,Electricity demand,Projected,TWh,13.338
2024,Constraint,Transport,Electricity demand,Projected,TWh,0.331
2024,Environmental,Commercial,Electricity demand,Projected,TWh,10.17
2024,Environmental,Industrial,Electricity demand,Projected,TWh,17.068
2024,Environmental,Residential,Electricity demand,Projected,TWh,13.471
2024,Environmental,Transport,Electricity demand,Projected,TWh,0.372
2024,Growth,Commercial,Electricity demand,Projected,TWh,10.113
2024,Growth,Industrial,Electricity demand,Projected,TWh,16.638
2024,Growth,Residential,Electricity demand,Projected,TWh,13.466
2024,Growth,Transport,Electricity demand,Projected,TWh,0.379
2024,Innovation,Commercial,Electricity demand,Projected,TWh,10.2
2024,Innovation,Industrial,Electricity demand,Projected,TWh,17.151
2024,Innovation,Residential,Electricity demand,Projected,TWh,13.471
2024,Innovation,Transport,Electricity demand,Projected,TWh,0.375
2024,Reference,Commercial,Electricity demand,Projected,TWh,10.119
2024,Reference,Industrial,Electricity demand,Projected,TWh,16.671
2024,Reference,Residential,Electricity demand,Projected,TWh,13.432
2024,Reference,Transport,Electricity demand,Projected,TWh,0.354
2025,Constraint,Commercial,Electricity demand,Projected,TWh,10.75
2025,Constraint,Industrial,Electricity demand,Projected,TWh,17.047
2025,Constraint,Residential,Electricity demand,Projected,TWh,13.273
2025,Constraint,Transport,Electricity demand,Projected,TWh,0.393
2025,Environmental,Commercial,Electricity demand,Projected,TWh,10.828
2025,Environmental,Industrial,Electricity demand,Projected,TWh,17.679
2025,Environmental,Residential,Electricity demand,Projected,TWh,13.513
2025,Environmental,Transport,Electricity demand,Projected,TWh,0.483
2025,Growth,Commercial,Electricity demand,Projected,TWh,10.726
2025,Growth,Industrial,Electricity demand,Projected,TWh,16.938
2025,Growth,Residential,Electricity demand,Projected,TWh,13.526
2025,Growth,Transport,Electricity demand,Projected,TWh,0.497
2025,Innovation,Commercial,Electricity demand,Projected,TWh,10.858
2025,Innovation,Industrial,Electricity demand,Projected,TWh,17.753
2025,Innovation,Residential,Electricity demand,Projected,TWh,13.513
2025,Innovation,Transport,Electricity demand,Projected,TWh,0.489
2025,Reference,Commercial,Electricity demand,Projected,TWh,10.743
2025,Reference,Industrial,Electricity demand,Projected,TWh,17.016
2025,Reference,Residential,Electricity demand,Projected,TWh,13.459
2025,Reference,Transport,Electricity demand,Projected,TWh,0.437
2026,Constraint,Commercial,Electricity demand,Projected,TWh,11.113
2026,Constraint,Industrial,Electricity demand,Projected,TWh,17.323
2026,Constraint,Residential,Electricity demand,Projected,TWh,13.214
2026,Constraint,Transport,Electricity demand,Projected,TWh,0.455
2026,Environmental,Commercial,Electricity demand,Projected,TWh,11.218
2026,Environmental,Industrial,Electricity demand,Projected,TWh,18.314
2026,Environmental,Residential,Electricity demand,Projected,TWh,13.568
2026,Environmental,Transport,Electricity demand,Projected,TWh,0.613
2026,Growth,Commercial,Electricity demand,Projected,TWh,12.25
2026,Growth,Industrial,Electricity demand,Projected,TWh,17.14
2026,Growth,Residential,Electricity demand,Projected,TWh,13.591
2026,Growth,Transport,Electricity demand,Projected,TWh,0.635
2026,Innovation,Commercial,Electricity demand,Projected,TWh,12.433
2026,Innovation,Industrial,Electricity demand,Projected,TWh,18.382
2026,Innovation,Residential,Electricity demand,Projected,TWh,13.568
2026,Innovation,Transport,Electricity demand,Projected,TWh,0.623
2026,Reference,Commercial,Electricity demand,Projected,TWh,11.102
2026,Reference,Industrial,Electricity demand,Projected,TWh,17.277
2026,Reference,Residential,Electricity demand,Projected,TWh,13.491
2026,Reference,Transport,Electricity demand,Projected,TWh,0.529
2027,Constraint,Commercial,Electricity demand,Projected,TWh,11.322
2027,Constraint,Industrial,Electricity demand,Projected,TWh,17.588
2027,Constraint,Residential,Electricity demand,Projected,TWh,13.146
2027,Constraint,Transport,Electricity demand,Projected,TWh,0.516
2027,Environmental,Commercial,Electricity demand,Projected,TWh,12.064
2027,Environmental,Industrial,Electricity demand,Projected,TWh,19.111
2027,Environmental,Residential,Electricity demand,Projected,TWh,13.625
2027,Environmental,Transport,Electricity demand,Projected,TWh,0.756
2027,Growth,Commercial,Electricity demand,Projected,TWh,13.042
2027,Growth,Industrial,Electricity demand,Projected,TWh,17.373
2027,Growth,Residential,Electricity demand,Projected,TWh,13.656
2027,Growth,Transport,Electricity demand,Projected,TWh,0.788
2027,Innovation,Commercial,Electricity demand,Projected,TWh,13.269
2027,Innovation,Industrial,Electricity demand,Projected,TWh,19.153
2027,Innovation,Residential,Electricity demand,Projected,TWh,13.625
2027,Innovation,Transport,Electricity demand,Projected,TWh,0.77
2027,Reference,Commercial,Electricity demand,Projected,TWh,11.899
2027,Reference,Industrial,Electricity demand,Projected,TWh,17.572
2027,Reference,Residential,Electricity demand,Projected,TWh,13.519
2027,Reference,Transport,Electricity demand,Projected,TWh,0.627
2028,Constraint,Commercial,Electricity demand,Projected,TWh,11.482
2028,Constraint,Industrial,Electricity demand,Projected,TWh,17.881
2028,Constraint,Residential,Electricity demand,Projected,TWh,13.071
2028,Constraint,Transport,Electricity demand,Projected,TWh,0.583
2028,Environmental,Commercial,Electricity demand,Projected,TWh,12.364
2028,Environmental,Industrial,Electricity demand,Projected,TWh,20.038
2028,Environmental,Residential,Electricity demand,Projected,TWh,13.688
2028,Environmental,Transport,Electricity demand,Projected,TWh,0.911
2028,Growth,Commercial,Electricity demand,Projected,TWh,13.3
2028,Growth,Industrial,Electricity demand,Projected,TWh,17.721
2028,Growth,Residential,Electricity demand,Projected,TWh,13.723
2028,Growth,Transport,Electricity demand,Projected,TWh,0.957
2028,Innovation,Commercial,Electricity demand,Projected,TWh,13.556
2028,Innovation,Industrial,Electricity demand,Projected,TWh,20.054
2028,Innovation,Residential,Electricity demand,Projected,TWh,13.688
2028,Innovation,Transport,Electricity demand,Projected,TWh,0.932
2028,Reference,Commercial,Electricity demand,Projected,TWh,12.127
2028,Reference,Industrial,Electricity demand,Projected,TWh,17.935
2028,Reference,Residential,Electricity demand,Projected,TWh,13.543
2028,Reference,Transport,Electricity demand,Projected,TWh,0.736
2029,Constraint,Commercial,Electricity demand,Projected,TWh,11.63
2029,Constraint,Industrial,Electricity demand,Projected,TWh,18.234
2029,Constraint,Residential,Electricity demand,Projected,TWh,12.997
2029,Constraint,Transport,Electricity demand,Projected,TWh,0.665
2029,Environmental,Commercial,Electricity demand,Projected,TWh,13.076
2029,Environmental,Industrial,Electricity demand,Projected,TWh,21.016
2029,Environmental,Residential,Electricity demand,Projected,TWh,13.7
2029,Environmental,Transport,Electricity demand,Projected,TWh,1.1
2029,Growth,Commercial,Electricity demand,Projected,TWh,13.949
2029,Growth,Industrial,Electricity demand,Projected,TWh,18.183
2029,Growth,Residential,Electricity demand,Projected,TWh,13.787
2029,Growth,Transport,Electricity demand,Projected,TWh,1.163
2029,Innovation,Commercial,Electricity demand,Projected,TWh,14.242
2029,Innovation,Industrial,Electricity demand,Projected,TWh,20.981
2029,Innovation,Residential,Electricity demand,Projected,TWh,13.7
2029,Innovation,Transport,Electricity demand,Projected,TWh,1.128
2029,Reference,Commercial,Electricity demand,Projected,TWh,12.73
2029,Reference,Industrial,Electricity demand,Projected,TWh,18.349
2029,Reference,Residential,Electricity demand,Projected,TWh,13.507
2029,Reference,Transport,Electricity demand,Projected,TWh,0.872
2030,Constraint,Commercial,Electricity demand,Projected,TWh,11.764
2030,Constraint,Industrial,Electricity demand,Projected,TWh,18.652
2030,Constraint,Residential,Electricity demand,Projected,TWh,12.922
2030,Constraint,Transport,Electricity demand,Projected,TWh,0.763
2030,Environmental,Commercial,Electricity demand,Projected,TWh,13.4
2030,Environmental,Industrial,Electricity demand,Projected,TWh,21.948
2030,Environmental,Residential,Electricity demand,Projected,TWh,13.719
2030,Environmental,Transport,Electricity demand,Projected,TWh,1.321
2030,Growth,Commercial,Electricity demand,Projected,TWh,14.192
2030,Growth,Industrial,Electricity demand,Projected,TWh,18.732
2030,Growth,Residential,Electricity demand,Projected,TWh,13.848
2030,Growth,Transport,Electricity demand,Projected,TWh,1.404
2030,Innovation,Commercial,Electricity demand,Projected,TWh,15.363
2030,Innovation,Industrial,Electricity demand,Projected,TWh,21.946
2030,Innovation,Residential,Electricity demand,Projected,TWh,13.719
2030,Innovation,Transport,Electricity demand,Projected,TWh,1.358
2030,Reference,Commercial,Electricity demand,Projected,TWh,12.898
2030,Reference,Industrial,Electricity demand,Projected,TWh,18.777
2030,Reference,Residential,Electricity demand,Projected,TWh,13.47
2030,Reference,Transport,Electricity demand,Projected,TWh,1.036
2031,Constraint,Commercial,Electricity demand,Projected,TWh,11.88
2031,Constraint,Industrial,Electricity demand,Projected,TWh,19.058
2031,Constraint,Residential,Electricity demand,Projected,TWh,12.947
2031,Constraint,Transport,Electricity demand,Projected,TWh,0.875
2031,Environmental,Commercial,Electricity demand,Projected,TWh,13.757
2031,Environmental,Industrial,Electricity demand,Projected,TWh,22.868
2031,Environmental,Residential,Electricity demand,Projected,TWh,13.843
2031,Environmental,Transport,Electricity demand,Projected,TWh,1.56
2031,Growth,Commercial,Electricity demand,Projected,TWh,14.438
2031,Growth,Industrial,Electricity demand,Projected,TWh,19.307
2031,Growth,Residential,Electricity demand,Projected,TWh,14.011
2031,Growth,Transport,Electricity demand,Projected,TWh,1.668
2031,Innovation,Commercial,Electricity demand,Projected,TWh,15.681
2031,Innovation,Industrial,Electricity demand,Projected,TWh,22.826
2031,Innovation,Residential,Electricity demand,Projected,TWh,13.843
2031,Innovation,Transport,Electricity demand,Projected,TWh,1.607
2031,Reference,Commercial,Electricity demand,Projected,TWh,13.051
2031,Reference,Industrial,Electricity demand,Projected,TWh,19.206
2031,Reference,Residential,Electricity demand,Projected,TWh,13.531
2031,Reference,Transport,Electricity demand,Projected,TWh,1.221
2032,Constraint,Commercial,Electricity demand,Projected,TWh,11.974
2032,Constraint,Industrial,Electricity demand,Projected,TWh,19.364
2032,Constraint,Residential,Electricity demand,Projected,TWh,12.976
2032,Constraint,Transport,Electricity demand,Projected,TWh,1.001
2032,Environmental,Commercial,Electricity demand,Projected,TWh,14.101
2032,Environmental,Industrial,Electricity demand,Projected,TWh,23.698
2032,Environmental,Residential,Electricity demand,Projected,TWh,13.972
2032,Environmental,Transport,Electricity demand,Projected,TWh,1.819
2032,Growth,Commercial,Electricity demand,Projected,TWh,14.701
2032,Growth,Industrial,Electricity demand,Projected,TWh,19.853
2032,Growth,Residential,Electricity demand,Projected,TWh,14.179
2032,Growth,Transport,Electricity demand,Projected,TWh,1.956
2032,Innovation,Commercial,Electricity demand,Projected,TWh,15.996
2032,Innovation,Industrial,Electricity demand,Projected,TWh,23.652
2032,Innovation,Residential,Electricity demand,Projected,TWh,13.972
2032,Innovation,Transport,Electricity demand,Projected,TWh,1.877
2032,Reference,Commercial,Electricity demand,Projected,TWh,13.211
2032,Reference,Industrial,Electricity demand,Projected,TWh,19.594
2032,Reference,Residential,Electricity demand,Projected,TWh,13.596
2032,Reference,Transport,Electricity demand,Projected,TWh,1.426
2033,Constraint,Commercial,Electricity demand,Projected,TWh,12.078
2033,Constraint,Industrial,Electricity demand,Projected,TWh,19.61
2033,Constraint,Residential,Electricity demand,Projected,TWh,13.009
2033,Constraint,Transport,Electricity demand,Projected,TWh,1.145
2033,Environmental,Commercial,Electricity demand,Projected,TWh,14.442
2033,Environmental,Industrial,Electricity demand,Projected,TWh,24.468
2033,Environmental,Residential,Electricity demand,Projected,TWh,14.102
2033,Environmental,Transport,Electricity demand,Projected,TWh,2.106
2033,Growth,Commercial,Electricity demand,Projected,TWh,14.983
2033,Growth,Industrial,Electricity demand,Projected,TWh,20.35
2033,Growth,Residential,Electricity demand,Projected,TWh,14.35
2033,Growth,Transport,Electricity demand,Projected,TWh,2.278
2033,Innovation,Commercial,Electricity demand,Projected,TWh,16.311
2033,Innovation,Industrial,Electricity demand,Projected,TWh,24.435
2033,Innovation,Residential,Electricity demand,Projected,TWh,14.102
2033,Innovation,Transport,Electricity demand,Projected,TWh,2.178
2033,Reference,Commercial,Electricity demand,Projected,TWh,13.386
2033,Reference,Industrial,Electricity demand,Projected,TWh,19.927
2033,Reference,Residential,Electricity demand,Projected,TWh,13.666
2033,Reference,Transport,Electricity demand,Projected,TWh,1.66
2034,Constraint,Commercial,Electricity demand,Projected,TWh,12.195
2034,Constraint,Industrial,Electricity demand,Projected,TWh,19.82
2034,Constraint,Residential,Electricity demand,Projected,TWh,13.083
2034,Constraint,Transport,Electricity demand,Projected,TWh,1.32
2034,Environmental,Commercial,Electricity demand,Projected,TWh,14.757
2034,Environmental,Industrial,Electricity demand,Projected,TWh,25.143
2034,Environmental,Residential,Electricity demand,Projected,TWh,14.267
2034,Environmental,Transport,Electricity demand,Projected,TWh,2.439
2034,Growth,Commercial,Electricity demand,Projected,TWh,15.314
2034,Growth,Industrial,Electricity demand,Projected,TWh,20.868
2034,Growth,Residential,Electricity demand,Projected,TWh,14.515
2034,Growth,Transport,Electricity demand,Projected,TWh,2.653
2034,Innovation,Commercial,Electricity demand,Projected,TWh,16.606
2034,Innovation,Industrial,Electricity demand,Projected,TWh,25.144
