TimePeriod,Variable,Scenario,Sector,Unit,Value
2046,Cumulative new ICPs,Constraint,Industrial,Number,2267
2046,Cumulative new ICPs,Constraint,Residential,Number,95764
2046,Cumulative new ICPs,Environmental,Commercial,Number,8110
2046,Cumulative new ICPs,Environmental,Industrial,Number,5288
2046,Cumulative new ICPs,Environmental,Residential,Number,322185
2046,Cumulative new ICPs,Growth,Commercial,Number,6392
2046,Cumulative new ICPs,Growth,Industrial,Number,4096
2046,Cumulative new ICPs,Growth,Residential,Number,207407
2046,Cumulative new ICPs,Innovation,Commercial,Number,8110
2046,Cumulative new ICPs,Innovation,Industrial,Number,5288
2046,Cumulative new ICPs,Innovation,Residential,Number,322185
2046,Cumulative new ICPs,Reference,Commercial,Number,4950
2046,Cumulative new ICPs,Reference,Industrial,Number,3100
2046,Cumulative new ICPs,Reference,Residential,Number,163426
2046,Cumulative new capacity,Constraint,Commercial,MW,70.42
2046,Cumulative new capacity,Constraint,Industrial,MW,55.445
2046,Cumulative new capacity,Constraint,Residential,MW,455.7676
2046,Cumulative new capacity,Environmental,Commercial,MW,177.37
2046,Cumulative new capacity,Environmental,Industrial,MW,129.35
2046,Cumulative new capacity,Environmental,Residential,MW,1533.3663
2046,Cumulative new capacity,Growth,Commercial,MW,139.791
2046,Cumulative new capacity,Growth,Industrial,MW,100.195
2046,Cumulative new capacity,Growth,Residential,MW,987.1065
2046,Cumulative new capacity,Innovation,Commercial,MW,177.37
2046,Cumulative new capacity,Innovation,Industrial,MW,129.35
2046,Cumulative new capacity,Innovation,Residential,MW,1533.3663
2046,Cumulative new capacity,Reference,Commercial,MW,108.256
2046,Cumulative new capacity,Reference,Industrial,MW,75.82000000000001
2046,Cumulative new capacity,Reference,Residential,MW,777.7886
2046,Total ICPs,Constraint,Commercial,Number,5276
2046,Total ICPs,Constraint,Industrial,Number,3968
2046,Total ICPs,Constraint,Residential,Number,148350
2046,Total ICPs,Environmental,Commercial,Number,10166
2046,Total ICPs,Environmental,Industrial,Number,6989
2046,Total ICPs,Environmental,Residential,Number,374771
2046,Total ICPs,Growth,Commercial,Number,8448
2046,Total ICPs,Growth,Industrial,Number,5797
2046,Total ICPs,Growth,Residential,Number,259993
2046,Total ICPs,Innovation,Commercial,Number,10166
2046,Total ICPs,Innovation,Industrial,Number,6989
2046,Total ICPs,Innovation,Residential,Number,374771
2046,Total ICPs,Reference,Commercial,Number,7006
2046,Total ICPs,Reference,Industrial,Number,4801
2046,Total ICPs,Reference,Residential,Number,216012
2046,Total capacity,Constraint,Commercial,MW,115.603
2046,Total capacity,Constraint,Industrial,MW,107.494
2046,Total capacity,Constraint,Residential,MW,704.9626000000001
2046,Total capacity,Environmental,Commercial,MW,222.553
2046,Total capacity,Environmental,Industrial,MW,181.399
2046,Total capacity,Environmental,Residential,MW,1782.5613
2046,Total capacity,Growth,Commercial,MW,184.974
2046,Total capacity,Growth,Industrial,MW,152.244
2046,Total capacity,Growth,Residential,MW,1236.3015
2046,Total capacity,Innovation,Commercial,MW,222.553
2046,Total capacity,Innovation,Industrial,MW,181.399
2046,Total capacity,Innovation,Residential,MW,1782.5613
2046,Total capacity,Reference,Commercial,MW,153.439
2046,Total capacity,Reference,Industrial,MW,127.869
2046,Total capacity,Reference,Residential,MW,1026.9836
2047,Annual generation from new connections,Constraint,Commercial,MWh,91618.2558
2047,Annual generation from new connections,Constraint,Industrial,MWh,71645.631
2047,Annual generation from new connections,Constraint,Residential,MWh,596852.3727000001
2047,Annual generation from new connections,Environmental,Commercial,MWh,239430.1596
2047,Annual generation from new connections,Environmental,Industrial,MWh,172969.485
2047,Annual generation from new connections,Environmental,Residential,MWh,2106259.73922
2047,Annual generation from new connections,Growth,Commercial,MWh,186926.4426
2047,Annual generation from new connections,Growth,Industrial,MWh,132659.688
2047,Annual generation from new connections,Growth,Residential,MWh,1332404.48844
2047,Annual generation from new connections,Innovation,Commercial,MWh,239430.1596
2047,Annual generation from new connections,Innovation,Industrial,MWh,172969.485
2047,Annual generation from new connections,Innovation,Residential,MWh,2106259.73922
2047,Annual generation from new connections,Reference,Commercial,MWh,143367.474
2047,Annual generation from new connections,Reference,Industrial,MWh,99266.13
2047,Annual generation from new connections,Reference,Residential,MWh,1040184.68982
2047,Cumulative new ICPs,Constraint,Commercial,Number,3298
2047,Cumulative new ICPs,Constraint,Industrial,Number,2306
2047,Cumulative new ICPs,Constraint,Residential,Number,98731
2047,Cumulative new ICPs,Environmental,Commercial,Number,8619
2047,Cumulative new ICPs,Environmental,Industrial,Number,5567
2047,Cumulative new ICPs,Environmental,Residential,Number,348417
2047,Cumulative new ICPs,Growth,Commercial,Number,6729
2047,Cumulative new ICPs,Growth,Industrial,Number,4270
2047,Cumulative new ICPs,Growth,Residential,Number,220406
2047,Cumulative new ICPs,Innovation,Commercial,Number,8619
2047,Cumulative new ICPs,Innovation,Industrial,Number,5567
2047,Cumulative new ICPs,Innovation,Residential,Number,348417
2047,Cumulative new ICPs,Reference,Commercial,Number,5161
2047,Cumulative new ICPs,Reference,Industrial,Number,3195
2047,Cumulative new ICPs,Reference,Residential,Number,172067
2047,Cumulative new capacity,Constraint,Commercial,MW,72.129
2047,Cumulative new capacity,Constraint,Industrial,MW,56.405
2047,Cumulative new capacity,Constraint,Residential,MW,469.8885
2047,Cumulative new capacity,Environmental,Commercial,MW,188.498
2047,Cumulative new capacity,Environmental,Industrial,MW,136.175
2047,Cumulative new capacity,Environmental,Residential,MW,1658.2111
2047,Cumulative new capacity,Growth,Commercial,MW,147.163
2047,Cumulative new capacity,Growth,Industrial,MW,104.44
2047,Cumulative new capacity,Growth,Residential,MW,1048.9722
2047,Cumulative new capacity,Innovation,Commercial,MW,188.498
2047,Cumulative new capacity,Innovation,Industrial,MW,136.175
2047,Cumulative new capacity,Innovation,Residential,MW,1658.2111
2047,Cumulative new capacity,Reference,Commercial,MW,112.87
2047,Cumulative new capacity,Reference,Industrial,MW,78.15
2047,Cumulative new capacity,Reference,Residential,MW,818.9141
2047,Total ICPs,Constraint,Commercial,Number,5354
2047,Total ICPs,Constraint,Industrial,Number,4007
2047,Total ICPs,Constraint,Residential,Number,151317
2047,Total ICPs,Environmental,Commercial,Number,10675
2047,Total ICPs,Environmental,Industrial,Number,7268
2047,Total ICPs,Environmental,Residential,Number,401003
2047,Total ICPs,Growth,Commercial,Number,8785
2047,Total ICPs,Growth,Industrial,Number,5971
2047,Total ICPs,Growth,Residential,Number,272992
2047,Total ICPs,Innovation,Commercial,Number,10675
2047,Total ICPs,Innovation,Industrial,Number,7268
2047,Total ICPs,Innovation,Residential,Number,401003
2047,Total ICPs,Reference,Commercial,Number,7217
2047,Total ICPs,Reference,Industrial,Number,4896
2047,Total ICPs,Reference,Residential,Number,224653
2047,Total capacity,Constraint,Commercial,MW,117.312
2047,Total capacity,Constraint,Industrial,MW,108.454
2047,Total capacity,Constraint,Residential,MW,719.0835
2047,Total capacity,Environmental,Commercial,MW,233.681
2047,Total capacity,Environmental,Industrial,MW,188.224
2047,Total capacity,Environmental,Residential,MW,1907.4061
2047,Total capacity,Growth,Commercial,MW,192.346
2047,Total capacity,Growth,Industrial,MW,156.489
2047,Total capacity,Growth,Residential,MW,1298.1672
2047,Total capacity,Innovation,Commercial,MW,233.681
2047,Total capacity,Innovation,Industrial,MW,188.224
2047,Total capacity,Innovation,Residential,MW,1907.4061
2047,Total capacity,Reference,Commercial,MW,158.053
2047,Total capacity,Reference,Industrial,MW,130.199
2047,Total capacity,Reference,Residential,MW,1068.1091
2048,Annual generation from new connections,Constraint,Commercial,MWh,93863.9694
2048,Annual generation from new connections,Constraint,Industrial,MWh,72909.48
2048,Annual generation from new connections,Constraint,Residential,MWh,615151.00092
2048,Annual generation from new connections,Environmental,Commercial,MWh,254263.5552
2048,Annual generation from new connections,Environmental,Industrial,MWh,182000.607
2048,Annual generation from new connections,Environmental,Residential,MWh,2275961.5077
2048,Annual generation from new connections,Growth,Commercial,MWh,196681.5786
2048,Annual generation from new connections,Growth,Industrial,MWh,138229.515
2048,Annual generation from new connections,Growth,Residential,MWh,1414921.5072
2048,Annual generation from new connections,Innovation,Commercial,MWh,254263.5552
2048,Annual generation from new connections,Innovation,Industrial,MWh,182000.607
2048,Annual generation from new connections,Innovation,Residential,MWh,2275961.5077
2048,Annual generation from new connections,Reference,Commercial,MWh,149367.8988
2048,Annual generation from new connections,Reference,Industrial,MWh,102333.663
2048,Annual generation from new connections,Reference,Residential,MWh,1094513.30316
2048,Cumulative new ICPs,Constraint,Commercial,Number,3379
2048,Cumulative new ICPs,Constraint,Industrial,Number,2347
2048,Cumulative new ICPs,Constraint,Residential,Number,101758
2048,Cumulative new ICPs,Environmental,Commercial,Number,9153
2048,Cumulative new ICPs,Environmental,Industrial,Number,5858
2048,Cumulative new ICPs,Environmental,Residential,Number,376489
2048,Cumulative new ICPs,Growth,Commercial,Number,7080
2048,Cumulative new ICPs,Growth,Industrial,Number,4449
2048,Cumulative new ICPs,Growth,Residential,Number,234056
2048,Cumulative new ICPs,Innovation,Commercial,Number,9153
2048,Cumulative new ICPs,Innovation,Industrial,Number,5858
2048,Cumulative new ICPs,Innovation,Residential,Number,376489
2048,Cumulative new ICPs,Reference,Commercial,Number,5377
2048,Cumulative new ICPs,Reference,Industrial,Number,3294
2048,Cumulative new ICPs,Reference,Residential,Number,181054
2048,Cumulative new capacity,Constraint,Commercial,MW,73.897
2048,Cumulative new capacity,Constraint,Industrial,MW,57.40000000000001
2048,Cumulative new capacity,Constraint,Residential,MW,484.2946
2048,Cumulative new capacity,Environmental,Commercial,MW,200.176
2048,Cumulative new capacity,Environmental,Industrial,MW,143.285
2048,Cumulative new capacity,Environmental,Residential,MW,1791.8135
2048,Cumulative new capacity,Growth,Commercial,MW,154.843
2048,Cumulative new capacity,Growth,Industrial,MW,108.825
2048,Cumulative new capacity,Growth,Residential,MW,1113.936
2048,Cumulative new capacity,Innovation,Commercial,MW,200.176
2048,Cumulative new capacity,Innovation,Industrial,MW,143.285
2048,Cumulative new capacity,Innovation,Residential,MW,1791.8135
2048,Cumulative new capacity,Reference,Commercial,MW,117.594
2048,Cumulative new capacity,Reference,Industrial,MW,80.565
2048,Cumulative new capacity,Reference,Residential,MW,861.6858000000001
2048,Total ICPs,Constraint,Commercial,Number,5435
2048,Total ICPs,Constraint,Industrial,Number,4048
2048,Total ICPs,Constraint,Residential,Number,154344
2048,Total ICPs,Environmental,Commercial,Number,11209
2048,Total ICPs,Environmental,Industrial,Number,7559
2048,Total ICPs,Environmental,Residential,Number,429075
2048,Total ICPs,Growth,Commercial,Number,9136
2048,Total ICPs,Growth,Industrial,Number,6150
2048,Total ICPs,Growth,Residential,Number,286642
2048,Total ICPs,Innovation,Commercial,Number,11209
2048,Total ICPs,Innovation,Industrial,Number,7559
2048,Total ICPs,Innovation,Residential,Number,429075
2048,Total ICPs,Reference,Commercial,Number,7433
2048,Total ICPs,Reference,Industrial,Number,4995
2048,Total ICPs,Reference,Residential,Number,233640
2048,Total capacity,Constraint,Commercial,MW,119.08
2048,Total capacity,Constraint,Industrial,MW,109.449
2048,Total capacity,Constraint,Residential,MW,733.4896
2048,Total capacity,Environmental,Commercial,MW,245.359
2048,Total capacity,Environmental,Industrial,MW,195.334
2048,Total capacity,Environmental,Residential,MW,2041.0085
2048,Total capacity,Growth,Commercial,MW,200.026
2048,Total capacity,Growth,Industrial,MW,160.874
2048,Total capacity,Growth,Residential,MW,1363.131
2048,Total capacity,Innovation,Commercial,MW,245.359
2048,Total capacity,Innovation,Industrial,MW,195.334
2048,Total capacity,Innovation,Residential,MW,2041.0085
2048,Total capacity,Reference,Commercial,MW,162.777
2048,Total capacity,Reference,Industrial,MW,132.614
2048,Total capacity,Reference,Residential,MW,1110.8808
2049,Annual generation from new connections,Constraint,Commercial,MWh,96118.57440000001
2049,Annual generation from new connections,Constraint,Industrial,MWh,74160.627
2049,Annual generation from new connections,Constraint,Residential,MWh,633799.9503
2049,Annual generation from new connections,Environmental,Commercial,MWh,269823.5052
2049,Annual generation from new connections,Environmental,Industrial,MWh,191400.087
2049,Annual generation from new connections,Environmental,Residential,MWh,2457529.6116
2049,Annual generation from new connections,Growth,Commercial,MWh,206846.9892
2049,Annual generation from new connections,Growth,Industrial,MWh,143970.819
2049,Annual generation from new connections,Growth,Residential,MWh,1501568.8353
2049,Annual generation from new connections,Innovation,Commercial,MWh,269823.5052
2049,Annual generation from new connections,Innovation,Industrial,MWh,191400.087
2049,Annual generation from new connections,Innovation,Residential,MWh,2457529.6116
2049,Annual generation from new connections,Reference,Commercial,MWh,155563.9344
2049,Annual generation from new connections,Reference,Industrial,MWh,105420.249
2049,Annual generation from new connections,Reference,Residential,MWh,1151005.57518
2049,Cumulative new ICPs,Constraint,Commercial,Number,3460
2049,Cumulative new ICPs,Constraint,Industrial,Number,2387
2049,Cumulative new ICPs,Constraint,Residential,Number,104843
2049,Cumulative new ICPs,Environmental,Commercial,Number,9713
2049,Cumulative new ICPs,Environmental,Industrial,Number,6160
2049,Cumulative new ICPs,Environmental,Residential,Number,406524
2049,Cumulative new ICPs,Growth,Commercial,Number,7446
2049,Cumulative new ICPs,Growth,Industrial,Number,4634
2049,Cumulative new ICPs,Growth,Residential,Number,248389
2049,Cumulative new ICPs,Innovation,Commercial,Number,9713
2049,Cumulative new ICPs,Innovation,Industrial,Number,6160
2049,Cumulative new ICPs,Innovation,Residential,Number,406524
2049,Cumulative new ICPs,Reference,Commercial,Number,5600
2049,Cumulative new ICPs,Reference,Industrial,Number,3393
2049,Cumulative new ICPs,Reference,Residential,Number,190399
2049,Cumulative new capacity,Constraint,Commercial,MW,75.672
2049,Cumulative new capacity,Constraint,Industrial,MW,58.38500000000001
2049,Cumulative new capacity,Constraint,Residential,MW,498.9765
2049,Cumulative new capacity,Environmental,Commercial,MW,212.426
2049,Cumulative new capacity,Environmental,Industrial,MW,150.685
2049,Cumulative new capacity,Environmental,Residential,MW,1934.758
2049,Cumulative new capacity,Growth,Commercial,MW,162.846
2049,Cumulative new capacity,Growth,Industrial,MW,113.345
2049,Cumulative new capacity,Growth,Residential,MW,1182.1515
2049,Cumulative new capacity,Innovation,Commercial,MW,212.426
2049,Cumulative new capacity,Innovation,Industrial,MW,150.685
2049,Cumulative new capacity,Innovation,Residential,MW,1934.758
2049,Cumulative new capacity,Reference,Commercial,MW,122.472
2049,Cumulative new capacity,Reference,Industrial,MW,82.995
2049,Cumulative new capacity,Reference,Residential,MW,906.1609
2049,Total ICPs,Constraint,Commercial,Number,5516
2049,Total ICPs,Constraint,Industrial,Number,4088
2049,Total ICPs,Constraint,Residential,Number,157429
2049,Total ICPs,Environmental,Commercial,Number,11769
2049,Total ICPs,Environmental,Industrial,Number,7861
2049,Total ICPs,Environmental,Residential,Number,459110
2049,Total ICPs,Growth,Commercial,Number,9502
2049,Total ICPs,Growth,Industrial,Number,6335
2049,Total ICPs,Growth,Residential,Number,300975
2049,Total ICPs,Innovation,Commercial,Number,11769
2049,Total ICPs,Innovation,Industrial,Number,7861
2049,Total ICPs,Innovation,Residential,Number,459110
2049,Total ICPs,Reference,Commercial,Number,7656
2049,Total ICPs,Reference,Industrial,Number,5094
2049,Total ICPs,Reference,Residential,Number,242985
2049,Total capacity,Constraint,Commercial,MW,120.855
2049,Total capacity,Constraint,Industrial,MW,110.434
2049,Total capacity,Constraint,Residential,MW,748.1715
2049,Total capacity,Environmental,Commercial,MW,257.609
2049,Total capacity,Environmental,Industrial,MW,202.734
2049,Total capacity,Environmental,Residential,MW,2183.953
2049,Total capacity,Growth,Commercial,MW,208.029
2049,Total capacity,Growth,Industrial,MW,165.394
2049,Total capacity,Growth,Residential,MW,1431.3465
2049,Total capacity,Innovation,Commercial,MW,257.609
2049,Total capacity,Innovation,Industrial,MW,202.734
2049,Total capacity,Innovation,Residential,MW,2183.953
2049,Total capacity,Reference,Commercial,MW,167.655
2049,Total capacity,Reference,Industrial,MW,135.044
2049,Total capacity,Reference,Residential,MW,1155.3559
2050,Annual generation from new connections,Constraint,Commercial,MWh,98448.12120000001
2050,Annual generation from new connections,Constraint,Industrial,MWh,75456.231
2050,Annual generation from new connections,Constraint,Residential,MWh,652837.0728
2050,Annual generation from new connections,Environmental,Commercial,MWh,286157.007
2050,Annual generation from new connections,Environmental,Industrial,MWh,201174.276
2050,Annual generation from new connections,Environmental,Residential,MWh,2651805.05034
2050,Annual generation from new connections,Growth,Commercial,MWh,217403.6214
2050,Annual generation from new connections,Growth,Industrial,MWh,149858.196
2050,Annual generation from new connections,Growth,Residential,MWh,1592536.49466
2050,Annual generation from new connections,Innovation,Commercial,MWh,286157.007
2050,Annual generation from new connections,Innovation,Industrial,MWh,201174.276
2050,Annual generation from new connections,Innovation,Residential,MWh,2651805.05034
2050,Annual generation from new connections,Reference,Commercial,MWh,161955.5808
2050,Annual generation from new connections,Reference,Industrial,MWh,108583.047
2050,Annual generation from new connections,Reference,Residential,MWh,1209766.04334
2050,Cumulative new ICPs,Constraint,Commercial,Number,3544
2050,Cumulative new ICPs,Constraint,Industrial,Number,2429
2050,Cumulative new ICPs,Constraint,Residential,Number,107992
2050,Cumulative new ICPs,Environmental,Commercial,Number,10301
2050,Cumulative new ICPs,Environmental,Industrial,Number,6475
2050,Cumulative new ICPs,Environmental,Residential,Number,438661
2050,Cumulative new ICPs,Growth,Commercial,Number,7826
2050,Cumulative new ICPs,Growth,Industrial,Number,4823
2050,Cumulative new ICPs,Growth,Residential,Number,263437
2050,Cumulative new ICPs,Innovation,Commercial,Number,10301
2050,Cumulative new ICPs,Innovation,Industrial,Number,6475
2050,Cumulative new ICPs,Innovation,Residential,Number,438661
2050,Cumulative new ICPs,Reference,Commercial,Number,5830
2050,Cumulative new ICPs,Reference,Industrial,Number,3495
2050,Cumulative new ICPs,Reference,Residential,Number,200119
2050,Cumulative new capacity,Constraint,Commercial,MW,77.506
2050,Cumulative new capacity,Constraint,Industrial,MW,59.405
2050,Cumulative new capacity,Constraint,Residential,MW,513.964
2050,Cumulative new capacity,Environmental,Commercial,MW,225.285
2050,Cumulative new capacity,Environmental,Industrial,MW,158.38
2050,Cumulative new capacity,Environmental,Residential,MW,2087.7067
2050,Cumulative new capacity,Growth,Commercial,MW,171.157
2050,Cumulative new capacity,Growth,Industrial,MW,117.98
2050,Cumulative new capacity,Growth,Residential,MW,1253.7683
2050,Cumulative new capacity,Innovation,Commercial,MW,225.285
2050,Cumulative new capacity,Innovation,Industrial,MW,158.38
2050,Cumulative new capacity,Innovation,Residential,MW,2087.7067
2050,Cumulative new capacity,Reference,Commercial,MW,127.504
2050,Cumulative new capacity,Reference,Industrial,MW,85.485
2050,Cumulative new capacity,Reference,Residential,MW,952.4217
2050,Total ICPs,Constraint,Commercial,Number,5600
2050,Total ICPs,Constraint,Industrial,Number,4130
2050,Total ICPs,Constraint,Residential,Number,160578
2050,Total ICPs,Environmental,Commercial,Number,12357
2050,Total ICPs,Environmental,Industrial,Number,8176
2050,Total ICPs,Environmental,Residential,Number,491247
2050,Total ICPs,Growth,Commercial,Number,9882
2050,Total ICPs,Growth,Industrial,Number,6524
2050,Total ICPs,Growth,Residential,Number,316023
2050,Total ICPs,Innovation,Commercial,Number,12357
2050,Total ICPs,Innovation,Industrial,Number,8176
2050,Total ICPs,Innovation,Residential,Number,491247
2050,Total ICPs,Reference,Commercial,Number,7886
2050,Total ICPs,Reference,Industrial,Number,5196
2050,Total ICPs,Reference,Residential,Number,252705
2050,Total capacity,Constraint,Commercial,MW,122.689
2050,Total capacity,Constraint,Industrial,MW,111.454
2050,Total capacity,Constraint,Residential,MW,763.159
2050,Total capacity,Environmental,Commercial,MW,270.468
2050,Total capacity,Environmental,Industrial,MW,210.429
2050,Total capacity,Environmental,Residential,MW,2336.9017
2050,Total capacity,Growth,Commercial,MW,216.34
2050,Total capacity,Growth,Industrial,MW,170.029
2050,Total capacity,Growth,Residential,MW,1502.9633
2050,Total capacity,Innovation,Commercial,MW,270.468
2050,Total capacity,Innovation,Industrial,MW,210.429
2050,Total capacity,Innovation,Residential,MW,2336.9017
2050,Total capacity,Reference,Commercial,MW,172.687
2050,Total capacity,Reference,Industrial,MW,137.534
2050,Total capacity,Reference,Residential,MW,1201.6167
