TimePeriod,Variable,VehicleType,Unit,Scenario,Value,Status
2028,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,3217085778.88,Projected
2028,Vehicle kilometers travelled,Electric,Vehicle km,Reference,2486143688.88,Projected
2028,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,41647673651.499,Projected
2028,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,40628561425.322,Projected
2028,Vehicle kilometers travelled,ICE,Vehicle km,Growth,42394143290.504,Projected
2028,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,41422964736.45,Projected
2028,Vehicle kilometers travelled,ICE,Vehicle km,Reference,42234838916.08,Projected
2028,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,5468019698.647,Projected
2028,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,5048310661.357,Projected
2028,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,5365183685.269,Projected
2028,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,5204370065.45,Projected
2028,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,5356087929.24,Projected
2028,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,681400214.475,Projected
2028,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1007386199.285,Projected
2028,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1069995073.046,Projected
2028,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1038165145.31,Projected
2028,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,855821718.04,Projected
2029,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,2261985160.183,Projected
2029,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,3893342659.631,Projected
2029,Vehicle kilometers travelled,Electric,Vehicle km,Growth,4148968800.82,Projected
2029,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,4015910369.72,Projected
2029,Vehicle kilometers travelled,Electric,Vehicle km,Reference,3050504656.37,Projected
2029,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,41046557113.613,Projected
2029,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,39959891037.485,Projected
2029,Vehicle kilometers travelled,ICE,Vehicle km,Growth,41982652566.696,Projected
2029,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,40842066772.42,Projected
2029,Vehicle kilometers travelled,ICE,Vehicle km,Reference,41807104422.7,Projected
2029,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,6056432993.855,Projected
2029,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,5319372630.515,Projected
2029,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,5697669627.56,Projected
2029,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,5507102585.53,Projected
2029,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,5776215976.92,Projected
2029,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,746954791.65,Projected
2029,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1132740404.67,Projected
2029,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1212568689.448,Projected
2029,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1172251253.09,Projected
2029,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,955454534.66,Projected
2030,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,2684476537.942,Projected
2030,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,4812726756.678,Projected
2030,Vehicle kilometers travelled,Electric,Vehicle km,Growth,5156300620.981,Projected
2030,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,4977600888.08,Projected
2030,Vehicle kilometers travelled,Electric,Vehicle km,Reference,3743186969,Projected
2030,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,40362803990.068,Projected
2030,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,39161359449.382,Projected
2030,Vehicle kilometers travelled,ICE,Vehicle km,Growth,41375778457.456,Projected
2030,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,40101036632.67,Projected
2030,Vehicle kilometers travelled,ICE,Vehicle km,Reference,41241312594.22,Projected
2030,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,6650240009.688,Projected
2030,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,5573131984.366,Projected
2030,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,6005144056.748,Projected
2030,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,5789490520.56,Projected
2030,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,6181611517.31,Projected
2030,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,813240173.016,Projected
2030,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1251085546.88,Projected
2030,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1347211781.299,Projected
2030,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1299055477.45,Projected
2030,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1054186962.96,Projected
2031,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,3176303192.851,Projected
2031,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,5810201267.383,Projected
2031,Vehicle kilometers travelled,Electric,Vehicle km,Growth,6264309139.666,Projected
2031,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,6024047150.59,Projected
2031,Vehicle kilometers travelled,Electric,Vehicle km,Reference,4530574891.6,Projected
2031,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,39621348153.269,Projected
2031,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,38234578943.957,Projected
2031,Vehicle kilometers travelled,ICE,Vehicle km,Growth,40665015134.333,Projected
2031,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,39220393992.23,Projected
2031,Vehicle kilometers travelled,ICE,Vehicle km,Reference,40557280482.85,Projected
2031,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,7253267537.687,Projected
2031,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,5909296619.814,Projected
2031,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,6412119925.539,Projected
2031,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,6159254162.85,Projected
2031,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,6634633081.47,Projected
2031,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,877121458.502,Projected
2031,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1355780262.359,Projected
2031,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1470122868.363,Projected
2031,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1412349654.91,Projected
2031,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1146002580.13,Projected
2032,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,3742427848.94,Projected
2032,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,6893917693.933,Projected
2032,Vehicle kilometers travelled,Electric,Vehicle km,Growth,7477629140.84,Projected
2032,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,7163744474.48,Projected
2032,Vehicle kilometers travelled,Electric,Vehicle km,Reference,5419279968.5,Projected
2032,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,38735233564.672,Projected
2032,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,37148913149.682,Projected
2032,Vehicle kilometers travelled,ICE,Vehicle km,Growth,39770766544.457,Projected
2032,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,38166653293.89,Projected
2032,Vehicle kilometers travelled,ICE,Vehicle km,Reference,39703214277.11,Projected
2032,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,7832012559.859,Projected
2032,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,6238622862.588,Projected
2032,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,6814349735.618,Projected
2032,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,6523369201.88,Projected
2032,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,7066583935.96,Projected
2032,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,936447049.897,Projected
2032,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1445497460.264,Projected
2032,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1577716629.03,Projected
2032,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1510487520.96,Projected
2032,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1227384850.9,Projected
2033,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,4408048460.113,Projected
2033,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,8121688671.245,Projected
2033,Vehicle kilometers travelled,Electric,Vehicle km,Growth,8861380677.056,Projected
2033,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,8461860650.21,Projected
2033,Vehicle kilometers travelled,Electric,Vehicle km,Reference,6448763152.14,Projected
2033,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,37705167148.249,Projected
2033,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,35902814326.975,Projected
2033,Vehicle kilometers travelled,ICE,Vehicle km,Growth,38671748378.322,Projected
2033,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,36951121307.5,Projected
2033,Vehicle kilometers travelled,ICE,Vehicle km,Reference,38698814890.72,Projected
2033,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,8396508722.054,Projected
2033,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,6539097021.278,Projected
2033,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,7188878946.872,Projected
2033,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,6862658504.88,Projected
2033,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,7474804797.08,Projected
2033,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,992639446.441,Projected
2033,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1521146199.419,Projected
2033,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1670947459.028,Projected
2033,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1595182171.81,Projected
2033,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1301219599.95,Projected
2034,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,5228217216.213,Projected
2034,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,9583618575.509,Projected
2034,Vehicle kilometers travelled,Electric,Vehicle km,Growth,10516558844.155,Projected
2034,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,10007744931.37,Projected
2034,Vehicle kilometers travelled,Electric,Vehicle km,Reference,7689679291.64,Projected
2034,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,36559758974.001,Projected
2034,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,34510659392.503,Projected
2034,Vehicle kilometers travelled,ICE,Vehicle km,Growth,37385016698.423,Projected
2034,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,35567243604.73,Projected
2034,Vehicle kilometers travelled,ICE,Vehicle km,Reference,37544251362.63,Projected
2034,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,9004253464.008,Projected
2034,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,6842894506.011,Projected
2034,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,7569769244.58,Projected
2034,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,7204505039.51,Projected
2034,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,7897867037.88,Projected
2034,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1052124832.938,Projected
2034,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1592535419.61,Projected
2034,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1760105826.807,Projected
2034,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1675146604.45,Projected
2034,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1374905512.95,Projected
2035,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,6177799467.277,Projected
2035,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,11233744573.905,Projected
2035,Vehicle kilometers travelled,Electric,Vehicle km,Growth,12397054467.796,Projected
2035,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,11755102986.45,Projected
2035,Vehicle kilometers travelled,Electric,Vehicle km,Reference,9107160066.93,Projected
2035,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,35251255933.223,Projected
2035,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,32929509115.255,Projected
2035,Vehicle kilometers travelled,ICE,Vehicle km,Growth,35868511202.335,Projected
2035,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,33974653250.87,Projected
2035,Vehicle kilometers travelled,ICE,Vehicle km,Reference,36191394125.89,Projected
2035,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,9583154786.999,Projected
2035,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,7091719697.354,Projected
2035,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,7893038073.237,Projected
2035,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,7488905039.2,Projected
2035,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,8272453770.36,Projected
2035,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1107958889.968,Projected
2035,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1651003714.557,Projected
2035,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1835694883.274,Projected
2035,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1741563405.79,Projected
2035,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1440227957.88,Projected
2036,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,7272660085.54,Projected
2036,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,13090600187.04,Projected
2036,Vehicle kilometers travelled,Electric,Vehicle km,Growth,14531617006.921,Projected
2036,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,13727758293.93,Projected
2036,Vehicle kilometers travelled,Electric,Vehicle km,Reference,10725583616.53,Projected
2036,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,33920840203.095,Projected
2036,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,31257608886.236,Projected
2036,Vehicle kilometers travelled,ICE,Vehicle km,Growth,34231491299.159,Projected
2036,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,32283450321.23,Projected
2036,Vehicle kilometers travelled,ICE,Vehicle km,Reference,34757166200.22,Projected
2036,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,9990816520.564,Projected
2036,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,7188564671.625,Projected
2036,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,8052679038.13,Projected
2036,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,7614869364.72,Projected
2036,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,8490292788.41,Projected
2036,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1162245856.114,Projected
2036,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1701046509.38,Projected
2036,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1903390381.964,Projected
2036,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1799660130.81,Projected
2036,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1500685334.36,Projected
2037,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,8510974282.309,Projected
2037,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,15144642418.698,Projected
2037,Vehicle kilometers travelled,Electric,Vehicle km,Growth,16915784500.115,Projected
2037,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,15919866683.86,Projected
2037,Vehicle kilometers travelled,Electric,Vehicle km,Reference,12543918837.89,Projected
2037,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,32585980259.784,Projected
2037,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,29482477015.935,Projected
2037,Vehicle kilometers travelled,ICE,Vehicle km,Growth,32466861013.933,Projected
2037,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,30482490712.26,Projected
2037,Vehicle kilometers travelled,ICE,Vehicle km,Reference,33241728345.26,Projected
2037,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,10189606492.183,Projected
2037,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,7128093766.93,Projected
2037,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,8038648276.866,Projected
2037,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,7576457303.82,Projected
2037,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,8532874187.75,Projected
2037,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1214617144.549,Projected
2037,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1744091419.508,Projected
2037,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1964490391.17,Projected
2037,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1851163784.76,Projected
2037,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1556327391.74,Projected
2038,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,9916450225.968,Projected
2038,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,17432223860.31,Projected
2038,Vehicle kilometers travelled,Electric,Vehicle km,Growth,19588502898.359,Projected
2038,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,18367166397.13,Projected
2038,Vehicle kilometers travelled,Electric,Vehicle km,Reference,14589035794.24,Projected
2038,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,31238311392.959,Projected
2038,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,27615145536.97,Projected
2038,Vehicle kilometers travelled,ICE,Vehicle km,Growth,30580602373.696,Projected
2038,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,28576093545.09,Projected
2038,Vehicle kilometers travelled,ICE,Vehicle km,Reference,31620813764.78,Projected
2038,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,10199234994.215,Projected
2038,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,6926682287.609,Projected
2038,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,7861017012.371,Projected
2038,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,7386519899.28,Projected
2038,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,8413773725.96,Projected
2038,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1265181341.762,Projected
2038,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1747268732.781,Projected
2038,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1980343671.285,Projected
2038,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1860236784.64,Projected
2038,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1607519799.31,Projected
2039,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,11583122170.347,Projected
2039,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,20076395727.118,Projected
2039,Vehicle kilometers travelled,Electric,Vehicle km,Growth,22696069833.955,Projected
2039,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,21205102412.41,Projected
2039,Vehicle kilometers travelled,Electric,Vehicle km,Reference,16993646271.37,Projected
2039,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,29885394851.729,Projected
2039,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,25736760894.212,Projected
2039,Vehicle kilometers travelled,ICE,Vehicle km,Growth,28653928781.991,Projected
2039,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,26652105789.04,Projected
2039,Vehicle kilometers travelled,ICE,Vehicle km,Reference,29893298974.14,Projected
2039,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,10066341788.095,Projected
2039,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,6521715832.525,Projected
2039,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,7447509926.464,Projected
2039,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,6977339348.06,Projected
2039,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,8168282907.06,Projected
2039,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1320338518.831,Projected
2039,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1729483767.214,Projected
2039,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1972216754.75,Projected
2039,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1846942666.14,Projected
2039,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1662364771.22,Projected
2040,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,13459261049.526,Projected
2040,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,22764093721.048,Projected
2040,Vehicle kilometers travelled,Electric,Vehicle km,Growth,25867229926.785,Projected
2040,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,24087983867.43,Projected
2040,Vehicle kilometers travelled,Electric,Vehicle km,Reference,19681250326.57,Projected
2040,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,28495068014.627,Projected
2040,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,23882547624.903,Projected
2040,Vehicle kilometers travelled,ICE,Vehicle km,Growth,26715930629.722,Projected
2040,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,24737037614.82,Projected
2040,Vehicle kilometers travelled,ICE,Vehicle km,Reference,28051882813.13,Projected
2040,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,9768017188.694,Projected
2040,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,6070372408.116,Projected
2040,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,6967899202.782,Projected
2040,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,6510951868.09,Projected
2040,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,7771467182.38,Projected
2040,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1374666583.243,Projected
2040,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1697147770.668,Projected
2040,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1945303594.139,Projected
2040,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1816778190.15,Projected
2040,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1678273139.37,Projected
2041,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,15516893803.466,Projected
2041,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,25404074220.833,Projected
2041,Vehicle kilometers travelled,Electric,Vehicle km,Growth,29020786480.931,Projected
2041,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,26935438073.24,Projected
2041,Vehicle kilometers travelled,Electric,Vehicle km,Reference,22452331212.36,Projected
2041,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,27006436453.694,Projected
2041,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,22099054462.859,Projected
2041,Vehicle kilometers travelled,ICE,Vehicle km,Growth,24838787382.267,Projected
2041,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,22893336822.95,Projected
2041,Vehicle kilometers travelled,ICE,Vehicle km,Reference,26215619687.34,Projected
2041,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,9388485098.925,Projected
2041,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,5605544814.688,Projected
2041,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,6468866601.362,Projected
2041,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,6028897964.98,Projected
2041,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,7325566654.58,Projected
2041,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1429384061.352,Projected
2041,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1655068082.728,Projected
2041,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1907217205.484,Projected
2041,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1776370894.28,Projected
2041,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1670016764.22,Projected
2042,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,17644153391.14,Projected
2042,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,27852394390.977,Projected
2042,Vehicle kilometers travelled,Electric,Vehicle km,Growth,31996396541.047,Projected
2042,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,29594349687.2,Projected
2042,Vehicle kilometers travelled,Electric,Vehicle km,Reference,25090045665.24,Projected
2042,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,25432110122.414,Projected
2042,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,20406203381.16,Projected
2042,Vehicle kilometers travelled,ICE,Vehicle km,Growth,23042614747.433,Projected
2042,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,21141995241.26,Projected
2042,Vehicle kilometers travelled,ICE,Vehicle km,Reference,24452094191.13,Projected
2042,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,8938813631.257,Projected
2042,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,5132850158.965,Projected
2042,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,5958357077.05,Projected
2042,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,5536756928.97,Projected
2042,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,6837277614.17,Projected
2042,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1447759228.847,Projected
2042,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1602631539.307,Projected
2042,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1857735329.194,Projected
2042,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1725101870.42,Projected
2042,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1650671272.61,Projected
2043,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,19801582205.213,Projected
2043,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,30136521907.847,Projected
2043,Vehicle kilometers travelled,Electric,Vehicle km,Growth,34820847372.832,Projected
2043,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,32094132918.09,Projected
2043,Vehicle kilometers travelled,Electric,Vehicle km,Reference,27607375421.15,Projected
2043,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,23828781261.582,Projected
2043,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,18811093674.756,Projected
2043,Vehicle kilometers travelled,ICE,Vehicle km,Growth,21337488440.081,Projected
2043,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,19490269042.22,Projected
2043,Vehicle kilometers travelled,ICE,Vehicle km,Reference,22784155652.06,Projected
2043,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,8440623081.871,Projected
2043,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,4664549105.473,Projected
2043,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,5448361426.046,Projected
2043,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,5047303848.49,Projected
2043,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,6322669568.69,Projected
2043,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1443201633.201,Projected
2043,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1547366368.227,Projected
2043,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1804692636.553,Projected
