TimePeriod,Variable,VehicleType,Unit,Scenario,Value,Status
2043,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1670589558.53,Projected
2043,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1622758871.69,Projected
2044,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,21746552835.006,Projected
2044,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,32125486936.886,Projected
2044,Vehicle kilometers travelled,Electric,Vehicle km,Growth,37335322679.075,Projected
2044,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,34284472007.99,Projected
2044,Vehicle kilometers travelled,Electric,Vehicle km,Reference,29844971917.8,Projected
2044,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,22330797118.638,Projected
2044,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,17349076351.18,Projected
2044,Vehicle kilometers travelled,ICE,Vehicle km,Growth,19771405289.973,Projected
2044,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,17973468089.36,Projected
2044,Vehicle kilometers travelled,ICE,Vehicle km,Reference,21252965842.88,Projected
2044,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,7899916431.558,Projected
2044,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,4207268035.947,Projected
2044,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,4945014499.443,Projected
2044,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,4566449427.3,Projected
2044,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,5788305855.19,Projected
2044,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1425466325.823,Projected
2044,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1485906390.874,Projected
2044,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1743688555.837,Projected
2044,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1608828078.05,Projected
2044,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1585967629.86,Projected
2045,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,23724343723.392,Projected
2045,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,34117151876.087,Projected
2045,Vehicle kilometers travelled,Electric,Vehicle km,Growth,39877430796.244,Projected
2045,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,36487656846.7,Projected
2045,Vehicle kilometers travelled,Electric,Vehicle km,Reference,32107706351.73,Projected
2045,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,20953131689.952,Projected
2045,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,16001913951.245,Projected
2045,Vehicle kilometers travelled,ICE,Vehicle km,Growth,18324600635.316,Projected
2045,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,16574345701,Projected
2045,Vehicle kilometers travelled,ICE,Vehicle km,Reference,19851208185.43,Projected
2045,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,7342081393.227,Projected
2045,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,3762629110.792,Projected
2045,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,4448736716.689,Projected
2045,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,4096196034.69,Projected
2045,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,5243157820.06,Projected
2045,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1401450531.763,Projected
2045,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1423910847.914,Projected
2045,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1680747249.672,Projected
2045,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1546028297.56,Projected
2045,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1546348955.01,Projected
2046,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,25731312804.041,Projected
2046,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,36098760732.295,Projected
2046,Vehicle kilometers travelled,Electric,Vehicle km,Growth,42424258017.64,Projected
2046,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,38681332486.09,Projected
2046,Vehicle kilometers travelled,Electric,Vehicle km,Reference,34381626804.25,Projected
2046,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,19668585782.36,Projected
2046,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,14752118345.539,Projected
2046,Vehicle kilometers travelled,ICE,Vehicle km,Growth,16968515955.644,Projected
2046,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,15273462137.02,Projected
2046,Vehicle kilometers travelled,ICE,Vehicle km,Reference,18540113276.38,Projected
2046,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,6785329031.751,Projected
2046,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,3343443650.991,Projected
2046,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,3975655779.388,Projected
2046,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,3649690572.05,Projected
2046,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,4714334825.41,Projected
2046,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1373205405.942,Projected
2046,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1360778040.854,Projected
2046,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1615221835.311,Projected
2046,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1481132318.77,Projected
2046,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1501745171.83,Projected
2047,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,27736508895.052,Projected
2047,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,38047253726.565,Projected
2047,Vehicle kilometers travelled,Electric,Vehicle km,Growth,44954351109.423,Projected
2047,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,40850388455.54,Projected
2047,Vehicle kilometers travelled,Electric,Vehicle km,Reference,36644982463.99,Projected
2047,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,18477883624.942,Projected
2047,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,13588445874.017,Projected
2047,Vehicle kilometers travelled,ICE,Vehicle km,Growth,15696898634.842,Projected
2047,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,14061915464.88,Projected
2047,Vehicle kilometers travelled,ICE,Vehicle km,Reference,17308938454.1,Projected
2047,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,6230075275.509,Projected
2047,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,2954493731.792,Projected
2047,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,3532764510.156,Projected
2047,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,3233837463.17,Projected
2047,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,4216807952.08,Projected
2047,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1339821323.18,Projected
2047,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1296729810.273,Projected
2047,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1547628681.218,Projected
2047,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1414902511.27,Projected
2047,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1453159961.26,Projected
2048,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,29788705917.447,Projected
2048,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,40021368433.188,Projected
2048,Vehicle kilometers travelled,Electric,Vehicle km,Growth,47543567086.784,Projected
2048,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,43052832506.82,Projected
2048,Vehicle kilometers travelled,Electric,Vehicle km,Reference,38947237083.01,Projected
2048,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,17389636074.687,Projected
2048,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,12514909629.949,Projected
2048,Vehicle kilometers travelled,ICE,Vehicle km,Growth,14522947536.829,Projected
2048,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,12943555723.64,Projected
2048,Vehicle kilometers travelled,ICE,Vehicle km,Reference,16167558245.08,Projected
2048,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,5685539915.48,Projected
2048,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,2603149962.84,Projected
2048,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,3129618000.524,Projected
2048,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,2856446154.99,Projected
2048,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,3758935973.93,Projected
2048,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1304956692.999,Projected
2048,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1234719119.561,Projected
2048,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1481577996.44,Projected
2048,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1350380519.19,Projected
2048,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1404795716.7,Projected
2049,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,31477420922.927,Projected
2049,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,41591391835.787,Projected
2049,Vehicle kilometers travelled,Electric,Vehicle km,Growth,49696423562.811,Projected
2049,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,44843829591.22,Projected
2049,Vehicle kilometers travelled,Electric,Vehicle km,Reference,40849744293.92,Projected
2049,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,16374474506.26,Projected
2049,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,11510865806.937,Projected
2049,Vehicle kilometers travelled,ICE,Vehicle km,Growth,13421968217.898,Projected
2049,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,11899956981.28,Projected
2049,Vehicle kilometers travelled,ICE,Vehicle km,Reference,15089745856.92,Projected
2049,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,5135440232.309,Projected
2049,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,2282523415.238,Projected
2049,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,2760743485.455,Projected
2049,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,2512500423.41,Projected
2049,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,3334664217.79,Projected
2049,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1259772730.569,Projected
2049,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1167533699.819,Projected
2049,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1409378456.246,Projected
2049,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1280713660.32,Projected
2049,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1347855114.44,Projected
2050,Vehicle kilometers travelled,Electric,Vehicle km,Constraint,33042750493.092,Projected
2050,Vehicle kilometers travelled,Electric,Vehicle km,Environmental,43031973984.437,Projected
2050,Vehicle kilometers travelled,Electric,Vehicle km,Growth,51704428912.399,Projected
2050,Vehicle kilometers travelled,Electric,Vehicle km,Innovation,46496752801.28,Projected
2050,Vehicle kilometers travelled,Electric,Vehicle km,Reference,42618272477.21,Projected
2050,Vehicle kilometers travelled,ICE,Vehicle km,Constraint,15468837350.747,Projected
2050,Vehicle kilometers travelled,ICE,Vehicle km,Environmental,10594922159.074,Projected
2050,Vehicle kilometers travelled,ICE,Vehicle km,Growth,12412219210.229,Projected
2050,Vehicle kilometers travelled,ICE,Vehicle km,Innovation,10947652208.38,Projected
2050,Vehicle kilometers travelled,ICE,Vehicle km,Reference,14103710270.2,Projected
2050,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Constraint,4595993473.942,Projected
2050,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Environmental,1995174144.409,Projected
2050,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Growth,2427016408.104,Projected
2050,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Innovation,2202715546.28,Projected
2050,Vehicle kilometers travelled,ICE/Hybrid,Vehicle km,Reference,2945106993.06,Projected
2050,Vehicle kilometers travelled,PHEV,Vehicle km,Constraint,1214933378.197,Projected
2050,Vehicle kilometers travelled,PHEV,Vehicle km,Environmental,1104946843.714,Projected
2050,Vehicle kilometers travelled,PHEV,Vehicle km,Growth,1341415941.894,Projected
2050,Vehicle kilometers travelled,PHEV,Vehicle km,Innovation,1215439865.83,Projected
2050,Vehicle kilometers travelled,PHEV,Vehicle km,Reference,1291337496.62,Projected
