TimePeriod,Scenario,Sector,Unit,Value,Variable,Status
2030,Innovation,Transport,Gross PJ,200.59,Total energy demand,Projected
2030,Reference,Commercial,Gross PJ,67.708,Total energy demand,Projected
2030,Reference,Industrial,Gross PJ,209.918,Total energy demand,Projected
2030,Reference,Residential,Gross PJ,83.707,Total energy demand,Projected
2030,Reference,Transport,Gross PJ,203.409,Total energy demand,Projected
2031,Constraint,Commercial,Gross PJ,63.126,Total energy demand,Projected
2031,Constraint,Industrial,Gross PJ,204.03,Total energy demand,Projected
2031,Constraint,Residential,Gross PJ,81.729,Total energy demand,Projected
2031,Constraint,Transport,Gross PJ,197.967,Total energy demand,Projected
2031,Environmental,Commercial,Gross PJ,66.293,Total energy demand,Projected
2031,Environmental,Industrial,Gross PJ,205.984,Total energy demand,Projected
2031,Environmental,Residential,Gross PJ,82.793,Total energy demand,Projected
2031,Environmental,Transport,Gross PJ,195.363,Total energy demand,Projected
2031,Growth,Commercial,Gross PJ,74.202,Total energy demand,Projected
2031,Growth,Industrial,Gross PJ,218.037,Total energy demand,Projected
2031,Growth,Residential,Gross PJ,85.56,Total energy demand,Projected
2031,Growth,Transport,Gross PJ,204.759,Total energy demand,Projected
2031,Innovation,Commercial,Gross PJ,72.945,Total energy demand,Projected
2031,Innovation,Industrial,Gross PJ,207.967,Total energy demand,Projected
2031,Innovation,Residential,Gross PJ,82.793,Total energy demand,Projected
2031,Innovation,Transport,Gross PJ,198.539,Total energy demand,Projected
2031,Reference,Commercial,Gross PJ,68.163,Total energy demand,Projected
2031,Reference,Industrial,Gross PJ,209.631,Total energy demand,Projected
2031,Reference,Residential,Gross PJ,83.832,Total energy demand,Projected
2031,Reference,Transport,Gross PJ,201.877,Total energy demand,Projected
2032,Constraint,Commercial,Gross PJ,63.144,Total energy demand,Projected
2032,Constraint,Industrial,Gross PJ,202.627,Total energy demand,Projected
2032,Constraint,Residential,Gross PJ,81.71,Total energy demand,Projected
2032,Constraint,Transport,Gross PJ,195.729,Total energy demand,Projected
2032,Environmental,Commercial,Gross PJ,66.177,Total energy demand,Projected
2032,Environmental,Industrial,Gross PJ,204.853,Total energy demand,Projected
2032,Environmental,Residential,Gross PJ,82.695,Total energy demand,Projected
2032,Environmental,Transport,Gross PJ,192.696,Total energy demand,Projected
2032,Growth,Commercial,Gross PJ,75.014,Total energy demand,Projected
2032,Growth,Industrial,Gross PJ,219.191,Total energy demand,Projected
2032,Growth,Residential,Gross PJ,86.042,Total energy demand,Projected
2032,Growth,Transport,Gross PJ,203.2,Total energy demand,Projected
2032,Innovation,Commercial,Gross PJ,72.82,Total energy demand,Projected
2032,Innovation,Industrial,Gross PJ,207.574,Total energy demand,Projected
2032,Innovation,Residential,Gross PJ,82.695,Total energy demand,Projected
2032,Innovation,Transport,Gross PJ,196.028,Total energy demand,Projected
2032,Reference,Commercial,Gross PJ,68.506,Total energy demand,Projected
2032,Reference,Industrial,Gross PJ,209.266,Total energy demand,Projected
2032,Reference,Residential,Gross PJ,83.944,Total energy demand,Projected
2032,Reference,Transport,Gross PJ,199.887,Total energy demand,Projected
2033,Constraint,Commercial,Gross PJ,63.046,Total energy demand,Projected
2033,Constraint,Industrial,Gross PJ,201.24,Total energy demand,Projected
2033,Constraint,Residential,Gross PJ,81.677,Total energy demand,Projected
2033,Constraint,Transport,Gross PJ,193.161,Total energy demand,Projected
2033,Environmental,Commercial,Gross PJ,66.036,Total energy demand,Projected
2033,Environmental,Industrial,Gross PJ,203.624,Total energy demand,Projected
2033,Environmental,Residential,Gross PJ,82.598,Total energy demand,Projected
2033,Environmental,Transport,Gross PJ,189.627,Total energy demand,Projected
2033,Growth,Commercial,Gross PJ,75.655,Total energy demand,Projected
2033,Growth,Industrial,Gross PJ,220.068,Total energy demand,Projected
2033,Growth,Residential,Gross PJ,86.507,Total energy demand,Projected
2033,Growth,Transport,Gross PJ,201.077,Total energy demand,Projected
2033,Innovation,Commercial,Gross PJ,72.657,Total energy demand,Projected
2033,Innovation,Industrial,Gross PJ,207.08,Total energy demand,Projected
2033,Innovation,Residential,Gross PJ,82.598,Total energy demand,Projected
2033,Innovation,Transport,Gross PJ,193.128,Total energy demand,Projected
2033,Reference,Commercial,Gross PJ,68.741,Total energy demand,Projected
2033,Reference,Industrial,Gross PJ,208.944,Total energy demand,Projected
2033,Reference,Residential,Gross PJ,84.041,Total energy demand,Projected
2033,Reference,Transport,Gross PJ,197.544,Total energy demand,Projected
2034,Constraint,Commercial,Gross PJ,62.839,Total energy demand,Projected
2034,Constraint,Industrial,Gross PJ,199.869,Total energy demand,Projected
2034,Constraint,Residential,Gross PJ,81.76,Total energy demand,Projected
2034,Constraint,Transport,Gross PJ,190.339,Total energy demand,Projected
2034,Environmental,Commercial,Gross PJ,65.908,Total energy demand,Projected
2034,Environmental,Industrial,Gross PJ,202.449,Total energy demand,Projected
2034,Environmental,Residential,Gross PJ,82.668,Total energy demand,Projected
2034,Environmental,Transport,Gross PJ,186.179,Total energy demand,Projected
2034,Growth,Commercial,Gross PJ,76.116,Total energy demand,Projected
2034,Growth,Industrial,Gross PJ,220.348,Total energy demand,Projected
2034,Growth,Residential,Gross PJ,86.918,Total energy demand,Projected
2034,Growth,Transport,Gross PJ,198.446,Total energy demand,Projected
2034,Innovation,Commercial,Gross PJ,72.498,Total energy demand,Projected
2034,Innovation,Industrial,Gross PJ,206.57,Total energy demand,Projected
2034,Innovation,Residential,Gross PJ,82.668,Total energy demand,Projected
2034,Innovation,Transport,Gross PJ,189.795,Total energy demand,Projected
2034,Reference,Commercial,Gross PJ,68.859,Total energy demand,Projected
2034,Reference,Industrial,Gross PJ,208.618,Total energy demand,Projected
2034,Reference,Residential,Gross PJ,84.271,Total energy demand,Projected
2034,Reference,Transport,Gross PJ,194.817,Total energy demand,Projected
2035,Constraint,Commercial,Gross PJ,62.534,Total energy demand,Projected
2035,Constraint,Industrial,Gross PJ,198.472,Total energy demand,Projected
2035,Constraint,Residential,Gross PJ,81.828,Total energy demand,Projected
2035,Constraint,Transport,Gross PJ,187.2,Total energy demand,Projected
2035,Environmental,Commercial,Gross PJ,65.822,Total energy demand,Projected
2035,Environmental,Industrial,Gross PJ,201.428,Total energy demand,Projected
2035,Environmental,Residential,Gross PJ,82.77,Total energy demand,Projected
2035,Environmental,Transport,Gross PJ,182.309,Total energy demand,Projected
2035,Growth,Commercial,Gross PJ,76.469,Total energy demand,Projected
2035,Growth,Industrial,Gross PJ,220.602,Total energy demand,Projected
2035,Growth,Residential,Gross PJ,87.314,Total energy demand,Projected
2035,Growth,Transport,Gross PJ,195.29,Total energy demand,Projected
2035,Innovation,Commercial,Gross PJ,75.213,Total energy demand,Projected
2035,Innovation,Industrial,Gross PJ,206.111,Total energy demand,Projected
2035,Innovation,Residential,Gross PJ,82.77,Total energy demand,Projected
2035,Innovation,Transport,Gross PJ,185.995,Total energy demand,Projected
2035,Reference,Commercial,Gross PJ,68.85,Total energy demand,Projected
2035,Reference,Industrial,Gross PJ,207.949,Total energy demand,Projected
2035,Reference,Residential,Gross PJ,84.487,Total energy demand,Projected
2035,Reference,Transport,Gross PJ,191.655,Total energy demand,Projected
2036,Constraint,Commercial,Gross PJ,62.132,Total energy demand,Projected
2036,Constraint,Industrial,Gross PJ,196.698,Total energy demand,Projected
2036,Constraint,Residential,Gross PJ,81.886,Total energy demand,Projected
2036,Constraint,Transport,Gross PJ,183.824,Total energy demand,Projected
2036,Environmental,Commercial,Gross PJ,65.79,Total energy demand,Projected
2036,Environmental,Industrial,Gross PJ,200.493,Total energy demand,Projected
2036,Environmental,Residential,Gross PJ,82.911,Total energy demand,Projected
2036,Environmental,Transport,Gross PJ,178.097,Total energy demand,Projected
2036,Growth,Commercial,Gross PJ,76.704,Total energy demand,Projected
2036,Growth,Industrial,Gross PJ,220.617,Total energy demand,Projected
2036,Growth,Residential,Gross PJ,87.701,Total energy demand,Projected
2036,Growth,Transport,Gross PJ,191.68,Total energy demand,Projected
2036,Innovation,Commercial,Gross PJ,75.154,Total energy demand,Projected
2036,Innovation,Industrial,Gross PJ,205.336,Total energy demand,Projected
2036,Innovation,Residential,Gross PJ,82.911,Total energy demand,Projected
2036,Innovation,Transport,Gross PJ,181.833,Total energy demand,Projected
2036,Reference,Commercial,Gross PJ,68.753,Total energy demand,Projected
2036,Reference,Industrial,Gross PJ,206.9,Total energy demand,Projected
2036,Reference,Residential,Gross PJ,84.693,Total energy demand,Projected
2036,Reference,Transport,Gross PJ,188.17,Total energy demand,Projected
2037,Constraint,Commercial,Gross PJ,61.68,Total energy demand,Projected
2037,Constraint,Industrial,Gross PJ,194.874,Total energy demand,Projected
2037,Constraint,Residential,Gross PJ,81.941,Total energy demand,Projected
2037,Constraint,Transport,Gross PJ,180.202,Total energy demand,Projected
2037,Environmental,Commercial,Gross PJ,65.833,Total energy demand,Projected
2037,Environmental,Industrial,Gross PJ,199.556,Total energy demand,Projected
2037,Environmental,Residential,Gross PJ,83.089,Total energy demand,Projected
2037,Environmental,Transport,Gross PJ,173.515,Total energy demand,Projected
2037,Growth,Commercial,Gross PJ,76.908,Total energy demand,Projected
2037,Growth,Industrial,Gross PJ,220.557,Total energy demand,Projected
2037,Growth,Residential,Gross PJ,88.083,Total energy demand,Projected
2037,Growth,Transport,Gross PJ,187.648,Total energy demand,Projected
2037,Innovation,Commercial,Gross PJ,75.169,Total energy demand,Projected
2037,Innovation,Industrial,Gross PJ,204.595,Total energy demand,Projected
2037,Innovation,Residential,Gross PJ,83.089,Total energy demand,Projected
2037,Innovation,Transport,Gross PJ,177.289,Total energy demand,Projected
2037,Reference,Commercial,Gross PJ,68.615,Total energy demand,Projected
2037,Reference,Industrial,Gross PJ,205.832,Total energy demand,Projected
2037,Reference,Residential,Gross PJ,84.894,Total energy demand,Projected
2037,Reference,Transport,Gross PJ,184.35,Total energy demand,Projected
2038,Constraint,Commercial,Gross PJ,61.239,Total energy demand,Projected
2038,Constraint,Industrial,Gross PJ,193.089,Total energy demand,Projected
2038,Constraint,Residential,Gross PJ,81.999,Total energy demand,Projected
2038,Constraint,Transport,Gross PJ,176.395,Total energy demand,Projected
2038,Environmental,Commercial,Gross PJ,65.945,Total energy demand,Projected
2038,Environmental,Industrial,Gross PJ,198.72,Total energy demand,Projected
2038,Environmental,Residential,Gross PJ,83.301,Total energy demand,Projected
2038,Environmental,Transport,Gross PJ,168.62,Total energy demand,Projected
2038,Growth,Commercial,Gross PJ,77.165,Total energy demand,Projected
2038,Growth,Industrial,Gross PJ,220.738,Total energy demand,Projected
2038,Growth,Residential,Gross PJ,88.47,Total energy demand,Projected
2038,Growth,Transport,Gross PJ,183.255,Total energy demand,Projected
2038,Innovation,Commercial,Gross PJ,75.26,Total energy demand,Projected
2038,Innovation,Industrial,Gross PJ,203.896,Total energy demand,Projected
2038,Innovation,Residential,Gross PJ,83.301,Total energy demand,Projected
2038,Innovation,Transport,Gross PJ,172.397,Total energy demand,Projected
2038,Reference,Commercial,Gross PJ,68.48,Total energy demand,Projected
2038,Reference,Industrial,Gross PJ,204.732,Total energy demand,Projected
2038,Reference,Residential,Gross PJ,85.1,Total energy demand,Projected
2038,Reference,Transport,Gross PJ,180.196,Total energy demand,Projected
2039,Constraint,Commercial,Gross PJ,60.831,Total energy demand,Projected
2039,Constraint,Industrial,Gross PJ,191.301,Total energy demand,Projected
2039,Constraint,Residential,Gross PJ,82.057,Total energy demand,Projected
2039,Constraint,Transport,Gross PJ,172.555,Total energy demand,Projected
2039,Environmental,Commercial,Gross PJ,66.121,Total energy demand,Projected
2039,Environmental,Industrial,Gross PJ,197.893,Total energy demand,Projected
2039,Environmental,Residential,Gross PJ,83.511,Total energy demand,Projected
2039,Environmental,Transport,Gross PJ,163.605,Total energy demand,Projected
2039,Growth,Commercial,Gross PJ,77.443,Total energy demand,Projected
2039,Growth,Industrial,Gross PJ,220.916,Total energy demand,Projected
2039,Growth,Residential,Gross PJ,88.802,Total energy demand,Projected
2039,Growth,Transport,Gross PJ,178.633,Total energy demand,Projected
2039,Innovation,Commercial,Gross PJ,75.412,Total energy demand,Projected
2039,Innovation,Industrial,Gross PJ,203.244,Total energy demand,Projected
2039,Innovation,Residential,Gross PJ,83.511,Total energy demand,Projected
2039,Innovation,Transport,Gross PJ,167.365,Total energy demand,Projected
2039,Reference,Commercial,Gross PJ,68.384,Total energy demand,Projected
2039,Reference,Industrial,Gross PJ,203.675,Total energy demand,Projected
2039,Reference,Residential,Gross PJ,85.286,Total energy demand,Projected
2039,Reference,Transport,Gross PJ,175.871,Total energy demand,Projected
2040,Constraint,Commercial,Gross PJ,60.498,Total energy demand,Projected
2040,Constraint,Industrial,Gross PJ,189.274,Total energy demand,Projected
2040,Constraint,Residential,Gross PJ,82.131,Total energy demand,Projected
2040,Constraint,Transport,Gross PJ,168.557,Total energy demand,Projected
2040,Environmental,Commercial,Gross PJ,66.342,Total energy demand,Projected
2040,Environmental,Industrial,Gross PJ,197.078,Total energy demand,Projected
2040,Environmental,Residential,Gross PJ,83.743,Total energy demand,Projected
2040,Environmental,Transport,Gross PJ,158.611,Total energy demand,Projected
2040,Growth,Commercial,Gross PJ,77.781,Total energy demand,Projected
2040,Growth,Industrial,Gross PJ,221.144,Total energy demand,Projected
2040,Growth,Residential,Gross PJ,89.152,Total energy demand,Projected
2040,Growth,Transport,Gross PJ,173.906,Total energy demand,Projected
2040,Innovation,Commercial,Gross PJ,75.61,Total energy demand,Projected
2040,Innovation,Industrial,Gross PJ,202.614,Total energy demand,Projected
2040,Innovation,Residential,Gross PJ,83.743,Total energy demand,Projected
2040,Innovation,Transport,Gross PJ,162.298,Total energy demand,Projected
2040,Reference,Commercial,Gross PJ,68.344,Total energy demand,Projected
2040,Reference,Industrial,Gross PJ,202.691,Total energy demand,Projected
2040,Reference,Residential,Gross PJ,85.488,Total energy demand,Projected
2040,Reference,Transport,Gross PJ,171.231,Total energy demand,Projected
2041,Constraint,Commercial,Gross PJ,60.216,Total energy demand,Projected
2041,Constraint,Industrial,Gross PJ,176.202,Total energy demand,Projected
2041,Constraint,Residential,Gross PJ,82.221,Total energy demand,Projected
2041,Constraint,Transport,Gross PJ,164.404,Total energy demand,Projected
2041,Environmental,Commercial,Gross PJ,66.589,Total energy demand,Projected
2041,Environmental,Industrial,Gross PJ,184.992,Total energy demand,Projected
2041,Environmental,Residential,Gross PJ,83.992,Total energy demand,Projected
2041,Environmental,Transport,Gross PJ,153.764,Total energy demand,Projected
2041,Growth,Commercial,Gross PJ,78.183,Total energy demand,Projected
2041,Growth,Industrial,Gross PJ,210.05,Total energy demand,Projected
2041,Growth,Residential,Gross PJ,89.518,Total energy demand,Projected
2041,Growth,Transport,Gross PJ,169.294,Total energy demand,Projected
2041,Innovation,Commercial,Gross PJ,75.834,Total energy demand,Projected
2041,Innovation,Industrial,Gross PJ,190.705,Total energy demand,Projected
2041,Innovation,Residential,Gross PJ,83.992,Total energy demand,Projected
2041,Innovation,Transport,Gross PJ,157.384,Total energy demand,Projected
2041,Reference,Commercial,Gross PJ,68.364,Total energy demand,Projected
2041,Reference,Industrial,Gross PJ,190.476,Total energy demand,Projected
2041,Reference,Residential,Gross PJ,85.706,Total energy demand,Projected
2041,Reference,Transport,Gross PJ,166.624,Total energy demand,Projected
2042,Constraint,Commercial,Gross PJ,59.882,Total energy demand,Projected
2042,Constraint,Industrial,Gross PJ,174.349,Total energy demand,Projected
2042,Constraint,Residential,Gross PJ,82.328,Total energy demand,Projected
2042,Constraint,Transport,Gross PJ,159.999,Total energy demand,Projected
2042,Environmental,Commercial,Gross PJ,66.762,Total energy demand,Projected
2042,Environmental,Industrial,Gross PJ,184.142,Total energy demand,Projected
2042,Environmental,Residential,Gross PJ,84.253,Total energy demand,Projected
2042,Environmental,Transport,Gross PJ,149.007,Total energy demand,Projected
2042,Growth,Commercial,Gross PJ,78.507,Total energy demand,Projected
2042,Growth,Industrial,Gross PJ,210.15,Total energy demand,Projected
2042,Growth,Residential,Gross PJ,89.9,Total energy demand,Projected
2042,Growth,Transport,Gross PJ,164.7,Total energy demand,Projected
2042,Innovation,Commercial,Gross PJ,75.986,Total energy demand,Projected
2042,Innovation,Industrial,Gross PJ,190.061,Total energy demand,Projected
2042,Innovation,Residential,Gross PJ,84.253,Total energy demand,Projected
2042,Innovation,Transport,Gross PJ,152.563,Total energy demand,Projected
2042,Reference,Commercial,Gross PJ,68.349,Total energy demand,Projected
2042,Reference,Industrial,Gross PJ,189.633,Total energy demand,Projected
2042,Reference,Residential,Gross PJ,85.941,Total energy demand,Projected
2042,Reference,Transport,Gross PJ,162.062,Total energy demand,Projected
2043,Constraint,Commercial,Gross PJ,59.567,Total energy demand,Projected
2043,Constraint,Industrial,Gross PJ,172.502,Total energy demand,Projected
2043,Constraint,Residential,Gross PJ,82.449,Total energy demand,Projected
2043,Constraint,Transport,Gross PJ,155.499,Total energy demand,Projected
2043,Environmental,Commercial,Gross PJ,66.941,Total energy demand,Projected
2043,Environmental,Industrial,Gross PJ,183.302,Total energy demand,Projected
2043,Environmental,Residential,Gross PJ,84.523,Total energy demand,Projected
2043,Environmental,Transport,Gross PJ,144.395,Total energy demand,Projected
2043,Growth,Commercial,Gross PJ,78.857,Total energy demand,Projected
2043,Growth,Industrial,Gross PJ,210.248,Total energy demand,Projected
2043,Growth,Residential,Gross PJ,90.297,Total energy demand,Projected
2043,Growth,Transport,Gross PJ,160.204,Total energy demand,Projected
2043,Innovation,Commercial,Gross PJ,76.145,Total energy demand,Projected
2043,Innovation,Industrial,Gross PJ,189.396,Total energy demand,Projected
2043,Innovation,Residential,Gross PJ,84.523,Total energy demand,Projected
2043,Innovation,Transport,Gross PJ,147.893,Total energy demand,Projected
2043,Reference,Commercial,Gross PJ,68.381,Total energy demand,Projected
2043,Reference,Industrial,Gross PJ,188.828,Total energy demand,Projected
2043,Reference,Residential,Gross PJ,86.19,Total energy demand,Projected
2043,Reference,Transport,Gross PJ,157.63,Total energy demand,Projected
2044,Constraint,Commercial,Gross PJ,59.265,Total energy demand,Projected
2044,Constraint,Industrial,Gross PJ,170.677,Total energy demand,Projected
2044,Constraint,Residential,Gross PJ,82.531,Total energy demand,Projected
2044,Constraint,Transport,Gross PJ,151.112,Total energy demand,Projected
2044,Environmental,Commercial,Gross PJ,67.124,Total energy demand,Projected
2044,Environmental,Industrial,Gross PJ,182.414,Total energy demand,Projected
2044,Environmental,Residential,Gross PJ,84.768,Total energy demand,Projected
2044,Environmental,Transport,Gross PJ,139.972,Total energy demand,Projected
2044,Growth,Commercial,Gross PJ,79.275,Total energy demand,Projected
2044,Growth,Industrial,Gross PJ,210.443,Total energy demand,Projected
2044,Growth,Residential,Gross PJ,90.694,Total energy demand,Projected
2044,Growth,Transport,Gross PJ,155.905,Total energy demand,Projected
2044,Innovation,Commercial,Gross PJ,76.307,Total energy demand,Projected
2044,Innovation,Industrial,Gross PJ,188.71,Total energy demand,Projected
2044,Innovation,Residential,Gross PJ,84.768,Total energy demand,Projected
2044,Innovation,Transport,Gross PJ,143.403,Total energy demand,Projected
2044,Reference,Commercial,Gross PJ,68.449,Total energy demand,Projected
2044,Reference,Industrial,Gross PJ,188.054,Total energy demand,Projected
2044,Reference,Residential,Gross PJ,86.419,Total energy demand,Projected
2044,Reference,Transport,Gross PJ,153.369,Total energy demand,Projected
2045,Constraint,Commercial,Gross PJ,58.98,Total energy demand,Projected
2045,Constraint,Industrial,Gross PJ,168.871,Total energy demand,Projected
2045,Constraint,Residential,Gross PJ,82.62,Total energy demand,Projected
2045,Constraint,Transport,Gross PJ,147.017,Total energy demand,Projected
2045,Environmental,Commercial,Gross PJ,67.3,Total energy demand,Projected
2045,Environmental,Industrial,Gross PJ,181.532,Total energy demand,Projected
2045,Environmental,Residential,Gross PJ,85.017,Total energy demand,Projected
2045,Environmental,Transport,Gross PJ,135.859,Total energy demand,Projected
2045,Growth,Commercial,Gross PJ,79.756,Total energy demand,Projected
2045,Growth,Industrial,Gross PJ,210.807,Total energy demand,Projected
2045,Growth,Residential,Gross PJ,91.1,Total energy demand,Projected
2045,Growth,Transport,Gross PJ,151.946,Total energy demand,Projected
2045,Innovation,Commercial,Gross PJ,76.465,Total energy demand,Projected
2045,Innovation,Industrial,Gross PJ,187.996,Total energy demand,Projected
2045,Innovation,Residential,Gross PJ,85.017,Total energy demand,Projected
2045,Innovation,Transport,Gross PJ,139.232,Total energy demand,Projected
2045,Reference,Commercial,Gross PJ,68.542,Total energy demand,Projected
2045,Reference,Industrial,Gross PJ,187.274,Total energy demand,Projected
2045,Reference,Residential,Gross PJ,86.656,Total energy demand,Projected
2045,Reference,Transport,Gross PJ,149.414,Total energy demand,Projected
2046,Constraint,Commercial,Gross PJ,58.721,Total energy demand,Projected
2046,Constraint,Industrial,Gross PJ,167.142,Total energy demand,Projected
2046,Constraint,Residential,Gross PJ,82.716,Total energy demand,Projected
2046,Constraint,Transport,Gross PJ,143.192,Total energy demand,Projected
2046,Environmental,Commercial,Gross PJ,67.469,Total energy demand,Projected
2046,Environmental,Industrial,Gross PJ,180.589,Total energy demand,Projected
2046,Environmental,Residential,Gross PJ,85.269,Total energy demand,Projected
2046,Environmental,Transport,Gross PJ,132.004,Total energy demand,Projected
2046,Growth,Commercial,Gross PJ,80.221,Total energy demand,Projected
2046,Growth,Industrial,Gross PJ,210.985,Total energy demand,Projected
2046,Growth,Residential,Gross PJ,91.512,Total energy demand,Projected
2046,Growth,Transport,Gross PJ,148.191,Total energy demand,Projected
2046,Innovation,Commercial,Gross PJ,76.615,Total energy demand,Projected
2046,Innovation,Industrial,Gross PJ,187.246,Total energy demand,Projected
2046,Innovation,Residential,Gross PJ,85.269,Total energy demand,Projected
2046,Innovation,Transport,Gross PJ,135.318,Total energy demand,Projected
2046,Reference,Commercial,Gross PJ,68.646,Total energy demand,Projected
2046,Reference,Industrial,Gross PJ,186.485,Total energy demand,Projected
2046,Reference,Residential,Gross PJ,86.899,Total energy demand,Projected
2046,Reference,Transport,Gross PJ,145.704,Total energy demand,Projected
2047,Constraint,Commercial,Gross PJ,58.474,Total energy demand,Projected
2047,Constraint,Industrial,Gross PJ,165.447,Total energy demand,Projected
2047,Constraint,Residential,Gross PJ,82.817,Total energy demand,Projected
2047,Constraint,Transport,Gross PJ,139.607,Total energy demand,Projected
2047,Environmental,Commercial,Gross PJ,67.625,Total energy demand,Projected
2047,Environmental,Industrial,Gross PJ,179.609,Total energy demand,Projected
2047,Environmental,Residential,Gross PJ,85.524,Total energy demand,Projected
2047,Environmental,Transport,Gross PJ,128.373,Total energy demand,Projected
2047,Growth,Commercial,Gross PJ,80.68,Total energy demand,Projected
2047,Growth,Industrial,Gross PJ,211.083,Total energy demand,Projected
2047,Growth,Residential,Gross PJ,91.928,Total energy demand,Projected
2047,Growth,Transport,Gross PJ,144.639,Total energy demand,Projected
2047,Innovation,Commercial,Gross PJ,76.751,Total energy demand,Projected
2047,Innovation,Industrial,Gross PJ,186.453,Total energy demand,Projected
2047,Innovation,Residential,Gross PJ,85.524,Total energy demand,Projected
2047,Innovation,Transport,Gross PJ,131.641,Total energy demand,Projected
2047,Reference,Commercial,Gross PJ,68.753,Total energy demand,Projected
2047,Reference,Industrial,Gross PJ,185.66,Total energy demand,Projected
2047,Reference,Residential,Gross PJ,87.148,Total energy demand,Projected
2047,Reference,Transport,Gross PJ,142.226,Total energy demand,Projected
2048,Constraint,Commercial,Gross PJ,58.224,Total energy demand,Projected
2048,Constraint,Industrial,Gross PJ,163.747,Total energy demand,Projected
2048,Constraint,Residential,Gross PJ,82.922,Total energy demand,Projected
2048,Constraint,Transport,Gross PJ,136.323,Total energy demand,Projected
2048,Environmental,Commercial,Gross PJ,67.767,Total energy demand,Projected
2048,Environmental,Industrial,Gross PJ,178.563,Total energy demand,Projected
2048,Environmental,Residential,Gross PJ,85.78,Total energy demand,Projected
2048,Environmental,Transport,Gross PJ,125.031,Total energy demand,Projected
2048,Growth,Commercial,Gross PJ,81.164,Total energy demand,Projected
2048,Growth,Industrial,Gross PJ,211.368,Total energy demand,Projected
2048,Growth,Residential,Gross PJ,92.349,Total energy demand,Projected
2048,Growth,Transport,Gross PJ,141.429,Total energy demand,Projected
2048,Innovation,Commercial,Gross PJ,76.874,Total energy demand,Projected
2048,Innovation,Industrial,Gross PJ,185.615,Total energy demand,Projected
2048,Innovation,Residential,Gross PJ,85.78,Total energy demand,Projected
2048,Innovation,Transport,Gross PJ,128.267,Total energy demand,Projected
2048,Reference,Commercial,Gross PJ,68.859,Total energy demand,Projected
2048,Reference,Industrial,Gross PJ,184.784,Total energy demand,Projected
2048,Reference,Residential,Gross PJ,87.4,Total energy demand,Projected
2048,Reference,Transport,Gross PJ,139.052,Total energy demand,Projected
2049,Constraint,Commercial,Gross PJ,57.987,Total energy demand,Projected
2049,Constraint,Industrial,Gross PJ,162.095,Total energy demand,Projected
2049,Constraint,Residential,Gross PJ,82.969,Total energy demand,Projected
2049,Constraint,Transport,Gross PJ,133,Total energy demand,Projected
2049,Environmental,Commercial,Gross PJ,67.891,Total energy demand,Projected
2049,Environmental,Industrial,Gross PJ,177.506,Total energy demand,Projected
2049,Environmental,Residential,Gross PJ,86,Total energy demand,Projected
2049,Environmental,Transport,Gross PJ,121.652,Total energy demand,Projected
2049,Growth,Commercial,Gross PJ,81.653,Total energy demand,Projected
2049,Growth,Industrial,Gross PJ,211.486,Total energy demand,Projected
2049,Growth,Residential,Gross PJ,92.717,Total energy demand,Projected
2049,Growth,Transport,Gross PJ,138.16,Total energy demand,Projected
2049,Innovation,Commercial,Gross PJ,76.98,Total energy demand,Projected
2049,Innovation,Industrial,Gross PJ,184.733,Total energy demand,Projected
2049,Innovation,Residential,Gross PJ,86,Total energy demand,Projected
2049,Innovation,Transport,Gross PJ,124.867,Total energy demand,Projected
2049,Reference,Commercial,Gross PJ,68.956,Total energy demand,Projected
2049,Reference,Industrial,Gross PJ,183.88,Total energy demand,Projected
2049,Reference,Residential,Gross PJ,87.617,Total energy demand,Projected
2049,Reference,Transport,Gross PJ,135.834,Total energy demand,Projected
2050,Constraint,Commercial,Gross PJ,57.701,Total energy demand,Projected
2050,Constraint,Industrial,Gross PJ,160.368,Total energy demand,Projected
2050,Constraint,Residential,Gross PJ,83.009,Total energy demand,Projected
2050,Constraint,Transport,Gross PJ,129.891,Total energy demand,Projected
2050,Environmental,Commercial,Gross PJ,67.987,Total energy demand,Projected
2050,Environmental,Industrial,Gross PJ,176.36,Total energy demand,Projected
2050,Environmental,Residential,Gross PJ,86.218,Total energy demand,Projected
2050,Environmental,Transport,Gross PJ,118.48,Total energy demand,Projected
2050,Growth,Commercial,Gross PJ,82.084,Total energy demand,Projected
2050,Growth,Industrial,Gross PJ,211.475,Total energy demand,Projected
2050,Growth,Residential,Gross PJ,93.079,Total energy demand,Projected
2050,Growth,Transport,Gross PJ,135.085,Total energy demand,Projected
2050,Innovation,Commercial,Gross PJ,77.058,Total energy demand,Projected
2050,Innovation,Industrial,Gross PJ,183.779,Total energy demand,Projected
2050,Innovation,Residential,Gross PJ,86.218,Total energy demand,Projected
2050,Innovation,Transport,Gross PJ,121.68,Total energy demand,Projected
2050,Reference,Commercial,Gross PJ,68.998,Total energy demand,Projected
2050,Reference,Industrial,Gross PJ,182.901,Total energy demand,Projected
2050,Reference,Residential,Gross PJ,87.827,Total energy demand,Projected
2050,Reference,Transport,Gross PJ,132.826,Total energy demand,Projected
