TimePeriod,Scenario,Sector,Unit,Value,Variable,Status
2010,Environmental,Residential,Gross PJ,77.846,Total energy demand,Historical
2010,Environmental,Transport,Gross PJ,192.68,Total energy demand,Historical
2010,Growth,Commercial,Gross PJ,48.443,Total energy demand,Historical
2010,Growth,Industrial,Gross PJ,201.201,Total energy demand,Historical
2010,Growth,Residential,Gross PJ,77.846,Total energy demand,Historical
2010,Growth,Transport,Gross PJ,192.68,Total energy demand,Historical
2010,Innovation,Commercial,Gross PJ,48.443,Total energy demand,Historical
2010,Innovation,Industrial,Gross PJ,201.201,Total energy demand,Historical
2010,Innovation,Residential,Gross PJ,77.846,Total energy demand,Historical
2010,Innovation,Transport,Gross PJ,192.68,Total energy demand,Historical
2010,Reference,Commercial,Gross PJ,48.443,Total energy demand,Historical
2010,Reference,Industrial,Gross PJ,201.201,Total energy demand,Historical
2010,Reference,Residential,Gross PJ,77.846,Total energy demand,Historical
2010,Reference,Transport,Gross PJ,192.68,Total energy demand,Historical
2011,Constraint,Commercial,Gross PJ,47.961,Total energy demand,Historical
2011,Constraint,Industrial,Gross PJ,198.977,Total energy demand,Historical
2011,Constraint,Residential,Gross PJ,78.03,Total energy demand,Historical
2011,Constraint,Transport,Gross PJ,192.551,Total energy demand,Historical
2011,Environmental,Commercial,Gross PJ,47.961,Total energy demand,Historical
2011,Environmental,Industrial,Gross PJ,198.977,Total energy demand,Historical
2011,Environmental,Residential,Gross PJ,78.03,Total energy demand,Historical
2011,Environmental,Transport,Gross PJ,192.551,Total energy demand,Historical
2011,Growth,Commercial,Gross PJ,47.961,Total energy demand,Historical
2011,Growth,Industrial,Gross PJ,198.977,Total energy demand,Historical
2011,Growth,Residential,Gross PJ,78.03,Total energy demand,Historical
2011,Growth,Transport,Gross PJ,192.551,Total energy demand,Historical
2011,Innovation,Commercial,Gross PJ,47.961,Total energy demand,Historical
2011,Innovation,Industrial,Gross PJ,198.977,Total energy demand,Historical
2011,Innovation,Residential,Gross PJ,78.03,Total energy demand,Historical
2011,Innovation,Transport,Gross PJ,192.551,Total energy demand,Historical
2011,Reference,Commercial,Gross PJ,47.961,Total energy demand,Historical
2011,Reference,Industrial,Gross PJ,198.977,Total energy demand,Historical
2011,Reference,Residential,Gross PJ,78.03,Total energy demand,Historical
2011,Reference,Transport,Gross PJ,192.551,Total energy demand,Historical
2012,Constraint,Commercial,Gross PJ,50.915,Total energy demand,Historical
2012,Constraint,Industrial,Gross PJ,205.792,Total energy demand,Historical
2012,Constraint,Residential,Gross PJ,79.499,Total energy demand,Historical
2012,Constraint,Transport,Gross PJ,187.712,Total energy demand,Historical
2012,Environmental,Commercial,Gross PJ,50.915,Total energy demand,Historical
2012,Environmental,Industrial,Gross PJ,205.792,Total energy demand,Historical
2012,Environmental,Residential,Gross PJ,79.499,Total energy demand,Historical
2012,Environmental,Transport,Gross PJ,187.712,Total energy demand,Historical
2012,Growth,Commercial,Gross PJ,50.915,Total energy demand,Historical
2012,Growth,Industrial,Gross PJ,205.792,Total energy demand,Historical
2012,Growth,Residential,Gross PJ,79.499,Total energy demand,Historical
2012,Growth,Transport,Gross PJ,187.712,Total energy demand,Historical
2012,Innovation,Commercial,Gross PJ,50.915,Total energy demand,Historical
2012,Innovation,Industrial,Gross PJ,205.792,Total energy demand,Historical
2012,Innovation,Residential,Gross PJ,79.499,Total energy demand,Historical
2012,Innovation,Transport,Gross PJ,187.712,Total energy demand,Historical
2012,Reference,Commercial,Gross PJ,50.915,Total energy demand,Historical
2012,Reference,Industrial,Gross PJ,205.792,Total energy demand,Historical
2012,Reference,Residential,Gross PJ,79.499,Total energy demand,Historical
2012,Reference,Transport,Gross PJ,187.712,Total energy demand,Historical
2013,Constraint,Commercial,Gross PJ,50.756,Total energy demand,Historical
2013,Constraint,Industrial,Gross PJ,212.48,Total energy demand,Historical
2013,Constraint,Residential,Gross PJ,78.73,Total energy demand,Historical
2013,Constraint,Transport,Gross PJ,188.951,Total energy demand,Historical
2013,Environmental,Commercial,Gross PJ,50.756,Total energy demand,Historical
2013,Environmental,Industrial,Gross PJ,212.48,Total energy demand,Historical
2013,Environmental,Residential,Gross PJ,78.73,Total energy demand,Historical
2013,Environmental,Transport,Gross PJ,188.951,Total energy demand,Historical
2013,Growth,Commercial,Gross PJ,50.756,Total energy demand,Historical
2013,Growth,Industrial,Gross PJ,212.48,Total energy demand,Historical
2013,Growth,Residential,Gross PJ,78.73,Total energy demand,Historical
2013,Growth,Transport,Gross PJ,188.951,Total energy demand,Historical
2013,Innovation,Commercial,Gross PJ,50.756,Total energy demand,Historical
2013,Innovation,Industrial,Gross PJ,212.48,Total energy demand,Historical
2013,Innovation,Residential,Gross PJ,78.73,Total energy demand,Historical
2013,Innovation,Transport,Gross PJ,188.951,Total energy demand,Historical
2013,Reference,Commercial,Gross PJ,50.756,Total energy demand,Historical
2013,Reference,Industrial,Gross PJ,212.48,Total energy demand,Historical
2013,Reference,Residential,Gross PJ,78.73,Total energy demand,Historical
2013,Reference,Transport,Gross PJ,188.951,Total energy demand,Historical
2014,Constraint,Commercial,Gross PJ,51.816,Total energy demand,Historical
2014,Constraint,Industrial,Gross PJ,227.116,Total energy demand,Historical
2014,Constraint,Residential,Gross PJ,78.849,Total energy demand,Historical
2014,Constraint,Transport,Gross PJ,192.69,Total energy demand,Historical
2014,Environmental,Commercial,Gross PJ,51.816,Total energy demand,Historical
2014,Environmental,Industrial,Gross PJ,227.116,Total energy demand,Historical
2014,Environmental,Residential,Gross PJ,78.849,Total energy demand,Historical
2014,Environmental,Transport,Gross PJ,192.69,Total energy demand,Historical
2014,Growth,Commercial,Gross PJ,51.816,Total energy demand,Historical
2014,Growth,Industrial,Gross PJ,227.116,Total energy demand,Historical
2014,Growth,Residential,Gross PJ,78.849,Total energy demand,Historical
2014,Growth,Transport,Gross PJ,192.69,Total energy demand,Historical
2014,Innovation,Commercial,Gross PJ,51.816,Total energy demand,Historical
2014,Innovation,Industrial,Gross PJ,227.116,Total energy demand,Historical
2014,Innovation,Residential,Gross PJ,78.849,Total energy demand,Historical
2014,Innovation,Transport,Gross PJ,192.69,Total energy demand,Historical
2014,Reference,Commercial,Gross PJ,51.816,Total energy demand,Historical
2014,Reference,Industrial,Gross PJ,227.116,Total energy demand,Historical
2014,Reference,Residential,Gross PJ,78.849,Total energy demand,Historical
2014,Reference,Transport,Gross PJ,192.69,Total energy demand,Historical
2015,Constraint,Commercial,Gross PJ,53.316,Total energy demand,Historical
2015,Constraint,Industrial,Gross PJ,222.656,Total energy demand,Historical
2015,Constraint,Residential,Gross PJ,80.025,Total energy demand,Historical
2015,Constraint,Transport,Gross PJ,199.65,Total energy demand,Historical
2015,Environmental,Commercial,Gross PJ,53.316,Total energy demand,Historical
2015,Environmental,Industrial,Gross PJ,222.656,Total energy demand,Historical
2015,Environmental,Residential,Gross PJ,80.025,Total energy demand,Historical
2015,Environmental,Transport,Gross PJ,199.65,Total energy demand,Historical
2015,Growth,Commercial,Gross PJ,53.316,Total energy demand,Historical
2015,Growth,Industrial,Gross PJ,222.656,Total energy demand,Historical
2015,Growth,Residential,Gross PJ,80.025,Total energy demand,Historical
2015,Growth,Transport,Gross PJ,199.65,Total energy demand,Historical
2015,Innovation,Commercial,Gross PJ,53.316,Total energy demand,Historical
2015,Innovation,Industrial,Gross PJ,222.656,Total energy demand,Historical
2015,Innovation,Residential,Gross PJ,80.025,Total energy demand,Historical
2015,Innovation,Transport,Gross PJ,199.65,Total energy demand,Historical
2015,Reference,Commercial,Gross PJ,53.316,Total energy demand,Historical
2015,Reference,Industrial,Gross PJ,222.656,Total energy demand,Historical
2015,Reference,Residential,Gross PJ,80.025,Total energy demand,Historical
2015,Reference,Transport,Gross PJ,199.65,Total energy demand,Historical
2016,Constraint,Commercial,Gross PJ,52.842,Total energy demand,Historical
2016,Constraint,Industrial,Gross PJ,223.914,Total energy demand,Historical
2016,Constraint,Residential,Gross PJ,78.559,Total energy demand,Historical
2016,Constraint,Transport,Gross PJ,201.772,Total energy demand,Historical
2016,Environmental,Commercial,Gross PJ,52.842,Total energy demand,Historical
2016,Environmental,Industrial,Gross PJ,223.914,Total energy demand,Historical
2016,Environmental,Residential,Gross PJ,78.559,Total energy demand,Historical
2016,Environmental,Transport,Gross PJ,201.772,Total energy demand,Historical
2016,Growth,Commercial,Gross PJ,52.842,Total energy demand,Historical
2016,Growth,Industrial,Gross PJ,223.914,Total energy demand,Historical
2016,Growth,Residential,Gross PJ,78.559,Total energy demand,Historical
2016,Growth,Transport,Gross PJ,201.772,Total energy demand,Historical
2016,Innovation,Commercial,Gross PJ,52.842,Total energy demand,Historical
2016,Innovation,Industrial,Gross PJ,223.914,Total energy demand,Historical
2016,Innovation,Residential,Gross PJ,78.559,Total energy demand,Historical
2016,Innovation,Transport,Gross PJ,201.772,Total energy demand,Historical
2016,Reference,Commercial,Gross PJ,52.842,Total energy demand,Historical
2016,Reference,Industrial,Gross PJ,223.914,Total energy demand,Historical
2016,Reference,Residential,Gross PJ,78.559,Total energy demand,Historical
2016,Reference,Transport,Gross PJ,201.772,Total energy demand,Historical
2017,Constraint,Commercial,Gross PJ,53.345,Total energy demand,Historical
2017,Constraint,Industrial,Gross PJ,220.488,Total energy demand,Historical
2017,Constraint,Residential,Gross PJ,80.551,Total energy demand,Historical
2017,Constraint,Transport,Gross PJ,214.957,Total energy demand,Historical
2017,Environmental,Commercial,Gross PJ,53.345,Total energy demand,Historical
2017,Environmental,Industrial,Gross PJ,220.488,Total energy demand,Historical
2017,Environmental,Residential,Gross PJ,80.551,Total energy demand,Historical
2017,Environmental,Transport,Gross PJ,214.957,Total energy demand,Historical
2017,Growth,Commercial,Gross PJ,53.345,Total energy demand,Historical
2017,Growth,Industrial,Gross PJ,220.488,Total energy demand,Historical
2017,Growth,Residential,Gross PJ,80.551,Total energy demand,Historical
2017,Growth,Transport,Gross PJ,214.957,Total energy demand,Historical
2017,Innovation,Commercial,Gross PJ,53.345,Total energy demand,Historical
2017,Innovation,Industrial,Gross PJ,220.488,Total energy demand,Historical
2017,Innovation,Residential,Gross PJ,80.551,Total energy demand,Historical
2017,Innovation,Transport,Gross PJ,214.957,Total energy demand,Historical
2017,Reference,Commercial,Gross PJ,53.345,Total energy demand,Historical
2017,Reference,Industrial,Gross PJ,220.488,Total energy demand,Historical
2017,Reference,Residential,Gross PJ,80.551,Total energy demand,Historical
2017,Reference,Transport,Gross PJ,214.957,Total energy demand,Historical
2018,Constraint,Commercial,Gross PJ,53.278,Total energy demand,Historical
2018,Constraint,Industrial,Gross PJ,219.389,Total energy demand,Historical
2018,Constraint,Residential,Gross PJ,81.746,Total energy demand,Historical
2018,Constraint,Transport,Gross PJ,219.589,Total energy demand,Historical
2018,Environmental,Commercial,Gross PJ,53.278,Total energy demand,Historical
2018,Environmental,Industrial,Gross PJ,219.389,Total energy demand,Historical
2018,Environmental,Residential,Gross PJ,81.746,Total energy demand,Historical
2018,Environmental,Transport,Gross PJ,219.589,Total energy demand,Historical
2018,Growth,Commercial,Gross PJ,53.278,Total energy demand,Historical
2018,Growth,Industrial,Gross PJ,219.389,Total energy demand,Historical
2018,Growth,Residential,Gross PJ,81.746,Total energy demand,Historical
2018,Growth,Transport,Gross PJ,219.589,Total energy demand,Historical
2018,Innovation,Commercial,Gross PJ,53.278,Total energy demand,Historical
2018,Innovation,Industrial,Gross PJ,219.389,Total energy demand,Historical
2018,Innovation,Residential,Gross PJ,81.746,Total energy demand,Historical
2018,Innovation,Transport,Gross PJ,219.589,Total energy demand,Historical
2018,Reference,Commercial,Gross PJ,53.278,Total energy demand,Historical
2018,Reference,Industrial,Gross PJ,219.389,Total energy demand,Historical
2018,Reference,Residential,Gross PJ,81.746,Total energy demand,Historical
2018,Reference,Transport,Gross PJ,219.589,Total energy demand,Historical
2019,Constraint,Commercial,Gross PJ,56.832,Total energy demand,Historical
2019,Constraint,Industrial,Gross PJ,231.047,Total energy demand,Historical
2019,Constraint,Residential,Gross PJ,81.814,Total energy demand,Historical
2019,Constraint,Transport,Gross PJ,212.591,Total energy demand,Historical
2019,Environmental,Commercial,Gross PJ,56.832,Total energy demand,Historical
2019,Environmental,Industrial,Gross PJ,231.047,Total energy demand,Historical
2019,Environmental,Residential,Gross PJ,81.814,Total energy demand,Historical
2019,Environmental,Transport,Gross PJ,212.591,Total energy demand,Historical
2019,Growth,Commercial,Gross PJ,56.832,Total energy demand,Historical
2019,Growth,Industrial,Gross PJ,231.047,Total energy demand,Historical
2019,Growth,Residential,Gross PJ,81.814,Total energy demand,Historical
2019,Growth,Transport,Gross PJ,212.591,Total energy demand,Historical
2019,Innovation,Commercial,Gross PJ,56.832,Total energy demand,Historical
2019,Innovation,Industrial,Gross PJ,231.047,Total energy demand,Historical
2019,Innovation,Residential,Gross PJ,81.814,Total energy demand,Historical
2019,Innovation,Transport,Gross PJ,212.591,Total energy demand,Historical
2019,Reference,Commercial,Gross PJ,56.832,Total energy demand,Historical
2019,Reference,Industrial,Gross PJ,231.047,Total energy demand,Historical
2019,Reference,Residential,Gross PJ,81.814,Total energy demand,Historical
2019,Reference,Transport,Gross PJ,212.591,Total energy demand,Historical
2020,Constraint,Commercial,Gross PJ,54.356,Total energy demand,Historical
2020,Constraint,Industrial,Gross PJ,212.463,Total energy demand,Historical
2020,Constraint,Residential,Gross PJ,83.271,Total energy demand,Historical
2020,Constraint,Transport,Gross PJ,191.294,Total energy demand,Historical
2020,Environmental,Commercial,Gross PJ,54.356,Total energy demand,Historical
2020,Environmental,Industrial,Gross PJ,212.463,Total energy demand,Historical
2020,Environmental,Residential,Gross PJ,83.271,Total energy demand,Historical
2020,Environmental,Transport,Gross PJ,191.294,Total energy demand,Historical
2020,Growth,Commercial,Gross PJ,54.356,Total energy demand,Historical
2020,Growth,Industrial,Gross PJ,212.463,Total energy demand,Historical
2020,Growth,Residential,Gross PJ,83.271,Total energy demand,Historical
2020,Growth,Transport,Gross PJ,191.294,Total energy demand,Historical
2020,Innovation,Commercial,Gross PJ,54.356,Total energy demand,Historical
2020,Innovation,Industrial,Gross PJ,212.463,Total energy demand,Historical
2020,Innovation,Residential,Gross PJ,83.271,Total energy demand,Historical
2020,Innovation,Transport,Gross PJ,191.294,Total energy demand,Historical
2020,Reference,Commercial,Gross PJ,54.356,Total energy demand,Historical
2020,Reference,Industrial,Gross PJ,212.463,Total energy demand,Historical
2020,Reference,Residential,Gross PJ,83.271,Total energy demand,Historical
2020,Reference,Transport,Gross PJ,191.294,Total energy demand,Historical
2021,Constraint,Commercial,Gross PJ,54.95,Total energy demand,Historical
2021,Constraint,Industrial,Gross PJ,205.576,Total energy demand,Historical
2021,Constraint,Residential,Gross PJ,84.53,Total energy demand,Historical
2021,Constraint,Transport,Gross PJ,200.943,Total energy demand,Historical
2021,Environmental,Commercial,Gross PJ,54.95,Total energy demand,Historical
2021,Environmental,Industrial,Gross PJ,205.576,Total energy demand,Historical
2021,Environmental,Residential,Gross PJ,84.53,Total energy demand,Historical
2021,Environmental,Transport,Gross PJ,200.943,Total energy demand,Historical
2021,Growth,Commercial,Gross PJ,54.95,Total energy demand,Historical
2021,Growth,Industrial,Gross PJ,205.576,Total energy demand,Historical
2021,Growth,Residential,Gross PJ,84.53,Total energy demand,Historical
2021,Growth,Transport,Gross PJ,200.943,Total energy demand,Historical
2021,Innovation,Commercial,Gross PJ,54.95,Total energy demand,Historical
2021,Innovation,Industrial,Gross PJ,205.576,Total energy demand,Historical
2021,Innovation,Residential,Gross PJ,84.53,Total energy demand,Historical
2021,Innovation,Transport,Gross PJ,200.943,Total energy demand,Historical
2021,Reference,Commercial,Gross PJ,54.95,Total energy demand,Historical
2021,Reference,Industrial,Gross PJ,205.576,Total energy demand,Historical
2021,Reference,Residential,Gross PJ,84.53,Total energy demand,Historical
2021,Reference,Transport,Gross PJ,200.943,Total energy demand,Historical
2022,Constraint,Commercial,Gross PJ,56.925,Total energy demand,Historical
2022,Constraint,Industrial,Gross PJ,199.983,Total energy demand,Historical
2022,Constraint,Residential,Gross PJ,83.569,Total energy demand,Historical
2022,Constraint,Transport,Gross PJ,200.488,Total energy demand,Historical
2022,Environmental,Commercial,Gross PJ,56.925,Total energy demand,Historical
2022,Environmental,Industrial,Gross PJ,199.983,Total energy demand,Historical
2022,Environmental,Residential,Gross PJ,83.569,Total energy demand,Historical
2022,Environmental,Transport,Gross PJ,200.488,Total energy demand,Historical
2022,Growth,Commercial,Gross PJ,56.925,Total energy demand,Historical
2022,Growth,Industrial,Gross PJ,199.983,Total energy demand,Historical
2022,Growth,Residential,Gross PJ,83.569,Total energy demand,Historical
2022,Growth,Transport,Gross PJ,200.488,Total energy demand,Historical
2022,Innovation,Commercial,Gross PJ,56.925,Total energy demand,Historical
2022,Innovation,Industrial,Gross PJ,199.983,Total energy demand,Historical
2022,Innovation,Residential,Gross PJ,83.569,Total energy demand,Historical
2022,Innovation,Transport,Gross PJ,200.488,Total energy demand,Historical
2022,Reference,Commercial,Gross PJ,56.925,Total energy demand,Historical
2022,Reference,Industrial,Gross PJ,199.983,Total energy demand,Historical
2022,Reference,Residential,Gross PJ,83.569,Total energy demand,Historical
2022,Reference,Transport,Gross PJ,200.488,Total energy demand,Historical
2023,Constraint,Commercial,Gross PJ,54.437,Total energy demand,Historical
2023,Constraint,Industrial,Gross PJ,196.995,Total energy demand,Historical
2023,Constraint,Residential,Gross PJ,85.524,Total energy demand,Historical
2023,Constraint,Transport,Gross PJ,209.591,Total energy demand,Historical
2023,Environmental,Commercial,Gross PJ,54.437,Total energy demand,Historical
2023,Environmental,Industrial,Gross PJ,196.995,Total energy demand,Historical
2023,Environmental,Residential,Gross PJ,85.524,Total energy demand,Historical
2023,Environmental,Transport,Gross PJ,209.591,Total energy demand,Historical
2023,Growth,Commercial,Gross PJ,54.437,Total energy demand,Historical
2023,Growth,Industrial,Gross PJ,196.995,Total energy demand,Historical
2023,Growth,Residential,Gross PJ,85.524,Total energy demand,Historical
2023,Growth,Transport,Gross PJ,209.591,Total energy demand,Historical
2023,Innovation,Commercial,Gross PJ,54.437,Total energy demand,Historical
2023,Innovation,Industrial,Gross PJ,196.995,Total energy demand,Historical
2023,Innovation,Residential,Gross PJ,85.524,Total energy demand,Historical
2023,Innovation,Transport,Gross PJ,209.591,Total energy demand,Historical
2023,Reference,Commercial,Gross PJ,54.437,Total energy demand,Historical
2023,Reference,Industrial,Gross PJ,196.995,Total energy demand,Historical
2023,Reference,Residential,Gross PJ,85.524,Total energy demand,Historical
2023,Reference,Transport,Gross PJ,209.591,Total energy demand,Historical
2024,Constraint,Commercial,Gross PJ,56.991,Total energy demand,Projected
2024,Constraint,Industrial,Gross PJ,216.967,Total energy demand,Projected
2024,Constraint,Residential,Gross PJ,83.539,Total energy demand,Projected
2024,Constraint,Transport,Gross PJ,207.483,Total energy demand,Projected
2024,Environmental,Commercial,Gross PJ,56.823,Total energy demand,Projected
2024,Environmental,Industrial,Gross PJ,217.031,Total energy demand,Projected
2024,Environmental,Residential,Gross PJ,83.746,Total energy demand,Projected
2024,Environmental,Transport,Gross PJ,206.934,Total energy demand,Projected
2024,Growth,Commercial,Gross PJ,57.004,Total energy demand,Projected
2024,Growth,Industrial,Gross PJ,217.264,Total energy demand,Projected
2024,Growth,Residential,Gross PJ,83.998,Total energy demand,Projected
2024,Growth,Transport,Gross PJ,209.332,Total energy demand,Projected
2024,Innovation,Commercial,Gross PJ,56.724,Total energy demand,Projected
2024,Innovation,Industrial,Gross PJ,216.496,Total energy demand,Projected
2024,Innovation,Residential,Gross PJ,83.746,Total energy demand,Projected
2024,Innovation,Transport,Gross PJ,208.07,Total energy demand,Projected
2024,Reference,Commercial,Gross PJ,57.002,Total energy demand,Projected
2024,Reference,Industrial,Gross PJ,216.951,Total energy demand,Projected
2024,Reference,Residential,Gross PJ,83.877,Total energy demand,Projected
2024,Reference,Transport,Gross PJ,208.408,Total energy demand,Projected
2025,Constraint,Commercial,Gross PJ,59.496,Total energy demand,Projected
2025,Constraint,Industrial,Gross PJ,215.879,Total energy demand,Projected
2025,Constraint,Residential,Gross PJ,83.266,Total energy demand,Projected
2025,Constraint,Transport,Gross PJ,207.174,Total energy demand,Projected
2025,Environmental,Commercial,Gross PJ,59.279,Total energy demand,Projected
2025,Environmental,Industrial,Gross PJ,215.498,Total energy demand,Projected
2025,Environmental,Residential,Gross PJ,83.751,Total energy demand,Projected
2025,Environmental,Transport,Gross PJ,206.185,Total energy demand,Projected
2025,Growth,Commercial,Gross PJ,59.527,Total energy demand,Projected
2025,Growth,Industrial,Gross PJ,216.484,Total energy demand,Projected
2025,Growth,Residential,Gross PJ,84.176,Total energy demand,Projected
2025,Growth,Transport,Gross PJ,209.48,Total energy demand,Projected
2025,Innovation,Commercial,Gross PJ,59.122,Total energy demand,Projected
2025,Innovation,Industrial,Gross PJ,215.12,Total energy demand,Projected
2025,Innovation,Residential,Gross PJ,83.751,Total energy demand,Projected
2025,Innovation,Transport,Gross PJ,207.745,Total energy demand,Projected
2025,Reference,Commercial,Gross PJ,59.517,Total energy demand,Projected
2025,Reference,Industrial,Gross PJ,215.846,Total energy demand,Projected
2025,Reference,Residential,Gross PJ,83.935,Total energy demand,Projected
2025,Reference,Transport,Gross PJ,208.381,Total energy demand,Projected
2026,Constraint,Commercial,Gross PJ,61.035,Total energy demand,Projected
2026,Constraint,Industrial,Gross PJ,218.017,Total energy demand,Projected
2026,Constraint,Residential,Gross PJ,83.014,Total energy demand,Projected
2026,Constraint,Transport,Gross PJ,206.449,Total energy demand,Projected
2026,Environmental,Commercial,Gross PJ,60.738,Total energy demand,Projected
2026,Environmental,Industrial,Gross PJ,217.266,Total energy demand,Projected
2026,Environmental,Residential,Gross PJ,83.754,Total energy demand,Projected
2026,Environmental,Transport,Gross PJ,204.915,Total energy demand,Projected
2026,Growth,Commercial,Gross PJ,65.347,Total energy demand,Projected
2026,Growth,Industrial,Gross PJ,219.04,Total energy demand,Projected
2026,Growth,Residential,Gross PJ,84.371,Total energy demand,Projected
2026,Growth,Transport,Gross PJ,208.921,Total energy demand,Projected
2026,Innovation,Commercial,Gross PJ,64.779,Total energy demand,Projected
2026,Innovation,Industrial,Gross PJ,216.997,Total energy demand,Projected
2026,Innovation,Residential,Gross PJ,83.754,Total energy demand,Projected
2026,Innovation,Transport,Gross PJ,206.817,Total energy demand,Projected
2026,Reference,Commercial,Gross PJ,61.064,Total energy demand,Projected
2026,Reference,Industrial,Gross PJ,217.967,Total energy demand,Projected
2026,Reference,Residential,Gross PJ,84.012,Total energy demand,Projected
2026,Reference,Transport,Gross PJ,207.823,Total energy demand,Projected
2027,Constraint,Commercial,Gross PJ,61.841,Total energy demand,Projected
2027,Constraint,Industrial,Gross PJ,218.811,Total energy demand,Projected
2027,Constraint,Residential,Gross PJ,82.726,Total energy demand,Projected
2027,Constraint,Transport,Gross PJ,205.1,Total energy demand,Projected
2027,Environmental,Commercial,Gross PJ,63.597,Total energy demand,Projected
2027,Environmental,Industrial,Gross PJ,218.339,Total energy demand,Projected
2027,Environmental,Residential,Gross PJ,83.713,Total energy demand,Projected
2027,Environmental,Transport,Gross PJ,203.34,Total energy demand,Projected
2027,Growth,Commercial,Gross PJ,68.56,Total energy demand,Projected
2027,Growth,Industrial,Gross PJ,221.824,Total energy demand,Projected
2027,Growth,Residential,Gross PJ,84.563,Total energy demand,Projected
2027,Growth,Transport,Gross PJ,208.278,Total energy demand,Projected
2027,Innovation,Commercial,Gross PJ,67.585,Total energy demand,Projected
2027,Innovation,Industrial,Gross PJ,218.293,Total energy demand,Projected
2027,Innovation,Residential,Gross PJ,83.713,Total energy demand,Projected
2027,Innovation,Transport,Gross PJ,205.54,Total energy demand,Projected
2027,Reference,Commercial,Gross PJ,64.072,Total energy demand,Projected
2027,Reference,Industrial,Gross PJ,219.47,Total energy demand,Projected
2027,Reference,Residential,Gross PJ,84.069,Total energy demand,Projected
2027,Reference,Transport,Gross PJ,206.96,Total energy demand,Projected
2028,Constraint,Commercial,Gross PJ,62.312,Total energy demand,Projected
2028,Constraint,Industrial,Gross PJ,218.368,Total energy demand,Projected
2028,Constraint,Residential,Gross PJ,82.406,Total energy demand,Projected
2028,Constraint,Transport,Gross PJ,203.219,Total energy demand,Projected
2028,Environmental,Commercial,Gross PJ,64.226,Total energy demand,Projected
2028,Environmental,Industrial,Gross PJ,218.747,Total energy demand,Projected
2028,Environmental,Residential,Gross PJ,83.623,Total energy demand,Projected
2028,Environmental,Transport,Gross PJ,201.478,Total energy demand,Projected
2028,Growth,Commercial,Gross PJ,69.787,Total energy demand,Projected
2028,Growth,Industrial,Gross PJ,224.559,Total energy demand,Projected
2028,Growth,Residential,Gross PJ,84.753,Total energy demand,Projected
2028,Growth,Transport,Gross PJ,207.601,Total energy demand,Projected
2028,Innovation,Commercial,Gross PJ,68.16,Total energy demand,Projected
2028,Innovation,Industrial,Gross PJ,218.967,Total energy demand,Projected
2028,Innovation,Residential,Gross PJ,83.623,Total energy demand,Projected
2028,Innovation,Transport,Gross PJ,203.957,Total energy demand,Projected
2028,Reference,Commercial,Gross PJ,64.92,Total energy demand,Projected
2028,Reference,Industrial,Gross PJ,220.3,Total energy demand,Projected
2028,Reference,Residential,Gross PJ,84.107,Total energy demand,Projected
2028,Reference,Transport,Gross PJ,205.799,Total energy demand,Projected
2029,Constraint,Commercial,Gross PJ,62.723,Total energy demand,Projected
2029,Constraint,Industrial,Gross PJ,206.64,Total energy demand,Projected
2029,Constraint,Residential,Gross PJ,82.079,Total energy demand,Projected
2029,Constraint,Transport,Gross PJ,201.589,Total energy demand,Projected
2029,Environmental,Commercial,Gross PJ,66.092,Total energy demand,Projected
2029,Environmental,Industrial,Gross PJ,207.518,Total energy demand,Projected
2029,Environmental,Residential,Gross PJ,83.274,Total energy demand,Projected
2029,Environmental,Transport,Gross PJ,199.696,Total energy demand,Projected
2029,Growth,Commercial,Gross PJ,72.331,Total energy demand,Projected
2029,Growth,Industrial,Gross PJ,215.45,Total energy demand,Projected
2029,Growth,Residential,Gross PJ,84.923,Total energy demand,Projected
2029,Growth,Transport,Gross PJ,206.984,Total energy demand,Projected
2029,Innovation,Commercial,Gross PJ,69.974,Total energy demand,Projected
2029,Innovation,Industrial,Gross PJ,208.433,Total energy demand,Projected
2029,Innovation,Residential,Gross PJ,83.274,Total energy demand,Projected
2029,Innovation,Transport,Gross PJ,202.472,Total energy demand,Projected
2029,Reference,Commercial,Gross PJ,67.087,Total energy demand,Projected
2029,Reference,Industrial,Gross PJ,209.678,Total energy demand,Projected
2029,Reference,Residential,Gross PJ,83.918,Total energy demand,Projected
2029,Reference,Transport,Gross PJ,204.776,Total energy demand,Projected
2030,Constraint,Commercial,Gross PJ,62.997,Total energy demand,Projected
2030,Constraint,Industrial,Gross PJ,205.559,Total energy demand,Projected
2030,Constraint,Residential,Gross PJ,81.734,Total energy demand,Projected
2030,Constraint,Transport,Gross PJ,199.806,Total energy demand,Projected
2030,Environmental,Commercial,Gross PJ,66.33,Total energy demand,Projected
2030,Environmental,Industrial,Gross PJ,207.188,Total energy demand,Projected
2030,Environmental,Residential,Gross PJ,82.875,Total energy demand,Projected
2030,Environmental,Transport,Gross PJ,197.602,Total energy demand,Projected
2030,Growth,Commercial,Gross PJ,73.317,Total energy demand,Projected
2030,Growth,Industrial,Gross PJ,216.922,Total energy demand,Projected
2030,Growth,Residential,Gross PJ,85.066,Total energy demand,Projected
2030,Growth,Transport,Gross PJ,205.864,Total energy demand,Projected
2030,Innovation,Commercial,Gross PJ,72.974,Total energy demand,Projected
2030,Innovation,Industrial,Gross PJ,208.327,Total energy demand,Projected
2030,Innovation,Residential,Gross PJ,82.875,Total energy demand,Projected
