Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,1997-09-01,132760,155710,135920,111300,102430,97830,106140,126630,125970,122470,126390,163500,274860,350170,371840,370630,369420,370830,371040,370260,369940,362230,363280,373070,365010,350570,332900,322900,306250,303160,301490,301720,334630,351190,371150,372620,372230,371860,371720,371530,371320,371410,371090,350730,279930,211300,199060,198760,,
HWA,HWA1101,TRUS,patea,Hydro,Hydro,1997-09-01,184,188,188,184,188,196,192,192,192,192,188,188,176,172,3960,4372,13784,14884,14888,14896,14896,14898,14916,14926,2460,184,180,188,188,188,192,180,13422,14892,14896,14884,14900,14908,14916,14920,2478,172,180,184,184,188,188,188,,
KIN,KIN0112,CHHE,kinleith,Wood,Cogen,1997-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,1997-09-01,31180,30440,31040,31020,30950,30880,30680,30640,30730,30520,30720,31840,31520,31630,31600,30780,31000,28580,25460,25540,25670,25630,25580,25560,28920,34850,35810,36040,36120,34090,30980,29470,29100,30200,31810,35080,35790,37000,37090,37380,37450,37140,37230,37460,37340,37290,37120,28210,,
MAN,MAN2201,MERI,manapouri,Hydro,Hydro,1997-09-01,271830,273990,276270,273220,273410,273450,273520,273410,273510,273600,285710,293360,293290,293390,293250,293230,293180,293010,292910,292870,292800,292630,291980,291920,292210,292390,292340,292560,292610,292670,292730,292720,292700,292790,292700,292750,292730,292580,292620,292730,292530,292460,292420,292100,292170,291950,292010,292090,,
MAT,MAT1101,TRUS,matahina,Hydro,Hydro,1997-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
MHO,MHO0331,KING,mangahao,Hydro,Hydro,1997-09-01,9980,9990,10120,10110,10090,10070,10050,10050,10070,10050,10060,10090,10020,10080,10070,10100,10110,10110,10080,10070,10090,10080,10060,10080,10050,10100,10050,10060,10080,10050,10070,10070,10050,10060,10080,10090,10050,10040,10040,10070,10100,10050,10070,10090,9910,9920,9870,9910,,
MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,1997-09-01,26470,1460,20770,28370,22220,26440,13960,12130,32760,15370,22870,23390,22030,29430,58690,65980,73410,71970,76430,49610,58030,68770,64400,38350,53780,26800,37510,18660,22950,51580,42160,66180,16170,43630,62900,82050,76230,106060,59840,48360,50220,71290,39320,42780,45100,35460,41530,31940,,
NPL,NPL1101,CTCT,new_plymouth,Gas&Oil,Thrml,1997-09-01,58480,58460,58490,58470,58470,58470,58470,58450,58470,54300,50670,42230,40170,40240,48710,57720,55730,47480,42870,42960,42850,42860,42920,42970,42830,42820,43000,42900,42950,43010,42840,42860,42970,42960,42850,52630,57910,58410,58480,58470,58470,58470,58460,58490,58480,58460,58460,58490,,
NPL,NPL2201,CTCT,new_plymouth,Gas&Oil,Thrml,1997-09-01,118450,118220,118210,118270,118270,118340,118250,118350,118540,122310,126870,135810,137140,136690,139690,143270,144190,135560,134750,134980,134930,134860,134770,134920,134770,134750,135030,134980,134790,134850,134720,134560,134830,134890,134810,151910,171340,171390,171520,171490,169150,161650,153560,139160,117600,117740,117790,117740,,
OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,1997-09-01,84920,74910,73200,70800,72560,71650,71500,68850,52040,54010,65630,71790,72460,79540,88170,121490,112780,105230,103310,108990,93750,106470,108120,106070,79120,86850,90030,86500,80390,77500,77710,78030,76430,68580,80440,70900,76150,93270,67950,75130,73170,74000,71980,63410,63990,60400,60230,55800,,
OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,1997-09-01,66110,54080,55350,50400,53990,50670,51150,50470,48060,55970,61930,66000,67250,71130,88310,91060,91470,87110,89850,76250,78270,72240,69860,71040,71410,72440,71720,70860,69710,57940,52380,62500,63620,66010,64800,69850,71800,75260,75030,78290,74660,72160,71580,67710,64910,49610,63620,46870,,
OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,1997-09-01,66490,54860,54460,50880,51910,51150,51350,48450,48180,56730,63190,65560,65850,71600,88410,90370,90950,88920,86830,78540,75230,70760,70430,70400,70760,71140,71140,70970,70000,54640,54900,61480,63530,65560,64680,71330,70660,76110,75710,78080,75120,72890,72250,65810,60240,47180,63110,41310,,
OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,1997-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,850,24460,43250,51910,51700,42720,39960,29820,27560,27500,27590,27500,19390,18820,19930,20090,19970,20100,23530,24870,25310,28680,38650,52760,52590,52510,52110,39690,23410,23550,15000,13570,13560,13530,13560,,
OKI,OKI2201,CTCT,ohaaki,Geo,Geo,1997-09-01,29840,29680,29580,29300,29560,29870,29950,30040,29800,30260,30180,29680,29400,29580,29860,29290,29290,29490,29920,30160,29600,29610,29620,29730,29520,28900,28960,29200,29280,29020,28900,29530,29680,29570,29400,29480,29580,29310,28980,29410,29760,29750,29390,29830,30540,30340,30050,30130,,
OTA,OTA2221,CTCT,otahuhu_a,Gas,Thrml,1997-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PPI,PPI2201,MRPL,poihipi,Geo,Geo,1997-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6780,19180,19070,19080,18980,18960,18900,18910,18900,18900,18920,18920,18900,18850,18910,18910,18940,18900,18900,18910,18910,18950,18960,18960,18840,18950,18880,18880,18920,18920,18970,18960,18590,2580,0,,
ROT,ROT1101,TRUS,wheao_flaxy,Hydro,Hydro,1997-09-01,4428,4338,3904,3942,4000,3962,3912,3934,3928,3978,3888,3520,4448,4434,7328,8424,10060,10014,9788,9854,9837,8883,8220,7846,7852,7116,5304,5478,5472,5634,8088,8020,7392,7094,7304,9616,10334,10290,9843,9845,9810,9780,7930,5952,4792,4084,3966,3960,,
ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,1997-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,18650,18830,18680,18950,18730,18900,18780,18860,18660,790,0,0,0,0,0,0,0,0,13520,19390,19300,19330,19280,19350,19350,19320,1580,0,0,0,0,0,0,,
ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,1997-09-01,94020,94680,94310,94980,77640,76960,77420,77270,77290,77130,76840,77400,76200,77350,96340,94600,95560,94880,96060,95070,95870,95030,95310,95470,97300,96910,96980,97170,96870,97090,96860,97410,96700,95840,95130,94500,94710,94310,95280,94820,94710,79900,77660,77880,77930,78530,94220,96480,,
RPO,RPO2201,GENE,rangipo,Hydro,Hydro,1997-09-01,39010,39030,39020,39030,39020,39020,39030,39020,39030,39030,39020,39030,39030,39040,39040,39030,39040,39040,39040,39040,39030,39040,39030,39040,38520,38150,38160,38160,38150,38140,38150,38030,38150,38920,39040,39020,35540,29380,29390,29390,29400,29390,29390,29390,29390,29390,29390,29390,,
SFD,SFD2201,CTCT,stratford,Gas,Thrml,1997-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SWN,SWN2201,TRUS,southdown,Gas,Thrml,1997-09-01,59870,59790,59790,59800,59790,59800,59750,59720,59650,59720,59210,58310,58130,58190,58370,58500,57850,57980,58460,58550,58580,58910,58700,58360,58550,58780,58520,58610,58550,58480,58510,58240,57220,57720,58050,57990,58020,58080,58310,58870,58880,58870,58770,58740,58870,58760,58820,58790,,
TKA,TKA0111,MERI,tekapo_a,Hydro,Hydro,1997-09-01,7370,5170,5610,6980,6010,6230,6650,5820,6210,6820,6550,6000,9230,10360,10010,9840,10500,10600,10080,10170,9630,9920,9960,10560,9490,9870,9640,9440,9400,9750,9750,9570,9300,9780,9820,9630,10030,10080,10690,10920,11010,10680,11010,10640,9180,10150,9730,9900,,
TKB,TKB2201,MERI,tekapo_b,Hydro,Hydro,1997-09-01,38190,37540,38120,37340,37850,37870,37700,37630,37830,38330,38260,37830,59790,60570,61030,63710,65580,64180,64740,61240,60740,60440,63350,66020,58040,58620,58500,58170,57740,58550,58480,58420,57670,59000,58460,61050,62330,64500,67540,70920,69590,69910,70190,65220,60190,60910,60870,60790,,
TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,1997-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,17240,64290,99890,102920,102710,96880,90270,74470,52440,54410,54800,55130,56150,55850,55970,56080,55870,55950,55910,55770,69210,76850,92530,103200,111740,111710,112060,112480,112030,59440,29310,11410,9170,9050,9260,,
TMU,TMU1101,GENE,te_awamutu,Gas,Cogen,1997-09-01,12310,12210,11260,11310,11070,11300,11360,10730,11570,11460,11800,13440,13890,13880,13840,13350,13700,13340,13370,13800,13600,12210,12800,11270,12580,12110,12040,12590,12490,11000,11190,11340,11830,13160,13440,13330,13290,13030,12580,11710,12670,13020,13740,13640,13450,13080,12670,12880,,
TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,1997-09-01,66470,66660,67080,67050,66290,50450,49140,49440,49530,48960,49480,62620,65600,65810,65930,66000,66090,66110,66340,66600,66660,65720,66100,66470,65820,65880,65890,65960,66000,66030,66050,66090,66010,66220,66230,66320,66140,66220,66200,66310,66330,66290,66230,66220,66310,66290,66330,66310,,
WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,1997-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,1997-09-01,18970,15550,23380,6490,2920,2970,9410,18060,16150,18740,15050,9300,17090,22790,14390,29490,35140,35370,35320,35360,35060,25600,30370,32520,33790,36160,35990,35760,32060,27100,27160,27150,26770,26860,28860,37000,46530,46560,46580,46770,46830,46770,37610,32380,34580,25360,23300,15260,,
WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,1997-09-01,7280,5650,3840,7230,8170,8260,8860,9850,8460,10350,8670,8090,14810,9910,15890,20450,20280,22280,19940,20340,14100,18170,17270,16550,15770,13640,13220,13380,10380,9360,13090,17180,15040,11530,15750,21540,24350,27370,25590,19780,18130,17920,15390,9410,15410,13530,8420,8480,,
WRK,WRK2201,CTCT,wairakei,Geo,Geo,1997-09-01,73840,73740,73680,73600,73660,73720,73740,73690,73740,73820,73710,73590,73690,73710,73720,73730,73660,73750,73840,73840,73690,73720,73760,73740,73660,73370,73810,73820,73760,73600,73370,73560,73580,73410,72810,72640,73620,73720,73620,73700,73690,73680,73520,73440,73540,73610,73430,73740,,
WTK,WTK0111,MERI,waitaki,Hydro,Hydro,1997-09-01,24240,26610,26620,26960,25610,24080,23340,21730,21700,21720,21590,21690,21610,21780,23090,24320,25700,26460,28180,29080,29380,29740,31650,34050,34160,36430,36360,36570,36560,36730,36660,36500,36200,36620,36440,36410,36520,36230,36360,36610,36320,36320,36160,35930,33990,33540,31500,30930,,
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1997-09-02,1890,1880,8780,17770,19290,16820,16170,15320,14950,14980,14970,14980,15940,23840,23930,24180,23530,25600,27550,27540,27150,26890,24730,24470,24320,24030,24290,24790,24010,23950,24320,24930,27670,28330,30980,35710,39480,38740,32720,28260,21820,27480,27420,27350,24250,20540,20390,21800,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1997-09-02,4884,4893,2024,1920,1947,1952,1954,1982,1982,1983,1980,1980,1982,1972,5188,5336,5330,999,13,0,0,0,0,0,0,0,0,0,0,0,0,4407,5223,5217,5211,5200,5194,5208,5230,5234,5265,5264,5265,5266,5268,5274,5244,974,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1997-09-02,39290,39240,39010,37610,34790,34530,34770,34650,34720,34760,34780,34740,34600,40780,56070,56920,67890,74340,64550,46090,43900,43690,43790,43910,44170,43890,43830,45650,55830,56180,56200,55970,58270,62990,70150,77990,82570,82770,82910,83170,82970,83110,83120,83250,82940,66710,57750,58220,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1997-09-02,8660,8660,8590,4240,3250,3140,3230,2190,1510,1500,1490,1380,1180,1430,11780,30860,35430,32890,27380,24740,24170,24110,24100,24080,24080,23940,23900,17380,14710,14830,14810,16620,20080,27560,36240,36980,36940,36940,36960,36950,36950,34540,29910,29020,20110,3490,6750,7580,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1997-09-02,78330,85520,81490,85850,47260,30880,22520,7280,5360,9340,20580,29500,54920,59240,81720,108280,110510,106560,104010,93000,76270,74450,59520,59350,59520,62040,83690,89030,80070,81160,66810,55150,44960,49800,66920,106610,108490,106060,104620,106320,101560,89180,80910,68520,67230,46230,26220,270,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1997-09-02,130860,122790,125170,115120,116100,107520,115250,112660,111390,107640,121760,121770,150400,202350,191990,212540,206630,192490,186920,158470,173420,172660,189600,216190,205040,213090,211570,198930,213880,209300,195390,217330,198980,208340,220460,219900,185790,220640,184810,205460,188920,164670,161510,140010,110270,111510,115270,110290,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1997-09-02,840,0,0,0,0,0,0,0,0,0,0,0,0,606,8610,9324,9372,9666,9624,9366,9654,9642,9318,9558,9750,9510,9702,9612,9684,9924,9582,8934,9012,9000,9066,9066,9060,9030,9054,9036,9042,9036,9036,9048,9072,9048,9054,9066,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1997-09-02,12700,12440,12760,12710,12550,12770,12460,12900,12790,12810,12510,12520,12800,12710,12730,12680,12720,12720,12700,12490,12750,12720,12740,12540,12580,12690,12550,12610,12600,12720,12650,12720,12610,12670,12730,12480,12700,12640,12660,12710,12530,12740,12680,12600,12660,12590,12600,12720,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1997-09-02,15220,15190,15210,15220,15190,15230,15200,15220,15230,15220,15210,15200,15230,15230,15220,15230,15210,15220,15210,15200,15210,15220,15210,15210,15200,15230,15230,15230,15240,15240,15180,15200,15190,15180,15200,15180,15220,15220,15210,15220,15210,15210,15220,15200,15200,15200,15220,15230,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1997-09-02,151240,147710,100660,100430,98670,99230,97810,99810,99360,99510,98100,98370,105700,148650,150770,150380,150620,150720,150460,153000,155860,155780,156030,109520,106250,105790,106330,106440,106290,106850,148090,156360,155720,156080,159600,151930,160750,160270,160380,116000,101440,107370,101170,99870,100250,99980,145820,151100,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,1997-09-02,149060,148000,154560,136850,131820,115520,106770,120920,114680,119720,123800,181330,268240,364690,367680,370640,371020,371470,371410,371310,358930,324430,306530,326530,344910,348160,351650,360900,361070,361470,361780,366850,368490,368200,368050,367510,367950,367800,367780,367770,367860,368000,368740,337330,281060,278160,245220,245380,,
HWA,HWA1101,TRUS,patea,Hydro,Hydro,1997-09-02,188,188,188,192,192,196,196,192,196,196,192,188,176,176,4034,4380,13840,14924,14920,14916,14908,14914,14896,14904,2476,176,180,184,184,180,176,172,13424,14888,14872,14880,14884,14888,14900,14904,2476,176,176,176,184,188,184,188,,
KIN,KIN0112,CHHE,kinleith,Wood,Cogen,1997-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,1997-09-02,24360,24370,24130,24120,24510,24320,24590,24460,24560,24610,24620,24630,24430,24830,25000,34870,36310,36070,36250,36360,36520,35950,31840,31940,32080,31810,31730,32410,31560,31830,31880,32870,35550,36460,36830,36640,35880,35980,36080,36310,36160,36320,36290,33860,31380,31270,31440,34400,,
MAN,MAN2201,MERI,manapouri,Hydro,Hydro,1997-09-02,292100,292150,292400,292540,292510,292630,292620,292770,292720,292700,292680,292640,292750,292650,292670,292610,292540,292510,292410,292220,292160,292040,291940,291900,291940,292070,291430,292140,292430,292550,292570,292590,292540,292620,292580,292550,292630,292590,292580,292500,292520,292520,292290,292230,292130,291930,291850,291900,,
MAT,MAT1101,TRUS,matahina,Hydro,Hydro,1997-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
MHO,MHO0331,KING,mangahao,Hydro,Hydro,1997-09-02,9910,9920,9860,9850,9930,9860,9900,9880,9900,9910,9910,9940,9920,9990,10000,10030,9880,9840,9860,9870,9900,9880,9900,9930,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,1997-09-02,34180,25150,16290,2860,8030,23420,24100,4300,25570,26230,32270,37840,47610,40450,72360,104410,103090,60550,64830,75520,58570,69250,73310,71640,85510,61420,44580,71950,66240,73390,64190,72100,45330,62970,88560,127390,115840,114170,100850,106270,92290,48020,45370,46980,11160,70,16120,15660,,
NPL,NPL1101,CTCT,new_plymouth,Gas&Oil,Thrml,1997-09-02,58460,58470,58470,58450,58490,58450,58480,58470,58450,58470,58480,58460,58470,58470,58470,58450,58470,58480,58470,58470,58470,58470,58460,58480,58450,58470,58450,58450,58470,58440,58450,58410,58390,58410,58390,58410,58430,58430,58430,58460,58480,58470,58460,58450,58480,58450,58470,58450,,
NPL,NPL2201,CTCT,new_plymouth,Gas&Oil,Thrml,1997-09-02,117700,117780,117680,117660,117630,117680,117820,117740,117830,117760,117790,117780,117750,117750,117870,118440,118460,118530,118330,118750,118760,118720,118680,118550,118810,118630,118730,118740,118730,118710,118720,118660,118690,118630,118670,118620,118610,118630,118680,118730,118770,118840,118770,118840,118840,118680,118660,118730,,
OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,1997-09-02,64750,54930,55040,63050,51440,55310,46080,46010,39380,37980,46910,48330,68640,77790,82140,87810,88200,85050,85850,79190,71600,71510,72070,75150,74980,78560,86040,88720,74740,54220,50480,63120,71010,71680,78080,87150,99790,99190,98850,99540,99110,91710,89210,88120,89390,88420,84890,63880,,
OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,1997-09-02,50520,49910,45470,38640,45300,46580,45150,37010,36230,37630,41950,43050,55930,63110,70670,67980,65590,66680,70850,70560,66430,63540,60160,43540,50780,48010,47080,47600,47990,48540,46870,54370,74250,76040,75070,72690,92420,80850,88020,80960,84870,89300,83730,83320,85150,69690,60590,46450,,
OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,1997-09-02,54540,49800,43080,40690,44800,47590,43890,36590,34980,39930,42830,42710,55370,64360,68800,65110,67460,67420,72350,69440,64930,64760,59730,48460,48500,47340,47690,47740,47550,48300,47860,54590,73290,74730,75090,76310,87820,81960,86380,82340,86620,86650,84600,83950,84140,69800,63700,41740,,
OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,1997-09-02,13610,13630,13570,13360,5520,4900,4990,3580,2230,2150,2190,2100,2170,10520,30700,43460,52530,51800,40600,39720,31590,28050,28030,28210,28390,28110,27970,25090,22810,22970,22850,25210,37400,45500,52240,52040,51590,51510,51530,51580,51430,48650,42190,39960,28060,120,0,0,,
OKI,OKI2201,CTCT,ohaaki,Geo,Geo,1997-09-02,29850,29600,29060,29250,30050,29700,29470,29810,30130,30120,30110,29960,30120,30010,29830,29550,29760,30280,30110,30160,29980,30040,30030,29810,29280,29070,28900,29190,28840,28230,28610,29900,29680,29380,29410,29710,29450,29000,28940,29410,29490,29180,29200,30100,30110,29810,29220,29560,,
OTA,OTA2221,CTCT,otahuhu_a,Gas,Thrml,1997-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PPI,PPI2201,MRPL,poihipi,Geo,Geo,1997-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,370,12150,18960,18920,18910,18870,18840,18860,18870,18870,18820,18840,18820,18790,18750,18780,18840,18810,18770,18800,18780,18440,18380,18470,18530,18470,18510,18510,18540,18580,18600,18520,18550,18550,9700,,
ROT,ROT1101,TRUS,wheao_flaxy,Hydro,Hydro,1997-09-02,3948,3932,3972,3946,3974,3904,3934,3980,3956,3926,3970,3948,4376,5056,8772,9334,10283,11329,10748,10750,9992,8502,8314,7426,7366,5766,5472,5086,5418,5082,4430,4442,6494,7366,9498,9380,9378,9354,9306,9375,9353,9390,7382,6974,6262,4540,3940,3964,,
ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,1997-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,860,15140,14940,14930,15050,14810,15020,14900,14960,14970,14990,14940,14940,14970,3340,0,0,0,0,14740,17340,23450,34580,34560,23480,15080,17520,18970,19840,3960,0,0,0,0,0,,
ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,1997-09-02,93700,93710,94070,76710,77660,78070,78220,78440,78480,78040,78100,79000,92320,96700,98830,98900,99150,99370,98980,95450,93710,94060,93700,93620,94140,92260,91460,91700,91110,91800,91220,91140,91530,91770,94240,91290,91370,80190,89820,92880,95530,99010,83720,77810,77740,77680,96320,96960,,
RPO,RPO2201,GENE,rangipo,Hydro,Hydro,1997-09-02,28520,28500,28520,28500,28510,28500,28510,28510,28510,28510,28510,28510,28510,28520,35430,39020,39140,39130,39130,39140,39130,39130,38420,36480,36470,36480,36460,36470,36470,36470,36470,36470,36480,37350,37360,36830,36600,36600,36590,36600,36600,36610,36580,29650,28630,28630,28620,28640,,
SFD,SFD2201,CTCT,stratford,Gas,Thrml,1997-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SWN,SWN2201,TRUS,southdown,Gas,Thrml,1997-09-02,58940,58910,58810,58840,58880,58920,58860,58890,58890,58900,58920,57910,55880,55050,54060,52780,52610,52250,52950,54570,55950,57140,57340,57260,53470,52900,54830,56710,57170,57680,57620,55230,54260,56830,57810,57820,57590,57660,57720,57730,57670,57640,57700,57720,57590,57550,57740,57670,,
TKA,TKA0111,MERI,tekapo_a,Hydro,Hydro,1997-09-02,9910,10860,10350,10550,10520,10720,10690,10630,10950,10790,10850,10620,10590,10160,10020,10460,10390,10490,10460,10110,8940,9310,9510,9830,10710,10710,10580,10410,10370,10710,10530,10370,10610,10680,10770,10680,10410,10510,10610,10490,10710,10240,10510,10750,10360,10650,10240,10790,,
