Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1998-09-01,26360,21650,20490,20500,21060,20710,21110,21120,20700,20650,21450,22880,23440,24290,25160,24320,24430,24570,24580,24630,24240,24050,24400,24540,22010,15320,14630,14770,14610,23540,24000,24130,26990,27660,28340,28210,28070,27950,27850,27750,27680,27470,27470,27460,27450,27450,27480,27490,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1998-09-01,4072,4138,4086,4059,4059,4044,4018,4004,3992,3962,3963,3974,3975,3927,5230,5210,5236,5265,5289,5298,5288,5294,5307,5310,5308,5307,5320,5336,5313,5326,5331,5332,5343,5354,5272,5271,5266,5268,5268,5270,5270,5277,5280,5284,5292,1996,1966,1965,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1998-09-01,85380,85340,78700,69250,70690,69370,70260,70200,68740,79770,86240,87660,84440,84280,85490,84230,84440,84780,84970,85090,85390,85480,85570,82660,76680,71910,71840,71830,71990,71860,74030,71000,68310,68940,82170,83010,83590,83610,84430,84990,86630,84220,84740,84920,84700,84910,85020,84990,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1998-09-01,15590,10190,5550,4730,4990,4840,5010,4970,4740,4780,7890,11830,24210,36920,36810,36820,36900,36990,37030,37080,37100,37130,37150,35390,17200,9780,23490,35640,32840,22820,23500,13830,25700,21500,28050,31290,36720,36940,36930,36970,37040,36900,32730,20900,10130,7910,7090,4280,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1998-09-01,73420,44130,44190,44100,44860,44030,27120,11500,21810,22380,12040,5430,5310,5370,27780,62920,89410,81550,53150,37250,32470,32260,33040,32640,55880,71340,83620,88070,93940,102560,102280,50980,29940,30000,29600,57030,78990,96440,52060,48540,49520,48670,34250,35360,85790,88600,88060,85390,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1998-09-01,213230,197040,194650,165190,159240,158980,155380,156940,156560,159880,167630,189590,211770,185900,136950,184010,200170,193920,156620,111240,87050,91550,95580,101260,102460,140190,162680,155830,145510,137390,111750,109140,98860,111130,96250,106570,141320,149820,139990,95090,93320,91730,91060,118120,134970,198370,206720,202490,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1998-09-01,12276,13464,4596,0,0,0,0,0,0,0,0,0,0,1134,12120,13428,13500,13524,13512,13500,13518,13518,13512,13518,13518,13518,13512,13530,7356,4764,4770,4776,6012,12990,13464,13458,13476,13476,13446,13464,13452,13452,13464,13476,13470,13458,7140,5862,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1998-09-01,15640,15560,15540,15620,15670,15660,15650,15700,15560,15630,15650,15690,15580,15560,15670,15670,15600,15560,15590,15630,15640,15610,15700,15660,15600,15600,15590,15620,15650,15590,15580,15640,15630,15650,15570,15670,15710,15550,15670,15580,15650,15610,15600,15700,15660,15570,15620,15670,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1998-09-01,17950,17960,17970,17920,17960,17950,17940,17970,17930,18000,17950,17970,17940,17960,17980,17960,17940,17930,17960,17980,17990,17960,16740,16710,16710,16720,16710,16710,16720,16710,16710,16880,17930,18000,17990,18030,18040,17990,18010,18010,18050,18040,18040,18070,18040,18030,18050,18050,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1998-09-01,0,610,52600,35580,660,0,0,0,0,0,0,2280,127730,205520,216170,214050,212240,211650,212320,213280,204730,179740,163800,136690,120780,120380,106840,102240,82920,82350,82270,82820,92790,119960,190720,214280,215100,212030,214500,212690,214010,212750,211210,112780,26240,0,0,0,,
GLN,GLN0111,ALNT,glenbrook_kilns,Gas,Cogen,1998-09-01,17597,17674,17664,17789,17880,17285,17702,18250,21706,23165,23606,22714,22502,23021,23693,23741,23539,23184,23453,24106,22502,23328,22714,23011,23107,23674,23405,23414,22934,23002,23117,23242,22925,22195,22214,22570,24058,24365,24384,24365,24202,24797,23846,23549,23846,23654,24538,24538,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,1998-09-01,0,0,0,0,0,0,0,0,0,0,0,0,20470,66980,111690,114670,112120,111730,112720,113220,112030,112320,111840,112010,98120,57360,56370,56360,56350,55650,53670,52150,76870,117900,142850,167060,169310,167470,167750,153140,106560,107890,78820,54850,23420,0,0,0,,
