Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1998-01-01,7690,3670,2020,3460,3740,4140,4110,3950,3920,3930,4210,3580,3140,3140,6960,13370,13400,13350,13260,13330,13130,13560,13980,13960,13800,13680,13890,13910,9670,12460,13430,13430,13390,12450,13850,10650,11920,11820,12560,18430,18200,18380,15710,9520,9740,9820,9880,11350,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1998-01-01,4707,4746,4719,880,9,0,0,0,0,0,0,0,0,0,4440,4932,4990,5000,5016,5001,4994,4960,5025,5045,5048,4685,4764,4755,4755,4751,4742,4738,4731,4734,5084,5038,5037,5031,5030,5030,5061,4994,5003,5015,4645,4718,4678,4682,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1998-01-01,31670,28160,16020,11650,11280,11780,11690,14650,17740,17720,18020,18070,24870,31330,30680,30970,31940,36990,43120,47170,47140,47620,48060,48040,46860,45220,36520,36410,36650,36580,37660,37510,42050,44740,44010,41930,43650,43530,43850,40870,40070,40720,46410,50440,50650,50800,43130,39460,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1998-01-01,4690,3540,2500,1270,950,1190,1180,1080,1060,1030,1130,1040,800,2610,8130,4340,4550,7830,12410,19740,19960,20030,20210,20240,20250,20270,20290,20290,20330,20330,20260,20190,20510,24180,21290,18760,17430,18570,15890,9340,8530,7610,9370,9720,9820,9880,9880,9790,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1998-01-01,20750,20790,20880,21240,21190,22040,21710,21210,21620,22150,21420,21700,21440,21660,24360,16670,25140,29720,39330,17990,33760,46640,36170,28080,25540,10750,15250,26750,13800,31420,29650,21790,23620,26200,23840,23360,23960,22310,14940,4770,18230,24320,42170,40740,37170,31890,35730,24700,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1998-01-01,47040,47040,47120,47620,47680,55990,62410,62250,62780,63560,62290,62790,62160,62450,62040,64390,45820,30270,27140,37630,37050,44080,62550,70730,70400,55620,50220,44220,51110,47740,56930,69750,62680,60560,74060,62260,52000,55130,55290,57960,57840,85290,131470,148690,127540,102850,139070,131860,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1998-01-01,4930,4920,4930,4960,4960,4970,4970,4950,4980,5010,4960,4990,4970,4980,4980,5040,4960,5010,4940,5040,4970,4950,4910,4870,4860,4940,4990,4780,4990,4890,4870,4790,4860,4960,4870,4830,4860,4800,4780,4900,4900,4950,4950,4940,4830,4910,4900,4990,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1998-01-01,6700,6700,6700,6700,6700,6690,6700,6700,6690,6700,6700,6690,6700,6700,6690,6700,7810,15140,17740,17640,17410,17420,17410,17410,17410,17420,17430,17400,17440,17410,17420,17400,17410,17430,17410,17410,17400,17390,17380,16690,8970,6630,6650,6650,6650,6660,6650,6660,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1998-01-01,211760,211770,211800,211940,212000,147440,129890,129790,130020,130330,129750,130010,134360,134810,135220,199180,211530,212550,211550,213410,212590,212240,211700,211340,211140,212680,213770,210280,214240,212160,211620,210280,211670,213700,211960,211330,211900,210570,210520,212340,212330,213160,213020,212460,210290,212090,211320,213490,,
GLN,GLN0111,ALNT,glenbrook_kilns,Gas,Cogen,1998-01-01,22003,22186,22157,19843,16291,17750,17645,17165,21744,23674,23424,23741,23760,25008,24528,25526,24490,23453,22214,22128,23808,24173,24086,24341,20266,18475,18614,18341,18763,24182,23731,24182,23712,24336,25190,24998,24662,24682,24931,25056,25882,26486,27158,25910,26851,26189,26131,26294,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
HWA,HWA1101,TRUS,patea,Hydro,Hydro,1998-01-01,4532,4532,4544,4540,1664,228,228,224,228,228,232,224,224,224,216,216,4092,8616,8992,8988,9000,8992,9008,9020,8988,8988,9016,9016,9024,9024,9016,9008,8988,8984,8992,8996,8992,8996,8996,9004,9012,4680,1720,212,212,216,216,220,,
KIN,KIN0112,CHHE,kinleith,Wood,Cogen,1998-01-01,15130,13693,14094,14201,15005,15677,14861,14358,14064,13992,12453,12588,14617,13370,12822,13716,14306,11931,10820,13977,14293,14980,15802,14632,15792,15984,14684,16088,15065,15503,16210,17328,18834,18605,18314,16741,17211,18421,17587,17985,17418,16855,16330,16031,17473,17169,18080,17607,,
KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,1998-01-01,20870,20270,20240,20700,20960,21570,20720,20500,20370,20390,20770,20810,20490,21410,21840,21280,20980,20870,20570,20700,20630,20980,26910,26730,24520,20640,20760,20690,20690,20670,20690,20600,20630,20540,22230,23310,22510,21150,21240,21310,21330,21740,23320,24390,24680,24790,21150,20780,,
MAN,MAN2201,MERI,manapouri,Hydro,Hydro,1998-01-01,299630,299460,299370,299260,299300,299420,299570,299660,299890,300070,300020,300160,300170,300110,300160,300190,300080,300180,300100,300140,300110,299990,299880,299760,299530,299450,298030,297710,297900,297850,297980,298130,298260,298550,299280,299310,298970,299340,299270,299900,299380,299360,299410,298980,299210,299240,299090,299140,,
MAT,MAT1101,TRUS,matahina,Hydro,Hydro,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
MHO,MHO0331,KING,mangahao,Hydro,Hydro,1998-01-01,11550,11400,11510,11540,11440,11580,11580,11540,11510,11490,11560,11570,11520,11530,11570,12100,12160,12160,12110,12150,12130,12110,12120,11840,11330,11360,11370,11370,11330,11350,11420,11400,11420,11420,11380,11370,11360,11330,11340,930,0,0,0,0,0,0,0,0,,
MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,1998-01-01,30940,16470,12870,12230,10710,21140,11110,4820,3130,3350,5780,14810,7690,14380,11860,19900,38040,58650,45350,43260,68480,65290,53960,68410,65930,45360,47270,29270,34700,27840,32740,32990,44940,34680,27330,55120,49500,41310,45980,54900,47870,67950,74870,65710,30520,40560,37990,34380,,
NPL,NPL1101,CTCT,new_plymouth,Gas&Oil,Thrml,1998-01-01,114160,114170,114180,114140,114150,114090,114090,114100,114040,114000,114030,114050,114040,114010,114060,114100,114080,114110,114140,114170,114190,114180,114160,114130,114100,114090,114100,114090,113890,113870,113890,113820,113830,113860,113850,113910,113770,113470,113580,113640,113770,113940,114110,114220,114220,114180,114150,114160,,
NPL,NPL2201,CTCT,new_plymouth,Gas&Oil,Thrml,1998-01-01,58660,58630,58640,58650,58640,58630,58640,58640,58650,58620,58650,58570,58650,58640,58640,58660,58620,58650,58610,58660,58640,58660,58640,58660,58630,58620,58650,58640,58630,58600,58560,58530,58490,58530,58550,58570,58520,58520,58560,58610,58650,58620,58640,58660,58640,58640,58660,58650,,
OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,1998-01-01,63070,62900,62690,51600,28750,30060,30150,28780,15150,10220,15300,17000,20540,31540,23660,9120,4670,3900,3630,4320,3960,3840,3680,3570,3570,4250,4840,3470,5070,4460,4250,1890,2520,3220,2680,5510,6900,6350,6200,7050,6010,4400,4380,4120,3280,3890,3740,4440,,
OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,1998-01-01,61880,57130,47050,27010,17620,27650,30990,28720,28840,22410,20570,21440,28170,30530,33300,10160,3340,2330,2100,2550,2350,2270,2150,2070,2030,2420,2710,1880,2880,2420,2350,2050,2580,4450,14630,16720,18280,18000,8900,4550,1840,0,0,0,12930,10270,16710,7490,,
OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,1998-01-01,61030,56150,46700,28280,18230,26360,30750,29610,27940,22640,19770,19890,29310,32540,32350,10940,4510,1760,760,1300,1160,2860,2710,2610,2570,3020,3380,2370,3500,1770,990,620,2100,5800,14490,15620,18990,16760,9080,5490,2590,0,0,0,10770,7650,17250,4910,,
OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,1998-01-01,7290,4280,0,0,0,0,0,0,0,0,0,0,0,0,0,11510,20400,28020,36730,41050,40790,40620,38610,25220,28800,21420,25300,27900,27750,23740,24120,26100,26220,27130,26880,26300,25450,27660,24820,16330,12070,8090,11890,13250,13330,13340,13360,990,,
OKI,OKI2201,CTCT,ohaaki,Geo,Geo,1998-01-01,28450,29030,28930,28880,29320,28990,28480,28140,28790,29000,28380,28000,28060,29350,29330,28750,28400,28440,29250,28730,28140,27850,27870,28380,28420,28520,28730,29060,28970,27840,27990,27760,27870,28090,28610,28270,28290,28340,28250,28490,27860,28280,27910,27830,27830,28170,28400,29190,,
OTA,OTA2221,CTCT,otahuhu_a,Gas,Thrml,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PPI,PPI2201,MRPL,poihipi,Geo,Geo,1998-01-01,510,580,160,340,230,240,240,240,250,230,0,0,0,0,10320,19800,19830,19680,19400,18760,18940,19090,19200,19220,19200,19200,19230,19220,19290,19390,19090,19050,19140,19200,19180,19220,19190,19090,19120,19000,18890,18960,18710,19070,19640,6940,1690,1600,,
ROT,ROT1101,TRUS,wheao_flaxy,Hydro,Hydro,1998-01-01,3960,3946,3974,3998,3980,3968,3980,3948,3998,3970,3956,3920,3950,3970,3972,3956,4514,5464,5472,5530,5134,4916,4716,3942,3940,3952,3966,3970,3992,4278,5950,5950,5924,5694,4826,4660,4698,4680,7372,8416,8448,8450,8442,8358,8430,6482,3960,3950,,
ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,1998-01-01,60310,60510,60650,60720,60720,57200,55080,54740,54920,54880,54480,55030,54610,54760,54940,59250,59380,59830,59340,59800,59720,59570,59560,59610,59460,59860,59720,59310,59970,59230,59520,59490,59770,59880,59360,59640,59350,59500,59890,59350,59580,59670,59550,59820,59610,59940,59400,59720,,
ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,1998-01-01,97540,97820,97930,98200,98150,94480,94420,94270,94340,94290,93740,94410,89610,89220,88690,98450,98880,99380,98570,99210,99060,98850,98820,98890,98860,99420,99110,98630,99430,98540,98960,98890,99160,99370,98680,98980,98540,98610,99320,98510,98820,99070,98930,99320,99020,99450,98800,99180,,
RPO,RPO2201,GENE,rangipo,Hydro,Hydro,1998-01-01,29800,29800,29800,29800,29800,29620,29550,29550,29550,29560,29550,29560,29540,29560,29550,29560,29550,29560,29560,29560,29560,29550,29570,29550,29560,29550,29560,29560,29550,29550,29550,29560,29550,29550,29550,29550,29550,29550,29550,29560,29550,29550,29550,29550,29550,29560,28680,27920,,
SFD,SFD2201,CTCT,stratford,Gas,Thrml,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SWN,SWN2201,TRUS,southdown,Gas,Thrml,1998-01-01,58950,58650,58860,58930,58690,59050,58960,58910,58810,58810,59020,59060,58900,58910,58930,59170,59170,59230,59050,59130,59100,59070,59050,58950,59050,59000,59050,58910,58900,58940,58900,58940,59000,58930,58970,58960,58930,58880,58960,58990,58990,59090,59000,58790,59030,59050,59070,58940,,
TKA,TKA0111,MERI,tekapo_a,Hydro,Hydro,1998-01-01,7330,6630,6930,5200,5250,7730,8160,7050,6110,6860,7660,7670,6710,6560,7940,9930,8140,5620,5780,7390,8520,7140,6050,6920,7730,7520,6380,6790,7410,7700,7160,6730,6470,7490,8040,7350,6400,6710,7370,7190,6860,6970,7290,7510,6960,6610,6980,7510,,
TKB,TKB2201,MERI,tekapo_b,Hydro,Hydro,1998-01-01,36670,36550,36610,36770,36720,36810,36580,36560,36650,36800,36580,36630,36760,36690,36600,36980,36730,36810,36830,37040,36880,36800,36650,36520,36400,36720,37200,36280,37050,36900,36670,36260,36670,37170,36740,36320,36520,36160,35930,36570,36470,36730,36770,36600,36230,36560,36690,36990,,
TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4250,19880,20160,25790,49190,55400,55190,61080,62220,55630,55230,55270,56500,29360,19040,17370,19800,29550,56980,60230,60850,60730,60480,60700,60720,60720,59790,55810,56880,55880,26300,3730,0,,
TMU,TMU1101,GENE,te_awamutu,Gas,Cogen,1998-01-01,13360,13260,13230,13270,13310,13480,13460,13490,13630,13650,13680,13710,13740,13710,13630,13520,13400,13250,24660,12860,12750,12650,12630,12560,12480,12450,11920,11670,11660,11630,11600,11550,11560,11580,11550,11560,11550,11550,11930,12240,12320,12480,12600,12670,12670,12670,12740,12800,,
TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,1998-01-01,3550,3330,3490,3530,3400,3570,3560,3470,3440,3390,3510,3240,2690,3000,3000,3090,3250,3280,3610,21310,24750,24650,24630,24890,23840,23160,5090,3260,3250,3280,3300,3270,3280,3250,3220,3300,3260,3240,3270,3290,3260,3350,3260,3160,3220,3260,3230,3160,,
WHI,WHI2201,CTCT,whirinaki,Diesel,Thrml,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WKM,WKM2201,MRPL,whakamaru,Hydro,Hydro,1998-01-01,14770,12370,9510,9900,5420,4650,12670,6720,3850,5680,11100,12050,14970,7500,18110,13770,15630,23920,30270,30090,34500,28800,21000,18930,20010,29620,30810,30750,30770,28260,23290,22590,17380,19290,24280,28420,26340,25230,26340,27750,27770,26520,23850,23270,23570,23610,18900,11850,,
WPA,WPA2201,MRPL,waipapa,Hydro,Hydro,1998-01-01,9490,8710,7720,7790,7590,7870,7830,7700,7640,6690,6230,4580,6550,3710,4340,5600,8030,13950,15860,15880,15780,17160,17360,17260,16370,14560,11620,13310,9680,9660,9680,9670,15480,15550,15270,12780,15420,15320,12020,11970,11970,12240,17040,18570,16160,14120,12760,11440,,
WRK,WRK2201,CTCT,wairakei,Geo,Geo,1998-01-01,74700,74300,74430,71340,63700,55460,45070,44030,43710,43640,44090,44230,43740,43600,43330,51440,53760,63490,73330,74870,74600,74520,74500,74650,74680,74660,74650,74790,74700,74640,74840,75130,75020,74880,74940,74820,74740,74750,74470,71940,69000,68250,67210,67270,67820,68060,67770,67340,,
