Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1998-08-01,13060,13080,13070,13070,13050,13050,13060,13080,13070,13060,13060,13060,13060,13050,13060,13660,20640,23330,23130,23080,23320,25380,25340,25300,25280,25260,25260,25220,25200,19600,13180,13060,22580,25270,25470,25560,24660,23730,23920,24250,23670,23740,23760,18290,9770,9110,8750,7760,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1998-08-01,5278,5268,5272,5278,5282,5283,5282,5288,5284,5290,5289,5282,5284,5284,5286,5280,5274,5320,5344,5354,5362,5349,5352,5355,5358,5360,5361,5364,5362,5366,5366,5367,5366,5362,5356,5348,5348,5348,5347,5349,5349,5355,5352,5358,5360,5362,5354,5355,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1998-08-01,84850,84390,84550,85390,83970,83890,84280,84470,84450,84510,84670,84860,84700,84860,84400,85520,84590,84940,84370,84370,84770,84730,84960,85010,84960,84940,84990,84850,84840,84780,84730,84730,84850,84550,84510,84700,84710,84420,85130,85990,84450,84510,84370,84780,84430,85160,85880,83950,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1998-08-01,30400,30050,23990,9440,8700,8780,8850,11540,19010,18910,18910,18910,18830,18760,21630,22220,33650,35690,35580,35870,36160,36200,36840,36970,34910,32750,32800,26660,19740,19880,19680,21400,33220,35960,35790,35800,35810,35800,36080,36300,35990,34250,28070,28390,28380,28620,28610,28180,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1998-08-01,51830,29880,30330,45330,49920,54260,54130,25190,8850,8950,8650,8750,9220,9040,6700,6480,18860,52480,54690,54340,53010,55990,55920,50190,49740,49610,50070,41010,36240,36090,36430,33740,41970,50000,51880,90280,60420,56710,54630,12430,3390,3410,3460,3480,3540,3570,3560,3590,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1998-08-01,111980,114170,102110,73200,76850,74040,70640,67820,49610,81600,95320,60000,45820,66760,24370,34650,48030,50250,102360,133430,124730,125590,123140,126820,110370,97010,100100,142620,148450,153460,150150,139460,120800,106660,107170,220630,237810,238330,171090,127400,121620,96850,97380,126680,124180,104700,162220,130040,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1998-08-01,13548,13554,13560,13554,4704,0,0,0,0,0,0,0,0,1224,12138,13542,13602,13608,13602,13602,13608,13596,13590,13602,13590,13590,13584,13584,13578,13560,13578,13578,13590,13602,13590,13584,13566,13596,13578,13572,13578,13590,13566,13584,13578,13578,13596,13596,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1998-08-01,15240,15230,15460,15620,15600,15350,15450,15190,15620,15540,15480,15220,15660,15430,15520,15410,15470,15450,15490,15340,15490,15420,15430,15560,15420,15380,15550,15510,15430,15420,15540,15450,15430,15500,15440,15480,15370,15410,15290,15490,15460,15420,15550,15500,15380,15560,15380,15610,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1998-08-01,18000,18060,18070,18080,18050,18020,18070,17990,18140,18080,18110,18050,18150,18130,18170,18110,18150,18140,18130,18110,18120,18120,18120,18140,18120,18120,18130,18140,18120,18120,18130,18120,18150,18120,18110,18120,18130,18110,18140,18120,18130,18120,17930,17700,17690,17700,17670,17720,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1998-08-01,144650,133260,110510,44050,0,0,0,0,0,0,0,56850,139000,140990,142060,140750,152190,176390,206870,208650,205680,208400,210080,211410,206570,190440,168700,180030,158570,152480,136650,135880,105880,154790,192000,209100,207770,208170,207370,209070,208610,208340,209560,192070,160630,76710,62930,56820,,
GLN,GLN0111,ALNT,glenbrook_kilns,Gas,Cogen,1998-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,1998-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4060,28010,63610,117080,122220,123840,124280,95050,68940,52780,0,0,0,0,0,0,,
