Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1998-12-01,28780,28750,28690,24780,22800,23810,23410,23530,23960,23640,20270,19960,20440,26530,28620,28560,28550,28540,28560,28570,28110,24920,27940,28410,22110,25580,28290,28360,23910,25280,28410,28460,22110,26710,28410,28470,28500,28520,28540,28320,25890,25900,24740,23070,18180,16300,17350,16830,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1998-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616,4137,4193,4232,4229,4228,4229,4210,871,12,0,0,0,0,0,0,0,0,0,3659,4196,4207,4255,4250,4256,4252,4240,4228,4226,4231,4249,904,7,0,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1998-12-01,70980,72420,58380,59110,54070,54610,51840,49720,39920,40010,44160,46100,50010,49660,64020,72000,73160,73200,73160,73180,66990,63160,63160,63350,62890,63020,65360,73140,73150,73090,73160,73260,73090,73120,73250,73080,73130,73210,71660,62580,64360,68860,71770,71700,64110,60610,53400,48450,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1998-12-01,1920,1960,1320,3630,10000,10250,10220,10250,10290,10430,13930,14160,18500,25550,29010,28920,29040,29110,29090,29110,24000,22700,27380,29520,24980,4830,2120,2230,6450,8700,3680,3700,8150,15260,18740,22550,27650,27680,27750,27650,28010,29760,29660,29620,29610,29350,28250,23720,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1998-12-01,8570,11060,42410,44360,43710,39380,34450,33830,34580,34870,52280,53670,57110,58950,59640,68370,69640,77910,76950,77190,79110,77900,79170,78700,87310,97720,97460,92280,83460,81930,83220,83780,88000,91900,106320,59190,45480,39180,39540,49320,32600,52760,58460,59050,47710,29450,35310,44500,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1998-12-01,111170,98950,83240,76490,91400,88740,96850,92850,87570,85770,109560,145830,147650,178990,201830,219570,197690,209460,213900,199900,178110,179600,206690,201910,228480,229590,236200,205920,203610,196730,191700,196060,179910,181320,175940,120070,100590,78710,75410,83240,49150,93460,155770,176270,150990,129850,155380,124810,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1998-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1998-12-01,15610,15690,15690,15720,15680,15660,15720,15670,15740,15760,15710,15650,15630,15710,15750,15640,15660,15720,15640,15650,15720,15680,15730,15720,15640,15690,15670,15650,15710,15650,15700,15720,15670,15710,15630,15650,15720,15690,15730,15630,15620,15730,15650,15710,15610,15700,15660,15690,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1998-12-01,5350,5400,5390,5420,5400,5400,5420,5400,5420,5430,5400,5330,5230,5420,8530,8610,8610,8620,8610,8610,8590,8600,8600,8590,8580,8580,8550,8570,8590,8580,8610,8630,8600,8620,8610,8600,8630,8630,8620,8600,8600,8630,8630,8630,8620,8640,8630,8640,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1998-12-01,51160,52010,51730,52120,51820,51780,52090,51900,52260,55520,71760,70940,70840,99860,100930,109600,150920,151710,150460,150710,151960,151040,104090,100700,99920,100330,100210,100020,100590,99930,100510,100710,100170,100640,100220,172660,178670,178140,151040,147090,166720,191240,150220,117210,116580,98600,94470,69110,,
