Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1998-02-01,26880,26840,26960,26930,26960,26900,26880,26870,26730,26830,26810,26790,26730,26730,26520,26740,26890,27630,27700,27640,27210,26920,27060,27050,26730,26550,26660,26760,26510,26350,26530,26560,26440,26910,27340,27350,27310,27310,27340,27350,27300,27390,27160,27090,21890,21140,21440,25770,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1998-02-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938,4744,4738,3840,3826,3825,3824,3824,3826,888,10,0,0,0,0,0,0,0,0,0,3324,3830,4712,4725,4742,4772,4678,4616,4614,4665,4653,850,9,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1998-02-01,52460,52290,50860,44960,42530,42210,42240,42210,43410,48090,47970,47940,50000,50980,54320,60250,60120,59720,59740,60270,54420,53440,53770,54220,57960,63040,62800,61430,56740,55660,55440,55470,55770,55310,57660,67430,70300,69600,69780,69880,69930,70910,69370,69670,69750,69750,70850,69180,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1998-02-01,25920,23450,10210,8790,9490,11530,13790,12970,8730,9580,12760,14280,17140,16170,18900,22220,22120,22030,23400,25390,29590,32410,32310,26010,28270,28340,28300,28210,28120,27960,27730,27490,27290,27120,20260,20580,25920,26210,26420,24010,21450,22400,28100,24730,19890,19520,20070,34800,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1998-02-01,29630,29650,29670,19800,19330,19550,19630,19520,19130,20930,26090,24810,22130,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27050,29310,24870,24290,23280,23600,29630,29930,29940,27820,24060,23390,23580,23650,23380,23600,23310,23640,9960,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1998-02-01,88540,89680,58650,33840,24580,34860,30280,24920,10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22360,24670,22580,23830,57630,60450,57360,51020,38490,37970,38200,38220,37950,37920,37800,38520,39940,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1998-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1998-02-01,2550,2560,2470,2620,2620,2540,2560,2550,2510,2560,2680,2490,2660,2610,2490,2580,2630,2590,2550,2600,2590,2570,2560,2520,2550,2570,2500,2520,2500,2620,2500,2520,2560,2450,2490,2540,2570,2490,2540,2550,2530,2550,2570,2520,2560,2530,2590,2580,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1998-02-01,4200,4200,4200,4200,4200,4210,4200,4200,4200,4200,4210,4200,4200,4210,4200,4210,4200,4200,4200,4190,4200,4200,4200,4190,4200,4200,4200,4190,4210,4200,4210,4210,4210,4190,4200,4200,4200,4200,4190,4200,4200,4200,4200,4190,4200,4200,4200,4200,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1998-02-01,155600,153350,152020,154220,153960,153120,153430,152450,124320,123700,125480,122260,115160,114520,115590,120600,137960,152060,153310,154230,154140,154170,154060,153530,154070,153810,153520,153040,153350,154910,153440,153440,154190,152860,152970,153690,154250,152890,153520,153770,153530,153670,153780,153270,153660,153250,154050,153990,,
GLN,GLN0111,ALNT,glenbrook_kilns,Gas,Cogen,1998-02-01,22426,22771,22378,22656,23414,23386,22790,22618,22416,22426,22531,25622,26611,27456,27696,27965,28176,27754,27907,27936,25718,25075,25363,25536,25651,25661,26304,27744,25411,24662,25056,24797,24518,24461,24922,24576,24835,24538,24470,24403,24662,25152,25219,24470,22752,20438,20640,23904,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,1998-02-01,64680,63370,69240,82530,88240,79820,84300,85860,149840,157880,168100,173360,193970,206700,214080,229480,243990,244340,243950,233650,228980,205090,193240,179260,173100,164870,155210,144860,138800,127960,106400,81120,79940,80940,81930,82750,81980,97130,108750,115550,127080,137790,148030,157350,167230,164740,104500,43270,,
HWA,HWA1101,TRUS,patea,Hydro,Hydro,1998-02-01,15048,15044,15064,15064,15076,15080,15068,15076,15048,15036,15016,15008,14984,14980,14992,14972,12932,9972,10696,14968,14932,14964,14968,14916,14904,14908,14888,14884,14908,14904,14928,14924,14924,14912,14904,14888,14912,14912,14916,14940,14932,14944,14932,14936,14932,14948,14948,14964,,
