Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1999-01-01,12240,13010,10550,7690,7740,7740,7830,11530,14490,14540,14480,13430,11600,11800,11770,11890,11210,11100,11230,10920,7310,6260,8320,8310,4460,6330,8500,8690,4450,5870,7440,7670,12730,21090,21190,5130,4050,6370,4810,1930,7320,12740,13620,13620,13200,10570,10630,11070,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3306,3769,3783,3816,3819,3849,3852,3849,3847,3852,895,6,0,0,0,0,0,0,0,0,3157,3525,3647,3735,3789,3814,3856,3850,3850,3853,891,12,0,0,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1999-01-01,38630,38370,39150,39270,39300,39270,32710,29600,33810,37790,35380,32400,31130,35350,36060,36320,36130,36210,40090,48970,52380,49140,46350,42590,42640,42630,42620,42650,42120,42240,41630,42040,42530,42500,42660,48510,50540,51550,50510,49060,39300,38610,47920,46850,41730,36390,36400,29310,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1999-01-01,10140,10290,6280,5110,3550,2840,2890,2840,2760,2940,2790,2730,2510,7130,7840,8030,8110,11260,18210,19460,19440,18610,16860,15020,12770,11020,10140,10190,10430,10530,10490,10420,10300,12880,20070,19960,17970,19040,20320,20840,13800,14400,15640,17820,16740,11780,10950,5800,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1999-01-01,46470,43930,44050,41270,39280,38840,38860,38950,39470,39090,39590,39390,39150,39240,38810,39270,45530,49330,38970,40040,39440,41130,60320,62660,61330,58820,54410,52230,54950,52930,50690,39270,37280,54270,53750,53940,41920,28670,28760,29440,53250,85950,87750,87820,76850,54300,58640,35500,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1999-01-01,134490,95720,94290,94800,101300,100610,96190,92730,94510,93370,94950,94400,93320,93450,53380,61820,33220,70660,71710,82180,102590,102400,103140,106740,104690,110370,110630,111850,76730,81080,83510,76130,76000,96250,112830,108570,102490,107680,89490,105250,104960,108540,141680,144380,149760,157060,158900,152750,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1999-01-01,10030,10050,10050,10050,10050,10050,10050,10050,10060,10060,10060,10060,10050,10060,10040,10060,10040,10060,10040,10050,10040,10030,10030,10050,10030,10030,10050,10010,10050,10030,10020,10020,10040,10040,10020,10030,10030,10020,10000,10030,10040,10040,10030,10040,10030,10050,10030,10030,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1999-01-01,17150,17180,17180,17190,17180,17170,17170,17170,17190,17170,17180,17180,17190,17180,17190,17210,17190,17220,17190,17230,17220,17180,17180,17200,17180,17320,17460,17450,17490,17490,17480,17490,17510,17500,17490,17480,17500,17500,17430,17490,17490,17500,17510,17530,17520,17530,17520,17540,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1999-01-01,34630,34720,23270,0,0,0,0,0,0,0,0,0,1020,34990,35020,35260,50380,50750,50400,51020,50750,50210,50380,50820,50400,50560,50870,50220,51020,50420,50470,50520,50840,50780,52460,53160,53130,52900,52900,53200,52940,35340,35060,35120,34990,35370,34900,35200,,
EDG,EDG0331,BOPE,edgecumbe,Gas,Cogen,1999-01-01,756,776,782,866,789,724,759,793,753,751,795,737,875,941,918,842,786,823,963,858,900,825,774,727,788,863,926,942,1106,994,990,1024,881,998,935,1094,1223,1293,1377,1362,1162,1127,1021,1046,1053,1118,1143,1110,,
GLN,GLN0111,ALNT,glenbrook_kilns,Gas,Cogen,1999-01-01,23644,24227,24227,24342,24266,24275,24400,24141,24094,23845,23940,23720,23835,23701,23711,23500,23118,22802,22553,21960,22630,22342,22563,22563,22706,22457,22055,20649,20046,21252,21701,22323,22620,22630,22725,22735,22630,22381,22409,22792,22744,22735,22630,22505,21969,21290,22352,22476,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
HWA,HWA1101,TRUS,patea,Hydro,Hydro,1999-01-01,1406,224,224,228,220,224,220,224,224,224,224,220,220,216,3088,3455,3455,3459,3455,3455,3467,3467,3471,3471,3479,3471,3471,3463,3455,3451,3455,3451,3459,3463,3459,3459,3459,3467,3467,3463,3475,3467,3471,3475,3475,3479,3487,3475,,
HWA,HWA1102,KIWI,whareroa,Gas,Cogen,1999-01-01,2782,2734,2918,3054,3157,2734,2981,3078,2350,1854,1885,1902,1926,1918,1918,1781,1710,1589,1238,1582,5316,5698,5428,6026,5970,5988,6170,2597,1382,1854,1757,1559,1894,5595,5995,5898,6179,6315,6570,6210,6171,6395,6658,6858,7042,7178,7129,6906,,
KAW,KAW0111,BOPE,kawerau_geo,Geo,Geo,1999-01-01,2169,2195,2207,2228,2225,2208,2203,2180,2179,2188,2190,2209,2199,2180,2223,2136,2121,2071,2017,1966,1915,1888,1836,1842,1824,1765,1731,1681,1680,1696,1742,1769,1772,1764,1779,1778,1844,1898,1936,1985,2025,2058,2064,2073,2090,2069,2070,2066,,
KIN,KIN0112,CHHE,kinleith,Wood,Cogen,1999-01-01,16403,15610,15181,15954,14738,16019,14508,14768,15331,16498,16106,15007,15371,15860,16740,16588,15825,15555,15361,15132,14184,13985,13479,13818,13890,14194,14461,14473,14633,14942,13803,13636,12506,13030,12496,12392,13319,14812,14364,15074,15042,14613,15336,13840,14227,13194,12177,10751,,
KPA,KPA1101,KAPE,kapuni,Gas,Cogen,1999-01-01,7480,7434,7426,7514,7456,7506,7500,7518,7552,7572,7558,7568,7612,7600,7536,7462,7422,7406,7354,7320,7252,7312,7276,7220,7220,7234,7200,7150,7202,7206,7264,7234,7244,7208,7340,7398,7404,7430,7462,7486,7498,7532,7522,7568,7562,7652,7660,7704,,
KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,1999-01-01,27350,25660,25780,25780,25870,25840,25920,25880,25730,24190,20440,20830,20680,21230,21210,21390,21290,21320,24050,27290,29580,29570,28250,25430,25510,25530,25380,25570,25880,25320,24910,25430,25320,24910,25460,27520,29910,29860,26920,21380,21650,20920,20670,20810,20880,20940,21050,21100,,
MAN,MAN2201,MERI,manapouri,Hydro,Hydro,1999-01-01,207020,211490,211790,212040,212280,212270,212530,212550,212660,212610,212690,212320,210920,210910,210850,210790,210560,210360,210100,209890,209620,209370,209360,209400,209460,209670,209910,210120,210520,210600,210840,210940,211050,211020,211030,211060,211030,211020,211000,210930,210890,210660,210430,210130,209850,209670,209430,209360,,
