Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1997-08-01,29230,29100,29470,29690,29530,29670,29700,28670,25560,30770,31810,29290,27230,26370,29120,32850,34930,33530,30710,29050,22460,32080,33740,36060,26610,30430,32420,32450,19320,23440,29890,31770,30650,31740,32310,33310,38070,39500,35320,33900,33790,30310,27580,27110,27200,27310,27330,27260,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1997-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349,3354,3363,3375,3374,3378,3378,1443,18,0,0,0,0,0,0,0,3978,4510,4216,4064,3972,3942,3928,3888,3892,908,6,0,0,0,0,0,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1997-08-01,81510,81330,64800,61780,61600,61810,61790,61920,61820,61850,61910,61810,71150,81270,81590,81580,81530,81630,81400,71470,70570,70520,69570,68740,68370,68800,68460,68710,68650,68430,68500,68940,68730,68520,71110,78120,78170,78150,83180,83640,76160,72360,63180,62640,62310,63050,63130,54020,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1997-08-01,19200,15270,15030,15070,15010,15050,15040,12570,11240,14500,19040,18950,23190,35330,36760,36640,36640,36700,36720,36760,36710,36560,36390,26510,19700,19890,19990,20040,20030,20110,20140,12650,16460,29710,30920,36330,37420,37390,37420,34650,29350,29650,29670,23190,19910,17830,17930,17550,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1997-08-01,87970,87880,87770,72830,68360,65570,59920,58380,60300,59370,60330,60250,53860,54940,58890,58460,75070,80690,48990,29550,29600,28420,27560,29400,29800,25690,27940,29220,29990,29820,27780,24920,25550,31740,81610,88080,89270,89200,81980,74380,67190,53040,45970,47080,50350,50870,51740,52350,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1997-08-01,146040,142950,146570,142120,122000,128340,126170,122750,125960,124180,126330,128280,158030,216060,234620,226120,232660,232610,238690,225400,229100,208520,204520,202410,203170,176390,180900,181870,176640,169250,173630,158790,156170,157790,167840,177160,180350,178890,183090,178890,183790,182470,153700,136260,135990,137110,137490,137270,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1997-08-01,6450,2412,2406,1608,0,0,0,0,0,0,0,0,0,702,5238,5892,12390,13668,13704,13704,13740,13722,13710,13710,13710,13734,13698,13710,13716,13704,13716,13698,13728,13728,13728,13722,13716,13704,13734,13710,13728,13734,13722,13728,13758,13740,13764,13752,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1997-08-01,8510,8310,8460,8280,8480,8420,8400,8290,8420,8360,8430,8490,8370,8450,8480,8440,8270,8260,8440,8230,8350,8360,8410,8290,8180,8290,8460,8480,8400,8340,8390,8360,8320,8600,8270,8320,8520,8450,8280,8430,8350,8420,8330,8420,8350,8400,8420,8440,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1997-08-01,13950,13920,13940,13910,13940,13930,13940,13930,13930,13910,13940,13930,13930,13930,13930,13920,13900,13880,13910,13720,13590,13600,13610,13590,13570,13560,13590,13590,13570,13580,13640,13630,13620,13670,13590,13600,13650,13640,13610,13620,13620,13630,13630,13640,13630,13630,13650,13640,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1997-08-01,41830,34330,34660,34340,39070,34660,42560,39290,40820,44400,45950,51260,54690,54510,85580,149560,127170,110870,103080,96710,98210,97130,96950,92750,90980,69920,74560,83480,104340,102520,85940,99410,87940,93110,81630,94080,95860,97000,80080,91010,80350,72760,67600,84740,51240,40820,45040,43070,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,1997-08-01,266320,276520,261590,254760,253890,242680,206540,179510,176310,178360,194270,246610,266230,327050,382870,469630,496400,496370,497280,497660,498150,497970,495160,492510,479680,472560,463630,454640,435400,409540,408980,379920,355380,365390,392810,455440,484220,490190,481060,483600,483270,449150,392100,368640,360360,301590,310110,319200,,
HWA,HWA1101,TRUS,patea,Hydro,Hydro,1997-08-01,204,204,216,216,216,216,208,216,216,216,216,212,204,200,180,8196,2972,1748,1832,1556,184,184,188,184,188,192,192,196,196,204,196,196,12088,12848,14780,14784,14784,14808,14812,14812,2504,188,192,196,204,204,208,212,,
KIN,KIN0112,CHHE,kinleith,Wood,Cogen,1997-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,8983,11011,9048,4008,415,4915,6756,1264,7535,8396,8494,7765,8224,4613,2168,0,0,0,0,0,0,0,0,0,0,0,,
KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,1997-08-01,45180,44680,39380,39490,39430,39580,39630,39710,39620,39630,39700,39570,40270,39370,39560,39580,39540,39690,39540,39740,39750,39720,39650,39840,38000,39210,38940,39080,39080,38830,38900,34630,34030,34620,36670,39440,43070,43020,38490,37530,37710,39670,41000,38400,37060,37760,38230,37130,,
MAN,MAN2201,MERI,manapouri,Hydro,Hydro,1997-08-01,247980,257680,258140,255820,257270,256060,247770,247820,252930,252630,253110,253640,252640,252900,261890,268510,268450,268350,268350,268100,268200,275810,277350,277380,277570,270390,269070,266110,266070,264410,259900,267880,268630,268810,254290,274310,278450,278330,278340,278170,278010,277800,269520,266620,265980,231640,250400,235470,,
MAT,MAT1101,TRUS,matahina,Hydro,Hydro,1997-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
MHO,MHO0331,KING,mangahao,Hydro,Hydro,1997-08-01,0,0,0,0,0,700,10140,10070,9980,9920,9880,9850,9910,10400,10730,10740,10700,10710,10670,10690,10690,10680,10660,10700,10640,10710,10660,10670,10670,10640,10650,10330,10160,10150,10170,10170,10170,10170,10160,10160,10190,10170,10240,10110,10080,10160,10220,10050,,
MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,1997-08-01,59500,26310,18770,43530,9980,24360,12360,13750,37490,30120,27390,21420,66290,70660,102990,77040,79870,86540,88090,79450,80660,106640,84840,78960,82490,91080,87420,58890,75770,79280,53080,80990,91350,96270,77260,100660,93440,79990,76540,80460,80610,78690,80330,71630,56360,55920,78850,40810,,
NPL,NPL1101,CTCT,new_plymouth,Gas&Oil,Thrml,1997-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2250,16900,28430,52700,56210,56610,56680,56730,56320,56320,56310,56280,56320,56290,56700,56420,56270,56290,56310,56280,56290,56330,56280,56310,56290,56310,56310,56310,56300,56300,48090,20630,0,0,0,0,,
NPL,NPL2201,CTCT,new_plymouth,Gas&Oil,Thrml,1997-08-01,175870,175750,175900,175810,175790,175850,175870,175820,175840,175880,175910,175890,175720,160400,163730,165890,174900,176480,176430,173950,171650,175170,175220,175150,175100,169360,176040,162050,135190,119980,119900,128190,135020,118780,129420,144620,161390,160590,170370,172720,172730,172770,172840,173080,175930,175870,175800,175730,,
OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,1997-08-01,65680,70140,54620,59230,62470,50500,55190,64400,61470,58990,59570,47520,33330,55370,69970,82060,80360,80430,86840,90940,90410,102110,112470,108930,107500,108220,107150,98100,93080,95380,103230,109280,114720,124140,123890,125470,122260,119260,116320,114220,111220,112590,112840,103390,82470,75980,75800,75910,,
OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,1997-08-01,61310,59620,54570,40990,37110,34500,32530,35540,34360,33240,36890,39930,60690,68330,69990,81940,80150,73080,77560,91930,92660,83560,79880,77790,78540,82790,86770,89310,84010,83070,88480,88070,91190,88940,80930,85430,83590,80180,89390,87820,89300,89920,91200,90330,85700,84780,84730,84430,,
OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,1997-08-01,61660,58920,53960,42950,38990,35790,32120,32430,32950,34720,35950,39640,62000,72280,74840,74480,73410,81930,87710,86670,87910,84090,80740,79560,78720,82450,86570,89410,84550,84960,87950,88980,89810,85990,85240,85640,82180,80860,90040,86560,89980,90190,91010,90180,85030,84150,84370,82230,,
OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,1997-08-01,27660,21360,20260,20260,20170,17690,15770,13100,12340,23080,23320,23280,27290,45600,53940,53860,53770,53730,53620,48820,43420,41280,41230,41340,34480,33260,34770,30220,27310,32080,31600,30760,34880,46470,42570,50370,53900,53810,53780,53740,53710,42380,36760,29310,25880,22870,23280,22020,,
OKI,OKI2201,CTCT,ohaaki,Geo,Geo,1997-08-01,30510,30460,30250,30070,30390,30520,30370,30190,30470,31040,30680,30360,30030,30470,30470,30120,29920,30480,31020,30620,30570,30620,30740,30440,30290,29980,30260,30300,30280,30190,30310,30540,30610,30630,30770,30420,30780,30820,30460,30500,30620,30560,30910,30680,30660,31080,30750,30930,,
OTA,OTA2221,CTCT,otahuhu_a,Gas,Thrml,1997-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PPI,PPI2201,MRPL,poihipi,Geo,Geo,1997-08-01,160,0,0,0,0,0,0,0,0,0,0,0,0,0,2780,18490,20760,20890,20770,20800,20750,20710,20820,20690,20770,20750,20770,20850,20810,20880,20900,20860,20870,20920,20890,20910,20900,20900,20890,20870,20940,20880,20890,20900,20860,19950,1790,0,,
ROT,ROT1101,TRUS,wheao_flaxy,Hydro,Hydro,1997-08-01,3484,3420,3612,3970,3950,3962,3926,3996,4328,4432,4451,4435,4460,4444,6402,8084,9476,9520,9357,9879,9666,9344,8812,7752,7412,7378,7410,6896,4952,4990,4937,4943,4952,5572,6298,8274,8822,8784,8754,8378,8408,8394,8428,8336,7558,4460,4106,3962,,
ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,1997-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5230,15000,11790,,
ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,1997-08-01,75140,52540,46120,45440,53510,43780,54520,48950,44790,41650,39700,43710,63520,61700,76580,93340,85920,75960,71070,67810,67670,68630,69840,66130,63500,58900,50660,54910,59190,58050,53140,69550,73910,76830,70720,82390,85490,84730,59350,54880,61190,61860,54470,72660,49970,41930,47110,37410,,
RPO,RPO2201,GENE,rangipo,Hydro,Hydro,1997-08-01,28920,28920,28920,28920,28920,28920,28920,28920,28920,28920,28930,28910,29560,29810,29800,29810,29800,29810,29800,29810,29800,29680,29680,29490,29290,29300,29310,29290,29310,29300,29290,29300,29300,29300,29300,29300,29220,29300,28870,28170,28170,28170,28170,28170,28170,28170,28170,28170,,
SFD,SFD2201,CTCT,stratford,Gas,Thrml,1997-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SWN,SWN2201,TRUS,southdown,Gas,Thrml,1997-08-01,60130,60090,60080,60060,60080,60120,60000,60040,60110,60080,59730,58410,55450,52620,52570,52400,53810,55400,57130,58180,58980,59230,59630,59850,59490,59630,59700,59680,59820,59820,59920,59660,59820,59880,59830,59820,59830,59870,59740,59610,59700,59660,59650,59580,59490,59540,59560,59110,,
TKA,TKA0111,MERI,tekapo_a,Hydro,Hydro,1997-08-01,7080,7200,6950,7060,6990,6230,3720,2180,3420,5750,4230,3640,7990,9200,8270,6820,6630,7720,7650,7960,9400,8310,8080,7820,7930,7740,7710,8280,8620,8060,8260,7990,8080,8080,8360,8060,8180,8330,8220,7800,7990,8210,8510,8000,7810,8110,7940,8340,,
TKB,TKB2201,MERI,tekapo_b,Hydro,Hydro,1997-08-01,40190,37280,38590,37150,38420,27270,23370,23820,25700,24360,24730,33480,40000,42680,42890,42510,41370,41160,42770,41780,49980,51650,44990,44240,43470,44180,45130,46320,45770,45380,45710,45690,45290,47180,45230,45820,46760,45960,44550,45900,45450,45970,45300,45590,45310,45320,45320,45640,,
TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,1997-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,21240,46670,85580,94600,94730,94440,94780,38670,0,0,0,0,0,0,0,0,0,0,0,2850,40220,85350,96480,96480,96380,95150,45160,1590,0,0,0,0,0,0,0,,
TMU,TMU1101,GENE,te_awamutu,Gas,Cogen,1997-08-01,12750,12710,12810,12880,12850,12870,12980,12990,13050,13090,13040,13060,13030,13000,13010,12990,12930,12880,12880,12830,12650,12770,12800,12590,12720,12640,12610,12570,12500,12480,12470,12450,12490,12490,12640,12760,12750,12800,12880,12310,12860,12280,12260,12230,12580,12340,12760,12910,,
TUI,TUI1101,GENE,waikaremoana,Hydro,Hydro,1997-08-01,65200,65050,65260,65640,65240,65090,65970,66260,55560,58220,66620,66540,66520,65120,66580,66590,66570,66620,66590,66640,66660,66640,66630,66700,66610,66710,66670,66660,66660,66610,66640,66770,66700,66560,66590,66560,66570,66550,66580,66620,66550,65220,66800,66600,66400,66770,66710,66020,,
