Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1998-07-01,14520,12200,10520,10080,10280,10960,12940,14800,14710,11920,10400,12860,12870,12020,13570,14140,14140,17610,18050,17780,17260,12610,8420,8400,8270,8810,11950,11260,11030,11130,11260,11410,11490,15870,25080,27780,27530,27350,27230,23760,14230,14310,14370,15570,18790,19590,20330,18170,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1998-07-01,5306,4108,4176,4132,4089,4072,939,9,0,0,0,3608,5385,5384,5394,5397,5390,5388,5390,5392,5394,5394,5394,5400,5361,5342,990,9,0,0,0,0,0,0,3993,4512,4329,4236,4190,4184,907,10,0,0,0,0,0,0,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1998-07-01,59900,34510,34420,27950,28100,29160,27110,29520,29050,29550,30310,30690,31180,54060,60050,60620,63360,63550,63460,63230,63810,59120,57700,57550,57740,57610,58660,62670,63340,65570,68860,69180,69270,72780,75140,72840,71070,68870,65520,72100,72470,72760,63700,62260,58870,59670,43540,41830,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1998-07-01,130,570,2140,8910,8130,8520,7880,8700,8350,8430,8320,8350,9710,11270,16220,26820,30720,27920,27810,25830,23040,24350,24350,24320,21820,10720,10310,9740,9760,9860,12080,14520,16510,26250,32700,34540,34520,24980,24330,25010,19760,9670,9450,7410,2230,1090,1030,1010,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1998-07-01,66460,64150,47820,31010,19260,13380,14400,15110,15570,14690,14770,19770,36020,24010,26040,58140,70820,58330,50690,59410,56800,49400,49230,49260,48600,35840,37010,42460,26720,9770,9930,45190,71950,91640,99680,107400,68030,60300,47320,36710,50320,50640,51170,50680,50590,50660,50480,51790,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1998-07-01,116420,102400,98780,92610,75910,44520,44040,43810,45250,42330,42140,44270,42310,46320,79300,174040,169200,150690,131960,147730,120280,101630,114140,120680,116580,100170,103270,96170,98940,127340,129310,105390,107820,153970,194660,207400,169090,153030,121510,98310,111080,100200,109070,120950,106850,97760,165810,166020,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1998-07-01,2850,0,0,0,0,0,0,0,0,0,0,594,11568,13320,13416,13416,13392,13422,13398,13398,13407,13395,13398,13413,5907,4350,4416,4284,4380,4350,4380,4356,4344,4584,11346,13302,13398,13404,13404,13416,13410,13422,13428,13404,13422,13422,13416,13422,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1998-07-01,13010,13100,13060,13040,13060,13080,13100,13080,13130,13030,13030,13100,13030,13100,13100,13070,12950,13020,13140,13110,12980,13110,13090,13130,13020,13110,13140,13000,13050,13060,13110,13130,13160,13180,13070,13050,13100,13180,13060,13100,13100,13150,13250,13170,13080,13150,13060,13180,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1998-07-01,15050,15170,15170,15130,15150,15180,15170,15240,15250,15150,15140,15220,15140,15200,15110,15120,15890,16010,16010,16010,16000,16020,16010,16020,16010,16020,16020,16020,16010,16010,16020,16110,16000,16040,16060,16080,16080,16120,16120,16130,16130,16150,16170,16160,16140,16180,16100,16200,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1998-07-01,132670,107530,100950,100660,100790,101060,101100,101130,101580,100640,100640,101260,100500,142820,194400,200200,198520,199490,202020,157980,154400,155950,155640,155980,154690,155610,156490,154430,154820,154800,155370,155700,156090,156880,197500,199320,200060,201220,199440,199840,156690,155500,130250,106350,153250,154250,153380,154470,,
