Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1998-06-01,25630,25640,25620,25510,25560,24850,17340,19930,24010,25390,25560,24860,20980,19460,16840,15740,22900,23870,21110,21090,20440,11930,22880,21700,2230,7470,13300,23490,22240,25050,26510,26290,26110,25830,21010,23700,24480,24520,24450,24450,24470,24390,24340,24310,24220,23080,20960,20960,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1998-06-01,3952,3944,3933,3934,3940,3962,3954,3952,3954,3957,3958,3958,3950,3951,4432,4430,4492,4521,4086,4084,4024,3993,3969,3972,3969,3972,3992,4012,4010,4006,4006,4004,3998,3990,3963,3968,3960,3956,3974,3978,4006,4006,4000,4030,4046,4089,958,10,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1998-06-01,43830,44010,44380,44070,44420,42360,41150,38430,37960,36350,30790,36230,39160,41790,43680,53200,46210,41570,42280,56660,66540,66810,65250,64170,67340,69060,53270,50530,51170,51630,52110,51870,63090,65230,52760,67470,76840,81840,72920,53520,52410,52420,52410,52540,52090,38540,22270,21570,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1998-06-01,3400,4200,4240,3470,1980,1980,1950,2680,8010,8090,9560,4930,6760,9150,9130,8150,5320,18050,28270,26990,13900,6920,22820,19070,16080,5690,16340,15650,18320,24720,28250,22860,29180,34630,31210,36110,36010,35930,35680,24010,25550,28360,24680,24050,11370,4170,4340,4330,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1998-06-01,86790,67100,49090,57770,52730,48970,47340,33050,34470,34630,34530,47870,49960,49650,50070,49910,49980,50110,50090,50100,47630,44540,41070,41710,45010,49030,50130,49900,49830,50480,49860,49820,51120,79680,87930,88160,87480,87580,87310,82060,75210,74500,79120,73700,49770,31400,83280,82510,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1998-06-01,182980,231890,199690,146140,105600,78980,49570,50480,47110,48070,47940,46940,51980,49370,48440,47350,47150,47890,77260,101070,106440,100400,101100,98000,137970,123720,110950,133770,114930,108220,112640,113620,124270,194260,255080,258090,254260,256040,253750,229370,224720,236860,250060,243050,237420,189330,221910,201640,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1998-06-01,2814,0,0,0,0,0,0,0,0,0,0,0,0,750,12192,13506,13554,13554,13494,13386,13488,13530,7878,6654,6594,6588,6630,6666,6678,6678,6678,6690,6672,6642,6618,6594,6570,6558,6552,6540,6522,6522,6552,5628,5994,6156,5742,5586,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1998-06-01,10120,10130,10130,10130,10130,10130,10130,10130,10130,10130,10130,10130,10130,10130,10140,10120,10130,10130,10130,10130,10130,10140,10130,10130,10130,10130,10130,10130,10140,10130,10130,10130,10130,10130,10140,10130,10130,10130,10130,10130,10130,10140,10130,10130,10140,10130,10130,10130,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1998-06-01,9250,9250,9250,9250,9250,9250,9250,9250,9240,9250,9260,9240,9250,9250,9250,9250,9250,9250,9250,9250,9250,9250,9250,9250,9260,9260,9260,9260,9260,9260,9260,9260,9260,9260,9260,9260,9260,9260,9250,9250,9270,9260,9250,9260,9250,9260,9260,9260,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1998-06-01,148060,104430,101780,101780,102080,102240,102020,102230,101670,102150,102080,101630,102150,101390,102290,101830,141900,148450,148380,148380,147680,148550,148640,147870,106200,103300,103590,103260,103320,103970,103310,103310,103050,105610,148560,149650,148540,149010,148380,148340,150850,149820,110160,104350,104440,104730,105760,104920,,
