as_of_date,zero_emission_light_vehicles,source_name,source_url,source_definition
2026-08-16,101701,Ministry of Transport weekly electric vehicle report,https://mot-analytics.gitlab.io/insights-and-analytics/vehicle-fleet-measures/fleet-reporting/weekly-electric-vehicle-report/Website/Weekly_EV_report_website.html,"Light vehicles in the report's Zero (0 g/km) fleet band; used as the conservative V2G-relevant current EV stock proxy."
